0;REL;SUAV
1;25,59 Barros Cassal - RS;4,35 Barros Cassal - RS
2;13,02 Hulha Negra - RS;4,08 Anchieta - ES
3;11,02 Timbaúba dos Batistas - RN;3,96 Gavião - BA
4;10,74 Natividade - RJ;3,57 Vargem Grande do Sul - SP
5;9,04 Arraial do Cabo - RJ;3,55 São Bernardo do Campo - SP
6;8,53 Pequi - MG;3,4 Cunha - SP
7;8,19 Lajeado - TO;3,33 Manfrinópolis - PR
8;7,73 Damianópolis - GO;3,31 Currais Novos - RN
9;7,47 Gavião - BA;3,28 Ribeirão do Largo - BA
10;6,79 Cedro do Abaeté - MG;3,26 Contagem - MG
