LOF_2014_ABS;#Cidade;LOF_2014_REL;#Cidade;LOF_2014_REL_NOR;#Cidade;LOF_2014_SUA;#Cidade;LOF_2014_SUA_NOR;#Cidade
1,19;PONTA GROSSA - PR;1,13;PONTA GROSSA - PR;1,65;PONTA GROSSA - PR;1,37;PONTA GROSSA - PR;1,19;PONTA GROSSA - PR
1,05;NOVA BOA VISTA - RS;1,16;NOVA BOA VISTA - RS;1,25;NOVA BOA VISTA - RS;0,99;NOVA BOA VISTA - RS;1,06;NOVA BOA VISTA - RS
1,12;MONTE CARMELO - MG;1,04;MONTE CARMELO - MG;1,43;MONTE CARMELO - MG;1,22;MONTE CARMELO - MG;1,1;MONTE CARMELO - MG
1,21;CÓRREGO FUNDO - MG;1,1;CÓRREGO FUNDO - MG;1,6;CÓRREGO FUNDO - MG;1,2;CÓRREGO FUNDO - MG;1,32;CÓRREGO FUNDO - MG
1,11;POPULINA - SP;1,14;POPULINA - SP;1,32;POPULINA - SP;1,09;POPULINA - SP;1,09;POPULINA - SP
1,32;BENJAMIN CONSTANT DO SUL - RS;1,48;BENJAMIN CONSTANT DO SUL - RS;1,61;BENJAMIN CONSTANT DO SUL - RS;1,1;BENJAMIN CONSTANT DO SUL - RS;1,13;BENJAMIN CONSTANT DO SUL - RS
1,24;IBIAÇÁ - RS;1,27;IBIAÇÁ - RS;1,45;IBIAÇÁ - RS;1,14;IBIAÇÁ - RS;1,11;IBIAÇÁ - RS
1,17;SÃO FÉLIX DO XINGU - PA;1,18;SÃO FÉLIX DO XINGU - PA;1,1;SÃO FÉLIX DO XINGU - PA;1;SÃO FÉLIX DO XINGU - PA;1,12;SÃO FÉLIX DO XINGU - PA
1,08;SÃO VALENTIM DO SUL - RS;1,26;SÃO VALENTIM DO SUL - RS;1,36;SÃO VALENTIM DO SUL - RS;1,04;SÃO VALENTIM DO SUL - RS;1,1;SÃO VALENTIM DO SUL - RS
1,02;SÃO MIGUEL DO TOCANTINS - TO;1,04;SÃO MIGUEL DO TOCANTINS - TO;1,25;SÃO MIGUEL DO TOCANTINS - TO;1,11;SÃO MIGUEL DO TOCANTINS - TO;1,1;SÃO MIGUEL DO TOCANTINS - TO
1,46;NORTELÂNDIA - MT;1,47;NORTELÂNDIA - MT;1,9;NORTELÂNDIA - MT;1,17;NORTELÂNDIA - MT;1,21;NORTELÂNDIA - MT
1;BERNARDINO BATISTA - PB;1,32;BERNARDINO BATISTA - PB;1,8;BERNARDINO BATISTA - PB;1,01;BERNARDINO BATISTA - PB;1,02;BERNARDINO BATISTA - PB
0,99;MULUNGU DO MORRO - BA;1,01;MULUNGU DO MORRO - BA;1,07;MULUNGU DO MORRO - BA;1,14;MULUNGU DO MORRO - BA;1,16;MULUNGU DO MORRO - BA
1,04;GUARARÁ - MG;1,07;GUARARÁ - MG;1,24;GUARARÁ - MG;1,1;GUARARÁ - MG;1,08;GUARARÁ - MG
1,12;RIACHO DAS ALMAS - PE;1,09;RIACHO DAS ALMAS - PE;1,91;RIACHO DAS ALMAS - PE;1,11;RIACHO DAS ALMAS - PE;1,09;RIACHO DAS ALMAS - PE
1,76;SARANDI - RS;1,52;SARANDI - RS;1,7;SARANDI - RS;1,16;SARANDI - RS;1,11;SARANDI - RS
1,11;JUQUITIBA - SP;1,1;JUQUITIBA - SP;1,37;JUQUITIBA - SP;1,02;JUQUITIBA - SP;1,06;JUQUITIBA - SP
1,11;BACABAL - MA;1,02;BACABAL - MA;1,19;BACABAL - MA;1,34;BACABAL - MA;1,19;BACABAL - MA
1,42;ITU - SP;1,4;ITU - SP;1,36;ITU - SP;1,2;ITU - SP;1,14;ITU - SP
0,99;CONDADO - PB;1;CONDADO - PB;1,03;CONDADO - PB;1,1;CONDADO - PB;1,1;CONDADO - PB
1,1;TIO HUGO - RS;1,18;TIO HUGO - RS;1,48;TIO HUGO - RS;1,1;TIO HUGO - RS;1,13;TIO HUGO - RS
1,25;PINDAMONHANGABA - SP;1,06;PINDAMONHANGABA - SP;1,27;PINDAMONHANGABA - SP;1,14;PINDAMONHANGABA - SP;1,2;PINDAMONHANGABA - SP
1,13;IGUATU - CE;1,11;IGUATU - CE;1,33;IGUATU - CE;1,46;IGUATU - CE;1,25;IGUATU - CE
0,99;AQUIDABÃ - SE;1;AQUIDABÃ - SE;1,36;AQUIDABÃ - SE;1,17;AQUIDABÃ - SE;1,18;AQUIDABÃ - SE
1,15;AMARANTE DO MARANHÃO - MA;1,08;AMARANTE DO MARANHÃO - MA;1,66;AMARANTE DO MARANHÃO - MA;1,21;AMARANTE DO MARANHÃO - MA;1,25;AMARANTE DO MARANHÃO - MA
0,99;ELISEU MARTINS - PI;1,04;ELISEU MARTINS - PI;1,47;ELISEU MARTINS - PI;1,1;ELISEU MARTINS - PI;1,06;ELISEU MARTINS - PI
1,24;SANANDUVA - RS;1,15;SANANDUVA - RS;1,34;SANANDUVA - RS;1,11;SANANDUVA - RS;1,11;SANANDUVA - RS
1,05;BANANAL - SP;1,17;BANANAL - SP;1,64;BANANAL - SP;1,14;BANANAL - SP;1,12;BANANAL - SP
2,39;BALNEÁRIO RINCÃO - SC;1,92;BALNEÁRIO RINCÃO - SC;1,67;BALNEÁRIO RINCÃO - SC;1,06;BALNEÁRIO RINCÃO - SC;1,04;BALNEÁRIO RINCÃO - SC
1,06;NOVO HORIZONTE - BA;1,05;NOVO HORIZONTE - BA;1,18;NOVO HORIZONTE - BA;1,04;NOVO HORIZONTE - BA;1,04;NOVO HORIZONTE - BA
1,11;LAGOA DO CARRO - PE;1,06;LAGOA DO CARRO - PE;1,02;LAGOA DO CARRO - PE;1,06;LAGOA DO CARRO - PE;1,05;LAGOA DO CARRO - PE
1,25;ITATIAIA - RJ;1,22;ITATIAIA - RJ;1,34;ITATIAIA - RJ;1,2;ITATIAIA - RJ;1,18;ITATIAIA - RJ
1,08;IRAUÇUBA - CE;1,11;IRAUÇUBA - CE;1,37;IRAUÇUBA - CE;1;IRAUÇUBA - CE;1,05;IRAUÇUBA - CE
1,06;PAIM FILHO - RS;1,07;PAIM FILHO - RS;1,36;PAIM FILHO - RS;1,03;PAIM FILHO - RS;1,05;PAIM FILHO - RS
1,02;CAPITÃO DE CAMPOS - PI;0,97;CAPITÃO DE CAMPOS - PI;1,14;CAPITÃO DE CAMPOS - PI;1,16;CAPITÃO DE CAMPOS - PI;1,22;CAPITÃO DE CAMPOS - PI
1,06;SEVERIANO DE ALMEIDA - RS;1,09;SEVERIANO DE ALMEIDA - RS;1,33;SEVERIANO DE ALMEIDA - RS;1,07;SEVERIANO DE ALMEIDA - RS;1,06;SEVERIANO DE ALMEIDA - RS
1,03;TUPANCI DO SUL - RS;1,1;TUPANCI DO SUL - RS;1,29;TUPANCI DO SUL - RS;1,03;TUPANCI DO SUL - RS;1,06;TUPANCI DO SUL - RS
0,99;BAIXA GRANDE DO RIBEIRO - PI;1,06;BAIXA GRANDE DO RIBEIRO - PI;1,27;BAIXA GRANDE DO RIBEIRO - PI;1,08;BAIXA GRANDE DO RIBEIRO - PI;1,11;BAIXA GRANDE DO RIBEIRO - PI
1,25;ABAETETUBA - PA;1,1;ABAETETUBA - PA;1,2;ABAETETUBA - PA;1,15;ABAETETUBA - PA;1,25;ABAETETUBA - PA
1,14;ARARA - PB;1,04;ARARA - PB;1,03;ARARA - PB;1,04;ARARA - PB;1,04;ARARA - PB
1,2;SÃO MANUEL - SP;1,1;SÃO MANUEL - SP;1,28;SÃO MANUEL - SP;1,26;SÃO MANUEL - SP;1,27;SÃO MANUEL - SP
1,49;ÁGUA BRANCA - PI;1,34;ÁGUA BRANCA - PI;1,3;ÁGUA BRANCA - PI;1,03;ÁGUA BRANCA - PI;1,04;ÁGUA BRANCA - PI
1,07;BARÃO DE MONTE ALTO - MG;1,14;BARÃO DE MONTE ALTO - MG;1,42;BARÃO DE MONTE ALTO - MG;1,06;BARÃO DE MONTE ALTO - MG;1,13;BARÃO DE MONTE ALTO - MG
1,21;NOVA CANAÃ DO NORTE - MT;1,13;NOVA CANAÃ DO NORTE - MT;1,33;NOVA CANAÃ DO NORTE - MT;1,12;NOVA CANAÃ DO NORTE - MT;1,1;NOVA CANAÃ DO NORTE - MT
1,7;CAMPINAÇU - GO;1,66;CAMPINAÇU - GO;2,22;CAMPINAÇU - GO;1,32;CAMPINAÇU - GO;1,32;CAMPINAÇU - GO
1,1;MEDEIROS NETO - BA;1,02;MEDEIROS NETO - BA;1,59;MEDEIROS NETO - BA;1,23;MEDEIROS NETO - BA;1,19;MEDEIROS NETO - BA
1,03;NOVO JARDIM - TO;1,13;NOVO JARDIM - TO;1,32;NOVO JARDIM - TO;1,08;NOVO JARDIM - TO;1,1;NOVO JARDIM - TO
1,11;BACABEIRA - MA;1,35;BACABEIRA - MA;2,14;BACABEIRA - MA;1,25;BACABEIRA - MA;1,25;BACABEIRA - MA
1,02;MASSAPÊ - CE;0,97;MASSAPÊ - CE;1,04;MASSAPÊ - CE;1,1;MASSAPÊ - CE;1,14;MASSAPÊ - CE
1,08;SÃO JOSÉ DO BARREIRO - SP;1,19;SÃO JOSÉ DO BARREIRO - SP;1,49;SÃO JOSÉ DO BARREIRO - SP;1,02;SÃO JOSÉ DO BARREIRO - SP;1,02;SÃO JOSÉ DO BARREIRO - SP
1,03;DIVINÉSIA - MG;1,11;DIVINÉSIA - MG;1,19;DIVINÉSIA - MG;1,09;DIVINÉSIA - MG;1,15;DIVINÉSIA - MG
1,21;MAGÉ - RJ;1,01;MAGÉ - RJ;1,28;MAGÉ - RJ;1,07;MAGÉ - RJ;1,07;MAGÉ - RJ
1,25;NOVA LUZITÂNIA - SP;1,29;NOVA LUZITÂNIA - SP;1,39;NOVA LUZITÂNIA - SP;1,06;NOVA LUZITÂNIA - SP;1,1;NOVA LUZITÂNIA - SP
1,11;MOMBUCA - SP;1,15;MOMBUCA - SP;1,54;MOMBUCA - SP;1,04;MOMBUCA - SP;1,04;MOMBUCA - SP
0,99;OUROLÂNDIA - BA;0,99;OUROLÂNDIA - BA;1,16;OUROLÂNDIA - BA;1,01;OUROLÂNDIA - BA;1,05;OUROLÂNDIA - BA
1,02;BURITI DOS MONTES - PI;0,98;BURITI DOS MONTES - PI;1,08;BURITI DOS MONTES - PI;1,06;BURITI DOS MONTES - PI;1,02;BURITI DOS MONTES - PI
1,07;VÁRZEA DA PALMA - MG;0,98;VÁRZEA DA PALMA - MG;1,12;VÁRZEA DA PALMA - MG;1,17;VÁRZEA DA PALMA - MG;1,21;VÁRZEA DA PALMA - MG
1,11;SÃO JOÃO DO RIO DO PEIXE - PB;1,11;SÃO JOÃO DO RIO DO PEIXE - PB;1,24;SÃO JOÃO DO RIO DO PEIXE - PB;1,09;SÃO JOÃO DO RIO DO PEIXE - PB;1,1;SÃO JOÃO DO RIO DO PEIXE - PB
1,13;NOVA ALVORADA - RS;1,21;NOVA ALVORADA - RS;1,56;NOVA ALVORADA - RS;1,09;NOVA ALVORADA - RS;1,14;NOVA ALVORADA - RS
1,1;CORUMBATAÍ DO SUL - PR;1,17;CORUMBATAÍ DO SUL - PR;1,54;CORUMBATAÍ DO SUL - PR;1,25;CORUMBATAÍ DO SUL - PR;1,25;CORUMBATAÍ DO SUL - PR
1,17;ESPÍRITO SANTO DO PINHAL - SP;1,12;ESPÍRITO SANTO DO PINHAL - SP;1,71;ESPÍRITO SANTO DO PINHAL - SP;1,33;ESPÍRITO SANTO DO PINHAL - SP;1,32;ESPÍRITO SANTO DO PINHAL - SP
1,01;UIBAÍ - BA;0,99;UIBAÍ - BA;1,37;UIBAÍ - BA;1,27;UIBAÍ - BA;1,16;UIBAÍ - BA
1,3;ASCURRA - SC;1,23;ASCURRA - SC;1,39;ASCURRA - SC;1,12;ASCURRA - SC;1,12;ASCURRA - SC
1;BOQUIRA - BA;0,98;BOQUIRA - BA;1,1;BOQUIRA - BA;1,04;BOQUIRA - BA;1,05;BOQUIRA - BA
1,05;RURÓPOLIS - PA;1,11;RURÓPOLIS - PA;1,09;RURÓPOLIS - PA;1,02;RURÓPOLIS - PA;1,03;RURÓPOLIS - PA
1;ADELÂNDIA - GO;1,08;ADELÂNDIA - GO;1,24;ADELÂNDIA - GO;1,14;ADELÂNDIA - GO;1,28;ADELÂNDIA - GO
1,06;AMARAL FERRADOR - RS;1,07;AMARAL FERRADOR - RS;1,33;AMARAL FERRADOR - RS;1,08;AMARAL FERRADOR - RS;1,2;AMARAL FERRADOR - RS
1,06;ITAGUAÇU DA BAHIA - BA;1,13;ITAGUAÇU DA BAHIA - BA;1,19;ITAGUAÇU DA BAHIA - BA;1,19;ITAGUAÇU DA BAHIA - BA;1,22;ITAGUAÇU DA BAHIA - BA
1,14;SALGADINHO - PE;1,06;SALGADINHO - PE;1,19;SALGADINHO - PE;1,15;SALGADINHO - PE;1,07;SALGADINHO - PE
1,25;INÁCIO MARTINS - PR;1,12;INÁCIO MARTINS - PR;1,14;INÁCIO MARTINS - PR;1,14;INÁCIO MARTINS - PR;1,16;INÁCIO MARTINS - PR
1,03;RONDINHA - RS;1,23;RONDINHA - RS;1,45;RONDINHA - RS;1,03;RONDINHA - RS;1,04;RONDINHA - RS
1,69;SANTO ANTÔNIO DO PINHAL - SP;1,88;SANTO ANTÔNIO DO PINHAL - SP;2,3;SANTO ANTÔNIO DO PINHAL - SP;1,02;SANTO ANTÔNIO DO PINHAL - SP;1,04;SANTO ANTÔNIO DO PINHAL - SP
3,82;RECIFE - PE;1,23;RECIFE - PE;1,54;RECIFE - PE;1,33;RECIFE - PE;1,19;RECIFE - PE
1,2;PARAÍ - RS;1,15;PARAÍ - RS;1,3;PARAÍ - RS;1,08;PARAÍ - RS;1,07;PARAÍ - RS
1,05;PRIMAVERA DE RONDÔNIA - RO;1,08;PRIMAVERA DE RONDÔNIA - RO;1,73;PRIMAVERA DE RONDÔNIA - RO;1,12;PRIMAVERA DE RONDÔNIA - RO;1,14;PRIMAVERA DE RONDÔNIA - RO
1,16;COLATINA - ES;1,21;COLATINA - ES;1,29;COLATINA - ES;1,34;COLATINA - ES;1,19;COLATINA - ES
0,99;CERRO CORÁ - RN;1,02;CERRO CORÁ - RN;1,03;CERRO CORÁ - RN;1,03;CERRO CORÁ - RN;1,04;CERRO CORÁ - RN
1,05;QUATÁ - SP;1,07;QUATÁ - SP;1,15;QUATÁ - SP;1;QUATÁ - SP;1,01;QUATÁ - SP
1,13;ROCHEDO - MS;1,08;ROCHEDO - MS;1,33;ROCHEDO - MS;1,08;ROCHEDO - MS;1,12;ROCHEDO - MS
1,06;CONSELHEIRO MAIRINCK - PR;1,15;CONSELHEIRO MAIRINCK - PR;1,23;CONSELHEIRO MAIRINCK - PR;1,15;CONSELHEIRO MAIRINCK - PR;1,15;CONSELHEIRO MAIRINCK - PR
1,12;BATAGUASSU - MS;1,15;BATAGUASSU - MS;1,44;BATAGUASSU - MS;1,16;BATAGUASSU - MS;1,18;BATAGUASSU - MS
1,28;PONTÃO - RS;1,2;PONTÃO - RS;1,34;PONTÃO - RS;1,2;PONTÃO - RS;1,16;PONTÃO - RS
1,01;BAIXA GRANDE - BA;0,99;BAIXA GRANDE - BA;1;BAIXA GRANDE - BA;0,97;BAIXA GRANDE - BA;0,98;BAIXA GRANDE - BA
1,51;SANTO CRISTO - RS;1,36;SANTO CRISTO - RS;1,22;SANTO CRISTO - RS;1,03;SANTO CRISTO - RS;1,08;SANTO CRISTO - RS
1,05;RIO BRILHANTE - MS;1,27;RIO BRILHANTE - MS;1,33;RIO BRILHANTE - MS;1,08;RIO BRILHANTE - MS;1,11;RIO BRILHANTE - MS
1,06;SÃO JOSÉ DO SUL - RS;1,18;SÃO JOSÉ DO SUL - RS;1,44;SÃO JOSÉ DO SUL - RS;1,03;SÃO JOSÉ DO SUL - RS;1,06;SÃO JOSÉ DO SUL - RS
1,18;NAZARÉ DA MATA - PE;1,11;NAZARÉ DA MATA - PE;1,24;NAZARÉ DA MATA - PE;1,06;NAZARÉ DA MATA - PE;1,09;NAZARÉ DA MATA - PE
1,41;COTIA - SP;1,3;COTIA - SP;1,48;COTIA - SP;1,25;COTIA - SP;1,2;COTIA - SP
1,32;SANTA BÁRBARA D'OESTE - SP;1,32;SANTA BÁRBARA D'OESTE - SP;1,32;SANTA BÁRBARA D'OESTE - SP;1,32;SANTA BÁRBARA D'OESTE - SP;1,22;SANTA BÁRBARA D'OESTE - SP
1,17;CARVALHÓPOLIS - MG;1,23;CARVALHÓPOLIS - MG;1,32;CARVALHÓPOLIS - MG;1,14;CARVALHÓPOLIS - MG;1,2;CARVALHÓPOLIS - MG
1,07;CATARINA - CE;1,01;CATARINA - CE;1,01;CATARINA - CE;0,98;CATARINA - CE;0,99;CATARINA - CE
1,03;RUSSAS - CE;1,01;RUSSAS - CE;1,01;RUSSAS - CE;1,1;RUSSAS - CE;1,15;RUSSAS - CE
1;FORMOSA DO SUL - SC;1,12;FORMOSA DO SUL - SC;1,33;FORMOSA DO SUL - SC;1,05;FORMOSA DO SUL - SC;1,05;FORMOSA DO SUL - SC
1;APARECIDA - PB;0,99;APARECIDA - PB;0,99;APARECIDA - PB;0,97;APARECIDA - PB;0,96;APARECIDA - PB
1,06;GRAMADO DOS LOUREIROS - RS;1,22;GRAMADO DOS LOUREIROS - RS;1,61;GRAMADO DOS LOUREIROS - RS;1,1;GRAMADO DOS LOUREIROS - RS;1,1;GRAMADO DOS LOUREIROS - RS
1,14;PRATA - PB;1,1;PRATA - PB;1,33;PRATA - PB;1,18;PRATA - PB;1,17;PRATA - PB
1,08;TRINDADE - GO;1,15;TRINDADE - GO;1,28;TRINDADE - GO;1,37;TRINDADE - GO;1,34;TRINDADE - GO
1,01;CARLOS GOMES - RS;1,21;CARLOS GOMES - RS;1,74;CARLOS GOMES - RS;1,12;CARLOS GOMES - RS;1,27;CARLOS GOMES - RS
1,12;LUCENA - PB;1,07;LUCENA - PB;1,22;LUCENA - PB;1,36;LUCENA - PB;1,26;LUCENA - PB
0,99;ÁGUA FRIA - BA;0,97;ÁGUA FRIA - BA;1,05;ÁGUA FRIA - BA;1,23;ÁGUA FRIA - BA;1,24;ÁGUA FRIA - BA
1,06;OLINDA NOVA DO MARANHÃO - MA;1,15;OLINDA NOVA DO MARANHÃO - MA;1,24;OLINDA NOVA DO MARANHÃO - MA;1,08;OLINDA NOVA DO MARANHÃO - MA;1,1;OLINDA NOVA DO MARANHÃO - MA
1,15;TIANGUÁ - CE;1,05;TIANGUÁ - CE;1,24;TIANGUÁ - CE;1,27;TIANGUÁ - CE;1,23;TIANGUÁ - CE
1,04;OURO VERDE - SC;1,18;OURO VERDE - SC;1,42;OURO VERDE - SC;1,03;OURO VERDE - SC;1,05;OURO VERDE - SC
1,25;CONQUISTA - MG;1,11;CONQUISTA - MG;1,25;CONQUISTA - MG;1,08;CONQUISTA - MG;1,09;CONQUISTA - MG
1,27;RIBEIRÃO GRANDE - SP;1,19;RIBEIRÃO GRANDE - SP;1,57;RIBEIRÃO GRANDE - SP;1,14;RIBEIRÃO GRANDE - SP;1,15;RIBEIRÃO GRANDE - SP
1;SÃO DOMINGOS - PB;1,12;SÃO DOMINGOS - PB;1,28;SÃO DOMINGOS - PB;1,01;SÃO DOMINGOS - PB;1,01;SÃO DOMINGOS - PB
1,37;SÃO DOMINGOS DO SUL - RS;1,37;SÃO DOMINGOS DO SUL - RS;1,55;SÃO DOMINGOS DO SUL - RS;1,11;SÃO DOMINGOS DO SUL - RS;1,07;SÃO DOMINGOS DO SUL - RS
1,28;DOIS IRMÃOS DAS MISSÕES - RS;1,33;DOIS IRMÃOS DAS MISSÕES - RS;2,04;DOIS IRMÃOS DAS MISSÕES - RS;1,09;DOIS IRMÃOS DAS MISSÕES - RS;1,08;DOIS IRMÃOS DAS MISSÕES - RS
1,22;PARAIBUNA - SP;1,22;PARAIBUNA - SP;1,31;PARAIBUNA - SP;1,25;PARAIBUNA - SP;1,31;PARAIBUNA - SP
1,13;VITÓRIA DE SANTO ANTÃO - PE;1,03;VITÓRIA DE SANTO ANTÃO - PE;1,06;VITÓRIA DE SANTO ANTÃO - PE;1,19;VITÓRIA DE SANTO ANTÃO - PE;1,28;VITÓRIA DE SANTO ANTÃO - PE
1,1;MUNHOZ DE MELO - PR;1,15;MUNHOZ DE MELO - PR;1,64;MUNHOZ DE MELO - PR;1,11;MUNHOZ DE MELO - PR;1,17;MUNHOZ DE MELO - PR
1,06;SANTA MERCEDES - SP;1,17;SANTA MERCEDES - SP;1,27;SANTA MERCEDES - SP;0,98;SANTA MERCEDES - SP;0,98;SANTA MERCEDES - SP
1,03;SANTA RITA DE CALDAS - MG;1;SANTA RITA DE CALDAS - MG;1,32;SANTA RITA DE CALDAS - MG;1,06;SANTA RITA DE CALDAS - MG;1,06;SANTA RITA DE CALDAS - MG
1;SANTO ANTÔNIO DO AVENTUREIRO - MG;1,11;SANTO ANTÔNIO DO AVENTUREIRO - MG;1,27;SANTO ANTÔNIO DO AVENTUREIRO - MG;1,03;SANTO ANTÔNIO DO AVENTUREIRO - MG;1,05;SANTO ANTÔNIO DO AVENTUREIRO - MG
1,92;FONTE BOA - AM;1,64;FONTE BOA - AM;1,58;FONTE BOA - AM;1,21;FONTE BOA - AM;1,24;FONTE BOA - AM
1,21;ESTÂNCIA VELHA - RS;1,17;ESTÂNCIA VELHA - RS;1,48;ESTÂNCIA VELHA - RS;1,39;ESTÂNCIA VELHA - RS;1,43;ESTÂNCIA VELHA - RS
1,03;SALTO DO CÉU - MT;1,07;SALTO DO CÉU - MT;1,33;SALTO DO CÉU - MT;0,98;SALTO DO CÉU - MT;1,01;SALTO DO CÉU - MT
1,16;CAMPO FORMOSO - BA;1,1;CAMPO FORMOSO - BA;1,12;CAMPO FORMOSO - BA;1,2;CAMPO FORMOSO - BA;1,22;CAMPO FORMOSO - BA
1,05;BATAYPORÃ - MS;1,04;BATAYPORÃ - MS;1,34;BATAYPORÃ - MS;1,17;BATAYPORÃ - MS;1,2;BATAYPORÃ - MS
1,11;TUMIRITINGA - MG;1,09;TUMIRITINGA - MG;1,32;TUMIRITINGA - MG;1,02;TUMIRITINGA - MG;1,01;TUMIRITINGA - MG
1,25;ANALÂNDIA - SP;1,21;ANALÂNDIA - SP;1,77;ANALÂNDIA - SP;1,06;ANALÂNDIA - SP;1,07;ANALÂNDIA - SP
1,09;GUAPORÉ - RS;1,04;GUAPORÉ - RS;1,13;GUAPORÉ - RS;1,05;GUAPORÉ - RS;1,09;GUAPORÉ - RS
1,05;CAMPINA DO MONTE ALEGRE - SP;1,1;CAMPINA DO MONTE ALEGRE - SP;1,44;CAMPINA DO MONTE ALEGRE - SP;1,08;CAMPINA DO MONTE ALEGRE - SP;1,06;CAMPINA DO MONTE ALEGRE - SP
1,11;OURINHOS - SP;1,09;OURINHOS - SP;1,22;OURINHOS - SP;1,13;OURINHOS - SP;1,19;OURINHOS - SP
1,02;CAPELA DO ALTO ALEGRE - BA;1,03;CAPELA DO ALTO ALEGRE - BA;1,14;CAPELA DO ALTO ALEGRE - BA;1,03;CAPELA DO ALTO ALEGRE - BA;1,03;CAPELA DO ALTO ALEGRE - BA
1,01;CONCEIÇÃO DAS PEDRAS - MG;1,11;CONCEIÇÃO DAS PEDRAS - MG;1,34;CONCEIÇÃO DAS PEDRAS - MG;1,08;CONCEIÇÃO DAS PEDRAS - MG;1,07;CONCEIÇÃO DAS PEDRAS - MG
1,39;SANTA VITÓRIA DO PALMAR - RS;1,32;SANTA VITÓRIA DO PALMAR - RS;1,43;SANTA VITÓRIA DO PALMAR - RS;1,14;SANTA VITÓRIA DO PALMAR - RS;1,18;SANTA VITÓRIA DO PALMAR - RS
1,03;PATIS - MG;1,07;PATIS - MG;1,14;PATIS - MG;1,14;PATIS - MG;1,12;PATIS - MG
1,29;AFONSO CLÁUDIO - ES;1,06;AFONSO CLÁUDIO - ES;1,16;AFONSO CLÁUDIO - ES;1,06;AFONSO CLÁUDIO - ES;1,09;AFONSO CLÁUDIO - ES
1,07;PRESIDENTE FIGUEIREDO - AM;1,08;PRESIDENTE FIGUEIREDO - AM;1,32;PRESIDENTE FIGUEIREDO - AM;1,03;PRESIDENTE FIGUEIREDO - AM;1,07;PRESIDENTE FIGUEIREDO - AM
1;VILA LÂNGARO - RS;1,1;VILA LÂNGARO - RS;1,17;VILA LÂNGARO - RS;1,02;VILA LÂNGARO - RS;1,03;VILA LÂNGARO - RS
1,03;TAPEROÁ - BA;1,02;TAPEROÁ - BA;1,1;TAPEROÁ - BA;1,12;TAPEROÁ - BA;1,11;TAPEROÁ - BA
1,06;SÃO TIAGO - MG;1,05;SÃO TIAGO - MG;1,27;SÃO TIAGO - MG;1,14;SÃO TIAGO - MG;1,19;SÃO TIAGO - MG
1,08;VESPASIANO CORREA - RS;1,24;VESPASIANO CORREA - RS;1,3;VESPASIANO CORREA - RS;0,97;VESPASIANO CORREA - RS;1;VESPASIANO CORREA - RS
1,02;COCAL DE TELHA - PI;1,05;COCAL DE TELHA - PI;1,15;COCAL DE TELHA - PI;1,05;COCAL DE TELHA - PI;1,05;COCAL DE TELHA - PI
1,01;AFRÂNIO - PE;1,05;AFRÂNIO - PE;1,16;AFRÂNIO - PE;1,16;AFRÂNIO - PE;1,15;AFRÂNIO - PE
1,09;COCAL DOS ALVES - PI;1,08;COCAL DOS ALVES - PI;1,18;COCAL DOS ALVES - PI;1,07;COCAL DOS ALVES - PI;1,11;COCAL DOS ALVES - PI
1,06;SANTA TEREZINHA DE ITAIPU - PR;1,03;SANTA TEREZINHA DE ITAIPU - PR;1,48;SANTA TEREZINHA DE ITAIPU - PR;1,1;SANTA TEREZINHA DE ITAIPU - PR;1,11;SANTA TEREZINHA DE ITAIPU - PR
1,14;PEDRO DO ROSÁRIO - MA;1,25;PEDRO DO ROSÁRIO - MA;1,19;PEDRO DO ROSÁRIO - MA;1,07;PEDRO DO ROSÁRIO - MA;1,1;PEDRO DO ROSÁRIO - MA
1,07;SENADOR POMPEU - CE;0,98;SENADOR POMPEU - CE;0,99;SENADOR POMPEU - CE;1,01;SENADOR POMPEU - CE;1,05;SENADOR POMPEU - CE
1,01;VITÓRIA DO MEARIM - MA;0,99;VITÓRIA DO MEARIM - MA;1,02;VITÓRIA DO MEARIM - MA;1,1;VITÓRIA DO MEARIM - MA;1,1;VITÓRIA DO MEARIM - MA
1,58;CONTAGEM - MG;1,09;CONTAGEM - MG;1,26;CONTAGEM - MG;1,26;CONTAGEM - MG;3,63;CONTAGEM - MG
1,12;TRINDADE DO SUL - RS;1,19;TRINDADE DO SUL - RS;1,39;TRINDADE DO SUL - RS;1,04;TRINDADE DO SUL - RS;1,04;TRINDADE DO SUL - RS
1,18;CAIEIRAS - SP;1,18;CAIEIRAS - SP;1,93;CAIEIRAS - SP;1,34;CAIEIRAS - SP;1,21;CAIEIRAS - SP
1,08;COIVARAS - PI;1,15;COIVARAS - PI;1,23;COIVARAS - PI;1,03;COIVARAS - PI;1,06;COIVARAS - PI
1,07;IBIRAREMA - SP;1,13;IBIRAREMA - SP;1,52;IBIRAREMA - SP;1,28;IBIRAREMA - SP;1,37;IBIRAREMA - SP
1,02;ITAIÇABA - CE;1,01;ITAIÇABA - CE;1,14;ITAIÇABA - CE;1,03;ITAIÇABA - CE;1,03;ITAIÇABA - CE
1;NOVORIZONTE - MG;1,1;NOVORIZONTE - MG;1,34;NOVORIZONTE - MG;1,16;NOVORIZONTE - MG;1,01;NOVORIZONTE - MG
1,23;PANTANO GRANDE - RS;1,21;PANTANO GRANDE - RS;1,22;PANTANO GRANDE - RS;1,02;PANTANO GRANDE - RS;1,04;PANTANO GRANDE - RS
1,28;ORIENTE - SP;1,3;ORIENTE - SP;2,36;ORIENTE - SP;1,24;ORIENTE - SP;1,22;ORIENTE - SP
