#Codigo;Legislativa(2014);Judiciária(2014);Essencial à Justiça(2014);Administração(2014);Defesa Nacional(2014);Segurança Pública(2014);Relações Exteriores(2014);Assistência Social(2014);Previdência Social(2014);Saúde(2014);Trabalho(2014);Educação(2014);Cultura(2014);Direitos da Cidadania(2014);Urbanismo(2014);Habitação(2014);Saneamento(2014);Gestão Ambiental(2014);Ciência e Tecnologia(2014);Agricultura(2014);Organização Agrária(2014);Indústria(2014);Comércio e Serviços(2014);Comunicações(2014);Energia(2014);Transporte(2014);Desporto e Lazer(2014);Encargos Especiais(2014);Despesas (Intraorçamentárias)(2014);Legislativa(2015);Judiciária(2015);Essencial à Justiça(2015);Administração(2015);Defesa Nacional(2015);Segurança Pública(2015);Relações Exteriores(2015);Assistência Social(2015);Previdência Social(2015);Saúde(2015);Trabalho(2015);Educação(2015);Cultura(2015);Direitos da Cidadania(2015);Urbanismo(2015);Habitação(2015);Saneamento(2015);Gestão Ambiental(2015);Ciência e Tecnologia(2015);Agricultura(2015);Organização Agrária(2015);Indústria(2015);Comércio e Serviços(2015);Comunicações(2015);Energia(2015);Transporte(2015);Desporto e Lazer(2015);Encargos Especiais(2015);Despesas (Intraorçamentárias)(2015)
430057;-0.07;-0.28;-0.15;2.04;-0.08;0.89;-0.01;-0.29;0.76;0.03;-0.22;1.61;0.40;-0.10;-1.10;-0.22;0.81;-0.06;-0.10;2.40;-0.04;-0.17;-0.26;-0.21;0.05;0.52;0.21;1.72;2.06;-0.14;-0.29;-0.08;2.01;-0.08;1.51;-0.02;-0.31;0.84;0.26;-0.22;-0.07;0.79;-0.12;-1.07;-0.16;0.78;0.13;-0.11;2.16;-0.04;-0.19;-0.25;-0.22;-0.45;0.12;0.18;1.49;2.17
430510;-0.63;-0.28;1.01;-0.52;-0.08;1.32;-0.01;-0.29;-0.59;0.69;-0.15;-0.92;0.18;-0.07;0.25;0.47;2.51;1.24;-0.04;-0.44;-0.04;-0.17;-0.11;-0.21;-0.44;-0.39;0.01;6.94;3.01;-0.65;-0.29;0.46;-0.58;-0.08;1.30;-0.02;-0.16;2.69;0.78;-0.09;-0.75;0.27;-0.08;0.29;0.32;3.42;1.06;-0.07;-0.46;-0.04;-0.19;0.02;-0.22;-0.45;-0.39;-0.04;1.96;3.40
420930;-0.43;0.55;-0.15;-0.48;-0.08;0.43;-0.01;-0.17;1.35;0.14;-0.22;-0.57;-0.14;-0.10;-0.59;0.06;2.48;0.63;-0.10;-0.20;-0.04;0.31;0.22;-0.21;-0.44;0.20;-0.05;0.70;0.76;-0.46;0.83;-0.08;-0.59;-0.08;0.10;-0.02;-0.23;1.44;0.19;-0.22;-0.47;-0.22;-0.11;-0.81;0.16;2.48;0.80;-0.11;-0.31;-0.04;-0.19;0.32;-0.22;-0.45;0.18;-0.14;0.69;0.75
110012;-0.48;-0.28;-0.15;-0.60;-0.08;-0.32;-0.01;-0.90;-0.24;-0.79;-0.22;-1.67;-0.59;-0.10;-0.34;-0.01;-0.33;-0.22;-0.10;-0.25;-0.04;-0.17;-0.26;-0.21;-0.44;0.06;-0.40;-0.35;0.23;-0.50;-0.29;-0.08;-0.52;-0.08;-0.31;-0.02;-0.80;-0.21;-0.72;-0.22;-1.67;-0.59;-0.12;-0.31;-0.14;-0.45;-0.25;-0.11;-0.20;-0.04;-0.19;-0.25;-0.22;-0.45;0.17;-0.29;-0.34;0.34
314810;-0.24;0.24;-0.15;-0.19;-0.08;0.31;-0.01;-0.64;0.63;0.25;-0.22;-0.96;-0.16;-0.10;-0.67;-0.22;0.65;0.54;-0.10;-0.32;-0.04;-0.17;-0.26;-0.21;1.45;-0.46;-0.23;1.29;-0.31;-0.37;0.40;-0.08;-0.30;-0.08;1.05;-0.02;-0.64;0.57;0.60;-0.22;-1.21;-0.10;-0.12;-0.25;-0.16;0.71;-0.41;-0.11;-0.37;-0.04;-0.19;-0.24;-0.22;2.36;-0.37;-0.25;0.67;-0.37
430990;-0.09;-0.28;-0.15;-0.24;-0.08;-0.32;-0.01;-0.35;1.46;-0.02;-0.22;-0.93;-0.62;-0.10;-0.51;-0.22;-0.09;-0.44;-0.10;1.64;-0.04;-0.17;-0.26;-0.21;-0.44;0.76;0.08;0.80;2.20;-0.03;-0.29;-0.08;-0.34;-0.08;-0.29;-0.02;-0.36;1.48;-0.45;-0.22;-1.01;-0.35;-0.12;-0.48;-0.16;-0.46;-0.35;-0.11;0.36;-0.04;-0.19;-0.25;-0.22;-0.45;0.87;-0.17;0.19;2.36
431848;-0.68;-0.28;-0.15;0.66;-0.08;0.17;-0.01;0.04;-0.28;0.47;-0.22;-0.49;0.41;-0.10;-0.63;-0.22;0.00;-0.29;-0.10;0.93;-0.04;-0.17;-0.26;-0.21;0.25;0.90;-0.09;0.22;0.55;-0.71;-0.29;-0.08;0.63;-0.08;0.38;-0.02;0.24;-0.24;0.26;-0.22;0.09;0.25;-0.12;-0.39;-0.16;0.05;-0.22;-0.11;0.45;-0.04;-0.19;-0.25;-0.22;-0.45;2.98;0.12;-0.21;0.62
317020;-0.40;0.00;-0.15;-0.41;-0.08;0.92;-0.01;-0.55;0.65;0.39;-0.22;-0.88;-0.64;-0.10;-0.19;0.02;1.51;-0.37;0.02;-0.43;-0.04;-0.17;-0.23;-0.21;-0.44;-0.53;-0.03;-0.37;0.96;-0.42;0.03;-0.08;-0.22;-0.08;0.22;-0.02;-0.50;0.82;0.51;-0.22;-0.71;-0.62;-0.12;0.28;0.22;2.67;-0.32;0.06;-0.46;-0.04;-0.19;-0.23;-0.22;-0.45;-0.57;0.01;-0.42;1.28
431800;0.08;-0.28;-0.15;-0.29;-0.08;-0.01;-0.01;-0.42;1.30;0.33;0.07;-0.75;-0.65;-0.09;-0.18;-0.20;-0.40;-0.42;-0.10;-0.45;-0.04;-0.17;-0.08;-0.21;-0.44;-0.51;-0.56;-0.09;1.93;-0.02;-0.29;-0.08;-0.31;-0.08;-0.15;-0.02;-0.47;1.36;0.19;-0.20;-0.71;-0.63;-0.11;-0.57;-0.09;-0.47;-0.40;-0.11;-0.51;-0.04;-0.19;-0.05;-0.22;-0.45;-0.24;-0.32;0.11;2.59
351170;0.02;1.29;-0.15;-0.40;-0.08;-0.32;-0.01;-0.19;-0.64;-0.19;-0.22;0.67;-0.43;-0.10;0.01;-0.22;-0.41;-0.44;-0.10;-0.57;-0.04;-0.17;0.19;-0.21;-0.44;-0.34;-0.13;-0.54;-0.31;0.01;0.72;-0.08;-0.33;-0.08;-0.31;-0.02;-0.44;-0.66;-0.33;-0.22;0.63;-0.58;-0.12;0.31;-0.16;-0.48;-0.41;-0.11;-0.60;-0.04;-0.00;0.44;-0.22;-0.45;-0.31;0.04;-0.72;-0.37
351310;-0.44;-0.28;-0.15;-0.43;-0.08;-0.19;-0.01;0.79;2.54;-0.14;-0.22;-0.11;0.67;-0.10;0.35;-0.22;1.47;-0.44;-0.10;-0.57;-0.04;-0.08;-0.26;-0.21;-0.44;-0.22;-0.04;1.02;-0.31;-0.49;-0.29;-0.08;-0.38;-0.08;-0.22;-0.02;1.29;2.66;-0.02;-0.22;0.00;0.68;-0.12;0.25;-0.16;1.56;-0.41;-0.11;-0.60;-0.04;-0.08;-0.25;-0.22;-0.45;-0.20;0.05;0.70;-0.37
352070;1.55;-0.28;-0.15;0.57;-0.08;-0.32;-0.01;1.12;0.15;1.12;-0.22;1.57;1.21;1.71;1.74;6.35;-0.41;1.08;-0.10;0.32;-0.04;-0.17;0.19;-0.21;-0.44;-0.16;7.73;1.08;-0.31;1.37;-0.29;-0.08;0.64;-0.08;-0.31;-0.02;0.70;0.03;0.97;-0.22;0.20;-0.18;1.86;0.35;-0.16;-0.48;1.15;-0.11;0.42;-0.04;-0.19;0.19;-0.22;-0.45;-0.15;3.70;0.86;-0.37
430430;-0.26;-0.28;-0.15;-0.09;-0.08;-0.32;-0.01;-0.45;0.96;-0.18;-0.22;0.20;-0.11;-0.10;-0.99;-0.20;-0.13;-0.39;-0.10;0.51;-0.04;-0.17;-0.09;-0.21;0.76;0.21;0.48;0.57;2.33;0.33;-0.29;-0.08;-0.06;-0.08;-0.31;-0.02;-0.42;1.42;-0.30;-0.22;-0.66;-0.58;-0.12;-0.83;-0.16;-0.19;-0.40;-0.11;0.63;-0.04;-0.19;0.05;-0.22;1.11;0.12;-0.32;0.28;2.65
410302;-1.21;-0.28;-0.15;1.74;-0.08;-0.32;-0.01;1.72;-0.64;1.27;-0.22;0.59;-0.73;-0.10;0.82;-0.22;-0.41;0.84;-0.10;1.85;-0.04;1.96;-0.26;-0.21;-0.44;4.69;0.54;-0.47;-0.31;-1.27;-0.29;-0.08;1.55;-0.08;-0.31;-0.02;1.73;-0.66;1.43;-0.22;0.37;-0.73;-0.12;1.01;-0.16;-0.48;0.74;-0.11;1.82;-0.04;2.24;-0.25;-0.22;-0.45;4.02;0.67;-0.50;-0.37
411900;-1.21;-0.28;-0.15;0.01;-0.08;-0.32;-0.01;-0.02;-0.64;-0.06;-0.22;-0.90;-0.66;-0.10;0.07;-0.22;-0.13;0.00;-0.10;0.37;-0.04;-0.17;-0.26;-0.21;-0.44;0.34;-0.14;-0.81;-0.31;-1.27;-0.29;-0.08;0.12;-0.08;-0.31;-0.02;0.06;-0.66;0.25;-0.22;-0.74;-0.66;-0.12;0.44;-0.16;-0.18;-0.30;-0.11;0.02;-0.04;-0.19;-0.25;-0.22;-0.45;0.53;0.05;-0.82;-0.37
431040;-0.04;-0.28;-0.15;0.22;-0.08;-0.32;-0.01;-0.79;1.07;0.04;-0.22;-0.87;-0.47;-0.10;-0.86;-0.09;-0.27;-0.43;-0.10;-0.18;-0.04;-0.15;-0.22;-0.21;-0.44;-0.09;-0.59;1.68;2.32;-0.29;-0.29;-0.08;-0.32;-0.08;-0.25;-0.02;-0.35;1.15;-0.06;-0.22;-0.80;-0.50;-0.12;-0.55;-0.14;-0.39;-0.39;-0.11;0.27;-0.04;-0.16;-0.22;-0.22;-0.45;0.51;-0.54;1.15;2.38
355330;-0.61;-0.28;5.10;-0.24;-0.08;-0.23;-0.01;0.49;1.70;0.01;-0.22;-0.33;-0.15;-0.10;-0.11;-0.10;2.23;0.62;0.60;-0.47;-0.04;-0.17;0.39;-0.21;-0.44;-0.24;0.01;-0.07;-0.31;-0.70;-0.29;2.72;-0.40;-0.08;-0.31;-0.02;0.39;1.41;-0.23;-0.22;-0.16;-0.16;-0.12;0.03;-0.06;1.82;-0.32;0.65;-0.57;-0.04;-0.19;0.52;-0.22;-0.45;-0.30;0.06;0.31;0.96
430595;-0.26;-0.28;-0.15;1.50;-0.08;-0.15;-0.01;-0.32;-0.64;0.70;-0.22;-0.36;1.22;-0.10;3.34;-0.22;0.56;-0.44;-0.10;1.57;-0.04;-0.17;0.04;-0.21;-0.44;0.27;3.17;1.89;-0.31;-0.30;-0.29;-0.08;1.51;-0.08;-0.16;-0.02;0.16;-0.66;0.45;-0.22;-0.47;0.99;-0.12;1.16;-0.16;0.58;-0.41;-0.11;0.98;-0.04;-0.19;-0.16;-0.22;-0.45;0.39;-0.15;1.51;-0.37
352360;0.46;-0.28;-0.15;0.47;-0.08;-0.32;-0.01;-0.39;-0.64;0.29;-0.22;0.15;-0.69;-0.10;0.69;-0.22;0.91;0.05;-0.10;-0.57;-0.04;-0.17;0.68;-0.21;-0.44;-0.27;-0.06;-0.11;-0.31;-1.27;-0.29;-0.08;0.25;-0.08;-0.31;-0.02;-0.52;-0.66;0.09;-0.22;0.64;-0.67;-0.12;1.17;-0.16;1.47;-0.35;-0.11;-0.60;-0.04;-0.19;0.52;-0.22;-0.45;-0.33;-0.04;-0.30;-0.37
110004;-0.32;0.03;-0.15;-0.43;-0.08;-0.32;-0.01;-0.87;-0.64;-0.61;-0.22;-1.26;-0.58;-0.10;-0.30;-0.19;1.33;1.96;-0.10;-0.32;-0.04;-0.17;-0.25;0.16;-0.44;-0.21;0.02;-0.30;-0.31;-0.44;-0.12;-0.08;-0.29;-0.08;-0.30;-0.02;-0.71;-0.66;-0.70;-0.22;-1.20;-0.53;-0.12;-0.73;-0.16;2.39;2.06;-0.11;-0.35;-0.04;-0.19;-0.23;1.08;-0.45;-0.07;0.12;-0.34;-0.37
412120;-1.21;-0.28;-0.15;-0.77;-0.08;-0.32;-0.01;-0.27;-0.64;-0.69;-0.22;-0.48;-0.73;-0.10;0.62;-0.22;-0.41;-0.44;-0.10;0.03;-0.04;-0.17;0.14;-0.21;-0.44;-0.34;0.58;0.22;0.44;-1.27;-0.29;-0.08;-0.75;-0.08;-0.31;-0.02;-0.29;-0.66;-0.55;-0.22;-0.87;-0.73;-0.12;0.64;-0.16;-0.48;0.05;-0.11;-0.04;-0.04;-0.19;0.61;-0.22;-0.45;-0.56;-0.20;0.00;0.57
430583;1.33;-0.28;-0.15;1.04;-0.08;0.19;-0.01;2.27;-0.64;2.56;-0.22;1.08;0.60;-0.10;0.44;-0.02;0.11;1.01;-0.10;6.22;-0.04;-0.17;-0.26;-0.12;-0.44;5.23;-0.21;0.94;-0.31;1.34;-0.29;-0.08;0.90;-0.08;0.13;-0.02;2.19;-0.66;2.33;-0.22;0.88;0.11;-0.12;-0.91;-0.14;0.92;0.49;-0.11;9.29;-0.04;-0.19;-0.25;-0.13;2.97;5.52;-0.14;0.17;-0.37
354410;-0.41;1.10;-0.15;-0.86;-0.08;-0.32;-0.01;-0.71;-0.10;-1.07;0.38;-1.67;-0.70;-0.10;4.17;-0.22;-0.41;-0.22;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.51;1.26;0.51;-0.42;-0.29;-0.08;-0.67;-0.08;-0.31;-0.02;-0.59;-0.13;-0.98;0.36;-1.72;-0.66;-0.12;-0.22;-0.16;-0.48;-0.15;-0.11;-0.60;-0.04;-0.19;-0.18;-0.22;-0.45;-0.57;-0.37;1.06;0.47
521410;1.31;0.45;-0.15;0.39;-0.08;0.02;-0.01;0.92;2.16;0.35;-0.22;0.45;-0.73;-0.10;-1.10;6.85;-0.41;0.27;-0.10;-0.26;-0.04;-0.17;-0.26;3.18;-0.44;0.68;0.62;-0.81;-0.31;1.13;0.55;-0.08;0.43;1.56;-0.31;-0.02;0.63;2.38;0.77;-0.22;-0.38;-0.73;-0.12;-1.07;5.34;-0.48;0.11;-0.11;-0.50;-0.04;-0.19;-0.25;4.90;-0.45;1.01;0.06;-0.82;-0.37
410345;-1.21;-0.28;-0.15;-0.33;-0.08;-0.27;-0.01;0.34;0.51;0.32;-0.22;-0.46;-0.16;-0.10;0.73;-0.22;-0.41;-0.01;-0.10;-0.12;-0.04;-0.09;-0.26;-0.21;-0.44;0.23;0.83;0.69;0.84;-1.27;-0.29;-0.08;-0.31;-0.08;-0.26;-0.02;0.19;0.52;0.41;-0.22;-0.24;0.57;-0.12;0.57;-0.16;-0.48;0.73;-0.11;0.14;-0.04;-0.13;-0.25;-0.22;-0.45;-0.13;1.00;0.33;0.93
312680;-0.05;1.26;-0.15;-0.14;-0.08;-0.32;-0.01;-0.32;0.12;-0.80;-0.22;-0.18;0.87;-0.10;-0.83;-0.22;-0.41;-0.23;-0.10;-0.11;-0.04;-0.17;-0.26;0.86;-0.44;-0.07;-0.65;-0.38;-0.31;-0.08;2.12;-0.08;0.02;-0.08;-0.31;-0.02;-0.32;0.45;-0.76;-0.22;0.05;0.60;-0.12;-0.61;-0.16;-0.48;-0.20;-0.11;-0.16;-0.04;-0.19;-0.25;-0.22;-0.33;-0.27;-0.56;-0.26;-0.37
352900;-0.43;-0.28;-0.15;-0.18;-0.08;0.30;-0.01;-0.52;2.00;0.65;-0.11;-0.57;-0.21;0.21;-0.02;-0.22;2.58;0.02;-0.10;-0.51;-0.04;-0.03;-0.26;-0.21;-0.44;-0.53;-0.35;0.50;1.71;-0.63;-0.29;-0.08;-0.12;-0.08;0.15;-0.02;-0.51;2.01;0.80;-0.07;-0.66;-0.03;0.58;0.06;-0.16;4.68;0.25;-0.11;-0.53;-0.04;0.01;-0.25;-0.22;-0.45;-0.57;0.07;0.42;1.69
354340;-0.24;0.61;-0.15;-0.55;0.36;1.07;-0.01;-0.40;2.88;0.33;-0.22;-0.74;-0.20;-0.10;0.05;-0.22;2.34;-0.10;2.20;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.39;3.99;2.92;-0.13;0.85;-0.08;-0.54;0.35;0.95;-0.02;-0.49;2.81;0.40;-0.22;-0.90;-0.20;-0.12;0.02;-0.16;4.02;-0.13;4.12;-0.60;-0.04;-0.19;-0.24;-0.22;-0.45;-0.57;-0.35;4.12;3.91
110033;-1.21;3.17;-0.15;-0.32;-0.08;-0.32;-0.01;-0.39;-0.32;-0.77;-0.22;-0.38;-0.60;-0.10;-1.01;-0.22;-0.41;-0.42;-0.10;-0.53;-0.04;-0.17;-0.26;-0.21;0.39;-0.13;-0.59;-0.62;-0.31;-0.42;-0.29;-0.08;-0.29;-0.08;-0.31;-0.02;-0.44;-0.11;-0.68;-0.22;-0.35;-0.58;-0.12;-0.73;-0.16;-0.48;-0.38;-0.11;-0.60;-0.04;-0.19;-0.25;-0.22;0.37;-0.40;-0.54;-0.68;-0.37
354640;-1.21;-0.28;-0.15;-0.41;1.86;-0.32;-0.01;-0.25;-0.25;0.88;-0.22;-0.50;0.06;-0.10;-0.10;1.37;-0.41;0.52;-0.10;-0.02;-0.04;-0.17;-0.26;-0.21;1.12;-0.50;-0.09;-0.44;-0.31;-1.27;-0.29;-0.08;-0.32;1.36;-0.31;-0.02;-0.25;-0.30;0.83;-0.22;-0.38;0.19;-0.12;0.44;1.17;-0.48;0.67;-0.11;-0.30;-0.04;-0.19;-0.25;-0.22;1.95;-0.52;-0.01;-0.42;-0.37
353280;-0.56;-0.28;-0.15;-0.14;-0.08;-0.32;-0.01;0.23;0.41;0.71;-0.13;0.00;-0.43;-0.10;0.13;-0.22;1.39;-0.30;-0.10;-0.38;-0.04;-0.17;-0.26;-0.21;-0.44;0.07;0.23;1.37;-0.31;-0.63;-0.29;-0.08;-0.45;-0.08;-0.31;-0.02;-0.35;0.34;0.65;-0.12;-0.06;-0.36;-0.12;-0.58;6.82;1.12;-0.32;-0.11;-0.15;-0.04;-0.19;-0.25;-0.22;-0.45;0.07;0.26;1.28;-0.37
430675;0.69;-0.28;-0.15;0.74;-0.08;0.63;-0.01;2.31;-0.64;1.76;-0.22;0.34;1.48;-0.10;-0.60;-0.10;1.84;0.46;-0.10;3.77;-0.04;-0.08;1.28;0.98;-0.44;2.04;1.34;3.23;-0.31;0.61;-0.29;-0.08;0.82;-0.08;0.08;-0.02;2.09;-0.66;1.70;-0.22;0.73;2.37;-0.12;1.19;-0.07;2.25;0.48;-0.11;2.75;-0.04;9.99;1.06;1.42;-0.45;2.15;0.17;2.26;-0.37
354515;0.31;-0.28;2.85;-0.14;-0.08;-0.32;-0.01;0.61;-0.64;0.23;-0.22;0.15;-0.13;-0.10;1.06;-0.22;1.61;-0.42;-0.10;-0.02;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;0.15;-0.81;-0.31;0.12;-0.29;3.11;-0.09;-0.08;-0.31;-0.02;0.18;-0.66;0.22;-0.22;-0.24;-0.06;-0.12;1.15;-0.16;1.59;-0.38;-0.11;0.07;-0.04;-0.19;-0.25;-0.22;-0.45;-0.57;0.03;-0.82;-0.37
150470;-0.73;-0.28;-0.15;-0.49;-0.08;-0.28;-0.01;-0.72;-0.57;-1.21;-0.22;1.16;-0.42;0.07;-1.07;-0.22;0.11;-0.26;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;-0.32;-0.53;-0.54;-0.81;-0.31;-0.72;-0.29;-0.08;-0.49;-0.08;-0.26;-0.02;-0.75;-0.58;-1.36;-0.22;0.92;-0.35;-0.01;-1.01;-0.16;-0.11;-0.21;-0.11;-0.49;-0.04;-0.19;-0.25;-0.22;-0.18;-0.57;-0.47;-0.82;-0.37
410322;0.67;-0.28;-0.15;0.63;-0.08;-0.32;-0.01;0.69;-0.64;0.72;-0.22;-0.39;-0.29;-0.10;1.14;-0.22;-0.41;-0.44;1.89;0.60;-0.04;4.63;0.31;-0.21;-0.44;2.31;-0.34;3.29;-0.31;0.77;-0.29;-0.08;0.89;-0.08;-0.31;-0.02;0.85;-0.66;1.16;-0.22;-0.01;-0.14;-0.12;0.81;-0.16;-0.48;-0.41;4.37;0.57;-0.04;9.37;-0.25;-0.22;-0.45;3.50;-0.42;3.16;-0.37
431545;0.96;-0.28;-0.15;0.69;-0.08;0.23;-0.01;1.68;-0.64;1.77;-0.22;-0.11;0.13;-0.10;-0.70;0.03;0.55;1.00;-0.10;6.87;-0.04;0.22;-0.05;0.36;-0.44;4.26;-0.08;0.11;-0.31;0.74;-0.29;-0.08;0.75;-0.08;0.13;-0.02;1.73;-0.66;1.58;-0.22;0.84;0.92;-0.12;2.26;0.03;0.85;0.80;-0.11;5.52;-0.04;1.26;-0.09;0.05;-0.45;5.07;0.24;0.45;-0.37
330420;0.55;1.33;-0.15;0.55;-0.08;0.61;-0.01;-0.58;0.91;1.34;0.74;-0.06;0.24;-0.10;0.37;-0.21;0.39;0.42;-0.09;-0.54;-0.04;-0.17;-0.24;-0.21;1.45;-0.43;-0.09;0.74;1.38;0.40;0.78;-0.08;0.55;-0.08;0.21;-0.02;-0.63;0.91;1.46;-0.17;-0.09;-0.33;-0.12;0.01;-0.16;0.37;0.54;-0.08;-0.59;-0.04;-0.18;-0.24;-0.22;1.40;-0.42;-0.25;0.66;2.04
355690;0.20;-0.28;-0.15;-0.02;-0.08;2.94;-0.01;-0.32;-0.04;0.72;-0.22;0.47;-0.60;-0.10;-0.21;-0.22;0.13;-0.42;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.22;0.22;-0.09;-0.31;0.14;-0.29;-0.08;0.27;-0.08;2.73;-0.02;-0.09;-0.09;0.45;-0.22;0.34;-0.63;-0.12;-0.28;-0.16;0.34;-0.39;0.25;-0.60;-0.04;-0.19;-0.25;-0.20;-0.45;0.01;0.48;-0.12;-0.37
410442;-1.21;-0.28;0.24;-0.39;-0.08;0.60;-0.01;0.29;-0.58;-0.29;-0.22;0.06;0.55;-0.10;-0.86;-0.04;-0.41;1.42;-0.10;0.81;-0.04;0.62;-0.26;-0.21;1.20;3.43;-0.00;0.62;-0.31;-1.27;0.63;-0.08;-0.18;-0.08;0.67;-0.02;0.04;-0.60;-0.30;-0.22;-0.15;0.90;-0.12;-0.43;-0.16;-0.48;1.70;0.41;0.16;22.64;1.67;-0.25;-0.22;1.98;1.56;0.57;0.65;-0.37
352940;-0.39;0.34;-0.15;-0.84;-0.08;1.15;-0.01;-0.90;-0.64;-0.19;1.41;-1.57;-0.67;1.22;0.02;0.18;1.24;-0.30;-0.10;-0.57;-0.04;-0.14;-0.26;1.08;-0.44;-0.53;-0.51;2.31;-0.30;-0.49;0.44;-0.08;-0.83;-0.08;1.16;-0.02;-0.85;-0.66;-0.20;1.30;-1.50;-0.66;1.38;-0.09;0.15;2.03;-0.30;-0.11;-0.60;-0.04;-0.15;-0.25;0.04;-0.45;-0.57;-0.39;1.76;-0.35
520940;0.86;-0.28;-0.15;0.62;-0.08;-0.32;-0.01;1.43;0.85;0.07;-0.22;0.19;-0.73;-0.10;-0.52;-0.22;-0.29;2.06;-0.10;-0.44;-0.04;-0.17;-0.26;-0.21;1.12;0.70;-0.29;-0.81;-0.31;1.14;-0.29;-0.08;0.37;-0.08;-0.31;-0.02;1.90;1.87;0.34;-0.22;0.25;-0.73;-0.12;-0.40;-0.16;-0.37;0.98;-0.11;-0.02;-0.04;-0.19;-0.25;-0.22;-0.45;0.74;-0.24;-0.82;-0.37
430260;0.86;-0.28;-0.15;1.58;-0.08;-0.30;-0.01;-0.77;-0.64;0.43;0.23;-0.25;-0.58;-0.10;-0.25;0.33;0.85;-0.44;-0.10;0.50;-0.04;-0.17;-0.26;-0.21;-0.44;0.23;-0.20;-0.81;-0.31;0.76;-0.29;-0.08;1.80;-0.08;-0.31;-0.02;-0.79;-0.66;0.27;0.04;-0.39;-0.60;-0.12;-0.75;0.72;-0.27;-0.41;-0.11;-0.14;-0.04;-0.19;-0.25;-0.22;-0.45;0.03;0.01;-0.82;-0.37
432100;-0.46;-0.28;-0.15;-0.47;-0.08;0.85;-0.01;-0.19;1.35;0.18;-0.22;-0.62;2.46;-0.10;0.71;-0.06;-0.41;-0.09;-0.10;-0.54;-0.04;0.01;-0.12;-0.21;-0.42;-0.18;0.49;0.90;2.14;-0.51;-0.29;-0.08;-0.43;-0.08;0.51;-0.02;-0.24;1.41;-0.19;-0.22;-0.96;5.06;-0.12;0.18;-0.16;-0.48;-0.17;-0.11;-0.54;-0.04;0.07;0.08;-0.22;-0.43;-0.23;0.20;0.69;2.35
350640;-0.17;-0.28;-0.15;-0.32;-0.08;-0.32;-0.01;0.65;2.56;0.71;-0.22;-0.18;-0.59;-0.10;0.27;-0.22;0.20;-0.43;-0.10;-0.07;-0.04;-0.17;-0.26;-0.21;-0.44;1.18;0.38;0.82;-0.31;-1.27;-0.29;-0.08;-0.36;-0.08;-0.31;-0.02;0.37;-0.66;0.35;-0.22;-0.51;-0.53;-0.12;0.29;-0.16;0.94;0.58;-0.11;-0.41;-0.04;-0.19;-0.25;-0.22;-0.45;1.26;0.62;0.35;-0.37
411680;-1.21;-0.28;1.58;-0.04;1.17;-0.32;-0.01;-0.39;-0.42;-0.43;-0.22;-0.39;-0.73;-0.10;-0.09;-0.22;-0.41;0.45;-0.10;-0.29;-0.04;-0.17;-0.26;-0.21;-0.44;0.46;-0.43;-0.81;-0.31;-1.27;-0.29;0.92;-0.02;1.09;-0.31;-0.02;-0.30;-0.45;-0.37;-0.22;-0.08;-0.73;-0.12;0.14;-0.16;-0.48;-0.19;-0.11;-0.11;-0.04;-0.19;-0.25;-0.22;-0.45;0.73;0.07;-0.82;-0.37
350550;-0.26;-0.28;-0.15;0.13;-0.08;0.49;-0.01;2.40;2.00;0.37;-0.22;-0.04;-0.04;-0.05;0.17;-0.22;1.24;0.38;-0.10;-0.57;-0.04;0.37;-0.26;-0.21;-0.44;0.05;0.53;-0.78;1.59;-0.38;-0.29;-0.08;0.10;-0.08;0.75;-0.02;6.25;2.08;0.54;-0.22;-0.07;0.07;-0.09;0.00;-0.15;1.56;0.24;-0.11;-0.60;-0.04;0.56;-0.25;-0.22;-0.45;0.02;0.97;-0.80;0.86
432162;0.95;-0.28;-0.15;0.69;-0.08;-0.32;-0.01;0.34;-0.40;0.74;-0.22;0.28;0.19;-0.10;-0.36;0.12;-0.41;2.45;-0.10;8.20;-0.04;4.81;-0.26;-0.21;3.61;1.63;-0.08;-0.81;-0.31;0.74;-0.29;-0.08;0.97;-0.08;-0.31;-0.02;0.72;-0.42;1.36;-0.22;0.14;1.65;-0.12;-0.42;-0.06;-0.48;0.47;-0.11;7.70;-0.04;0.42;-0.25;-0.22;3.39;2.46;0.32;-0.82;-0.37
350370;1.78;-0.28;-0.15;0.11;-0.08;-0.32;-0.01;1.51;0.30;1.85;-0.22;0.69;2.13;-0.10;0.09;-0.22;0.47;-0.03;-0.10;-0.40;-0.04;-0.17;-0.26;-0.21;-0.44;0.07;0.17;1.18;-0.31;0.78;-0.29;-0.08;-0.04;-0.08;-0.31;-0.02;2.25;0.15;2.12;-0.22;0.45;0.82;-0.12;-0.02;-0.16;0.99;-0.21;-0.11;-0.39;-0.04;-0.19;-0.25;-0.22;-0.45;0.07;0.97;1.60;-0.37
