#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);LOF_2014_ABS;LOF_2014_REL;LOF_2014_REL_NOR;LOF_2014_SUA;LOF_2014_SUA_NOR
PALMA SOLA - SC;7699.0;555883.19;0.00;0.00;3220763.44;0.00;251766.37;0.00;1138206.50;0.00;4988851.75;0.00;5595428.76;438551.27;10135.15;1555948.56;23758.06;129000.00;186513.19;0.00;1123779.37;0.00;426246.45;0.00;0.00;0.00;1328353.47;338549.27;178640.34;0.00;1.07;1.07;1.46;1.07;1.11
PANAMÁ - GO;2728.0;677661.05;3832.09;0.00;3613109.17;0.00;50939.20;0.00;461075.99;664424.57;836735.15;0.00;2738585.20;451952.32;0.00;580031.93;196335.59;176656.53;50452.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;392661.48;105379.43;49205.88;0.00;1.50;1.66;1.78;1.15;1.27
AURIFLAMA - SP;14897.0;1595586.32;0.00;0.00;4893392.34;0.00;0.00;0.00;1123212.31;314672.88;11660440.88;0.00;9811733.12;182975.78;0.00;2613610.83;0.00;0.00;25000.00;0.00;1066132.88;0.00;0.00;0.00;0.00;382847.45;197525.73;312970.08;1014515.47;0.00;1.03;1.03;1.14;1.01;1.03
CAMPOS SALES - CE;27077.0;1489043.79;0.00;0.00;13426731.17;0.00;0.00;0.00;1193291.62;0.00;9723388.44;0.00;18353865.21;633154.00;0.00;2374288.92;0.00;0.00;0.00;0.00;13594.42;0.00;0.00;0.00;0.00;0.00;2667567.53;479162.13;0.00;0.00;1.19;1.08;1.03;1.02;1.09
CENTRAL DE MINAS - MG;7051.0;0.00;0.00;0.00;4058833.20;0.00;0.00;0.00;413805.08;34129.36;4591431.44;0.00;2563893.37;256190.15;0.00;756549.66;0.00;0.00;190490.27;0.00;161176.96;0.00;0.00;0.00;0.00;188598.99;121742.44;127268.77;0.00;0.00;1.24;1.23;1.24;1.06;1.06
FORTALEZA DE MINAS - MG;4330.0;647375.78;0.00;0.00;4181586.60;0.00;0.00;0.00;304032.46;1470827.98;4246995.72;0.00;2792166.70;18162.05;61078.37;319621.15;0.00;166186.28;0.00;0.00;0.00;25398.89;0.00;0.00;0.00;0.00;0.00;61003.20;0.00;0.00;1.28;1.24;1.65;1.40;1.87
CAMPOS NOVOS - SC;34721.0;2288334.77;0.00;0.00;6806303.37;0.00;607915.23;0.00;2756183.64;0.00;22279097.78;390775.99;34287117.72;3839474.96;177852.62;7052555.64;318495.33;6738897.18;313599.11;20100.00;1277552.16;0.00;413981.00;50811.51;0.00;1253624.89;8285589.24;880133.34;6435307.26;0.00;1.29;1.41;1.57;1.23;1.21
SÃO JOÃO EVANGELISTA - MG;16043.0;1172761.14;58500.65;0.00;3188414.04;0.00;46962.72;0.00;778755.34;1172739.99;9796578.58;0.00;8530680.01;322403.77;0.00;1242372.50;0.00;443563.77;63743.52;0.00;116180.41;0.00;0.00;0.00;8045.00;397444.11;2321473.90;250956.63;451193.88;0.00;1.08;1.05;1.06;0.99;1.00
JACINTO - MG;12524.0;848155.87;0.00;164140.19;2088247.89;0.00;81838.81;0.00;871256.67;731870.58;8014083.48;0.00;6851523.42;59682.76;0.00;2335977.96;0.00;260239.69;0.00;0.00;121438.87;0.00;0.00;0.00;18167.33;0.00;785962.16;67030.21;656550.01;0.00;1.09;1.03;1.30;1.15;1.11
VIANÓPOLIS - GO;13343.0;971380.64;0.00;130422.72;3486660.76;0.00;89017.02;0.00;1530234.95;2854755.21;6812722.49;0.00;11242961.69;0.00;0.00;1245669.28;0.00;226374.12;96162.53;0.00;369999.62;0.00;0.00;0.00;0.00;0.00;3041800.29;385736.50;736419.16;0.00;1.26;1.23;1.23;1.22;1.16
MARA ROSA - GO;10511.0;1023310.39;80119.75;0.00;4132502.70;0.00;130823.84;0.00;1129927.50;0.00;5173340.42;0.00;5640841.37;0.00;0.00;0.00;0.00;0.00;91684.19;0.00;258672.72;0.00;0.00;0.00;1411.80;299773.26;974506.64;164510.32;2065283.61;0.00;1.28;1.28;1.41;1.35;1.26
ARARAS - SP;127661.0;5149126.86;0.00;955519.16;31224904.43;0.00;14901456.48;0.00;11824954.01;41303043.44;80667425.48;823108.75;94499348.47;2996025.04;0.00;39268560.19;0.00;27511097.59;269779.20;0.00;902717.73;0.00;0.00;0.00;0.00;0.00;18252652.64;2278677.96;15793338.51;1959808.85;1.24;1.37;1.30;1.23;1.16
REDUTO - MG;6973.0;656705.23;49633.71;10102.09;1025619.76;0.00;16028.72;0.00;513249.56;14771.16;3709446.05;127749.20;4547852.08;75166.40;0.00;1267539.58;0.00;717705.37;8385.00;0.00;79240.97;0.00;0.00;0.00;3728.89;172820.95;514792.78;40008.14;55123.00;20361.70;1.05;1.10;1.21;1.08;1.13
PAIAL - SC;1668.0;347003.63;0.00;0.00;1810725.26;0.00;35513.11;0.00;674075.63;0.00;2865606.43;0.00;2209540.59;46654.37;0.00;907061.57;0.00;14997.10;0.00;0.00;950068.69;0.00;0.00;0.00;0.00;17820.55;1605460.70;143467.85;313150.26;0.00;1.00;1.20;1.23;1.02;1.05
FREI ROGÉRIO - SC;2301.0;523137.19;0.00;0.00;1600556.78;0.00;20896.92;0.00;503681.86;0.00;2397011.53;0.00;2825943.25;8719.65;0.00;174246.16;0.00;1479.34;0.00;0.00;559378.23;0.00;0.00;19802.07;0.00;28213.54;2985401.96;91751.58;1476.96;0.00;1.12;1.22;1.35;1.07;1.05
ITAMBÉ - PR;6183.0;534993.36;0.00;0.00;3432487.92;50100.93;0.00;0.00;327167.88;0.00;4480741.32;1026540.06;3424185.95;252192.80;54337.84;1571995.25;0.00;0.00;0.00;0.00;154875.32;0.00;0.00;0.00;0.00;0.00;0.00;104211.12;0.00;0.00;1.24;1.20;2.35;1.42;1.45
TAIPU - RN;12334.0;794813.38;0.00;0.00;2644421.89;0.00;0.00;0.00;848675.59;0.00;6575372.86;0.00;7927299.04;0.00;0.00;1842313.85;0.00;0.00;0.00;0.00;347087.01;0.00;0.00;0.00;0.00;0.00;122348.89;124757.19;0.00;0.00;0.99;0.99;0.98;1.05;1.06
NOVA MONTE VERDE - MT;8543.0;810175.79;102835.02;0.00;2399588.30;0.00;0.00;0.00;1010464.44;436468.62;4168535.76;0.00;4977686.49;244622.48;0.00;252835.53;0.00;9686.89;68492.65;0.00;436190.57;0.00;0.00;0.00;12511.00;82976.83;4008288.25;335764.21;218986.54;584859.05;1.20;1.16;1.31;1.06;1.06
AGRICOLÂNDIA - PI;5087.0;398503.85;0.00;0.00;1966262.94;0.00;0.00;0.00;479126.08;428134.18;3472901.73;157.90;2795487.99;153456.80;0.00;288259.77;0.00;110415.64;0.00;0.00;39738.77;0.00;0.00;0.00;13750.00;13269.21;16310.00;375440.45;0.00;0.00;1.04;1.05;1.20;1.06;1.05
PARAOPEBA - MG;23940.0;1461976.66;0.00;0.00;3143642.04;0.00;92168.80;0.00;1684830.28;4095299.74;7518210.14;328549.97;12128716.78;194419.50;0.00;3222532.65;0.00;341682.73;67775.31;0.00;411891.51;0.00;0.00;47268.34;19710.58;0.00;1093722.94;280758.87;2057069.72;2886589.56;1.28;1.15;1.11;1.06;1.07
ALTO CAPARAÓ - MG;5655.0;631961.62;136902.90;0.00;2070959.11;0.00;28808.12;0.00;293354.04;397389.18;3744688.28;0.00;4155422.15;80669.72;0.00;698643.25;0.00;191025.58;0.00;0.00;368175.80;0.00;0.00;11938.80;17591.25;2107.37;119969.75;67359.46;159901.50;0.00;0.99;1.03;1.20;0.99;1.01
MARIZÓPOLIS - PB;6473.0;548953.87;0.00;0.00;1288696.04;0.00;0.00;0.00;518941.01;95176.11;4032656.30;0.00;5803794.85;42250.35;0.00;1753686.95;364577.36;125634.27;89267.49;0.00;27712.30;0.00;0.00;0.00;0.00;106746.63;512943.56;56960.54;136940.38;0.00;1.02;1.07;1.53;1.02;1.04
SOCORRO DO PIAUÍ - PI;4519.0;415443.69;0.00;0.00;2304959.75;0.00;0.00;0.00;437384.36;0.00;3100802.17;0.00;3995387.56;96126.96;0.00;354626.61;0.00;46406.16;0.00;0.00;70769.35;0.00;0.00;0.00;0.00;9252.64;47328.63;261995.10;0.00;0.00;0.99;1.05;1.14;1.02;1.02
JACUNDÁ - PA;55204.0;2004106.33;0.00;0.00;30850111.84;0.00;0.00;0.00;2643128.21;0.00;7430162.42;0.00;31471040.89;843.00;12898.70;2977217.63;0.00;0.00;0.00;0.00;0.00;0.00;79926.00;0.00;0.00;0.00;0.00;48.00;0.00;0.00;1.83;1.31;1.18;1.28;1.39
CACHOEIRA DA PRATA - MG;3727.0;618631.08;0.00;0.00;1600017.36;0.00;17955.72;0.00;388098.01;0.00;3322883.88;0.00;2624335.03;55096.04;0.00;802942.40;0.00;302412.06;50987.14;0.00;40991.52;0.00;0.00;502197.94;0.00;0.00;402282.65;203142.49;676482.05;0.00;1.03;1.14;1.49;1.01;1.02
ROSEIRA - SP;10257.0;814008.94;853251.98;0.00;1568833.26;0.00;0.00;0.00;1164956.98;0.00;6122857.33;290015.64;11301009.49;162455.12;0.00;2500701.55;1736357.24;0.00;0.00;0.00;16292.09;0.00;0.00;0.00;0.00;0.00;515229.19;417924.40;0.00;0.00;1.14;1.37;2.07;1.30;1.25
DESCANSO - SC;8558.0;752241.41;0.00;0.00;1584846.08;0.00;11653.69;0.00;878691.52;805002.98;5100234.76;0.00;4291817.99;69234.45;0.00;2249363.31;0.00;476946.29;17530.00;0.00;1693218.42;0.00;89935.48;110018.16;3004.77;0.00;1735692.34;1114764.76;382001.06;0.00;1.34;1.28;1.38;1.03;1.04
MARAGOGIPE - BA;45928.0;0.00;2729725.87;0.00;21568358.11;0.00;0.00;0.00;2073125.79;0.00;26291289.48;0.00;29498894.71;2897158.06;0.00;2346370.09;150213.09;72500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;756461.03;225020.92;1408347.66;0.00;1.20;1.05;1.33;1.26;1.23
IBITIARA - BA;16614.0;0.00;2729725.87;0.00;21568358.11;0.00;0.00;0.00;2073125.79;0.00;26291289.48;0.00;29498894.71;2897158.06;0.00;2346370.09;150213.09;72500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;756461.03;225020.92;1408347.66;0.00;1.20;1.30;2.33;1.26;1.24
LAMARÃO - BA;9554.0;0.00;2729725.87;0.00;21568358.11;0.00;0.00;0.00;2073125.79;0.00;26291289.48;0.00;29498894.71;2897158.06;0.00;2346370.09;150213.09;72500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;756461.03;225020.92;1408347.66;0.00;1.20;2.20;3.52;1.26;1.27
ALPESTRE - RS;7752.0;649123.87;0.00;0.00;4419217.91;0.00;0.00;0.00;1095504.61;832465.23;6249871.15;0.00;6239112.38;556617.30;0.00;0.00;0.00;514035.27;86945.53;0.00;1773434.21;0.00;59865.00;12606.00;0.00;185581.49;5026796.66;563250.22;131685.34;1198030.55;1.37;1.11;1.31;1.17;1.24
ARMAÇÃO DOS BÚZIOS - RJ;30439.0;6065200.94;0.00;0.00;33725991.74;0.00;11349827.89;0.00;814378.79;3135645.27;60462857.20;0.00;56354686.06;1516791.62;0.00;44343723.75;190435.30;0.00;1880605.66;0.00;0.00;0.00;0.00;7030977.45;0.00;0.00;904853.55;945192.73;1381582.57;0.00;1.22;1.56;3.12;1.23;1.25
TEIXEIRÓPOLIS - RO;5041.0;690401.50;0.00;0.00;2785154.67;0.00;0.00;0.00;525488.62;0.00;3473240.86;0.00;5163029.34;0.00;0.00;821179.36;0.00;0.00;0.00;0.00;419487.73;0.00;0.00;0.00;0.00;218386.32;294733.00;39436.60;0.00;0.00;1.00;1.05;1.22;1.11;1.07
DIORAMA - GO;2545.0;622871.03;0.00;0.00;1702430.36;0.00;0.00;0.00;587656.42;424307.31;4005939.81;89653.22;2153327.48;47916.09;0.00;474109.57;0.00;0.00;0.00;0.00;348445.17;0.00;0.00;0.00;0.00;0.00;748578.41;58854.04;53037.62;0.00;1.07;1.22;1.32;1.05;1.10
MANOEL EMÍDIO - PI;5262.0;455185.89;0.00;0.00;2199772.26;0.00;0.00;0.00;402821.38;252897.69;3234864.33;0.00;4311190.95;266927.98;0.00;1100344.52;0.00;0.00;26912.28;0.00;10493.00;0.00;0.00;0.00;2108.00;25093.08;157533.90;359110.22;103837.16;0.00;0.98;1.03;1.13;1.01;1.03
ITAMBARACÁ - PR;6869.0;0.00;43195.11;0.00;2264398.02;0.00;0.00;0.00;718473.73;0.00;4164102.71;0.00;4648011.34;16595.51;0.00;1611988.91;0.00;134863.99;430342.86;0.00;434296.23;0.00;328.24;0.00;0.00;102403.76;981133.17;13742.89;46615.22;0.00;1.02;1.07;1.27;1.04;1.04
CAMPANÁRIO - MG;3720.0;568399.10;190073.99;0.00;1483335.42;0.00;16228.65;0.00;414874.92;1069670.96;3174996.37;0.00;3031601.64;244029.46;0.00;1402102.45;256666.79;14499.05;0.00;0.00;123542.62;0.00;0.00;0.00;0.00;15421.33;149782.39;20077.45;220907.90;0.00;1.03;1.14;1.64;1.02;1.03
GALVÃO - SC;3297.0;594597.87;0.00;0.00;1393403.26;0.00;16171.88;0.00;481747.34;0.00;3874819.12;0.00;2520086.62;573158.46;0.00;916360.51;0.00;0.00;2857.80;0.00;556881.74;0.00;25700.00;0.00;0.00;0.00;2174348.77;75897.54;519157.99;0.00;1.14;1.25;1.43;1.04;1.05
BLUMENAU - SC;334002.0;19768371.18;0.00;6454596.71;86701046.56;0.00;13659281.75;0.00;23585470.97;88700664.21;320998094.16;1559274.66;222026160.49;3702838.22;167034.45;96202358.91;1365951.00;76066720.97;3217579.99;0.00;1658684.81;0.00;0.00;15045893.58;0.00;0.00;1899859.15;5741656.84;46225544.80;53801338.75;1.38;1.26;1.36;1.10;1.11
NANTES - SP;2943.0;873228.90;0.00;0.00;2526798.52;0.00;0.00;0.00;752520.02;0.00;4225092.20;225360.00;4107666.77;0.00;0.00;1717337.09;0.00;172135.86;132.00;0.00;319017.13;0.00;0.00;0.00;0.00;0.00;411730.19;29027.77;0.00;0.00;0.99;1.09;1.56;1.19;1.09
CAETÉ - MG;43395.0;2375939.73;0.00;622722.36;8268255.93;0.00;387952.77;0.00;3324167.21;0.00;17236379.99;0.00;19459026.50;481201.22;0.00;10921696.75;675719.32;6117091.38;709218.19;0.00;65193.87;0.00;0.00;0.00;0.00;0.00;0.00;1285187.84;233419.96;0.00;1.17;1.18;1.42;1.25;1.13
SÃO FRANCISCO DO CONDE - BA;38838.0;25724314.80;0.00;2783219.97;126398960.37;0.00;107775.12;0.00;27921050.74;13030615.52;81172128.41;600338.45;108817958.43;13664793.56;14400.00;34048487.01;3014283.23;978844.98;686356.28;0.00;226881.52;0.00;1146943.50;387556.00;0.00;3002440.64;204900.00;1840918.37;9612506.48;8540651.81;1.47;2.21;2.53;1.12;1.15
CAPUTIRA - MG;9371.0;522205.74;90364.00;0.00;1909061.23;0.00;17868.99;0.00;336446.41;1033066.77;3640440.25;113352.67;4212770.57;664101.19;0.00;2003464.22;0.00;0.00;99320.96;0.00;732705.13;0.00;0.00;101000.00;22669.05;0.00;768539.70;42474.33;177996.85;1062549.20;1.24;1.12;1.25;1.09;1.11
PAULISTAS - MG;5010.0;519698.01;154879.85;0.00;2128096.61;23294.80;16662.65;0.00;545145.79;960826.54;2314641.15;77475.74;3601516.63;278285.82;0.00;475767.21;46585.90;13130.00;0.00;0.00;85367.02;0.00;0.00;0.00;7882.00;32219.81;74502.16;30325.50;0.00;0.00;1.06;1.14;1.56;1.13;1.08
SANTO HIPÓLITO - MG;3261.0;561954.36;219610.23;0.00;1572728.70;0.00;0.00;0.00;371385.61;726219.25;3615640.92;0.00;2446392.91;112203.73;0.00;1288406.40;0.00;15073.10;1489.87;0.00;91917.82;0.00;0.00;0.00;0.00;147512.19;406182.63;316223.01;97664.64;0.00;1.02;1.14;1.55;1.01;1.03
UNIÃO DOS PALMARES - AL;65764.0;2743115.94;0.00;0.00;12616865.63;0.00;0.00;0.00;2818701.07;0.00;25656937.82;0.00;41983452.05;394297.49;0.00;7424640.74;0.00;5591846.20;117947.10;0.00;293772.32;0.00;65488.94;180135.58;89185.00;0.00;156275.33;89891.32;1095115.77;0.00;1.06;0.98;1.06;1.12;1.14
PEDRO II - PI;38014.0;0.00;0.00;0.00;4441666.04;0.00;0.00;0.00;2023064.65;2143689.05;12728950.46;95710.33;25624028.72;619652.59;0.00;2643764.16;0.00;68021.95;157577.64;0.00;207851.93;0.00;0.00;579386.39;124360.83;171577.80;61450.55;389543.64;441692.38;0.00;1.02;1.02;1.11;1.21;1.21
ASSAÍ - PR;16322.0;0.00;0.00;249115.30;4095349.72;0.00;609693.98;0.00;1726875.88;1278033.13;9792121.69;264358.34;10370705.39;906527.76;165354.15;2334578.37;0.00;1522860.37;164026.57;0.00;1083007.82;0.00;0.00;113334.29;0.00;0.00;1271497.69;857363.72;1434698.30;0.00;1.05;1.08;1.45;1.30;1.26
FLÓRIDA PAULISTA - SP;13854.0;744695.52;0.00;0.00;3483124.23;0.00;0.00;0.00;1569080.66;1431598.02;8505973.51;111604.48;7407971.17;814267.63;0.00;4434609.75;0.00;0.00;95001.14;0.00;317888.21;0.00;0.00;160.00;0.00;0.00;527647.00;599906.40;305890.07;0.00;1.07;1.04;1.15;1.03;1.06
RESERVA DO CABAÇAL - MT;2621.0;483793.33;0.00;0.00;2696215.85;0.00;0.00;0.00;703211.07;191441.01;2273565.68;0.00;2094061.57;68982.37;0.00;36988.90;0.00;116931.51;11060.20;0.00;365209.44;0.00;0.00;49445.44;0.00;0.00;304854.38;59095.26;93433.62;368614.98;1.05;1.08;1.26;0.98;1.05
NOVO PLANALTO - GO;4252.0;619645.73;0.00;0.00;1957262.55;0.00;110.61;0.00;1011935.64;1196920.94;2654943.96;0.00;3484141.82;24693.16;0.00;1457567.06;0.00;1550.00;0.00;0.00;107259.28;0.00;0.00;0.00;0.00;0.00;63468.59;112545.05;126989.75;0.00;1.11;1.15;1.23;0.96;0.98
LEANDRO FERREIRA - MG;3297.0;562228.45;0.00;0.00;2297892.19;15701.69;21631.68;0.00;399696.28;1039753.36;2917940.82;0.00;1222804.81;45685.28;0.00;856319.14;0.00;10692.90;0.00;0.00;20253.00;0.00;0.00;0.00;12828.18;97284.53;276918.98;12327.76;319196.56;0.00;1.14;1.48;1.53;1.09;1.08
JAGUARÃO - RS;28393.0;1761852.22;0.00;0.00;5571589.62;0.00;0.00;0.00;1857856.03;2399016.59;10390745.74;39219.74;17906605.57;3580995.33;672536.33;4552806.38;44745.80;284013.82;1587470.59;0.00;1507443.62;0.00;0.00;390824.30;0.00;0.00;569243.10;383353.10;0.00;0.00;1.20;1.13;1.74;1.19;1.19
CRISTAIS PAULISTA - SP;8176.0;379368.83;0.00;0.00;3012311.24;0.00;0.00;0.00;889516.68;0.00;5876753.74;0.00;8746130.77;199521.81;0.00;3313867.83;0.00;792100.43;0.00;0.00;325538.09;0.00;0.00;0.00;0.00;0.00;156313.07;611815.42;433679.11;0.00;1.01;1.06;1.23;0.97;0.96
TIGRINHOS - SC;1733.0;513746.40;0.00;0.00;1741932.71;0.00;12304.34;0.00;571800.63;0.00;2521297.85;0.00;1663311.41;17533.87;0.00;387366.58;0.00;0.00;82644.48;0.00;1019381.48;0.00;0.00;0.00;0.00;0.00;1973126.19;715459.26;174065.86;0.00;1.05;1.21;1.55;1.00;1.03
MIRABELA - MG;13598.0;839225.28;220766.03;0.00;1830570.11;21069.85;17837.21;0.00;712961.26;0.00;8033023.73;0.00;5891547.42;242303.06;0.00;1811769.88;0.00;50104.25;14609.29;0.00;363780.91;0.00;0.00;0.00;0.00;0.00;352559.91;102454.22;1533814.24;0.00;1.23;1.05;1.20;1.07;1.00
GUARACIABA DO NORTE - CE;38995.0;1971205.55;0.00;0.00;9659942.76;0.00;338220.78;0.00;1088445.83;0.00;12150251.19;0.00;31077477.43;1320260.32;0.00;7428501.71;0.00;191625.17;13298.15;0.00;54055.00;0.00;0.00;209437.08;0.00;413808.29;254741.96;520837.31;337961.82;0.00;1.05;1.00;1.07;1.01;1.06
IELMO MARINHO - RN;13237.0;739966.98;0.00;0.00;6714549.17;0.00;0.00;0.00;1768514.22;0.00;6671101.46;0.00;12946679.88;13212.00;0.00;4179790.82;0.00;80682.77;0.00;0.00;2347719.47;0.00;0.00;0.00;0.00;527224.76;347163.43;701040.02;618611.10;0.00;1.20;1.16;1.27;1.02;1.05
FELIXLÂNDIA - MG;14973.0;1250237.17;0.00;0.00;3367423.14;0.00;0.00;0.00;1068842.07;3614841.05;6495236.95;0.00;8923516.08;126903.99;0.00;2884216.59;21546.00;43041.21;126120.31;0.00;160893.68;0.00;0.00;169178.67;0.00;64130.59;250668.25;130176.84;1502854.34;0.00;1.23;1.12;1.15;1.02;1.02
CORNÉLIO PROCÓPIO - PR;48487.0;0.00;457263.03;0.00;19958840.78;0.00;209500.78;0.00;2799357.95;0.00;29677555.21;596605.86;23327011.27;498420.63;0.00;9362393.48;0.00;0.00;240.00;0.00;1530276.78;0.00;28190.40;981774.08;0.00;0.00;0.00;713329.78;2044500.46;0.00;1.17;1.04;1.26;1.27;1.23
TROMBAS - GO;3558.0;584989.75;0.00;0.00;3326253.14;0.00;9953.69;0.00;1157139.71;0.00;3194062.30;0.00;3111838.84;0.00;0.00;1088100.62;0.00;279322.24;220910.67;0.00;132438.14;0.00;0.00;0.00;0.00;0.00;332847.47;12753.23;0.00;0.00;1.07;1.06;1.30;1.10;1.10
SALGADO DE SÃO FÉLIX - PB;12144.0;703162.87;0.00;0.00;2246701.60;0.00;0.00;0.00;701758.03;0.00;4521515.68;0.00;10532121.68;349272.48;0.00;1355852.43;0.00;0.00;0.00;0.00;193682.63;0.00;0.00;16516.00;0.00;0.00;0.00;25075.34;569896.83;0.00;1.01;0.97;0.98;1.00;1.00
SANTA ISABEL DO IVAÍ - PR;8915.0;0.00;290605.42;0.00;2257794.53;30115.88;0.00;0.00;714646.18;361842.74;5405244.43;0.00;4697754.12;230196.76;0.00;3506760.80;0.00;0.00;64423.33;0.00;177142.92;0.00;0.00;2293.17;0.00;0.00;1025784.96;118502.59;76467.66;0.00;1.12;1.07;1.42;1.16;1.07
PILAR DE GOIÁS - GO;2658.0;871319.15;0.00;0.00;3727053.34;0.00;180687.34;0.00;988330.21;0.00;3301625.94;0.00;2844472.40;77816.00;0.00;1148112.73;0.00;0.00;0.00;0.00;523831.69;0.00;0.00;0.00;0.00;0.00;1557173.81;27947.85;0.00;0.00;1.18;1.20;1.50;1.06;1.06
BONITO DE MINAS - MG;10535.0;564717.92;0.00;0.00;4178494.20;0.00;0.00;0.00;1018783.01;396001.34;5470992.19;0.00;7259736.13;238019.55;0.00;856531.25;10798.00;45921.20;40800.00;0.00;84753.13;0.00;0.00;0.00;0.00;0.00;655011.72;8050.00;313699.27;0.00;1.03;1.01;1.02;1.00;1.01
ITAPISSUMA - PE;25514.0;3045286.66;0.00;1416.08;8952610.39;0.00;0.00;0.00;3563694.82;3525078.29;15792171.64;0.00;18891535.66;4606426.25;0.00;6645440.00;0.00;5194.30;4636.00;0.00;10984.50;0.00;0.00;0.00;0.00;0.00;0.00;57348.40;2483897.87;1868287.89;1.15;1.19;1.36;1.09;1.18
TRIUNFO - PB;9429.0;552728.89;0.00;0.00;1586067.59;0.00;0.00;0.00;703991.14;700680.25;3751900.92;0.00;5549506.76;371158.75;0.00;1609336.35;0.00;149090.81;0.00;0.00;70030.21;0.00;0.00;4500.00;0.00;0.00;7777.30;122418.61;642076.03;0.00;1.03;0.98;1.05;0.99;0.99
MILAGRES - CE;28419.0;1441294.84;0.00;0.00;6540349.71;0.00;0.00;0.00;2083886.94;0.00;12533688.67;0.00;16885726.14;731295.39;0.00;1853765.85;0.00;74727.68;239050.51;0.00;99822.01;0.00;0.00;0.00;0.00;651200.61;87886.00;302453.67;685893.31;0.00;1.06;0.99;1.04;1.01;1.02
PEIXOTO DE AZEVEDO - MT;32464.0;1947000.00;0.00;0.00;8780622.09;0.00;0.00;0.00;2144512.29;1948183.08;19550345.58;0.00;16919692.79;294448.28;0.00;742946.32;0.00;944556.89;8289.05;0.00;77830.00;0.00;4108.10;28115.00;0.00;459135.62;394930.13;66419.03;644392.18;0.00;1.14;1.02;1.13;1.02;1.08
SÃO MIGUEL DO OESTE - SC;38575.0;3424000.00;0.00;0.00;8944798.85;66147.64;1279804.44;0.00;4745211.62;0.00;22350803.79;0.00;23056576.56;1267160.29;197319.66;9387922.25;91860.24;65105.00;2100455.30;0.00;1612053.11;0.00;170449.98;0.00;104652.89;1301566.48;15716641.47;2357997.12;2891117.54;0.00;1.63;1.10;1.39;1.31;1.29
PIRANGUÇU - MG;5454.0;406194.06;0.00;0.00;1954633.96;0.00;0.00;0.00;475518.04;0.00;2880106.58;0.00;3807948.86;214685.22;0.00;131186.49;8327.80;392466.30;10387.00;0.00;150532.68;0.00;0.00;15312.36;0.00;106450.18;761559.51;14673.11;290056.73;0.00;1.03;1.11;1.20;1.02;1.03
PRINCESA ISABEL - PB;22734.0;1135308.10;0.00;219905.60;2672879.99;0.00;0.00;0.00;1097972.89;1226829.19;15562316.28;0.00;10136432.74;507428.69;4919.00;4017904.33;0.00;0.00;0.00;0.00;387532.77;0.00;0.00;0.00;120297.65;318190.48;7200.00;370760.82;183451.57;311348.87;1.22;1.09;1.25;1.32;1.29
ALTO RIO NOVO - ES;7888.0;788000.00;0.00;0.00;4741943.20;0.00;0.00;0.00;627669.20;0.00;3352502.83;0.00;3309747.12;375065.35;0.00;5523740.72;0.00;0.00;43104.18;0.00;690487.81;0.00;0.00;0.00;0.00;0.00;0.00;134884.00;0.00;0.00;1.81;1.71;1.55;1.00;1.02
JARDIM OLINDA - PR;1416.0;0.00;0.00;0.00;1756260.05;0.00;0.00;0.00;567855.12;815252.14;2756940.58;0.00;2378528.93;144580.26;0.00;1746342.72;0.00;139136.90;15705.23;0.00;68025.25;0.00;0.00;33675.07;0.00;0.00;428068.73;62070.74;100395.16;0.00;1.04;1.38;1.79;1.12;1.12
RIO BOM - PR;3372.0;525357.68;129443.01;0.00;1506209.70;0.00;0.00;0.00;988560.05;9800.93;2473426.89;53724.86;2196898.46;81537.75;0.00;1931384.58;0.00;45367.75;0.00;0.00;186676.38;0.00;65634.96;0.00;0.00;0.00;847267.03;135734.30;309591.26;0.00;1.07;1.22;1.46;1.22;1.17
ITAÚ - RN;5850.0;558596.41;0.00;0.00;3815448.98;0.00;0.00;0.00;838706.90;187134.70;3199217.23;0.00;4831691.81;108662.80;174639.77;0.00;0.00;0.00;29608.13;0.00;123884.85;0.00;0.00;0.00;0.00;0.00;0.00;164875.86;0.00;0.00;1.07;1.06;1.77;1.28;1.19
MODELO - SC;4158.0;643604.96;0.00;0.00;1708168.90;0.00;86477.79;0.00;609804.91;0.00;3215147.14;0.00;2981968.34;133209.78;12406.25;2213012.93;0.00;0.00;189980.36;137530.96;1016731.82;0.00;212531.90;0.00;0.00;0.00;2309285.76;932585.09;341931.57;0.00;1.24;1.29;2.39;1.29;1.36
ROMARIA - MG;3664.0;0.00;0.00;493668.72;3511583.46;0.00;22166.23;0.00;409784.69;0.00;3183663.65;0.00;2789330.97;353224.35;0.00;1087807.26;19271.21;353218.33;0.00;0.00;119218.48;0.00;0.00;0.00;270.00;0.00;1679109.75;20526.20;150296.02;0.00;1.22;1.25;2.58;1.22;1.14
