#Cidade;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
410040;0.00;8.32;0.00;151.43;0.64;4.02;0.00;47.66;86.76;173.09;1.36;436.91;2.47;1.56;99.41;1.23;41.45;4.27;0.00;13.95;0.00;0.00;4.66;0.00;0.00;2.62;7.44;30.44;0.00
231310;50.29;0.00;6.39;273.67;0.00;0.00;0.00;76.34;0.00;410.05;0.00;616.69;27.53;0.00;106.34;0.00;0.00;9.54;0.00;31.90;0.00;0.00;1.31;0.00;0.00;20.86;11.73;10.07;0.00
251275;110.85;0.00;0.00;413.77;0.00;0.00;0.00;129.06;0.00;505.04;0.00;960.22;11.51;0.00;361.98;0.00;0.00;0.00;8.84;29.89;0.00;0.00;0.00;0.00;0.00;0.00;26.91;0.00;0.00
420075;245.08;0.00;0.00;815.90;0.00;7.43;0.00;235.53;0.00;1296.82;0.00;1788.00;83.16;0.00;209.68;38.56;84.49;0.00;0.00;893.29;0.00;0.00;65.36;0.00;0.00;1092.19;149.45;73.68;0.00
412260;85.78;0.00;0.00;228.66;3.15;0.00;0.00;129.37;37.54;587.00;6.50;670.53;12.94;0.00;314.45;0.00;0.00;8.58;0.00;65.98;0.00;0.00;0.00;0.00;0.00;94.14;99.07;67.83;0.00
311990;111.51;0.00;0.00;308.34;0.00;0.00;0.00;171.71;0.00;575.20;0.00;483.50;52.42;0.00;549.35;0.00;83.09;0.00;0.00;26.21;0.00;0.00;29.15;0.00;0.00;188.81;40.57;68.96;0.00
354470;183.40;0.00;0.00;494.68;0.00;0.00;0.00;433.29;0.00;1417.89;0.00;1131.09;0.00;0.00;734.82;0.00;0.00;51.47;0.00;91.62;0.00;0.00;0.00;0.00;0.00;153.00;154.32;141.26;0.00
352310;33.41;0.00;12.51;102.63;0.00;36.87;0.00;33.98;51.33;291.14;0.00;510.93;6.12;1.40;221.14;1.39;0.32;3.29;0.00;0.00;0.00;0.00;5.04;0.00;0.00;2.51;5.22;53.08;0.00
230820;74.20;0.00;0.00;223.53;0.00;0.00;0.00;121.34;8.67;548.81;0.00;997.24;44.63;0.00;302.50;0.00;8.52;0.00;0.00;27.28;0.00;0.00;129.45;0.00;0.00;5.06;99.98;12.22;0.00
316935;104.62;0.00;21.06;293.33;0.00;0.00;0.00;115.90;188.99;597.75;0.00;576.21;11.96;3.45;25.58;0.00;49.94;25.24;0.00;40.64;0.00;0.00;41.54;0.00;0.48;34.42;3.57;25.25;201.33
241330;92.81;0.00;0.00;374.40;0.00;0.00;0.00;71.86;0.00;573.30;0.00;729.44;0.48;11.46;184.97;0.00;0.00;0.00;0.00;3.74;0.00;0.00;41.07;0.00;0.00;0.00;20.30;0.00;0.00
210095;0.00;0.00;0.00;227.79;0.00;0.05;0.00;29.42;0.00;380.31;0.00;843.33;31.81;0.00;7.01;0.00;35.79;2.44;0.00;2.67;0.00;0.00;0.00;0.00;6.12;94.98;15.80;22.90;0.00
352210;74.25;0.00;0.00;224.23;0.00;55.65;0.00;47.32;225.23;672.52;4.70;1192.75;15.65;0.00;545.64;6.71;3.92;1.18;0.00;2.41;0.00;0.00;35.32;0.00;0.00;3.90;19.91;180.55;82.59
353150;88.06;0.00;0.00;279.93;0.00;97.16;0.00;88.04;28.44;621.45;0.00;713.01;40.37;0.00;274.33;0.00;159.91;29.94;0.00;19.39;0.00;0.00;0.00;0.00;0.00;24.10;26.28;51.22;0.00
355540;98.92;28.17;0.00;242.90;0.00;81.77;0.00;49.40;134.43;729.48;10.37;880.86;30.98;0.00;264.69;0.00;0.00;193.99;0.00;10.90;0.00;0.00;19.14;0.00;0.00;0.00;34.36;52.87;0.00
293270;65.77;0.00;0.00;380.02;0.00;0.00;0.00;15.21;0.00;307.98;0.00;772.07;43.20;0.00;56.64;0.00;0.00;2.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.05;15.97;4.76;0.00
351580;347.65;0.00;0.00;2313.63;0.00;0.00;0.00;359.20;0.00;1245.26;0.00;1115.82;0.18;0.00;814.04;0.00;0.00;0.00;0.00;203.88;0.00;0.00;0.00;0.00;0.00;0.00;109.58;0.00;0.00
411000;0.00;0.00;0.00;869.61;0.00;0.22;0.00;193.19;0.00;1076.29;12.89;752.23;52.61;0.00;466.06;47.16;0.00;9.44;0.00;56.36;0.00;0.33;0.50;0.00;0.00;0.00;63.86;112.52;0.00
420165;95.40;0.00;0.00;614.70;0.00;24.14;0.00;183.85;0.00;1460.95;0.00;1336.14;10.53;0.00;212.96;42.01;122.99;8.70;0.00;557.45;0.00;31.61;13.05;0.00;0.00;873.25;248.34;246.62;0.00
240470;62.93;0.00;0.00;333.45;0.00;0.00;0.00;85.68;0.00;473.17;0.00;744.84;40.30;0.00;69.77;0.00;0.00;47.66;0.00;58.77;0.00;0.00;0.00;0.00;0.00;0.42;20.82;17.58;0.00
430300;53.63;0.00;0.00;279.05;0.00;0.95;0.00;15.47;219.66;587.38;33.80;485.24;2.74;0.12;105.45;0.29;8.30;1.45;2.50;5.24;0.00;0.17;1.02;0.00;0.00;1.80;1.31;50.27;161.15
314053;89.58;28.09;0.00;264.96;0.00;5.57;0.00;62.01;0.00;524.68;21.70;691.89;31.05;0.00;132.64;0.00;0.00;3.65;0.00;18.19;0.00;0.00;0.00;0.00;14.98;37.35;60.90;28.02;0.00
352320;63.25;0.00;0.00;217.92;0.00;55.78;0.00;115.42;0.00;516.90;0.00;697.89;8.46;0.00;178.11;14.29;4.44;16.53;0.00;36.39;0.00;0.00;8.20;0.00;0.32;0.00;15.20;8.13;0.00
291310;64.45;0.00;0.00;183.39;0.00;0.00;0.00;65.82;0.00;365.77;0.00;808.10;12.63;0.00;236.93;0.00;3.72;0.00;0.00;24.68;0.00;0.00;0.00;0.00;0.00;0.00;45.97;37.05;0.00
420960;84.82;0.00;0.00;363.33;0.00;7.25;0.00;75.58;0.00;593.95;0.00;576.10;28.46;0.00;103.24;15.10;46.48;0.00;0.00;64.12;0.00;3.86;1.60;0.00;0.00;193.94;46.04;20.20;0.00
171150;127.93;0.00;0.00;384.73;0.00;1.29;0.00;193.42;0.00;667.33;0.00;988.36;1.30;0.00;41.04;0.00;30.43;12.01;0.00;86.81;0.00;0.00;2.95;0.80;21.19;145.53;72.12;35.65;0.00
354240;62.37;0.00;0.00;223.30;0.00;0.00;0.00;73.96;101.27;591.13;0.00;697.67;19.94;0.00;590.64;0.00;0.00;0.00;0.00;17.33;0.00;0.00;0.00;0.00;0.00;84.73;60.24;170.15;0.00
522190;173.13;0.00;0.00;813.54;0.00;11.02;0.00;124.97;164.72;809.80;0.00;747.42;0.21;0.00;1.84;172.49;0.00;16.59;0.00;21.30;0.00;0.00;0.84;0.00;0.00;346.50;18.20;0.00;0.00
230130;62.27;0.00;0.00;552.93;0.00;0.00;0.00;57.83;45.40;405.90;0.00;984.22;6.81;1.37;70.83;0.60;0.00;8.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.75;31.83;9.59;0.00
230280;39.84;0.00;0.00;91.05;0.00;27.44;0.00;79.16;128.03;502.73;0.00;605.64;0.09;0.00;115.49;0.00;57.96;4.93;0.00;28.60;0.00;0.00;6.81;0.00;0.00;0.06;8.34;75.92;42.26
210975;0.00;0.00;0.00;520.24;0.00;0.00;0.00;35.99;0.00;378.53;0.00;838.44;5.50;0.00;40.83;0.00;0.00;4.00;0.00;15.22;0.00;0.00;0.00;0.56;0.00;0.00;0.00;0.00;0.00
241150;44.93;0.00;0.00;148.37;0.00;0.00;0.00;71.19;0.00;438.95;0.00;503.89;2.84;0.00;132.33;0.00;0.00;4.70;0.00;26.76;0.00;0.00;0.00;0.00;0.00;0.29;25.32;35.79;0.00
510260;80.56;0.00;0.00;222.53;0.00;0.00;0.00;59.66;68.58;498.20;0.00;865.65;1.77;0.00;175.45;0.00;26.78;0.33;0.00;62.57;0.00;0.00;4.90;0.00;0.00;140.34;7.80;68.13;81.96
291940;61.67;0.00;12.38;188.97;0.00;0.00;0.00;35.63;0.00;389.86;0.00;608.82;11.93;0.00;128.80;0.00;23.85;0.21;0.00;17.13;0.00;0.00;0.00;0.00;0.00;11.25;3.54;28.87;0.00
311010;130.11;0.00;0.00;304.85;0.00;7.00;0.00;119.73;210.82;703.41;0.00;610.52;4.89;0.00;257.46;0.00;6.51;0.00;0.00;79.74;0.00;0.00;30.28;0.00;25.48;83.34;16.52;41.92;0.00
290760;73.98;0.00;0.00;304.98;0.00;0.88;0.00;57.65;0.00;324.02;12.26;933.55;13.05;0.00;308.31;0.00;31.77;6.03;0.00;12.23;0.00;0.00;0.28;0.00;0.00;161.29;21.36;19.99;0.00
171889;198.43;0.00;0.00;842.03;0.00;2.14;0.00;254.69;0.00;839.56;0.00;1236.03;48.65;0.00;205.90;26.09;0.00;57.72;0.00;151.64;0.00;0.00;0.00;0.19;0.00;260.14;30.10;0.00;0.00
210467;0.00;0.00;4.76;197.99;0.00;0.00;0.00;34.43;0.00;557.69;0.00;1049.73;10.06;0.00;141.47;0.00;0.00;0.00;0.00;6.33;0.00;0.00;0.00;0.00;0.00;0.00;39.52;0.00;0.00
231200;44.66;0.00;0.00;242.24;0.00;0.00;0.00;49.17;0.00;421.54;0.00;768.56;13.13;0.00;40.23;0.00;0.00;0.21;0.00;53.41;0.00;0.00;0.00;0.00;8.03;0.00;4.43;12.92;0.00
316310;142.33;0.00;0.00;344.81;0.00;0.00;0.00;100.64;120.48;623.82;0.00;644.66;9.73;0.00;140.13;0.00;133.63;3.50;0.00;34.49;0.00;0.00;0.00;0.00;0.00;66.13;18.30;109.55;0.00
311610;61.94;0.00;0.00;137.85;0.00;0.00;0.00;52.31;40.50;442.00;16.81;633.80;29.38;0.00;94.79;0.00;16.97;37.24;0.00;18.79;0.00;0.00;0.54;1.76;5.25;62.33;21.77;41.05;0.00
431645;117.65;0.00;0.00;401.69;0.00;9.66;0.00;100.95;0.00;722.17;0.00;627.26;20.62;0.00;28.86;0.00;49.09;0.20;0.00;35.20;0.00;1.82;8.44;0.00;0.00;35.42;5.68;86.43;258.87
230070;63.41;0.00;0.00;136.41;0.00;0.00;0.00;137.53;3.69;335.49;0.00;676.41;14.92;0.00;347.65;0.00;12.83;1.83;0.00;9.67;0.00;0.00;0.00;0.00;0.00;0.00;2.41;29.72;109.05
310010;99.75;0.00;0.00;390.50;0.00;1.44;0.00;68.94;38.94;586.50;0.00;640.34;5.57;0.00;193.06;7.37;77.06;5.95;0.00;42.91;0.00;0.00;0.00;0.00;0.00;172.76;10.61;53.06;0.00
251190;0.00;0.00;0.00;38.81;0.00;0.00;0.00;12.62;7.74;54.93;0.74;77.24;3.06;0.00;29.76;0.00;0.00;0.00;0.00;2.56;0.11;0.00;20.45;0.54;2.07;0.00;2.67;0.00;0.00
250840;184.02;0.00;0.00;490.45;0.00;0.00;0.00;247.82;133.44;816.71;0.00;1109.87;7.32;0.00;323.04;0.00;22.12;0.00;0.00;93.66;0.00;0.00;12.92;0.00;0.00;54.80;15.10;296.68;0.00
310670;120.30;0.00;14.73;286.58;0.00;47.33;0.00;106.77;175.83;1064.79;5.82;866.69;34.89;0.07;157.75;7.50;6.79;125.49;0.00;0.29;0.00;0.00;1.40;0.00;0.00;26.69;25.31;137.08;122.22
421507;90.11;0.00;0.00;336.50;0.00;0.00;0.00;134.36;0.00;757.28;0.00;671.53;0.00;0.00;308.32;0.00;0.00;0.00;0.00;208.92;0.00;0.00;0.00;0.00;0.00;379.71;25.22;28.33;0.00
210220;0.00;0.00;0.00;250.58;0.00;0.00;0.00;45.39;0.00;259.36;0.00;1158.27;9.91;0.00;15.97;0.00;20.62;0.00;0.00;3.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
351350;228.84;0.00;0.00;1272.97;0.00;9.31;0.00;366.47;1034.89;1408.09;0.00;1652.87;109.53;0.06;260.37;19.59;9.26;219.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.62;309.91;821.58
411573;0.00;0.00;0.00;443.96;0.00;0.00;0.00;206.58;0.00;808.64;0.00;791.29;8.39;0.00;315.03;0.00;35.70;266.33;0.00;189.13;0.00;0.00;0.00;0.00;0.00;476.65;8.91;41.61;0.00
520640;127.07;0.22;0.00;368.85;0.03;15.34;0.00;193.22;154.86;563.66;16.44;939.64;36.34;0.00;362.91;0.00;0.00;0.07;0.00;9.61;0.00;21.59;0.00;0.00;43.90;84.69;32.74;0.00;0.00
310080;129.28;0.00;0.00;460.80;0.00;10.66;0.00;92.61;0.00;764.47;0.00;795.87;26.77;0.00;183.35;0.17;268.69;1.81;0.00;37.43;0.00;28.47;0.00;0.57;40.42;172.84;32.05;0.00;0.00
420845;118.31;22.54;0.00;453.40;0.00;13.52;0.00;73.35;127.49;769.29;8.58;1316.32;19.58;0.00;613.85;0.00;152.49;18.55;0.00;29.84;0.00;8.29;50.54;0.00;0.00;0.00;37.98;0.00;159.61
210565;0.00;0.00;0.00;654.87;0.00;0.00;0.00;120.88;0.00;706.93;0.00;1948.94;49.24;0.00;417.41;0.00;13.79;29.85;0.00;1.77;0.00;0.00;0.00;0.00;8.17;85.85;5.58;0.00;0.00
421820;45.75;0.00;0.00;165.16;0.00;21.11;0.00;50.40;194.73;552.12;0.61;554.60;68.35;0.00;370.12;0.11;203.44;10.24;0.00;41.68;0.00;30.27;7.06;0.00;0.00;257.29;41.58;111.08;151.89
251207;125.92;0.00;0.00;695.38;0.00;0.00;0.00;235.18;31.81;651.81;0.00;1368.50;42.51;0.00;6.08;0.00;0.00;0.00;0.00;69.21;0.00;0.00;0.00;0.00;0.00;0.00;4.23;11.03;0.00
171845;178.98;0.00;0.00;742.84;0.00;0.00;0.00;254.06;0.00;805.06;0.00;1005.97;40.33;0.00;60.84;0.00;0.00;82.07;0.00;137.87;0.00;0.00;0.00;0.00;0.00;0.00;54.90;65.62;0.00
320455;99.41;0.00;8.21;229.11;0.00;5.29;0.00;77.92;78.93;601.73;0.00;652.72;47.24;0.00;116.76;0.00;0.00;14.90;0.00;48.92;0.00;0.00;19.00;0.00;0.00;337.40;49.81;7.28;0.00
280550;51.69;16.41;0.11;191.15;0.00;0.00;0.00;61.64;0.00;324.22;0.00;650.79;20.72;0.00;132.65;0.00;0.00;0.00;0.00;27.66;0.00;0.00;0.00;0.00;0.00;39.22;1.06;0.00;0.00
510558;85.88;13.25;0.00;263.64;0.00;0.00;0.00;145.88;110.17;670.77;25.80;776.26;1.78;0.00;49.10;0.00;26.65;25.42;0.00;36.24;0.00;0.00;0.00;0.00;10.45;254.13;20.90;43.95;0.00
220630;285.03;0.00;0.00;1608.54;0.00;0.00;0.00;308.85;0.00;1428.52;0.00;1292.85;40.31;0.00;279.63;0.00;0.00;22.88;0.00;31.29;0.00;0.00;11.30;43.24;0.00;31.32;26.51;118.25;0.00
210667;0.00;0.00;0.00;234.85;0.00;0.00;0.00;36.14;0.00;377.27;0.00;1141.70;0.86;0.00;37.09;0.00;2.27;3.61;0.00;3.73;0.00;0.00;0.00;0.00;0.00;276.16;1.12;33.26;0.00
240620;83.24;0.00;0.00;304.63;0.00;0.00;0.00;72.23;0.00;613.74;0.00;709.84;8.35;9.33;151.93;0.00;0.00;6.38;0.00;26.88;0.00;0.00;0.00;0.00;0.00;11.22;29.69;0.00;0.00
280330;0.00;29.54;0.00;1832.41;0.00;0.00;0.00;259.42;0.00;312.53;0.00;1385.30;306.51;0.00;155.59;0.00;0.00;0.00;0.00;24.75;0.00;0.00;0.00;0.00;13.15;0.00;5.56;38.16;0.00
241355;115.72;0.00;0.00;304.83;0.00;0.00;0.00;152.78;14.57;737.29;0.00;852.48;28.13;0.00;212.70;0.00;0.00;0.00;0.00;69.11;0.00;0.00;19.70;0.00;0.00;25.07;32.66;0.00;0.00
411570;0.00;22.53;0.00;192.54;0.00;110.01;0.00;167.26;0.00;554.85;0.00;705.13;1.64;0.00;310.04;0.00;0.00;198.27;0.00;0.05;0.00;0.00;30.65;0.00;0.00;0.00;106.83;31.93;140.28
220855;154.88;0.00;0.00;749.16;0.00;0.00;0.00;248.19;0.00;882.28;0.00;894.00;51.83;0.00;302.79;0.00;54.79;0.00;0.00;99.12;0.00;0.00;0.00;0.27;3.75;2.33;10.22;56.28;0.00
510680;152.45;0.00;0.00;985.55;0.00;0.00;0.00;169.34;0.00;1200.16;0.00;975.80;22.96;0.00;0.00;0.00;91.87;0.00;0.00;0.03;0.00;0.00;17.71;0.00;3.01;27.98;66.65;44.60;0.00
240895;68.53;0.00;0.00;248.73;0.00;0.00;0.00;68.15;0.00;756.82;0.00;1073.23;4.72;0.00;266.74;0.00;2.15;0.00;0.00;13.50;0.00;0.00;28.36;0.00;0.00;0.00;9.90;36.06;0.00
311560;389.56;0.00;411.41;563.48;0.00;10.40;0.00;263.43;443.98;2172.52;0.00;1520.94;307.02;0.00;573.20;94.78;0.00;108.96;0.00;81.53;0.00;0.00;0.00;0.00;0.00;410.93;29.93;84.23;0.00
352220;58.67;0.00;12.82;231.80;0.00;53.69;0.00;77.86;27.74;442.14;14.27;645.79;18.79;0.00;219.54;24.12;111.83;18.51;0.00;0.02;0.00;0.00;7.44;0.00;0.00;0.00;43.19;29.56;0.00
250290;85.16;0.00;0.00;288.79;0.00;0.00;0.00;107.70;50.86;591.10;0.00;648.39;18.48;0.00;199.60;0.00;0.00;6.69;0.00;53.87;0.00;0.00;0.00;0.00;0.00;0.00;24.20;0.00;0.00
320330;80.46;0.00;0.00;358.46;0.00;0.00;0.00;120.90;121.27;460.61;0.00;729.92;0.58;0.00;477.49;0.59;27.13;1.36;0.00;66.96;0.00;0.00;0.00;0.00;0.00;2.96;22.41;40.52;0.00
315680;62.18;5.28;0.00;169.47;0.00;1.58;0.00;54.23;142.73;496.96;0.00;424.15;46.84;0.00;297.39;0.54;66.57;0.35;0.00;8.52;0.00;0.00;0.00;0.89;24.01;53.22;10.64;64.26;117.39
241460;72.01;0.00;0.00;680.96;0.00;0.00;0.00;64.76;0.00;699.11;0.00;639.86;4.81;0.00;57.16;0.00;72.10;0.00;0.00;11.87;0.00;0.00;0.00;0.00;0.00;0.00;28.01;78.92;0.00
421755;189.23;0.00;0.00;552.82;0.00;10.79;0.00;194.95;0.00;775.44;0.00;873.95;39.08;0.00;254.29;0.00;0.00;0.00;0.00;929.80;0.00;1.47;0.00;0.00;0.00;472.57;66.56;90.44;0.00
420870;77.66;0.00;0.00;226.03;0.00;0.00;0.00;66.06;0.41;413.90;0.00;761.91;16.59;0.00;261.03;0.00;84.90;0.00;0.00;51.59;0.00;5.41;0.00;0.00;0.00;364.72;59.81;50.20;0.00
120010;0.00;0.00;0.00;431.97;0.00;0.00;0.00;38.74;5.98;347.16;0.00;544.78;16.29;0.00;140.18;0.00;1.75;0.11;0.00;26.83;0.00;0.00;0.00;0.00;26.15;0.22;7.01;0.00;0.00
171800;0.00;0.00;0.00;607.55;0.00;0.00;0.00;214.41;0.00;614.17;0.28;748.53;5.59;0.00;70.84;23.11;0.00;20.21;0.00;102.08;0.00;0.00;0.00;0.00;0.00;30.74;54.70;15.37;0.00
170370;96.77;0.00;0.00;534.19;0.00;0.00;0.00;75.94;0.00;540.90;0.00;658.11;27.83;0.00;41.32;49.00;0.00;27.29;0.00;54.27;0.00;0.00;0.00;0.00;0.00;48.39;0.76;32.61;0.00
170950;47.75;0.00;13.18;161.49;0.00;5.79;0.00;44.65;146.28;370.73;0.00;969.46;17.75;0.00;235.62;9.19;0.00;1.85;0.00;0.87;0.00;0.00;0.26;0.00;0.00;2.80;7.94;25.64;0.00
230460;103.76;0.00;0.00;305.89;0.00;0.00;0.00;96.78;156.12;599.54;0.06;1068.00;48.65;0.00;189.23;0.00;216.15;5.22;0.00;83.67;0.00;0.00;75.87;0.00;0.00;15.80;38.79;55.54;99.40
241070;134.62;0.00;0.00;778.71;0.00;0.00;0.00;205.82;0.00;699.14;0.00;871.98;83.16;0.00;390.08;0.00;31.16;0.00;0.00;75.09;0.00;0.00;0.00;0.00;0.00;0.00;8.47;20.85;0.00
220211;85.06;0.00;0.00;411.68;0.00;0.00;0.00;87.87;0.00;435.54;0.00;1108.03;1.08;0.00;71.54;0.00;25.83;9.76;0.00;16.45;0.00;0.00;0.00;0.00;12.12;19.54;5.99;81.20;0.00
421260;141.68;0.00;0.00;525.51;0.00;6.55;0.00;138.48;0.00;1054.48;0.00;1028.80;77.02;2.63;95.46;58.12;8.74;6.14;0.00;423.53;0.00;59.78;0.95;0.00;41.43;399.72;28.83;143.50;0.00
311540;148.55;0.00;0.00;482.76;0.00;0.00;0.00;104.86;69.00;975.13;0.00;611.31;50.07;0.00;512.69;0.00;44.88;9.13;0.00;120.60;0.00;0.00;87.33;2.56;37.71;0.20;38.78;87.09;0.00
316220;153.00;25.35;0.00;498.58;1.58;15.41;0.00;123.97;0.00;1140.11;0.00;644.84;92.61;0.00;186.64;8.06;121.31;32.71;0.00;9.75;0.00;0.00;14.38;3.03;29.17;92.04;37.76;101.25;0.00
351910;80.26;0.00;0.00;473.64;0.00;0.00;0.00;189.49;0.84;890.96;0.00;1093.58;2.75;0.00;499.76;0.00;78.98;0.00;0.00;70.80;0.00;0.00;0.00;0.00;0.00;32.26;106.41;68.17;0.00
521140;82.43;0.00;16.70;308.42;0.11;7.08;0.00;61.56;165.20;518.02;13.47;420.22;0.00;0.00;233.98;0.00;0.00;9.51;0.00;1766.79;0.00;0.00;4.24;0.00;0.00;37.98;25.08;0.00;0.00
110029;90.85;0.00;0.00;482.86;0.00;0.00;0.00;79.10;0.00;665.89;0.00;453.04;5.60;0.00;263.69;37.27;50.42;0.00;0.00;98.04;0.00;0.00;0.00;0.00;0.00;55.50;1.01;5.15;0.00
290610;60.39;20.15;0.00;173.97;0.00;19.98;0.00;31.95;13.29;529.81;0.00;865.97;23.27;0.00;173.38;32.30;3.90;0.00;0.00;17.20;0.00;0.00;0.00;0.00;0.67;50.29;0.22;25.23;0.00
172208;53.88;0.00;0.00;216.40;1.43;0.00;0.00;61.25;0.00;347.14;0.00;610.93;30.67;0.00;171.75;8.96;3.40;29.05;0.00;43.59;0.00;0.00;0.00;0.00;0.00;27.66;26.83;0.00;0.00
150350;37.66;0.00;0.00;85.99;0.00;0.00;0.00;51.83;19.93;343.17;0.00;728.93;9.36;0.00;87.03;0.00;14.26;6.43;0.00;9.07;0.00;0.00;0.00;0.00;0.00;83.72;0.47;6.37;0.00
110025;69.84;0.00;0.00;393.51;0.00;0.00;0.00;19.16;0.00;493.22;0.00;478.69;0.00;0.00;74.40;0.00;11.21;0.00;0.00;48.42;0.00;0.00;0.00;0.00;0.00;83.93;18.83;38.68;0.00
250400;36.97;0.17;0.00;383.22;0.00;0.00;0.00;27.41;142.31;548.74;1.44;304.53;0.82;0.94;108.25;2.36;0.00;56.86;0.02;5.47;0.00;0.00;35.35;0.00;0.00;0.00;4.14;36.60;52.46
220975;142.83;0.00;0.00;612.93;0.00;0.00;0.00;188.26;0.00;575.01;0.00;1104.69;13.88;0.00;243.07;0.00;78.88;0.00;0.00;0.00;0.00;0.00;0.00;0.11;39.66;5.25;6.89;22.92;0.00
230530;55.08;0.00;0.00;176.54;0.00;14.21;0.00;112.95;0.00;623.09;0.00;712.80;31.45;0.00;131.83;0.00;0.55;0.00;0.00;35.73;0.00;0.00;0.00;0.00;0.00;0.00;6.28;21.47;0.00
500480;98.95;0.00;0.00;453.02;0.00;0.00;0.00;138.85;0.00;522.32;0.00;1195.59;51.11;0.00;204.50;0.00;0.00;28.50;0.00;78.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
351850;69.61;0.00;0.00;320.74;0.00;0.00;0.00;97.04;0.00;567.92;0.00;554.18;5.72;0.97;179.12;0.00;0.00;14.72;0.00;30.03;0.00;0.00;0.00;0.00;0.00;96.64;30.87;0.00;0.00
510020;0.00;0.00;0.00;356.82;0.00;0.00;0.00;70.69;0.00;827.46;24.17;775.34;29.23;0.00;343.06;0.00;62.46;0.00;0.00;49.63;0.00;0.00;3.67;0.00;0.00;71.03;117.11;45.97;0.00
421420;86.11;0.00;0.00;255.58;0.00;0.00;0.00;102.88;0.00;905.95;0.00;598.82;26.59;0.00;155.91;0.00;1.43;0.00;0.00;170.28;0.00;0.05;16.86;0.00;0.00;359.01;50.88;96.23;0.00
421145;135.62;0.00;0.00;400.58;0.00;3.66;0.00;193.60;0.00;790.73;0.00;829.23;19.52;0.00;228.00;0.00;0.00;0.00;0.00;273.62;0.00;0.00;0.00;0.00;0.00;407.63;46.59;124.19;0.00
231080;64.41;0.00;0.00;485.92;0.00;0.00;0.00;21.19;0.00;391.72;0.00;867.51;16.31;0.00;55.84;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;77.50;5.52;8.37;0.00
432200;294.36;0.00;0.00;505.81;0.00;0.00;0.00;136.73;368.87;1123.40;0.00;1898.78;45.86;0.00;297.00;5.57;0.00;20.35;0.00;65.32;0.00;24.42;2.39;0.00;0.00;264.09;32.84;429.73;415.86
292310;53.17;0.00;0.00;149.50;0.00;2.49;0.00;53.84;0.00;294.22;0.00;703.61;22.77;0.00;154.43;0.00;8.43;0.00;0.00;11.59;0.00;0.00;0.00;0.00;0.00;1.48;0.80;38.14;0.00
261000;47.02;0.00;0.00;300.10;0.00;0.48;0.00;89.11;187.33;460.76;0.00;601.82;38.04;0.00;205.40;18.10;86.52;0.00;0.00;18.36;0.00;8.58;0.00;0.00;0.00;0.00;9.17;54.53;0.00
280060;93.45;34.89;0.00;399.40;0.00;0.00;0.00;220.00;0.00;556.64;0.00;680.00;51.87;0.00;359.86;5.38;0.00;0.00;0.00;13.68;0.00;0.00;29.78;22.10;0.00;39.57;15.58;6.93;0.00
231040;69.83;0.00;0.00;157.24;0.00;0.00;0.00;88.56;0.00;424.92;0.00;948.29;7.63;3.67;173.36;0.00;0.38;0.00;0.00;34.37;0.00;0.00;0.00;0.00;0.00;0.00;0.62;115.85;0.00
250135;135.97;0.00;0.00;437.03;0.00;0.00;0.00;179.63;81.08;651.01;0.00;898.85;68.79;0.00;323.32;0.00;3.48;0.00;0.00;81.25;0.00;0.00;0.00;0.00;0.00;20.59;10.35;0.00;0.00
350790;32.70;10.96;0.00;454.63;0.00;53.29;0.00;138.29;0.00;841.99;0.00;1043.11;22.50;7.56;291.11;0.00;197.68;134.70;0.00;7.30;0.00;0.00;48.08;0.00;0.00;31.77;34.99;4.48;0.00
410890;0.00;34.13;0.00;307.04;0.00;0.00;0.00;136.92;203.44;720.00;25.51;444.36;17.10;0.00;235.42;0.00;0.00;12.61;0.00;13.28;0.00;0.00;7.87;0.00;0.00;99.21;32.93;145.66;0.00
270060;121.12;14.87;0.00;502.53;0.00;0.00;0.00;188.44;0.00;682.38;0.00;1037.75;7.30;0.00;494.12;0.00;0.00;31.14;0.00;0.00;0.00;0.00;106.32;0.00;0.00;0.00;24.46;41.30;0.00
411155;0.00;0.00;0.00;365.08;0.00;0.00;0.00;113.01;0.00;577.46;0.00;584.68;13.21;0.00;415.05;0.00;0.00;50.60;0.00;44.84;0.00;0.00;0.00;0.00;0.00;0.13;13.86;90.05;0.00
353980;0.00;0.00;18.22;203.87;0.00;85.21;0.00;144.28;0.00;734.76;0.00;1085.68;132.95;0.00;308.99;9.60;89.65;175.11;0.00;0.00;0.00;0.00;81.24;0.00;0.00;67.37;63.94;0.00;0.00
