#Cidade;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
430057;78.66;0.00;0.00;1143.94;0.00;26.69;0.00;85.02;129.07;645.37;0.00;1268.28;49.53;0.00;0.00;0.00;109.55;13.23;0.00;340.21;0.00;0.00;0.00;0.00;7.06;200.83;39.16;150.23;199.34
430510;40.46;0.00;12.33;242.19;0.00;36.32;0.00;84.82;4.71;841.87;1.18;511.85;39.67;0.34;268.09;25.09;263.23;58.36;0.18;14.30;0.00;0.00;5.59;0.00;0.00;27.65;30.13;460.15;279.52
420930;53.98;12.46;0.00;255.19;0.00;16.56;0.00;95.15;183.60;679.34;0.00;618.08;25.87;0.00;100.65;10.36;260.23;37.01;0.00;42.60;0.00;10.43;17.52;0.00;0.00;140.57;27.40;89.26;90.45
110012;50.87;0.00;0.00;212.62;0.00;0.00;0.00;31.44;36.36;397.60;0.00;288.16;6.28;0.00;150.85;7.81;7.28;7.44;0.00;36.50;0.00;0.00;0.00;0.00;0.00;113.81;11.61;26.94;45.82
314810;67.46;7.79;0.00;357.75;0.00;13.88;0.00;54.12;117.46;709.87;0.00;501.17;25.16;0.00;84.08;0.00;95.75;34.11;0.00;28.60;0.00;0.00;0.00;0.00;27.40;14.12;19.19;124.40;0.00
430990;77.33;0.00;0.00;340.24;0.00;0.00;0.00;80.04;194.31;629.38;0.00;508.27;5.03;0.00;117.52;0.00;28.65;0.00;0.00;252.64;0.00;0.00;0.00;0.00;0.00;246.00;33.54;95.66;211.37
431848;36.56;0.00;0.00;657.33;0.00;10.74;0.00;113.99;33.01;777.55;0.00;641.61;49.74;0.00;92.19;0.00;37.08;5.17;0.00;172.18;0.00;0.00;0.00;0.00;9.93;273.16;25.49;61.19;72.27
317020;56.16;4.29;0.00;278.83;0.00;27.44;0.00;62.05;119.60;753.64;0.03;524.20;4.23;0.00;180.14;8.75;173.16;2.31;0.35;15.92;0.00;0.00;1.34;0.00;0.00;0.00;28.27;25.64;107.11
431800;89.09;0.00;0.00;323.08;0.00;6.98;0.00;74.05;178.93;735.00;5.03;562.78;3.55;0.11;182.29;0.63;0.29;0.50;0.00;13.39;0.00;0.00;6.70;0.00;0.00;3.57;3.91;42.55;188.20
351170;85.25;23.45;0.00;283.42;0.00;0.00;0.00;93.35;0.00;577.83;0.00;985.57;13.43;0.00;220.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.46;0.00;0.00;37.28;23.97;15.57;0.00
351310;53.18;0.00;0.00;272.31;0.00;2.94;0.00;179.06;293.76;593.68;0.00;754.68;61.46;0.00;287.01;0.00;169.58;0.00;0.00;0.00;0.00;1.98;0.00;0.00;0.00;60.25;27.81;108.26;0.00
352070;190.72;0.00;0.00;626.22;0.00;0.00;0.00;207.71;72.70;972.45;0.00;1255.51;85.02;21.13;563.86;240.39;0.00;52.97;0.00;101.27;0.00;0.00;16.64;0.00;0.00;70.20;383.58;112.02;0.00
430430;66.00;0.00;0.00;392.94;0.00;0.00;0.00;70.99;147.92;582.52;0.00;847.68;27.02;0.00;21.01;0.88;24.75;1.57;0.00;123.94;0.00;0.00;6.42;0.00;17.32;141.65;51.57;81.50;221.74
410302;0.00;0.00;0.00;1038.29;0.00;0.00;0.00;260.88;0.00;1018.16;0.00;961.41;0.00;0.00;381.90;0.00;0.00;44.42;0.00;277.51;0.00;46.36;0.00;0.00;0.00;998.59;54.25;19.91;0.00
411900;0.00;0.00;0.00;429.27;0.00;0.00;0.00;108.34;0.00;618.56;0.00;519.61;3.12;0.00;232.16;0.00;24.61;15.27;0.00;107.50;0.00;0.00;0.00;0.00;0.00;167.00;23.46;0.00;0.00
431040;81.08;0.00;0.00;502.34;0.00;0.00;0.00;41.08;158.11;648.52;0.00;527.02;11.56;0.00;47.52;4.79;12.30;0.25;0.00;44.22;0.00;0.53;1.50;0.00;0.00;84.66;2.59;147.77;220.91
355330;41.41;0.00;55.56;339.81;0.00;2.12;0.00;152.68;216.20;637.72;0.00;687.47;25.50;0.00;196.43;4.34;238.11;36.78;2.01;10.90;0.00;0.00;23.89;0.00;0.00;55.23;30.32;43.78;0.00
430595;65.94;0.00;0.00;950.80;0.00;3.74;0.00;82.69;0.00;847.27;0.00;678.07;85.42;0.00;882.11;0.00;87.60;0.00;0.00;244.60;0.00;0.00;11.19;0.00;0.00;152.84;175.01;160.43;0.00
352360;115.64;0.00;0.00;589.60;0.00;0.00;0.00;76.60;0.00;722.51;0.00;831.45;1.96;0.00;355.64;0.00;118.60;16.92;0.00;0.00;0.00;0.00;34.60;0.00;0.00;50.81;27.06;41.44;0.00
110004;61.45;4.63;0.00;272.21;0.00;0.00;0.00;34.24;0.00;453.53;0.00;410.39;6.88;0.00;157.59;1.01;156.84;83.46;0.00;28.79;0.00;0.00;0.59;2.06;0.00;61.68;30.78;30.07;0.00
412120;0.00;0.00;0.00;152.50;0.00;0.00;0.00;86.67;0.00;429.04;0.00;644.62;0.00;0.00;341.47;0.00;0.00;0.00;0.00;68.47;0.00;0.00;14.73;0.00;0.00;37.43;56.46;60.98;63.58
430583;175.74;0.00;0.00;790.72;0.00;11.34;0.00;308.58;0.00;1405.26;0.00;1107.60;58.10;0.00;306.42;7.25;46.51;50.51;0.00;777.96;0.00;0.00;0.00;0.46;0.00;1100.19;20.22;103.66;0.00
354410;55.59;20.68;0.00;120.98;0.00;0.00;0.00;48.31;50.01;314.22;10.29;290.20;1.26;0.00;1046.22;0.00;0.00;7.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.25;122.71;69.60
521410;173.94;10.91;0.00;563.32;0.00;7.49;0.00;190.80;259.20;741.75;0.00;921.66;0.00;0.00;0.00;258.63;0.00;24.52;0.00;35.08;0.00;0.00;0.00;19.09;0.00;231.25;58.22;0.00;0.00
410345;0.00;0.00;0.00;307.72;0.00;1.03;0.00;139.72;106.16;730.85;0.00;650.91;25.22;0.00;363.64;0.00;0.00;15.03;0.00;51.13;0.00;1.86;0.00;0.00;0.00;145.08;67.77;88.87;96.48
312680;80.37;23.03;0.00;376.56;0.00;0.00;0.00;82.37;70.56;396.94;0.00;731.72;70.12;0.00;52.68;0.00;0.00;7.22;0.00;52.53;0.00;0.00;0.00;6.04;0.00;88.53;0.00;25.35;0.00
352900;54.03;0.00;0.00;361.00;0.00;13.73;0.00;64.59;243.84;830.96;1.94;617.09;22.77;3.60;215.06;0.00;269.77;15.85;0.00;6.70;0.00;3.11;0.00;0.00;0.00;0.00;13.77;77.89;169.61
354340;67.13;13.35;0.00;230.06;1.16;30.81;0.00;75.02;325.22;736.21;0.00;567.66;23.47;0.00;228.67;0.00;247.75;11.88;6.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.77;285.07;271.76
110033;0.00;51.53;0.00;311.72;0.00;0.00;0.00;76.24;29.27;403.16;0.00;672.65;6.02;0.00;18.03;0.00;0.00;0.68;0.00;4.31;0.00;0.00;0.00;0.00;12.01;76.25;2.60;10.99;0.00
354640;0.00;0.00;0.00;280.68;5.09;0.00;0.00;88.87;36.07;898.87;0.00;637.80;34.77;0.00;198.92;58.27;0.00;33.33;0.00;62.90;0.00;0.00;0.00;0.00;22.61;5.64;25.67;21.62;0.00
353280;45.20;0.00;0.00;376.43;0.00;0.00;0.00;130.77;97.06;850.25;1.52;787.02;13.37;0.00;242.97;0.00;161.81;4.67;0.00;21.48;0.00;0.00;0.00;0.00;0.00;115.59;40.24;129.17;0.00
430675;131.40;0.00;0.00;684.07;0.00;21.08;0.00;312.14;0.00;1164.27;0.00;887.03;96.51;0.00;99.39;4.22;202.53;31.37;0.00;497.80;0.00;2.14;56.77;6.71;0.00;490.99;90.94;240.04;0.00
354515;105.22;0.00;31.74;374.14;0.00;0.00;0.00;163.38;0.00;704.58;0.00;830.71;26.53;0.00;428.53;0.00;182.33;0.59;0.00;63.24;0.00;0.00;0.00;0.00;0.00;0.18;36.48;0.00;0.00
150470;33.75;0.00;0.00;251.82;0.00;0.92;0.00;47.33;6.26;271.90;0.00;1131.58;13.63;1.90;4.97;0.00;46.70;6.07;0.00;6.18;0.00;0.00;0.00;0.00;1.83;0.00;4.87;0.00;0.00
410322;129.91;0.00;0.00;647.85;0.00;0.00;0.00;170.78;0.00;853.25;0.00;669.28;19.44;0.00;445.11;0.00;0.00;0.00;5.71;133.45;0.00;104.46;20.96;0.00;0.00;542.97;13.91;243.44;0.00
431545;150.24;0.00;0.00;666.61;0.00;12.20;0.00;256.63;0.00;1166.32;0.00;755.31;37.84;0.00;78.41;9.00;86.25;49.94;0.00;852.56;0.00;8.63;7.63;3.20;0.00;915.03;25.85;54.48;0.00
330420;121.47;24.09;0.00;619.28;0.00;20.56;0.00;60.05;143.57;1036.98;16.48;770.28;42.70;0.00;292.45;0.28;72.14;29.84;0.04;2.76;0.00;0.05;0.88;0.00;27.40;18.64;25.42;91.75;142.40
355690;97.92;0.00;0.00;415.87;0.00;71.98;0.00;82.12;55.65;852.40;0.00;927.88;5.66;0.00;175.60;0.00;48.08;0.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.77;39.78;42.69;0.00
410442;0.00;0.00;4.19;289.03;0.00;20.26;0.00;135.22;5.54;550.30;0.00;804.02;55.99;0.00;47.37;6.74;0.00;64.79;0.00;158.34;0.00;17.27;0.00;0.00;23.71;756.28;29.62;84.67;0.00
352940;57.10;9.34;0.00;128.43;0.00;32.47;0.00;32.17;0.00;579.41;28.21;319.30;2.75;15.41;221.59;14.61;148.81;4.63;0.00;0.00;0.00;0.84;0.00;7.28;0.00;0.00;6.16;185.31;1.45
520940;143.31;0.00;0.00;642.99;0.00;0.00;0.00;234.70;137.78;657.17;0.00;843.23;0.00;0.00;115.15;0.00;10.31;87.07;0.00;14.91;0.00;0.00;0.00;0.00;22.57;236.06;16.56;0.00;0.00
430260;142.84;0.00;0.00;981.74;0.00;0.43;0.00;43.47;0.00;764.96;7.76;712.27;6.52;0.00;168.48;19.96;113.76;0.00;0.00;121.83;0.00;0.00;0.00;0.00;0.00;145.65;20.72;0.00;0.00
432100;52.09;0.00;0.00;257.79;0.00;25.84;0.00;93.99;184.11;690.36;0.00;602.95;139.52;0.00;359.17;5.98;0.00;11.92;0.00;2.56;0.00;4.02;5.06;0.00;0.33;67.75;52.24;101.37;205.72
350640;71.97;0.00;0.00;312.81;0.00;0.00;0.00;167.14;296.42;848.29;0.00;731.67;6.46;0.00;272.56;0.00;55.17;0.14;0.00;57.19;0.00;0.00;0.00;0.00;0.00;326.65;47.14;96.87;0.00
411680;0.00;0.00;18.31;408.94;3.29;0.00;0.00;76.27;20.12;505.42;0.00;671.55;0.00;0.00;200.72;0.00;0.00;30.78;0.00;31.64;0.00;0.00;0.00;0.00;0.00;189.18;9.91;0.00;0.00
350550;65.90;0.00;0.00;471.44;0.00;17.91;0.00;320.12;244.40;746.53;0.00;774.51;30.24;0.56;252.51;0.01;148.98;28.60;0.00;0.00;0.00;11.79;0.00;0.00;0.00;111.08;53.92;1.26;159.88
432162;149.68;0.00;0.00;667.18;0.00;0.00;0.00;140.05;21.93;858.14;0.00;869.38;40.38;0.00;146.13;12.35;0.00;100.58;0.00;1004.94;0.00;108.25;0.00;0.00;58.61;413.34;25.82;0.00;0.00
350370;206.80;0.00;0.00;463.62;0.00;0.00;0.00;242.23;87.21;1192.46;0.00;992.86;125.01;0.00;236.61;0.00;79.46;14.12;0.00;19.64;0.00;0.00;0.00;0.00;0.00;115.30;37.65;117.76;0.00
354080;49.07;7.31;0.00;479.19;0.00;71.06;0.00;68.42;149.61;582.39;0.00;885.24;122.89;0.00;247.08;0.00;86.35;6.86;0.00;24.69;0.00;0.00;0.00;0.00;0.00;26.75;15.13;30.79;134.12
350610;55.82;0.00;17.79;187.85;0.00;56.80;0.00;113.91;158.91;722.22;0.00;723.40;11.49;0.00;247.14;6.12;227.33;2.93;0.00;12.66;0.00;0.00;0.00;0.00;0.00;1.81;38.35;75.42;0.00
431160;0.00;5.05;0.00;332.27;0.00;0.00;0.00;67.31;299.45;630.30;0.00;647.78;36.51;0.00;8.32;0.00;29.34;7.16;0.00;229.71;0.00;80.13;0.29;17.24;12.55;540.58;97.30;71.99;0.00
260550;74.39;0.00;0.00;266.12;0.00;3.98;0.00;84.03;232.42;458.67;0.00;721.29;76.55;0.30;111.52;0.00;0.00;0.00;0.00;7.37;0.00;0.00;0.00;0.00;23.05;0.00;1.99;25.98;0.00
521040;79.68;0.00;0.00;230.22;0.00;19.13;0.00;209.27;90.19;494.62;7.17;598.98;15.28;0.00;181.70;0.73;0.00;7.56;0.00;16.13;0.00;0.00;3.17;0.00;14.35;28.56;12.08;0.00;0.00
110060;132.13;0.00;0.00;864.28;0.00;0.00;0.00;106.86;64.82;752.31;0.00;991.09;13.69;0.00;0.00;0.00;0.00;0.00;0.00;49.50;0.00;0.00;0.00;0.00;1.47;95.80;4.53;0.00;0.00
314560;46.38;0.00;0.00;204.90;0.00;3.38;0.00;77.81;174.54;497.22;0.00;375.00;28.21;0.00;339.43;0.00;259.67;3.45;0.00;31.86;0.00;1.93;3.97;0.00;0.00;0.00;4.84;32.06;60.40
420980;178.81;0.00;0.00;428.62;0.00;0.00;0.00;165.75;205.88;701.73;0.00;782.44;19.35;0.00;49.10;0.00;0.00;0.00;0.00;138.23;0.00;0.00;0.00;0.00;0.00;480.43;115.45;40.79;195.41
314860;12.23;8.65;0.00;259.66;0.00;0.00;0.00;59.10;64.70;342.68;0.00;410.24;15.10;0.00;179.11;0.00;6.82;2.35;0.00;24.67;0.00;0.43;0.00;0.00;0.00;25.35;32.96;10.99;0.00
311850;297.03;19.42;0.00;685.23;0.00;12.10;0.00;160.42;318.10;1182.66;0.00;952.06;169.02;0.00;505.64;22.75;170.01;0.00;0.00;47.28;0.00;0.00;24.15;0.00;68.75;404.79;32.47;38.49;0.00
410510;0.00;0.00;0.00;399.07;0.00;0.00;0.00;29.12;0.00;533.36;0.00;493.83;34.67;0.06;295.09;0.00;0.00;1.03;0.00;126.06;0.00;33.24;16.09;0.13;0.00;0.00;31.73;28.60;0.00
411725;119.61;0.00;0.00;334.35;0.00;0.00;0.00;111.18;43.90;640.37;0.00;967.02;5.65;0.00;484.10;0.00;0.00;0.00;0.00;191.62;0.00;18.48;0.00;0.00;0.00;469.69;13.45;87.69;130.77
292935;92.61;0.00;0.00;385.67;0.00;0.00;0.00;98.46;5.74;437.67;0.00;758.59;28.21;0.00;159.38;0.00;24.16;0.00;0.00;7.07;0.00;0.00;0.00;0.00;0.00;0.00;29.67;22.39;0.00
353600;73.60;0.00;0.00;408.28;0.00;0.00;0.00;80.85;100.31;604.33;0.00;594.93;32.84;0.00;450.59;0.00;0.00;2.36;0.00;65.43;0.00;0.00;0.00;0.00;0.00;30.91;16.87;15.36;0.00
353500;106.09;0.00;0.00;418.91;0.00;0.00;0.00;71.55;0.00;774.99;0.00;940.51;57.28;0.00;178.28;0.00;0.00;0.00;0.00;23.73;0.00;0.00;0.00;0.00;0.00;153.01;30.31;25.56;0.00
352820;172.86;0.00;0.00;576.87;0.00;12.00;0.00;222.31;53.24;1016.15;2.46;908.40;0.00;0.00;451.04;2.14;0.00;0.00;0.00;29.14;0.00;0.00;0.00;0.00;0.00;292.51;146.22;74.95;0.00
411530;78.78;0.00;0.00;400.76;0.00;0.00;0.00;79.99;181.81;630.15;0.00;549.27;9.69;0.00;341.35;6.93;0.00;1.83;0.00;111.14;0.00;33.55;1.24;2.10;0.00;455.36;84.04;74.68;109.03
430280;73.27;0.00;0.46;355.01;0.00;1.85;0.00;63.41;283.57;397.86;0.00;486.87;4.39;0.00;68.88;0.96;2.54;3.14;0.00;18.34;0.00;0.00;5.79;0.44;0.00;12.13;14.32;4.43;293.09
353140;73.88;0.00;0.00;231.21;0.00;0.00;0.00;111.51;57.99;551.84;0.00;741.58;61.82;0.00;190.85;0.00;110.04;5.47;0.00;9.72;0.00;0.00;0.00;0.00;0.00;36.40;43.64;86.52;0.00
432253;63.40;0.00;0.00;424.36;0.00;3.34;0.00;44.20;0.00;406.69;0.00;549.82;10.65;5.57;0.12;0.00;52.04;5.05;0.00;71.32;0.00;0.00;2.42;0.00;12.14;126.22;3.55;99.73;121.71
420850;56.67;3.78;1.14;199.34;0.00;25.09;0.00;63.40;0.00;451.34;0.00;632.35;9.01;0.00;344.06;0.00;7.20;0.23;0.00;66.06;0.00;0.00;127.18;0.00;0.00;117.46;7.82;65.11;0.00
412560;0.00;0.00;0.00;215.22;0.00;3.81;0.00;86.88;83.22;487.05;0.00;510.68;5.34;0.00;187.25;0.00;0.00;6.47;0.00;183.66;0.00;0.00;8.58;0.00;0.00;2.55;16.39;13.00;82.31
412665;0.00;0.00;0.00;692.32;0.00;0.00;0.00;297.04;0.00;947.53;0.00;675.03;16.39;0.00;425.36;0.00;16.39;0.00;0.00;236.47;0.00;0.00;0.77;0.00;0.00;891.47;58.52;116.79;0.00
421917;186.17;0.00;0.00;464.36;0.00;8.93;0.00;123.03;0.00;1142.33;0.00;957.32;41.93;0.00;356.56;31.52;0.00;0.00;0.00;329.04;0.00;0.00;0.00;2.97;0.00;663.05;107.32;92.02;0.00
313860;44.91;0.00;0.00;257.14;0.00;5.74;0.00;64.04;52.26;514.93;0.00;432.56;20.63;0.00;91.29;2.73;181.55;13.44;0.00;46.21;0.00;0.00;3.74;0.00;0.00;38.29;22.00;35.63;0.00
410260;0.00;0.00;0.00;298.70;0.00;0.00;0.00;151.96;0.00;674.97;0.00;473.04;5.97;0.00;201.25;0.00;3.40;0.67;0.00;130.77;0.00;6.91;36.07;9.77;0.00;122.03;34.07;0.00;83.53
412010;0.00;0.00;0.00;394.80;0.00;0.00;0.00;210.68;0.00;830.86;0.00;651.87;52.39;0.00;290.92;0.00;0.00;0.00;0.00;35.23;0.00;0.00;0.00;0.00;0.00;208.40;9.00;21.68;0.00
150195;0.00;8.98;0.00;96.62;0.00;0.00;0.00;75.54;0.00;245.11;0.00;668.80;13.87;0.00;142.55;0.00;8.93;10.69;0.00;6.88;0.00;0.00;0.00;0.00;7.82;92.97;0.74;0.00;0.00
110034;61.30;0.00;10.79;281.51;0.00;0.00;0.00;35.07;40.35;433.01;0.00;583.50;0.00;18.02;61.29;0.00;27.48;4.04;0.00;32.13;0.00;0.00;0.04;0.00;21.49;171.55;1.26;3.70;114.11
351970;64.83;0.00;16.24;301.69;0.00;61.33;0.00;13.88;0.00;572.44;0.00;564.68;3.67;0.00;134.97;2.60;0.00;22.18;0.00;10.33;0.00;0.00;15.92;0.00;0.00;0.00;28.87;50.87;0.00
351100;191.63;0.00;0.00;451.51;0.00;0.00;0.00;156.37;57.89;1186.58;0.00;1265.89;23.92;0.00;340.96;0.00;159.91;12.68;0.00;65.38;0.00;1.03;8.91;0.00;0.00;52.55;37.14;0.00;0.00
353880;49.58;10.98;0.00;239.86;0.00;14.19;0.00;126.31;111.37;743.06;0.00;707.81;17.27;0.00;191.15;0.00;0.00;10.98;0.00;113.58;0.00;0.00;73.30;0.00;0.00;0.00;45.29;22.85;0.00
431990;53.35;0.00;0.00;202.59;0.00;4.54;0.00;26.85;89.84;344.29;0.00;687.46;19.81;0.09;363.89;2.69;1.36;6.70;0.00;2.36;0.00;6.24;40.54;0.00;30.06;10.28;9.44;45.43;99.07
355680;56.64;0.00;0.00;258.68;0.00;0.00;0.00;91.07;100.43;582.23;0.00;793.39;43.37;0.00;145.32;0.00;93.64;0.00;0.00;1.42;0.00;0.13;2.29;0.00;0.00;16.11;21.17;48.96;0.00
430540;98.15;47.52;0.00;458.61;0.00;0.74;0.00;93.87;0.00;831.38;0.00;897.91;7.86;17.82;647.40;11.87;1.45;40.10;0.00;164.28;0.00;0.00;30.88;0.00;32.70;230.55;7.25;123.15;0.00
432210;71.22;0.00;0.00;753.18;0.00;0.03;0.00;58.12;262.16;730.79;0.00;479.86;9.68;0.00;35.51;3.50;0.00;0.02;0.00;203.41;0.00;21.52;0.00;1.49;0.00;155.25;18.84;0.01;0.00
293330;33.34;6.58;0.00;105.16;0.17;2.08;0.00;43.32;0.00;558.20;0.22;472.31;3.14;0.25;181.11;7.93;0.00;12.03;0.00;17.47;0.00;0.00;7.31;0.00;0.00;24.54;5.12;70.41;0.00
351270;145.34;0.00;0.00;442.37;0.00;0.00;0.00;194.43;0.00;1299.56;0.00;1603.99;2.51;0.00;1106.46;0.00;207.44;3.95;0.00;41.08;0.00;0.00;0.99;0.00;0.00;0.00;173.74;134.54;0.00
353900;66.40;0.00;0.00;323.69;0.00;0.00;0.00;138.75;0.00;804.07;0.00;735.36;5.88;0.00;190.20;99.67;35.73;6.48;0.00;7.14;0.00;0.00;0.00;0.00;0.00;65.71;33.41;41.34;0.00
410305;0.00;0.00;0.00;431.94;0.00;0.00;0.00;113.69;0.00;678.65;0.00;699.84;0.80;0.00;400.22;0.00;0.00;0.00;0.00;108.14;0.00;8.84;18.50;0.00;0.00;171.03;9.69;179.95;0.00
313050;50.09;0.00;0.00;423.67;0.00;0.00;0.00;53.60;0.00;597.69;0.00;649.36;46.34;0.00;9.24;0.00;37.57;1.15;0.00;7.89;0.00;0.00;1.56;1.49;0.00;35.79;1.58;14.33;0.00
520880;61.71;0.29;0.00;152.73;0.00;10.39;0.00;72.96;95.76;432.41;0.00;676.67;0.05;0.00;207.89;6.29;0.00;14.32;0.00;1.64;0.00;0.00;0.00;1.89;0.00;89.43;15.39;68.58;0.00
521190;86.31;0.00;0.00;231.34;0.00;16.52;0.00;66.91;254.84;873.71;0.00;729.73;14.99;0.00;307.05;5.11;5.51;31.77;1.86;31.54;0.00;3.62;12.13;0.00;18.93;76.32;9.25;118.37;0.00
352570;59.39;0.00;0.00;305.35;0.00;30.57;0.00;96.10;0.00;594.75;0.00;719.55;40.67;0.00;157.38;0.00;209.69;0.00;0.00;0.15;0.00;0.00;3.75;0.00;0.00;100.72;8.13;24.04;0.00
353730;41.42;12.11;0.00;265.43;0.00;3.99;0.00;52.94;27.91;798.46;0.00;634.17;24.59;0.00;170.53;0.00;0.00;0.00;0.00;30.78;0.00;9.18;0.00;0.00;0.00;10.18;32.98;48.31;0.00
351110;71.39;0.00;0.00;326.23;0.00;0.00;0.00;92.79;250.79;533.26;8.37;700.95;25.50;0.00;378.54;4.33;224.97;124.46;0.00;4.96;0.00;0.00;21.62;0.07;0.00;0.00;47.25;99.55;230.35
521180;50.87;0.03;0.00;179.32;0.00;20.12;0.00;44.74;209.77;347.81;0.00;490.38;7.71;0.00;198.85;0.00;0.00;4.65;0.84;12.33;0.00;3.48;0.00;0.01;0.00;35.45;11.47;48.45;0.00
410910;0.00;42.11;0.00;901.84;13.66;0.00;0.00;77.48;0.00;1441.64;0.00;1432.90;62.01;0.00;438.96;39.33;0.00;0.00;0.00;118.57;0.00;188.72;0.00;0.00;0.00;476.17;50.66;193.73;0.00
412340;0.00;20.06;0.00;299.75;4.03;0.00;0.00;117.28;0.00;599.05;8.17;505.68;32.71;0.00;210.93;0.00;0.00;12.08;0.00;24.83;0.00;19.82;0.00;0.00;0.00;103.68;9.12;88.39;0.00
355090;57.63;0.00;0.00;572.68;0.00;0.00;0.00;63.65;0.00;1015.62;0.00;1049.25;41.89;0.00;424.25;0.50;98.37;9.15;0.00;3.93;0.00;0.00;2.65;0.00;0.00;65.32;56.69;146.45;0.00
352150;118.46;0.00;0.00;371.06;0.00;0.00;0.00;111.73;38.51;751.00;0.00;708.91;36.48;0.00;140.74;0.00;0.00;0.05;0.00;21.89;0.00;0.00;0.00;0.00;0.00;177.68;34.72;37.00;0.00
353420;121.68;0.00;0.00;533.17;0.00;0.00;0.00;120.18;340.66;1351.08;0.00;1379.03;92.47;0.00;417.59;0.00;0.00;0.00;0.00;46.77;0.00;0.00;0.00;0.00;0.00;121.35;63.20;0.00;0.00
353720;100.14;0.00;0.00;359.03;0.00;0.00;0.00;158.90;0.00;754.09;0.00;903.39;8.21;0.00;370.09;0.00;0.00;0.00;0.00;26.83;0.00;0.00;0.00;0.00;0.00;0.00;11.68;0.00;0.00
353110;89.71;0.00;0.00;290.62;0.00;0.00;0.00;60.69;0.00;599.55;0.00;1316.79;15.92;0.00;264.65;3.24;166.86;2.03;0.00;2.35;0.00;0.00;91.62;0.00;0.00;16.25;21.81;166.16;0.00
350120;174.12;0.00;0.00;646.66;0.00;0.00;0.00;298.93;0.00;948.43;0.00;1012.05;19.31;0.00;443.93;0.00;0.00;0.00;0.00;84.86;0.00;12.53;0.00;0.00;0.00;190.43;143.00;71.08;0.00
420785;203.58;0.00;0.00;787.02;0.00;7.97;0.00;225.00;0.00;918.04;0.00;892.27;10.48;0.00;715.09;0.00;76.47;0.00;0.00;387.58;0.00;0.00;0.00;0.00;0.00;893.44;264.76;112.08;0.00
355370;32.71;12.07;0.00;202.84;0.00;22.71;0.00;79.36;223.21;751.95;0.00;669.45;16.68;0.00;244.12;0.00;353.41;6.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.09;116.47;0.00
293077;84.38;0.00;15.74;700.66;0.00;0.00;0.00;49.81;0.00;193.54;0.11;512.34;3.34;0.00;89.66;0.00;26.75;0.00;0.00;26.46;0.00;0.00;13.94;0.00;0.00;0.00;5.22;22.17;0.00
353620;55.68;0.00;0.00;264.23;0.00;0.00;0.00;110.60;0.00;470.20;0.00;735.71;1.94;0.00;390.84;0.00;0.00;3.07;0.00;15.43;0.00;0.00;0.10;0.00;0.00;11.57;3.79;38.63;0.00
110092;120.50;0.00;0.35;650.31;0.00;0.00;0.00;44.06;0.00;713.20;0.00;1129.10;0.00;0.00;9.86;0.00;1.72;0.00;0.00;10.10;0.00;0.00;0.00;0.00;0.00;168.48;1.31;124.95;0.00
150400;0.00;0.00;0.00;124.18;0.00;0.67;0.00;77.51;0.00;302.02;0.00;894.47;12.16;0.00;55.12;0.00;11.29;5.13;0.00;21.00;0.00;0.00;2.08;0.00;5.01;17.57;6.94;18.51;0.00
430240;76.02;0.00;0.00;207.17;0.00;0.00;0.00;46.83;0.00;395.81;0.00;1009.06;20.15;0.00;194.93;0.00;59.04;3.46;0.00;126.78;0.00;9.05;0.00;0.00;22.03;33.69;33.14;82.57;0.00
410850;0.00;0.00;0.00;549.18;0.00;12.26;0.00;88.65;0.00;538.82;0.00;577.87;0.52;0.00;0.00;20.35;3.02;0.00;0.00;66.06;0.00;7.07;0.00;0.00;0.00;205.60;14.54;74.15;0.00
330575;85.45;0.00;0.00;511.09;0.00;2.96;0.00;61.83;0.00;708.22;0.00;795.48;13.25;0.00;166.75;1.02;29.90;37.38;0.00;8.40;0.00;0.00;0.00;0.00;22.85;0.00;36.10;33.91;0.00
350870;46.06;0.00;0.00;206.16;0.00;0.00;0.00;125.66;0.00;459.58;0.00;780.70;16.22;0.00;398.33;0.00;71.08;0.00;0.00;142.29;0.00;0.00;245.32;0.00;0.00;5.04;23.63;32.23;0.00
352450;102.27;0.00;0.00;461.30;0.00;103.29;0.00;139.28;128.59;801.31;0.00;721.53;0.53;0.00;415.16;9.18;60.03;0.00;0.00;35.12;0.00;0.00;0.00;0.00;0.00;50.40;61.72;43.62;0.00
120033;0.00;0.00;3.90;411.98;0.00;0.00;0.00;56.93;0.00;346.58;0.00;850.27;5.66;0.71;28.21;0.00;0.00;0.82;0.00;6.18;0.00;0.00;0.00;0.00;0.79;43.52;27.10;37.29;0.00
