#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
292640;4.554113456986374;6.22;0.00;4.73;6.08;0.00;5.72;0.00;6.28;3.74;7.12;0.00;7.39;5.79;0.00;6.88;0.00;5.97;4.98;0.00;5.67;0.00;0.00;0.00;0.00;5.17;0.00;0.00;6.49;0.00
314080;4.152165990675555;6.25;0.00;0.00;6.56;0.00;4.37;0.00;5.96;6.42;7.14;0.00;6.95;6.03;0.00;6.59;0.00;6.09;5.14;0.00;5.90;0.00;0.00;4.90;0.00;0.00;5.27;5.74;5.85;0.00
412150;4.170613703377405;0.00;0.00;0.00;6.49;4.78;5.36;0.00;6.31;4.80;6.91;0.00;6.92;4.72;0.00;6.36;0.00;0.00;5.21;0.00;6.03;0.00;0.00;4.68;0.00;0.00;6.42;5.60;5.84;0.00
270200;4.0433229735745755;5.89;0.00;0.00;6.29;0.00;0.00;0.00;5.93;6.21;6.61;0.00;6.99;5.83;0.00;6.24;0.00;0.00;0.00;0.00;6.00;0.00;0.00;0.00;0.00;3.78;0.00;5.23;5.37;6.22
430920;5.4324706076864056;7.21;0.00;0.00;7.75;0.00;6.91;0.00;7.25;7.47;8.20;6.04;8.17;6.44;2.72;7.71;6.31;6.69;6.49;0.00;6.43;0.00;0.00;6.23;5.99;0.00;6.66;6.27;7.38;7.51
316580;3.2477278329097232;5.71;0.00;0.00;6.23;0.00;4.94;0.00;5.75;0.00;6.32;0.00;6.24;5.59;0.00;5.73;0.00;5.21;3.62;0.00;4.72;0.00;3.95;3.53;0.00;0.00;6.11;4.87;5.51;0.00
210130;4.237543738142874;0.00;3.46;0.00;6.83;0.00;5.18;0.00;6.00;4.88;6.95;0.00;7.23;3.70;0.00;6.50;0.00;3.67;0.00;0.00;3.40;0.00;0.00;0.00;4.57;0.00;5.91;6.01;0.00;0.00
312900;3.944729360303296;5.85;0.00;0.00;6.50;0.00;4.31;0.00;5.59;6.23;6.61;0.00;6.40;5.51;0.00;5.88;3.43;5.14;5.41;0.00;5.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.93;5.59
270110;4.0327396052094935;5.87;0.00;4.58;6.56;0.00;0.00;0.00;5.99;6.00;6.75;0.00;7.03;5.76;0.00;6.27;0.00;5.55;4.93;0.00;5.35;0.00;0.00;0.00;0.00;0.00;5.02;5.33;5.50;0.00
291850;4.1998648337322555;6.00;0.00;0.00;6.71;0.00;0.00;0.00;6.01;0.00;6.79;5.21;7.14;0.00;0.00;6.46;5.15;4.94;4.37;0.00;4.45;0.00;0.00;0.00;0.00;5.21;5.40;5.80;0.00;0.00
510030;4.234719704621876;0.00;0.00;0.00;7.12;0.00;0.00;0.00;6.64;0.00;7.32;0.00;7.18;5.86;0.00;6.80;5.31;6.08;4.96;0.00;5.50;0.00;4.44;4.78;0.00;5.86;6.51;6.00;5.99;0.00
292610;4.120869940179189;5.91;0.00;0.00;6.31;0.00;0.00;0.00;5.87;0.00;6.81;0.00;7.00;5.70;0.00;6.58;0.00;0.00;0.00;0.00;3.90;0.00;0.00;0.00;0.00;0.00;0.00;4.84;0.00;0.00
510729;3.577721524509021;0.00;0.00;0.00;6.50;0.00;0.00;0.00;5.76;0.00;6.38;5.01;6.37;0.00;0.00;4.33;0.00;4.44;0.00;0.00;5.18;0.00;0.00;0.00;0.00;0.00;4.46;4.87;5.31;0.00
311320;4.39557099712082;0.00;0.00;0.00;6.62;0.00;0.00;0.00;5.92;6.55;7.17;0.00;7.12;5.87;0.00;6.63;0.00;5.17;0.00;0.00;5.49;0.00;0.00;0.00;0.00;3.83;4.75;5.22;5.85;6.44
120038;4.2547655324161475;0.00;5.80;0.00;7.07;0.00;0.00;0.00;5.78;0.00;6.64;5.43;7.01;4.78;0.00;6.00;0.00;0.00;0.00;0.00;4.83;0.00;0.00;0.00;0.00;5.40;5.90;6.08;5.78;0.00
355060;4.931976273544605;6.70;0.00;0.00;7.61;0.00;5.90;0.00;6.42;6.93;7.65;0.00;7.94;6.17;0.00;7.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.75;0.00;0.00;0.00;6.08;2.38;0.00
312660;3.7101173651118162;5.72;4.95;0.00;6.33;0.00;4.38;0.00;5.95;5.34;6.56;0.00;6.59;5.82;0.00;6.20;3.81;4.66;4.86;0.00;5.69;0.00;0.00;5.40;0.00;4.33;5.92;4.87;5.22;0.00
354060;4.7128853013829275;6.36;0.00;0.00;6.92;0.00;6.61;0.00;6.73;6.83;7.55;0.00;7.66;6.11;0.00;7.26;4.63;7.13;5.89;0.00;5.86;0.00;0.00;6.01;0.00;0.00;0.00;5.99;6.53;7.02
420950;3.8129133566428557;0.00;0.00;0.00;6.28;0.00;5.55;0.00;5.82;0.00;6.48;0.00;6.70;4.60;4.86;6.14;5.11;0.00;3.84;0.00;6.04;0.00;0.00;2.91;0.00;0.00;6.29;6.03;5.72;0.00
330093;4.167701234971369;6.57;0.00;0.00;7.58;0.00;3.90;0.00;6.49;0.00;7.42;0.00;7.22;4.92;0.00;7.21;0.00;0.00;5.03;0.00;0.00;0.00;0.00;6.12;5.99;0.00;0.00;5.59;0.00;0.00
320390;4.6983789618405725;6.46;0.00;0.00;7.42;0.00;0.00;0.00;6.40;5.66;7.41;0.00;7.60;6.07;0.00;6.75;3.46;5.05;5.64;0.00;5.71;0.00;0.00;5.58;4.97;0.00;6.29;5.97;0.00;0.00
412540;3.8173670162875943;0.00;4.99;0.00;6.36;0.00;0.00;0.00;5.91;0.00;6.63;0.00;6.61;4.35;0.00;5.91;5.42;4.07;5.13;0.00;5.98;0.00;3.68;0.00;0.00;0.00;6.06;4.89;5.12;0.00
292900;4.177507642194916;5.99;4.16;0.00;6.70;0.00;4.49;0.00;5.88;0.00;7.19;0.00;6.92;5.16;0.00;6.53;0.00;0.00;0.00;0.00;4.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
150630;4.342165976412762;0.00;0.00;0.00;6.55;0.00;0.00;0.00;6.21;0.00;6.80;0.00;7.24;5.80;0.00;6.43;0.00;5.88;5.14;0.00;5.44;0.00;0.00;0.00;0.00;4.08;0.00;0.00;6.37;0.00
421030;3.8943714538562375;5.79;0.00;0.00;6.23;0.00;0.00;0.00;5.89;5.89;6.72;0.00;6.73;0.00;0.00;6.65;4.19;0.00;0.00;0.00;5.54;0.00;0.00;0.00;0.00;0.00;0.00;4.77;5.75;4.54
510757;3.5750723257138124;5.86;3.18;0.00;6.64;0.00;0.00;0.00;5.92;0.00;6.51;5.12;6.65;3.99;0.00;5.03;0.00;5.72;4.98;0.00;4.12;0.00;3.70;0.00;4.37;0.00;6.20;4.02;4.94;0.00
430680;4.337459261290656;6.15;0.00;0.00;6.84;0.00;5.25;0.00;6.06;6.22;7.08;0.00;7.05;5.64;0.00;6.69;4.65;6.37;4.84;0.00;6.25;0.00;4.93;5.83;0.00;0.00;0.00;5.56;6.02;6.30
354025;3.6422666189026733;5.75;0.00;0.00;6.29;0.00;0.00;0.00;5.99;5.84;6.51;0.00;6.63;0.00;0.00;6.09;0.00;0.00;0.00;0.00;5.12;0.00;0.00;0.00;0.00;0.00;5.43;5.74;5.64;5.87
311640;3.6790643181213127;5.81;4.64;0.00;6.51;0.00;4.40;0.00;5.85;0.00;6.45;0.00;6.56;5.22;0.00;5.68;0.00;5.26;0.00;0.00;5.23;0.00;0.00;0.00;0.00;4.76;0.00;5.22;5.79;0.00
316430;3.8454081396217936;5.81;5.21;0.00;6.61;0.00;4.22;0.00;5.88;0.00;6.75;0.00;6.72;5.19;0.00;6.11;0.00;3.61;4.93;0.00;5.22;0.00;0.00;3.16;0.00;0.00;6.19;5.06;5.64;0.00
150250;4.34834381147937;4.99;3.71;4.88;7.19;0.00;0.00;0.00;4.71;0.00;6.77;0.00;7.34;5.66;0.00;6.72;0.00;6.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.85;5.77;0.00
330210;4.35839175864902;0.00;0.00;0.00;6.81;0.00;0.00;0.00;6.40;5.68;7.27;4.90;7.05;4.75;0.00;6.88;0.00;0.00;5.09;0.00;5.84;0.00;0.00;6.24;0.00;0.00;6.21;5.36;5.81;6.35
250820;3.880356199419236;5.73;0.00;5.78;6.48;0.00;0.00;0.00;5.68;0.00;6.59;0.00;6.85;5.57;0.00;3.70;0.00;5.05;0.00;0.00;5.16;0.00;0.00;0.00;0.00;0.00;3.59;5.30;5.21;0.00
353750;3.9090744014009045;5.92;4.43;0.00;6.30;0.00;4.40;0.00;6.02;5.63;6.76;3.48;6.84;6.04;0.00;6.31;6.61;6.02;2.61;0.00;5.37;0.00;0.00;0.00;0.00;0.00;5.88;5.43;5.74;0.00
220208;3.870111155364401;5.64;0.00;0.00;6.53;0.00;0.00;0.00;5.83;5.49;6.45;0.00;6.74;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.05;0.00;0.00
421825;3.878694100396108;5.89;0.00;0.00;6.21;0.00;5.51;0.00;5.86;6.04;6.67;0.00;6.88;0.00;0.00;6.23;0.00;0.00;0.00;0.00;6.14;0.00;0.00;0.00;0.00;0.00;4.83;4.40;6.04;6.02
220525;3.6436500382173294;5.60;0.00;0.00;6.23;0.00;0.00;0.00;5.67;0.00;6.45;0.00;6.51;4.62;0.00;5.87;0.00;5.49;0.00;0.00;4.92;0.00;0.00;4.82;4.45;5.07;4.09;5.35;5.09;0.00
520630;3.4800069429571505;5.80;4.76;0.00;6.40;0.00;3.86;0.00;5.70;5.84;6.48;0.00;6.57;4.64;0.00;5.83;4.80;0.00;5.04;0.00;5.31;0.00;0.00;0.00;4.23;0.00;3.63;5.23;5.27;0.00
292440;4.547220719013061;6.29;0.00;0.00;6.77;0.00;0.00;0.00;6.21;0.00;7.00;0.00;7.49;6.18;0.00;6.73;0.00;0.00;5.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.11;5.54;5.85;0.00
314570;3.338854746252323;5.74;5.13;0.00;6.17;0.00;3.30;0.00;5.38;5.40;6.33;0.00;6.38;5.40;0.00;6.03;4.85;0.00;4.78;0.00;5.02;0.00;0.00;0.00;0.00;0.00;5.36;4.03;5.61;0.00
310280;4.09715314984596;5.97;0.00;3.74;6.42;0.00;0.00;0.00;5.75;5.73;6.86;0.00;6.76;5.95;0.00;5.96;0.00;5.98;4.58;0.00;5.89;0.00;0.00;4.35;4.44;0.00;5.78;5.72;5.90;0.00
150640;3.963362766103736;0.00;0.00;0.00;6.57;0.00;0.00;0.00;5.83;0.00;6.43;0.00;6.62;5.63;0.00;3.88;0.00;5.14;0.00;0.00;4.67;0.00;0.00;0.00;0.00;3.07;0.00;0.00;5.36;4.83
315040;3.689930104018218;5.77;0.00;0.00;6.16;0.00;0.00;0.00;5.79;5.38;6.50;0.00;6.64;5.59;0.00;5.81;0.00;4.99;0.00;0.00;4.60;0.00;0.00;0.00;0.00;0.00;6.10;3.87;5.52;0.00
150520;4.484157424365381;0.00;0.00;0.00;6.60;0.00;0.00;0.00;6.03;0.00;6.92;0.00;7.59;5.60;0.00;6.65;0.00;0.00;3.75;0.00;0.00;0.00;0.00;0.00;0.00;4.62;0.00;0.00;6.07;0.00
291010;4.0948552900836805;6.04;0.00;0.00;6.37;0.00;0.00;0.00;5.88;0.00;6.89;0.00;6.94;5.81;0.00;6.24;0.00;5.85;4.95;0.00;0.00;0.00;0.00;5.13;0.00;5.26;6.05;5.42;0.00;5.46
310740;4.688437620592164;6.42;0.00;3.09;7.02;0.00;0.00;0.00;6.46;7.00;7.33;0.00;7.29;5.73;0.00;6.91;0.00;5.29;6.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.93;5.84;5.04;0.00
500348;4.036628895362161;6.09;0.00;4.69;6.74;0.00;0.00;0.00;5.91;0.00;0.00;0.00;6.76;0.00;5.94;6.35;0.00;4.85;0.00;0.00;5.63;0.00;5.50;3.47;0.00;5.56;5.14;0.00;0.00;0.00
314990;4.324878943111994;6.13;4.90;0.00;6.72;0.00;4.23;0.00;6.13;6.50;7.00;0.00;6.92;5.82;0.00;6.33;0.00;4.46;0.00;0.00;5.60;0.00;0.00;4.44;0.00;5.65;5.64;4.86;6.23;6.46
290430;4.18369680863468;6.01;0.00;0.00;6.44;0.00;4.15;0.00;6.00;0.00;6.84;0.00;7.14;6.14;0.00;6.56;0.00;0.00;0.00;0.00;5.45;0.00;0.00;0.00;3.90;4.10;0.00;4.93;5.89;0.00
314250;3.3738311450738303;5.75;0.00;0.00;6.17;0.00;0.00;0.00;5.52;5.76;6.55;0.00;6.31;5.24;0.00;6.01;0.00;4.65;3.92;0.00;5.28;0.00;0.00;0.00;0.00;0.00;5.75;4.75;4.72;0.00
312120;3.8524799936368566;5.97;0.00;0.00;6.83;4.63;0.00;0.00;6.04;0.00;6.87;0.00;6.76;5.28;3.86;6.16;0.00;5.52;4.76;0.00;4.62;0.00;0.00;5.11;5.08;0.00;0.00;4.36;0.00;0.00
220157;3.53655844257153;5.59;0.00;0.00;6.25;0.00;3.13;0.00;5.60;0.00;6.32;0.00;6.62;5.34;0.00;5.86;0.00;0.00;5.26;0.00;5.12;0.00;0.00;0.00;3.88;4.00;4.29;4.75;5.05;0.00
510830;3.555578072772955;5.79;0.00;0.00;6.19;0.00;0.00;0.00;5.79;0.00;6.60;0.00;6.59;5.02;0.00;5.89;0.00;0.00;0.00;0.00;5.41;0.00;0.00;0.00;0.00;4.93;6.16;5.38;5.20;0.00
150309;4.571114618015548;6.21;0.00;0.00;7.13;0.00;0.00;0.00;6.46;0.00;7.20;0.00;7.62;5.04;0.00;6.55;0.00;6.37;3.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.07;6.08;0.00
150800;4.776664870222605;0.00;0.00;0.00;7.34;0.00;3.64;0.00;6.51;0.00;7.29;0.00;7.84;5.66;0.00;6.11;0.00;5.89;0.00;0.00;4.10;0.00;0.00;4.01;0.00;5.26;0.00;3.78;5.89;0.00
150442;5.080283677441961;6.02;5.94;0.00;7.83;0.00;5.86;0.00;6.30;0.00;7.68;0.00;7.81;0.00;0.00;6.80;5.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.99;2.18;5.89;6.08;0.00
410140;5.111480950522229;0.00;0.00;0.00;7.46;0.00;6.12;0.00;6.75;0.00;7.93;5.08;7.78;5.19;6.15;7.47;0.00;0.00;6.02;0.00;6.23;0.00;4.29;4.52;0.00;0.00;0.00;5.88;7.14;0.00
510050;4.024977972095625;5.85;0.00;0.00;6.68;0.00;0.00;0.00;5.45;0.00;6.58;0.00;6.61;5.70;0.00;6.03;0.00;5.25;0.00;0.00;6.05;3.33;2.70;0.00;0.00;0.00;0.00;4.62;0.00;0.00
320080;4.495516586213687;6.36;0.00;0.00;7.01;0.00;4.75;0.00;6.56;0.00;7.12;2.83;7.39;5.60;0.00;6.91;5.53;6.66;5.95;0.00;6.45;0.00;5.11;4.78;5.59;0.00;0.00;6.08;6.41;0.00
210660;4.515516197983283;0.00;0.00;5.15;6.78;0.00;0.00;0.00;6.20;0.00;6.98;0.00;7.52;5.60;5.14;6.31;3.57;6.03;5.24;0.00;5.57;0.00;0.00;0.00;4.97;0.00;4.63;4.99;5.71;0.00
315580;4.252173155771533;5.83;0.00;0.00;6.51;0.00;0.00;0.00;5.97;5.97;6.89;0.00;6.79;5.34;0.00;6.61;0.00;6.22;5.41;0.00;6.19;0.00;0.00;5.55;4.52;0.00;5.43;5.49;5.77;4.87
310380;3.4578818967339924;5.69;0.00;0.00;6.37;0.00;4.40;0.00;5.75;5.68;6.32;0.00;6.40;4.91;0.00;5.67;5.06;5.16;3.94;0.00;5.50;0.00;0.00;0.00;0.00;0.00;5.69;4.74;0.00;0.00
411065;3.404320467221731;0.00;0.00;0.00;6.25;0.00;0.00;0.00;5.95;0.00;6.38;0.00;6.43;5.38;0.00;6.01;5.26;0.00;3.18;0.00;5.91;0.00;4.14;0.00;0.00;0.00;5.85;5.07;5.58;0.00
220935;3.6564815157904986;5.59;0.00;0.00;6.26;3.81;2.70;0.00;5.69;0.00;6.37;0.00;6.56;4.73;0.00;5.42;0.00;0.00;5.66;0.00;4.74;0.00;0.00;0.00;3.92;4.49;4.51;5.41;5.02;0.00
311100;4.3297435500112345;6.00;0.00;0.00;6.63;0.00;4.82;0.00;6.06;6.12;6.82;0.00;7.05;4.08;0.00;6.56;5.36;0.00;5.44;0.00;5.16;0.00;0.00;4.79;0.00;5.09;6.46;5.53;0.00;0.00
220050;4.238171603630146;0.00;0.00;5.49;6.65;0.00;0.00;0.00;5.91;0.00;6.84;0.00;7.05;5.44;0.00;5.95;0.00;0.00;5.49;0.00;5.48;0.00;0.00;0.00;4.36;5.05;4.02;5.23;5.86;0.00
314550;3.4313637641589874;5.71;0.00;0.00;6.27;0.00;0.00;0.00;5.56;5.92;6.48;0.00;6.40;4.20;0.00;6.41;0.00;0.00;3.84;0.00;5.35;0.00;0.00;0.00;0.00;0.00;5.08;5.20;4.40;5.77
313840;4.724538006009474;6.47;0.00;0.00;7.13;0.00;4.99;0.00;6.36;5.84;7.29;6.12;7.31;5.73;0.00;6.73;5.07;6.08;4.16;0.00;6.17;0.00;5.27;4.24;4.51;6.14;5.82;5.57;6.25;0.00
220870;3.9334872878487053;5.67;0.00;0.00;6.40;0.00;0.00;0.00;5.66;0.00;6.70;4.32;6.86;4.29;0.00;5.61;0.00;4.81;5.58;0.00;5.43;0.00;0.00;0.00;0.00;5.12;0.00;4.51;4.94;0.00
210340;4.6819463931246785;6.49;5.75;0.00;7.38;0.00;0.00;0.00;6.78;6.84;7.70;4.26;7.96;6.40;0.00;7.23;0.00;6.92;5.81;0.00;5.84;0.00;0.00;0.00;5.41;6.25;0.00;5.86;6.26;5.88
320480;4.041392685158225;6.06;5.30;0.00;6.46;0.00;0.00;0.00;6.37;4.67;6.85;0.00;6.89;5.34;0.00;6.68;0.00;0.00;4.44;0.00;6.38;0.00;0.00;0.00;0.00;0.00;0.00;5.81;6.59;0.00
220540;4.14795443093082;5.82;0.00;0.00;6.40;0.00;0.00;0.00;5.93;5.08;6.75;0.00;7.03;5.38;0.00;5.98;0.00;6.02;0.00;0.00;5.60;0.00;0.00;0.00;4.85;0.00;3.96;0.00;0.00;0.00
520650;3.5589484459780394;5.79;4.83;0.00;6.12;0.00;4.83;0.00;5.94;5.36;6.52;4.99;6.37;0.00;0.00;6.00;0.00;0.00;4.40;0.00;5.09;0.00;0.00;0.00;0.00;4.57;5.55;4.70;5.41;0.00
421175;4.245339902695324;6.31;0.00;0.00;6.95;0.00;5.53;0.00;6.33;0.00;7.01;0.00;7.16;5.50;5.14;6.68;5.37;5.22;6.28;0.00;6.14;0.00;5.20;0.00;0.00;0.00;5.11;6.04;6.13;6.36
221170;3.6399842480415887;5.60;0.00;0.00;6.27;0.00;0.00;0.00;5.61;0.00;6.33;5.29;6.65;3.33;0.00;5.56;0.00;5.40;5.74;0.00;5.01;0.00;0.00;0.00;2.85;3.57;4.64;5.34;0.00;0.00
290470;4.285489796846293;6.07;0.00;0.00;6.73;0.00;0.00;0.00;6.06;0.00;6.80;0.00;7.03;5.66;0.00;6.60;0.00;0.00;3.29;0.00;5.18;0.00;0.00;0.00;3.90;0.00;0.00;5.03;0.00;0.00
411007;4.087994255099714;0.00;0.00;0.00;6.50;0.00;3.96;0.00;6.10;0.00;6.78;5.43;6.78;4.83;4.95;5.82;0.00;4.79;5.56;4.25;5.81;0.00;0.00;3.69;0.00;5.06;5.82;4.85;5.42;0.00
220720;3.828788748184953;5.63;0.00;0.00;6.28;0.00;4.13;0.00;5.65;0.00;6.50;0.00;6.67;5.21;0.00;5.54;0.00;0.00;5.99;0.00;4.96;0.00;0.00;0.00;4.63;4.01;4.84;5.42;5.38;0.00
420140;4.813514271541883;6.67;6.17;0.00;7.20;0.00;6.18;0.00;6.57;6.32;7.38;0.00;7.50;5.46;0.00;7.03;4.83;6.55;5.56;0.00;6.30;0.00;4.88;6.11;5.87;6.15;6.88;6.10;6.59;0.00
410310;4.07903645708749;0.00;0.00;0.00;6.46;0.00;0.00;0.00;6.05;0.00;6.80;0.00;6.97;0.00;4.73;5.45;0.00;0.00;4.96;0.00;5.82;0.00;4.72;1.86;0.00;0.00;6.50;5.38;5.81;0.00
320470;4.553701021549961;6.39;0.00;0.00;7.10;0.00;4.67;0.00;6.28;6.81;7.22;0.00;7.29;4.93;0.00;7.16;5.63;6.23;5.36;0.00;6.39;0.00;3.33;4.96;3.74;0.00;6.32;6.02;0.00;0.00
314610;4.867467487859051;7.15;0.00;6.59;7.70;0.00;6.39;0.00;6.95;6.31;7.94;0.00;7.88;6.75;0.00;7.40;6.86;7.21;6.32;0.00;6.44;0.00;0.00;6.95;5.54;5.08;7.16;6.69;6.77;0.00
310600;4.015443587951102;6.05;0.00;0.00;6.61;0.00;5.05;0.00;6.18;0.00;6.78;0.00;6.78;5.83;0.00;6.67;0.00;0.00;4.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.27;5.00;5.82;0.00
250485;3.2727695865517594;5.72;0.00;0.00;6.10;0.00;0.00;0.00;5.61;0.00;6.29;0.00;6.35;4.24;0.00;6.08;0.00;0.00;0.00;0.00;5.49;0.00;0.00;0.00;4.13;5.33;4.63;5.52;4.91;0.00
290190;4.280191247872142;6.03;5.40;0.00;6.37;0.00;4.70;0.00;5.97;0.00;6.86;0.00;7.13;5.97;0.00;6.48;0.00;0.00;0.00;0.00;5.05;0.00;0.00;0.00;0.00;5.54;0.00;3.41;5.79;0.00
412788;3.8661100398443766;0.00;5.12;0.00;6.28;0.00;0.00;0.00;5.70;0.00;6.67;0.00;6.69;4.63;0.00;6.16;0.00;0.00;5.28;0.00;4.99;0.00;4.39;0.00;0.00;0.00;5.83;5.46;5.33;0.00
270100;4.434329337337729;6.25;5.39;0.00;6.87;0.00;0.00;0.00;6.40;6.47;7.16;0.00;7.28;6.16;0.00;6.81;0.00;6.22;0.00;0.00;6.14;0.00;4.60;3.99;0.00;0.00;5.16;6.30;0.00;0.00
330513;3.85582190540603;6.22;0.00;0.00;6.97;0.00;0.00;0.00;6.23;5.41;6.96;0.00;6.81;5.54;0.00;6.91;5.61;0.00;5.67;0.00;5.95;0.00;0.00;0.00;0.00;0.00;6.18;5.60;4.56;0.00
270770;4.876604606224115;6.57;0.00;0.00;7.15;0.00;0.00;0.00;6.41;0.00;7.42;5.17;7.59;6.35;0.00;7.09;2.95;0.00;5.74;0.00;0.00;0.00;0.00;5.61;0.00;0.00;5.68;5.17;6.09;0.00
250690;4.391164551697127;0.00;0.00;0.00;6.74;0.00;0.00;0.00;6.35;0.00;7.10;0.00;7.04;5.89;0.00;6.53;0.00;0.00;5.18;0.00;5.66;0.00;4.97;0.00;0.00;0.00;0.00;3.65;5.80;0.00
231230;4.661973505565725;6.33;0.00;0.00;7.24;0.00;0.00;0.00;5.88;0.00;7.22;0.00;7.48;6.07;0.00;6.55;0.00;0.00;4.90;0.00;6.26;0.00;0.00;5.98;0.00;6.13;5.91;4.99;5.67;0.00
521720;4.050689027758881;6.02;4.94;0.00;6.35;4.06;5.05;0.00;6.05;6.46;6.92;5.36;6.90;2.33;0.00;6.28;5.04;0.00;4.34;0.00;5.49;0.00;0.00;4.06;0.00;0.00;5.68;5.32;5.49;0.00
220910;3.7866804531966487;5.59;0.00;0.00;6.40;0.00;0.00;0.00;5.62;0.00;6.41;4.96;6.56;3.12;4.25;5.09;0.00;5.82;3.61;0.00;5.03;0.00;0.00;0.00;3.85;5.37;3.95;5.41;0.00;0.00
150555;3.751048034820188;0.00;0.00;0.00;6.96;0.00;0.00;0.00;5.38;0.00;6.64;0.00;6.83;4.07;0.00;5.20;0.00;5.99;0.00;0.00;3.36;0.00;0.00;0.00;0.00;3.81;5.97;5.61;5.12;0.00
220435;3.7241119539612124;5.57;0.00;0.00;6.23;0.00;3.34;0.00;5.49;0.00;6.36;0.00;6.58;4.69;0.00;5.50;0.00;0.00;5.51;0.00;4.67;0.00;0.00;0.00;3.83;5.39;5.40;4.41;5.03;0.00
510795;4.965192290425972;6.72;0.00;0.00;7.43;0.00;5.30;0.00;6.62;6.72;7.67;3.81;7.69;5.65;5.28;7.20;4.65;6.97;6.13;0.00;6.38;0.00;0.00;5.69;5.41;0.00;6.90;5.85;5.24;0.00
240450;4.15478902873875;6.89;0.00;0.00;7.25;0.00;6.60;0.00;7.08;0.00;7.53;0.00;7.63;6.72;0.00;7.37;6.12;0.00;6.29;0.00;6.56;0.00;5.15;6.20;0.00;0.00;6.60;6.69;0.00;0.00
251180;4.022840610876528;5.85;0.00;0.00;6.14;0.00;0.00;0.00;6.07;5.78;6.60;0.00;6.75;5.05;0.00;6.24;0.00;0.00;0.00;0.00;5.41;0.00;0.00;0.00;0.00;0.00;4.96;4.82;5.25;5.74
251140;4.270306091152913;6.05;0.00;0.00;6.41;0.00;0.00;0.00;6.24;6.60;7.02;2.74;7.14;5.75;0.00;6.27;0.00;4.25;0.00;0.00;6.06;0.00;0.00;0.00;0.00;5.49;4.27;4.84;5.52;5.56
150200;4.344392273685111;0.00;0.00;0.00;6.57;0.00;0.00;0.00;6.11;5.93;6.87;0.00;7.28;5.38;0.00;6.51;0.00;5.34;2.65;0.00;5.62;0.00;0.00;0.00;0.00;4.46;4.35;3.73;0.00;0.00
290090;3.794766797940821;5.13;5.29;0.00;6.56;0.00;0.00;0.00;5.84;0.00;6.47;0.00;6.72;5.20;0.00;5.54;4.36;0.00;0.00;0.00;4.97;0.00;0.00;0.00;0.00;0.00;3.74;3.81;5.61;0.00
311380;3.4122925093230463;5.75;4.45;0.00;6.32;0.00;3.99;0.00;5.90;6.03;6.46;5.00;6.36;5.65;0.00;5.85;4.85;4.08;4.72;0.00;5.38;0.00;0.00;0.00;0.00;4.06;5.38;4.86;5.38;5.55
270644;4.103358939866562;5.89;4.14;0.00;6.42;0.00;0.00;0.00;5.97;0.00;6.65;4.76;6.98;6.05;0.00;6.39;0.00;0.00;4.93;0.00;4.84;0.00;0.00;5.19;4.36;2.34;5.73;4.43;0.00;0.00
130240;4.627765141968263;6.35;0.00;0.00;7.02;0.00;5.82;0.00;6.49;0.00;7.09;0.00;7.47;5.95;0.00;5.67;0.00;4.95;0.00;0.00;6.27;0.00;0.00;0.00;0.00;0.00;4.87;5.88;6.23;0.00
521878;3.582971929104806;6.08;0.00;0.00;6.69;0.00;4.33;0.00;6.19;5.99;6.67;5.32;6.67;0.00;0.00;6.39;0.00;6.13;5.83;0.00;4.73;0.00;0.00;5.97;0.00;5.24;4.35;5.15;0.00;0.00
314040;3.4709981696608736;5.71;4.26;0.00;6.09;0.00;4.46;0.00;5.29;5.62;6.39;0.00;6.39;5.41;0.00;5.90;4.69;5.40;0.00;0.00;5.24;0.00;0.00;4.66;4.10;4.84;5.80;5.18;0.00;0.00
270580;3.964212472969819;5.87;0.00;0.00;6.71;0.00;0.00;0.00;5.89;0.00;6.63;0.00;6.91;5.18;0.00;5.31;0.00;6.15;0.00;0.00;5.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
270310;4.415974411376566;6.12;0.00;5.45;6.72;0.00;0.00;0.00;6.22;6.64;7.09;0.00;7.34;3.26;0.00;6.45;1.10;0.00;0.00;0.00;6.10;0.00;5.00;3.81;0.00;0.00;0.00;5.82;0.00;0.00
