#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
430057;3.4795753101749884;5.38;0.00;0.00;6.54;0.00;4.91;0.00;5.41;5.59;6.29;0.00;6.58;5.17;0.00;0.00;0.00;5.52;4.60;0.00;6.01;0.00;0.00;0.00;0.00;4.33;5.78;5.07;5.66;5.78
430510;5.672303867938196;7.28;2.60;6.76;8.06;0.00;7.23;0.00;7.60;6.35;8.60;5.74;8.38;7.27;5.20;8.10;7.07;8.09;7.44;4.93;6.83;0.00;0.00;6.42;0.00;0.00;7.11;7.15;8.34;8.12
420930;5.200976283061184;6.93;6.30;0.00;7.61;0.00;6.42;0.00;7.18;7.46;8.03;0.00;7.99;6.61;0.00;7.20;6.22;7.62;6.77;0.00;6.83;0.00;6.22;6.44;0.00;0.00;7.35;6.64;7.15;7.16
110012;5.111403670037676;6.82;0.00;0.00;7.44;0.00;0.00;0.00;6.61;6.67;7.71;0.00;7.57;5.91;0.00;7.29;6.00;5.97;5.98;0.00;6.67;0.00;0.00;0.00;0.00;0.00;7.17;6.18;6.54;6.77
314810;4.9441271948589725;6.77;5.84;0.00;7.50;0.00;6.09;0.00;6.68;7.01;7.80;0.00;7.64;6.34;0.00;6.87;0.00;6.93;6.48;0.00;6.40;0.00;0.00;0.00;0.00;6.38;6.09;6.23;7.04;0.00
430990;3.871105700985585;5.76;0.00;0.00;6.40;0.00;0.00;0.00;5.77;6.16;6.67;0.00;6.58;4.57;0.00;5.94;0.00;5.33;0.00;0.00;6.27;0.00;0.00;0.00;0.00;0.00;6.26;5.40;5.85;6.20
431848;3.6453240015622934;5.21;0.00;0.00;6.46;0.00;4.68;0.00;5.70;5.16;6.54;0.00;6.45;5.34;0.00;5.61;0.00;5.21;4.36;0.00;5.88;0.00;0.00;0.00;0.00;4.64;6.08;5.05;5.43;5.50
317020;5.816029737111254;7.57;6.45;0.00;8.26;0.00;7.25;0.00;7.61;7.89;8.69;4.27;8.54;6.44;0.00;8.07;6.76;8.05;6.18;5.36;7.02;0.00;0.00;5.94;0.00;0.00;0.00;7.27;7.22;7.85
431800;4.799953643622122;6.75;0.00;0.00;7.31;0.00;5.64;0.00;6.67;7.05;7.67;5.50;7.55;5.35;3.85;7.06;4.60;4.26;4.50;0.00;5.93;0.00;0.00;5.63;0.00;0.00;5.35;5.39;6.43;7.07
351170;4.21133416373255;6.14;5.58;0.00;6.66;0.00;0.00;0.00;6.18;0.00;6.97;0.00;7.21;5.34;0.00;6.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.43;0.00;0.00;5.78;5.59;5.40;0.00
351310;4.529314835153137;6.26;0.00;0.00;6.96;0.00;5.00;0.00;6.78;7.00;7.30;0.00;7.41;6.32;0.00;6.99;0.00;6.76;0.00;0.00;0.00;0.00;4.83;0.00;0.00;0.00;6.31;5.97;6.56;0.00
352070;3.5996647787884166;5.88;0.00;0.00;6.40;0.00;0.00;0.00;5.92;5.46;6.59;0.00;6.70;5.53;4.92;6.35;5.98;0.00;5.32;0.00;5.61;0.00;0.00;4.82;0.00;0.00;5.45;6.18;5.65;0.00
430430;3.821579027912009;5.64;0.00;0.00;6.42;0.00;0.00;0.00;5.67;5.99;6.59;0.00;6.75;5.25;0.00;5.14;3.77;5.22;4.02;0.00;5.91;0.00;0.00;4.63;0.00;5.06;5.97;5.53;5.73;6.17
410302;3.4375920322539613;0.00;0.00;0.00;6.45;0.00;0.00;0.00;5.85;0.00;6.45;0.00;6.42;0.00;0.00;6.02;0.00;0.00;5.09;0.00;5.88;0.00;5.10;0.00;0.00;0.00;6.44;5.17;4.74;0.00
411900;3.831421817065022;0.00;0.00;0.00;6.46;0.00;0.00;0.00;5.87;0.00;6.62;0.00;6.55;4.33;0.00;6.20;0.00;5.22;5.02;0.00;5.86;0.00;0.00;0.00;0.00;0.00;6.05;5.20;0.00;0.00
431040;3.8249064713021124;5.73;0.00;0.00;6.53;0.00;0.00;0.00;5.44;6.02;6.64;0.00;6.55;4.89;0.00;5.50;4.51;4.91;3.23;0.00;5.47;0.00;3.55;4.00;0.00;0.00;5.75;4.24;5.99;6.17
355330;4.365244562017571;5.98;0.00;6.11;6.90;0.00;4.69;0.00;6.55;6.70;7.17;0.00;7.20;5.77;0.00;6.66;5.00;6.74;5.93;4.67;5.40;0.00;0.00;5.74;0.00;0.00;6.11;5.85;6.01;0.00
430595;3.6035773681514667;5.42;0.00;0.00;6.58;0.00;4.18;0.00;5.52;0.00;6.53;0.00;6.43;5.54;0.00;6.55;0.00;5.55;0.00;0.00;5.99;0.00;0.00;4.65;0.00;0.00;5.79;5.85;5.81;0.00
352360;4.2288621285305625;6.29;0.00;0.00;7.00;0.00;0.00;0.00;6.11;0.00;7.09;0.00;7.15;4.52;0.00;6.78;0.00;6.30;5.46;0.00;0.00;0.00;0.00;5.77;0.00;0.00;5.93;5.66;5.85;0.00
110004;4.937297178237691;6.73;5.60;0.00;7.37;0.00;0.00;0.00;6.47;0.00;7.59;0.00;7.55;5.78;0.00;7.13;4.94;7.13;6.86;0.00;6.40;0.00;0.00;4.71;5.25;0.00;6.73;6.43;6.42;0.00
412120;4.261429415559447;0.00;0.00;0.00;6.44;0.00;0.00;0.00;6.20;0.00;6.89;0.00;7.07;0.00;0.00;6.79;0.00;0.00;0.00;0.00;6.10;0.00;0.00;5.43;0.00;0.00;5.83;6.01;6.05;6.06
430583;3.1942367487238292;5.44;0.00;0.00;6.09;0.00;4.25;0.00;5.68;0.00;6.34;0.00;6.24;4.96;0.00;5.68;4.05;4.86;4.90;0.00;6.09;0.00;0.00;0.00;2.86;0.00;6.24;4.50;5.21;0.00
354410;4.6788005332544165;6.42;5.99;0.00;6.76;0.00;0.00;0.00;6.36;6.38;7.18;5.69;7.14;4.78;0.00;7.70;0.00;0.00;5.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.47;6.77;6.52
521410;3.5935075893317654;5.83;4.63;0.00;6.34;0.00;4.47;0.00;5.87;6.01;6.46;0.00;6.56;0.00;0.00;0.00;6.01;0.00;4.98;0.00;5.14;0.00;0.00;0.00;4.87;0.00;5.96;5.36;0.00;0.00
410345;4.212746764784071;0.00;0.00;0.00;6.70;0.00;4.22;0.00;6.36;6.24;7.08;0.00;7.03;5.61;0.00;6.77;0.00;0.00;5.39;0.00;5.92;0.00;4.48;0.00;0.00;0.00;6.37;6.04;6.16;6.20
312680;3.7803893284709527;5.69;5.14;0.00;6.36;0.00;0.00;0.00;5.70;5.63;6.38;0.00;6.64;5.63;0.00;5.50;0.00;0.00;4.64;0.00;5.50;0.00;0.00;0.00;4.56;0.00;5.73;0.00;5.18;0.00
352900;5.3623618206367984;7.09;0.00;0.00;7.92;0.00;6.50;0.00;7.17;7.75;8.28;5.65;8.15;6.72;5.92;7.69;0.00;7.79;6.56;0.00;6.19;0.00;5.86;0.00;0.00;0.00;0.00;6.50;7.25;7.59
354340;5.818264833166741;7.65;6.94;0.00;8.18;5.88;7.31;0.00;7.69;8.33;8.69;0.00;8.57;7.19;0.00;8.18;0.00;8.21;6.89;6.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.89;8.27;8.25
110033;4.430155711970019;0.00;6.14;0.00;6.92;0.00;0.00;0.00;6.31;5.90;7.04;0.00;7.26;5.21;0.00;5.69;0.00;0.00;4.26;0.00;5.07;0.00;0.00;0.00;0.00;5.51;6.31;4.84;5.47;0.00
354640;4.6661996308783635;0.00;0.00;0.00;7.11;5.37;0.00;0.00;6.61;6.22;7.62;0.00;7.47;6.21;0.00;6.96;6.43;0.00;6.19;0.00;6.46;0.00;0.00;0.00;0.00;6.02;5.42;6.08;6.00;0.00
353280;3.8103669536816254;5.47;0.00;0.00;6.39;0.00;0.00;0.00;5.93;5.80;6.74;3.99;6.71;4.94;0.00;6.20;0.00;6.02;4.48;0.00;5.14;0.00;0.00;0.00;0.00;0.00;5.87;5.41;5.92;0.00
430675;3.317854489331469;5.44;0.00;0.00;6.15;0.00;4.64;0.00;5.81;0.00;6.38;0.00;6.27;5.30;0.00;5.32;3.94;5.62;4.81;0.00;6.01;0.00;3.65;5.07;4.14;0.00;6.01;5.28;5.70;0.00
354515;3.887279634530023;5.91;0.00;5.39;6.46;0.00;0.00;0.00;6.10;0.00;6.74;0.00;6.81;5.31;0.00;6.52;0.00;6.15;3.65;0.00;5.69;0.00;0.00;0.00;0.00;0.00;3.15;5.45;0.00;0.00
150470;4.881361828602579;6.41;0.00;0.00;7.28;0.00;4.85;0.00;6.56;5.68;7.32;0.00;7.94;6.02;5.16;5.58;0.00;6.55;5.66;0.00;5.67;0.00;0.00;0.00;0.00;5.14;0.00;5.57;0.00;0.00
410322;3.527372082827612;5.64;0.00;0.00;6.34;0.00;0.00;0.00;5.76;0.00;6.46;0.00;6.35;4.82;0.00;6.18;0.00;0.00;0.00;4.28;5.65;0.00;5.55;4.85;0.00;0.00;6.26;4.67;5.91;0.00
431545;3.342422680822206;5.52;0.00;0.00;6.17;0.00;4.43;0.00;5.75;0.00;6.41;0.00;6.22;4.92;0.00;5.24;4.30;5.28;5.04;0.00;6.27;0.00;4.28;4.22;3.85;0.00;6.30;4.75;5.08;0.00
330420;5.094527027793108;7.18;6.48;0.00;7.89;0.00;6.41;0.00;6.87;7.25;8.11;6.31;7.98;6.72;0.00;7.56;4.55;6.95;6.57;3.69;5.54;0.00;3.83;5.04;0.00;6.53;6.37;6.50;7.06;7.25
355690;3.8937617620579434;5.88;0.00;0.00;6.51;0.00;5.75;0.00;5.81;5.64;6.82;0.00;6.86;4.65;0.00;6.14;0.00;5.58;3.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.66;5.49;5.52;0.00
410442;4.197032318918001;0.00;0.00;4.82;6.66;0.00;5.50;0.00;6.33;4.94;6.94;0.00;7.10;5.95;0.00;5.87;5.03;0.00;6.01;0.00;6.40;0.00;5.43;0.00;0.00;5.57;7.08;5.67;6.12;0.00
352940;5.652029623323267;7.41;6.62;0.00;7.76;0.00;7.16;0.00;7.16;0.00;8.42;7.10;8.16;6.09;6.84;8.00;6.82;7.82;6.32;0.00;0.00;0.00;5.58;0.00;6.51;0.00;0.00;6.44;7.92;5.81
520940;3.6268534146667255;5.78;0.00;0.00;6.44;0.00;0.00;0.00;6.00;5.77;6.44;0.00;6.55;0.00;0.00;5.69;0.00;4.64;5.57;0.00;4.80;0.00;0.00;0.00;0.00;4.98;6.00;4.85;0.00;0.00
430260;3.569490954348783;5.72;0.00;0.00;6.56;0.00;3.20;0.00;5.21;0.00;6.45;4.46;6.42;4.38;0.00;5.80;4.87;5.63;0.00;0.00;5.66;0.00;0.00;0.00;0.00;0.00;5.73;4.89;0.00;0.00
432100;4.033262875884479;5.75;0.00;0.00;6.44;0.00;5.45;0.00;6.01;6.30;6.87;0.00;6.81;6.18;0.00;6.59;4.81;0.00;5.11;0.00;4.44;0.00;4.64;4.74;0.00;3.55;5.86;5.75;6.04;6.35
350640;3.880927865267085;5.74;0.00;0.00;6.38;0.00;0.00;0.00;6.10;6.35;6.81;0.00;6.75;4.69;0.00;6.32;0.00;5.62;3.02;0.00;5.64;0.00;0.00;0.00;0.00;0.00;6.40;5.55;5.87;0.00
411680;3.834611420722687;0.00;0.00;5.10;6.45;4.35;0.00;0.00;5.72;5.14;6.54;0.00;6.66;0.00;0.00;6.14;0.00;0.00;5.32;0.00;5.33;0.00;0.00;0.00;0.00;0.00;6.11;4.83;0.00;0.00
350550;5.073795307106442;6.89;0.00;0.00;7.75;0.00;6.33;0.00;7.58;7.46;7.95;0.00;7.96;6.55;4.83;7.48;3.09;7.25;6.53;0.00;0.00;0.00;6.15;0.00;0.00;0.00;7.12;6.81;5.17;7.28
432162;3.3780343224573315;5.55;0.00;0.00;6.20;0.00;0.00;0.00;5.52;4.72;6.31;0.00;6.32;4.98;0.00;5.54;4.47;0.00;5.38;0.00;6.38;0.00;5.41;0.00;0.00;5.15;5.99;4.79;0.00;0.00
350370;3.963173716375252;6.28;0.00;0.00;6.63;0.00;0.00;0.00;6.35;5.90;7.04;0.00;6.96;6.06;0.00;6.34;0.00;5.86;5.11;0.00;5.26;0.00;0.00;0.00;0.00;0.00;6.02;5.54;6.03;0.00
354080;4.218981648784926;5.91;5.08;0.00;6.90;0.00;6.07;0.00;6.05;6.39;6.98;0.00;7.17;6.31;0.00;6.61;0.00;6.16;5.06;0.00;5.61;0.00;0.00;0.00;0.00;0.00;5.65;5.40;5.71;6.35
350610;4.889626601332881;6.64;0.00;6.14;7.16;0.00;6.64;0.00;6.95;7.09;7.75;0.00;7.75;5.95;0.00;7.28;5.68;7.25;5.36;0.00;5.99;0.00;0.00;0.00;0.00;0.00;5.15;6.47;6.77;0.00
431160;3.7626035495668035;0.00;4.47;0.00;6.28;0.00;0.00;0.00;5.59;6.24;6.56;0.00;6.57;5.32;0.00;4.68;0.00;5.23;4.62;0.00;6.12;0.00;5.67;3.23;5.00;4.86;6.50;5.75;5.62;0.00
260550;4.075692918201804;5.95;0.00;0.00;6.50;0.00;4.68;0.00;6.00;6.44;6.74;0.00;6.93;5.96;3.56;6.12;0.00;0.00;0.00;0.00;4.94;0.00;0.00;0.00;0.00;5.44;0.00;4.37;5.49;0.00
521040;4.590875257904016;6.49;0.00;0.00;6.95;0.00;5.87;0.00;6.91;6.55;7.29;5.45;7.37;5.77;0.00;6.85;4.45;0.00;5.47;0.00;5.80;0.00;0.00;5.09;0.00;5.75;6.05;5.67;0.00;0.00
110060;3.8005796215691303;5.92;0.00;0.00;6.74;0.00;0.00;0.00;5.83;5.61;6.68;0.00;6.80;4.94;0.00;0.00;0.00;0.00;0.00;0.00;5.50;0.00;0.00;0.00;0.00;3.97;5.78;4.46;0.00;0.00
314560;4.616738006783775;6.28;0.00;0.00;6.93;0.00;5.15;0.00;6.51;6.86;7.31;0.00;7.19;6.07;0.00;7.15;0.00;7.03;5.15;0.00;6.12;0.00;4.90;5.22;0.00;0.00;0.00;5.30;6.12;6.40
420980;3.5129510799724906;5.77;0.00;0.00;6.15;0.00;0.00;0.00;5.73;5.83;6.36;0.00;6.41;4.80;0.00;5.20;0.00;0.00;0.00;0.00;5.65;0.00;0.00;0.00;0.00;0.00;6.19;5.58;5.12;5.80
314860;4.250834579996684;5.34;5.19;0.00;6.67;0.00;0.00;0.00;6.02;6.06;6.79;0.00;6.86;5.43;0.00;6.50;0.00;5.08;4.62;0.00;5.64;0.00;3.89;0.00;0.00;0.00;5.65;5.77;5.29;0.00
311850;3.2555137128195333;5.73;4.54;0.00;6.09;0.00;4.34;0.00;5.46;5.76;6.33;0.00;6.23;5.48;0.00;5.96;4.61;5.49;0.00;0.00;4.93;0.00;0.00;4.64;0.00;5.09;5.86;4.77;4.84;0.00
410510;4.054842779228683;0.00;0.00;0.00;6.66;0.00;0.00;0.00;5.52;0.00;6.78;0.00;6.75;5.59;2.80;6.52;0.00;0.00;4.07;0.00;6.16;0.00;5.58;5.26;3.16;0.00;0.00;5.56;5.51;0.00
411725;4.029789470831855;6.11;0.00;0.00;6.55;0.00;0.00;0.00;6.08;5.67;6.84;0.00;7.02;4.78;0.00;6.71;0.00;0.00;0.00;0.00;6.31;0.00;5.30;0.00;0.00;0.00;6.70;5.16;5.97;6.15
292935;3.789439684567179;5.76;0.00;0.00;6.38;0.00;0.00;0.00;5.78;4.55;6.43;0.00;6.67;5.24;0.00;5.99;0.00;5.17;0.00;0.00;4.64;0.00;0.00;0.00;0.00;0.00;0.00;5.26;5.14;0.00
353600;4.0457140589408676;5.91;0.00;0.00;6.66;0.00;0.00;0.00;5.95;6.05;6.83;0.00;6.82;5.56;0.00;6.70;0.00;0.00;4.42;0.00;5.86;0.00;0.00;0.00;0.00;0.00;5.54;5.27;5.23;0.00
353500;4.08170727009735;6.11;0.00;0.00;6.70;0.00;0.00;0.00;5.94;0.00;6.97;0.00;7.06;5.84;0.00;6.33;0.00;0.00;0.00;0.00;5.46;0.00;0.00;0.00;0.00;0.00;6.27;5.56;5.49;0.00
352820;3.574147064150723;5.81;0.00;0.00;6.34;0.00;4.65;0.00;5.92;5.30;6.58;3.97;6.53;0.00;0.00;6.23;3.90;0.00;0.00;0.00;5.04;0.00;0.00;0.00;0.00;0.00;6.04;5.74;5.45;0.00
411530;3.8167714123333463;5.71;0.00;0.00;6.42;0.00;0.00;0.00;5.72;6.08;6.62;0.00;6.56;4.80;0.00;6.35;4.66;0.00;4.08;0.00;5.86;0.00;5.34;3.91;4.14;0.00;6.48;5.74;5.69;5.85
430280;4.539891204534791;6.40;0.00;4.20;7.09;0.00;4.81;0.00;6.34;6.99;7.14;0.00;7.23;5.18;0.00;6.38;4.52;4.94;5.04;0.00;5.80;0.00;0.00;5.30;4.18;0.00;5.62;5.70;5.19;7.01
353140;4.372525382451559;6.24;0.00;0.00;6.74;0.00;0.00;0.00;6.42;6.14;7.11;0.00;7.24;6.16;0.00;6.65;0.00;6.41;5.11;0.00;5.36;0.00;0.00;0.00;0.00;0.00;5.93;6.01;6.31;0.00
432253;4.06475739942968;5.87;0.00;0.00;6.69;0.00;4.59;0.00;5.71;0.00;6.67;0.00;6.80;5.09;4.81;3.14;0.00;5.78;4.77;0.00;5.92;0.00;0.00;4.45;0.00;5.15;6.17;4.62;6.06;6.15
420850;4.376157057783254;6.13;4.95;4.43;6.68;0.00;5.78;0.00;6.18;0.00;7.03;0.00;7.18;5.33;0.00;6.91;0.00;5.23;3.74;0.00;6.20;0.00;0.00;6.48;0.00;0.00;6.45;5.27;6.19;0.00
412560;4.645215881309136;0.00;0.00;0.00;6.98;0.00;5.23;0.00;6.58;6.57;7.33;0.00;7.35;5.37;0.00;6.92;0.00;0.00;5.46;0.00;6.91;0.00;0.00;5.58;0.00;0.00;5.05;5.86;5.76;6.56
412665;3.522313795156667;0.00;0.00;0.00;6.36;0.00;0.00;0.00;6.00;0.00;6.50;0.00;6.35;4.74;0.00;6.15;0.00;4.74;0.00;0.00;5.90;0.00;0.00;3.41;0.00;0.00;6.47;5.29;5.59;0.00
421917;3.6732974397596356;5.94;0.00;0.00;6.34;0.00;4.62;0.00;5.76;0.00;6.73;0.00;6.65;5.30;0.00;6.23;5.17;0.00;0.00;0.00;6.19;0.00;0.00;0.00;4.15;0.00;6.49;5.70;5.64;0.00
313860;4.2249472187770865;5.88;0.00;0.00;6.64;0.00;4.98;0.00;6.03;5.94;6.94;0.00;6.86;5.54;0.00;6.19;4.66;6.48;5.35;0.00;5.89;0.00;0.00;4.80;0.00;0.00;5.81;5.57;5.78;0.00
410260;4.0080463061583504;0.00;0.00;0.00;6.48;0.00;0.00;0.00;6.19;0.00;6.84;0.00;6.68;4.78;0.00;6.31;0.00;4.54;3.84;0.00;6.12;0.00;4.85;5.57;5.00;0.00;6.09;5.54;0.00;5.93
412010;3.6771505212734326;0.00;0.00;0.00;6.27;0.00;0.00;0.00;6.00;0.00;6.60;0.00;6.49;5.40;0.00;6.14;0.00;0.00;0.00;0.00;5.22;0.00;0.00;0.00;0.00;0.00;6.00;4.63;5.01;0.00
150195;4.483301952358167;0.00;5.44;0.00;6.47;0.00;0.00;0.00;6.36;0.00;6.87;0.00;7.31;5.63;0.00;6.64;0.00;5.43;5.51;0.00;5.32;0.00;0.00;0.00;0.00;5.38;6.45;4.35;0.00;0.00
110034;4.236234863090562;6.02;0.00;5.27;6.69;0.00;0.00;0.00;5.78;5.84;6.87;0.00;7.00;0.00;5.49;6.02;0.00;5.68;4.84;0.00;5.74;0.00;0.00;2.83;0.00;5.57;6.47;4.34;4.80;6.29
351970;4.8799269556700935;6.69;0.00;6.09;7.36;0.00;6.67;0.00;6.02;0.00;7.64;0.00;7.63;5.44;0.00;7.01;5.29;0.00;6.23;0.00;5.89;0.00;0.00;6.08;0.00;0.00;0.00;6.34;6.59;0.00
351100;4.292699003043929;6.58;0.00;0.00;6.95;0.00;0.00;0.00;6.49;6.06;7.37;0.00;7.40;5.67;0.00;6.83;0.00;6.50;5.40;0.00;6.11;0.00;4.30;5.24;0.00;0.00;6.01;5.86;0.00;0.00
353880;4.471277038700218;6.17;5.51;0.00;6.85;0.00;5.62;0.00;6.57;6.52;7.34;0.00;7.32;5.71;0.00;6.75;0.00;0.00;5.51;0.00;6.53;0.00;0.00;6.34;0.00;0.00;0.00;6.13;5.83;0.00
431990;4.898461893020106;6.63;0.00;0.00;7.21;0.00;5.56;0.00;6.33;6.85;7.44;0.00;7.74;6.20;3.85;7.46;5.33;5.03;5.72;0.00;5.27;0.00;5.69;6.51;0.00;6.38;5.91;5.87;6.56;6.89
355680;4.262712062631726;6.02;0.00;0.00;6.68;0.00;0.00;0.00;6.22;6.26;7.03;0.00;7.16;5.90;0.00;6.43;0.00;6.23;0.00;0.00;4.41;0.00;3.37;4.62;0.00;0.00;5.47;5.59;5.95;0.00
430540;3.61066016308988;5.60;5.29;0.00;6.27;0.00;3.48;0.00;5.58;0.00;6.53;0.00;6.56;4.51;4.86;6.42;4.69;3.77;5.21;0.00;5.83;0.00;0.00;5.10;0.00;5.13;5.97;4.47;5.70;0.00
432210;3.778729923996112;5.63;0.00;0.00;6.66;0.00;2.22;0.00;5.54;6.20;6.64;0.00;6.46;4.76;0.00;5.33;4.32;0.00;2.18;0.00;6.09;0.00;5.11;0.00;3.95;0.00;5.97;5.05;1.89;0.00
293330;5.531733032688895;7.05;6.35;0.00;7.55;4.75;5.85;0.00;7.17;0.00;8.28;4.88;8.21;6.03;4.92;7.79;6.43;0.00;6.61;0.00;6.77;0.00;0.00;6.40;0.00;0.00;6.92;6.24;7.38;0.00
351270;3.6049816296074315;5.77;0.00;0.00;6.25;0.00;0.00;0.00;5.89;0.00;6.72;0.00;6.81;4.00;0.00;6.65;0.00;5.92;4.20;0.00;5.22;0.00;0.00;3.60;0.00;0.00;0.00;5.84;5.73;0.00
353900;4.047936516138079;5.87;0.00;0.00;6.56;0.00;0.00;0.00;6.19;0.00;6.95;0.00;6.91;4.82;0.00;6.33;6.05;5.60;4.86;0.00;4.90;0.00;0.00;0.00;0.00;0.00;5.87;5.57;5.66;0.00
410305;3.9029813997975027;0.00;0.00;0.00;6.54;0.00;0.00;0.00;5.96;0.00;6.73;0.00;6.75;3.81;0.00;6.51;0.00;0.00;0.00;0.00;5.94;0.00;4.85;5.17;0.00;0.00;6.14;4.89;6.16;0.00
313050;4.0842544591112295;5.78;0.00;0.00;6.71;0.00;0.00;0.00;5.81;0.00;6.86;0.00;6.90;5.75;0.00;5.05;0.00;5.66;4.15;0.00;4.98;0.00;0.00;4.28;4.26;0.00;5.64;4.28;5.24;0.00
520880;4.586666055598009;6.38;4.05;0.00;6.77;0.00;5.60;0.00;6.45;6.57;7.22;0.00;7.42;3.29;0.00;6.90;5.39;0.00;5.74;0.00;4.80;0.00;0.00;0.00;4.86;0.00;6.54;5.77;6.42;0.00
521190;4.9772204466353855;6.91;0.00;0.00;7.34;0.00;6.20;0.00;6.80;7.38;7.92;0.00;7.84;6.15;0.00;7.46;5.69;5.72;6.48;5.25;6.48;0.00;5.54;6.06;0.00;6.25;6.86;5.94;7.05;0.00
352570;4.546505648166498;6.32;0.00;0.00;7.03;0.00;6.03;0.00;6.53;0.00;7.32;0.00;7.40;6.16;0.00;6.74;0.00;6.87;0.00;0.00;3.72;0.00;0.00;5.12;0.00;0.00;6.55;5.46;5.93;0.00
353730;4.790468134504561;6.41;5.87;0.00;7.21;0.00;5.39;0.00;6.51;6.24;7.69;0.00;7.59;6.18;0.00;7.02;0.00;0.00;0.00;0.00;6.28;0.00;5.75;0.00;0.00;0.00;5.80;6.31;6.47;0.00
351110;5.075010148344404;6.93;0.00;0.00;7.59;0.00;0.00;0.00;7.04;7.47;7.80;6.00;7.92;6.48;0.00;7.65;5.71;7.43;7.17;0.00;5.77;0.00;0.00;6.41;3.92;0.00;0.00;6.75;7.07;7.44
521180;4.6632107722565115;6.37;3.19;0.00;6.92;0.00;5.97;0.00;6.31;6.98;7.20;0.00;7.35;5.55;0.00;6.96;0.00;0.00;5.33;4.59;5.75;0.00;5.20;0.00;2.78;0.00;6.21;5.72;6.35;0.00
410910;3.359835482339888;0.00;4.98;0.00;6.31;4.50;0.00;0.00;5.25;0.00;6.52;0.00;6.52;5.15;0.00;6.00;4.95;0.00;0.00;0.00;5.43;0.00;5.64;0.00;0.00;0.00;6.04;5.06;5.65;0.00
412340;4.052963128755503;0.00;5.36;0.00;6.53;4.66;0.00;0.00;6.12;0.00;6.83;4.97;6.76;5.57;0.00;6.38;0.00;0.00;5.14;0.00;5.45;0.00;5.35;0.00;0.00;0.00;6.07;5.01;6.00;0.00
355090;4.177276711258586;5.94;0.00;0.00;6.94;0.00;0.00;0.00;5.98;0.00;7.18;0.00;7.20;5.80;0.00;6.80;3.88;6.17;5.14;0.00;4.77;0.00;0.00;4.60;0.00;0.00;5.99;5.93;6.34;0.00
352150;3.8876735524544475;5.96;0.00;0.00;6.46;0.00;0.00;0.00;5.94;5.47;6.76;0.00;6.74;5.45;0.00;6.04;0.00;0.00;2.60;0.00;5.23;0.00;0.00;0.00;0.00;0.00;6.14;5.43;5.46;0.00
353420;3.8041394323353503;5.89;0.00;0.00;6.53;0.00;0.00;0.00;5.88;6.34;6.93;0.00;6.94;5.77;0.00;6.42;0.00;0.00;0.00;0.00;5.47;0.00;0.00;0.00;0.00;0.00;5.89;5.60;0.00;0.00
353720;4.036628895362161;6.04;0.00;0.00;6.59;0.00;0.00;0.00;6.24;0.00;6.91;0.00;6.99;4.95;0.00;6.60;0.00;0.00;0.00;0.00;5.47;0.00;0.00;0.00;0.00;0.00;0.00;5.10;0.00;0.00
353110;4.712481337801918;6.67;0.00;0.00;7.18;0.00;0.00;0.00;6.50;0.00;7.49;0.00;7.83;5.91;0.00;7.14;5.22;6.93;5.02;0.00;5.08;0.00;0.00;6.67;0.00;0.00;5.92;6.05;6.93;0.00
350120;3.5891673905460477;5.83;0.00;0.00;6.40;0.00;0.00;0.00;6.06;0.00;6.57;0.00;6.59;4.87;0.00;6.24;0.00;0.00;0.00;0.00;5.52;0.00;4.69;0.00;0.00;0.00;5.87;5.74;5.44;0.00
420785;3.3109056293761414;5.62;0.00;0.00;6.21;0.00;4.21;0.00;5.66;0.00;6.27;0.00;6.26;4.33;0.00;6.17;0.00;5.19;0.00;0.00;5.90;0.00;0.00;0.00;0.00;0.00;6.26;5.73;5.36;0.00
355370;4.751263703196734;6.27;5.83;0.00;7.06;0.00;6.11;0.00;6.65;7.10;7.63;0.00;7.58;5.97;0.00;7.14;0.00;7.30;5.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.08;6.82;0.00
293077;4.371271101487585;6.30;0.00;5.57;7.22;0.00;0.00;0.00;6.07;0.00;6.66;3.41;7.08;4.89;0.00;6.32;0.00;5.80;0.00;0.00;5.79;0.00;0.00;5.52;0.00;0.00;0.00;5.09;5.72;0.00
353620;4.285917196728309;6.03;0.00;0.00;6.71;0.00;0.00;0.00;6.33;0.00;6.96;0.00;7.15;4.57;0.00;6.88;0.00;0.00;4.77;0.00;5.47;0.00;0.00;3.28;0.00;0.00;5.35;4.86;5.87;0.00
110092;3.9950645341561417;6.08;0.00;3.54;6.81;0.00;0.00;0.00;5.64;0.00;6.85;0.00;7.05;0.00;0.00;4.99;0.00;4.23;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;6.22;4.11;6.09;0.00
