#Codigo;Cidade;População;Despesas (Exceto Intraorçamentárias);Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);LOF_2013_REL_NOR;LOF_2013_SUA_NOR
210055;Amapá do Maranhão - MA;6669.0;15855322.15;0.00;0.00;0.00;2342870.46;0.00;0.00;0.00;520386.48;0.00;2497035.73;70705.75;6004417.19;289608.60;0.00;129642.41;0.00;604825.85;0.00;0.00;15200.00;0.00;0.00;0.00;0.00;78076.80;3249702.88;2850.00;50000.00;0.00;1.55;1.10
270610;Ouro Branco - AL;11409.0;22211387.97;754858.36;0.00;0.00;3385018.28;0.00;0.00;0.00;741530.76;1020228.88;2623872.06;0.00;8091799.08;523707.43;0.00;2770009.87;0.00;146475.35;0.00;0.00;1748774.33;0.00;0.00;0.00;0.00;0.00;62546.63;102237.65;240329.29;0.00;1.39;0.98
291920;Lauro de Freitas - BA;184383.0;339513595.44;13074259.84;43366.65;0.00;126626163.34;0.00;764583.31;0.00;7147881.86;0.00;33409462.65;104687.09;84325571.84;1990832.84;135349.80;41837250.42;1207183.59;2391859.12;19080.61;0.00;0.00;0.00;55704.90;0.00;0.00;5628928.46;1316266.62;954158.30;18481004.20;0.00;1.45;1.20
270500;Mata Grande - AL;25349.0;51546398.77;1272532.91;0.00;0.00;3141309.91;0.00;0.00;0.00;2890687.22;2901625.63;9327149.93;0.00;24596334.33;489644.68;0.00;5037753.48;0.00;1047699.45;0.00;0.00;701157.54;0.00;0.00;0.00;0.00;0.00;0.00;4534.50;135969.19;1178410.97;1.28;1.15
291080;Feira de Santana - BA;606139.0;727846830.41;15143847.39;2000.00;0.00;71579578.98;0.00;318798.89;0.00;13164946.00;56687934.37;257610561.03;0.00;191200539.95;3618247.73;4177244.64;75392368.02;845280.74;0.00;445122.27;0.00;1344531.19;0.00;0.00;946510.98;5356394.65;0.00;7777837.51;8177404.90;14057681.17;0.00;1.34;1.22
315630;Rodeiro - MG;7429.0;12734883.31;531558.84;0.00;0.00;2085096.37;0.00;32546.53;0.00;535668.77;869579.56;3581600.96;0.00;2565296.95;108904.58;0.00;979403.76;29931.42;163223.32;419873.44;0.00;170517.72;0.00;65400.00;0.00;51119.26;0.00;468818.63;76343.20;0.00;0.00;1.33;1.08
240890;Parelhas - RN;21288.0;30920013.40;1191000.00;0.00;0.00;6018550.14;0.00;0.00;0.00;1508985.37;0.00;8423134.70;0.00;10347198.96;1854.39;40.00;1558446.87;0.00;70238.69;0.00;2070.00;17769.07;0.00;0.00;653157.15;0.00;0.00;253115.42;584445.10;290007.54;0.00;1.23;1.46
510627;Novo Horizonte do Norte - MT;3815.0;10297789.88;467373.80;0.00;0.00;2234837.74;0.00;0.00;0.00;333570.92;309518.60;2971974.60;0.00;2153760.02;233872.56;0.00;627751.71;0.00;0.00;0.00;0.00;171798.01;0.00;0.00;0.00;0.00;10822.49;630942.15;52889.53;98677.75;0.00;1.23;1.04
270220;Coqueiro Seco - AL;5817.0;13913619.74;611717.01;0.00;0.00;4089371.44;0.00;0.00;0.00;748953.21;72895.16;2858084.49;0.00;4265909.48;84755.80;0.00;324725.74;637489.74;700.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96423.98;57587.47;65006.22;0.00;1.60;1.20
221150;Vera Mendes - PI;3020.0;8992885.53;364341.53;0.00;0.00;1574748.38;0.00;0.00;0.00;360747.00;404885.30;1448158.64;66962.45;3274730.26;53000.00;7839.00;121661.68;1878.00;772937.66;14100.00;0.00;25447.00;0.00;0.00;0.00;71894.20;108468.56;301515.97;19569.90;0.00;0.00;1.65;1.19
251130;Piancó - PB;15870.0;36310149.17;907001.48;0.00;790416.79;1957218.49;0.00;0.00;0.00;990795.26;0.00;18619631.32;0.00;9901267.84;229218.32;0.00;1488047.70;0.00;0.00;950.00;0.00;250151.34;0.00;0.00;33300.00;0.00;600624.40;0.00;21646.39;519879.84;0.00;1.67;1.10
316650;Serra Azul de Minas - MG;4353.0;9785452.64;477595.27;0.00;0.00;1080948.26;15409.79;25769.20;0.00;420665.27;63357.20;2162757.45;0.00;2602677.32;347555.32;0.00;1006438.82;0.00;12051.72;0.00;0.00;261014.31;0.00;0.00;0.00;13289.27;0.00;99521.97;243152.98;953248.49;0.00;1.53;1.00
355620;Valinhos - SP;116308.0;345574691.76;14089090.84;0.00;0.00;55859504.95;0.00;7987831.57;0.00;9238521.96;9684159.39;76580289.58;2218222.23;90905393.58;3857171.73;0.00;22032774.75;0.00;32950217.93;0.00;0.00;0.00;0.00;0.00;994914.30;0.00;0.00;5288842.38;5359980.33;8527776.24;13277140.60;1.19;1.29
270644;Paripueira - AL;12474.0;19189191.52;737095.92;94023.23;0.00;2374696.07;0.00;0.00;0.00;689803.13;0.00;4197446.96;16225.00;7434357.60;1034754.28;0.00;1916148.99;0.00;0.00;100154.75;0.00;100209.77;0.00;0.00;0.00;16400.00;168187.74;265780.00;43908.08;0.00;0.00;1.26;1.14
280067;Boquim - SE;26529.0;27450539.26;0.00;456356.50;0.00;5071292.00;0.00;0.00;0.00;870025.84;0.00;0.00;0.00;17098827.18;387500.00;0.00;3085730.14;0.00;0.00;0.00;0.00;328903.69;0.00;0.00;0.00;0.00;0.00;137903.91;14000.00;0.00;0.00;1.50;2.19
313010;Igarapé - MG;38285.0;61924340.91;2004363.35;674916.04;0.00;10639267.75;0.00;28911.59;0.00;3912987.42;0.00;15184644.10;0.00;18540796.51;1034900.28;0.00;4339966.84;0.00;5081.04;2050200.62;0.00;74366.71;0.00;0.00;0.00;0.00;0.00;145379.91;901345.66;2387213.09;0.00;1.35;1.13
280100;Campo do Brito - SE;17594.0;28569384.25;954220.21;848466.86;0.00;3916581.04;0.00;0.00;0.00;962624.05;0.00;6144596.16;0.00;11205264.59;917508.33;0.00;2136489.23;0.00;0.00;0.00;0.00;334610.25;0.00;0.00;0.00;203582.93;0.00;942975.80;2464.80;0.00;0.00;1.47;1.18
230730;Juazeiro do Norte - CE;261289.0;312478982.40;8965801.76;0.00;2299975.98;22493723.16;0.00;10868558.67;0.00;13916468.96;19095060.10;81512194.64;0.00;103797762.45;3533461.06;0.00;27503550.27;2845849.59;6513920.47;309343.48;0.00;17499.00;0.00;0.00;2226305.54;0.00;0.00;0.00;3709265.98;2870241.29;0.00;1.39;1.13
311280;Capitólio - MG;8535.0;21929123.84;350637.96;0.00;0.00;4666982.71;0.00;51998.45;0.00;874514.32;82246.54;6491838.91;261901.21;4642250.04;566211.23;0.00;1540486.37;0.00;85642.33;11047.84;0.00;170166.33;0.00;0.00;150220.01;0.00;0.00;1111126.55;652786.69;219066.35;0.00;1.42;1.06
291685;Itatim - BA;14700.0;29441692.10;942844.35;0.00;0.00;2932764.75;0.00;0.00;0.00;687604.26;0.00;6751548.69;0.00;13800670.81;0.00;0.00;1304466.17;0.00;0.00;1794482.07;0.00;51549.38;0.00;198000.00;0.00;0.00;0.00;88066.86;889694.76;0.00;0.00;1.40;1.16
421545;Sangão - SC;11294.0;21946693.86;833565.64;0.00;0.00;3564418.75;0.00;0.00;0.00;637992.49;0.00;5556665.05;0.00;5801524.91;15870.00;0.00;2584785.55;0.00;308405.06;97240.85;0.00;792396.76;0.00;0.00;0.00;0.00;0.00;1367064.04;201259.43;185505.33;0.00;1.15;0.98
171575;Palmeirópolis - TO;7600.0;13112616.15;508035.98;0.00;0.00;2151447.22;0.00;0.00;0.00;595038.58;0.00;3772662.41;0.00;3647208.85;229909.96;0.00;667985.54;0.00;18996.20;151009.25;727.50;323420.02;0.00;0.00;2126.73;0.00;0.00;651453.02;284295.05;108299.84;0.00;1.15;1.36
291992;Madre de Deus - BA;19600.0;128540691.35;6294416.28;0.00;0.00;32669694.08;0.00;0.00;0.00;5476910.08;0.00;25533909.92;1500.00;25885978.17;7885487.01;0.00;15918811.25;0.00;0.00;905007.61;0.00;0.00;0.00;0.00;147398.89;0.00;0.00;15.40;2428576.39;5392986.27;0.00;2.05;1.23
110015;Ouro Preto do Oeste - RO;40099.0;65299959.00;2502645.91;0.00;0.00;12911109.53;0.00;0.00;0.00;1524784.77;2784351.83;16856092.80;0.00;21001887.50;810577.36;0.00;790942.15;144518.44;0.00;3414.93;0.00;441791.43;0.00;0.00;0.00;0.00;485577.81;1600487.11;785980.77;2655796.66;0.00;1.14;1.10
210300;Caxias - MA;159396.0;382638010.32;6290557.04;836789.78;0.00;61326910.05;48000.00;2499739.37;0.00;9576217.36;9375799.48;117130029.88;321462.59;104807283.75;5711595.10;1452391.15;13587861.26;807469.11;12081425.40;494967.97;0.00;1724234.05;0.00;238021.05;0.00;0.00;12513637.47;16306328.34;1910769.46;3596520.66;0.00;1.45;1.25
316980;Turvolândia - MG;4897.0;10084194.51;447404.75;0.00;0.00;1277266.35;0.00;33166.64;0.00;464804.16;0.00;2343795.34;0.00;2887526.71;145457.05;0.00;573441.04;0.00;426332.62;0.00;0.00;14101.81;0.00;0.00;0.00;0.00;0.00;800984.23;47299.23;622614.58;0.00;1.12;1.00
431912;São Martinho da Serra - RS;3303.0;9695798.60;493992.63;0.00;0.00;2638281.45;0.00;0.00;0.00;580530.32;0.00;2733529.49;0.00;2146810.17;613.00;0.00;160260.49;0.00;244845.51;0.00;0.00;575991.92;0.00;0.00;0.00;0.00;0.00;36536.57;84407.05;0.00;0.00;1.28;1.05
280530;Pirambu - SE;8877.0;34268876.30;662831.88;0.00;520636.17;7562955.09;0.00;0.00;0.00;1646360.93;0.00;4297421.47;580.00;9990734.30;2585560.42;0.00;6380682.38;0.00;0.00;0.00;0.00;283442.25;0.00;0.00;1980.00;0.00;0.00;0.00;335691.41;0.00;0.00;2.09;1.21
500710;Ribas do Rio Pardo - MS;22429.0;63037197.60;3639355.81;0.00;0.00;8922113.65;0.00;0.00;0.00;3709168.50;0.00;12696302.18;0.00;25670343.49;0.00;0.00;6649639.60;0.00;0.00;314.55;0.00;275949.93;0.00;0.00;0.00;0.00;272984.65;1195448.24;5577.00;0.00;0.00;1.31;1.16
260670;Ibirajuba - PE;7714.0;17357826.45;532067.57;0.00;0.00;1881154.76;0.00;0.00;0.00;853384.30;1259882.14;3348076.32;0.00;6427947.22;635258.82;0.00;995507.72;0.00;164606.06;0.00;0.00;283705.64;0.00;0.00;0.00;0.00;0.00;893891.60;0.00;82344.30;0.00;1.17;1.13
354760;Santa Rosa de Viterbo - SP;25246.0;52769867.57;1188086.77;0.00;0.00;7893685.99;0.00;0.00;0.00;1701628.71;0.00;12648282.06;0.00;14816671.72;575991.86;0.00;11329644.45;6153.40;0.00;442780.99;0.00;19995.68;0.00;0.00;0.00;0.00;0.00;22864.99;781044.05;1343036.90;0.00;1.18;1.07
351510;Embu-Guaçu - SP;66273.0;114042418.49;3203674.88;0.00;711512.58;7219891.58;0.00;2881478.32;0.00;2961413.04;0.00;28972394.82;89879.22;44991784.79;1391441.02;0.00;17628562.77;0.00;650609.39;358069.58;0.00;219710.75;0.00;0.00;227498.30;0.00;0.00;721666.70;1247305.07;565525.68;0.00;1.31;1.07
431478;Ponte Preta - RS;1757.0;7752353.32;298460.73;0.00;0.00;1284400.58;0.00;0.00;0.00;348853.43;0.00;1814121.39;8000.00;1409474.22;69348.90;0.00;635842.71;8800.00;79594.29;53013.14;0.00;636972.96;0.00;172286.85;14613.98;0.00;0.00;633985.62;57591.98;226992.54;0.00;1.42;1.08
211105;São João do Paraíso - MA;10917.0;20925519.02;0.00;0.00;0.00;2430626.49;0.00;0.00;0.00;878227.89;0.00;5968630.12;0.00;8796640.07;218384.00;0.00;2389172.45;0.00;0.00;0.00;0.00;243838.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.12;1.05
312090;Curvelo - MG;77824.0;115263719.57;3966166.04;0.00;0.00;20208616.92;0.00;0.00;0.00;4425138.22;0.00;45043083.13;0.00;27309532.25;495186.25;0.00;6046684.53;0.00;270131.67;12518.01;0.00;174721.06;0.00;0.00;1075551.42;0.00;0.00;3778901.76;204736.31;2252752.00;0.00;1.09;1.09
432180;Três de Maio - RS;24471.0;39497817.36;1065631.70;0.00;0.00;4157665.02;0.00;276436.14;0.00;1750705.00;2756471.36;9735643.55;0.00;10212945.93;392284.11;218797.79;4159272.30;75476.35;336066.88;173668.44;0.00;809666.79;0.00;408278.19;5184.00;0.00;0.00;1785514.73;8335.00;1169774.08;3169710.65;1.13;1.08
411980;Planalto - PR;13964.0;27071456.43;0.00;0.00;0.00;2764287.54;0.00;0.00;0.00;1320960.34;0.00;6051330.31;0.00;5978504.89;153324.20;0.00;1872258.30;1188.42;29919.03;120255.37;0.00;1374982.54;0.00;797874.48;675231.38;0.00;0.00;5612954.84;318384.79;0.00;1135173.90;1.50;1.13
520540;Ceres - GO;21652.0;55969864.23;1423672.10;13108.21;0.00;5007866.35;0.00;505115.17;0.00;2524619.04;2215229.38;28208097.17;0.00;9068222.08;0.00;0.00;0.00;5026518.80;0.00;137742.69;0.00;1146374.88;0.00;325790.43;25044.80;1824.27;0.00;340638.86;0.00;0.00;1540746.81;2.15;1.53
313753;Lagoa Grande - MG;9134.0;16689869.93;748463.30;0.00;0.00;2364878.50;0.00;9037.87;0.00;1182854.23;0.00;4508154.90;0.00;4631093.00;646636.14;0.00;609756.69;0.00;0.00;84611.40;0.00;683917.32;0.00;0.00;0.00;0.00;70467.41;443381.82;212551.59;494065.76;0.00;1.26;1.06
260610;Glória do Goitá - PE;30000.0;36254771.19;0.00;0.00;0.00;4416938.48;0.00;0.00;0.00;1425115.68;0.00;9518104.46;0.00;14156913.35;1262101.15;0.00;4204406.11;16028.30;0.00;130.00;0.00;1174281.97;0.00;0.00;16878.31;0.00;0.00;0.00;63873.38;0.00;0.00;1.07;1.13
220157;Belém do Piauí - PI;3413.0;8797301.37;360332.07;0.00;0.00;1463180.66;0.00;907.06;0.00;303488.78;0.00;1640743.14;0.00;3175424.68;136905.60;0.00;921129.82;0.00;0.00;135368.04;0.00;120059.95;0.00;0.00;0.00;6450.00;23188.81;256650.30;29463.37;224009.09;0.00;1.28;1.04
310790;Bom Repouso - MG;10759.0;19301865.24;319053.79;0.00;0.00;1464744.72;0.00;0.00;0.00;901898.71;58540.80;4652997.32;0.00;6525889.84;470782.96;0.00;1770841.63;309431.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;205270.15;1914429.14;219560.66;488424.03;0.00;1.28;1.21
220750;Palmeirais - PI;14090.0;21851576.13;671004.17;0.00;0.00;3416171.80;0.00;0.00;0.00;877351.70;0.00;4541601.88;0.00;10003101.11;229508.21;0.00;815232.49;0.00;69585.94;126106.54;0.00;203271.59;0.00;0.00;500.00;40172.14;117411.28;261351.50;242419.89;236785.89;0.00;1.04;1.01
500220;Bonito - MS;20597.0;51125752.81;2162643.40;0.00;0.00;7379274.53;0.00;0.00;0.00;2312687.42;2774761.54;11599931.59;0.00;13836841.71;244558.89;0.00;6505479.93;0.00;0.00;604764.87;0.00;567086.03;0.00;0.00;2303687.43;0.00;548209.37;0.00;285826.10;0.00;0.00;1.30;1.16
410190;Assaí - PR;16436.0;30787459.22;0.00;0.00;0.00;4960767.74;0.00;329353.02;0.00;1125030.17;1579493.99;7578737.84;207499.25;8018727.51;498273.61;0.00;718641.74;0.00;580212.02;1681754.82;0.00;920348.98;0.00;0.00;461618.34;0.00;0.00;401867.87;564442.10;1160690.22;0.00;1.23;1.16
355535;Ubarana - SP;5732.0;17864718.96;836638.65;0.00;0.00;1988667.54;0.00;0.00;0.00;693015.56;1018730.84;3802725.77;163573.78;5956943.22;254688.35;0.00;775034.14;0.00;934217.68;22448.38;0.00;102367.46;0.00;0.00;36655.72;0.00;0.00;316597.75;176834.35;785579.77;0.00;1.42;1.08
351120;Catiguá - SP;7502.0;15300575.50;807888.89;0.00;0.00;2343175.30;0.00;0.00;0.00;773013.28;0.00;3528282.70;0.00;4486546.38;70917.08;0.00;1741871.54;9850.00;0.00;224072.70;0.00;84062.18;0.00;0.00;0.00;0.00;0.00;36923.53;345044.68;848927.24;0.00;1.22;1.02
315590;Rio Preto - MG;5487.0;12399491.40;465363.16;42834.69;0.00;978130.62;0.00;0.00;0.00;365645.07;307790.69;3037593.75;0.00;4008721.69;302757.88;0.00;635373.96;0.00;696891.16;71719.65;0.00;359731.78;0.00;0.00;38118.76;3707.50;0.00;389267.11;8162.90;687681.03;0.00;1.24;1.05
291955;Luís Eduardo Magalhães - BA;73061.0;169668742.75;7427284.42;0.00;0.00;22799499.15;0.00;1460372.22;0.00;4501888.27;0.00;35395737.09;0.00;55589899.25;2306543.41;0.00;26298200.45;0.00;2643231.96;1901955.77;0.00;787548.84;0.00;2095503.49;0.00;0.00;269402.94;0.00;2710680.68;3480994.81;0.00;1.49;1.29
170386;Cariri do Tocantins - TO;4053.0;10472116.24;541540.97;0.00;0.00;1637333.32;0.00;0.00;0.00;551817.46;478526.21;2019876.08;0.00;3374023.57;123866.50;0.00;1156642.23;0.00;0.00;0.00;0.00;27182.97;0.00;0.00;20051.46;5918.50;0.00;262131.58;46372.64;226832.75;0.00;1.14;1.07
500370;Dourados - MS;207498.0;535334226.79;14909197.10;6686361.45;0.00;33743630.35;0.00;9218522.68;0.00;12396777.70;25033257.96;193112025.18;0.00;131350296.14;1911561.02;99610.99;60938384.49;7429882.08;250000.00;2080116.71;0.00;2703640.35;0.00;0.00;2253900.42;0.00;7992505.69;8451745.61;1454047.95;13318762.92;0.00;1.54;1.20
432370;Vista Gaúcha - RS;2862.0;11761757.63;302046.84;0.00;0.00;1773197.03;0.00;0.00;0.00;673611.51;191416.78;2420710.00;37863.50;2132884.55;6967.34;507.10;91310.75;0.00;55034.79;27123.18;0.00;2212820.63;0.00;81062.19;10760.00;0.00;1200.00;618281.76;715031.50;409928.18;253143.62;1.63;1.17
293070;Simões Filho - BA;129964.0;245744187.86;10625162.12;0.00;0.00;129226224.28;0.00;0.00;0.00;1304009.27;0.00;23021846.77;0.00;31041189.27;3199107.24;0.00;36647391.77;165837.59;2156803.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1125171.22;7231444.57;0.00;1.82;1.32
350950;Campinas - SP;1144862.0;3211858428.95;73941998.23;0.00;0.00;369898373.58;0.00;52070412.57;73237.70;110483989.99;428351504.78;883625698.51;4612010.47;687906279.94;10520841.44;416959.72;346600327.54;11278292.75;0.00;1620915.25;18000.00;266400.00;0.00;254000.00;17463950.36;0.00;0.00;5923537.90;6885659.78;199646038.44;258221149.12;1.45;2.80
412535;São Jorge do Patrocínio - PR;6088.0;21375067.54;636671.90;163642.63;0.00;2489849.36;37612.98;0.00;0.00;1214253.80;804636.82;5615701.82;0.00;4289287.53;58229.73;0.00;1334217.43;358137.07;215152.63;645900.55;0.00;1369552.24;0.00;270306.75;0.00;0.00;0.00;1471588.50;147960.12;252365.68;682701.90;1.80;1.14
430110;Arroio dos Ratos - RS;14132.0;26122782.05;790625.98;0.00;5129.25;4729113.38;503.16;5880.00;0.00;1406839.40;2173097.08;5408810.71;0.00;7213069.15;100130.02;0.00;2857569.04;0.00;0.00;34974.17;0.00;495228.92;0.00;7208.11;0.00;0.00;0.00;26438.96;34034.74;834129.98;795334.90;1.06;1.21
290260;Baixa Grande - BA;21174.0;31905870.10;1120404.04;0.00;0.00;2986975.21;0.00;0.00;0.00;1001930.68;0.00;6114802.90;0.00;14533633.58;413168.21;0.00;2471356.93;0.00;1161927.45;192910.11;0.00;148876.77;0.00;0.00;0.00;0.00;0.00;358636.30;134321.18;1266926.74;0.00;1.03;0.98
170550;Colinas do Tocantins - TO;33078.0;61944786.75;1544335.87;0.00;0.00;6780989.39;0.00;106132.75;0.00;2685959.50;3425698.00;12044642.71;79340.26;25240955.23;258014.91;0.00;6299462.02;0.00;9623.36;271738.65;0.00;92624.77;0.00;317160.44;29516.00;438.00;0.00;1250529.01;1227574.11;280051.77;0.00;1.15;1.10
421825;Timbó Grande - SC;7495.0;17929030.82;692406.88;0.00;0.00;2017588.76;0.00;11652.71;0.00;543796.42;971358.90;3511834.06;0.00;6606045.84;0.00;0.00;1332815.73;0.00;0.00;0.00;0.00;935564.69;0.00;0.00;0.00;0.00;0.00;1298997.68;6969.15;0.00;478727.03;1.29;1.13
130063;Beruri - AM;17332.0;35958715.01;1055850.87;0.00;0.00;3539767.32;0.00;0.00;0.00;617098.92;12000.00;6327861.37;0.00;20094436.63;0.00;0.00;2319710.11;0.00;669079.61;619341.21;0.00;184377.37;0.00;0.00;0.00;0.00;0.00;293571.75;225619.85;0.00;0.00;1.29;1.11
521540;Ouro Verde de Goiás - GO;4062.0;11479953.23;509426.51;9341.52;0.00;331396.01;0.00;7037.05;0.00;529849.44;2479740.31;2456013.14;0.00;3867915.90;20256.58;0.00;921077.77;0.00;0.00;3158.88;0.00;81103.68;0.00;0.00;0.00;0.00;0.00;83072.21;0.00;180564.23;0.00;1.90;1.21
210927;Presidente Sarney - MA;17988.0;33073119.43;0.00;0.00;0.00;4649889.93;0.00;0.00;0.00;1553125.35;0.00;6122714.67;0.00;17529480.91;427259.57;0.00;1981932.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;707756.53;0.00;100959.82;0.00;0.00;1.30;1.15
421725;São Pedro de Alcântara - SC;5139.0;10801269.15;444593.58;0.00;0.00;1342766.37;457.18;116689.85;0.00;123592.62;280394.21;2368461.61;0.00;3165486.82;209281.19;0.00;792670.08;0.00;0.00;103599.90;0.00;250332.61;0.00;0.00;4726.10;0.00;0.00;1192164.60;156476.90;249575.53;0.00;1.32;1.26
521960;Santa Tereza de Goiás - GO;3923.0;10807210.28;580376.31;12305.30;0.00;1882030.34;0.00;56635.87;0.00;529193.35;0.00;2240063.25;65767.38;2944881.44;24054.90;40345.82;1090521.43;0.00;1400.00;59118.90;0.00;229988.07;0.00;0.00;0.00;6750.00;0.00;672174.88;164549.37;207053.67;0.00;1.31;1.14
280360;Laranjeiras - SE;28533.0;83426313.26;4410221.54;142502.46;0.00;12247177.11;0.00;1152909.45;0.00;5625943.51;0.00;21317961.45;0.00;24010518.50;4497198.59;0.00;9357096.36;0.00;0.00;0.00;0.00;243004.67;0.00;0.00;0.00;0.00;0.00;0.00;17475.50;404304.12;0.00;1.55;1.23
311850;Consolação - MG;1785.0;8365400.32;499551.26;50371.59;0.00;1437494.40;0.00;26205.30;0.00;262497.39;536073.40;2017401.66;0.00;1568592.80;142057.71;0.00;414526.30;35499.10;210201.98;0.00;0.00;94693.54;0.00;0.00;35835.23;0.00;140678.86;759186.61;134533.19;0.00;0.00;1.60;1.12
521160;Ivolândia - GO;2651.0;9966940.44;498157.25;12022.00;0.00;6162999.43;0.00;15398.76;0.00;716346.93;336133.49;65109.86;0.00;1000615.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1160157.32;0.00;2.60;1.41
520330;Bela Vista de Goiás - GO;26642.0;49006241.49;2192664.33;0.00;0.00;7905552.41;0.00;0.00;0.00;2804195.16;2068207.43;13608662.62;0.00;11717027.53;227893.20;0.00;2613725.51;36573.55;0.00;59852.83;0.00;1123932.45;0.00;6105.32;81.87;0.00;0.00;1379499.80;302710.95;2959556.53;0.00;1.13;1.09
280330;Japaratuba - SE;17903.0;67570845.63;1639343.34;0.00;0.00;15230997.04;0.00;0.00;0.00;3420623.15;0.00;9050601.30;0.00;21280453.97;4163897.15;0.00;5680620.70;0.00;360000.00;5343546.83;0.00;863442.19;0.00;0.00;0.00;0.00;0.00;10322.66;488015.94;38981.36;0.00;2.08;1.03
351925;Iaras - SP;7431.0;19937976.97;719669.54;0.00;0.00;2164754.59;0.00;0.00;0.00;959965.20;0.00;4607749.47;0.00;7873785.68;322584.83;0.00;2526269.49;0.00;0.00;0.00;0.00;272652.31;0.00;0.00;0.00;0.00;0.00;417383.03;33338.83;39824.00;0.00;1.19;0.97
353450;Oscar Bressane - SP;2614.0;12369841.15;386590.00;0.00;0.00;1938971.98;0.00;0.00;0.00;643281.20;0.00;3150496.78;126044.43;3108272.68;170398.58;0.00;740783.37;0.00;0.00;0.00;0.00;385107.67;0.00;0.00;0.00;0.00;0.00;1419579.43;171878.92;128436.11;0.00;1.28;1.15
313580;Jequitinhonha - MG;25150.0;35252556.14;1303240.95;247626.26;0.00;3004735.94;94941.71;64045.16;0.00;1348198.13;0.00;12036050.09;0.00;8564089.51;1528688.48;0.00;3457523.08;65994.94;23372.03;20922.49;0.00;523574.91;0.00;0.00;0.00;711.00;0.00;880719.36;202907.05;1885215.05;0.00;1.46;1.01
230430;Farias Brito - CE;19015.0;38006432.80;1177070.53;0.00;0.00;5392042.64;0.00;52945.09;0.00;1309939.21;0.00;9568342.88;0.00;13184474.13;387393.07;0.00;4851295.60;0.00;52232.83;135263.78;0.00;356236.95;0.00;0.00;0.00;0.00;0.00;0.00;1539196.09;0.00;0.00;1.25;1.09
313340;Itapagipe - MG;14501.0;33937548.17;1076539.24;0.00;0.00;5176013.89;0.00;8761.77;0.00;1339712.13;1180866.72;8044126.71;0.00;7272467.02;921073.53;0.00;3970705.69;0.00;0.00;689417.63;0.00;351383.66;0.00;0.00;17036.46;279465.42;0.00;2498863.45;193701.70;917413.15;1204700.01;1.32;1.12
316140;São Francisco do Glória - MG;5211.0;12060177.64;570890.06;12746.05;93600.00;1834444.78;0.00;37769.50;0.00;347717.21;1012605.59;2662834.84;119550.79;3143771.87;369705.24;0.00;231116.62;300000.00;174648.90;52886.00;0.00;159276.63;0.00;0.00;0.00;1600.00;36650.89;261515.63;31716.55;605130.49;0.00;1.61;1.14
316260;São João do Oriente - MG;7964.0;10896758.05;557766.94;0.00;0.00;1738808.81;10730.60;29550.51;0.00;493732.98;0.00;3040878.77;116073.26;2638163.52;14268.39;0.00;1443132.91;0.00;2364.90;0.00;0.00;135503.53;0.00;0.00;0.00;0.00;215499.58;103978.06;321011.18;35294.11;0.00;1.28;1.13
172080;Sítio Novo do Tocantins - TO;9297.0;14887757.38;388254.78;81793.84;0.00;1287454.84;0.00;8996.48;0.00;491336.83;56008.41;3204281.77;0.00;5438990.65;385001.05;0.00;959415.18;0.00;1329516.30;696588.71;0.00;0.00;0.00;0.00;0.00;0.00;113297.14;303175.81;113444.36;30201.23;0.00;1.32;1.16
211160;São Raimundo das Mangabeiras - MA;18093.0;36600431.05;0.00;0.00;0.00;3572371.08;0.00;0.00;0.00;1465823.09;0.00;7511613.63;0.00;12134023.10;0.00;0.00;2983997.01;0.00;2548504.08;74266.00;0.00;123446.01;0.00;0.00;0.00;0.00;0.00;5485129.70;0.00;701257.35;0.00;1.32;1.18
412350;Santa Helena - PR;24895.0;80083884.19;0.00;0.00;0.00;20096229.95;0.00;0.00;0.00;3135725.84;0.00;12385908.78;0.00;22157542.67;195753.73;0.00;3298162.73;0.00;828367.24;371230.45;0.00;4321174.29;0.00;1789962.88;1187918.50;0.00;497317.85;6369710.62;100.00;3448778.66;0.00;1.53;1.24
280510;Pedrinhas - SE;9298.0;16177276.77;579166.56;228763.70;0.00;1910708.06;0.00;0.00;0.00;1047665.43;0.00;2823042.04;0.00;7714893.82;201379.00;0.00;1505644.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21083.69;0.00;0.00;0.00;0.00;144930.25;0.00;1.24;1.11
