241310;lof-outlier=6.819152824664224
280130;lof-outlier=4.41828682725562
221038;lof-outlier=4.191795647278016
354870;lof-outlier=3.444494744424803
355030;lof-outlier=3.367999131533806
220915;lof-outlier=3.300459780032901
411340;lof-outlier=3.2232529985344534
354780;lof-outlier=3.1724505622184824
520620;lof-outlier=3.1058524816954867
431490;lof-outlier=3.052828604580091
270320;lof-outlier=3.024495123470813
292665;lof-outlier=3.0008041392727844
210083;lof-outlier=2.9831949070101755
312290;lof-outlier=2.9236255291359305
310440;lof-outlier=2.8720423619207516
350950;lof-outlier=2.8611138573323864
313980;lof-outlier=2.8509519444686213
316560;lof-outlier=2.839092223564484
316140;lof-outlier=2.811600763004488
311690;lof-outlier=2.7771449207887215
430790;lof-outlier=2.722625066538661
510450;lof-outlier=2.6898351946873094
311860;lof-outlier=2.67837027439616
521390;lof-outlier=2.575942593598117
351520;lof-outlier=2.5703182871126726
292000;lof-outlier=2.513513627769317
431555;lof-outlier=2.4966381148031256
431470;lof-outlier=2.4725623831964314
522045;lof-outlier=2.4360574353290763
292465;lof-outlier=2.3718007936851073
500348;lof-outlier=2.2986342177926193
170380;lof-outlier=2.2599180556984515
421227;lof-outlier=2.2520707149406247
521030;lof-outlier=2.2483298894207318
522160;lof-outlier=2.212917025080285
260765;lof-outlier=2.174983338402924
420620;lof-outlier=2.137049490213647
510880;lof-outlier=2.1343976267204945
120060;lof-outlier=2.1333840709625993
411640;lof-outlier=2.1308744589625683
241040;lof-outlier=2.0892419066015995
350150;lof-outlier=2.0851652308612225
210637;lof-outlier=2.0489793767601796
260140;lof-outlier=2.0457541664048793
431244;lof-outlier=2.022294397993265
510335;lof-outlier=2.0202897294629993
314960;lof-outlier=2.0022171992504307
240410;lof-outlier=2.001339828237949
420400;lof-outlier=2.0011416459424667
251190;lof-outlier=1.9821456734087597
261560;lof-outlier=1.9760666672066485
241160;lof-outlier=1.9753745650480046
352400;lof-outlier=1.9708864700927362
170389;lof-outlier=1.96569340679199
510700;lof-outlier=1.9605394154557894
521250;lof-outlier=1.9483237273125626
260480;lof-outlier=1.9466280293587852
260920;lof-outlier=1.9423842012958668
150307;lof-outlier=1.9407561582699862
430440;lof-outlier=1.9332880932861323
311060;lof-outlier=1.9159291303656816
291550;lof-outlier=1.9154805898853442
290740;lof-outlier=1.9129847315137969
210330;lof-outlier=1.9086335462569748
280067;lof-outlier=1.9005739962867627
430340;lof-outlier=1.8981335689539494
312707;lof-outlier=1.893523492648101
352480;lof-outlier=1.8814727451703
312150;lof-outlier=1.870589996371235
510792;lof-outlier=1.8655657406045918
430245;lof-outlier=1.8570296551667909
510724;lof-outlier=1.8405243065481929
522130;lof-outlier=1.834086248864876
521830;lof-outlier=1.8336531732144605
270560;lof-outlier=1.8302295064195682
411080;lof-outlier=1.8231250016748368
250050;lof-outlier=1.8212718723749488
220005;lof-outlier=1.8192104281124686
241300;lof-outlier=1.818505496122526
171720;lof-outlier=1.81821774046247
231360;lof-outlier=1.817189546410158
431755;lof-outlier=1.805686796246364
411440;lof-outlier=1.8002581931441293
220779;lof-outlier=1.7983667857383174
522070;lof-outlier=1.7939910349277486
313790;lof-outlier=1.7925587138719214
431454;lof-outlier=1.7816176629393885
210550;lof-outlier=1.7782002235418681
316580;lof-outlier=1.7721731173256474
291560;lof-outlier=1.7596346335485369
315935;lof-outlier=1.7567458688152493
261380;lof-outlier=1.754990526883116
220800;lof-outlier=1.7527131079074885
220780;lof-outlier=1.7505228184250061
353430;lof-outlier=1.74978274946141
171665;lof-outlier=1.7483251804956637
140002;lof-outlier=1.7469535137512326
293135;lof-outlier=1.745249179388486
520690;lof-outlier=1.740732143856677
353215;lof-outlier=1.7399330733602132
270780;lof-outlier=1.7395373831047767
411880;lof-outlier=1.7392953072046868
330210;lof-outlier=1.7354559883301899
120033;lof-outlier=1.7340042293901414
310375;lof-outlier=1.730512781015957
352030;lof-outlier=1.7285873371052554
421190;lof-outlier=1.7283131661987796
355180;lof-outlier=1.7277680959481125
510050;lof-outlier=1.7253530586473862
311240;lof-outlier=1.7166074170947
520130;lof-outlier=1.71318116632646
250680;lof-outlier=1.7128745815489272
510520;lof-outlier=1.7123021096653455
311615;lof-outlier=1.711155921306646
210440;lof-outlier=1.7061574721526966
351760;lof-outlier=1.705664654875934
320450;lof-outlier=1.699979106794766
211230;lof-outlier=1.691222167965016
410410;lof-outlier=1.6881356635348663
291610;lof-outlier=1.6812962787207069
354050;lof-outlier=1.6787622426541382
211290;lof-outlier=1.6752525122456927
211050;lof-outlier=1.6752525122456927
241430;lof-outlier=1.6707085782757232
230020;lof-outlier=1.6684823083947566
500795;lof-outlier=1.668264974964566
411940;lof-outlier=1.6678197907927328
150790;lof-outlier=1.6581964418041457
160027;lof-outlier=1.6567964847409495
210740;lof-outlier=1.6561953131034357
210380;lof-outlier=1.6508420207940606
230365;lof-outlier=1.6477922549327415
500800;lof-outlier=1.6360414040689488
330310;lof-outlier=1.6348748412459202
411820;lof-outlier=1.6291314242103458
251275;lof-outlier=1.6255426605594736
314630;lof-outlier=1.6214925725867608
292150;lof-outlier=1.620917194285048
220558;lof-outlier=1.6171559101731403
210170;lof-outlier=1.6097737568624768
354220;lof-outlier=1.5971558957348357
210400;lof-outlier=1.596664141941981
260345;lof-outlier=1.5888812960111176
320501;lof-outlier=1.588483961023469
312030;lof-outlier=1.5870757473573283
270235;lof-outlier=1.5870733104606647
430110;lof-outlier=1.5859004908488699
291430;lof-outlier=1.5834857961653248
210750;lof-outlier=1.5818889140673653
312120;lof-outlier=1.5789895917129866
150050;lof-outlier=1.5766951360072412
210100;lof-outlier=1.56849800222284
420460;lof-outlier=1.5661448269095923
500620;lof-outlier=1.564611675654956
330490;lof-outlier=1.5636773414047689
431112;lof-outlier=1.5621869613710653
130320;lof-outlier=1.562079938710502
411420;lof-outlier=1.5610663872406132
354580;lof-outlier=1.5587002298960955
432140;lof-outlier=1.5586472637615156
291800;lof-outlier=1.5578171041508377
312530;lof-outlier=1.557397933637949
210005;lof-outlier=1.555866578681749
140017;lof-outlier=1.5523999856913617
431446;lof-outlier=1.5517201927377837
211280;lof-outlier=1.5502616965575284
310900;lof-outlier=1.5480860521557005
521080;lof-outlier=1.547123957574411
261010;lof-outlier=1.5470550308011906
430223;lof-outlier=1.5468777171935324
110180;lof-outlier=1.5458228750198193
355110;lof-outlier=1.54292946801565
410700;lof-outlier=1.5428484261625708
522140;lof-outlier=1.5423331632646493
170240;lof-outlier=1.5411106813973925
500390;lof-outlier=1.539412132548149
320510;lof-outlier=1.5341663924976383
312630;lof-outlier=1.5329028545743673
350860;lof-outlier=1.5308376768930778
240325;lof-outlier=1.529223383274343
411140;lof-outlier=1.5286681027749167
430692;lof-outlier=1.5274295081735068
500110;lof-outlier=1.5265369243599427
310250;lof-outlier=1.5248332317729856
150442;lof-outlier=1.5188922362056114
411580;lof-outlier=1.5174323980075317
250950;lof-outlier=1.5168953984359526
315870;lof-outlier=1.5158183671079961
171886;lof-outlier=1.5154996890748484
150390;lof-outlier=1.5123512386149103
320255;lof-outlier=1.5111680483215053
521805;lof-outlier=1.5091982772706665
330285;lof-outlier=1.5090759618383107
420600;lof-outlier=1.5056979064436975
210409;lof-outlier=1.505504988698887
520540;lof-outlier=1.5050540897831133
260620;lof-outlier=1.5037530785494395
510757;lof-outlier=1.501302126033566
291940;lof-outlier=1.5008021455170928
291910;lof-outlier=1.5007037430779204
240130;lof-outlier=1.4962645416793028
292860;lof-outlier=1.4951721722248907
355000;lof-outlier=1.492311343771748
260010;lof-outlier=1.4898767591481352
231290;lof-outlier=1.4890730261892358
510269;lof-outlier=1.4889314382081027
431510;lof-outlier=1.488724895077663
292060;lof-outlier=1.4886711015742957
290980;lof-outlier=1.4886711015742957
291300;lof-outlier=1.4886711015742957
431973;lof-outlier=1.4881829830768507
261110;lof-outlier=1.487820790132981
280480;lof-outlier=1.4876514896143407
