280130;lof-outlier=3.679036297228883
430200;lof-outlier=3.5181045884005817
221038;lof-outlier=3.4885203465139467
320040;lof-outlier=3.458515019324772
354870;lof-outlier=3.3275434378680497
355030;lof-outlier=3.28574393232541
240310;lof-outlier=3.0707350568342755
431490;lof-outlier=3.0431765339970576
354780;lof-outlier=3.0175745905676226
355640;lof-outlier=3.012775368419358
240520;lof-outlier=2.9986748714770224
292665;lof-outlier=2.9831891170333176
292273;lof-outlier=2.9179717568735217
310440;lof-outlier=2.8618634041617925
316140;lof-outlier=2.861075512230698
313980;lof-outlier=2.858253752063142
430805;lof-outlier=2.8455449814851126
312290;lof-outlier=2.8405164786348265
290450;lof-outlier=2.8396149274218443
520620;lof-outlier=2.83693104589921
316560;lof-outlier=2.82428274269545
350950;lof-outlier=2.803798878473771
270320;lof-outlier=2.7328359063614918
411340;lof-outlier=2.713669763937609
351360;lof-outlier=2.7090701677880125
431555;lof-outlier=2.692364622007629
311860;lof-outlier=2.6864457230949776
431470;lof-outlier=2.673707727449714
430790;lof-outlier=2.673279628164467
411435;lof-outlier=2.6719538876287667
292000;lof-outlier=2.5855064829649708
311690;lof-outlier=2.562294117689627
522045;lof-outlier=2.511984435589331
210083;lof-outlier=2.4954528428558405
430965;lof-outlier=2.3780095628866977
510450;lof-outlier=2.341425366663131
280740;lof-outlier=2.3311188253397495
150670;lof-outlier=2.2883679690825565
351520;lof-outlier=2.265520040278299
521390;lof-outlier=2.198698232683558
292465;lof-outlier=2.1469226482628594
421227;lof-outlier=2.114765249291632
170380;lof-outlier=2.1101387740181727
120060;lof-outlier=2.1088415558871545
350150;lof-outlier=2.099771874962192
260140;lof-outlier=2.0965156990734983
355180;lof-outlier=2.04631672333585
313790;lof-outlier=2.0379577981733887
521030;lof-outlier=2.037278219349359
522160;lof-outlier=2.03162995266847
431320;lof-outlier=2.027056389650573
314960;lof-outlier=2.0239967220163577
431244;lof-outlier=2.021191614649417
170389;lof-outlier=2.0201399733423346
410442;lof-outlier=2.018031424688264
316580;lof-outlier=2.0111883863671176
510700;lof-outlier=2.0059224016117807
350210;lof-outlier=2.005817531950241
240450;lof-outlier=1.9820323513207685
311240;lof-outlier=1.973684471272733
510520;lof-outlier=1.9673603985129717
241040;lof-outlier=1.961688836027907
