#Codigo;Legislativa(2019);Judiciária(2019);Essencial à Justiça(2019);Administração(2019);Defesa Nacional(2019);Segurança Pública(2019);Relações Exteriores(2019);Assistência Social(2019);Previdência Social(2019);Saúde(2019);Trabalho(2019);Educação(2019);Cultura(2019);Direitos da Cidadania(2019);Urbanismo(2019);Habitação(2019);Saneamento(2019);Gestão Ambiental(2019);Ciência e Tecnologia(2019);Agricultura(2019);Organização Agrária(2019);Indústria(2019);Comércio e Serviços(2019);Comunicações(2019);Energia(2019);Transporte(2019);Desporto e Lazer(2019);Encargos Especiais(2019);Despesas (Intraorçamentárias)(2019);Legislativa(2020);Judiciária(2020);Essencial à Justiça(2020);Administração(2020);Defesa Nacional(2020);Segurança Pública(2020);Relações Exteriores(2020);Assistência Social(2020);Previdência Social(2020);Saúde(2020);Trabalho(2020);Educação(2020);Cultura(2020);Direitos da Cidadania(2020);Urbanismo(2020);Habitação(2020);Saneamento(2020);Gestão Ambiental(2020);Ciência e Tecnologia(2020);Agricultura(2020);Organização Agrária(2020);Indústria(2020);Comércio e Serviços(2020);Comunicações(2020);Energia(2020);Transporte(2020);Desporto e Lazer(2020);Encargos Especiais(2020);Despesas (Intraorçamentárias)(2020)
412665;-0.95;-0.27;-0.15;1.70;-0.08;-0.31;-0.02;1.05;-0.64;0.56;-0.18;0.46;0.45;-0.09;0.01;-0.14;-0.13;-0.11;-0.09;1.91;-0.03;-0.18;0.08;-0.21;-0.40;5.65;0.48;-0.83;-0.30;-0.95;-0.27;-0.15;1.70;-0.08;-0.31;-0.02;1.05;-0.64;0.56;-0.18;0.46;0.45;-0.09;0.01;-0.14;-0.13;-0.11;-0.09;1.91;-0.03;-0.18;0.08;-0.21;-0.40;5.65;0.48;-0.83;-0.30
420665;0.48;-0.27;-0.15;0.10;-0.08;0.54;-0.02;0.94;-0.64;0.97;-0.18;0.07;-0.72;-0.09;-0.34;-0.14;-0.32;0.63;-0.09;1.51;-0.03;-0.18;-0.29;-0.21;-0.40;1.74;-0.10;1.59;-0.30;0.48;-0.27;-0.15;0.10;-0.08;0.54;-0.02;0.94;-0.64;0.97;-0.18;0.07;-0.72;-0.09;-0.34;-0.14;-0.32;0.63;-0.09;1.51;-0.03;-0.18;-0.29;-0.21;-0.40;1.74;-0.10;1.59;-0.30
431040;0.43;-0.27;-0.15;-0.35;-0.08;-0.31;-0.02;-0.28;1.18;-0.04;-0.18;-0.65;-0.55;-0.09;-0.47;-0.05;-0.21;-0.20;-0.09;0.12;-0.03;-0.18;-0.29;-0.21;-0.40;-0.15;-0.57;1.37;2.14;0.43;-0.27;-0.15;-0.35;-0.08;-0.31;-0.02;-0.28;1.18;-0.04;-0.18;-0.65;-0.55;-0.09;-0.47;-0.05;-0.21;-0.20;-0.09;0.12;-0.03;-0.18;-0.29;-0.21;-0.40;-0.15;-0.57;1.37;2.14
432253;-0.27;-0.27;-0.15;0.19;-0.08;-0.14;-0.02;-0.73;-0.64;-0.56;-0.18;-0.33;-0.21;0.47;-1.09;-0.14;0.03;-0.13;-0.09;-0.09;-0.03;-0.08;-0.26;-0.21;0.26;0.29;-0.59;0.54;1.06;-0.27;-0.27;-0.15;0.19;-0.08;-0.14;-0.02;-0.73;-0.64;-0.56;-0.18;-0.33;-0.21;0.47;-1.09;-0.14;0.03;-0.13;-0.09;-0.09;-0.03;-0.08;-0.26;-0.21;0.26;0.29;-0.59;0.54;1.06
431870;-0.52;0.65;-0.15;-0.07;-0.08;3.07;-0.02;-0.34;0.68;0.48;-0.14;-0.51;-0.43;0.42;-0.29;0.54;1.19;1.79;-0.09;-0.57;-0.03;0.30;-0.29;-0.21;-0.40;-0.55;-0.42;0.50;0.57;-0.52;0.65;-0.15;-0.07;-0.08;3.07;-0.02;-0.34;0.68;0.48;-0.14;-0.51;-0.43;0.42;-0.29;0.54;1.19;1.79;-0.09;-0.57;-0.03;0.30;-0.29;-0.21;-0.40;-0.55;-0.42;0.50;0.57
220060;-0.24;-0.27;-0.15;-0.33;-0.08;-0.31;-0.02;-0.16;0.40;-0.10;-0.18;-0.47;-0.09;-0.09;-0.55;-0.14;0.03;-0.39;-0.09;-0.46;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;-0.27;-0.56;-0.30;-0.24;-0.27;-0.15;-0.33;-0.08;-0.31;-0.02;-0.16;0.40;-0.10;-0.18;-0.47;-0.09;-0.09;-0.55;-0.14;0.03;-0.39;-0.09;-0.46;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;-0.27;-0.56;-0.30
430070;-0.26;-0.27;-0.15;-0.67;-0.08;-0.31;-0.02;-0.34;1.54;-0.17;-0.18;-0.90;-0.37;-0.09;-0.77;-0.14;-0.26;-0.12;-0.07;0.54;-0.03;1.34;1.65;7.19;-0.40;2.20;0.02;0.46;1.65;-0.26;-0.27;-0.15;-0.67;-0.08;-0.31;-0.02;-0.34;1.54;-0.17;-0.18;-0.90;-0.37;-0.09;-0.77;-0.14;-0.26;-0.12;-0.07;0.54;-0.03;1.34;1.65;7.19;-0.40;2.20;0.02;0.46;1.65
290340;-0.19;-0.27;-0.15;0.51;-0.08;-0.31;-0.02;-0.16;-0.64;-0.94;-0.18;-0.07;1.17;-0.09;-0.90;-0.14;-0.32;-0.39;-0.09;-0.58;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;-0.59;0.78;-0.30;-0.19;-0.27;-0.15;0.51;-0.08;-0.31;-0.02;-0.16;-0.64;-0.94;-0.18;-0.07;1.17;-0.09;-0.90;-0.14;-0.32;-0.39;-0.09;-0.58;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;-0.59;0.78;-0.30
241100;0.50;-0.27;-0.15;0.00;-0.08;-0.31;-0.02;0.74;0.00;0.80;-0.18;0.55;-0.73;-0.09;1.71;-0.14;-0.32;-0.39;-0.09;-0.10;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;-0.38;-0.83;-0.30;0.50;-0.27;-0.15;0.00;-0.08;-0.31;-0.02;0.74;0.00;0.80;-0.18;0.55;-0.73;-0.09;1.71;-0.14;-0.32;-0.39;-0.09;-0.10;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;-0.38;-0.83;-0.30
311180;0.37;1.99;-0.15;-0.06;-0.08;-0.31;-0.02;-0.43;0.34;-0.02;-0.18;-0.96;0.31;-0.09;-0.04;-0.13;-0.32;-0.36;-0.09;0.57;-0.03;-0.18;-0.29;-0.21;-0.40;-0.42;0.83;-0.83;-0.30;0.37;1.99;-0.15;-0.06;-0.08;-0.31;-0.02;-0.43;0.34;-0.02;-0.18;-0.96;0.31;-0.09;-0.04;-0.13;-0.32;-0.36;-0.09;0.57;-0.03;-0.18;-0.29;-0.21;-0.40;-0.42;0.83;-0.83;-0.30
421165;0.89;-0.27;-0.15;0.50;-0.08;-0.19;-0.02;0.05;0.40;1.01;-0.18;0.56;-0.22;-0.09;-0.91;-0.11;-0.32;-0.39;-0.09;4.61;-0.03;-0.18;-0.29;-0.21;-0.40;1.91;0.73;-0.83;1.29;0.89;-0.27;-0.15;0.50;-0.08;-0.19;-0.02;0.05;0.40;1.01;-0.18;0.56;-0.22;-0.09;-0.91;-0.11;-0.32;-0.39;-0.09;4.61;-0.03;-0.18;-0.29;-0.21;-0.40;1.91;0.73;-0.83;1.29
420950;0.21;-0.27;-0.15;-0.29;-0.08;4.87;-0.02;-0.05;-0.64;-0.54;-0.18;-0.37;-0.63;-0.09;-0.13;0.19;-0.32;-0.34;-0.09;1.29;-0.03;-0.18;-0.29;-0.21;-0.40;1.28;0.09;0.54;-0.30;0.21;-0.27;-0.15;-0.29;-0.08;4.87;-0.02;-0.05;-0.64;-0.54;-0.18;-0.37;-0.63;-0.09;-0.13;0.19;-0.32;-0.34;-0.09;1.29;-0.03;-0.18;-0.29;-0.21;-0.40;1.28;0.09;0.54;-0.30
292650;-0.41;0.24;-0.15;-0.20;-0.08;-0.27;-0.02;-0.21;-0.64;-0.60;-0.18;0.14;0.55;-0.09;-0.07;-0.14;0.07;-0.05;-0.09;-0.57;-0.03;-0.18;-0.29;-0.21;-0.40;0.30;-0.21;-0.04;-0.30;-0.41;0.24;-0.15;-0.20;-0.08;-0.27;-0.02;-0.21;-0.64;-0.60;-0.18;0.14;0.55;-0.09;-0.07;-0.14;0.07;-0.05;-0.09;-0.57;-0.03;-0.18;-0.29;-0.21;-0.40;0.30;-0.21;-0.04;-0.30
220217;-0.28;-0.27;-0.15;-0.30;-0.08;-0.31;-0.02;-0.63;-0.64;-0.92;-0.18;0.96;-0.57;-0.09;-0.64;0.46;0.13;-0.39;-0.09;-0.48;-0.03;-0.18;-0.29;-0.21;-0.26;-0.54;-0.07;-0.71;-0.30;-0.28;-0.27;-0.15;-0.30;-0.08;-0.31;-0.02;-0.63;-0.64;-0.92;-0.18;0.96;-0.57;-0.09;-0.64;0.46;0.13;-0.39;-0.09;-0.48;-0.03;-0.18;-0.29;-0.21;-0.26;-0.54;-0.07;-0.71;-0.30
430595;-0.22;-0.27;-0.15;1.70;-0.08;-0.31;-0.02;0.19;-0.64;1.01;-0.18;0.39;0.50;-0.09;-0.30;-0.09;-0.09;0.59;-0.09;3.07;-0.03;-0.18;-0.13;-0.21;-0.40;0.71;1.94;0.80;-0.30;-0.22;-0.27;-0.15;1.70;-0.08;-0.31;-0.02;0.19;-0.64;1.01;-0.18;0.39;0.50;-0.09;-0.30;-0.09;-0.09;0.59;-0.09;3.07;-0.03;-0.18;-0.13;-0.21;-0.40;0.71;1.94;0.80;-0.30
430583;1.05;-0.27;-0.15;0.96;-0.08;0.39;-0.02;2.38;-0.64;2.82;-0.18;1.88;0.26;-0.09;-0.73;-0.02;0.03;0.34;-0.09;7.07;-0.03;-0.18;-0.26;-0.17;0.09;5.20;-0.20;2.63;-0.30;1.05;-0.27;-0.15;0.96;-0.08;0.39;-0.02;2.38;-0.64;2.82;-0.18;1.88;0.26;-0.09;-0.73;-0.02;0.03;0.34;-0.09;7.07;-0.03;-0.18;-0.26;-0.17;0.09;5.20;-0.20;2.63;-0.30
220551;0.01;-0.27;-0.15;-0.17;-0.08;-0.31;-0.02;-0.05;-0.58;-0.61;-0.18;1.19;-0.20;-0.09;-0.30;-0.14;0.13;-0.33;-0.09;-0.47;-0.03;-0.18;-0.29;0.09;1.44;-0.56;-0.29;-0.83;-0.30;0.01;-0.27;-0.15;-0.17;-0.08;-0.31;-0.02;-0.05;-0.58;-0.61;-0.18;1.19;-0.20;-0.09;-0.30;-0.14;0.13;-0.33;-0.09;-0.47;-0.03;-0.18;-0.29;0.09;1.44;-0.56;-0.29;-0.83;-0.30
430467;1.03;-0.27;-0.15;2.18;-0.08;-0.22;-0.02;-0.24;-0.64;0.53;-0.18;1.24;2.13;6.45;0.95;-0.14;-0.30;-0.36;-0.09;-0.16;-0.03;1.06;-0.19;-0.21;-0.40;-0.59;-0.11;0.11;-0.30;1.03;-0.27;-0.15;2.18;-0.08;-0.22;-0.02;-0.24;-0.64;0.53;-0.18;1.24;2.13;6.45;0.95;-0.14;-0.30;-0.36;-0.09;-0.16;-0.03;1.06;-0.19;-0.21;-0.40;-0.59;-0.11;0.11;-0.30
431349;0.16;-0.27;-0.15;0.45;-0.08;-0.28;-0.02;0.25;0.53;0.15;-0.18;-0.19;-0.73;-0.09;-0.82;-0.14;-0.00;0.46;-0.09;1.27;-0.03;2.16;-0.29;-0.21;-0.40;0.79;-0.23;1.10;2.18;0.16;-0.27;-0.15;0.45;-0.08;-0.28;-0.02;0.25;0.53;0.15;-0.18;-0.19;-0.73;-0.09;-0.82;-0.14;-0.00;0.46;-0.09;1.27;-0.03;2.16;-0.29;-0.21;-0.40;0.79;-0.23;1.10;2.18
220160;-0.47;-0.27;-0.15;-0.74;-0.08;-0.31;-0.02;-0.51;-0.64;-0.56;-0.18;-0.06;-0.53;-0.09;-0.78;-0.08;-0.20;-0.39;-0.09;-0.53;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;0.13;-0.53;-0.30;-0.47;-0.27;-0.15;-0.74;-0.08;-0.31;-0.02;-0.51;-0.64;-0.56;-0.18;-0.06;-0.53;-0.09;-0.78;-0.08;-0.20;-0.39;-0.09;-0.53;-0.03;-0.18;-0.29;-0.21;-0.40;-0.59;0.13;-0.53;-0.30
292805;-0.27;-0.27;-0.15;-0.24;-0.08;-0.31;-0.02;-0.53;-0.64;-0.73;-0.18;-0.33;-0.72;-0.09;-0.61;-0.14;-0.32;-0.39;-0.09;-0.58;-0.03;-0.18;-0.29;-0.21;-0.40;-0.58;-0.54;-0.22;-0.30;-0.27;-0.27;-0.15;-0.24;-0.08;-0.31;-0.02;-0.53;-0.64;-0.73;-0.18;-0.33;-0.72;-0.09;-0.61;-0.14;-0.32;-0.39;-0.09;-0.58;-0.03;-0.18;-0.29;-0.21;-0.40;-0.58;-0.54;-0.22;-0.30
431295;0.81;-0.27;-0.15;0.93;-0.08;0.06;-0.02;0.43;1.29;2.41;-0.18;1.58;1.84;-0.09;0.74;-0.14;0.24;0.13;-0.09;4.14;-0.03;0.12;-0.29;-0.21;-0.40;2.00;0.72;1.61;2.37;0.81;-0.27;-0.15;0.93;-0.08;0.06;-0.02;0.43;1.29;2.41;-0.18;1.58;1.84;-0.09;0.74;-0.14;0.24;0.13;-0.09;4.14;-0.03;0.12;-0.29;-0.21;-0.40;2.00;0.72;1.61;2.37
220559;-0.05;-0.27;-0.15;0.26;-0.08;-0.31;-0.02;0.58;-0.64;-0.13;-0.18;0.42;-0.13;-0.09;-0.93;-0.14;0.37;-0.39;-0.09;-0.23;-0.03;-0.18;-0.29;-0.21;-0.40;0.03;-0.54;-0.83;-0.30;-0.05;-0.27;-0.15;0.26;-0.08;-0.31;-0.02;0.58;-0.64;-0.13;-0.18;0.42;-0.13;-0.09;-0.93;-0.14;0.37;-0.39;-0.09;-0.23;-0.03;-0.18;-0.29;-0.21;-0.40;0.03;-0.54;-0.83;-0.30
432260;-0.34;0.36;-0.15;-0.55;-0.08;-0.02;-0.02;-0.72;0.96;-0.07;0.44;-1.10;-0.51;-0.09;-0.65;-0.03;-0.32;1.39;-0.09;-0.18;-0.03;-0.03;-0.18;-0.21;-0.40;-0.37;-0.14;0.56;1.75;-0.34;0.36;-0.15;-0.55;-0.08;-0.02;-0.02;-0.72;0.96;-0.07;0.44;-1.10;-0.51;-0.09;-0.65;-0.03;-0.32;1.39;-0.09;-0.18;-0.03;-0.03;-0.18;-0.21;-0.40;-0.37;-0.14;0.56;1.75
430100;-0.44;-0.27;-0.15;-0.54;-0.08;-0.31;-0.02;-0.25;0.46;-0.51;-0.18;-0.02;-0.11;-0.07;-0.23;-0.14;-0.32;1.02;-0.09;0.55;-0.03;5.77;-0.29;0.62;1.14;0.61;-0.41;0.48;-0.30;-0.44;-0.27;-0.15;-0.54;-0.08;-0.31;-0.02;-0.25;0.46;-0.51;-0.18;-0.02;-0.11;-0.07;-0.23;-0.14;-0.32;1.02;-0.09;0.55;-0.03;5.77;-0.29;0.62;1.14;0.61;-0.41;0.48;-0.30
430630;0.17;-0.27;-0.15;-0.06;-0.08;-0.03;-0.02;-0.46;-0.64;0.78;-0.18;-0.39;0.50;0.09;-0.56;-0.14;-0.26;0.12;-0.09;0.91;-0.03;0.75;-0.29;5.79;-0.40;0.86;0.57;0.99;-0.30;0.17;-0.27;-0.15;-0.06;-0.08;-0.03;-0.02;-0.46;-0.64;0.78;-0.18;-0.39;0.50;0.09;-0.56;-0.14;-0.26;0.12;-0.09;0.91;-0.03;0.75;-0.29;5.79;-0.40;0.86;0.57;0.99;-0.30
420050;0.33;-0.27;-0.15;-0.48;-0.08;-0.10;-0.02;0.66;-0.64;0.01;1.43;-1.06;-0.34;-0.09;-0.03;-0.11;-0.32;-0.13;-0.09;1.25;-0.03;-0.18;-0.29;-0.21;-0.40;1.00;-0.01;-0.02;-0.30;0.33;-0.27;-0.15;-0.48;-0.08;-0.10;-0.02;0.66;-0.64;0.01;1.43;-1.06;-0.34;-0.09;-0.03;-0.11;-0.32;-0.13;-0.09;1.25;-0.03;-0.18;-0.29;-0.21;-0.40;1.00;-0.01;-0.02;-0.30
431215;0.19;-0.27;-0.15;0.31;-0.08;-0.01;-0.02;-0.10;-0.64;0.69;-0.18;0.35;0.20;-0.09;-0.60;0.50;-0.32;0.12;-0.09;1.89;-0.03;9.98;-0.13;0.11;-0.20;0.06;-0.18;2.91;1.39;0.19;-0.27;-0.15;0.31;-0.08;-0.01;-0.02;-0.10;-0.64;0.69;-0.18;0.35;0.20;-0.09;-0.60;0.50;-0.32;0.12;-0.09;1.89;-0.03;9.98;-0.13;0.11;-0.20;0.06;-0.18;2.91;1.39
430510;-0.48;-0.27;1.11;-0.64;-0.08;1.49;-0.02;-0.19;-0.59;0.70;-0.17;-0.87;0.43;-0.06;0.48;0.11;2.17;1.15;-0.08;-0.42;-0.03;-0.18;0.09;-0.21;-0.40;-0.35;-0.10;6.96;2.92;-0.48;-0.27;1.11;-0.64;-0.08;1.49;-0.02;-0.19;-0.59;0.70;-0.17;-0.87;0.43;-0.06;0.48;0.11;2.17;1.15;-0.08;-0.42;-0.03;-0.18;0.09;-0.21;-0.40;-0.35;-0.10;6.96;2.92
220177;-0.28;-0.27;-0.15;-0.26;-0.08;-0.31;-0.02;-0.42;-0.64;-0.49;-0.18;1.54;-0.72;-0.09;-0.89;-0.14;-0.20;-0.35;-0.09;-0.42;-0.03;-0.18;-0.29;1.22;0.23;-0.53;0.05;-0.55;-0.30;-0.28;-0.27;-0.15;-0.26;-0.08;-0.31;-0.02;-0.42;-0.64;-0.49;-0.18;1.54;-0.72;-0.09;-0.89;-0.14;-0.20;-0.35;-0.09;-0.42;-0.03;-0.18;-0.29;1.22;0.23;-0.53;0.05;-0.55;-0.30
420770;0.01;-0.27;0.52;-0.30;-0.08;0.10;-0.02;0.22;-0.64;0.76;-0.18;0.06;-0.49;-0.09;-0.21;-0.14;-0.32;-0.23;-0.09;1.11;-0.03;-0.18;0.03;-0.21;-0.40;1.31;0.58;2.33;-0.30;0.01;-0.27;0.52;-0.30;-0.08;0.10;-0.02;0.22;-0.64;0.76;-0.18;0.06;-0.49;-0.09;-0.21;-0.14;-0.32;-0.23;-0.09;1.11;-0.03;-0.18;0.03;-0.21;-0.40;1.31;0.58;2.33;-0.30
431545;0.72;-0.27;-0.15;0.74;-0.08;0.27;-0.02;1.34;-0.64;2.08;-0.18;0.19;0.84;-0.09;-0.70;0.16;0.40;0.87;-0.09;4.74;-0.03;0.97;0.07;0.36;-0.28;5.02;-0.14;0.84;-0.30;0.72;-0.27;-0.15;0.74;-0.08;0.27;-0.02;1.34;-0.64;2.08;-0.18;0.19;0.84;-0.09;-0.70;0.16;0.40;0.87;-0.09;4.74;-0.03;0.97;0.07;0.36;-0.28;5.02;-0.14;0.84;-0.30
411695;-0.95;-0.27;-0.15;0.39;-0.08;-0.31;-0.02;0.12;-0.64;0.69;-0.18;-0.61;-0.59;-0.09;0.28;-0.14;-0.32;0.22;-0.09;1.22;-0.03;-0.18;-0.29;-0.21;-0.40;1.66;0.36;-0.52;-0.30;-0.95;-0.27;-0.15;0.39;-0.08;-0.31;-0.02;0.12;-0.64;0.69;-0.18;-0.61;-0.59;-0.09;0.28;-0.14;-0.32;0.22;-0.09;1.22;-0.03;-0.18;-0.29;-0.21;-0.40;1.66;0.36;-0.52;-0.30
420055;0.90;-0.27;-0.15;0.54;-0.08;-0.17;-0.02;1.34;-0.64;1.28;-0.18;0.03;-0.47;-0.09;0.11;-0.14;-0.32;-0.39;-0.09;4.31;-0.03;-0.18;-0.29;-0.21;-0.40;2.05;1.78;1.17;-0.30;0.90;-0.27;-0.15;0.54;-0.08;-0.17;-0.02;1.34;-0.64;1.28;-0.18;0.03;-0.47;-0.09;0.11;-0.14;-0.32;-0.39;-0.09;4.31;-0.03;-0.18;-0.29;-0.21;-0.40;2.05;1.78;1.17;-0.30
110012;-0.36;-0.27;-0.15;-0.55;-0.08;-0.31;-0.02;-0.86;-0.29;-0.78;-0.18;-1.59;-0.62;-0.09;-0.51;-0.14;-0.31;-0.19;-0.09;-0.16;-0.03;1.26;-0.22;-0.21;-0.40;-0.10;-0.45;-0.39;0.28;-0.36;-0.27;-0.15;-0.55;-0.08;-0.31;-0.02;-0.86;-0.29;-0.78;-0.18;-1.59;-0.62;-0.09;-0.51;-0.14;-0.31;-0.19;-0.09;-0.16;-0.03;1.26;-0.22;-0.21;-0.40;-0.10;-0.45;-0.39;0.28
291290;-0.20;-0.27;-0.15;0.42;-0.08;-0.22;-0.02;-0.64;-0.64;-1.08;-0.18;0.36;0.28;-0.09;-0.40;-0.12;-0.32;-0.39;-0.09;-0.49;-0.03;-0.18;1.22;-0.21;0.08;-0.59;-0.20;-0.83;-0.30;-0.20;-0.27;-0.15;0.42;-0.08;-0.22;-0.02;-0.64;-0.64;-1.08;-0.18;0.36;0.28;-0.09;-0.40;-0.12;-0.32;-0.39;-0.09;-0.49;-0.03;-0.18;1.22;-0.21;0.08;-0.59;-0.20;-0.83;-0.30
355610;-0.35;-0.27;-0.15;-0.06;-0.08;-0.31;-0.02;-0.46;-0.45;-0.31;-0.18;-0.65;0.04;-0.09;-0.45;-0.14;-0.08;-0.39;-0.09;-0.57;-0.03;-0.18;1.84;-0.21;2.24;-0.32;-0.28;-0.41;0.89;-0.35;-0.27;-0.15;-0.06;-0.08;-0.31;-0.02;-0.46;-0.45;-0.31;-0.18;-0.65;0.04;-0.09;-0.45;-0.14;-0.08;-0.39;-0.09;-0.57;-0.03;-0.18;1.84;-0.21;2.24;-0.32;-0.28;-0.41;0.89
220230;-0.34;-0.27;-0.15;-0.59;-0.08;-0.31;-0.02;-0.34;-0.64;-0.77;0.04;-0.91;-0.26;-0.09;-0.62;-0.14;0.25;-0.39;-0.09;-0.34;-0.03;-0.18;-0.29;-0.13;1.06;-0.57;-0.57;-0.83;-0.30;-0.34;-0.27;-0.15;-0.59;-0.08;-0.31;-0.02;-0.34;-0.64;-0.77;0.04;-0.91;-0.26;-0.09;-0.62;-0.14;0.25;-0.39;-0.09;-0.34;-0.03;-0.18;-0.29;-0.13;1.06;-0.57;-0.57;-0.83;-0.30
350610;-0.33;-0.27;1.09;-0.57;-0.08;2.70;-0.02;0.28;1.08;0.31;-0.18;-0.12;-0.49;-0.09;0.40;-0.10;1.43;-0.30;-0.09;-0.46;-0.03;-0.18;0.13;-0.21;-0.40;-0.52;0.34;-0.17;-0.30;-0.33;-0.27;1.09;-0.57;-0.08;2.70;-0.02;0.28;1.08;0.31;-0.18;-0.12;-0.49;-0.09;0.40;-0.10;1.43;-0.30;-0.09;-0.46;-0.03;-0.18;0.13;-0.21;-0.40;-0.52;0.34;-0.17;-0.30
355330;-0.46;-0.27;2.37;-0.24;-0.08;-0.14;-0.02;0.18;1.42;-0.03;-0.18;-0.27;-0.33;-0.09;-0.16;-0.07;1.04;0.03;1.02;-0.54;-0.03;-0.18;0.17;-0.21;-0.40;-0.31;-0.02;0.43;1.34;-0.46;-0.27;2.37;-0.24;-0.08;-0.14;-0.02;0.18;1.42;-0.03;-0.18;-0.27;-0.33;-0.09;-0.16;-0.07;1.04;0.03;1.02;-0.54;-0.03;-0.18;0.17;-0.21;-0.40;-0.31;-0.02;0.43;1.34
431344;0.68;-0.27;-0.15;1.56;-0.08;-0.31;-0.02;0.76;3.40;0.98;-0.18;0.34;-0.30;-0.09;-0.79;0.21;0.57;0.31;-0.09;6.12;-0.03;-0.18;-0.29;-0.21;3.08;1.53;1.10;1.92;-0.30;0.68;-0.27;-0.15;1.56;-0.08;-0.31;-0.02;0.76;3.40;0.98;-0.18;0.34;-0.30;-0.09;-0.79;0.21;0.57;0.31;-0.09;6.12;-0.03;-0.18;-0.29;-0.21;3.08;1.53;1.10;1.92;-0.30
432252;0.78;-0.27;-0.15;0.64;-0.08;-0.08;-0.02;0.76;0.18;0.62;-0.18;0.25;-0.43;-0.09;-0.72;-0.14;0.33;-0.38;-0.09;1.55;-0.03;0.66;0.66;-0.21;-0.40;1.10;-0.48;0.23;-0.30;0.78;-0.27;-0.15;0.64;-0.08;-0.08;-0.02;0.76;0.18;0.62;-0.18;0.25;-0.43;-0.09;-0.72;-0.14;0.33;-0.38;-0.09;1.55;-0.03;0.66;0.66;-0.21;-0.40;1.10;-0.48;0.23;-0.30
150563;-0.95;-0.27;-0.15;1.01;-0.08;-0.31;-0.02;-0.97;-0.64;-0.80;-0.18;0.30;-0.72;-0.09;-0.83;-0.14;-0.32;-0.39;-0.09;-0.57;-0.03;-0.18;0.01;-0.21;-0.40;-0.59;-0.59;-0.83;-0.30;-0.95;-0.27;-0.15;1.01;-0.08;-0.31;-0.02;-0.97;-0.64;-0.80;-0.18;0.30;-0.72;-0.09;-0.83;-0.14;-0.32;-0.39;-0.09;-0.57;-0.03;-0.18;0.01;-0.21;-0.40;-0.59;-0.59;-0.83;-0.30
431205;0.22;-0.27;-0.15;0.29;-0.08;-0.31;-0.02;0.36;-0.64;0.52;-0.18;-0.15;-0.29;-0.09;-0.75;-0.14;-0.32;1.61;-0.09;2.80;-0.03;-0.18;-0.29;-0.21;2.05;1.90;-0.39;-0.83;-0.30;0.22;-0.27;-0.15;0.29;-0.08;-0.31;-0.02;0.36;-0.64;0.52;-0.18;-0.15;-0.29;-0.09;-0.75;-0.14;-0.32;1.61;-0.09;2.80;-0.03;-0.18;-0.29;-0.21;2.05;1.90;-0.39;-0.83;-0.30
431070;-0.37;-0.27;-0.15;0.07;-0.08;-0.31;-0.02;0.13;1.45;0.95;-0.18;0.82;-0.49;-0.09;-0.72;-0.14;-0.30;-0.39;-0.09;1.99;-0.03;-0.18;-0.29;0.41;-0.40;1.23;-0.56;1.99;-0.30;-0.37;-0.27;-0.15;0.07;-0.08;-0.31;-0.02;0.13;1.45;0.95;-0.18;0.82;-0.49;-0.09;-0.72;-0.14;-0.30;-0.39;-0.09;1.99;-0.03;-0.18;-0.29;0.41;-0.40;1.23;-0.56;1.99;-0.30
432255;1.09;-0.27;-0.15;2.16;-0.08;-0.18;-0.02;1.88;-0.35;2.18;-0.18;0.43;1.14;-0.09;0.78;0.00;0.28;-0.36;-0.09;1.86;-0.03;0.91;-0.15;2.26;-0.40;1.83;0.45;1.76;-0.30;1.09;-0.27;-0.15;2.16;-0.08;-0.18;-0.02;1.88;-0.35;2.18;-0.18;0.43;1.14;-0.09;0.78;0.00;0.28;-0.36;-0.09;1.86;-0.03;0.91;-0.15;2.26;-0.40;1.83;0.45;1.76;-0.30
220605;-0.25;-0.27;-0.15;-0.49;-0.08;-0.31;-0.02;1.09;-0.64;-0.70;-0.18;0.42;-0.11;-0.09;-0.39;-0.14;0.07;-0.39;-0.09;-0.34;-0.03;-0.18;-0.29;-0.21;-0.40;-0.37;-0.33;-0.83;-0.30;-0.25;-0.27;-0.15;-0.49;-0.08;-0.31;-0.02;1.09;-0.64;-0.70;-0.18;0.42;-0.11;-0.09;-0.39;-0.14;0.07;-0.39;-0.09;-0.34;-0.03;-0.18;-0.29;-0.21;-0.40;-0.37;-0.33;-0.83;-0.30
521190;0.01;-0.26;-0.15;-0.31;-0.08;1.30;-0.02;-0.40;1.60;0.44;-0.18;-0.29;-0.46;-0.09;1.24;-0.07;-0.32;0.52;0.29;-0.05;-0.03;0.18;0.31;-0.21;-0.40;-0.28;-0.19;0.54;-0.30;0.01;-0.26;-0.15;-0.31;-0.08;1.30;-0.02;-0.40;1.60;0.44;-0.18;-0.29;-0.46;-0.09;1.24;-0.07;-0.32;0.52;0.29;-0.05;-0.03;0.18;0.31;-0.21;-0.40;-0.28;-0.19;0.54;-0.30
