#Codigo;População 2019;Legislativa(2019);Judiciária(2019);Essencial à Justiça(2019);Administração(2019);Defesa Nacional(2019);Segurança Pública(2019);Relações Exteriores(2019);Assistência Social(2019);Previdência Social(2019);Saúde(2019);Trabalho(2019);Educação(2019);Cultura(2019);Direitos da Cidadania(2019);Urbanismo(2019);Habitação(2019);Saneamento(2019);Gestão Ambiental(2019);Ciência e Tecnologia(2019);Agricultura(2019);Organização Agrária(2019);Indústria(2019);Comércio e Serviços(2019);Comunicações(2019);Energia(2019);Transporte(2019);Desporto e Lazer(2019);Encargos Especiais(2019);Despesas (Intraorçamentárias)(2019);Legislativa(2020);Judiciária(2020);Essencial à Justiça(2020);Administração(2020);Defesa Nacional(2020);Segurança Pública(2020);Relações Exteriores(2020);Assistência Social(2020);Previdência Social(2020);Saúde(2020);Trabalho(2020);Educação(2020);Cultura(2020);Direitos da Cidadania(2020);Urbanismo(2020);Habitação(2020);Saneamento(2020);Gestão Ambiental(2020);Ciência e Tecnologia(2020);Agricultura(2020);Organização Agrária(2020);Indústria(2020);Comércio e Serviços(2020);Comunicações(2020);Energia(2020);Transporte(2020);Desporto e Lazer(2020);Encargos Especiais(2020);Despesas (Intraorçamentárias)(2020)
412665;-1.1515974646368483;-2.39;-0.53;-0.30;-0.09;-0.25;-0.80;-0.04;-0.20;-1.02;-0.42;-0.48;-0.52;0.22;-0.32;-0.18;-0.66;0.58;0.58;-0.20;0.57;-0.09;-0.47;1.06;-0.51;-0.65;0.84;0.26;-1.77;-0.47;-2.39;-0.53;-0.30;-0.09;-0.25;-0.80;-0.04;-0.20;-1.02;-0.42;-0.48;-0.52;0.22;-0.32;-0.18;-0.66;0.58;0.58;-0.20;0.57;-0.09;-0.47;1.06;-0.51;-0.65;0.84;0.26;-1.77;-0.47
420665;-0.8566932778256673;0.29;-0.53;-0.30;-0.36;-0.25;1.17;-0.04;-0.03;-1.02;-0.17;-0.48;-0.41;-1.20;-0.32;-0.19;-0.66;-1.21;0.87;-0.20;0.61;-0.09;-0.47;-0.76;-0.51;-0.65;0.72;0.14;0.57;-0.47;0.29;-0.53;-0.30;-0.36;-0.25;1.17;-0.04;-0.03;-1.02;-0.17;-0.48;-0.41;-1.20;-0.32;-0.19;-0.66;-1.21;0.87;-0.20;0.61;-0.09;-0.47;-0.76;-0.51;-0.65;0.72;0.14;0.57;-0.47
431040;-0.5589431285797487;0.36;-0.53;-0.30;-0.40;-0.25;0.25;-0.04;-0.31;0.96;-0.20;-0.48;-0.39;-0.07;-0.32;-0.14;1.29;0.60;0.64;-0.20;0.42;-0.09;0.32;-0.76;-0.51;-0.65;0.48;-0.62;0.61;2.04;0.36;-0.53;-0.30;-0.40;-0.25;0.25;-0.04;-0.31;0.96;-0.20;-0.48;-0.39;-0.07;-0.32;-0.14;1.29;0.60;0.64;-0.20;0.42;-0.09;0.32;-0.76;-0.51;-0.65;0.48;-0.62;0.61;2.04
432253;-0.09233901313963792;0.32;-0.53;-0.30;0.21;-0.25;1.04;-0.04;-0.38;-1.02;-0.08;-0.48;-0.02;0.32;2.98;-1.59;-0.66;0.87;0.78;-0.20;0.47;-0.09;1.74;0.77;-0.51;1.46;0.71;-0.87;0.62;2.03;0.32;-0.53;-0.30;0.21;-0.25;1.04;-0.04;-0.38;-1.02;-0.08;-0.48;-0.02;0.32;2.98;-1.59;-0.66;0.87;0.78;-0.20;0.47;-0.09;1.74;0.77;-0.51;1.46;0.71;-0.87;0.62;2.03
431870;2.457429384523897;0.83;2.47;-0.30;1.87;2.75;2.09;-0.04;1.62;1.42;1.66;2.15;1.51;0.92;3.83;1.13;2.31;1.58;1.66;-0.20;-0.32;-0.09;2.77;-0.76;-0.51;-0.65;0.66;0.90;1.14;2.48;0.83;2.47;-0.30;1.87;2.75;2.09;-0.04;1.62;1.42;1.66;2.15;1.51;0.92;3.83;1.13;2.31;1.58;1.66;-0.20;-0.32;-0.09;2.77;-0.76;-0.51;-0.65;0.66;0.90;1.14;2.48
220060;-0.5603505499296493;0.22;-0.53;-0.30;-0.39;-0.25;-0.80;-0.04;-0.24;0.88;-0.22;-0.48;-0.35;0.24;-0.32;-0.19;-0.66;0.78;-1.18;-0.20;-0.03;-0.09;-0.47;-0.76;-0.51;-0.65;-0.59;0.11;0.24;-0.47;0.22;-0.53;-0.30;-0.39;-0.25;-0.80;-0.04;-0.24;0.88;-0.22;-0.48;-0.35;0.24;-0.32;-0.19;-0.66;0.78;-1.18;-0.20;-0.03;-0.09;-0.47;-0.76;-0.51;-0.65;-0.59;0.11;0.24;-0.47
430070;-0.6224739194550507;0.20;-0.53;-0.30;-0.72;-0.25;-0.80;-0.04;-0.39;0.98;-0.27;-0.48;-0.50;0.08;-0.32;-0.38;-0.66;0.51;0.69;2.41;0.52;-0.09;2.22;1.47;2.51;-0.65;0.81;0.27;0.50;1.98;0.20;-0.53;-0.30;-0.72;-0.25;-0.80;-0.04;-0.39;0.98;-0.27;-0.48;-0.50;0.08;-0.32;-0.38;-0.66;0.51;0.69;2.41;0.52;-0.09;2.22;1.47;2.51;-0.65;0.81;0.27;0.50;1.98
290340;0.5153237110379912;0.49;-0.53;-0.30;0.76;-0.25;-0.80;-0.04;0.46;-1.02;0.13;-0.48;0.41;0.82;-0.32;-0.11;-0.66;-1.21;-1.18;-0.20;-2.87;-0.09;-0.47;-0.76;-0.51;-0.65;-1.92;-3.01;0.78;-0.47;0.49;-0.53;-0.30;0.76;-0.25;-0.80;-0.04;0.46;-1.02;0.13;-0.48;0.41;0.82;-0.32;-0.11;-0.66;-1.21;-1.18;-0.20;-2.87;-0.09;-0.47;-0.76;-0.51;-0.65;-1.92;-3.01;0.78;-0.47
241100;-0.8930821540931231;0.29;-0.53;-0.30;-0.43;-0.25;-0.80;-0.04;-0.11;0.76;-0.22;-0.48;-0.34;-2.73;-0.32;0.24;-0.66;-1.21;-1.18;-0.20;0.23;-0.09;-0.47;-0.76;-0.51;-0.65;-1.92;-0.11;-1.77;-0.47;0.29;-0.53;-0.30;-0.43;-0.25;-0.80;-0.04;-0.11;0.76;-0.22;-0.48;-0.34;-2.73;-0.32;0.24;-0.66;-1.21;-1.18;-0.20;0.23;-0.09;-0.47;-0.76;-0.51;-0.65;-1.92;-0.11;-1.77;-0.47
311180;-0.0689800252889319;0.46;2.05;-0.30;0.11;-0.25;-0.80;-0.04;-0.09;0.95;0.09;-0.48;-0.18;0.50;-0.32;0.23;1.03;-1.21;0.42;-0.20;0.69;-0.09;-0.47;-0.76;-0.51;-0.65;0.41;0.68;-1.77;-0.47;0.46;2.05;-0.30;0.11;-0.25;-0.80;-0.04;-0.09;0.95;0.09;-0.48;-0.18;0.50;-0.32;0.23;1.03;-1.21;0.42;-0.20;0.69;-0.09;-0.47;-0.76;-0.51;-0.65;0.41;0.68;-1.77;-0.47
421165;-1.3468989013999457;0.23;-0.53;-0.30;-0.54;-0.25;0.73;-0.04;-0.65;0.75;-0.45;-0.48;-0.62;-0.05;-0.32;-0.86;0.95;-1.21;-1.18;-0.20;0.70;-0.09;-0.47;-0.76;-0.51;-0.65;0.63;0.25;-1.77;1.80;0.23;-0.53;-0.30;-0.54;-0.25;0.73;-0.04;-0.65;0.75;-0.45;-0.48;-0.62;-0.05;-0.32;-0.86;0.95;-1.21;-1.18;-0.20;0.70;-0.09;-0.47;-0.76;-0.51;-0.65;0.63;0.25;-1.77;1.80
420950;-0.5997865292065098;0.31;-0.53;-0.30;-0.39;-0.25;1.54;-0.04;-0.21;-1.02;-0.37;-0.48;-0.35;-0.23;-0.32;-0.01;1.51;-1.21;0.37;-0.20;0.66;-0.09;-0.47;-0.76;-0.51;-0.65;0.74;0.31;0.52;-0.47;0.31;-0.53;-0.30;-0.39;-0.25;1.54;-0.04;-0.21;-1.02;-0.37;-0.48;-0.35;-0.23;-0.32;-0.01;1.51;-1.21;0.37;-0.20;0.66;-0.09;-0.47;-0.76;-0.51;-0.65;0.74;0.31;0.52;-0.47
292650;0.14161184478906558;0.33;1.80;-0.30;0.18;-0.25;0.85;-0.04;0.19;-1.02;0.04;-0.48;0.22;0.62;-0.32;0.31;-0.66;0.93;0.88;-0.20;-0.47;-0.09;-0.47;-0.76;-0.51;-0.65;0.76;0.39;0.57;-0.47;0.33;1.80;-0.30;0.18;-0.25;0.85;-0.04;0.19;-1.02;0.04;-0.48;0.22;0.62;-0.32;0.31;-0.66;0.93;0.88;-0.20;-0.47;-0.09;-0.47;-0.76;-0.51;-0.65;0.76;0.39;0.57;-0.47
220217;-0.5211778032014203;0.22;-0.53;-0.30;-0.34;-0.25;-0.80;-0.04;-0.55;-1.02;-0.46;-0.48;-0.05;-0.10;-0.32;-0.23;1.64;0.83;-1.18;-0.20;-0.08;-0.09;-0.47;-0.76;-0.51;1.09;0.08;0.26;0.10;-0.47;0.22;-0.53;-0.30;-0.34;-0.25;-0.80;-0.04;-0.55;-1.02;-0.46;-0.48;-0.05;-0.10;-0.32;-0.23;1.64;0.83;-1.18;-0.20;-0.08;-0.09;-0.47;-0.76;-0.51;1.09;0.08;0.26;0.10;-0.47
430595;-0.9994078015009773;0.12;-0.53;-0.30;0.02;-0.25;-0.80;-0.04;-0.37;-1.02;-0.25;-0.48;-0.44;0.28;-0.32;-0.23;1.08;0.63;0.83;-0.20;0.71;-0.09;-0.47;0.94;-0.51;-0.65;0.58;0.54;0.47;-0.47;0.12;-0.53;-0.30;0.02;-0.25;-0.80;-0.04;-0.37;-1.02;-0.25;-0.48;-0.44;0.28;-0.32;-0.23;1.08;0.63;0.83;-0.20;0.71;-0.09;-0.47;0.94;-0.51;-0.65;0.58;0.54;0.47;-0.47
430583;-1.8078478337599677;0.14;-0.53;-0.30;-0.72;-0.25;0.94;-0.04;-0.37;-1.02;-0.49;-0.48;-0.72;-0.01;-0.32;-0.81;1.07;0.55;0.62;-0.20;0.66;-0.09;-0.47;0.49;0.95;1.04;0.69;-0.23;0.43;-0.47;0.14;-0.53;-0.30;-0.72;-0.25;0.94;-0.04;-0.37;-1.02;-0.49;-0.48;-0.72;-0.01;-0.32;-0.81;1.07;0.55;0.62;-0.20;0.66;-0.09;-0.47;0.49;0.95;1.04;0.69;-0.23;0.43;-0.47
220551;-0.8419898761679483;0.21;-0.53;-0.30;-0.49;-0.25;-0.80;-0.04;-0.37;0.43;-0.53;-0.48;-0.21;0.11;-0.32;-0.17;0.58;0.77;0.38;-0.20;-0.13;-0.09;-0.47;-0.76;1.67;1.49;-0.09;0.01;-1.77;-0.47;0.21;-0.53;-0.30;-0.49;-0.25;-0.80;-0.04;-0.37;0.43;-0.53;-0.48;-0.21;0.11;-0.32;-0.17;0.58;0.77;0.38;-0.20;-0.13;-0.09;-0.47;-0.76;1.67;1.49;-0.09;0.01;-1.77;-0.47
430467;-0.9663102614120203;0.33;-0.53;-0.30;0.13;-0.25;0.76;-0.04;-0.55;-1.02;-0.32;-0.48;-0.28;0.49;3.40;0.10;-0.66;0.28;0.19;-0.20;0.17;-0.09;2.09;0.86;-0.51;-0.65;-1.92;0.09;0.38;-0.47;0.33;-0.53;-0.30;0.13;-0.25;0.76;-0.04;-0.55;-1.02;-0.32;-0.48;-0.28;0.49;3.40;0.10;-0.66;0.28;0.19;-0.20;0.17;-0.09;2.09;0.86;-0.51;-0.65;-1.92;0.09;0.38;-0.47
431349;-0.9743620490171008;0.21;-0.53;-0.30;-0.30;-0.25;0.56;-0.04;-0.33;0.83;-0.40;-0.48;-0.54;-2.73;-0.32;-0.58;-0.66;0.69;0.81;-0.20;0.55;-0.09;2.23;-0.76;-0.51;-0.65;0.60;0.01;0.50;1.95;0.21;-0.53;-0.30;-0.30;-0.25;0.56;-0.04;-0.33;0.83;-0.40;-0.48;-0.54;-2.73;-0.32;-0.58;-0.66;0.69;0.81;-0.20;0.55;-0.09;2.23;-0.76;-0.51;-0.65;0.60;0.01;0.50;1.95
220160;-0.21579008839050803;0.22;-0.53;-0.30;-0.52;-0.25;-0.80;-0.04;-0.24;-1.02;-0.15;-0.48;-0.04;0.04;-0.32;-0.23;1.27;0.68;-1.18;-0.20;-0.17;-0.09;-0.47;-0.76;-0.51;-0.65;-1.92;0.45;0.33;-0.47;0.22;-0.53;-0.30;-0.52;-0.25;-0.80;-0.04;-0.24;-1.02;-0.15;-0.48;-0.04;0.04;-0.32;-0.23;1.27;0.68;-1.18;-0.20;-0.17;-0.09;-0.47;-0.76;-0.51;-0.65;-1.92;0.45;0.33;-0.47
292805;0.053848424462928784;0.36;-0.53;-0.30;0.10;-0.25;-0.80;-0.04;-0.09;-1.02;-0.05;-0.48;0.07;-0.86;-0.32;0.02;-0.66;-1.21;-1.18;-0.20;-1.12;-0.09;-0.47;-0.76;-0.51;-0.65;-0.22;-0.17;0.51;-0.47;0.36;-0.53;-0.30;0.10;-0.25;-0.80;-0.04;-0.09;-1.02;-0.05;-0.48;0.07;-0.86;-0.32;0.02;-0.66;-1.21;-1.18;-0.20;-1.12;-0.09;-0.47;-0.76;-0.51;-0.65;-0.22;-0.17;0.51;-0.47
431295;-1.6079216599088975;0.16;-0.53;-0.30;-0.59;-0.25;0.86;-0.04;-0.67;0.79;-0.42;-0.48;-0.63;0.28;-0.32;-0.19;-0.66;0.66;0.60;-0.20;0.60;-0.09;1.59;-0.76;-0.51;-0.65;0.58;0.16;0.41;1.84;0.16;-0.53;-0.30;-0.59;-0.25;0.86;-0.04;-0.67;0.79;-0.42;-0.48;-0.63;0.28;-0.32;-0.19;-0.66;0.66;0.60;-0.20;0.60;-0.09;1.59;-0.76;-0.51;-0.65;0.58;0.16;0.41;1.84
220559;-0.8128021041094717;0.21;-0.53;-0.30;-0.26;-0.25;-0.80;-0.04;-0.11;-1.02;-0.37;-0.48;-0.32;0.15;-0.32;-0.69;-0.66;0.84;-1.18;-0.20;0.17;-0.09;-0.47;-0.76;-0.51;-0.65;0.49;-0.46;-1.77;-0.47;0.21;-0.53;-0.30;-0.26;-0.25;-0.80;-0.04;-0.11;-1.02;-0.37;-0.48;-0.32;0.15;-0.32;-0.69;-0.66;0.84;-1.18;-0.20;0.17;-0.09;-0.47;-0.76;-0.51;-0.65;0.49;-0.46;-1.77;-0.47
432260;1.4428149095363387;0.66;2.15;-0.30;0.84;-0.25;1.45;-0.04;0.64;1.28;0.95;2.43;0.71;0.54;-0.32;0.53;1.76;-1.21;1.42;-0.20;0.87;-0.09;2.24;1.38;-0.51;-0.65;0.78;0.85;0.94;2.42;0.66;2.15;-0.30;0.84;-0.25;1.45;-0.04;0.64;1.28;0.95;2.43;0.71;0.54;-0.32;0.53;1.76;-1.21;1.42;-0.20;0.87;-0.09;2.24;1.38;-0.51;-0.65;0.78;0.85;0.94;2.42
430100;0.36898807980009674;0.37;-0.53;-0.30;0.09;-0.25;-0.80;-0.04;0.31;1.04;0.20;-0.48;0.33;0.50;2.19;0.34;-0.66;-1.21;1.17;-0.20;0.82;-0.09;2.79;-0.76;2.26;1.72;0.87;0.25;0.71;-0.47;0.37;-0.53;-0.30;0.09;-0.25;-0.80;-0.04;0.31;1.04;0.20;-0.48;0.33;0.50;2.19;0.34;-0.66;-1.21;1.17;-0.20;0.82;-0.09;2.79;-0.76;2.26;1.72;0.87;0.25;0.71;-0.47
430630;-0.8409238421952325;0.25;-0.53;-0.30;-0.43;-0.25;0.97;-0.04;-0.61;-1.02;-0.20;-0.48;-0.50;0.32;2.38;-0.30;-0.66;0.46;0.75;-0.20;0.53;-0.09;2.06;-0.76;2.40;-0.65;0.64;0.38;0.52;-0.47;0.25;-0.53;-0.30;-0.43;-0.25;0.97;-0.04;-0.61;-1.02;-0.20;-0.48;-0.50;0.32;2.38;-0.30;-0.66;0.46;0.75;-0.20;0.53;-0.09;2.06;-0.76;2.40;-0.65;0.64;0.38;0.52;-0.47
420050;-0.6118027391352888;0.33;-0.53;-0.30;-0.54;-0.25;0.97;-0.04;0.05;-1.02;-0.22;2.13;-0.55;0.10;-0.32;0.02;1.09;-1.21;0.68;-0.20;0.65;-0.09;-0.47;-0.76;-0.51;-0.65;0.70;0.26;0.42;-0.47;0.33;-0.53;-0.30;-0.54;-0.25;0.97;-0.04;0.05;-1.02;-0.22;2.13;-0.55;0.10;-0.32;0.02;1.09;-1.21;0.68;-0.20;0.65;-0.09;-0.47;-0.76;-0.51;-0.65;0.70;0.26;0.42;-0.47
431215;-0.9768547949415277;0.22;-0.53;-0.30;-0.36;-0.25;0.96;-0.04;-0.48;-1.02;-0.29;-0.48;-0.43;0.21;-0.32;-0.38;1.55;-1.21;0.72;-0.20;0.62;-0.09;2.56;0.95;1.64;1.05;0.46;0.05;0.62;1.89;0.22;-0.53;-0.30;-0.36;-0.25;0.96;-0.04;-0.48;-1.02;-0.29;-0.48;-0.43;0.21;-0.32;-0.38;1.55;-1.21;0.72;-0.20;0.62;-0.09;2.56;0.95;1.64;1.05;0.46;0.05;0.62;1.89
430510;3.0791060030574844;0.99;-0.53;4.25;1.90;-0.25;2.11;-0.04;2.12;1.06;2.07;2.00;1.79;1.44;3.25;1.61;2.26;1.77;1.73;3.93;1.12;-0.09;-0.47;1.93;-0.51;-0.65;1.15;1.40;1.58;2.84;0.99;-0.53;4.25;1.90;-0.25;2.11;-0.04;2.12;1.06;2.07;2.00;1.79;1.44;3.25;1.61;2.26;1.77;1.73;3.93;1.12;-0.09;-0.47;1.93;-0.51;-0.65;1.15;1.40;1.58;2.84
220177;-0.5846367041541377;0.20;-0.53;-0.30;-0.36;-0.25;-0.80;-0.04;-0.41;-1.02;-0.34;-0.48;-0.01;-0.82;-0.32;-0.52;-0.66;0.61;0.34;-0.20;0.02;-0.09;-0.47;-0.76;2.12;1.35;0.10;0.30;0.24;-0.47;0.20;-0.53;-0.30;-0.36;-0.25;-0.80;-0.04;-0.41;-1.02;-0.34;-0.48;-0.01;-0.82;-0.32;-0.52;-0.66;0.61;0.34;-0.20;0.02;-0.09;-0.47;-0.76;2.12;1.35;0.10;0.30;0.24;-0.47
420770;-0.471389807921566;0.30;-0.53;2.85;-0.31;-0.25;1.12;-0.04;-0.01;-1.02;0.01;-0.48;-0.17;0.02;-0.32;0.01;-0.66;-1.21;0.63;-0.20;0.67;-0.09;-0.47;1.18;-0.51;-0.65;0.77;0.50;0.69;-0.47;0.30;-0.53;2.85;-0.31;-0.25;1.12;-0.04;-0.01;-1.02;0.01;-0.48;-0.17;0.02;-0.32;0.01;-0.66;-1.21;0.63;-0.20;0.67;-0.09;-0.47;1.18;-0.51;-0.65;0.77;0.50;0.69;-0.47
431545;-1.5146710603066142;0.17;-0.53;-0.30;-0.58;-0.25;0.96;-0.04;-0.37;-1.02;-0.40;-0.48;-0.79;0.19;-0.32;-0.67;1.30;0.72;0.77;-0.20;0.65;-0.09;1.93;0.99;1.63;0.85;0.74;-0.10;0.37;-0.47;0.17;-0.53;-0.30;-0.58;-0.25;0.96;-0.04;-0.37;-1.02;-0.40;-0.48;-0.79;0.19;-0.32;-0.67;1.30;0.72;0.77;-0.20;0.65;-0.09;1.93;0.99;1.63;0.85;0.74;-0.10;0.37;-0.47
411695;-0.7753128037006469;-2.39;-0.53;-0.30;-0.19;-0.25;-0.80;-0.04;-0.25;-1.02;-0.17;-0.48;-0.51;-0.20;-0.32;0.04;-0.66;-1.21;0.80;-0.20;0.60;-0.09;-0.47;-0.76;-0.51;-0.65;0.73;0.34;0.22;-0.47;-2.39;-0.53;-0.30;-0.19;-0.25;-0.80;-0.04;-0.25;-1.02;-0.17;-0.48;-0.51;-0.20;-0.32;0.04;-0.66;-1.21;0.80;-0.20;0.60;-0.09;-0.47;-0.76;-0.51;-0.65;0.73;0.34;0.22;-0.47
420055;-1.4312720230192535;0.21;-0.53;-0.30;-0.59;-0.25;0.74;-0.04;-0.31;-1.02;-0.46;-0.48;-0.77;-0.24;-0.32;-0.26;-0.66;-1.21;-1.18;-0.20;0.66;-0.09;-0.47;-0.76;-0.51;-0.65;0.62;0.39;0.42;-0.47;0.21;-0.53;-0.30;-0.59;-0.25;0.74;-0.04;-0.31;-1.02;-0.46;-0.48;-0.77;-0.24;-0.32;-0.26;-0.66;-1.21;-1.18;-0.20;0.66;-0.09;-0.47;-0.76;-0.51;-0.65;0.62;0.39;0.42;-0.47
110012;1.9714612061116739;0.78;-0.53;-0.30;1.21;-0.25;0.96;-0.04;0.79;1.15;1.04;-0.48;0.82;0.53;-0.32;0.84;-0.66;0.76;1.15;-0.20;1.04;-0.09;2.89;1.40;-0.51;-0.65;1.04;0.70;0.84;2.30;0.78;-0.53;-0.30;1.21;-0.25;0.96;-0.04;0.79;1.15;1.04;-0.48;0.82;0.53;-0.32;0.84;-0.66;0.76;1.15;-0.20;1.04;-0.09;2.89;1.40;-0.51;-0.65;1.04;0.70;0.84;2.30
291290;0.313175982468772;0.44;-0.53;-0.30;0.59;-0.25;1.02;-0.04;-0.02;-1.02;-0.05;-0.48;0.37;0.60;-0.32;0.24;1.22;-1.21;-1.18;-0.20;0.14;-0.09;-0.47;1.61;-0.51;1.49;-1.92;0.45;-1.77;-0.47;0.44;-0.53;-0.30;0.59;-0.25;1.02;-0.04;-0.02;-1.02;-0.05;-0.48;0.37;0.60;-0.32;0.24;1.22;-1.21;-1.18;-0.20;0.14;-0.09;-0.47;1.61;-0.51;1.49;-1.92;0.45;-1.77;-0.47
355610;-0.0596400538044494;0.30;-0.53;-0.30;0.12;-0.25;-0.80;-0.04;-0.11;0.72;0.02;-0.48;-0.08;0.43;-0.32;0.07;-0.66;0.82;-1.18;-0.20;-0.52;-0.09;-0.47;1.60;-0.51;1.72;0.49;0.26;0.42;2.01;0.30;-0.53;-0.30;0.12;-0.25;-0.80;-0.04;-0.11;0.72;0.02;-0.48;-0.08;0.43;-0.32;0.07;-0.66;0.82;-1.18;-0.20;-0.52;-0.09;-0.47;1.60;-0.51;1.72;0.49;0.26;0.42;2.01
220230;0.40032759736005125;0.41;-0.53;-0.30;0.07;-0.25;-0.80;-0.04;0.28;-1.02;0.13;1.96;0.13;0.44;-0.32;0.15;-0.66;1.04;-1.18;-0.20;0.43;-0.09;-0.47;-0.76;1.70;1.71;0.05;-0.35;-1.77;-0.47;0.41;-0.53;-0.30;0.07;-0.25;-0.80;-0.04;0.28;-1.02;0.13;1.96;0.13;0.44;-0.32;0.15;-0.66;1.04;-1.18;-0.20;0.43;-0.09;-0.47;-0.76;1.70;1.71;0.05;-0.35;-1.77;-0.47
350610;1.540471344766963;0.69;-0.53;3.72;0.89;-0.25;1.88;-0.04;1.33;1.30;1.10;-0.48;1.03;0.59;-0.32;0.98;1.60;1.43;0.93;-0.20;0.59;-0.09;-0.47;1.64;-0.51;-0.65;0.57;1.08;0.83;-0.47;0.69;-0.53;3.72;0.89;-0.25;1.88;-0.04;1.33;1.30;1.10;-0.48;1.03;0.59;-0.32;0.98;1.60;1.43;0.93;-0.20;0.59;-0.09;-0.47;1.64;-0.51;-0.65;0.57;1.08;0.83;-0.47
355330;0.5038373508221213;0.39;-0.53;3.57;0.41;-0.25;1.17;-0.04;0.61;1.16;0.42;-0.48;0.36;0.43;-0.32;0.42;1.48;1.20;0.99;4.89;-0.01;-0.09;-0.47;1.44;-0.51;-0.65;0.62;0.62;0.73;2.19;0.39;-0.53;3.57;0.41;-0.25;1.17;-0.04;0.61;1.16;0.42;-0.48;0.36;0.43;-0.32;0.42;1.48;1.20;0.99;4.89;-0.01;-0.09;-0.47;1.44;-0.51;-0.65;0.62;0.62;0.73;2.19
431344;-1.467341822166935;0.17;-0.53;-0.30;-0.34;-0.25;-0.80;-0.04;-0.48;0.92;-0.53;-0.48;-0.73;-0.12;-0.32;-0.74;1.34;0.76;0.68;-0.20;0.73;-0.09;-0.47;-0.76;-0.51;1.48;0.57;0.28;0.46;-0.47;0.17;-0.53;-0.30;-0.34;-0.25;-0.80;-0.04;-0.48;0.92;-0.53;-0.48;-0.73;-0.12;-0.32;-0.74;1.34;0.76;0.68;-0.20;0.73;-0.09;-0.47;-0.76;-0.51;1.48;0.57;0.28;0.46;-0.47
432252;-1.1419616982776544;0.26;-0.53;-0.30;-0.35;-0.25;0.88;-0.04;-0.27;0.75;-0.40;-0.48;-0.55;-0.12;-0.32;-0.54;-0.66;0.77;-0.03;-0.20;0.53;-0.09;1.95;1.23;-0.51;-0.65;0.60;-0.37;0.36;-0.47;0.26;-0.53;-0.30;-0.35;-0.25;0.88;-0.04;-0.27;0.75;-0.40;-0.48;-0.55;-0.12;-0.32;-0.54;-0.66;0.77;-0.03;-0.20;0.53;-0.09;1.95;1.23;-0.51;-0.65;0.60;-0.37;0.36;-0.47
150563;-0.010483721820652736;-2.39;-0.53;-0.30;0.54;-0.25;-0.80;-0.04;-0.71;-1.02;-0.12;-0.48;0.16;-1.07;-0.32;-0.21;-0.66;-1.21;-1.18;-0.20;-0.98;-0.09;-0.47;1.26;-0.51;-0.65;-1.92;-3.01;-1.77;-0.47;-2.39;-0.53;-0.30;0.54;-0.25;-0.80;-0.04;-0.71;-1.02;-0.12;-0.48;0.16;-1.07;-0.32;-0.21;-0.66;-1.21;-1.18;-0.20;-0.98;-0.09;-0.47;1.26;-0.51;-0.65;-1.92;-3.01;-1.77;-0.47
431205;-0.9665157767751549;0.23;-0.53;-0.30;-0.36;-0.25;-0.80;-0.04;-0.28;-1.02;-0.32;-0.48;-0.52;0.03;-0.32;-0.50;-0.66;-1.21;0.96;-0.20;0.70;-0.09;-0.47;-0.76;-0.51;1.52;0.71;-0.14;-1.77;-0.47;0.23;-0.53;-0.30;-0.36;-0.25;-0.80;-0.04;-0.28;-1.02;-0.32;-0.48;-0.52;0.03;-0.32;-0.50;-0.66;-1.21;0.96;-0.20;0.70;-0.09;-0.47;-0.76;-0.51;1.52;0.71;-0.14;-1.77;-0.47
431070;-0.9810255267144327;0.08;-0.53;-0.30;-0.46;-0.25;-0.80;-0.04;-0.38;0.91;-0.25;-0.48;-0.35;-0.13;-0.32;-0.48;-0.66;0.27;-1.18;-0.20;0.63;-0.09;-0.47;-0.76;1.80;-0.65;0.65;-0.66;0.57;-0.47;0.08;-0.53;-0.30;-0.46;-0.25;-0.80;-0.04;-0.38;0.91;-0.25;-0.48;-0.35;-0.13;-0.32;-0.48;-0.66;0.27;-1.18;-0.20;0.63;-0.09;-0.47;-0.76;1.80;-0.65;0.65;-0.66;0.57;-0.47
432255;-1.568485162725818;0.20;-0.53;-0.30;-0.29;-0.25;0.70;-0.04;-0.29;0.53;-0.42;-0.48;-0.78;0.21;-0.32;-0.17;1.15;0.68;0.12;-0.20;0.44;-0.09;1.90;0.81;1.97;-0.65;0.58;0.12;0.43;-0.47;0.20;-0.53;-0.30;-0.29;-0.25;0.70;-0.04;-0.29;0.53;-0.42;-0.48;-0.78;0.21;-0.32;-0.17;1.15;0.68;0.12;-0.20;0.44;-0.09;1.90;0.81;1.97;-0.65;0.58;0.12;0.43;-0.47
220605;-0.6128911335243103;0.20;-0.53;-0.30;-0.54;-0.25;-0.80;-0.04;0.16;-1.02;-0.43;-0.48;-0.19;0.21;-0.32;-0.12;-0.66;0.79;-1.18;-0.20;0.13;-0.09;-0.47;-0.76;-0.51;-0.65;0.33;0.04;-1.77;-0.47;0.20;-0.53;-0.30;-0.54;-0.25;-0.80;-0.04;0.16;-1.02;-0.43;-0.48;-0.19;0.21;-0.32;-0.12;-0.66;0.79;-1.18;-0.20;0.13;-0.09;-0.47;-0.76;-0.51;-0.65;0.33;0.04;-1.77;-0.47
