#Codigo;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
430057;-1.2511526967173354;0.12;-0.55;-0.30;-0.25;-0.24;1.12;-0.04;-1.14;0.82;-0.94;-0.48;-0.64;0.13;-0.35;-5.35;-0.66;0.80;0.54;-0.20;0.58;-0.09;-0.47;-0.78;-0.49;1.15;0.53;0.07;0.47;1.81
430510;3.062001108484447;0.98;0.63;4.16;3.09;-0.24;2.04;-0.04;2.78;1.07;2.87;2.31;2.34;1.42;2.98;1.68;2.33;1.74;1.66;4.66;1.07;-0.09;-0.47;1.76;-0.49;-0.65;1.08;1.54;1.58;2.74
420930;2.1348875544553922;0.83;2.31;-0.30;2.11;-0.24;1.72;-0.04;2.03;1.43;1.94;-0.48;1.70;1.02;-0.35;0.91;1.97;1.57;1.39;-0.20;1.07;-0.09;2.71;1.77;-0.49;-0.65;1.18;1.17;1.09;2.36
110012;1.958695907141639;0.77;-0.55;-0.30;1.73;-0.24;-0.82;-0.04;1.01;1.17;1.41;-0.48;1.00;0.58;-0.35;0.98;1.88;0.97;1.08;-0.20;0.98;-0.09;-0.47;-0.78;-0.49;-0.65;1.10;0.85;0.84;2.21
314810;1.6296587525502129;0.75;2.10;-0.30;1.86;-0.24;1.58;-0.04;1.13;1.29;1.55;-0.48;1.12;0.85;-0.35;0.61;-0.66;1.32;1.28;-0.20;0.81;-0.09;-0.47;-0.78;-0.49;2.00;0.66;0.88;1.04;-0.49
430990;-0.4810022879957322;0.29;-0.55;-0.30;-0.54;-0.24;-0.82;-0.04;-0.49;1.01;-0.31;-0.48;-0.65;-0.25;-0.35;-0.19;-0.66;0.73;-1.27;-0.20;0.74;-0.09;-0.47;-0.78;-0.49;-0.65;0.73;0.30;0.55;1.98
431848;-0.9251207323716729;0.04;-0.55;-0.30;-0.41;-0.24;1.03;-0.04;-0.61;0.68;-0.53;-0.48;-0.85;0.23;-0.35;-0.48;-0.66;0.69;0.44;-0.20;0.51;-0.09;-0.47;-0.78;-0.49;1.28;0.65;0.05;0.38;1.70
317020;3.3447136117420677;1.11;2.38;-0.30;3.54;-0.24;2.05;-0.04;2.80;1.57;3.03;1.59;2.60;0.91;-0.35;1.66;2.19;1.73;1.16;5.08;1.18;-0.09;-0.47;1.57;-0.49;-0.65;-1.85;1.62;1.12;2.63
431800;1.3460656470903134;0.74;-0.55;-0.30;1.45;-0.24;1.41;-0.04;1.12;1.30;1.33;2.19;0.97;0.24;2.11;0.78;1.28;0.35;0.50;-0.20;0.53;-0.09;-0.47;1.45;-0.49;-0.65;0.35;0.29;0.79;2.33
351170;0.18823590089891676;0.47;1.98;-0.30;0.03;-0.24;-0.82;-0.04;0.24;-1.00;0.19;-0.48;0.39;0.23;-0.35;0.34;-0.66;-1.20;-1.27;-0.20;-2.97;-0.09;-0.47;1.37;-0.49;-0.65;0.53;0.43;0.37;-0.49
351310;0.8137121086413758;0.52;-0.55;-0.30;0.69;-0.24;1.15;-0.04;1.32;1.28;0.73;-0.48;0.73;0.83;-0.35;0.72;-0.66;1.26;-1.27;-0.20;-2.97;-0.09;1.99;-0.78;-0.49;-0.65;0.75;0.70;0.85;-0.49
352070;-1.0149336049009545;0.35;-0.55;-0.30;-0.56;-0.24;-0.82;-0.04;-0.23;0.78;-0.45;-0.48;-0.44;0.35;2.80;0.17;1.87;-1.20;0.82;-0.20;0.34;-0.09;-0.47;1.13;-0.49;-0.65;0.39;0.85;0.47;-0.49
430430;-0.5784225353263861;0.24;-0.55;-0.30;-0.52;-0.24;-0.82;-0.04;-0.67;0.95;-0.45;-0.48;-0.36;0.18;-0.35;-0.88;0.93;0.69;0.31;-0.20;0.53;-0.09;-0.47;1.05;-0.49;1.45;0.61;0.39;0.50;1.97
410302;-1.3337348906139852;-2.34;-0.55;-0.30;-0.43;-0.24;-0.82;-0.04;-0.34;-1.00;-0.68;-0.48;-0.91;-3.08;-0.35;-0.12;-0.66;-1.20;0.73;-0.20;0.51;-0.09;2.14;-0.78;-0.49;-0.65;0.80;0.14;0.09;-0.49
411900;-0.5590615144016512;-2.34;-0.55;-0.30;-0.41;-0.24;-0.82;-0.04;-0.32;-1.00;-0.39;-0.48;-0.70;-0.40;-0.35;0.03;-0.66;0.70;0.70;-0.20;0.50;-0.09;-0.47;-0.78;-0.49;-0.65;0.64;0.16;-1.86;-0.49
431040;-0.5718773680876933;0.28;-0.55;-0.30;-0.27;-0.24;-0.82;-0.04;-1.09;0.96;-0.37;-0.48;-0.70;-0.05;-0.35;-0.57;1.24;0.58;-0.00;-0.20;0.26;-0.09;1.34;0.81;-0.49;-0.65;0.52;-0.52;0.61;1.97
355330;0.4909816364223043;0.39;-0.55;3.73;0.54;-0.24;1.03;-0.04;0.90;1.18;0.51;-0.48;0.39;0.50;-0.35;0.43;1.45;1.25;1.06;4.40;0.22;-0.09;-0.47;1.50;-0.49;-0.65;0.66;0.62;0.62;-0.49
430595;-1.0072374403940965;0.14;-0.55;-0.30;-0.15;-0.24;0.83;-0.04;-0.94;-1.00;-0.54;-0.48;-0.88;0.35;-0.35;0.34;-0.66;0.81;-1.27;-0.20;0.57;-0.09;-0.47;1.06;-0.49;-0.65;0.53;0.62;0.54;-0.49
352360;0.22271386115456748;0.53;-0.55;-0.30;0.77;-0.24;-0.82;-0.04;0.12;-1.00;0.38;-0.48;0.30;-0.28;-0.35;0.54;-0.66;1.09;0.88;-0.20;-2.97;-0.09;-0.47;1.50;-0.49;-0.65;0.59;0.48;0.55;-0.49
110004;1.6162239331443304;0.73;1.99;-0.30;1.59;-0.24;-0.82;-0.04;0.76;-1.00;1.21;-0.48;0.97;0.50;-0.35;0.85;1.43;1.39;1.43;-0.20;0.81;-0.09;-0.47;1.09;2.46;-0.65;0.92;1.02;0.79;-0.49
412120;0.28677455734809093;-2.34;-0.55;-0.30;-0.45;-0.24;-0.82;-0.04;0.27;-1.00;0.06;-0.48;0.17;-3.08;-0.35;0.55;-0.66;-1.20;-1.27;-0.20;0.63;-0.09;-0.47;1.37;-0.49;-0.65;0.55;0.73;0.63;1.93
430583;-1.8124210296063414;0.14;-0.55;-0.30;-1.23;-0.24;0.86;-0.04;-0.65;-1.00;-0.85;-0.48;-1.21;-0.01;-0.35;-0.42;1.05;0.56;0.66;-0.20;0.63;-0.09;-0.47;-0.78;1.12;-0.65;0.72;-0.34;0.29;-0.49
354410;1.1077543444238518;0.59;2.17;-0.30;0.24;-0.24;-0.82;-0.04;0.57;1.08;0.52;2.28;0.29;-0.12;-0.35;1.33;-0.66;-1.20;0.92;-0.20;-2.97;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;0.35;0.93;2.11
521410;-1.0270449558660708;0.32;1.55;-0.30;-0.67;-0.24;0.94;-0.04;-0.31;0.96;-0.65;-0.48;-0.68;-3.08;-0.35;-5.35;1.88;-1.20;0.69;-0.20;0.07;-0.09;-0.47;-0.78;2.25;-0.65;0.60;0.27;-1.86;-0.49
410345;0.19101452371523742;-2.34;-0.55;-0.30;0.11;-0.24;0.85;-0.04;0.56;1.03;0.36;-0.48;0.10;0.40;-0.35;0.53;-0.66;-1.20;0.85;-0.20;0.53;-0.09;1.82;-0.78;-0.49;-0.65;0.77;0.75;0.68;1.98
312680;-0.6594437398208163;0.26;1.79;-0.30;-0.65;-0.24;-0.82;-0.04;-0.63;0.83;-0.79;-0.48;-0.53;0.41;-0.35;-0.57;-0.66;-1.20;0.55;-0.20;0.28;-0.09;-0.47;-0.78;2.07;-0.65;0.51;-3.51;0.28;-0.49
352900;2.4523370823663457;0.90;-0.55;-0.30;2.79;-0.24;1.75;-0.04;2.02;1.53;2.35;2.26;1.96;1.08;3.44;1.33;-0.66;1.63;1.31;-0.20;0.69;-0.09;2.52;-0.78;-0.49;-0.65;-1.85;1.08;1.13;2.53
354340;3.3491101035114585;1.15;2.60;-0.30;3.37;5.68;2.07;-0.04;2.95;1.72;3.02;-0.48;2.66;1.37;-0.35;1.75;-0.66;1.78;1.44;6.34;-2.97;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;1.35;1.55;2.80
110033;0.6186635478135726;-2.34;2.24;-0.30;0.60;-0.24;-0.82;-0.04;0.48;0.92;0.29;-0.48;0.48;0.15;-0.35;-0.41;-0.66;-1.20;0.41;-0.20;0.02;-0.09;-0.47;-0.78;-0.49;1.64;0.75;-0.09;0.40;-0.49
354640;1.0829680434292177;-2.34;-0.55;-0.30;1.02;5.17;-0.82;-0.04;1.02;1.03;1.26;-0.48;0.83;0.77;-0.35;0.70;2.06;-1.20;1.16;-0.20;0.85;-0.09;-0.47;-0.78;-0.49;1.85;0.38;0.78;0.62;-0.49
353280;-0.6004769754255815;0.16;-0.55;-0.30;-0.58;-0.24;-0.82;-0.04;-0.21;0.89;-0.20;1.46;-0.43;-0.02;-0.35;0.03;-0.66;0.99;0.49;-0.20;0.07;-0.09;-0.47;-0.78;-0.49;-0.65;0.57;0.31;0.58;-0.49
430675;-1.5692617354909832;0.14;-0.55;-0.30;-1.09;-0.24;1.01;-0.04;-0.42;-1.00;-0.79;-0.48;-1.16;0.21;-0.35;-0.73;1.01;0.84;0.62;-0.20;0.59;-0.09;1.39;1.23;1.84;-0.65;0.62;0.21;0.49;-0.49
354515;-0.4491877422484757;0.36;-0.55;3.25;-0.42;-0.24;-0.82;-0.04;0.10;-1.00;-0.20;-0.48;-0.27;0.21;-0.35;0.31;-0.66;1.03;0.17;-0.20;0.39;-0.09;-0.47;-0.78;-0.49;-0.65;-0.55;0.33;-1.86;-0.49
150470;1.5061976532065688;0.59;-0.55;-0.30;1.39;-0.24;1.09;-0.04;0.91;0.85;0.75;-0.48;1.60;0.65;2.95;-0.51;-0.66;1.18;0.96;-0.20;0.38;-0.09;-0.47;-0.78;-0.49;1.48;-1.85;0.42;-1.86;-0.49
410322;-1.1571352082721056;0.24;-0.55;-0.30;-0.69;-0.24;-0.82;-0.04;-0.51;-1.00;-0.66;-0.48;-1.02;-0.10;-0.35;0.01;-0.66;-1.20;-1.27;4.02;0.37;-0.09;2.36;1.14;-0.49;-0.65;0.73;-0.21;0.58;-0.49
431545;-1.5209354671801922;0.18;-0.55;-0.30;-1.06;-0.24;0.93;-0.04;-0.53;-1.00;-0.74;-0.48;-1.24;-0.03;-0.35;-0.80;1.16;0.72;0.71;-0.20;0.74;-0.09;1.71;0.89;1.67;-0.65;0.75;-0.16;0.23;-0.49
330420;1.9254991152001668;0.94;2.39;-0.30;2.72;-0.24;1.71;-0.04;1.48;1.36;2.07;2.59;1.68;1.09;-0.35;1.21;1.26;1.33;1.31;3.43;0.30;-0.09;1.48;1.22;-0.49;2.06;0.77;1.08;1.05;2.40
355690;-0.4364372296901073;0.35;-0.55;-0.30;-0.30;-0.24;1.45;-0.04;-0.42;0.84;-0.06;-0.48;-0.18;-0.20;-0.35;-0.02;-0.66;0.82;0.21;-0.20;-2.97;-0.09;-0.47;-0.78;-0.49;-0.65;0.48;0.37;0.42;-0.49
410442;0.160103802119576;-2.34;-0.55;2.88;0.02;-0.24;1.35;-0.04;0.50;0.61;0.13;-0.48;0.22;0.60;-0.35;-0.25;1.46;-1.20;1.09;-0.20;0.81;-0.09;2.30;-0.78;-0.49;1.66;1.06;0.49;0.67;-0.49
352940;3.0221211447749057;1.04;2.46;-0.30;2.44;-0.24;2.01;-0.04;1.99;-1.00;2.57;2.97;1.97;0.69;4.03;1.59;2.22;1.64;1.22;-0.20;-2.97;-0.09;2.38;-0.78;3.17;-0.65;-1.85;1.03;1.41;1.83
520940;-0.9614528546815115;0.30;-0.55;-0.30;-0.47;-0.24;-0.82;-0.04;-0.09;0.88;-0.68;-0.48;-0.69;-3.08;-0.35;-0.41;-0.66;0.48;0.92;-0.20;-0.13;-0.09;-0.47;-0.78;-0.49;1.42;0.62;-0.09;-1.86;-0.49
430260;-1.0742862982557833;0.27;-0.55;-0.30;-0.20;-0.24;0.45;-0.04;-1.50;-1.00;-0.67;1.69;-0.90;-0.36;-0.35;-0.32;1.40;0.84;-1.27;-0.20;0.37;-0.09;-0.47;-0.78;-0.49;-0.65;0.51;-0.06;-1.86;-0.49
432100;-0.16203492950545015;0.29;-0.55;-0.30;-0.45;-0.24;1.33;-0.04;-0.07;1.05;0.02;-0.48;-0.25;0.75;-0.35;0.37;1.37;-1.20;0.74;-0.20;-0.35;-0.09;1.90;1.10;-0.49;0.82;0.56;0.55;0.63;2.04
350640;-0.46168183672688773;0.28;-0.55;-0.30;-0.60;-0.24;-0.82;-0.04;0.10;1.07;-0.08;-0.48;-0.37;-0.17;-0.35;0.14;-0.66;0.84;-0.08;-0.20;0.36;-0.09;-0.47;-0.78;-0.49;-0.65;0.78;0.41;0.56;-0.49
411680;-0.5527874814829677;-2.34;-0.55;3.06;-0.45;4.14;-0.82;-0.04;-0.59;0.67;-0.53;-0.48;-0.51;-3.08;-0.35;-0.02;-0.66;-1.20;0.82;-0.20;0.18;-0.09;-0.47;-0.78;-0.49;-0.65;0.67;-0.10;-1.86;-0.49
350550;1.884719284221321;0.81;-0.55;-0.30;2.41;-0.24;1.68;-0.04;2.74;1.43;1.80;-0.48;1.65;0.98;2.74;1.14;0.65;1.43;1.30;-0.20;-2.97;-0.09;2.67;-0.78;-0.49;-0.65;1.08;1.29;0.27;2.41
432162;-1.45088644671014;0.20;-0.55;-0.30;-0.99;-0.24;-0.82;-0.04;-0.93;0.54;-0.90;-0.48;-1.08;0.01;-0.35;-0.54;1.23;-1.20;0.85;-0.20;0.80;-0.09;2.29;-0.78;-0.49;1.49;0.62;-0.13;-1.86;-0.49
350370;-0.2999021196646367;0.53;-0.55;-0.30;-0.05;-0.24;-0.82;-0.04;0.54;0.92;0.30;-0.48;-0.01;0.67;-0.35;0.15;-0.66;0.93;0.74;-0.20;0.14;-0.09;-0.47;-0.78;-0.49;-0.65;0.63;0.40;0.63;-0.49
354080;0.2032787018589795;0.36;1.76;-0.30;0.55;-0.24;1.58;-0.04;0.02;1.08;0.21;-0.48;0.33;0.83;-0.35;0.39;-0.66;1.04;0.72;-0.20;0.35;-0.09;-0.47;-0.78;-0.49;-0.65;0.47;0.30;0.49;2.04
350610;1.5224546750000898;0.69;-0.55;3.75;1.13;-0.24;1.80;-0.04;1.61;1.31;1.47;-0.48;1.30;0.61;-0.35;0.97;1.74;1.43;0.84;-0.20;0.57;-0.09;-0.47;-0.78;-0.49;-0.65;0.27;1.06;0.93;-0.49
431160;-0.6944288270936171;-2.34;1.48;-0.30;-0.81;-0.24;-0.82;-0.04;-0.81;1.03;-0.49;-0.48;-0.65;0.22;-0.35;-1.28;-0.66;0.70;0.55;-0.20;0.65;-0.09;2.42;0.50;2.32;1.37;0.82;0.55;0.46;-0.49
260550;-0.0785739384822271;0.38;-0.55;-0.30;-0.33;-0.24;1.03;-0.04;-0.08;1.10;-0.20;-0.48;-0.05;0.61;1.93;-0.03;-0.66;-1.20;-1.27;-0.20;-0.05;-0.09;-0.47;-0.78;-0.49;1.61;-1.85;-0.42;0.40;-0.49
521040;0.9348030529343797;0.63;-0.55;-0.30;0.67;-0.24;1.50;-0.04;1.55;1.13;0.70;2.17;0.66;0.50;-0.35;0.60;1.22;-1.20;0.88;-0.20;0.46;-0.09;-0.47;1.24;-0.49;1.73;0.64;0.49;-1.86;-0.49
110060;-0.6197289109167872;0.36;-0.55;-0.30;0.19;-0.24;-0.82;-0.04;-0.39;0.83;-0.30;-0.48;-0.28;-0.02;-0.35;-5.35;-0.66;-1.20;-1.27;-0.20;0.28;-0.09;-0.47;-0.78;-0.49;1.00;0.53;-0.37;-1.86;-0.49
314560;0.9856757491232335;0.53;-0.55;-0.30;0.61;-0.24;1.21;-0.04;0.83;1.24;0.75;-0.48;0.37;0.68;-0.35;0.86;-0.66;1.35;0.76;-0.20;0.65;-0.09;2.03;1.29;-0.49;-0.65;-1.85;0.23;0.67;2.06
420980;-1.185501694000208;0.29;-0.55;-0.30;-1.11;-0.24;-0.82;-0.04;-0.56;0.90;-0.83;-0.48;-0.93;-0.11;-0.35;-0.83;-0.66;-1.20;-1.27;-0.20;0.37;-0.09;-0.47;-0.78;-0.49;-0.65;0.70;0.42;0.25;1.82
314860;0.26593424167781265;0.10;1.81;-0.30;0.03;-0.24;-0.82;-0.04;-0.04;0.98;-0.12;-0.48;-0.17;0.28;-0.35;0.30;-0.66;0.65;0.55;-0.20;0.37;-0.09;1.51;-0.78;-0.49;-0.65;0.48;0.56;0.32;-0.49
311850;-1.6918876558219424;0.28;1.51;-0.30;-1.23;-0.24;0.89;-0.04;-1.05;0.88;-0.88;-0.48;-1.21;0.32;-0.35;-0.17;1.29;0.79;-1.27;-0.20;-0.06;-0.09;-0.47;1.06;-0.49;1.46;0.56;-0.15;0.14;-0.49
410510;-0.11958670129434516;-2.34;-0.55;-0.30;0.01;-0.24;-0.82;-0.04;-0.94;-1.00;-0.13;-0.48;-0.36;0.39;1.44;0.32;-0.66;-1.20;0.33;-0.20;0.67;-0.09;2.38;1.30;1.29;-0.65;-1.85;0.41;0.41;-0.49
411725;-0.16886720711076142;0.45;-0.55;-0.30;-0.21;-0.24;-0.82;-0.04;0.05;0.85;-0.04;-0.48;0.08;-0.12;-0.35;0.48;-0.66;-1.20;-1.27;-0.20;0.76;-0.09;2.23;-0.78;-0.49;-0.65;0.91;0.13;0.60;1.96
292935;-0.6416414552212621;0.29;-0.55;-0.30;-0.60;-0.24;-0.82;-0.04;-0.47;0.48;-0.71;-0.48;-0.49;0.17;-0.35;-0.15;-0.66;0.68;-1.27;-0.20;-0.23;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;0.20;0.26;-0.49
353600;-0.13754313028625811;0.36;-0.55;-0.30;0.01;-0.24;-0.82;-0.04;-0.17;0.97;-0.05;-0.48;-0.24;0.37;-0.35;0.47;-0.66;-1.20;0.47;-0.20;0.50;-0.09;-0.47;-0.78;-0.49;-0.65;0.43;0.21;0.30;-0.49
353500;-0.06674355269541594;0.45;-0.55;-0.30;0.12;-0.24;-0.82;-0.04;-0.20;-1.00;0.19;-0.48;0.15;0.54;-0.35;0.15;-0.66;-1.20;-1.27;-0.20;0.26;-0.09;-0.47;-0.78;-0.49;-0.65;0.73;0.42;0.40;-0.49
352820;-1.0651276098086553;0.31;-0.55;-0.30;-0.69;-0.24;1.02;-0.04;-0.22;0.73;-0.46;1.45;-0.72;-3.08;-0.35;0.06;0.99;-1.20;-1.27;-0.20;0.01;-0.09;-0.47;-0.78;-0.49;-0.65;0.64;0.54;0.39;-0.49
411530;-0.5878792395562107;0.27;-0.55;-0.30;-0.51;-0.24;-0.82;-0.04;-0.58;0.98;-0.40;-0.48;-0.68;-0.10;-0.35;0.16;1.31;-1.20;0.33;-0.20;0.50;-0.09;2.26;0.77;1.83;-0.65;0.82;0.54;0.49;1.84
430280;0.8345161008556393;0.59;-0.55;2.47;0.97;-0.24;1.08;-0.04;0.53;1.28;0.46;-0.48;0.43;0.13;-0.35;0.19;1.25;0.59;0.71;-0.20;0.46;-0.09;-0.47;1.32;1.86;-0.65;0.47;0.51;0.28;2.30
353140;0.5053031985913494;0.51;-0.55;-0.30;0.19;-0.24;-0.82;-0.04;0.67;1.00;0.42;-0.48;0.46;0.74;-0.35;0.43;-0.66;1.13;0.74;-0.20;0.20;-0.09;-0.47;-0.78;-0.49;-0.65;0.59;0.73;0.74;-0.49
432253;-0.10008438683975471;0.34;-0.55;-0.30;0.09;-0.24;0.99;-0.04;-0.60;-1.00;-0.31;-0.48;-0.27;0.08;2.73;-2.62;-0.66;0.90;0.61;-0.20;0.53;-0.09;-0.47;0.98;-0.49;1.49;0.69;-0.25;0.64;1.96
420850;0.5124467979304925;0.46;1.70;2.62;0.06;-0.24;1.46;-0.04;0.24;-1.00;0.28;-0.48;0.35;0.22;-0.35;0.65;-0.66;0.70;0.20;-0.20;0.69;-0.09;-0.47;1.79;-0.49;-0.65;0.80;0.21;0.69;-0.49
412560;1.0416924651176738;-2.34;-0.55;-0.30;0.72;-0.24;1.24;-0.04;0.96;1.14;0.78;-0.48;0.64;0.25;-0.35;0.66;-0.66;-1.20;0.88;-0.20;1.11;-0.09;-0.47;1.43;-0.49;-0.65;0.23;0.62;0.52;2.12
412665;-1.1670849909930443;-2.34;-0.55;-0.30;-0.63;-0.24;-0.82;-0.04;-0.09;-1.00;-0.60;-0.48;-1.02;-0.14;-0.35;-0.01;-0.66;0.52;-1.27;-0.20;0.52;-0.09;-0.47;0.57;-0.49;-0.65;0.81;0.22;0.45;-0.49
421917;-0.8700962556856385;0.37;-0.55;-0.30;-0.68;-0.24;1.01;-0.04;-0.51;-1.00;-0.21;-0.48;-0.52;0.20;-0.35;0.06;1.52;-1.20;-1.27;-0.20;0.69;-0.09;-0.47;-0.78;1.84;-0.65;0.82;0.51;0.46;-0.49
313860;0.21501313237970635;0.34;-0.55;-0.30;-0.03;-0.24;1.15;-0.04;-0.03;0.94;0.13;-0.48;-0.18;0.35;-0.35;0.02;1.31;1.16;0.84;-0.20;0.51;-0.09;-0.47;1.12;-0.49;-0.65;0.54;0.42;0.52;-0.49
410260;-0.2116365745806332;-2.34;-0.55;-0.30;-0.37;-0.24;-0.82;-0.04;0.26;-1.00;-0.04;-0.48;-0.47;-0.12;-0.35;0.13;-0.66;0.45;0.24;-0.20;0.65;-0.09;2.00;1.42;2.32;-0.65;0.66;0.40;-1.86;1.87
412010;-0.8625171446578974;-2.34;-0.55;-0.30;-0.83;-0.24;-0.82;-0.04;-0.08;-1.00;-0.43;-0.48;-0.79;0.26;-0.35;-0.02;-0.66;-1.20;-1.27;-0.20;0.12;-0.09;-0.47;-0.78;-0.49;-0.65;0.62;-0.24;0.21;-0.49
150195;0.7232035777004207;-2.34;1.92;-0.30;-0.40;-0.24;-0.82;-0.04;0.56;-1.00;0.02;-0.48;0.57;0.41;-0.35;0.41;-0.66;0.77;0.90;-0.20;0.18;-0.09;-0.47;-0.78;-0.49;1.58;0.81;-0.44;-1.86;-0.49
110034;0.2372162207875555;0.41;-0.55;3.17;0.08;-0.24;-0.82;-0.04;-0.47;0.90;0.02;-0.48;0.06;-3.08;3.16;-0.12;-0.66;0.86;0.63;-0.20;0.42;-0.09;-0.47;0.34;-0.49;1.66;0.81;-0.45;0.12;2.02
351970;1.5033752210241549;0.72;-0.55;3.72;1.56;-0.24;1.81;-0.04;-0.04;-1.00;1.29;-0.48;1.10;0.29;-0.35;0.74;1.58;-1.20;1.18;-0.20;0.51;-0.09;-0.47;1.63;-0.49;-0.65;-1.85;0.96;0.86;-0.49
351100;0.3482826449626227;0.66;-0.55;-0.30;0.65;-0.24;-0.82;-0.04;0.79;0.97;0.84;-0.48;0.71;0.43;-0.35;0.58;-0.66;1.16;0.85;-0.20;0.64;-0.09;1.73;1.30;-0.49;-0.65;0.63;0.63;-1.86;-0.49
353880;0.6995502614167509;0.48;1.95;-0.30;0.44;-0.24;1.40;-0.04;0.94;1.12;0.80;-0.48;0.59;0.46;-0.35;0.51;-0.66;-1.20;0.90;-0.20;0.89;-0.09;-0.47;1.73;-0.49;-0.65;-1.85;0.81;0.54;-0.49
431990;1.5398339223428141;0.69;-0.55;-0.30;1.22;-0.24;1.37;-0.04;0.50;1.23;0.95;-0.48;1.27;0.76;2.11;1.13;1.59;0.63;0.98;-0.20;0.15;-0.09;2.44;1.80;-0.49;2.00;0.58;0.63;0.84;2.26
355680;0.2892975573249667;0.41;-0.55;-0.30;0.06;-0.24;-0.82;-0.04;0.32;1.04;0.28;-0.48;0.32;0.58;-0.35;0.23;-0.66;1.06;-1.27;-0.20;-0.36;-0.09;1.25;1.05;-0.49;-0.65;0.40;0.43;0.60;-0.49
430540;-0.9933053994983256;0.22;1.85;-0.30;-0.83;-0.24;0.55;-0.04;-0.83;-1.00;-0.54;-0.48;-0.67;-0.29;2.76;0.23;1.32;0.17;0.78;-0.20;0.47;-0.09;-0.47;1.24;-0.49;1.48;0.61;-0.36;0.49;-0.49
432210;-0.6627078313563092;0.23;-0.55;-0.30;0.01;-0.24;0.06;-0.04;-0.90;1.02;-0.36;-0.48;-0.84;-0.13;-0.35;-0.72;1.17;-1.20;-0.41;-0.20;0.63;-0.09;2.14;-0.78;1.73;-0.65;0.61;0.06;-1.08;-0.49
293330;2.785494638584496;0.88;2.33;-0.30;1.99;4.54;1.49;-0.04;2.01;-1.00;2.35;1.89;2.05;0.65;2.80;1.41;2.06;-1.20;1.33;-0.20;1.03;-0.09;-0.47;1.75;-0.49;-0.65;1.00;0.89;1.18;-0.49
351270;-1.004475221778003;0.29;-0.55;-0.30;-0.88;-0.24;-0.82;-0.04;-0.27;-1.00;-0.23;-0.48;-0.26;-0.60;-0.35;0.42;-0.66;0.95;0.38;-0.20;0.11;-0.09;-0.47;0.65;-0.49;-0.65;-1.85;0.61;0.50;-0.49
353900;-0.13317149947809792;0.34;-0.55;-0.30;-0.20;-0.24;-0.82;-0.04;0.26;-1.00;0.16;-0.48;-0.09;-0.09;-0.35;0.14;1.89;0.83;0.64;-0.20;-0.07;-0.09;-0.47;-0.78;-0.49;-0.65;0.57;0.42;0.48;-0.49
410305;-0.4183019637183234;-2.34;-0.55;-0.30;-0.25;-0.24;-0.82;-0.04;-0.16;-1.00;-0.21;-0.48;-0.36;-0.72;-0.35;0.30;-0.66;-1.20;-1.27;-0.20;0.54;-0.09;2.01;1.27;-0.49;-0.65;0.68;-0.06;0.68;-0.49
313050;-0.061733166002139274;0.30;-0.55;-0.30;0.13;-0.24;-0.82;-0.04;-0.42;-1.00;0.00;-0.48;-0.12;0.48;-0.35;-0.96;-0.66;0.85;0.36;-0.20;-0.03;-0.09;-0.47;0.92;1.90;-0.65;0.47;-0.49;0.30;-0.49
520880;0.9265234430945106;0.57;1.29;-0.30;0.26;-0.24;1.39;-0.04;0.72;1.14;0.60;-0.48;0.75;-1.04;-0.35;0.65;1.61;-1.20;0.99;-0.20;-0.13;-0.09;-0.47;-0.78;2.24;-0.65;0.84;0.56;0.79;-0.49
521190;1.694754035010319;0.82;-0.55;-0.30;1.52;-0.24;1.63;-0.04;1.35;1.41;1.75;-0.48;1.45;0.73;-0.35;1.13;1.74;0.88;1.28;4.97;0.86;-0.09;2.36;1.62;-0.49;1.95;0.97;0.68;1.05;-0.49
352570;0.8475268826135479;0.55;-0.55;-0.30;0.84;-0.24;1.56;-0.04;0.86;-1.00;0.76;-0.48;0.72;0.73;-0.35;0.51;-0.66;1.29;-1.27;-0.20;-0.77;-0.09;-0.47;1.25;-0.49;-0.65;0.85;0.34;0.58;-0.49
353730;1.327407405239156;0.59;2.12;-0.30;1.24;-0.24;1.31;-0.04;0.84;1.03;1.38;-0.48;1.04;0.75;-0.35;0.75;-0.66;-1.20;-1.27;-0.20;0.74;-0.09;2.47;-0.78;-0.49;-0.65;0.54;0.94;0.81;-0.49
351110;1.8871089083677666;0.82;-0.55;-0.30;2.06;-0.24;-0.82;-0.04;1.78;1.44;1.56;2.43;1.58;0.94;-0.35;1.30;1.75;1.50;1.55;-0.20;0.44;-0.09;-0.47;1.76;1.71;-0.65;-1.85;1.25;1.06;2.47
521180;1.0770888811898196;0.57;0.90;-0.30;0.59;-0.24;1.54;-0.04;0.48;1.28;0.57;-0.48;0.64;0.36;-0.35;0.70;-0.66;-1.20;0.83;4.32;0.43;-0.09;2.19;-0.78;1.07;-0.65;0.71;0.53;0.76;-0.49
