#Codigo;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
500400;-0.22678072540912003;0.40;1.87;-0.30;0.37;-0.24;-0.82;-0.04;0.10;-1.00;-0.18;-0.48;-0.41;0.32;-0.35;-0.44;1.02;0.83;-1.27;-0.20;0.47;-0.09;-0.47;-0.78;-0.49;1.68;0.64;-0.50;0.50;-0.49
351907;2.383594034941432;0.97;-0.55;-0.30;2.05;-0.24;2.01;-0.04;2.08;1.35;2.19;2.16;2.03;1.15;3.14;1.70;2.28;-1.20;1.37;-0.20;-2.97;-0.09;2.98;-0.78;-0.49;-0.65;-1.85;1.38;1.18;2.43
411420;0.821729456020022;0.50;-0.55;-0.30;0.79;-0.24;1.35;-0.04;0.73;-1.00;0.67;-0.48;0.62;0.54;-0.35;0.77;1.45;-1.20;0.97;4.65;0.68;-0.09;-0.47;0.94;-0.49;1.97;0.26;0.51;0.72;-0.49
320515;-0.2876235586712335;0.40;-0.55;3.14;-0.01;-0.24;-0.82;-0.04;0.37;-1.00;-0.17;-0.48;0.11;-3.08;-0.35;0.15;-0.66;-1.20;0.72;-0.20;0.67;-0.09;2.38;-0.78;-0.49;-0.65;0.57;0.20;0.28;-0.49
421935;-0.7933518188762084;0.27;-0.55;-0.30;-1.02;-0.24;1.42;-0.04;-0.30;-1.00;-0.48;-0.48;-0.50;0.30;-0.35;-0.42;1.22;0.01;0.30;-0.20;0.45;-0.09;-0.47;0.83;1.93;-0.65;0.75;0.53;0.48;-0.49
521839;-1.1515732156701592;0.28;-0.55;-0.30;-0.77;-0.24;0.78;-0.04;-1.04;-1.00;-0.89;1.53;-1.32;-3.08;-0.35;-0.39;1.56;0.96;0.64;-0.20;0.29;-0.09;1.85;-0.78;-0.49;-0.65;0.68;-0.60;0.60;-0.49
310100;0.021150877032246666;0.38;1.64;-0.30;-0.82;-0.24;1.01;-0.04;-0.31;0.88;-0.15;-0.48;-0.51;0.45;-0.35;0.40;-0.66;0.38;0.69;-0.20;0.09;-0.09;-0.47;-0.78;2.41;1.57;0.44;-0.10;0.66;-0.49
432080;0.74474264593778;0.53;-0.55;-0.30;0.93;-0.24;-0.82;-0.04;0.53;1.21;0.36;-0.48;0.39;0.43;-0.35;0.20;1.02;-0.21;0.75;-0.20;0.83;-0.09;1.58;1.44;-0.49;-0.65;0.56;0.55;0.58;2.21
510779;-0.9220332440961791;-2.34;-0.55;-0.30;-0.46;-0.24;-0.82;-0.04;-0.11;-1.00;-0.49;-0.48;-0.47;-0.44;-0.35;0.13;-0.66;0.64;-1.27;-0.20;-0.03;-0.09;-0.47;-0.78;-0.49;-0.65;-0.11;0.19;0.45;-0.49
314470;0.27466375518419767;0.49;-0.55;-0.30;0.57;-0.24;-0.82;-0.04;0.53;-1.00;0.30;-0.48;0.02;0.75;-0.35;0.52;-0.66;1.17;0.97;-0.20;0.19;-0.09;-0.47;0.58;-0.49;-0.65;0.53;0.19;0.58;-0.49
420285;-1.0938452208969385;0.28;-0.55;-0.30;-0.66;-0.24;1.13;-0.04;-1.06;0.89;-0.61;-0.48;-0.57;0.44;-0.35;-0.08;-0.66;0.79;0.36;-0.20;0.44;-0.09;-0.47;-0.78;2.20;1.39;0.68;0.26;0.48;-0.49
261380;0.2597266022390546;0.43;-0.55;-0.30;-0.19;-0.24;-0.82;-0.04;0.14;1.12;0.03;-0.48;0.18;0.67;-0.35;0.36;-0.66;0.84;0.60;-0.20;0.08;-0.09;-0.47;-0.78;-0.49;-0.65;0.29;-0.74;-1.86;-0.49
355395;0.06161969109848358;0.46;-0.55;-0.30;0.56;-0.24;-0.82;-0.04;0.81;1.04;0.21;1.78;0.33;0.48;-0.35;0.40;-0.66;0.65;1.08;-0.20;0.54;-0.09;-0.47;-0.78;2.32;1.72;-1.85;0.85;-1.86;1.99
291580;0.5031629464916827;0.45;-0.55;-0.30;-0.12;-0.24;0.67;-0.04;0.55;-1.00;-0.02;-0.48;0.43;0.26;-0.35;0.16;-0.66;-1.20;-1.27;-0.20;-0.54;-0.09;-0.47;-0.78;1.28;-0.65;0.69;-0.18;0.67;-0.49
430955;-0.8988510486907548;0.15;-0.55;-0.30;0.21;4.38;-0.82;-0.04;-1.14;0.88;-0.56;-0.48;-0.60;0.30;-0.35;-0.83;-0.66;0.09;-1.27;-0.20;0.71;-0.09;2.54;1.06;-0.49;-0.65;0.64;0.60;0.05;-0.49
350390;1.5767869021071335;0.86;-0.55;-0.30;2.19;-0.24;1.75;-0.04;1.79;0.92;1.29;-0.48;1.39;0.75;-0.35;1.15;-0.66;-1.20;-1.27;-0.20;-2.97;-0.09;-0.47;-0.78;-0.49;1.94;-1.85;0.85;0.87;-0.49
260740;-0.8724558641698557;0.47;1.44;-0.30;0.70;-0.24;-0.82;-0.04;-0.02;0.74;-0.42;-0.48;-0.28;0.03;-0.35;-0.01;-0.66;-1.20;0.39;-0.20;-2.97;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;-0.67;0.44;1.86
431050;-0.4102227092902477;0.24;-0.55;2.81;-0.15;-0.24;-0.82;-0.04;-0.58;-1.00;-0.43;1.72;-0.42;-0.07;-0.35;-0.38;1.59;0.43;0.36;-0.20;0.59;-0.09;-0.47;1.31;-0.49;-0.65;0.65;-0.33;0.40;-0.49
353282;-0.2982299972645315;0.40;-0.55;-0.30;-0.32;-0.24;-0.82;-0.04;0.02;-1.00;-0.28;-0.48;0.03;0.22;-0.35;0.20;0.87;0.71;-1.27;-0.20;0.10;-0.09;-0.47;-0.78;-0.49;-0.65;0.51;0.15;0.26;-0.49
431450;-0.0026118080344848587;0.45;-0.55;-0.30;0.73;-0.24;-0.82;-0.04;-0.52;1.17;0.05;2.47;0.05;0.30;-0.35;-0.66;1.34;0.32;0.40;-0.20;-0.85;-0.09;-0.47;-0.78;-0.49;-0.65;0.20;-0.56;0.60;2.04
411845;-0.7797095310646337;0.35;-0.55;-0.30;-0.34;-0.24;-0.82;-0.04;0.13;0.60;-0.15;-0.48;-0.52;0.63;-0.35;0.36;-0.66;0.93;-0.41;-0.20;0.63;-0.09;2.34;1.42;-0.49;-0.65;0.86;0.63;0.47;-0.49
350050;0.2846663503111512;-2.34;-0.55;-0.30;0.15;-0.24;-0.82;-0.04;1.16;0.85;0.60;-0.48;0.62;0.29;-0.35;0.51;-0.66;-1.20;1.13;-0.20;-0.84;-0.09;-0.47;1.85;1.77;-0.65;0.49;0.91;0.64;-0.49
292350;-0.3112282578910341;0.32;-0.55;-0.30;-0.72;-0.24;1.05;-0.04;-0.47;-1.00;-0.70;-0.48;-0.25;0.54;-0.35;0.12;-0.66;-1.20;-1.27;-0.20;-2.97;-0.09;-0.47;0.23;-0.49;0.94;-1.85;-3.51;0.26;-0.49
351200;0.2830230291920417;0.56;-0.55;-0.30;0.62;-0.24;-0.82;-0.04;0.66;-1.00;0.35;-0.48;0.54;0.26;-0.35;0.50;2.18;1.14;0.26;-0.20;-0.28;-0.09;-0.47;1.46;-0.49;1.67;0.53;0.76;0.65;-0.49
430195;-1.4161852329232727;0.22;-0.55;-0.30;-0.88;-0.24;0.77;-0.04;-0.36;0.81;-0.59;-0.48;-0.99;-0.46;-0.35;-0.64;-0.66;0.65;-1.27;-0.20;0.59;-0.09;2.12;-0.78;-0.49;1.43;0.63;0.42;0.47;-0.49
316420;-0.11778159025327571;0.37;1.81;-0.30;-0.86;4.23;0.91;-0.04;-0.34;0.88;-0.21;-0.48;-0.43;0.47;-0.35;0.05;1.41;0.66;0.85;-0.20;0.30;-0.09;-0.47;-0.78;1.29;-0.65;0.67;0.33;0.62;1.89
314390;1.7939687933643815;0.73;2.07;-0.30;1.37;-0.24;-0.82;-0.04;1.49;1.29;1.30;-0.48;1.00;0.90;-0.35;1.15;-0.66;1.49;1.14;-0.20;0.96;-0.09;-0.47;1.63;2.45;1.52;-1.85;0.85;0.81;2.29
260600;2.002594457629886;0.75;-0.55;-0.30;1.69;-0.24;1.64;-0.04;1.41;1.36;1.36;-0.48;1.54;1.02;2.78;1.17;-0.66;0.97;0.63;-0.20;0.81;-0.09;1.94;1.45;-0.49;1.13;-1.85;0.56;0.88;-0.49
500470;0.4796327608390807;0.56;1.79;-0.30;0.48;-0.24;-0.82;-0.04;1.16;1.09;0.54;-0.48;0.33;0.22;-0.35;0.46;1.15;0.38;0.71;-0.20;0.63;-0.09;-0.47;-0.78;-0.49;1.91;0.11;0.46;0.68;1.96
210177;-0.15887564897300305;-2.34;-0.55;-0.30;0.43;-0.24;-0.82;-0.04;0.17;0.83;0.08;-0.48;0.35;0.65;-0.35;-5.35;-0.66;0.90;-1.27;-0.20;-0.16;-0.09;-0.47;-0.78;-0.49;0.90;0.71;0.09;-1.86;-0.49
410240;0.7851349854671098;-2.34;1.75;-0.30;1.27;-0.24;-0.82;-0.04;0.01;-1.00;0.28;-0.48;0.42;-3.08;-0.35;-0.37;1.24;-0.48;0.65;-0.20;0.57;-0.09;2.42;-0.78;-0.49;-0.65;-1.85;-1.10;0.64;-0.49
291050;1.0151610484121463;0.58;-0.55;-0.30;0.82;-0.24;-0.82;-0.04;0.37;-1.00;0.60;-0.48;0.91;0.63;3.16;0.63;1.42;-1.20;0.41;-0.20;0.17;-0.09;1.90;1.36;-0.49;1.78;0.61;-0.45;0.79;-0.49
500793;0.22678936124645385;0.54;1.92;-0.30;-0.05;-0.24;-0.82;-0.04;0.61;0.96;0.43;0.34;0.30;0.70;-0.35;0.47;1.72;-1.20;0.65;-0.20;-2.97;-0.09;-0.47;1.03;-0.49;1.67;0.56;0.13;0.40;-0.49
150775;-0.7394206511943825;0.30;-0.55;-0.30;-0.21;-0.24;-0.82;-0.04;-0.17;-1.00;-0.66;-0.48;-0.24;-3.08;-0.35;-0.91;1.70;-1.20;-1.27;-0.20;0.45;-0.09;-0.47;-0.78;-0.49;-0.65;0.41;-3.51;0.43;-0.49
431520;-0.968542260367166;0.27;-0.55;-0.30;-0.59;-0.24;-0.82;-0.04;-0.80;0.96;-0.54;-0.48;-0.72;0.47;-0.35;-0.78;1.31;0.17;0.66;-0.20;0.59;-0.09;1.84;-0.78;-0.49;1.33;0.62;-0.32;0.36;1.88
292880;1.192421126079714;0.60;1.86;-0.30;1.10;-0.24;-0.82;-0.04;0.83;-1.00;0.58;-0.48;0.81;0.89;-0.35;0.53;-0.66;1.19;0.64;-0.20;-2.97;-0.09;-0.47;0.67;1.46;1.50;0.19;0.26;0.56;-0.49
291800;2.147189386955093;0.84;-0.55;-0.30;2.02;-0.24;-0.82;-0.04;1.76;1.44;1.60;-0.48;1.63;0.97;-0.35;1.12;-0.66;0.32;-1.27;-0.20;0.50;-0.09;-0.47;1.55;-0.49;-0.65;-1.85;0.83;-1.86;-0.49
430710;-0.5355839563744037;0.38;-0.55;-0.30;-0.17;-0.24;-0.82;-0.04;-0.18;1.05;-0.45;-0.48;-0.60;-3.08;-0.35;-0.17;-0.66;0.58;0.88;2.20;0.51;-0.09;-0.47;-0.78;-0.49;-0.65;0.44;0.25;0.74;1.89
355210;0.9401333735061446;0.50;-0.55;-0.30;0.58;-0.24;1.65;-0.04;0.54;-1.00;0.82;-0.48;0.72;0.67;-0.35;0.62;1.52;-1.20;1.07;-0.20;0.47;-0.09;2.49;1.87;-0.49;-0.65;0.81;0.45;0.73;-0.49
260070;0.9185425800215417;0.53;1.81;-0.30;0.14;-0.24;-0.82;-0.04;0.62;1.28;0.44;1.51;0.78;0.55;2.01;0.77;-0.66;-1.20;1.18;-0.20;0.08;-0.09;-0.47;-0.78;-0.49;-0.65;-0.85;-0.66;0.79;-0.49
150563;-0.023481081701315833;-2.34;-0.55;1.61;-0.77;-0.24;-0.82;-0.04;-0.02;0.70;-0.19;-0.48;0.34;-0.16;-0.35;0.50;0.88;-1.20;0.93;-0.20;0.46;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;0.08;0.43;-0.49
354105;-0.8252545171666916;0.35;-0.55;-0.30;-0.48;-0.24;-0.82;-0.04;-0.17;-1.00;-0.49;-0.48;-0.40;0.24;-0.35;-0.11;1.54;-1.20;0.97;-0.20;0.49;-0.09;-0.47;1.27;-0.49;1.37;0.40;0.56;0.25;-0.49
355200;-0.6467897620070768;-2.34;-0.55;-0.30;-0.33;-0.24;-0.82;-0.04;-0.31;-1.00;-0.28;-0.48;-0.33;0.26;-0.35;0.45;-0.66;-1.20;-1.27;-0.20;0.69;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;0.23;0.50;-0.49
171280;-1.1647785800102306;0.22;-0.55;-0.30;-0.61;-0.24;-0.82;-0.04;-0.30;-1.00;-0.93;-0.48;-0.89;-0.52;-0.35;-0.50;1.62;0.34;0.84;-0.20;0.37;-0.09;-0.47;1.16;-0.49;-0.65;0.00;-0.24;-1.86;-0.49
290035;0.2280433151490972;0.41;-0.55;-0.30;-0.12;-0.24;0.99;-0.04;-0.14;-1.00;-0.28;-0.48;0.19;0.46;-0.35;-0.02;-0.66;0.81;-1.27;-0.20;-0.45;-0.09;-0.47;-0.78;-0.49;1.42;0.35;-0.51;-1.86;-0.49
290840;1.4057070065092807;-2.34;1.53;-0.30;0.82;-0.24;-0.82;-0.04;0.81;-1.00;0.73;0.99;1.01;0.69;0.74;0.63;-0.66;0.68;-1.27;-0.20;0.59;-0.09;-0.47;1.27;-0.49;-0.65;-1.85;0.86;0.68;-0.49
110070;0.06490207012222199;0.40;-0.55;3.07;-0.55;-0.24;-0.82;-0.04;-0.29;0.85;0.02;-0.48;0.14;0.02;-0.35;0.02;-0.66;0.74;0.54;-0.20;0.62;-0.09;-0.47;-0.78;-0.49;-0.65;0.89;0.33;0.63;-0.49
431380;-0.5124958471486922;0.25;-0.55;-0.30;-0.71;-0.24;-0.82;-0.04;-0.48;0.67;-0.44;-0.48;-0.50;0.04;-0.35;0.01;1.65;0.83;0.68;-0.20;0.77;-0.09;1.99;1.11;-0.49;-0.65;0.72;0.50;0.44;-0.49
430780;0.780343434362378;0.50;-0.55;-0.30;0.57;-0.24;1.30;-0.04;0.68;1.14;0.55;1.80;0.44;0.74;-0.35;0.98;1.43;0.17;1.30;-0.20;0.87;-0.09;-0.47;1.63;2.87;1.78;0.17;0.84;0.42;2.15
411375;-0.7928549103896849;-2.34;1.66;-0.30;-0.57;-0.24;-0.82;-0.04;-0.04;-1.00;-0.60;2.05;-0.62;-0.10;-0.35;-0.22;-0.66;0.85;0.53;-0.20;0.18;-0.09;-0.47;1.08;-0.49;-0.65;0.55;0.22;0.43;-0.49
315110;-0.16274738067411063;0.44;1.79;-0.30;-0.76;-0.24;1.01;-0.04;-0.35;0.96;0.08;-0.48;-0.29;0.50;-0.35;0.07;-0.66;1.05;0.74;-0.20;0.04;-0.09;-0.47;-0.78;2.00;-0.65;0.61;-0.12;0.53;-0.49
353670;1.0478386545777028;0.64;2.40;3.68;0.75;-0.24;1.37;-0.04;1.28;-1.00;0.98;-0.48;0.99;0.64;-0.35;0.77;2.21;-1.20;1.06;-0.20;0.32;-0.09;2.21;1.64;-0.49;1.91;0.79;0.89;-1.86;-0.49
431270;-0.04916092316109764;0.41;-0.55;-0.30;0.01;-0.24;1.01;-0.04;-0.22;1.06;-0.20;2.51;-0.09;-0.34;-0.35;-0.66;1.33;0.58;0.53;-0.20;0.66;-0.09;2.28;0.86;-0.49;-0.65;0.63;0.51;0.78;-0.49
410400;0.9871610391723086;-2.34;2.20;-0.30;0.71;-0.24;1.67;-0.04;1.04;-1.00;0.57;-0.48;0.73;0.10;-0.35;1.01;-0.66;-1.20;1.18;-0.20;0.39;-0.09;2.26;1.47;-0.49;-0.65;-1.85;0.62;0.86;2.17
430480;0.6298219620404576;0.38;-0.55;-0.30;0.57;5.25;1.46;-0.04;0.81;1.17;0.52;2.03;0.50;0.66;-0.35;0.22;1.73;0.93;1.40;-0.20;0.84;-0.09;2.27;1.75;2.59;-0.65;1.13;0.96;0.59;2.21
432310;-0.7756427401683368;-2.34;-0.55;-0.30;-0.61;-0.24;-0.82;-0.04;-0.59;-1.00;-0.44;-0.48;-0.74;-0.02;-0.35;-0.47;-0.66;0.71;0.75;-0.20;0.51;-0.09;-0.47;1.38;-0.49;-0.65;0.02;-0.49;0.31;-0.49
431200;-1.5120508403666517;0.19;-0.55;-0.30;-0.59;-0.24;0.83;-0.04;-0.55;-1.00;-0.72;-0.48;-1.25;0.17;-0.35;-0.35;1.38;0.49;-1.27;-0.20;0.67;-0.09;1.29;1.44;1.72;-0.65;0.63;-0.07;0.35;-0.49
290570;2.6234335864865734;1.13;-0.55;-0.30;3.58;-0.24;0.87;-0.04;1.64;1.56;2.22;2.02;2.22;1.52;-0.35;1.78;1.86;1.06;-1.27;-0.20;0.16;-0.09;-0.47;1.52;-0.49;-0.65;0.32;0.97;1.27;2.60
314180;0.7625408319457783;0.51;-0.55;-0.30;-0.63;3.81;0.95;-0.04;0.38;-1.00;0.39;-0.48;0.34;0.58;-0.35;0.32;1.54;0.83;0.49;-0.20;0.64;-0.09;-0.47;-0.78;2.07;-0.65;0.83;0.38;0.78;-0.49
352400;1.1911721360415148;0.83;2.35;-0.30;2.17;-0.24;1.94;-0.04;1.31;-1.00;1.18;-0.48;1.27;0.82;-0.35;0.86;-0.66;-1.20;0.58;-0.20;0.24;14.48;-0.47;-0.78;3.11;-0.65;0.81;1.22;0.82;-0.49
410090;-0.6803785233420797;-2.34;-0.55;-0.30;-0.82;-0.24;-0.82;-0.04;-0.52;-1.00;-0.29;-0.48;-0.65;0.14;-0.35;-0.24;-0.66;-1.20;0.47;-0.20;0.17;-0.09;-0.47;0.93;-0.49;1.63;0.54;0.14;0.11;1.87
430350;1.379771669683647;0.67;-0.55;-0.30;1.31;-0.24;1.51;-0.04;1.33;1.29;0.78;-0.48;0.93;0.46;-0.35;0.67;1.73;1.21;1.03;-0.20;0.65;-0.09;2.85;-0.78;-0.49;-0.65;0.66;0.46;0.82;2.27
260750;0.6038458497237412;0.47;-0.55;-0.30;0.31;-0.24;-0.82;-0.04;0.16;1.14;0.14;-0.48;0.68;0.41;-0.35;0.02;-0.66;-1.20;0.55;-0.20;0.63;-0.09;-0.47;-0.78;-0.49;-0.65;0.48;0.01;0.74;-0.49
314010;-0.9512267749142325;0.28;1.70;-0.30;0.11;3.12;0.87;-0.04;-0.43;0.78;-0.69;1.93;-0.71;0.01;-0.35;0.01;-0.66;0.48;-1.27;-0.20;0.25;-0.09;-0.47;0.63;-0.49;-0.65;0.51;0.95;0.14;-0.49
520330;0.6245761204544933;0.58;-0.55;3.38;0.56;-0.24;-0.82;-0.04;0.84;1.09;0.55;-0.48;0.31;0.23;-0.35;0.27;1.20;-1.20;0.92;-0.20;0.35;-0.09;1.33;0.50;-0.49;-0.65;0.77;0.36;0.82;-0.49
431454;-1.3149183229079642;-2.34;-0.55;-0.30;-0.43;-0.24;0.89;-0.04;-6.35;-1.00;-1.05;-0.48;-1.11;-0.16;-0.35;-0.89;-0.66;0.83;0.49;-0.20;0.44;-0.09;-0.47;0.27;-0.49;-0.65;0.48;-0.20;-1.86;-0.49
520280;-1.4113898078398117;0.23;-0.55;-0.30;-1.11;-0.24;0.80;-0.04;-0.02;0.85;-0.66;1.95;-1.06;-0.61;-0.35;-0.17;0.56;-1.20;0.41;4.13;0.28;-0.09;-0.47;-0.78;-0.49;-0.65;0.59;-0.07;0.25;-0.49
130320;0.2357770136625004;-2.34;-0.55;-0.30;0.12;-0.24;-0.82;-0.04;-0.02;-1.00;-0.36;-0.48;-0.11;0.26;-0.35;0.24;-0.66;-1.20;0.80;-0.20;0.27;11.41;-0.47;-0.78;-0.49;1.18;0.56;0.24;-1.86;-0.49
353230;-0.5565463691067254;0.33;-0.55;-0.30;-0.08;3.89;-0.82;-0.04;-0.87;-1.00;-0.32;-0.48;-0.38;0.00;-0.35;0.22;-0.66;0.87;-1.27;-0.20;0.36;-0.09;-0.47;1.02;-0.49;-0.65;0.76;0.57;-1.86;-0.49
230030;1.1956406026142732;0.57;-0.55;-0.30;0.35;-0.24;-0.82;-0.04;0.93;1.03;0.72;-0.48;0.98;0.85;-0.35;0.59;-0.66;-0.56;0.89;-0.20;0.53;-0.09;-0.47;-0.78;-0.49;1.09;0.46;0.43;0.74;-0.49
431410;2.312779417273565;0.88;2.38;-0.30;1.86;-0.24;1.93;-0.04;2.09;1.48;1.71;2.89;1.67;0.91;3.63;1.04;1.93;0.78;1.59;-0.20;0.95;-0.09;2.64;1.60;-0.49;-0.65;0.48;0.84;1.03;2.40
351000;0.7407916300155714;0.47;-0.55;-0.30;0.71;-0.24;1.11;-0.04;0.98;1.24;0.65;-0.48;0.46;0.28;-0.35;0.48;1.32;1.24;1.10;-0.20;0.58;-0.09;-0.47;-0.78;-0.49;-0.65;0.31;0.84;0.72;2.28
411460;1.1525215275380554;0.63;-0.55;3.60;1.40;-0.24;1.42;-0.04;1.08;1.04;0.93;-0.48;0.72;0.91;-0.35;0.94;1.43;1.28;1.07;-0.20;0.94;-0.09;2.24;1.76;-0.49;-0.65;-0.23;0.87;0.87;-0.49
431445;-1.3762573101887368;0.19;-0.55;-0.30;-0.66;-0.24;-0.82;-0.04;-0.79;0.77;-0.72;-0.48;-1.15;0.09;-0.35;-0.16;1.03;0.39;0.57;-0.20;0.63;-0.09;2.22;1.14;-0.49;-0.65;0.69;-0.40;-0.24;-0.49
221040;0.28090553207631835;0.39;-0.55;-0.30;-0.13;-0.24;1.01;-0.04;-0.12;-1.00;0.07;-0.48;0.25;0.33;-0.35;0.15;-0.66;0.68;-1.27;-0.20;0.63;-0.09;-0.47;-0.78;-0.49;-0.65;0.28;0.40;0.27;-0.49
310240;-1.0858744911725118;0.38;1.86;-0.30;0.07;-0.24;-0.82;-0.04;0.01;-1.00;-0.14;-0.48;0.01;0.82;-0.35;0.21;1.82;0.86;0.55;-0.20;0.30;-0.09;-0.47;-0.78;2.08;1.46;0.72;0.71;0.73;-0.49
351500;2.5527081288435225;0.90;-0.55;-0.30;3.37;-0.24;1.96;-0.04;1.07;1.17;1.58;-0.48;1.95;0.21;-0.35;1.38;2.20;-1.20;0.88;-0.20;-2.97;-0.09;-0.47;1.86;-0.49;-0.65;-1.85;0.21;0.64;-0.49
430270;0.4129549718546679;0.48;-0.55;-0.30;0.05;-0.24;-0.82;-0.04;0.32;-1.00;0.27;1.49;0.30;0.23;-0.35;0.33;-0.66;0.87;0.31;-0.20;0.52;-0.09;1.06;0.70;-0.49;-0.65;0.62;0.07;0.76;-0.49
312990;-1.1213699090339335;0.27;-0.55;-0.30;-0.98;-0.24;-0.82;-0.04;-0.56;0.69;-0.52;-0.48;-0.88;-3.08;-0.35;-0.48;-0.66;0.21;-1.27;-0.20;-2.97;-0.09;-0.47;1.19;1.87;1.43;0.59;0.03;-1.86;-0.49
292300;1.0136837311387294;0.59;1.25;-0.30;1.32;-0.24;-0.82;-0.04;0.19;-1.00;0.27;-0.48;0.92;0.21;-0.35;0.18;1.67;0.84;1.24;-0.20;0.13;-0.09;-0.47;1.74;-0.49;-0.65;-1.85;0.10;0.62;-0.49
410440;0.19950389475993655;-2.34;-0.55;-0.30;-0.47;-0.24;-0.82;-0.04;0.08;-1.00;0.16;-0.48;0.06;0.17;-0.35;0.17;-0.66;0.62;0.87;-0.20;0.65;-0.09;-0.47;1.05;-0.49;-0.65;0.90;0.41;0.65;-0.49
210317;0.39434681181203735;-2.34;1.69;-0.30;-0.21;-0.24;1.03;-0.04;-0.02;-1.00;-0.10;1.59;0.61;0.03;-0.35;-0.29;-0.66;0.78;0.87;-0.20;0.24;-0.09;-0.47;-0.78;-0.49;1.59;0.59;0.75;-1.86;-0.49
411990;2.771152126303006;-2.34;-0.55;-0.30;2.50;-0.24;1.93;-0.04;2.56;-1.00;2.12;2.86;2.02;1.14;2.22;1.28;1.27;1.10;1.36;4.45;0.84;-0.09;2.73;2.10;2.96;-0.65;1.14;1.18;1.30;-0.49
431295;-1.6174380045641006;0.17;-0.55;-0.30;-0.61;-0.24;0.91;-0.04;-1.05;0.81;-0.87;-0.48;-1.07;0.01;-0.35;-0.71;-0.66;0.62;0.72;-0.20;0.60;-0.09;2.00;0.97;-0.49;-0.65;0.54;0.13;0.43;1.76
314310;1.1084520642940705;-2.34;-0.55;3.61;0.52;-0.24;1.23;-0.04;0.71;-1.00;0.88;-0.48;0.50;0.57;-0.35;0.72;-0.66;-1.20;0.57;-0.20;0.58;-0.09;-0.47;0.99;-0.49;-0.65;0.50;0.73;0.81;-0.49
311995;-0.6415027414948339;0.34;-0.55;-0.30;0.04;-0.24;0.86;-0.04;-1.00;-1.00;-0.34;-0.48;-0.61;-0.19;-0.35;-0.02;-0.66;0.97;0.69;4.22;-0.20;-0.09;-0.47;0.34;1.54;1.50;-1.85;0.07;0.41;-0.49
354040;-0.951625500000738;0.32;-0.55;-0.30;-0.78;-0.24;-0.82;-0.04;-0.23;1.01;-0.40;-0.48;-0.51;-3.08;-0.35;0.07;-0.66;0.66;-1.27;-0.20;0.40;-0.09;-0.47;-0.78;-0.49;-0.65;0.45;0.55;0.43;1.77
430205;-1.488925231456476;0.15;-0.55;-0.30;-1.20;-0.24;-0.82;-0.04;-0.77;-1.00;-0.73;1.21;-1.02;0.08;-0.35;-0.67;1.56;0.99;-1.27;-0.20;0.82;-0.09;-0.47;-0.78;-0.49;1.31;0.65;0.43;0.37;-0.49
430980;-0.8459703462099745;0.26;1.27;-0.30;-0.72;-0.24;-0.82;-0.04;-0.74;1.04;-0.48;-0.48;-0.67;0.01;-0.35;-0.49;1.14;-1.20;0.10;-0.20;0.58;-0.09;1.98;-0.78;1.13;1.51;0.79;-0.02;0.30;-0.49
150730;1.8335712787698413;0.65;-0.55;-0.30;1.04;-0.24;-0.82;-0.04;0.80;-1.00;0.98;-0.48;1.24;0.35;-0.35;0.63;-0.66;-1.20;1.12;-0.20;0.66;-0.09;-0.47;-0.78;-0.49;-0.65;1.08;0.35;0.84;-0.49
431971;-1.500599348750217;0.21;-0.55;-0.30;-0.96;-0.24;0.93;-0.04;-1.44;0.79;-0.84;-0.48;-1.36;0.35;-0.35;-0.89;-0.66;0.75;0.69;-0.20;0.68;-0.09;2.02;-0.78;1.76;1.43;0.67;-0.49;0.24;1.76
172020;-0.1128371127267301;-2.34;1.50;-0.30;-0.76;-0.24;0.68;-0.04;-0.25;-1.00;-0.51;2.02;-0.22;0.35;-0.35;-0.37;-0.66;-0.17;0.91;-0.20;0.26;-0.09;-0.47;-0.78;-0.49;-0.65;-0.06;0.33;0.05;-0.49
510600;-0.6458133753588156;0.29;-0.55;-0.30;-0.15;-0.24;-0.82;-0.04;-0.10;0.90;-0.44;2.05;-0.87;-0.09;-0.35;-0.22;0.43;-1.20;1.01;-0.20;0.29;-0.09;2.46;1.66;-0.49;1.31;-1.85;0.27;0.36;1.82
250205;-1.1714586081956206;0.27;-0.55;-0.30;-0.64;-0.24;-0.82;-0.04;-0.69;-1.00;-0.71;-0.48;-0.30;0.06;-0.35;-0.24;1.46;0.15;0.45;-0.20;0.13;-0.09;-0.47;1.43;-0.49;-0.65;-0.06;0.24;0.19;-0.49
292205;-0.043838791529771916;0.36;1.66;-0.30;-0.46;-0.24;-0.82;-0.04;-0.25;-1.00;-0.06;-0.48;0.10;0.36;-0.35;0.07;-0.66;0.31;0.54;-0.20;-0.07;-0.09;-0.47;-0.78;2.09;1.27;0.60;-3.51;0.12;-0.49
