#Codigo;Cidade;GAUSSIAN-MODEL_REL_NOR;SVM_REL_NOR;COP_REL_NOR;OPTICS_REL_NOR;LOF_REL_NOR;GAUSSIAN-MODEL_SUA_NOR;SVM_SUA_NOR;COP_SUA_NOR;OPTICS_SUA_NOR;LOF_SUA_NOR
354430;Roseira - SP;1;-3492,72;1;2,06;2,07;1;-5759,82;1;1,25;1,25
421315;Planalto Alegre - SC;1;-3493,51;0,9;1,65;1,68;1;-6707,84;0;1,03;1,03
330440;Rio Claro - RJ;1;-3498,45;1;1,88;1,89;1;-7215,08;1;1,11;1,11
312470;Estrela do Indaiá - MG;1;-3516,46;1;1,89;1,9;1;-2885,77;1;1,04;1,04
280140;Carira - SE;1;-3539,52;0,44;1,51;1,52;1;-4184,83;1;1,19;1,2
314900;Pedra Dourada - MG;1;-3614,17;0,94;1,65;1,67;1;-7843,62;0;1,02;1,02
430583;Coqueiro Baixo - RS;1;-3624,87;0,01;1,21;1,22;1;-6350,48;0,99;1,06;1,06
140030;Mucajaí - RR;1;-3648,51;0,34;2,11;2,13;1;-8373,29;0,99;1,08;1,08
355000;São Luís do Paraitinga - SP;1;-3683,7;0,23;1,67;1,69;1;-8632,73;0,56;1,06;1,06
311500;Cascalho Rico - MG;1;-3721,36;0,86;1,96;1,96;1;-6967,96;0,01;1,07;1,07
330205;Italva - RJ;1;-3724,07;1;1,73;1,74;1;-6794,95;1;1,2;1,2
520150;Aporé - GO;1;-3731,55;1;1,69;1,71;1;-9740,03;0,3;1,04;1,04
411360;Lobato - PR;1;-3736,75;1;2,03;2,05;1;-2802,15;0,22;1,12;1,12
130008;Anamã - AM;1;-3739,12;0,32;1,37;1,38;1;-8469,94;0,94;1,04;1,04
432020;Seberi - RS;1;-3765,14;0,93;1,64;1,66;1;-7978,92;0,74;1,05;1,05
351590;Floreal - SP;1;-3818,78;1;1,69;1,69;1;-4043,92;1;1,26;1,27
355715;Zacarias - SP;1;-3862,37;0,04;1,51;1,52;1;-6885,47;0,15;1,1;1,1
521260;Mairipotaba - GO;1;-3888,61;1;1,77;1,77;1;-2784,15;1;1,17;1,17
421190;Palhoça - SC;1;-3904,11;1;1,59;1,6;1;29568,52;1;1,75;1,78
520360;Brazabrantes - GO;1;-3909,72;0,97;1,54;1,56;1;-7043,16;0,71;1,07;1,07
520547;Chapadão do Céu - GO;1;-3914,68;1;1,96;1,97;1;-6793,35;1;1,16;1,16
312770;Governador Valadares - MG;1;-3915,05;0,99;1,6;1,62;1;-2451,62;1;1,21;1,21
260780;Itaquitinga - PE;1;-3974,76;0,79;1,77;1,78;1;-5318,22;1;1,21;1,21
431450;Pinheiro Machado - RS;1;-3990,99;0,99;1,89;1,9;1;-10280,26;0,92;1,17;1,17
350160;Americana - SP;1;-4030,24;1;1,5;1,5;1;1467,3;1;1,14;1,15
430225;Boa Vista do Sul - RS;1;-4063,88;0,92;1,34;1,35;1;-7248,67;1;1,1;1,1
520920;Guapó - GO;1;-4082,4;1;1,67;1,68;1;-7080,89;1;1,12;1,13
412430;Santo Antônio do Paraíso - PR;1;-4093,34;1;1,99;2,01;1;-3608,98;1;1,25;1,26
431335;Nova Roma do Sul - RS;1;-4101,96;1;1,65;1,66;1;-5569,68;1;1,16;1,16
431507;Porto Vera Cruz - RS;1;-4116,97;1;1,61;1,63;1;-5695,23;0,61;1,06;1,06
320510;Viana - ES;1;-4125,46;0,4;1,88;1,88;1;-1237,61;1;1,23;1,23
354030;Pontes Gestal - SP;1;-4138,6;1;1,6;1,61;1;-7098,49;1;1,16;1,16
430843;Forquetinha - RS;1;-4147,27;1;1,92;1,94;1;-4240,75;1;1,17;1,17
421125;Morro Grande - SC;1;-4160,29;0,01;1,27;1,28;1;-4612,06;1;1,15;1,15
350710;Bom Jesus dos Perdões - SP;1;-4197,47;0,27;1,54;1,55;1;-8047,07;0,44;1,16;1,16
260360;Camutanga - PE;1;-4204,06;0,16;1,62;1,62;1;-7821,57;0,69;1,11;1,11
314640;Paineiras - MG;1;-4220,78;0,97;1,87;1,9;1;-5551,72;0,17;1,04;1,04
150590;Porto de Moz - PA;1;-4246,94;0,12;1,09;1,09;1;-6811,13;1;1,09;1,09
231060;Penaforte - CE;1;-4255,53;0,32;1,75;1,77;1;-4679,25;0,95;1,21;1,21
330490;São Gonçalo - RJ;1;-4256,02;0,48;1,23;1,23;1;-668,02;1;1,46;1,46
310945;Cabeceira Grande - MG;1;-4278,9;0,3;1,86;1,88;1;-2215,99;1;1,44;1,44
412550;São José dos Pinhais - PR;1;-4290,42;0,84;1,65;1,66;1;2204,83;1;1,28;1,28
312530;Faria Lemos - MG;1;-4353,37;1;1,96;1,97;1;-6262,55;0,95;1,12;1,12
430515;Cerro Grande - RS;1;-4386,71;0,14;1,37;1,39;1;-409,14;0,9;1,28;1,29
210255;Campestre do Maranhão - MA;1;-4413,66;0,07;1,38;1,4;1;-7071,06;0,25;1,08;1,08
354150;Presidente Venceslau - SP;1;-4443,81;1;1,76;1,77;1;-6787,04;0,37;1,2;1,21
430440;Canela - RS;1;-4473,62;0,15;1,7;1,71;1;-7780,1;1;1,18;1,18
412100;Querência do Norte - PR;1;-4503,5;0,91;1,93;1,94;1;-2090,67;1;1,16;1,16
522160;Uruaçu - GO;1;-4538,12;0,01;1,73;1,74;1;-8395,8;1;1,25;1,25
431960;São Sepé - RS;1;-4557,95;0,89;1,63;1,63;1;-9141,43;0,01;1,07;1,07
430912;Gramado dos Loureiros - RS;1;-4574,95;0,07;1,6;1,61;1;-6736,35;0,96;1,1;1,1
320255;Ibitirama - ES;1;-4598,28;0,98;2;2,02;1;-2256,66;1;1,4;1,39
314345;Montezuma - MG;1;-4624,52;1;1,58;1,6;1;-4570,95;0,01;1;1
330320;Nilópolis - RJ;1;-4628,46;1;1,65;1,67;1;347,96;1;1,42;1,43
432010;Sarandi - RS;1;-4630,51;1;1,7;1,7;1;-8843,28;0,87;1,11;1,11
314750;Passabém - MG;1;-4653,19;1;1,68;1,7;1;-4147,46;1;1,25;1,26
410970;Ibaiti - PR;1;-4661,55;1;1,42;1,43;1;-3681,8;1;1,23;1,23
354410;Rio Grande da Serra - SP;1;-4719,38;1;1,81;1,82;1;-5984,43;1;1,26;1,26
411290;Jundiaí do Sul - PR;1;-4726,54;1;2,13;2,16;1;-817,88;1;1,15;1,15
354340;Ribeirão Preto - SP;1;-4732,47;1;1,63;1,64;1;17423,61;1;1,39;1,39
211085;São Francisco do Brejão - MA;1;-4782,58;0,02;1,33;1,33;1;-1768,26;0,67;1,09;1,09
330470;Santo Antônio de Pádua - RJ;1;-4796,4;1;1,92;1,94;1;-5372,46;1;1,25;1,25
130406;Tabatinga - AM;1;-4799,89;0,17;1,13;1,13;1;-4031,55;1;1,22;1,23
350900;Caieiras - SP;1;-4815,25;1;1,91;1,93;1;-4117,13;0,88;1,21;1,21
240920;Passagem - RN;1;-4817,46;1;1,74;1,75;1;-6661,72;0,05;1,1;1,1
350050;Águas de Lindóia - SP;1;-4833,05;0,56;1,65;1,66;1;-7295,12;1;1,25;1,25
240810;Natal - RN;1;-4839,53;1;1,7;1,71;1;7595,74;0,97;1,22;1,22
350840;Cabreúva - SP;1;-4861,33;0,87;1,66;1,67;1;-6668,61;0,01;1,11;1,11
432150;Torres - RS;1;-4868,46;1;1,64;1,65;1;-8426,63;0,82;1,1;1,1
350250;Aparecida - SP;1;-4881,5;0,91;1,34;1,35;1;-6842,59;1;1,25;1,25
140047;Rorainópolis - RR;1;-4892,32;1;1,79;1,8;1;-6878,3;0,95;1,14;1,15
431710;Sant'Ana do Livramento - RS;1;-4926,01;0,52;1,3;1,31;1;-7878,21;1;1,15;1,16
110005;Cerejeiras - RO;1;-4928,25;0,33;1,52;1,53;1;-8737,87;0,01;1,1;1,1
150170;Bragança - PA;1;-4955,39;0,17;1,17;1,16;1;-4077,34;1;1,25;1,25
221135;Várzea Branca - PI;1;-4956,66;0,38;1,59;1,61;1;-7733,47;0;0,98;0,98
330460;Santa Maria Madalena - RJ;1;-4973,21;1;2,24;2,25;1;-6461,82;1;1,31;1,32
431238;Monte Belo do Sul - RS;1;-5001,28;0,8;1,63;1,64;1;-7137,12;0,54;1,02;1,02
315370;Quartel Geral - MG;1;-5026,24;1;1,96;1,98;1;-4111,35;1;1,25;1,25
351300;Cotia - SP;1;-5030,45;0,77;1,48;1,48;1;1612,14;1;1,2;1,2
420165;Arvoredo - SC;1;-5030,45;0,12;1,37;1,37;1;-6863,85;0,01;1,02;1,02
171670;Colméia - TO;1;-5043,93;1;1,72;1,72;1;-6891,87;1;1,11;1,11
280480;Nossa Senhora do Socorro - SE;1;-5069,01;0,67;1,47;1,49;1;-470,92;1;1,38;1,38
354720;Santana da Ponte Pensa - SP;1;-5092,73;0,04;1,41;1,42;1;-2863,92;0,02;1,08;1,08
260345;Camaragibe - PE;1;-5121,59;0,59;1,47;1,48;1;-5460,21;1;1,29;1,29
290830;Conceição do Almeida - BA;1;-5136,82;1;1,67;1,68;1;-6809,69;1;1,14;1,14
150619;Rurópolis - PA;1;-5137,8;0;1,09;1,09;1;-6632,16;0;1,03;1,03
330510;São João de Meriti - RJ;1;-5138,61;1;1,47;1,48;1;7813,23;1;1,29;1,29
430463;Capão da Canoa - RS;1;-5151,59;0,99;1,86;1,9;1;-4000,52;1;1,12;1,12
421250;Penha - SC;1;-5152,77;0,65;1,47;1,48;1;-8655,85;0,34;1,08;1,09
430280;Caçapava do Sul - RS;1;-5158,14;0,25;1,22;1,22;1;-9901,61;0,07;1,13;1,12
330045;Belford Roxo - RJ;1;-5161,22;1;1,59;1,6;1;-3366,09;0,78;1,28;1,29
520025;Águas Lindas de Goiás - GO;1;-5161,27;0,01;1,12;1,12;1;-8324,29;1;1,09;1,09
352590;Jundiaí - SP;1;-5189,2;1;1,73;1,74;1;9864,09;0,01;1,12;1,12
221150;Vera Mendes - PI;1;-5193,59;1;1,83;1,84;1;-5324,52;0,74;1,09;1,09
431849;São José do Inhacorá - RS;1;-5194,1;0,01;1,37;1,38;1;-5795,3;1;1,04;1,04
351010;Cândido Rodrigues - SP;1;-5196,9;0,39;1,54;1,55;1;-5721,98;1;1,12;1,12
210725;Nova Colinas - MA;1;-5218,38;1;2;2,01;1;-3843,87;0,48;1,06;1,06
270380;Joaquim Gomes - AL;1;-5233,92;0,01;1,05;1,05;1;-8903,34;0,99;1,02;1,02
354765;Santa Salete - SP;1;-5260,74;0,23;1,34;1,35;1;-4049,4;0;1,06;1,07
431417;Pedras Altas - RS;1;-5276,02;1;1,53;1,53;1;-7209,84;1;1,14;1,14
270810;Santana do Mundaú - AL;1;-5276,38;1;2,01;2,02;1;-2809,17;1;1,2;1,2
260660;Ibimirim - PE;1;-5291,89;0,01;1,84;1,86;1;-10256,06;0,09;1,06;1,06
421490;Rio Fortuna - SC;1;-5291,98;1;1,52;1,53;1;-3057,6;0,85;1,08;1,08
315460;Ribeirão das Neves - MG;1;-5294,64;0;1,16;1,16;1;-2712,65;1;1,39;1,4
292740;Salvador - BA;1;-5311,94;0,82;1,68;1,69;1;19171,05;1;1,45;1,46
313280;Itambé do Mato Dentro - MG;1;-5318,48;0,91;1,67;1,68;1;-6003,35;0,23;1;1
211050;São Bento - MA;1;-5323,94;0;1,03;1,03;1;-3416,02;0,03;1,1;1,1
352390;Itu - SP;1;-5335,43;0,04;1,36;1,36;1;624,3;1;1,14;1,14
130180;Ipixuna - AM;1;-5336,22;1;1,14;1,14;1;-9121,51;1;1,21;1,21
130140;Eirunepé - AM;1;-5344,16;1;1,76;1,79;1;-5486,62;1;1,37;1,37
354100;Praia Grande - SP;1;-5354,29;1;1,85;1,86;1;5871,83;0,08;1,09;1,09
330330;Niterói - RJ;1;-5363,91;1;1,76;1,78;1;4479,73;1;1,14;1,15
150730;São Félix do Xingu - PA;1;-5364,68;0,58;1,1;1,1;1;-8445,24;0,99;1,12;1,12
270470;Marechal Deodoro - AL;1;-5373,5;0,82;1,64;1,66;1;-8686,54;1;1,16;1,16
431000;Ibirubá - RS;1;-5389,72;1;1,65;1,68;1;-4546,45;0,04;1,23;1,23
311400;Carmo da Mata - MG;1;-5391,31;0,49;1,57;1,58;1;-8374,15;0,99;1,19;1,19
350410;Atibaia - SP;1;-5399,82;1;1,89;1,9;1;-0,56;1;1,29;1,29
410880;Guaíra - PR;1;-5406,92;1;1,84;1,85;1;-1364,54;1;1,3;1,31
350600;Bauru - SP;1;-5416,77;0,98;1,46;1,46;1;1592,32;1;1,21;1,22
412770;Toledo - PR;1;-5422,94;1;1,96;1,97;1;-2566,38;1;1,17;1,18
310900;Brumadinho - MG;1;-5440,54;1;1,76;1,79;1;21510,44;0,99;1,79;1,81
430930;Guaíba - RS;1;-5441,96;0,93;1,68;1,69;1;-2598,26;1;1,23;1,23
150230;Capitão Poço - PA;1;-5484,52;0;1,02;1,02;1;-8195,22;0,02;1,05;1,05
210090;Araioses - MA;1;-5487,09;0,01;1,09;1,1;1;-4048,49;1;1,31;1,31
354460;Sabino - SP;1;-5492,35;1;1,84;1,86;1;-6712,18;0,98;1,12;1,12
160070;Tartarugalzinho - AP;1;-5501,36;0,94;1,32;1,32;1;-2707,86;0,77;1,09;1,09
220455;Guaribas - PI;1;-5522,68;0,66;1,67;1,7;1;-4841,52;1;1,12;1,12
150565;Placas - PA;1;-5529,45;0;1,05;1,05;1;-7031,21;1;1,14;1,14
211270;Vargem Grande - MA;1;-5534,6;0;1;1;1;-7139,42;0,98;1,13;1,13
220415;Francisco Macedo - PI;1;-5539,88;0,89;1,75;1,75;1;-5247,43;0,5;1,26;1,26
150380;Jacundá - PA;1;-5541,89;0,04;1,18;1,18;1;-4017,98;1;1,38;1,39
330450;Rio das Flores - RJ;1;-5571,27;1;1,79;1,81;1;-6800,04;1;1,27;1,28
520660;Cumari - GO;1;-5581,63;0,98;1,62;1,62;1;-7302,21;0,97;1,06;1,06
354180;Queiroz - SP;1;-5583,56;0,9;1,38;1,38;1;-8111,31;0,02;1,01;1
316720;Sete Lagoas - MG;1;-5586,54;0,28;1,51;1,52;1;-2339,06;1;1,22;1,22
210905;Porto Rico do Maranhão - MA;1;-5608,13;0,99;1,72;1,74;1;-6729,47;1;1,17;1,17
410040;Almirante Tamandaré - PR;1;-5614,36;1;1,22;1,23;1;-2942,48;1;1,26;1,26
290980;Cruz das Almas - BA;1;-5638,56;0,01;1,28;1,3;1;-5751,59;0,4;1,24;1,24
240720;Macau - RN;1;-5649,35;1;2,06;2,08;1;-5891,32;1;1,37;1,37
220370;Esperantina - PI;1;-5652,84;0,02;1,1;1,1;1;-8162,92;0,83;1,14;1,14
431262;Muliterno - RS;1;-5662,53;0,96;1,28;1,29;1;-3529,34;1;1,29;1,29
120030;Feijó - AC;1;-5662,94;0,47;1,02;1,02;1;-5359,58;1;1,17;1,18
410600;Congonhinhas - PR;1;-5670,59;1;1,42;1,42;1;-3524,06;1;1,2;1,2
210720;Nina Rodrigues - MA;1;-5674,12;1;1,03;1,03;1;-4954,91;0,15;1,21;1,22
431250;Mostardas - RS;1;-5680,79;0,02;1,58;1,59;1;-9297,99;1;1,09;1,09
411840;Paranavaí - PR;1;-5684,65;1;1,8;1,81;1;6615,86;1;1,34;1,34
150820;Vigia - PA;1;-5692,18;0;1,09;1,09;1;-7946,03;0,51;1,07;1,07
330350;Nova Iguaçu - RJ;1;-5716;0,98;1,48;1,49;1;4530,83;1;1,27;1,28
353610;Pardinho - SP;1;-5728,19;0,04;1,57;1,59;1;-8011,09;0,02;1,01;1,01
150080;Ananindeua - PA;1;-5737,77;1;1,49;1,49;1;2622,05;1;1,19;1,19
420170;Ascurra - SC;1;-5740,24;0,42;1,37;1,39;1;-6691,01;0,89;1,12;1,12
510340;Cuiabá - MT;1;-5753,85;0,81;1,73;1,74;1;4904,09;0,13;1,13;1,13
280670;São Cristóvão - SE;1;-5757,82;0,08;1,29;1,3;1;-3076,63;1;1,31;1,32
350395;Aspásia - SP;1;-5762,43;0,79;1,52;1,53;1;-6228,44;0,02;1,27;1,27
432350;Vista Alegre - RS;1;-5763,79;0,02;1,42;1,43;1;-5928,24;0,01;1,05;1,05
431890;São Luiz Gonzaga - RS;1;-5767,11;0,56;1,51;1,52;1;-10538,9;0,01;1,05;1,05
210087;Araguanã - MA;1;-5774,42;0,05;1,37;1,37;1;434,44;1;1,34;1,35
160030;Macapá - AP;1;-5797,84;0,3;1,45;1,47;1;-3750,35;0,16;1,08;1,08
150670;Santana do Araguaia - PA;1;-5799,26;0,03;1,07;1,07;1;-9027,85;1;1,21;1,22
291600;Itanhém - BA;1;-5808,91;0,99;1,96;1,99;1;-8749,25;0,47;1,16;1,17
521080;Itajá - GO;1;-5818,78;1;1,84;1,87;1;-272,73;1;1,37;1,38
210750;Paço do Lumiar - MA;1;-5841,82;1;1,1;1,1;1;-4366,4;1;1,43;1,43
350330;Araras - SP;1;-5852,98;0,98;1,29;1,3;1;-3952,24;0,12;1,15;1,16
420555;Frei Rogério - SC;1;-5860,17;0,09;1,34;1,35;1;-6048,71;0,35;1,06;1,05
431930;São Paulo das Missões - RS;1;-5875,99;0,93;1,72;1,74;1;-7489,99;1;1,07;1,07
150611;Quatipuru - PA;1;-5887,3;0;1;1;1;-4412,15;0;1,12;1,13
110033;Nova Mamoré - RO;1;-5892,59;0,01;1,29;1,29;1;-7387,04;0,51;1,11;1,11
210220;Buriti - MA;1;-5894,93;0;1,1;1,1;1;-3369,55;0,01;1,09;1,09
351060;Carapicuíba - SP;1;-5896,69;1;1,43;1,44;1;-3340,74;1;1,26;1,26
312040;Cristiano Otoni - MG;1;-5896,86;0,05;1,49;1,5;1;-6694,11;0;1,01;1,01
430905;Glorinha - RS;1;-5899,82;1;1,82;1,84;1;-9727,17;0,8;1,06;1,06
520140;Aparecida de Goiânia - GO;1;-5901,79;0,47;1,25;1,25;1;-250,63;1;1,37;1,38
293290;Valença - BA;1;-5904,9;0,27;1,35;1,35;1;-9893,5;1;1,09;1,09
313690;Juruaia - MG;1;-5916,49;0,02;1,61;1,62;1;-7859,78;0,65;1,07;1,07
430060;Alvorada - RS;1;-5929,44;1;1,23;1,22;1;-4520,85;1;1,19;1,19
211240;Turiaçu - MA;1;-5948,1;0,98;1,16;1,16;1;2600,03;1;1,31;1,31
330285;Mesquita - RJ;1;-5956,46;0,2;1,22;1,23;1;-3023,84;1;1,45;1,45
412125;Ramilândia - PR;1;-5968,6;0,01;1,37;1,37;1;-7524,72;0;1;1
211000;Santa Luzia - MA;1;-5972,31;0;1;1;1;-7582,04;0,15;1,25;1,26
520420;Cachoeira de Goiás - GO;1;-5973,47;0,53;1,41;1,42;1;-4641,04;0,01;1,09;1,09
411750;Paiçandu - PR;1;-5983,46;0;1,07;1,07;1;-6802,75;0,36;1,09;1,09
150613;Redenção - PA;1;-5993,15;0,01;1,15;1,16;1;-5840,55;0,05;1,23;1,23
250180;Bayeux - PB;1;-6002,88;0,09;1,12;1,13;1;-7121,85;1;1,32;1,32
140020;Caracaraí - RR;1;-6008,31;0,01;1,27;1,27;1;-7311,08;0,02;1,09;1,09
210830;Penalva - MA;1;-6009,74;0,01;1,06;1,06;1;-5556,75;0;1,11;1,11
150795;Tailândia - PA;1;-6013,17;0,05;1;1;1;-4938,83;1;1,38;1,39
210355;Conceição do Lago-Açu - MA;1;-6014,64;0;1,04;1,04;1;-5649,59;0,03;1,09;1,1
260520;Escada - PE;1;-6031,39;0,02;1,09;1,09;1;-2087,33;1;1,38;1,39
290840;Conceição do Coité - BA;1;-6038,17;0;1,02;1,02;1;-7254,52;1;1,29;1,3
420590;Gaspar - SC;1;-6049,39;0,86;1,56;1,57;1;-6705,03;0,02;1,1;1,1
352750;Lucianópolis - SP;1;-6053,05;1;1,59;1,59;1;-1113,36;0,85;1,16;1,16
150640;Santa Cruz do Arari - PA;1;-6053,46;1;1,21;1,21;1;-2613,41;1;1,2;1,2
150570;Ponta de Pedras - PA;1;-6059,41;0,01;1;1,01;1;-8169,1;0,97;1,16;1,16
120050;Sena Madureira - AC;1;-6059,63;0,04;1,28;1,28;1;-8179,06;0,56;1,14;1,15
260760;Ilha de Itamaracá - PE;1;-6063,37;0,27;1,49;1,5;1;-8036,39;1;1,26;1,26
311550;Caxambu - MG;1;-6068,41;0,92;1,69;1,7;1;-6266,86;1;1,25;1,25
130360;Santa Isabel do Rio Negro - AM;1;-6069,15;0,51;1,07;1,07;1;-9958,67;0,05;1,14;1,14
211280;Viana - MA;1;-6082,13;1;1,41;1,41;1;-1128,01;1;1,46;1,46
261070;Paulista - PE;1;-6083,89;0,5;1,39;1,4;1;334,78;1;1,24;1,24
430780;Estrela - RS;1;-6085,67;1;1,83;1,83;1;-7431,05;0,08;1,13;1,13
500070;Anastácio - MS;1;-6087,88;1;2,17;2,17;1;-8262,29;1;1,17;1,17
354910;São João da Boa Vista - SP;1;-6088,67;1;1,81;1,82;1;-1587,54;0,99;1,34;1,34
261450;Surubim - PE;1;-6090,55;0,85;1,18;1,18;1;-6717,94;1;1,17;1,18
353625;Parisi - SP;1;-6092,84;0,02;1,42;1,43;1;-7019,71;0,1;1,06;1,06
430512;Cerrito - RS;1;-6094,67;0,02;1,48;1,48;1;-8390,38;0;1,01;1,01
150320;Igarapé-Açu - PA;1;-6106,93;0;1,12;1,12;1;-8751,7;0,01;1,06;1,06
292930;São Gonçalo dos Campos - BA;1;-6110,86;0,04;0,99;0,99;1;-9385,88;0,93;1,21;1,21
230428;Eusébio - CE;1;-6114,19;1;1,78;1,81;1;-5170,88;1;1,25;1,26
521290;Marzagão - GO;1;-6122,46;0,54;1,56;1,57;1;-4457,61;1;1,1;1,1
220040;Altos - PI;1;-6127,59;0;1,11;1,12;1;-7607,7;0,44;1,1;1,09
211102;São João do Carú - MA;1;-6128,71;0,18;1,55;1,56;1;-2381,98;0,14;1,12;1,12
520110;Anápolis - GO;1;-6129,28;0,99;1,42;1,44;1;2805,68;0,03;1,07;1,08
150190;Bujaru - PA;1;-6160,86;0,05;1,1;1,1;1;-5272,46;0,59;1,14;1,14
420700;Içara - SC;1;-6171,65;1;1,81;1,82;1;-1266,1;1;1,26;1,26
280580;Riachão do Dantas - SE;1;-6174,5;0,74;1,57;1,58;1;713,12;1;1,26;1,27
291080;Feira de Santana - BA;1;-6183,73;0,01;1,44;1,45;1;798,1;0,82;1,19;1,19
313520;Januária - MG;1;-6185,01;0;1,05;1,05;1;-9249,98;0,71;1,15;1,15
290590;Campo Alegre de Lourdes - BA;1;-6187,62;0;1;1;1;-1792,93;0,85;1,17;1,18
320360;Mucurici - ES;1;-6188,74;0,04;1,54;1,55;1;-8414,31;0;1,02;1,02
220830;Piracuruca - PI;1;-6203,66;0,01;1,14;1,15;1;-8015,95;0,31;1,07;1,08
240830;Nova Cruz - RN;1;-6204,35;0;0,98;0,98;1;-7314,13;0;1,05;1,05
430469;Capitão - RS;1;-6213,31;0,7;1,53;1,54;1;-5350,07;0,84;1,08;1,08
410660;Cruzeiro do Oeste - PR;1;-6214,68;0,03;1,31;1,32;1;-4866,96;1;1,31;1,31
290780;Cícero Dantas - BA;1;-6215,57;0;1,24;1,24;1;-8118,32;0,92;1,08;1,08
130330;Novo Aripuanã - AM;1;-6222,27;0,02;1,11;1,11;1;-6653,71;0,07;1,07;1,07
500345;Deodápolis - MS;1;-6226,46;0,31;1,28;1,28;1;-8548,53;0,19;1,07;1,08
522140;Trindade - GO;1;-6235,02;0,99;1,28;1,28;1;-3891,94;1;1,33;1,34
410240;Bandeirantes - PR;1;-6248,49;0,71;1,23;1,24;1;-4880,53;1;1,36;1,37
292060;Maragogipe - BA;1;-6253,52;0,03;1,33;1,33;1;-5765,39;0,04;1,23;1,23
211150;São Mateus do Maranhão - MA;1;-6259,92;0;1,03;1,02;1;-8016,66;0,01;1,14;1,14
220390;Floriano - PI;1;-6260,25;0,19;1,23;1,23;1;-6043,64;0,99;1,23;1,24
352044;Ilha Solteira - SP;1;-6261,07;0,81;1,53;1,54;1;-8015,55;0,02;1,02;1,02
314030;Marliéria - MG;1;-6262,7;0,98;1,82;1,84;1;-6532,96;0,94;1,06;1,06
250320;Cabedelo - PB;1;-6265,03;0,99;1,4;1,41;1;-3637,45;0,02;1,18;1,18
431057;Itapuca - RS;1;-6282,45;0,52;1,55;1,56;1;-7320,07;1;1,03;1,03
211400;Zé Doca - MA;1;-6285,18;0;1,02;1,03;1;-4503,3;0,96;1,17;1,18
313130;Ipatinga - MG;1;-6291,01;0,07;1,56;1,57;1;-2115,29;1;1,21;1,22
211060;São Bernardo - MA;1;-6302,28;0,02;1,21;1,21;1;-6951,03;0,41;1,08;1,08
421187;Paial - SC;1;-6306,46;0,01;1,23;1,23;1;-5731,25;0,21;1,05;1,05
310163;Alfredo Vasconcelos - MG;1;-6307,92;1;2;2,02;1;-4580,46;0,34;1,26;1,27
220553;Jurema - PI;1;-6320,72;1;1,6;1,6;1;-6441,63;0,29;1;1
310110;Aimorés - MG;1;-6327,51;0,14;1,38;1,39;1;-1822,01;0,71;1,17;1,17
150520;Oeiras do Pará - PA;1;-6327,82;0,31;1,19;1,19;1;-2313,22;0,94;1,19;1,19
280680;São Domingos - SE;1;-6335,04;0,01;1,29;1,29;1;-6043,16;0,02;1,08;1,08
291360;Ilhéus - BA;1;-6340,09;1;1,59;1,59;1;-2795,82;1;1,35;1,35
130320;Novo Airão - AM;1;-6342,25;1;1,21;1,21;1;17073,31;0,02;1,87;1,89
310200;Alterosa - MG;1;-6343,99;0,06;2,3;2,34;1;-6453,4;0,03;1,15;1,16
150020;Acará - PA;1;-6344,13;0,01;1,13;1,13;1;-7774,16;1;1,19;1,19
150830;Viseu - PA;1;-6346,81;0,01;1,14;1,15;1;-7744,8;0,02;1,08;1,08
352180;Itaí - SP;1;-6348,19;1;1,81;1,82;1;-3219;0,93;1,15;1,15
293230;Ubatã - BA;1;-6357,82;0,01;1,03;1,03;1;-9367,2;0,01;0,99;0,99
313810;Lassance - MG;1;-6359,26;0,23;1,54;1,55;1;-9186,33;0,99;1,18;1,18
130130;Codajás - AM;1;-6361,91;0,01;1,55;1,56;1;-7427,78;1;1,08;1,08
210240;Cajapió - MA;1;-6366,11;0,01;1,06;1,06;1;-7371,97;0,79;1,02;1,02
230370;Caucaia - CE;1;-6369,06;1;1,12;1,12;1;503,77;1;1,22;1,22
150650;Santa Isabel do Pará - PA;1;-6378,32;0,02;1,35;1,35;1;-3972,49;1;1,2;1,2
430410;Campos Borges - RS;1;-6384,07;1;1,7;1,71;1;-6361,29;1;1,11;1,11
