#Codigo; Cidade; População; Despesas (Exceto Intraorçamentárias); Top 1 Prefeitura / Vizinhos / Diferenca; Top 2 Prefeitura / Vizinhos / Diferenca; Top 3 Prefeitura / Vizinhos / Diferenca; Top 4 Prefeitura / Vizinhos / Diferenca; Top 5 Prefeitura / Vizinhos / Diferenca; Top 6 Prefeitura / Vizinhos / Diferenca; Top 7 Prefeitura / Vizinhos / Diferenca; Top 8 Prefeitura / Vizinhos / Diferenca; Top 9 Prefeitura / Vizinhos / Diferenca; Top 10 Prefeitura / Vizinhos / Diferenca; Top 11 Prefeitura / Vizinhos / Diferenca; Top 12 Prefeitura / Vizinhos / Diferenca; Top 13 Prefeitura / Vizinhos / Diferenca; Top 14 Prefeitura / Vizinhos / Diferenca; Top 15 Prefeitura / Vizinhos / Diferenca; Top 16 Prefeitura / Vizinhos / Diferenca; Top 17 Prefeitura / Vizinhos / Diferenca; Top 18 Prefeitura / Vizinhos / Diferenca; Top 19 Prefeitura / Vizinhos / Diferenca; Top 20 Prefeitura / Vizinhos / Diferenca; Top 21 Prefeitura / Vizinhos / Diferenca; Top 22 Prefeitura / Vizinhos / Diferenca; Top 23 Prefeitura / Vizinhos / Diferenca; Top 24 Prefeitura / Vizinhos / Diferenca; Top 25 Prefeitura / Vizinhos / Diferenca; Top 26 Prefeitura / Vizinhos / Diferenca; Top 27 Prefeitura / Vizinhos / Diferenca; Top 28 Prefeitura / Vizinhos / Diferenca; Top 29 Prefeitura / Vizinhos / Diferenca; GAUSSIAN-MODEL_REL_NOR; SVM_REL_NOR; COP_REL_NOR; OPTICS_REL_NOR; LOF_REL_NOR; GAUSSIAN-MODEL_SUA_NOR; SVM_SUA_NOR; COP_SUA_NOR; OPTICS_SUA_NOR; LOF_SUA_NOR
312260;  Dom Joaquim - MG;  4624.0;  27908099.10; 37.47% Urbanismo 7306871.43 / 1053125.03 / 6253746.40; 26.71% Saneamento 4664486.45 / 207426.77 / 4457059.68; 05.93% Educação 3012522.21 / 4002311.75 / -989789.54; 05.86% Desporto e Lazer 1084817.57 / 106749.30 / 978068.27; 05.55% Administração 2997452.39 / 2070571.72 / 926880.67; 05.45% Transporte 1611723.15 / 701694.07 / 910029.08; 02.45% Habitação 514438.49 / 106269.36 / 408169.13; 02.19% Saúde 3672451.77 / 3306386.25 / 366065.52; 01.74% Legislativa 749998.66 / 459443.10 / 290555.56; 01.43% Encargos Especiais 550297.49 / 311641.05 / 238656.44; 00.97% Assistência Social 756403.46 / 594943.50 / 161459.96; 00.89% Gestão Ambiental 177599.20 / 29813.51 / 147785.69; 00.74% Previdência Social 243355.99 / 366273.05 / -122917.06; 00.74% Despesas (Intraorçamentárias) 0.00 / 123099.85 / -123099.85; 00.65% Judiciária 125795.45 / 17249.76 / 108545.69; 00.27% Energia 0.00 / 44808.75 / -44808.75; 00.25% Segurança Pública 44221.73 / 3314.50 / 40907.23; 00.23% Agricultura 251930.42 / 290926.74 / -38996.32; 00.18% Trabalho 0.00 / 30843.94 / -30843.94; 00.14% Comércio e Serviços 0.00 / 22799.31 / -22799.31; 00.09% Defesa Nacional 19071.80 / 4184.45 / 14887.35; 00.04% Cultura 116741.44 / 110771.19 / 5970.25; 00.02% Direitos da Cidadania 0.00 / 3791.00 / -3791.00; 00.01% Indústria 0.00 / 1801.70 / -1801.70; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Comunicações 7920.00 / 7530.42 / 389.58; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  21619.56;  1.00;  2.90;  2.94;  0.00;  -4637.21;  1.00;  1.00;  1.00
420985;  Lindóia do Sul - SC;  4659.0;  16638200.81; 31.18% Transporte 3240425.73 / 749374.10 / 2491051.63; 11.54% Agricultura 1356205.87 / 434197.77 / 922008.10; 11.36% Indústria 911413.67 / 3932.44 / 907481.23; 09.45% Urbanismo 451016.51 / 1205790.32 / -754773.81; 06.28% Administração 2048995.37 / 2550532.02 / -501536.65; 05.40% Saúde 3355759.16 / 3786938.17 / -431179.01; 04.59% Previdência Social 0.00 / 366675.45 / -366675.45; 03.75% Encargos Especiais 23064.90 / 322880.06 / -299815.16; 03.43% Legislativa 234086.61 / 508356.36 / -274269.75; 03.33% Educação 3801373.15 / 4067307.21 / -265934.06; 02.14% Despesas (Intraorçamentárias) 0.00 / 171056.37 / -171056.37; 01.94% Saneamento 186587.04 / 341319.22 / -154732.18; 01.80% Cultura 54159.16 / 197975.57 / -143816.41; 01.50% Assistência Social 657297.87 / 777236.02 / -119938.15; 00.77% Comércio e Serviços 0.00 / 61671.38 / -61671.38; 00.49% Segurança Pública 53267.29 / 13981.55 / 39285.74; 00.25% Judiciária 0.00 / 20027.79 / -20027.79; 00.21% Desporto e Lazer 232544.35 / 249420.79 / -16876.44; 00.17% Energia 0.00 / 13495.35 / -13495.35; 00.16% Gestão Ambiental 7863.64 / 20683.46 / -12819.82; 00.08% Defesa Nacional 0.00 / 6213.82 / -6213.82; 00.07% Comunicações 0.00 / 5423.20 / -5423.20; 00.05% Trabalho 0.00 / 4064.99 / -4064.99; 00.04% Organização Agrária 0.00 / 2843.34 / -2843.34; 00.03% Habitação 24140.49 / 21972.22 / 2168.27; 00.02% Essencial à Justiça 0.00 / 1290.17 / -1290.17; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  4846.56;  0.08;  1.70;  1.72;  0.00;  -7562.20;  0.00;  1.02;  1.02
430003;  Aceguá - RS;  4671.0;  22098939.70; 24.13% Educação 6384481.84 / 4364772.45 / 2019709.39; 11.99% Encargos Especiais 1288817.03 / 285217.44 / 1003599.59; 11.42% Administração 3825430.63 / 2869891.53 / 955539.10; 09.94% Saúde 4685314.55 / 3853288.06 / 832026.49; 06.64% Judiciária 582879.26 / 27173.06 / 555706.20; 06.63% Urbanismo 1744744.44 / 1190083.14 / 554661.30; 06.29% Agricultura 877661.88 / 351411.24 / 526250.64; 05.24% Assistência Social 373145.74 / 811726.03 / -438580.29; 04.85% Previdência Social 0.00 / 405531.50 / -405531.50; 04.39% Legislativa 961595.80 / 594544.26 / 367051.54; 03.09% Transporte 797111.03 / 538518.31 / 258592.72; 02.13% Despesas (Intraorçamentárias) 0.00 / 178434.42 / -178434.42; 00.85% Cultura 83570.87 / 154720.16 / -71149.29; 00.64% Saneamento 236320.08 / 289597.88 / -53277.80; 00.43% Desporto e Lazer 196106.75 / 231791.79 / -35685.04; 00.33% Comércio e Serviços 35728.21 / 63415.30 / -27687.09; 00.31% Habitação 0.00 / 25694.87 / -25694.87; 00.25% Energia 0.00 / 20605.49 / -20605.49; 00.16% Segurança Pública 0.00 / 13633.67 / -13633.67; 00.11% Comunicações 0.00 / 9371.64 / -9371.64; 00.06% Gestão Ambiental 26031.59 / 31074.34 / -5042.75; 00.05% Indústria 0.00 / 4279.77 / -4279.77; 00.04% Defesa Nacional 0.00 / 3546.46 / -3546.46; 00.03% Organização Agrária 0.00 / 2843.34 / -2843.34; 00.02% Essencial à Justiça 0.00 / 1290.17 / -1290.17; 00.00% Trabalho 0.00 / 0.00 / 0.00; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  1265.11;  0.96;  1.94;  1.95;  0.00;  -7741.00;  1.00;  1.07;  1.07
352300;  Itapura - SP;  4674.0;  23491946.33; 29.81% Habitação 2671225.84 / 25694.87 / 2645530.97; 14.70% Previdência Social 1666168.83 / 361500.30 / 1304668.53; 11.80% Urbanismo 2280357.77 / 1233680.54 / 1046677.23; 07.79% Educação 5025722.31 / 4334893.09 / 690829.22; 07.00% Despesas (Intraorçamentárias) 718731.26 / 97273.62 / 621457.64; 05.57% Administração 3314091.48 / 2819812.47 / 494279.01; 04.71% Saneamento 686597.61 / 268465.85 / 418131.76; 04.00% Assistência Social 1169479.09 / 814535.48 / 354943.61; 03.01% Saúde 4080012.58 / 3813055.46 / 266957.12; 02.56% Legislativa 818615.60 / 591285.11 / 227330.49; 02.51% Encargos Especiais 508149.86 / 285515.62 / 222634.24; 02.34% Transporte 307293.38 / 514777.81 / -207484.43; 01.44% Desporto e Lazer 344396.33 / 216894.11 / 127502.22; 01.35% Cultura 273149.13 / 153315.41 / 119833.72; 00.33% Gestão Ambiental 0.00 / 29688.38 / -29688.38; 00.31% Judiciária 0.00 / 27417.06 / -27417.06; 00.23% Energia 0.00 / 20645.49 / -20645.49; 00.15% Segurança Pública 0.00 / 13633.67 / -13633.67; 00.11% Comunicações 0.00 / 9371.64 / -9371.64; 00.07% Trabalho 6231.57 / 0.00 / 6231.57; 00.06% Comércio e Serviços 60424.57 / 66144.15 / -5719.58; 00.05% Indústria 0.00 / 4279.77 / -4279.77; 00.04% Defesa Nacional 0.00 / 3546.46 / -3546.46; 00.03% Organização Agrária 0.00 / 2843.34 / -2843.34; 00.02% Agricultura 280030.38 / 282100.17 / -2069.79; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  37607.95;  0.99;  2.12;  2.12;  0.00;  -8388.78;  1.00;  1.10;  1.10
291125;  Gavião - BA;  4729.0;  0.00; 48.56% Despesas (Intraorçamentárias) 13120446.07 / 40636.21 / 13079809.86; 14.66% Educação 0.00 / 3949584.38 / -3949584.38; 12.34% Saúde 0.00 / 3323357.19 / -3323357.19; 10.09% Administração 0.00 / 2717164.19 / -2717164.19; 03.18% Urbanismo 0.00 / 855683.94 / -855683.94; 02.55% Assistência Social 0.00 / 687709.60 / -687709.60; 01.91% Legislativa 0.00 / 513647.59 / -513647.59; 01.76% Transporte 0.00 / 473284.50 / -473284.50; 01.34% Agricultura 0.00 / 359789.28 / -359789.28; 00.90% Encargos Especiais 0.00 / 241306.25 / -241306.25; 00.75% Desporto e Lazer 0.00 / 202640.42 / -202640.42; 00.60% Cultura 0.00 / 162097.92 / -162097.92; 00.50% Previdência Social 0.00 / 133468.54 / -133468.54; 00.24% Saneamento 0.00 / 63992.86 / -63992.86; 00.22% Gestão Ambiental 0.00 / 59945.76 / -59945.76; 00.14% Habitação 0.00 / 37837.29 / -37837.29; 00.11% Energia 0.00 / 29906.70 / -29906.70; 00.05% Segurança Pública 0.00 / 12897.91 / -12897.91; 00.04% Judiciária 0.00 / 10182.25 / -10182.25; 00.03% Trabalho 0.00 / 7348.88 / -7348.88; 00.03% Comércio e Serviços 0.00 / 7682.21 / -7682.21; 00.02% Comunicações 0.00 / 4941.54 / -4941.54; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Indústria 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 31.88 / -31.88; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  263183.00;  1.00;  7.74;  7.84;  0.00;  172094.71;  1.00;  3.82;  3.87
521390;  Mossâmedes - GO;  4878.0;  16426226.31; 29.92% Educação 0.00 / 3627647.02 / -3627647.02; 28.93% Cultura 3672200.70 / 164313.01 / 3507887.69; 10.76% Previdência Social 1555887.60 / 251271.29 / 1304616.31; 06.39% Administração 2895876.88 / 2121243.92 / 774632.96; 05.08% Encargos Especiais 789849.28 / 173897.13 / 615952.15; 03.85% Saúde 3774701.34 / 3307629.16 / 467072.18; 03.66% Transporte 679351.16 / 1122504.62 / -443153.46; 02.90% Urbanismo 1352935.85 / 1001034.60 / 351901.25; 02.00% Agricultura 73149.25 / 315171.56 / -242022.31; 01.79% Legislativa 732824.50 / 515240.56 / 217583.94; 01.76% Saneamento 6270.25 / 219511.65 / -213241.40; 01.23% Segurança Pública 165986.74 / 17238.12 / 148748.62; 00.40% Desporto e Lazer 50165.21 / 98698.57 / -48533.36; 00.34% Energia 0.00 / 40778.88 / -40778.88; 00.30% Indústria 45432.00 / 8552.15 / 36879.85; 00.16% Habitação 0.00 / 19190.72 / -19190.72; 00.13% Judiciária 0.00 / 16285.86 / -16285.86; 00.11% Gestão Ambiental 63909.33 / 50049.51 / 13859.82; 00.10% Direitos da Cidadania 0.00 / 11663.57 / -11663.57; 00.08% Comércio e Serviços 0.00 / 10061.82 / -10061.82; 00.05% Essencial à Justiça 0.00 / 5825.26 / -5825.26; 00.03% Comunicações 0.00 / 3380.64 / -3380.64; 00.02% Assistência Social 567686.22 / 570658.14 / -2971.92; 00.00% Trabalho 0.00 / 0.00 / 0.00; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Despesas (Intraorçamentárias) 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  52117.80;  1.00;  3.35;  3.40;  0.00;  26474.68;  1.00;  3.30;  3.34
430265;  Brochier - RS;  4928.0;  15827107.57; 20.09% Transporte 2518825.94 / 698622.32 / 1820203.62; 18.02% Comércio e Serviços 1651732.10 / 18698.39 / 1633033.71; 15.90% Urbanismo 1680.00 / 1442190.98 / -1440510.98; 08.42% Saúde 2721519.39 / 3484807.59 / -763288.20; 06.99% Desporto e Lazer 733804.26 / 100620.10 / 633184.16; 06.51% Agricultura 870800.92 / 280739.96 / 590060.96; 05.26% Previdência Social 685567.49 / 208568.27 / 476999.22; 05.26% Administração 1511885.39 / 1988952.97 / -477067.58; 04.72% Assistência Social 257193.23 / 684830.72 / -427637.49; 02.57% Saneamento 57557.87 / 290086.08 / -232528.21; 01.14% Educação 3597659.57 / 3701300.85 / -103641.28; 01.13% Energia 154081.09 / 52017.99 / 102063.10; 00.83% Encargos Especiais 203781.61 / 279225.65 / -75444.04; 00.68% Despesas (Intraorçamentárias) 0.00 / 61884.97 / -61884.97; 00.64% Legislativa 611730.02 / 553470.70 / 58259.32; 00.49% Gestão Ambiental 0.00 / 44111.61 / -44111.61; 00.33% Habitação 0.00 / 29472.43 / -29472.43; 00.29% Judiciária 0.00 / 26566.17 / -26566.17; 00.18% Trabalho 0.00 / 16656.28 / -16656.28; 00.15% Segurança Pública 17800.00 / 3872.36 / 13927.64; 00.14% Ciência e Tecnologia 12600.00 / 0.00 / 12600.00; 00.13% Cultura 213820.69 / 201858.62 / 11962.07; 00.04% Essencial à Justiça 0.00 / 3646.94 / -3646.94; 00.03% Defesa Nacional 0.00 / 2712.03 / -2712.03; 00.03% Comunicações 0.00 / 3011.59 / -3011.59; 00.01% Organização Agrária 0.00 / 557.85 / -557.85; 00.01% Direitos da Cidadania 0.00 / 1316.95 / -1316.95; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Indústria 5068.00 / 5131.29 / -63.29;  0.00;  5460.33;  0.86;  1.91;  1.93;  0.00;  -4114.33;  0.99;  1.37;  1.38
522015;  São Luíz do Norte - GO;  4932.0;  17837446.90; 23.45% Habitação 2144478.31 / 37662.43 / 2106815.88; 17.69% Administração 3590830.97 / 2001599.35 / 1589231.62; 16.12% Urbanismo 25000.00 / 1473021.56 / -1448021.56; 12.50% Transporte 1834955.20 / 712094.47 / 1122860.73; 07.81% Assistência Social 1408213.27 / 706550.34 / 701662.93; 05.11% Gestão Ambiental 524174.40 / 65283.50 / 458890.90; 03.23% Saneamento 0.00 / 290071.08 / -290071.08; 03.18% Encargos Especiais 0.00 / 285884.88 / -285884.88; 02.26% Cultura 0.00 / 203214.25 / -203214.25; 02.20% Previdência Social 0.00 / 197931.24 / -197931.24; 01.30% Desporto e Lazer 0.00 / 116372.54 / -116372.54; 01.15% Educação 3909204.16 / 3806256.28 / 102947.88; 00.87% Agricultura 226255.57 / 304651.97 / -78396.40; 00.69% Despesas (Intraorçamentárias) 0.00 / 61884.97 / -61884.97; 00.56% Legislativa 621416.38 / 571493.37 / 49923.01; 00.56% Energia 0.00 / 49955.09 / -49955.09; 00.30% Judiciária 0.00 / 26566.17 / -26566.17; 00.29% Comércio e Serviços 0.00 / 26167.83 / -26167.83; 00.27% Segurança Pública 28335.08 / 3872.36 / 24462.72; 00.19% Trabalho 0.00 / 16656.28 / -16656.28; 00.08% Saúde 3517135.16 / 3524501.45 / -7366.29; 00.07% Comunicações 7448.40 / 1273.29 / 6175.11; 00.06% Indústria 0.00 / 5131.29 / -5131.29; 00.04% Essencial à Justiça 0.00 / 3646.94 / -3646.94; 00.03% Defesa Nacional 0.00 / 2712.03 / -2712.03; 00.01% Organização Agrária 0.00 / 557.85 / -557.85; 00.01% Direitos da Cidadania 0.00 / 1316.95 / -1316.95; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  16745.59;  0.66;  1.89;  1.90;  0.00;  -1799.63;  0.90;  1.31;  1.32
411230;  Japira - PR;  5065.0;  14825495.20; 19.18% Administração 3470789.93 / 2368809.16 / 1101980.77; 17.92% Urbanismo 2019436.18 / 989940.18 / 1029496.00; 10.81% Transporte 0.00 / 621301.58 / -621301.58; 10.18% Legislativa 0.00 / 584862.36 / -584862.36; 09.02% Saúde 3058253.14 / 3576228.22 / -517975.08; 08.04% Agricultura 856493.48 / 394357.50 / 462135.98; 07.51% Essencial à Justiça 440633.44 / 9106.54 / 431526.90; 06.03% Previdência Social 0.00 / 346524.21 / -346524.21; 02.50% Educação 3782925.98 / 3926444.89 / -143518.91; 02.12% Cultura 21150.93 / 142780.99 / -121630.06; 01.37% Despesas (Intraorçamentárias) 0.00 / 78502.46 / -78502.46; 01.27% Saneamento 0.00 / 72787.55 / -72787.55; 01.12% Gestão Ambiental 1550.77 / 65817.74 / -64266.97; 00.57% Assistência Social 713349.44 / 680792.18 / 32557.26; 00.52% Energia 0.00 / 29712.09 / -29712.09; 00.42% Trabalho 0.00 / 23927.85 / -23927.85; 00.40% Judiciária 0.00 / 22788.29 / -22788.29; 00.37% Comércio e Serviços 0.00 / 21119.16 / -21119.16; 00.16% Habitação 0.00 / 9094.19 / -9094.19; 00.14% Segurança Pública 913.22 / 8936.72 / -8023.50; 00.13% Desporto e Lazer 222269.12 / 214855.19 / 7413.93; 00.11% Comunicações 0.00 / 6458.34 / -6458.34; 00.06% Indústria 7103.10 / 10819.34 / -3716.24; 00.04% Encargos Especiais 230626.47 / 233043.84 / -2417.37; 00.02% Defesa Nacional 0.00 / 1323.82 / -1323.82; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  2074.86;  0.74;  1.81;  1.84;  0.00;  -4490.65;  0.29;  1.17;  1.17
412040;  Presidente Castelo Branco - PR;  5101.0;  11430368.45; 43.22% Administração 11430368.45 / 2279787.78 / 9150580.67; 17.08% Educação 0.00 / 3616485.64 / -3616485.64; 16.84% Saúde 0.00 / 3565330.95 / -3565330.95; 05.27% Urbanismo 0.00 / 1114759.87 / -1114759.87; 03.16% Transporte 0.00 / 669585.71 / -669585.71; 02.62% Legislativa 0.00 / 554021.50 / -554021.50; 02.62% Assistência Social 0.00 / 554964.30 / -554964.30; 02.51% Agricultura 0.00 / 532166.19 / -532166.19; 01.53% Previdência Social 0.00 / 323871.79 / -323871.79; 01.46% Encargos Especiais 0.00 / 309182.08 / -309182.08; 00.90% Desporto e Lazer 0.00 / 190516.82 / -190516.82; 00.75% Cultura 0.00 / 157759.44 / -157759.44; 00.46% Gestão Ambiental 0.00 / 97659.23 / -97659.23; 00.43% Saneamento 0.00 / 92044.70 / -92044.70; 00.35% Despesas (Intraorçamentárias) 0.00 / 74970.05 / -74970.05; 00.16% Comércio e Serviços 0.00 / 34056.56 / -34056.56; 00.15% Judiciária 0.00 / 30750.58 / -30750.58; 00.12% Habitação 0.00 / 25902.94 / -25902.94; 00.12% Energia 0.00 / 26153.38 / -26153.38; 00.06% Trabalho 0.00 / 12777.85 / -12777.85; 00.06% Segurança Pública 0.00 / 12401.14 / -12401.14; 00.05% Indústria 0.00 / 10819.34 / -10819.34; 00.03% Comunicações 0.00 / 5331.99 / -5331.99; 00.02% Direitos da Cidadania 0.00 / 4977.79 / -4977.79; 00.01% Defesa Nacional 0.00 / 2582.26 / -2582.26; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 85.00 / -85.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  2249.79;  1.00;  2.72;  2.74;  0.00;  107280.07;  1.00;  3.01;  3.05
316140;  São Francisco do Glória - MG;  5177.0;  13320450.09; 47.51% Administração 13320450.09 / 2400881.52 / 10919568.57; 18.07% Educação 0.00 / 4154640.29 / -4154640.29; 14.88% Saúde 0.00 / 3420089.86 / -3420089.86; 04.86% Urbanismo 0.00 / 1117016.19 / -1117016.19; 03.11% Assistência Social 0.00 / 714269.49 / -714269.49; 03.00% Transporte 0.00 / 690673.87 / -690673.87; 01.83% Legislativa 0.00 / 420248.30 / -420248.30; 01.50% Agricultura 0.00 / 343961.16 / -343961.16; 01.24% Encargos Especiais 0.00 / 285284.25 / -285284.25; 00.83% Cultura 0.00 / 191846.61 / -191846.61; 00.78% Previdência Social 0.00 / 179218.68 / -179218.68; 00.71% Desporto e Lazer 0.00 / 163571.64 / -163571.64; 00.55% Saneamento 0.00 / 125847.74 / -125847.74; 00.32% Despesas (Intraorçamentárias) 0.00 / 74118.04 / -74118.04; 00.20% Gestão Ambiental 0.00 / 46694.56 / -46694.56; 00.16% Judiciária 0.00 / 36434.99 / -36434.99; 00.13% Segurança Pública 0.00 / 30244.92 / -30244.92; 00.09% Energia 0.00 / 21664.81 / -21664.81; 00.08% Comércio e Serviços 0.00 / 19461.95 / -19461.95; 00.06% Trabalho 0.00 / 14486.10 / -14486.10; 00.04% Habitação 0.00 / 8814.46 / -8814.46; 00.02% Direitos da Cidadania 0.00 / 4977.79 / -4977.79; 00.01% Comunicações 0.00 / 2685.16 / -2685.16; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 85.00 / -85.00; 00.00% Indústria 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  4169.31;  1.00;  2.89;  2.90;  0.00;  107242.12;  1.00;  3.01;  3.05
311535;  Catas Altas - MG;  5184.0;  31162933.94; 27.14% Administração 7347338.69 / 2287395.68 / 5059943.01; 19.33% Educação 7584157.45 / 3979795.04 / 3604362.41; 13.64% Saúde 5920410.55 / 3378486.11 / 2541924.44; 08.34% Assistência Social 2241293.72 / 686474.99 / 1554818.73; 08.21% Cultura 1732602.94 / 201566.90 / 1531036.04; 08.17% Desporto e Lazer 1662137.09 / 139071.63 / 1523065.46; 04.62% Agricultura 1145017.44 / 283673.36 / 861344.08; 03.87% Legislativa 1140729.51 / 419581.21 / 721148.30; 01.28% Transporte 1008397.40 / 770561.07 / 237836.33; 01.25% Encargos Especiais 33674.55 / 266255.09 / -232580.54; 01.00% Previdência Social 0.00 / 187273.75 / -187273.75; 00.96% Urbanismo 931344.11 / 1110755.09 / -179410.98; 00.65% Energia 143210.00 / 21858.42 / 121351.58; 00.29% Comunicações 57852.95 / 3054.76 / 54798.19; 00.27% Despesas (Intraorçamentárias) 0.00 / 49811.52 / -49811.52; 00.26% Saneamento 192893.76 / 144112.87 / 48780.89; 00.23% Judiciária 0.00 / 42831.53 / -42831.53; 00.20% Gestão Ambiental 2560.00 / 40736.95 / -38176.95; 00.09% Comércio e Serviços 0.00 / 16273.09 / -16273.09; 00.08% Trabalho 0.00 / 14486.10 / -14486.10; 00.06% Segurança Pública 19313.78 / 30244.92 / -10931.14; 00.05% Habitação 0.00 / 8933.29 / -8933.29; 00.01% Defesa Nacional 0.00 / 1058.91 / -1058.91; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Indústria 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  3086.03;  0.92;  1.75;  1.77;  0.00;  -7727.00;  1.00;  1.03;  1.03
520055;  Alto Horizonte - GO;  5307.0;  68796781.00; 20.94% Administração 14111618.94 / 2502072.11 / 11609546.83; 17.29% Saúde 13009417.83 / 3423383.54 / 9586034.29; 17.16% Educação 13417762.00 / 3904697.51 / 9513064.49; 15.27% Urbanismo 9604187.76 / 1136910.54 / 8467277.22; 12.09% Assistência Social 7340068.30 / 634811.52 / 6705256.78; 04.63% Legislativa 3117107.02 / 547627.89 / 2569479.13; 03.23% Agricultura 2267976.08 / 475739.40 / 1792236.68; 02.29% Encargos Especiais 1548959.17 / 277188.90 / 1271770.27; 02.26% Transporte 1844591.79 / 589317.81 / 1255273.98; 01.83% Desporto e Lazer 1163018.94 / 150364.24 / 1012654.70; 00.96% Gestão Ambiental 627382.03 / 92518.96 / 534863.07; 00.66% Segurança Pública 380400.62 / 13873.89 / 366526.73; 00.42% Previdência Social 0.00 / 235591.28 / -235591.28; 00.27% Saneamento 0.00 / 148456.29 / -148456.29; 00.23% Cultura 359449.56 / 230472.24 / 128977.32; 00.12% Despesas (Intraorçamentárias) 0.00 / 68468.19 / -68468.19; 00.07% Energia 0.00 / 40582.28 / -40582.28; 00.06% Indústria 0.00 / 31835.79 / -31835.79; 00.05% Judiciária 4093.36 / 34211.05 / -30117.69; 00.04% Habitação 747.60 / 23883.74 / -23136.14; 00.03% Trabalho 0.00 / 17797.37 / -17797.37; 00.03% Comércio e Serviços 0.00 / 17993.09 / -17993.09; 00.02% Essencial à Justiça 0.00 / 13297.39 / -13297.39; 00.01% Direitos da Cidadania 0.00 / 3968.01 / -3968.01; 00.01% Comunicações 0.00 / 6236.28 / -6236.28; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 1596.78 / -1596.78; 00.00% Defesa Nacional 0.00 / 30.00 / -30.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  74524.37;  1.00;  2.47;  2.48;  0.00;  -8655.55;  1.00;  1.19;  1.19
