#Codigo;Cidade;População;Despesas (Exceto Intraorçamentárias);Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);GAUSSIAN-MODEL_REL_NOR;SVM_REL_NOR;COP_REL_NOR;OPTICS_REL_NOR;LOF_REL_NOR;GAUSSIAN-MODEL_SUA_NOR;SVM_SUA_NOR;COP_SUA_NOR;OPTICS_SUA_NOR;LOF_SUA_NOR
430057;Alto Feliz - RS;3017.0;12933349.02;237312.91;0.00;0.00;3451273.92;0.00;80530.65;0.00;256517.77;389394.08;1947085.69;0.00;3826396.70;149434.74;0.00;0.00;0.00;330521.30;39910.60;0.00;1026400.73;0.00;0.00;0.00;0.00;21304.38;605893.81;118136.48;453235.26;601404.12;0.00;-12463.59;0.63;1.42;1.43;0.00;-1909.66;0.06;1.16;1.16
430510;Caxias do Sul - RS;470223.0;1395858985.66;19027133.75;393.84;5796242.33;113881319.84;0.00;17076745.26;0.00;39883990.53;2214290.20;395866306.97;555382.96;240683097.23;18653635.03;160257.41;126060480.32;11798962.69;123776779.84;27442133.08;85448.55;6723265.13;0.00;0.00;2630411.68;0.00;0.00;13001936.52;14168083.06;216372689.44;131434991.02;0.00;104.26;0.99;1.80;1.81;0.00;6889.44;0.01;1.09;1.09
420930;Lages - SC;158846.0;425114552.91;8573775.70;1979124.41;0.00;40536065.86;0.00;2629795.70;0.00;15114905.36;29164541.31;107910892.02;0.00;98179797.97;4109419.31;0.00;15987481.46;1645369.83;41336376.29;5878903.40;0.00;6766507.34;0.00;1657550.21;2783602.27;0.00;0.00;22328276.80;4353120.78;14179046.89;14367046.88;0.00;-11569.12;0.08;1.22;1.23;0.00;-2969.00;0.90;1.13;1.13
110012;Ji-Paraná - RO;129242.0;179071141.77;6574926.93;0.00;0.00;27479656.07;0.00;0.00;0.00;4063335.34;4698951.76;51386022.47;0.00;37242056.92;812039.93;0.00;19495633.29;1009610.00;940598.99;960992.76;0.00;4717063.51;0.00;0.00;0.00;0.00;0.00;14708566.61;1500188.58;3481498.61;5922171.16;0.00;-6975.05;0.01;1.14;1.14;0.00;-7900.17;0.95;1.16;1.16
314810;Patrocínio - MG;87928.0;200678609.21;5931327.88;684523.31;0.00;31455942.45;0.00;1220863.81;0.00;4758422.89;10328027.19;62417248.56;0.00;44067000.80;2212539.17;0.00;7393288.43;0.00;8419062.41;2998874.40;0.00;2514805.22;0.00;0.00;0.00;0.00;2409008.48;1241619.21;1687759.88;10938295.12;0.00;0.00;-10684.57;0.06;1.30;1.30;0.00;-6676.01;0.99;1.20;1.20
430990;Ibiraiaras - RS;7432.0;19387282.18;574727.11;0.00;0.00;2528684.48;0.00;0.00;0.00;594872.49;1444090.54;4677555.17;0.00;3777462.63;37387.25;0.00;873410.75;0.00;212963.08;0.00;0.00;1877616.70;0.00;0.00;0.00;0.00;0.00;1828293.30;249278.23;710940.45;1570893.08;0.00;-9675.36;0.02;1.24;1.25;0.00;-7549.42;0.00;1.02;1.02
431848;São José do Hortêncio - RS;4419.0;13243506.35;161572.74;0.00;0.00;2904754.28;0.00;47480.00;0.00;503732.51;145859.41;3436004.31;0.00;2835288.73;219817.23;0.00;407365.77;0.00;163874.19;22862.61;0.00;760866.03;0.00;0.00;0.00;0.00;43900.00;1207075.38;112652.56;270400.60;319339.85;0.00;-12772.24;0.02;1.22;1.22;0.00;-8498.68;0.00;1.04;1.04
317020;Uberlândia - MG;654681.0;1483734303.52;36767579.59;2809288.74;0.00;182542256.87;0.00;17963906.22;0.00;40621760.59;78300860.26;493396604.86;18418.90;343186136.73;2769234.49;0.00;117935699.30;5727112.93;113362252.50;1515470.75;229200.00;10422312.09;0.00;0.00;875618.90;0.00;0.00;0.00;18507192.75;16783397.05;70124988.23;0.00;-10211.15;0.02;1.16;1.17;0.00;5745.82;0.31;1.10;1.10
431800;São Borja - RS;63089.0;140843904.86;5620816.26;0.00;0.00;20382606.06;0.00;440386.65;0.00;4671592.23;11288569.66;46370697.64;317621.70;35505279.16;224259.16;7007.99;11500734.87;40054.22;18214.68;31473.34;0.00;844945.42;0.00;0.00;422954.61;0.00;0.00;225436.73;246704.08;2684550.40;11873083.33;0.00;-9407.95;0.00;1.07;1.07;0.00;-10099.01;0.00;1.07;1.07
351170;Charqueada - SP;16268.0;38646796.80;1386845.28;381533.88;0.00;4610673.70;0.00;0.00;0.00;1518557.40;0.00;9400159.10;0.00;16033326.71;218458.07;0.00;3579749.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;267785.63;0.00;0.00;606518.96;389947.37;253241.29;0.00;0.00;-10609.57;0.01;1.33;1.34;0.00;-6632.64;0.92;1.12;1.13
351310;Cravinhos - SP;33831.0;96958728.12;1799166.43;0.00;0.00;9212656.16;0.00;99525.00;0.00;6057919.08;9938240.38;20084900.26;0.00;25531531.69;2079238.36;0.00;9709892.51;0.00;5737123.12;0.00;0.00;0.00;0.00;66928.18;0.00;0.00;0.00;2038161.82;940799.29;3662645.84;0.00;0.00;-10632.82;0.96;1.35;1.35;0.00;-7054.02;1.00;1.30;1.31
352070;Indiaporã - SP;3978.0;19780194.89;758686.70;0.00;0.00;2491107.76;0.00;0.00;0.00;826289.58;289218.06;3868422.60;0.00;4994420.30;338193.83;84046.56;2243045.15;956256.04;0.00;210715.97;0.00;402864.19;0.00;0.00;66213.32;0.00;0.00;279242.25;1525863.91;445608.67;0.00;0.00;1654.37;1.00;1.78;1.80;0.00;-7943.82;0.99;1.23;1.23
430430;Cândido Godói - RS;6631.0;17278191.87;437629.24;0.00;0.00;2605600.88;0.00;0.00;0.00;470745.05;980829.20;3862685.51;0.00;5620945.92;179155.04;0.00;139325.45;5846.30;164143.30;10400.00;0.00;821859.49;0.00;0.00;42587.86;0.00;114834.18;939249.95;341955.48;540399.02;1470329.83;0.00;-10817.25;0.00;1.14;1.15;0.00;-8619.08;0.01;1.03;1.03
410302;Boa Esperança do Iguaçu - PR;2739.0;13973554.71;0.00;0.00;0.00;2843884.24;0.00;0.00;0.00;714537.66;0.00;2788753.93;0.00;2633299.13;0.00;0.00;1046036.67;0.00;0.00;121665.57;0.00;760112.83;0.00;126993.06;0.00;0.00;0.00;2735139.33;148589.31;54542.98;0.00;0.00;-9423.92;0.13;1.46;1.47;0.00;-2738.10;0.98;1.12;1.12
411900;Pérola d'Oeste - PR;6783.0;15254256.06;0.00;0.00;0.00;2911741.06;0.00;0.00;0.00;734854.07;0.00;4195663.43;0.00;3524535.35;21156.72;0.00;1574750.97;0.00;166953.22;103580.00;0.00;729140.23;0.00;0.00;0.00;0.00;0.00;1132744.32;159136.69;0.00;0.00;0.00;-9513.15;0.01;1.28;1.29;0.00;-6158.04;0.04;1.04;1.04
431040;Independência - RS;6682.0;15474321.71;541772.03;0.00;0.00;3356643.64;0.00;0.00;0.00;274474.19;1056506.48;4333381.00;0.00;3521552.61;77227.59;0.00;317518.03;32014.56;82204.97;1688.50;0.00;295470.26;0.00;3522.32;10000.00;0.00;0.00;565669.59;17303.30;987372.64;1476128.29;0.00;-8495.77;0.02;1.20;1.21;0.00;-9135.75;0.01;1.01;1.02
355330;Tambaú - SP;23187.0;64930108.49;960240.87;0.00;1288214.61;7879219.39;0.00;49169.95;0.00;3540117.42;5013035.49;14786924.73;0.00;15940430.89;591300.87;0.00;4554666.30;100526.53;5521154.56;852933.33;46676.67;252722.55;0.00;0.00;553898.44;0.00;0.00;1280627.26;703014.26;1015234.37;0.00;0.00;-6809.48;1.00;1.61;1.63;0.00;-6524.91;0.22;1.20;1.20
430595;Cotiporã - RS;4014.0;17772873.23;264672.36;0.00;0.00;3816502.51;0.00;15000.00;0.00;331928.98;0.00;3400954.33;0.00;2721790.50;342884.21;0.00;3540801.62;0.00;351638.82;0.00;0.00;981823.08;0.00;0.00;44928.23;0.00;0.00;613507.72;702481.85;643959.02;0.00;0.00;-11419.48;0.98;1.54;1.55;0.00;-7474.67;1.00;1.03;1.03
352360;Itirapina - SP;16938.0;50523044.76;1958700.68;0.00;0.00;9986609.16;0.00;0.00;0.00;1297483.38;0.00;12237810.26;0.00;14083124.12;33262.53;0.00;6023838.08;0.00;2008822.41;286515.72;0.00;0.00;0.00;0.00;586038.72;0.00;0.00;860580.39;458418.44;701840.87;0.00;0.00;-12379.59;0.01;1.23;1.23;0.00;-8451.60;0.99;1.14;1.14
110004;Cacoal - RO;86556.0;155472565.55;5319051.34;400814.27;0.00;23561629.90;0.00;0.00;0.00;2963931.98;0.00;39255979.87;0.00;35521874.20;595918.99;0.00;13640047.41;87703.02;13575359.89;7223548.30;0.00;2491984.62;0.00;0.00;51101.00;178696.48;0.00;5338690.67;2663849.94;2602383.67;0.00;0.00;-8517.70;0.11;1.37;1.37;0.00;-6797.85;1.00;1.23;1.23
412120;Quitandinha - PR;18257.0;34549120.28;0.00;0.00;0.00;2784216.58;0.00;0.00;0.00;1582404.23;0.00;7832899.31;0.00;11768868.45;0.00;0.00;6234264.67;0.00;0.00;0.00;0.00;1250017.68;0.00;0.00;268983.56;0.00;0.00;683364.74;1030751.56;1113349.50;1160781.19;0.00;-8880.63;0.73;1.33;1.34;0.00;-4057.01;1.00;1.22;1.23
430583;Coqueiro Baixo - RS;1564.0;9807107.22;274850.08;0.00;0.00;1236691.02;0.00;17733.03;0.00;482620.28;0.00;2197828.65;0.00;1732289.75;90875.76;0.00;479235.44;11343.30;72740.16;79000.86;0.00;1216735.62;0.00;0.00;0.00;719.69;0.00;1720700.24;31625.61;162117.73;0.00;0.00;-3624.87;0.01;1.21;1.22;0.00;-6350.48;0.99;1.06;1.06
354410;Rio Grande da Serra - SP;47731.0;99961799.37;2653322.86;986975.93;0.00;5774681.82;0.00;0.00;0.00;2306041.76;2386838.83;14997955.37;490928.18;13851726.69;59977.07;0.00;49937042.26;0.00;0.00;360853.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;298512.09;5856943.40;3321951.28;0.00;-4719.38;1.00;1.81;1.82;0.00;-5984.43;1.00;1.26;1.26
521410;Mutunópolis - GO;3922.0;13710770.21;682211.55;42784.92;0.00;2209325.05;0.00;29387.79;0.00;748328.57;1016577.32;2909136.15;0.00;3614737.55;0.00;0.00;0.00;1014356.19;0.00;96163.41;0.00;137582.98;0.00;0.00;0.00;74874.43;0.00;906973.32;228330.98;0.00;0.00;0.00;-3078.00;0.80;1.64;1.65;0.00;1665.55;1.00;1.30;1.30
410345;Cafelândia - PR;16321.0;43984675.67;0.00;0.00;0.00;5022367.39;0.00;16740.24;0.00;2280289.12;1732556.60;11928155.76;0.00;10623511.93;411547.21;0.00;5935013.72;0.00;0.00;245343.65;0.00;834412.24;0.00;30310.88;0.00;0.00;0.00;2367900.12;1106063.57;1450463.24;1574621.46;0.00;-11802.09;0.00;1.18;1.18;0.00;-7854.43;0.01;1.08;1.09
312680;Frei Gaspar - MG;6031.0;12448055.54;484736.52;138877.73;0.00;2271035.15;0.00;0.00;0.00;496761.21;425548.19;2393918.82;0.00;4413002.18;422899.75;0.00;317737.28;0.00;0.00;43564.25;0.00;316781.15;0.00;0.00;0.00;36400.00;0.00;533903.27;0.00;152890.04;0.00;0.00;-10177.07;0.01;1.35;1.36;0.00;-3745.72;0.86;1.16;1.16
352900;Marília - SP;230336.0;648554556.40;12445111.40;0.00;0.00;83150640.40;0.00;3163396.68;0.00;14878053.23;56165107.18;191400312.90;446663.89;142137024.38;5245027.06;828076.61;49535356.45;0.00;62136733.36;3650403.54;0.00;1543652.91;0.00;716300.39;0.00;0.00;0.00;0.00;3171043.94;17941652.08;39066473.04;0.00;-9666.76;0.97;1.25;1.26;0.00;-1319.67;1.00;1.18;1.19
354340;Ribeirão Preto - SP;658059.0;1883247473.47;44175222.06;8783298.77;0.00;151391783.40;762802.19;20277233.61;0.00;49368753.22;214012069.24;484472495.80;0.00;373552484.31;15442078.62;0.00;150479793.89;0.00;163032868.24;7815937.53;4342628.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7743217.46;187594806.92;178836333.57;0.00;-4732.47;1.00;1.63;1.64;0.00;17423.61;1.00;1.39;1.39
110033;Nova Mamoré - RO;26925.0;45111651.25;0.00;1387464.58;0.00;8392936.43;0.00;0.00;0.00;2052778.05;788204.48;10854951.77;0.00;18111000.83;162147.74;0.00;485407.35;0.00;0.00;18317.25;0.00;116181.12;0.00;0.00;0.00;0.00;323448.45;2052925.59;69872.10;296015.51;0.00;0.00;-5892.59;0.01;1.29;1.29;0.00;-7387.04;0.51;1.11;1.11
354640;Santa Cruz do Rio Pardo - SP;46366.0;111793618.13;0.00;0.00;0.00;13014226.18;235828.99;0.00;0.00;4120358.41;1672224.65;41677154.90;0.00;29572279.73;1612179.16;0.00;9223309.42;2701671.29;0.00;1545576.47;0.00;2916492.69;0.00;0.00;0.00;0.00;1048136.89;261646.31;1190037.98;1002495.06;0.00;0.00;-10471.70;1.00;1.67;1.69;0.00;-1164.09;1.00;1.24;1.24
353280;Nova Aliança - SP;6462.0;19499374.58;292061.64;0.00;0.00;2432480.80;0.00;0.00;0.00;845056.56;627196.96;5494333.35;9851.20;5085717.47;86364.78;0.00;1570086.37;0.00;1045643.95;30163.17;0.00;138781.14;0.00;0.00;0.00;0.00;0.00;746953.63;260007.67;834675.89;0.00;0.00;-12090.89;0.00;1.19;1.19;0.00;-9208.96;0.02;1.03;1.03
430675;Doutor Ricardo - RS;2079.0;10435308.06;273180.63;0.00;0.00;1422184.97;0.00;43830.30;0.00;648937.79;0.00;2420516.11;0.00;1844136.84;200634.18;0.00;206631.95;8771.50;421049.57;65218.51;0.00;1034924.55;0.00;4440.00;118030.32;13948.02;0.00;1020764.74;189071.77;499036.31;0.00;0.00;-11512.19;0.19;1.27;1.28;0.00;-6556.23;0.00;1.04;1.04
354515;Saltinho - SP;7714.0;22738139.77;811664.04;0.00;244829.96;2886121.27;0.00;0.00;0.00;1260296.83;0.00;5435137.84;0.00;6408084.39;204644.55;0.00;3305671.00;0.00;1406521.59;4515.38;0.00;487838.31;0.00;0.00;0.00;0.00;0.00;1406.86;281407.75;0.00;0.00;0.00;-11099.26;0.18;1.47;1.48;0.00;-6269.80;0.08;1.10;1.10
150470;Moju - PA;76096.0;139233008.85;2567914.75;0.00;0.00;19162217.33;0.00;70125.78;0.00;3601582.64;476574.33;20690682.48;0.00;86108433.29;1037348.27;144819.92;378088.48;0.00;3553725.00;461837.07;0.00;470340.70;0.00;0.00;0.00;0.00;138895.57;0.00;370423.24;0.00;0.00;0.00;-7027.05;0.01;1.09;1.09;0.00;-7867.34;1.00;1.25;1.25
410322;Bom Sucesso do Sul - PR;3368.0;13473714.55;437525.16;0.00;0.00;2181945.10;0.00;0.00;0.00;575174.14;0.00;2873749.64;0.00;2254131.50;65461.90;0.00;1499121.21;0.00;0.00;0.00;19239.08;449463.19;0.00;351810.03;70595.14;0.00;0.00;1828727.76;46855.66;819915.04;0.00;0.00;-8267.66;1.00;1.67;1.68;0.00;-3982.46;1.00;1.39;1.40
431545;Relvado - RS;2200.0;11299498.14;330538.81;0.00;0.00;1466537.85;0.00;26843.60;0.00;564593.55;0.00;2565895.91;0.00;1661684.63;83242.56;0.00;172499.76;19810.80;189757.01;109859.48;0.00;1875641.71;0.00;18995.52;16775.30;7030.00;0.00;2013061.13;56869.82;119860.70;0.00;0.00;-3333.70;0.01;1.29;1.29;0.00;-6563.78;0.00;1.03;1.03
330420;Resende - RJ;124316.0;424802457.92;15100860.12;2994849.31;0.00;76986196.73;0.00;2556099.92;0.00;7465774.27;17847956.47;128913214.07;2048488.46;95757837.73;5308096.59;0.00;36356039.98;35206.83;8967970.87;3710132.87;4900.00;343558.46;0.00;6713.48;109230.24;0.00;3406016.42;2317828.28;3159631.66;11405855.16;17701998.20;0.00;-14087.20;0.52;1.34;1.34;0.00;-3114.11;0.00;1.13;1.14
355690;Vista Alegre do Alto - SP;7830.0;22512134.51;766689.85;0.00;0.00;3256288.99;0.00;563589.73;0.00;643021.24;435721.00;6674253.87;0.00;7265317.27;44316.04;0.00;1374921.94;0.00;376445.87;5660.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;460194.77;311450.34;334263.02;0.00;0.00;-11179.20;0.00;1.22;1.23;0.00;-8593.42;0.07;1.15;1.15
410442;Candói - PR;15741.0;48062816.92;0.00;0.00;65950.96;4549643.55;0.00;318919.50;0.00;2128518.22;87200.57;8662302.44;0.00;12656155.14;881339.71;0.00;745588.83;106040.80;0.00;1019930.70;0.00;2492435.89;0.00;271875.49;0.00;0.00;373237.00;11904574.58;466296.05;1332807.49;0.00;0.00;-10196.31;0.99;1.49;1.50;0.00;-5930.76;1.00;1.21;1.22
352940;Mauá - SP;448776.0;805032484.25;25625238.08;4193351.98;0.00;57638172.14;0.00;14573529.34;0.00;14437219.00;0.00;260027241.49;12659018.14;143295838.76;1232140.22;6914635.02;99445626.99;6557988.81;66783156.42;2079208.35;0.00;0.00;0.00;378436.92;0.00;3265298.27;0.00;0.00;2763708.38;83162675.94;650881.75;0.00;-7921.34;1.00;1.74;1.74;0.00;4879.43;1.00;1.22;1.22
520940;Guarani de Goiás - GO;4235.0;13390253.58;606933.27;0.00;0.00;2723049.01;0.00;0.00;0.00;993957.19;583489.27;2783094.08;0.00;3571065.54;0.00;0.00;487644.93;0.00;43643.47;368752.67;0.00;63162.29;0.00;0.00;0.00;0.00;95582.39;999729.60;70149.87;0.00;0.00;0.00;-12069.71;0.95;1.32;1.33;0.00;-5006.27;1.00;1.09;1.09
430260;Braga - RS;3711.0;12062202.67;530086.12;0.00;0.00;3643228.94;0.00;1600.00;0.00;161309.47;0.00;2838777.03;28800.00;2643241.54;24186.46;0.00;625239.66;74086.96;422150.45;0.00;0.00;452112.48;0.00;0.00;0.00;0.00;0.00;540508.64;76874.92;0.00;0.00;0.00;-12136.98;0.61;1.39;1.41;0.00;-6706.57;1.00;1.17;1.18
432100;Tapera - RS;10796.0;28685384.72;562350.13;0.00;0.00;2783109.12;0.00;278975.75;0.00;1014767.68;1987611.88;7453144.12;0.00;6509420.50;1506300.43;0.00;3877545.98;64520.57;0.00;128687.82;0.00;27629.07;0.00;43440.00;54600.00;0.00;3527.78;731416.10;563935.26;1094402.53;2220992.34;0.00;-10837.32;0.34;1.45;1.45;0.00;-9160.13;0.58;1.05;1.05
350640;Bilac - SP;7602.0;25014228.29;547126.10;0.00;0.00;2377957.01;0.00;0.00;0.00;1270613.41;2253412.92;6448723.67;0.00;5562143.62;49107.16;0.00;2071996.38;0.00;419394.11;1036.80;0.00;434729.65;0.00;0.00;0.00;0.00;0.00;2483213.56;358396.21;736377.69;0.00;0.00;-11506.49;0.02;1.21;1.22;0.00;-8763.16;0.00;0.97;0.97
411680;Nova Cantu - PR;6833.0;14800984.00;0.00;0.00;125085.00;2794265.18;22447.54;0.00;0.00;521150.85;137466.86;3453523.33;0.00;4588682.96;0.00;0.00;1371534.43;0.00;0.00;210298.48;0.00;216203.23;0.00;0.00;0.00;0.00;0.00;1292638.62;67687.52;0.00;0.00;0.00;-8943.38;0.88;1.58;1.59;0.00;526.70;1.00;1.30;1.31
350550;Barretos - SP;118521.0;388722222.16;7810693.63;0.00;0.00;55875389.71;0.00;2123266.12;0.00;37940772.69;28967038.91;88479359.95;0.00;91795959.73;3584589.31;66958.36;29927684.26;1243.42;17657023.61;3389585.42;0.00;0.00;0.00;1397027.29;0.00;0.00;0.00;13165721.35;6390354.34;149554.06;18949723.12;0.00;-12268.68;1.00;1.37;1.38;0.00;-3050.74;1.00;1.20;1.20
432162;Travesseiro - RS;2388.0;11024895.11;357446.71;0.00;0.00;1593237.67;0.00;0.00;0.00;334450.53;52377.72;2049233.89;0.00;2076085.17;96438.71;0.00;348951.29;29499.50;0.00;240195.41;0.00;2399805.36;0.00;258500.00;0.00;0.00;139970.54;987054.72;61647.89;0.00;0.00;0.00;5608.86;1.00;1.61;1.61;0.00;-4269.42;1.00;1.14;1.15
350370;Ariranha - SP;9187.0;36111660.54;1899897.10;0.00;0.00;4259276.90;0.00;0.00;0.00;2225336.60;801179.59;10955113.89;0.00;9121441.52;1148490.19;0.00;2173735.95;0.00;729969.91;129737.02;0.00;180472.10;0.00;0.00;0.00;0.00;0.00;1059226.63;345918.25;1081864.89;0.00;0.00;-13983.06;0.01;1.23;1.23;0.00;-9492.87;0.83;0.98;0.98
354080;Potirendaba - SP;16557.0;47234442.50;812484.33;121019.97;0.00;7933871.79;0.00;1176582.99;0.00;1132838.07;2477020.55;9642695.70;0.00;14656883.60;2034771.04;0.00;4090853.69;0.00;1429760.50;113590.11;0.00;408803.40;0.00;0.00;0.00;0.00;0.00;442890.50;250523.48;509852.78;2220646.53;0.00;-10763.79;0.24;1.36;1.36;0.00;-9688.91;0.38;1.08;1.07
350610;Bebedouro - SP;77558.0;206301109.72;4329047.92;0.00;1379937.10;14569106.88;0.00;4405479.40;0.00;8834862.63;12324665.72;56014316.98;0.00;56105806.64;890769.78;0.00;19167722.82;474654.75;17630911.36;227208.98;0.00;982160.80;0.00;0.00;0.00;0.00;0.00;140343.51;2974422.30;5849692.15;0.00;0.00;-10533.42;0.01;1.23;1.24;0.00;-6309.56;0.94;1.12;1.13
431160;Liberato Salzano - RS;5789.0;18022773.38;0.00;29227.18;0.00;1923531.87;0.00;0.00;0.00;389636.49;1733521.93;3648823.75;0.00;3749992.68;211341.80;0.00;48164.58;0.00;169832.82;41438.34;0.00;1329793.95;0.00;463864.47;1679.00;99820.26;72671.66;3129408.36;563247.20;416777.04;0.00;0.00;-6892.57;1.00;1.77;1.79;0.00;-4003.62;1.00;1.21;1.21
260550;Ferreiros - PE;11904.0;24851589.65;885578.38;0.00;0.00;3167888.35;0.00;47411.20;0.00;1000257.05;2766772.33;5459987.63;0.00;8586186.12;911299.60;3607.75;1327517.08;0.00;0.00;0.00;0.00;87784.51;0.00;0.00;0.00;0.00;274341.04;0.00;23678.31;309280.30;0.00;0.00;-8925.19;0.03;1.27;1.27;0.00;-7960.24;0.06;1.25;1.26
521040;Itaberaí - GO;38983.0;78308883.97;3106161.61;0.00;0.00;8974780.72;0.00;745622.54;0.00;8157826.44;3515748.72;19281708.60;279646.95;23349874.42;595567.59;0.00;7083259.64;28408.31;0.00;294597.67;0.00;628794.63;0.00;0.00;123663.03;0.00;559224.54;1113274.84;470723.72;0.00;0.00;0.00;-10351.97;1.00;1.38;1.39;0.00;-8395.79;1.00;1.15;1.15
110060;Cacaulândia - RO;6318.0;19437263.19;834802.24;0.00;0.00;5460515.86;0.00;0.00;0.00;675165.72;409552.46;4753095.96;0.00;6261732.53;86506.97;0.00;0.00;0.00;0.00;0.00;0.00;312731.56;0.00;0.00;0.00;0.00;9300.68;605251.76;28607.45;0.00;0.00;0.00;-11269.61;0.01;1.22;1.23;0.00;-1317.25;0.01;1.13;1.13
314560;Oliveira - MG;41375.0;86251041.10;1919004.04;0.00;0.00;8477724.88;0.00;139674.79;0.00;3219296.39;7221430.57;20572571.92;0.00;15515464.90;1167003.58;0.00;14043715.29;0.00;10743823.87;142670.44;0.00;1318145.15;0.00;79670.40;164101.86;0.00;0.00;0.00;200350.18;1326392.84;2498969.52;0.00;-8033.02;0.00;1.19;1.19;0.00;-8676.32;0.17;1.06;1.06
420980;Leoberto Leal - SC;3258.0;10772863.69;582552.10;0.00;0.00;1396438.92;0.00;0.00;0.00;540018.12;670771.00;2286220.83;0.00;2549205.14;63029.49;0.00;159979.33;0.00;0.00;0.00;0.00;450360.61;0.00;0.00;0.00;0.00;0.00;1565247.97;376146.47;132893.71;636638.28;0.00;-11441.21;0.98;1.30;1.30;0.00;-5858.34;0.00;1.06;1.06
314860;Peçanha - MG;17817.0;25924182.21;217863.97;154078.09;0.00;4626365.21;0.00;0.00;0.00;1052936.84;1152732.52;6105595.84;0.00;7309167.71;269068.26;0.00;3191245.49;0.00;121465.62;41789.95;0.00;439522.87;0.00;7692.50;0.00;0.00;0.00;451579.43;587334.67;195743.24;0.00;0.00;-7267.58;0.01;1.16;1.16;0.00;-9349.59;1.00;1.09;1.09
311850;Consolação - MG;1801.0;9203780.51;534947.91;34973.55;0.00;1234093.98;0.00;21797.25;0.00;288921.44;572889.17;2129972.96;0.00;1714661.63;304403.17;0.00;910665.08;40974.44;306182.94;0.00;0.00;85146.14;0.00;0.00;43499.47;0.00;123818.06;729034.52;58476.02;69322.78;0.00;0.00;-8788.76;0.62;1.61;1.61;0.00;-5554.46;1.00;1.06;1.06
410510;Centenário do Sul - PR;11346.0;22942574.95;0.00;0.00;0.00;4527823.61;0.00;0.00;0.00;330408.97;0.00;6051532.25;0.00;5602989.49;393394.13;625.00;3348141.78;0.00;0.00;11709.00;0.00;1430281.24;0.00;377196.30;182500.57;1448.00;0.00;0.00;360054.39;324470.22;0.00;0.00;-9115.65;1.00;1.66;1.68;0.00;-5964.97;1.00;1.26;1.26
411725;Nova Prata do Iguaçu - PR;10710.0;37347124.31;1281071.94;0.00;0.00;3580935.22;0.00;0.00;0.00;1190768.90;470153.17;6858343.34;0.00;10356828.19;60518.95;0.00;5184671.42;0.00;0.00;0.00;0.00;2052256.36;0.00;197882.82;0.00;0.00;0.00;5030428.89;144072.25;939192.86;1400530.66;0.00;-12440.07;0.09;1.31;1.31;0.00;-7079.98;0.69;1.14;1.14
292935;São José da Vitória - BA;6158.0;12621546.04;570306.80;0.00;0.00;2374976.61;0.00;0.00;0.00;606317.59;35351.28;2695156.75;0.00;4671407.70;173716.70;0.00;981471.66;0.00;148767.94;0.00;0.00;43515.41;0.00;0.00;0.00;0.00;0.00;0.00;182698.29;137859.31;0.00;0.00;-9975.35;0.00;1.02;1.02;0.00;-7514.33;0.00;1.00;0.99
353600;Parapuã - SP;11110.0;27515765.05;817683.83;0.00;0.00;4535951.17;0.00;0.00;0.00;898270.95;1114476.29;6714140.42;0.00;6609681.33;364881.44;0.00;5006009.67;0.00;0.00;26227.87;0.00;726936.78;0.00;0.00;0.00;0.00;0.00;343434.09;187435.47;170635.74;0.00;0.00;-10739.08;0.00;1.13;1.14;0.00;-9255.30;0.00;0.99;0.98
353500;Palestina - SP;12070.0;33557389.50;1280517.51;0.00;0.00;5056274.55;0.00;0.00;0.00;863596.03;0.00;9354178.69;0.00;11351976.37;691398.42;0.00;2151828.46;0.00;0.00;0.00;0.00;286396.80;0.00;0.00;0.00;0.00;0.00;1846884.45;365846.76;308491.46;0.00;0.00;-11829.35;0.01;1.17;1.17;0.00;-8224.57;0.00;0.98;0.98
352820;Macedônia - SP;3751.0;14855089.10;648409.65;0.00;0.00;2163833.82;0.00;45000.00;0.00;833894.59;199697.00;3811594.45;9230.09;3407419.75;0.00;0.00;1691867.97;8028.50;0.00;0.00;0.00;109315.25;0.00;0.00;0.00;0.00;0.00;1097186.33;548465.55;281146.15;0.00;0.00;-13934.03;0.00;1.20;1.20;0.00;-6099.17;0.13;1.08;1.09
411530;Mariópolis - PR;6558.0;19953769.10;516614.14;0.00;0.00;2628165.76;0.00;0.00;0.00;524594.40;1192333.30;4132532.03;0.00;3602113.91;63539.49;0.00;2238549.72;45451.74;0.00;12000.00;0.00;728877.62;0.00;220000.00;8109.50;13771.72;0.00;2986267.80;551119.03;489728.94;715021.77;0.00;-12013.04;0.09;1.31;1.31;0.00;-7337.99;0.22;1.07;1.07
