#Codigo;Cidade;População;Despesas (Exceto Intraorçamentárias);Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);GAUSSIAN-MODEL_REL_NOR;SVM_REL_NOR;COP_REL_NOR;OPTICS_REL_NOR;LOF_REL_NOR;GAUSSIAN-MODEL_SUA_NOR;SVM_SUA_NOR;COP_SUA_NOR;OPTICS_SUA_NOR;LOF_SUA_NOR
412270;Sabáudia - PR;6524.0;20817118.12;0.00;0.00;0.00;5194449.30;0.00;0.00;0.00;678869.96;0.00;5200391.68;60048.25;5116178.77;109253.31;0.00;2437954.00;500000.00;0.00;125613.99;0.00;332095.05;0.00;0.00;91698.23;0.00;0.00;502692.11;467873.47;0.00;0.00;0.00;-12420.29;0.25;1.47;1.48;0.00;-6861.56;1.00;1.18;1.18
210920;Presidente Juscelino - MA;12255.0;28539696.55;0.00;0.00;0.00;4296131.74;0.00;0.00;0.00;1098266.19;0.00;5057283.86;0.00;14393843.14;8200.00;0.00;2481614.75;0.00;0.00;0.00;0.00;624680.61;0.00;0.00;0.00;0.00;8774.02;0.00;570902.24;0.00;0.00;0.00;-8747.28;0.01;1.19;1.19;0.00;-4988.15;0.03;1.09;1.09
210087;Araguanã - MA;14843.0;24142622.61;0.00;680271.49;76649.60;4165032.76;0.00;0.00;0.00;509625.58;116162.86;4039625.63;0.00;12006123.17;369332.48;0.00;598088.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;371.50;69357.62;1511981.27;0.00;0.00;0.00;0.00;-5774.42;0.05;1.37;1.37;0.00;434.44;1.00;1.34;1.35
510420;Guiratinga - MT;14401.0;25854609.96;1092669.78;0.00;86679.98;4673379.35;0.00;0.00;0.00;1075908.60;2315721.28;8320810.45;258829.03;4151247.26;323547.62;0.00;942264.60;0.00;648695.23;0.00;0.00;148812.07;0.00;31813.33;20829.58;0.00;92756.98;1196095.09;172251.37;302298.36;1919929.28;0.00;-8816.47;0.01;1.14;1.14;0.00;-6928.59;1.00;1.21;1.22
292690;Rio do Pires - BA;12060.0;20960698.53;785621.15;0.00;0.00;2568399.69;0.00;61263.58;0.00;48452.23;118347.97;4914306.62;0.00;7298210.76;633825.00;0.00;3844001.63;182276.92;0.00;20900.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;372099.46;112993.52;0.00;0.00;0.00;-8126.70;0.97;1.19;1.19;0.00;-5985.93;1.00;1.32;1.32
220342;Domingos Mourão - PI;4291.0;10739768.06;420623.95;0.00;0.00;1911582.22;0.00;0.00;0.00;664611.73;190358.22;1849284.31;0.00;4616612.91;22350.00;0.00;459999.38;0.00;197396.00;0.00;0.00;67382.22;0.00;0.00;39536.40;1092.63;33499.61;209551.10;6257.96;49629.42;0.00;0.00;-10571.05;0.73;1.17;1.18;0.00;-6955.44;0.38;1.01;1.01
313010;Igarapé - MG;39045.0;93752378.16;2129380.45;747392.57;0.00;9780706.03;0.00;32170.08;0.00;4429010.07;0.00;19943873.36;0.00;21405121.40;797698.01;1707.42;17465502.72;0.00;0.00;4372257.12;0.00;79627.32;0.00;3064530.00;0.00;0.00;0.00;4846557.31;1584817.60;3072026.70;0.00;0.00;-8937.50;0.97;1.62;1.64;0.00;-7440.09;1.00;1.21;1.21
520510;Catalão - GO;96836.0;331237200.02;14493538.79;0.00;0.00;58623599.38;0.00;7331923.30;0.00;12300528.27;10436275.58;82244731.45;749920.48;62476329.66;1498097.90;428267.14;37956062.95;24171.86;22436807.36;2640334.75;0.00;1262398.06;0.00;0.00;0.00;0.00;0.00;9024104.19;2826854.54;4483254.36;0.00;0.00;-12428.65;0.27;1.31;1.31;0.00;-6113.64;0.05;1.13;1.13
510500;Jauru - MT;9482.0;25174314.02;1055328.00;0.00;0.00;6837865.12;0.00;0.00;0.00;1057286.77;1174545.36;7048211.22;0.00;6042470.17;8316.29;0.00;728056.95;0.00;14530.00;434299.39;0.00;557145.42;0.00;0.00;0.00;0.00;73815.01;0.00;142444.32;0.00;0.00;0.00;-11245.17;0.01;1.27;1.27;0.00;-8012.29;0.01;1.10;1.10
290680;Cansanção - BA;35135.0;57528923.71;1459932.01;0.00;0.00;5879076.90;0.00;0.00;0.00;1484229.55;0.00;12966754.36;0.00;27552653.27;937820.00;0.00;5121730.58;0.00;0.00;0.00;0.00;464849.00;0.00;0.00;0.00;0.00;0.00;0.00;15904.50;1645973.54;0.00;0.00;-7565.01;0.00;0.97;0.97;0.00;-7788.85;0.00;1.02;1.02
210927;Presidente Sarney - MA;18210.0;34709221.03;0.00;0.00;0.00;5353882.55;0.00;0.00;0.00;1310837.07;0.00;6129768.64;0.00;19439842.22;357086.95;0.00;644321.32;0.00;627343.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;120050.00;476000.00;250088.89;0.00;0.00;0.00;-7419.60;0.00;1.05;1.05;0.00;-4909.25;0.00;1.10;1.10
231400;Várzea Alegre - CE;39861.0;63779380.25;1857991.87;0.00;0.00;8195034.94;0.00;0.00;0.00;2419336.10;0.00;17851540.51;0.00;23726334.33;1401162.64;0.00;5988566.35;205759.69;92942.97;321362.16;0.00;254852.57;0.00;0.00;0.00;0.00;0.00;675010.89;294447.33;495037.90;0.00;0.00;-7999.74;0.00;0.97;0.97;0.00;-10076.10;0.00;1.05;1.05
291450;Irará - BA;29770.0;50221491.76;1494293.08;0.00;0.00;3845271.64;0.00;186044.06;0.00;1047503.30;0.00;10472696.98;0.00;24888673.03;1524096.23;0.00;3429516.25;0.00;416093.84;5050.00;0.00;1105923.29;0.00;0.00;157017.89;0.00;0.00;494343.16;52673.28;1102295.73;0.00;0.00;-8086.95;0.02;1.01;1.02;0.00;-9886.17;0.18;1.02;1.02
431164;Linha Nova - RS;1697.0;7779552.28;166541.80;0.00;0.00;3484911.00;0.00;0.00;0.00;66399.05;23941.01;1570443.52;0.00;1306783.62;245583.49;0.00;0.00;0.00;128360.73;214170.96;0.00;348428.72;0.00;0.00;0.00;302.00;71421.77;152264.61;0.00;0.00;0.00;0.00;-6926.95;1.00;2.01;2.03;0.00;4753.08;1.00;1.24;1.25
421885;União do Oeste - SC;2751.0;13305313.42;608873.63;0.00;0.00;1435979.58;0.00;5904.70;0.00;452933.00;0.00;2646852.21;0.00;2900937.30;93998.67;0.00;1402113.27;800.00;0.00;0.00;0.00;1235503.19;0.00;110519.37;0.00;0.00;0.00;1675240.97;148290.91;587366.62;0.00;0.00;-11264.21;0.00;1.28;1.29;0.00;-5691.16;0.00;1.06;1.06
310750;Bom Jardim de Minas - MG;6658.0;14931169.71;666721.54;0.00;0.00;1194375.91;0.00;0.00;0.00;467989.09;404196.98;4812411.21;0.00;3610344.52;230133.34;0.00;1881650.81;0.00;460051.49;0.00;0.00;522888.41;0.00;0.00;26978.26;3531.22;0.00;254982.09;180976.98;213937.86;0.00;0.00;-10844.01;0.01;1.13;1.13;0.00;-6963.82;0.00;1.04;1.04
230465;Graça - CE;15287.0;31628494.67;898976.00;0.00;0.00;4642433.62;0.00;0.00;0.00;1413600.88;0.00;5556542.46;0.00;14876531.18;856554.88;0.00;1631879.23;0.00;434280.07;0.00;0.00;443301.82;0.00;0.00;0.00;0.00;250799.37;609561.80;7521.80;6511.56;0.00;0.00;-9247.41;0.00;1.15;1.15;0.00;-7823.51;0.00;1.04;1.03
313160;Iraí de Minas - MG;6842.0;19349864.27;835909.09;170881.53;0.00;3598248.17;0.00;0.00;0.00;369507.70;373241.13;3889896.46;0.00;4526960.35;19574.00;0.00;1937955.70;0.00;1402881.22;13150.00;0.00;47236.06;0.00;0.00;0.00;2000.00;251545.74;356828.99;196831.89;1357216.24;0.00;0.00;-9775.55;1.00;1.41;1.41;0.00;-7508.06;1.00;1.01;1.01
521486;Nova Glória - GO;8604.0;13369176.69;659143.29;685.31;77057.00;1533941.80;0.00;91444.00;0.00;659557.15;0.00;3175969.80;94138.13;3710029.95;0.00;0.00;799040.51;100305.45;169243.17;16459.65;0.00;12000.00;0.00;0.00;550.00;0.00;219648.00;508704.48;541452.29;999806.71;0.00;0.00;-8763.95;0.45;1.40;1.41;0.00;-5456.57;1.00;1.28;1.29
220700;Oeiras - PI;36266.0;53457848.74;1472690.36;0.00;0.00;7475659.07;0.00;20700.00;0.00;1979445.00;0.00;12115795.67;0.00;23013452.31;1154466.76;0.00;3379815.55;327773.44;165815.16;93240.00;0.00;193282.25;0.00;0.00;159469.47;0.00;0.00;564582.12;1190851.60;150809.98;0.00;0.00;-7609.20;0.99;1.00;1.00;0.00;-10871.32;0.00;1.04;1.04
420440;Coronel Freitas - SC;10236.0;31214675.42;857505.74;0.00;0.00;3978191.50;0.00;62724.15;0.00;1409847.38;0.00;5804099.52;0.00;6693197.06;255559.09;0.00;3483836.93;150934.41;5059785.84;0.00;0.00;1156595.19;0.00;0.00;0.00;0.00;230228.21;1757585.85;314584.55;0.00;0.00;0.00;-7349.74;0.05;1.48;1.49;0.00;-7197.43;0.48;1.12;1.12
411435;Manfrinópolis - PR;3003.0;12170232.05;540778.92;0.00;0.00;1504096.23;0.00;0.00;0.00;566188.50;0.00;2909801.62;0.00;2498739.82;24565.09;0.00;620794.71;0.00;18174.60;93161.16;0.00;794366.73;0.00;0.00;0.00;0.00;0.00;2330912.58;213319.57;55332.52;0.00;0.00;-11837.47;0.02;1.19;1.19;0.00;-6825.82;0.00;0.99;0.99
313240;Itajubá - MG;95491.0;150021880.07;5118576.39;1806248.73;0.00;20022748.37;0.00;1582244.72;0.00;2984275.65;8241786.06;36621486.54;0.00;41195109.77;1598148.83;0.00;23300443.44;572702.08;1327271.15;663869.16;995812.32;866208.35;0.00;79177.05;0.00;0.00;0.00;325726.33;1302465.46;1417579.67;0.00;0.00;-6689.24;0.12;2.03;2.04;0.00;-3668.04;0.25;1.08;1.08
150480;Monte Alegre - PA;56231.0;115767474.93;2046039.93;0.00;0.00;6786892.31;0.00;0.00;0.00;2940675.72;6247287.85;29248258.33;74877.61;58698651.56;119683.76;0.00;6290642.97;0.00;0.00;1128616.30;0.00;600964.78;0.00;0.00;125493.83;0.00;565030.75;14732.11;173859.18;705767.94;0.00;0.00;-8498.14;0.12;1.28;1.28;0.00;-8798.06;0.75;1.16;1.16
315560;Rio Pardo de Minas - MG;30578.0;44909160.13;1671804.67;223404.15;0.00;3235085.68;2310.00;652226.48;0.00;1816562.28;0.00;11727801.49;0.00;16800725.21;614880.99;0.00;2663540.55;33838.74;457409.37;29000.00;0.00;601958.98;0.00;83100.00;0.00;49509.78;0.00;1179524.51;309891.78;2756585.47;0.00;0.00;-8190.95;0.03;1.24;1.24;0.00;-6408.11;0.02;1.07;1.07
241200;São Gonçalo do Amarante - RN;96759.0;217536353.10;7366535.62;0.00;0.00;46148539.49;0.00;0.00;0.00;7608330.68;4418746.95;37121194.09;0.00;57395301.92;3549026.22;0.00;27542931.94;23670400.45;0.00;1228131.74;0.00;732695.34;0.00;0.00;0.00;0.00;0.00;754518.66;0.00;0.00;0.00;0.00;-2568.66;0.03;1.72;1.75;0.00;-3753.98;1.00;1.45;1.45
350540;Barra do Turvo - SP;7853.0;31465428.89;0.00;0.00;0.00;8034597.22;0.00;0.00;0.00;1030326.19;0.00;8383529.03;0.00;9705896.24;671028.45;80.40;766394.85;0.00;117545.42;0.00;0.00;1092317.30;0.00;0.00;0.00;0.00;0.00;649882.44;439585.94;574245.41;0.00;0.00;-12713.34;0.01;1.46;1.47;0.00;-7697.67;1.00;1.08;1.07
412740;Terra Roxa - PR;17461.0;46419663.00;1557031.67;0.00;0.00;7664235.60;0.00;0.00;0.00;1936634.16;3133380.94;10467931.19;0.00;10755802.34;688257.01;0.00;4047628.26;5539.95;0.00;273663.02;0.00;3037815.92;0.00;316563.07;52647.65;0.00;0.00;514383.11;543489.25;1424659.86;2441912.96;0.00;-12240.04;0.02;1.15;1.16;0.00;-8982.95;0.00;1.03;1.03
316660;Serra da Saudade - MG;822.0;9770492.91;532299.23;0.00;50105.60;1773843.07;0.00;0.00;0.00;203225.31;765341.41;2058961.55;0.00;1912168.43;250306.56;0.00;471185.99;34577.90;44884.13;40362.49;0.00;407602.73;0.00;0.00;0.00;0.00;48572.77;1021040.87;64974.09;91040.78;0.00;0.00;51458.24;1.00;2.44;2.46;0.00;-4150.75;1.00;1.23;1.23
313970;Maravilhas - MG;7674.0;15375520.06;691135.15;0.00;0.00;1695940.43;0.00;16712.47;0.00;461132.30;463286.29;4553408.02;0.00;4894753.41;284316.37;2709.80;640850.80;0.00;246023.30;0.00;0.00;300749.00;0.00;0.00;0.00;1443.33;148207.14;617200.94;113707.40;243943.91;0.00;0.00;-9953.86;0.00;1.06;1.06;0.00;-7819.15;0.00;1.10;1.10
352180;Itaí - SP;25792.0;66216508.34;2956042.42;0.00;0.00;5718978.47;289695.71;0.00;0.00;4594499.59;3588168.03;19971384.23;0.00;15070838.35;419082.67;0.00;5993966.36;4005167.24;0.00;286883.14;0.00;474998.84;0.00;0.00;0.00;0.00;0.00;984750.56;742988.49;1119064.24;3517569.97;0.00;-6348.19;1.00;1.81;1.82;0.00;-3219.00;0.93;1.15;1.15
251360;Santana dos Garrotes - PB;7160.0;13010207.46;542892.41;0.00;0.00;3096102.36;0.00;0.00;0.00;591472.51;0.00;3535991.97;0.00;4707775.46;127451.74;0.00;50781.00;0.00;6910.00;23600.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;164460.72;0.00;162769.01;0.00;0.00;-8351.99;0.00;1.02;1.02;0.00;-4356.19;0.77;1.17;1.17
510263;Campo Novo do Parecis - MT;31171.0;93549675.35;3884549.66;0.00;0.00;10539379.41;0.00;0.00;0.00;3556715.04;3862406.57;21214958.48;128043.83;24462392.36;1827583.28;85267.74;9655388.11;0.00;6175119.53;481232.28;0.00;1106070.57;0.00;1817277.41;261859.70;0.00;0.00;1108446.72;2206309.22;1176675.44;4233456.18;0.00;-12855.44;1.00;1.44;1.45;0.00;-7371.97;1.00;1.12;1.12
420510;Dona Emma - SC;3955.0;12328504.04;521339.80;0.00;0.00;2241182.41;0.00;371308.65;0.00;588580.75;0.00;3151009.74;1961.17;2517992.68;163836.64;0.00;476226.45;0.00;2030.28;545.72;0.00;725170.59;0.00;0.00;6000.00;19125.60;0.00;1034271.78;221933.42;285988.36;0.00;0.00;-11490.29;0.22;1.37;1.38;0.00;-7981.54;0.00;1.05;1.06
310285;Angelândia - MG;8416.0;18812447.59;687110.09;133112.30;0.00;2038340.59;14596.29;0.00;0.00;707171.63;524380.74;5640047.27;0.00;6493860.30;547230.93;0.00;1016512.47;560.00;16355.60;164099.26;0.00;233821.00;0.00;0.00;0.00;0.00;0.00;177924.26;30478.18;386846.68;0.00;0.00;-11037.19;1.00;1.26;1.27;0.00;-6151.84;0.00;1.00;1.01
250700;Itaporanga - PB;24317.0;33019658.19;1236622.34;90531.30;0.00;3476651.09;0.00;0.00;0.00;1536577.91;0.00;10631086.26;295913.83;8681179.88;619114.76;0.00;4160559.77;0.00;72723.21;433122.28;0.00;422002.18;0.00;0.00;0.00;0.00;508085.48;72253.42;17104.00;766130.48;0.00;0.00;-7605.55;0.00;1.09;1.09;0.00;-8111.26;1.00;1.09;1.09
313340;Itapagipe - MG;14645.0;35753141.17;1227704.94;0.00;0.00;5864869.68;0.00;7490.34;0.00;1534537.16;1468170.41;9053767.93;0.00;7498712.04;1046916.69;0.00;4231745.00;0.00;0.00;169022.68;0.00;284325.09;0.00;0.00;26753.62;285876.91;0.00;1212214.78;208293.41;1632740.49;1169664.17;0.00;-10244.14;0.03;1.38;1.39;0.00;-8850.29;0.00;1.08;1.08
420010;Abelardo Luz - SC;17651.0;54694331.15;1746532.29;0.00;0.00;5384472.76;0.00;248006.80;0.00;2556536.61;0.00;12525342.65;0.00;15302384.73;105183.55;0.00;4964053.13;255943.76;2576924.50;3541.90;0.00;1960922.24;0.00;294238.29;216286.68;0.00;4600.00;3895638.17;265877.26;2387845.83;0.00;0.00;-13128.78;1.00;1.29;1.30;0.00;-8856.87;0.00;1.05;1.05
291855;Jussari - BA;6434.0;15770993.06;563944.71;0.00;0.00;2735808.16;0.00;0.00;0.00;540721.08;0.00;3110595.88;0.00;6640183.41;273054.09;0.00;1606881.38;17500.00;11854.46;0.00;0.00;37952.00;0.00;0.00;0.00;2766.00;0.00;229731.89;0.00;0.00;0.00;0.00;-10189.18;0.00;1.10;1.10;0.00;-4000.94;0.90;1.11;1.11
170410;Centenário - TO;2771.0;8173041.10;387564.53;0.00;0.00;2379076.61;0.00;3538.28;0.00;553181.94;264188.46;629134.37;0.00;2427935.14;0.00;0.00;380619.30;0.00;0.00;0.00;0.00;546506.61;0.00;0.00;0.00;0.00;0.00;489768.28;500.00;111027.58;0.00;0.00;-11013.37;1.00;1.48;1.48;0.00;-3412.64;0.01;1.11;1.11
355240;Sumaré - SP;262308.0;580872316.89;18228382.52;0.00;0.00;100238705.73;0.00;22154986.11;0.00;22799141.11;18295660.28;129343043.60;0.00;145022631.58;3501823.22;0.00;40171818.42;3341409.46;56261619.44;2464675.49;1401849.66;170069.49;0.00;0.00;0.00;0.00;0.00;8973667.96;5303047.12;3199785.70;19378032.49;0.00;-8368.27;1.00;1.34;1.35;0.00;734.50;0.97;1.11;1.11
420900;Joaçaba - SC;28705.0;109746989.31;2362741.68;0.00;0.00;9608691.47;0.00;1517048.03;0.00;3357487.63;5381993.74;16026822.05;3143914.86;21737381.32;232814.53;172468.22;19151206.73;242190.48;12825978.89;170845.01;2600122.19;2398358.41;0.00;199182.19;34468.81;2160.00;0.00;866684.29;2426610.94;5287817.84;0.00;0.00;233676.69;1.00;5.21;5.31;0.00;-2435.47;0.22;1.11;1.11
291400;Ipirá - BA;62172.0;87835943.02;2500105.92;103728.35;0.00;10861039.21;0.00;0.00;0.00;2955979.36;0.00;20120966.99;0.00;42118058.82;1048440.65;0.00;6286813.37;0.00;0.00;0.00;0.00;108229.03;0.00;0.00;1120.75;0.00;151195.80;457779.89;283835.56;838649.32;0.00;0.00;-6740.13;0.00;0.96;0.96;0.00;-7847.51;0.12;1.15;1.15
317065;Vargem Grande do Rio Pardo - MG;4966.0;13997666.20;577490.31;84685.90;0.00;1347815.61;20425.04;0.00;0.00;555278.17;0.00;3884158.44;0.00;4165192.11;19778.00;0.00;1978599.77;0.00;36656.72;13833.33;0.00;148787.64;0.00;0.00;116065.58;2000.00;0.00;79026.87;70809.02;897063.69;0.00;0.00;-11230.51;0.04;1.41;1.43;0.00;-3902.79;0.94;1.00;1.00
355310;Taiaçu - SP;6179.0;15599812.42;674448.08;0.00;0.00;2775295.32;0.00;88400.74;0.00;765351.16;747451.87;3930140.33;22030.57;4079951.05;240.00;0.00;1155139.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;435283.69;610783.80;315296.35;562468.22;0.00;-11857.87;0.00;1.25;1.25;0.00;-6555.71;0.99;1.27;1.27
220755;Paquetá - PI;3909.0;10767054.27;371271.39;0.00;0.00;1549142.32;0.00;3750.00;0.00;567104.14;209197.18;2440552.37;64020.92;4510656.94;251200.87;0.00;344905.90;0.00;146388.63;0.00;0.00;236214.39;0.00;0.00;0.00;2439.22;0.00;70210.00;0.00;0.00;0.00;0.00;-11618.07;0.59;1.24;1.25;0.00;-3521.69;1.00;1.19;1.20
210600;Lima Campos - MA;11612.0;27819119.63;0.00;0.00;0.00;3354617.81;0.00;0.00;0.00;676459.97;185284.00;9454277.45;0.00;8796147.99;573575.32;0.00;2489397.80;0.00;32589.85;0.00;0.00;313282.03;0.00;0.00;0.00;0.00;281244.78;1512242.06;150000.57;0.00;0.00;0.00;-9554.71;0.05;1.21;1.22;0.00;-5852.15;0.00;1.04;1.04
500380;Fátima do Sul - MS;19240.0;37427229.73;1803199.52;0.00;0.00;9359985.80;0.00;0.00;0.00;1071164.26;1725568.99;9153599.79;0.00;8158240.61;0.00;0.00;2583083.41;94156.77;0.00;0.00;0.00;110.00;0.00;0.00;0.00;0.00;668127.68;1330793.53;398224.92;1080974.45;1354140.69;0.00;-8699.01;0.01;1.17;1.17;0.00;-6016.41;0.98;1.26;1.27
240640;Lagoa de Velhos - RN;2762.0;10244024.09;544606.68;0.00;0.00;1850649.31;0.00;0.00;0.00;344959.46;0.00;2738307.78;0.00;3302078.75;118108.03;0.00;749745.27;0.00;0.00;0.00;0.00;418824.56;0.00;0.00;0.00;0.00;0.00;0.00;176744.25;0.00;0.00;0.00;-13415.09;0.01;1.19;1.20;0.00;-4292.42;0.00;1.02;1.01
350630;Bernardino de Campos - SP;11146.0;25953536.43;847470.18;0.00;0.00;4436943.12;0.00;0.00;0.00;1235913.74;0.00;7548560.03;0.00;7756046.03;355069.29;0.00;3243294.33;0.00;0.00;36737.49;0.00;118609.57;0.00;0.00;0.00;0.00;0.00;0.00;374892.65;0.00;0.00;0.00;-10667.73;0.00;1.09;1.09;0.00;-7645.51;0.00;1.02;1.02
220277;Colônia do Piauí - PI;7522.0;14061612.82;440063.93;0.00;0.00;2088697.91;0.00;0.00;0.00;467073.77;0.00;3236471.58;0.00;6470705.43;45700.97;0.00;421232.46;0.00;116294.18;1378.00;0.00;93277.24;0.00;0.00;0.00;608.97;44777.10;199804.42;71534.80;363992.06;0.00;0.00;-8525.44;0.00;0.99;0.99;0.00;-7941.53;0.00;1.00;1.00
250430;Catolé do Rocha - PB;29990.0;40851054.39;1489220.14;0.00;0.00;3036563.41;0.00;0.00;0.00;1816012.07;0.00;13780437.39;0.00;13982445.99;646596.01;0.00;5326773.38;0.00;0.00;0.00;0.00;720856.00;0.00;0.00;0.00;0.00;0.00;0.00;52150.00;0.00;0.00;0.00;-6709.77;0.13;1.01;1.01;0.00;-6608.67;0.01;1.05;1.05
221037;São Luis do Piauí - PI;2593.0;8014490.69;384638.97;0.00;0.00;1711635.61;0.00;0.00;0.00;407455.04;282061.59;1783740.39;64067.02;2105321.11;8642.00;0.00;717446.44;0.00;189089.20;0.00;0.00;20552.78;0.00;0.00;0.00;20045.22;5000.00;192204.28;122591.04;0.00;0.00;0.00;-13174.80;0.25;1.30;1.30;0.00;-4669.60;0.02;1.12;1.12
421770;Sombrio - SC;28589.0;58916160.91;1902136.27;0.00;0.00;4464917.71;0.00;463742.38;0.00;1722134.67;0.00;11141393.36;8688.00;23069572.57;1304181.79;0.00;3580401.09;251411.03;3224308.34;2170.62;0.00;1119543.88;0.00;151973.63;7879.85;0.00;0.00;2123026.60;770248.15;3608430.97;0.00;0.00;-10099.97;0.02;1.31;1.31;0.00;-9549.43;0.02;1.06;1.06
280570;Propriá - SE;29562.0;49467369.54;1979415.80;741367.22;0.00;8293440.72;0.00;0.00;0.00;1822985.20;0.00;18216768.23;0.00;13326962.78;357900.00;0.00;3814570.16;0.00;0.00;143098.51;0.00;55206.86;0.00;0.00;510922.19;0.00;0.00;0.00;204731.87;0.00;0.00;0.00;-8074.57;0.01;1.21;1.22;0.00;-7622.40;0.01;1.14;1.14
210520;Igarapé Grande - MA;11533.0;23410023.36;0.00;0.00;0.00;5274826.44;0.00;0.00;0.00;475776.45;0.00;4722794.81;0.00;9686982.48;521743.43;0.00;1354848.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;771816.66;601234.93;0.00;0.00;0.00;-8496.63;0.04;1.22;1.22;0.00;-4593.58;0.81;1.12;1.11
351530;Estrela do Norte - SP;2756.0;13627008.80;590168.26;0.00;0.00;2697434.71;0.00;0.00;0.00;617988.54;0.00;2960841.21;0.00;3360395.94;0.00;0.00;2232950.60;68484.44;0.00;0.00;0.00;793074.12;0.00;0.00;0.00;999.00;0.00;0.00;304671.98;0.00;0.00;0.00;-12719.11;0.02;1.29;1.29;0.00;-2662.67;1.00;1.16;1.16
320270;Itaguaçu - ES;14836.0;42106726.67;1190020.01;0.00;0.00;14780327.81;0.00;0.00;0.00;1251382.49;0.00;5601630.71;0.00;7499276.48;684561.82;0.00;4057056.39;78445.13;2378014.32;0.00;0.00;1796874.56;0.00;0.00;0.00;0.00;117587.46;2096617.63;343267.90;231663.96;0.00;0.00;-11154.80;0.97;1.54;1.54;0.00;-8254.68;0.57;1.12;1.12
210637;Maranhãozinho - MA;15384.0;29699976.39;0.00;0.00;0.00;3214516.83;0.00;0.00;0.00;657592.46;0.00;6107441.96;0.00;14060839.59;1099973.56;0.00;2045903.13;0.00;670916.62;35663.65;0.00;291202.27;0.00;0.00;0.00;0.00;57110.96;1261518.55;197296.81;0.00;0.00;0.00;-8139.23;0.00;1.16;1.16;0.00;-6393.89;0.00;1.02;1.02
320040;Anchieta - ES;27145.0;329793524.25;13087404.65;47819.06;0.00;41168788.94;0.00;2132179.76;0.00;11461870.72;5723455.26;68176963.61;2254724.19;88581015.20;1215647.80;0.00;37547835.88;2353555.40;14215665.35;3667715.48;0.00;5520043.20;0.00;0.00;7131423.74;0.00;0.00;19183332.17;3501626.13;2822457.71;9474715.95;0.00;38749.70;1.00;2.21;2.21;0.00;-5324.10;1.00;1.13;1.13
352680;Lençóis Paulista - SP;65587.0;160848033.84;3938278.04;0.00;0.00;17168264.54;0.00;484944.46;0.00;6997200.38;12087192.42;33985408.77;0.00;45640160.58;3103326.09;0.00;18015187.82;1087207.97;9990217.89;80541.61;0.00;730230.33;0.00;1604937.19;20000.00;0.00;0.00;0.00;3239823.81;2675111.94;11982632.29;0.00;-11140.43;0.60;1.18;1.18;0.00;-7041.08;0.00;1.06;1.06
314950;Pequeri - MG;3310.0;11833957.92;537141.92;2093.55;0.00;1443671.11;0.00;0.00;0.00;669269.47;244721.61;3292302.77;0.00;2788630.40;757027.95;0.00;1830521.68;0.00;3820.00;0.00;0.00;28912.20;0.00;22608.00;0.00;7300.00;0.00;97515.22;9320.00;99102.04;0.00;0.00;-9999.30;0.97;1.38;1.39;0.00;-6045.88;1.00;1.16;1.16
316045;Santo Antônio do Retiro - MG;7264.0;18665155.08;604116.36;130306.42;0.00;1386647.68;37071.21;0.00;0.00;742050.83;0.00;5420450.84;0.00;5983780.21;568469.58;0.00;1354451.37;0.00;219600.19;61025.14;0.00;252874.59;0.00;0.00;0.00;14339.23;0.00;954084.03;121034.49;814852.91;0.00;0.00;-11678.93;0.09;1.40;1.41;0.00;-3167.63;0.01;1.00;1.00
210890;Poção de Pedras - MA;18191.0;43047725.56;0.00;39300.00;0.00;3077952.19;0.00;0.00;0.00;1459210.61;0.00;10194067.82;208804.34;19608686.59;640252.41;0.00;2199633.90;22000.00;75815.63;26000.00;0.00;133263.86;0.00;0.00;0.00;0.00;288013.88;5034224.33;40500.00;0.00;0.00;0.00;-9081.25;0.95;1.34;1.35;0.00;-6460.97;0.96;1.14;1.14
354890;São Carlos - SP;238958.0;641639746.37;0.00;1046030.50;0.00;108928964.97;0.00;371232.79;0.00;8265348.16;0.00;177870126.94;1431429.31;124992831.62;3335831.04;0.00;63321059.27;0.00;82479090.45;1229917.69;0.00;13021365.21;0.00;55396.70;379972.24;0.00;0.00;0.00;3708987.02;51202162.46;0.00;0.00;-6741.73;0.26;1.50;1.51;0.00;-1043.58;1.00;1.33;1.34
260110;Araripina - PE;82298.0;129165917.29;3730890.42;420662.94;0.00;8691519.85;0.00;0.00;0.00;4607120.01;6867495.84;27954727.85;0.00;56497853.17;3171435.20;0.00;10508933.15;0.00;310941.42;30718.24;668239.11;3569530.79;0.00;0.00;13702.17;0.00;0.00;598072.30;744593.78;779481.05;543319.21;0.00;-7263.34;0.97;2.06;2.08;0.00;-4377.60;0.24;1.12;1.12
