#Codigo;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
241210;0.18;-0.28;-0.15;-0.55;-0.08;-0.32;-0.01;-0.25;-0.64;-0.65;-0.22;-0.30;-0.09;-0.10;0.62;-0.22;-0.41;-0.44;-0.10;0.34;-0.04;-0.17;-0.26;-0.21;-0.44;-0.52;-0.65;-0.81;-0.31
290110;-0.36;0.63;-0.15;-0.56;-0.08;-0.27;-0.01;-0.80;-0.64;-0.96;-0.22;-0.65;-0.27;-0.10;-0.68;-0.20;0.16;-0.44;-0.10;-0.54;-0.04;0.20;-0.26;-0.21;-0.44;-0.53;-0.37;-0.02;-0.31
170384;-0.26;0.43;-0.15;-0.61;-0.08;-0.28;-0.01;-0.22;-0.64;-0.94;-0.22;0.26;-0.01;-0.10;0.06;-0.22;-0.41;0.61;-0.10;-0.19;-0.04;-0.17;-0.26;-0.21;-0.44;-0.01;-0.23;-0.50;-0.31
315960;-0.79;-0.28;-0.15;-0.65;-0.08;1.49;-0.01;-0.66;-0.64;-0.95;-0.22;-1.09;-0.25;0.21;-0.42;-0.22;-0.41;-0.37;2.60;-0.39;-0.04;0.04;-0.26;0.23;0.97;-0.28;0.05;0.75;-0.31
291735;1.28;-0.27;-0.15;-0.44;-0.08;0.11;-0.01;0.66;0.11;1.02;-0.22;0.53;1.13;-0.10;0.50;-0.18;0.67;-0.44;-0.10;-0.24;-0.04;-0.17;-0.26;-0.21;1.54;1.25;-0.04;-0.57;-0.31
431770;0.11;-0.28;-0.15;0.68;-0.08;-0.32;-0.01;-0.84;2.90;-0.94;-0.22;0.08;-0.65;-0.10;-0.73;-0.22;-0.40;-0.44;-0.10;0.16;-0.04;-0.17;-0.26;-0.21;-0.44;-0.39;-0.61;-0.23;-0.31
210325;-1.21;0.27;-0.15;0.07;-0.08;-0.32;-0.01;-0.33;-0.64;-0.02;0.98;1.08;-0.23;-0.10;-0.47;-0.22;-0.00;-0.44;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;0.20;0.41;0.27;-0.31
241430;2.07;-0.28;-0.15;0.93;-0.08;-0.32;-0.01;0.45;-0.64;0.51;-0.22;0.97;-0.73;-0.10;2.79;-0.22;-0.41;-0.44;-0.10;1.76;44.71;-0.17;-0.26;-0.21;-0.44;-0.53;-0.65;-0.30;-0.31
354390;0.29;-0.28;-0.15;-0.02;0.72;3.03;-0.01;-0.11;-0.22;0.08;-0.22;-0.27;-0.22;0.21;0.00;0.84;4.26;-0.44;-0.10;-0.46;-0.04;-0.17;0.38;-0.19;0.38;-0.39;0.93;1.70;-0.31
220530;0.16;-0.28;2.94;0.34;-0.08;-0.32;-0.01;-0.25;-0.64;-0.26;-0.22;0.12;-0.41;-0.10;-0.64;-0.22;-0.41;-0.26;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.45;0.82;-0.31
292810;-0.41;-0.28;-0.15;-0.78;-0.08;-0.32;-0.01;-0.53;-0.64;-0.47;-0.22;-0.16;-0.48;-0.10;-0.55;-0.22;-0.41;-0.02;-0.10;-0.46;-0.04;-0.17;-0.26;-0.21;-0.44;-0.31;-0.62;-0.10;0.05
315820;-0.23;-0.28;-0.15;-0.49;0.17;-0.19;-0.01;-0.89;-0.64;-1.05;-0.22;-1.17;-0.38;-0.10;0.30;-0.22;-0.34;-0.28;-0.10;-0.23;-0.04;-0.17;-0.26;0.01;-0.44;-0.23;-0.10;-0.81;-0.31
431935;0.32;-0.28;-0.15;0.46;-0.08;-0.09;-0.01;-0.36;0.18;0.91;-0.22;0.34;2.36;-0.10;-1.05;-0.22;0.43;2.26;-0.10;1.78;-0.04;-0.17;-0.22;-0.17;1.89;1.67;3.15;-0.03;-0.31
355380;-0.19;-0.01;-0.15;0.35;-0.08;-0.32;-0.01;0.50;1.14;-0.05;-0.22;-0.12;-0.22;-0.10;-0.13;-0.20;-0.41;-0.00;-0.10;-0.16;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.01;0.66;-0.31
220640;-0.38;-0.28;-0.15;-0.24;-0.08;-0.32;-0.01;-0.34;-0.64;-0.55;-0.22;-0.13;0.54;-0.05;-0.74;-0.13;1.03;-0.44;-0.10;-0.37;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.03;-0.79;-0.31
410690;-0.41;-0.28;1.73;-0.21;-0.08;1.94;-0.01;-0.27;2.72;0.48;-0.06;-0.45;-0.05;-0.10;2.60;0.16;0.85;1.39;-0.10;-0.57;-0.04;-0.15;0.70;-0.21;-0.44;-0.53;-0.28;1.35;-0.31
355180;0.06;-0.28;-0.15;-0.58;-0.08;-0.32;-0.01;0.67;-0.64;-0.01;-0.22;0.77;-0.66;-0.10;-0.64;-0.22;-0.37;1.07;-0.10;0.07;-0.03;-0.17;-0.25;-0.14;-0.44;0.58;0.07;-0.14;-0.31
431265;0.13;-0.28;-0.15;-0.21;-0.08;-0.17;-0.01;0.17;3.43;-0.40;-0.22;-0.14;-0.23;-0.10;-0.04;1.36;-0.33;1.76;-0.10;-0.36;-0.04;3.01;0.45;-0.12;-0.44;0.03;1.60;0.65;3.62
353325;0.26;-0.28;-0.15;0.01;-0.08;-0.32;-0.01;1.77;-0.64;0.17;-0.22;1.19;-0.69;-0.10;0.09;-0.19;0.23;1.71;-0.10;-0.25;-0.04;-0.17;-0.21;-0.21;-0.44;-0.27;1.47;-0.50;-0.31
411380;-1.21;-0.28;-0.15;0.32;-0.08;-0.32;-0.01;1.44;-0.64;0.48;-0.22;1.01;-0.35;-0.10;-0.05;-0.22;-0.41;-0.44;-0.10;-0.37;-0.04;-0.17;-0.26;-0.21;-0.44;-0.18;-0.19;1.02;-0.31
352540;1.69;-0.28;-0.15;0.18;-0.08;-0.32;-0.01;1.59;-0.64;1.82;-0.22;3.72;-0.73;-0.10;0.85;-0.22;-0.41;-0.44;-0.10;-0.32;-0.04;-0.17;0.57;-0.21;-0.44;-0.03;-0.08;3.09;-0.31
231370;0.05;-0.28;-0.15;-0.58;-0.08;-0.32;-0.01;0.07;-0.44;-0.43;-0.22;-0.12;-0.71;-0.10;-0.14;-0.22;-0.41;-0.44;-0.10;-0.31;-0.04;-0.17;-0.26;-0.21;0.39;-0.47;-0.63;-0.66;-0.31
520250;0.47;-0.27;-0.15;0.28;-0.08;1.28;-0.01;0.57;0.54;0.23;-0.22;-0.25;-0.73;-0.10;1.63;-0.22;-0.41;-0.16;-0.10;-0.55;-0.04;-0.17;-0.05;-0.21;-0.44;-0.53;-0.19;0.26;-0.31
210690;-1.21;-0.06;-0.15;-0.68;-0.03;-0.29;-0.01;-0.69;-0.57;-1.12;-0.22;0.38;-0.27;-0.02;-0.67;-0.22;-0.13;-0.33;-0.10;-0.42;-0.04;-0.17;-0.26;-0.16;-0.40;-0.44;-0.65;-0.07;-0.06
521000;-0.43;-0.28;-0.15;-0.72;-0.08;0.23;-0.01;-0.71;1.26;-0.53;0.93;-0.88;-0.48;-0.10;1.26;-0.22;-0.41;-0.41;-0.10;-0.43;-0.04;-0.05;-0.26;-0.21;-0.44;-0.53;-0.47;-0.47;-0.31
291730;-0.39;-0.28;-0.15;-0.74;-0.08;-0.32;-0.01;-0.50;-0.47;-0.97;-0.22;-0.18;-0.70;-0.10;0.01;-0.22;-0.41;-0.29;-0.10;-0.48;-0.04;-0.17;0.85;-0.21;0.35;-0.53;-0.58;-0.59;-0.31
150812;-0.68;-0.28;-0.15;-0.64;-0.08;-0.30;-0.01;-0.68;-0.64;-1.00;-0.22;-0.73;0.16;0.31;-1.06;-0.22;-0.41;0.03;-0.10;-0.37;-0.04;-0.17;-0.26;-0.21;0.61;-0.45;-0.64;-0.61;-0.31
420475;3.07;-0.28;-0.15;0.76;-0.08;-0.32;-0.01;0.90;-0.64;1.67;-0.22;0.96;0.00;-0.10;3.49;-0.22;-0.41;-0.44;-0.10;5.46;-0.04;-0.17;4.48;-0.21;-0.44;3.07;1.18;2.83;-0.31
315500;1.03;3.53;-0.15;1.23;-0.08;0.07;-0.01;1.33;-0.09;1.27;-0.22;-0.08;7.60;-0.10;1.01;1.77;1.11;-0.25;-0.10;1.16;4.18;-0.17;-0.26;-0.10;-0.44;0.75;2.15;-0.81;-0.31
280230;-0.10;0.66;-0.15;-0.35;-0.08;-0.32;-0.01;-0.04;-0.64;-0.66;-0.22;-0.41;1.29;-0.10;-0.22;-0.17;-0.41;-0.44;-0.10;-0.45;-0.04;-0.17;-0.21;-0.21;-0.44;-0.21;0.50;-0.81;-0.31
431647;1.42;-0.28;-0.15;1.51;-0.08;-0.22;-0.01;-0.36;2.92;1.56;-0.22;0.63;-0.53;-0.10;1.00;-0.22;1.08;-0.44;-0.10;3.52;-0.04;-0.17;-0.26;-0.21;1.13;2.48;-0.10;-0.25;4.36
431370;-1.21;-0.01;-0.15;-0.05;-0.08;0.03;-0.01;-0.17;0.48;-0.33;-0.22;-1.05;0.02;-0.10;-0.05;0.20;-0.38;-0.43;-0.10;-0.22;-0.04;-0.17;-0.21;0.26;-0.44;-0.53;-0.34;0.23;0.86
280200;1.61;-0.28;-0.15;1.81;-0.08;-0.32;-0.01;2.13;-0.64;0.69;-0.22;4.02;3.67;-0.10;3.15;-0.22;-0.41;-0.44;-0.10;0.02;-0.04;-0.17;-0.26;-0.21;-0.44;-0.22;2.12;-0.81;-0.31
421560;1.97;-0.28;-0.15;0.49;-0.08;-0.25;-0.01;1.45;-0.64;1.86;-0.22;2.21;-0.69;-0.10;-0.63;-0.22;-0.41;-0.44;-0.10;2.90;-0.04;-0.17;0.34;8.54;-0.44;7.38;1.29;3.50;-0.31
230763;-0.34;-0.28;-0.15;-0.57;-0.08;-0.32;-0.01;-0.42;-0.64;-0.74;-0.22;-0.19;-0.21;-0.10;-0.18;-0.22;-0.20;-0.42;-0.10;-0.08;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.62;-0.53;-0.31
291810;-0.50;-0.28;-0.15;-0.37;-0.08;-0.32;-0.01;-0.81;-0.64;-0.97;0.67;-0.09;-0.28;-0.10;-0.56;-0.11;-0.41;-0.43;-0.10;-0.57;-0.04;-0.17;0.48;-0.21;-0.44;-0.53;-0.57;-0.81;-0.31
410832;-1.21;-0.28;-0.15;-0.15;-0.08;-0.32;-0.01;-0.33;-0.64;0.66;-0.22;-0.01;-0.70;-0.10;0.04;-0.22;0.02;-0.11;-0.10;-0.24;-0.04;-0.17;-0.20;-0.21;-0.44;0.29;0.53;0.38;-0.31
420445;1.80;-0.28;-0.15;0.77;-0.08;-0.16;-0.01;0.77;-0.64;1.25;-0.22;0.50;-0.73;-0.10;-0.22;0.17;-0.41;-0.44;-0.10;3.16;-0.04;-0.17;-0.26;-0.21;-0.44;3.27;2.79;0.48;-0.31
210542;-0.52;-0.03;-0.15;-0.57;-0.08;-0.32;-0.01;-0.73;-0.63;-0.84;0.48;0.17;-0.03;-0.10;-0.95;-0.22;0.24;1.24;-0.10;-0.57;-0.04;-0.17;-0.24;0.54;0.55;-0.06;-0.65;-0.22;-0.31
520945;2.60;-0.28;-0.15;1.32;-0.08;1.53;-0.01;2.66;-0.21;1.59;-0.22;0.55;-0.70;-0.10;1.46;-0.22;-0.41;-0.07;-0.10;0.12;-0.04;-0.17;0.10;-0.21;-0.44;1.56;0.84;-0.71;-0.31
210100;-1.21;2.05;-0.15;-0.53;-0.08;0.29;-0.01;-0.81;-0.43;-1.17;-0.22;-0.01;-0.21;-0.07;-0.93;-0.22;-0.10;-0.33;-0.10;-0.57;-0.04;-0.17;-0.26;-0.07;-0.35;-0.29;-0.62;-0.81;-0.31
310590;-0.29;-0.28;-0.15;-0.25;-0.08;-0.22;-0.01;0.11;-0.64;-0.54;-0.22;-0.68;0.84;-0.10;0.21;-0.22;-0.39;3.26;-0.10;-0.30;-0.04;-0.17;-0.26;0.20;-0.44;-0.53;-0.45;-0.47;-0.31
411070;-0.86;-0.28;-0.15;-0.59;-0.08;0.84;-0.01;-0.43;0.53;-0.95;-0.22;-1.12;-0.51;-0.10;0.02;-0.17;-0.40;1.32;-0.10;-0.29;-0.04;0.36;-0.14;-0.21;-0.44;-0.40;-0.36;-0.05;-0.31
351515;0.15;-0.28;-0.15;-0.73;-0.08;3.50;-0.01;-0.31;-0.03;0.09;-0.22;-0.39;0.11;-0.10;-0.21;-0.22;0.48;0.83;-0.10;-0.31;-0.04;-0.17;-0.26;-0.21;-0.44;-0.46;-0.19;0.32;1.05
313320;-0.37;0.45;-0.15;-0.72;-0.08;-0.32;-0.01;-0.66;-0.64;-0.66;-0.22;-0.91;-0.16;-0.10;-0.23;-0.22;-0.41;-0.33;-0.10;-0.48;-0.04;-0.17;-0.08;-0.21;-0.44;0.10;-0.37;0.05;-0.31
231135;-0.26;-0.28;-0.15;-0.31;-0.08;-0.32;-0.01;-0.28;-0.64;-0.35;0.39;0.39;0.62;-0.10;-0.90;-0.22;0.09;0.39;-0.10;-0.21;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.43;-0.34;-0.31
312610;-0.59;-0.28;-0.15;-0.35;-0.08;-0.32;-0.01;-0.98;0.26;-0.70;-0.19;-1.22;-0.36;-0.10;-0.67;-0.20;0.81;-0.26;-0.10;-0.55;-0.04;-0.17;-0.21;0.07;-0.44;-0.10;-0.46;0.36;0.91
221050;-0.43;1.63;1.50;-0.68;-0.08;-0.32;-0.01;-0.52;-0.37;-0.33;-0.22;-0.38;-0.13;-0.09;-0.55;-0.22;-0.38;-0.44;-0.10;-0.46;-0.04;-0.17;-0.26;-0.21;1.36;-0.51;-0.60;-0.68;-0.31
230920;0.05;-0.28;-0.15;0.68;-0.08;-0.32;-0.01;-0.98;-0.27;0.03;-0.22;-0.48;-0.26;-0.10;-0.93;-0.22;-0.37;-0.21;-0.10;-0.41;-0.04;-0.17;-0.26;-0.21;-0.37;-0.53;-0.27;-0.60;-0.31
291430;-0.09;-0.28;-0.15;-0.13;-0.08;0.01;-0.01;-0.39;-0.64;-0.18;-0.22;1.05;-0.32;-0.10;0.65;-0.22;-0.41;-0.44;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.64;-0.81;-0.31
352240;-0.23;-0.28;-0.15;-0.88;-0.08;2.60;-0.01;-0.53;-0.30;0.33;-0.22;0.35;-0.24;-0.10;-0.12;-0.22;-0.36;-0.30;0.31;-0.37;-0.04;-0.01;-0.26;-0.21;-0.44;-0.36;-0.13;0.66;1.34
220840;-0.66;-0.28;-0.15;-0.81;-0.08;-0.32;-0.01;-0.40;-0.27;-0.57;-0.22;-0.63;-0.32;-0.10;-0.38;-0.19;-0.39;-0.39;-0.10;-0.54;-0.04;-0.17;-0.25;-0.21;1.76;-0.50;-0.40;-0.56;-0.31
311115;0.97;1.22;-0.15;-0.09;-0.08;-0.01;-0.01;1.19;-0.64;0.59;-0.22;0.37;0.24;-0.10;0.57;-0.22;0.22;-0.44;-0.10;-0.38;-0.04;-0.17;-0.26;-0.21;-0.44;-0.28;-0.59;2.16;-0.31
280760;-0.47;1.34;-0.15;-0.74;-0.08;-0.32;-0.01;-0.01;-0.64;-1.04;-0.22;0.12;0.57;-0.10;-0.45;-0.22;-0.41;-0.29;-0.10;-0.41;-0.04;-0.17;-0.26;2.33;-0.44;-0.53;-0.45;-0.81;-0.31
355650;-0.49;-0.28;-0.15;-0.63;-0.08;1.72;-0.01;-0.82;0.28;-1.01;-0.22;-0.96;0.06;-0.10;-0.10;-0.22;-0.41;-0.24;-0.10;-0.57;-0.04;-0.17;-0.10;-0.21;-0.44;-0.53;-0.17;0.48;0.61
412290;0.50;-0.28;-0.15;0.23;-0.08;-0.32;-0.01;-0.46;-0.30;-0.01;-0.22;-0.75;-0.73;-0.10;-0.97;-0.22;-0.41;-0.44;-0.10;-0.21;-0.04;-0.17;-0.26;-0.21;-0.39;0.79;-0.65;-0.48;-0.31
220985;0.04;-0.28;-0.15;0.02;-0.08;-0.32;-0.01;-0.29;-0.43;-0.59;-0.22;0.33;-0.28;-0.10;-0.84;-0.22;-0.41;-0.44;-0.10;0.34;-0.04;-0.17;-0.26;-0.06;0.63;-0.42;2.66;-0.81;-0.31
310970;-0.57;-0.28;-0.15;-0.85;-0.08;-0.32;-0.01;-0.61;-0.34;-0.54;-0.22;-0.99;0.10;-0.10;-0.07;-0.05;-0.34;-0.40;-0.10;-0.57;-0.04;0.59;-0.11;-0.21;-0.44;-0.21;-0.40;-0.11;-0.31
411520;-0.72;1.08;-0.15;-0.46;-0.08;1.39;-0.01;-0.39;1.11;0.46;-0.04;-1.10;-0.28;0.65;-0.27;0.05;0.33;0.08;-0.04;-0.55;-0.04;2.07;0.02;-0.21;-0.44;-0.04;0.14;1.01;0.55
432160;-0.02;-0.28;-0.15;-0.14;-0.08;-0.21;-0.01;-0.02;1.32;0.22;-0.22;0.69;-0.73;-0.09;0.78;0.09;-0.41;-0.11;-0.10;-0.45;-0.04;-0.17;3.84;-0.21;3.29;0.92;-0.47;0.51;-0.31
330380;0.77;-0.28;5.76;0.92;-0.08;4.04;-0.01;0.15;-0.64;2.89;-0.22;0.61;0.67;-0.10;3.75;0.11;2.76;0.87;-0.10;-0.13;-0.04;-0.17;3.83;-0.21;-0.44;0.04;0.07;-0.81;-0.31
210235;-1.21;-0.28;1.33;-0.45;-0.08;-0.32;-0.01;-0.58;-0.64;-0.95;-0.22;-0.35;-0.33;-0.10;-0.95;-0.22;-0.18;1.02;-0.10;-0.57;-0.04;-0.17;-0.24;-0.21;6.88;-0.53;-0.44;-0.43;-0.31
220040;-1.21;-0.28;-0.15;-0.60;-0.08;-0.32;-0.01;-0.66;-0.16;-0.71;-0.22;-0.61;-0.36;-0.10;-0.95;-0.22;0.03;-0.41;-0.10;-0.45;-0.04;-0.17;-0.26;-0.18;2.03;-0.46;-0.46;-0.80;-0.31
320510;-0.12;-0.28;-0.15;-0.39;-0.08;-0.32;-0.01;-0.46;1.69;-0.82;-0.22;-0.20;-0.34;-0.00;-0.79;-0.22;2.94;0.03;4.93;-0.57;-0.04;-0.17;-0.26;-0.21;0.10;-0.53;-0.54;0.61;0.76
410410;-1.21;-0.28;-0.15;-0.21;-0.08;-0.32;-0.01;0.47;-0.64;-0.36;-0.22;-0.85;-0.59;-0.10;0.94;-0.22;-0.41;0.13;-0.10;-0.15;-0.04;-0.17;-0.26;-0.21;-0.44;0.33;-0.60;0.72;1.00
350220;-1.21;-0.28;-0.15;-0.52;-0.08;-0.32;-0.01;0.41;-0.64;0.37;-0.22;0.56;1.81;-0.10;0.82;1.61;-0.13;0.04;-0.10;-0.32;-0.04;-0.17;-0.26;-0.21;-0.44;-0.34;-0.02;0.58;-0.31
230600;0.06;-0.28;-0.15;-0.73;-0.08;-0.32;-0.01;0.44;-0.41;0.63;-0.22;-0.08;0.39;0.22;-0.12;-0.22;-0.39;-0.44;-0.10;-0.40;-0.04;-0.17;-0.26;-0.21;-0.44;-0.52;-0.61;0.44;-0.31
260090;-0.41;-0.14;-0.15;-0.61;-0.08;-0.32;-0.01;-0.79;1.74;-0.65;-0.22;-0.54;-0.59;-0.10;-0.22;-0.22;0.08;-0.38;-0.10;-0.38;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;0.16;-0.32;-0.31
261340;-0.21;0.16;-0.15;-0.70;-0.08;-0.32;-0.01;-0.09;-0.04;-0.49;-0.22;-0.45;-0.69;-0.10;0.47;-0.22;-0.41;-0.13;-0.10;-0.53;-0.04;-0.17;2.70;-0.21;-0.44;-0.53;-0.44;-0.55;-0.31
261090;-0.57;-0.28;-0.15;-0.81;-0.08;-0.32;-0.01;-0.80;-0.02;-0.70;-0.22;-0.84;-0.06;-0.05;-0.42;-0.22;-0.35;-0.43;-0.09;-0.40;-0.04;-0.17;-0.19;-0.21;-0.39;-0.53;-0.53;-0.20;-0.31
293320;-0.37;0.07;-0.15;-0.30;-0.08;-0.32;-0.01;-0.89;-0.47;-0.76;-0.22;-0.21;-0.73;-0.10;-1.02;-0.22;0.70;-0.44;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.43;-0.64;-0.17;-0.31
260030;-0.38;-0.28;-0.15;-0.64;-0.08;-0.32;-0.01;-0.05;-0.49;-0.07;-0.22;-0.15;1.81;0.51;-0.25;-0.18;4.28;0.29;3.19;-0.02;-0.04;-0.17;-0.26;-0.21;0.25;-0.51;-0.62;-0.53;-0.31
316900;-0.45;-0.28;-0.15;-0.69;-0.08;-0.32;-0.01;-0.50;0.78;-1.04;-0.22;-1.64;0.34;-0.10;-0.08;-0.11;0.55;-0.44;-0.10;-0.44;-0.04;-0.17;-0.26;0.37;-0.44;-0.25;-0.53;-0.46;0.77
240615;0.83;-0.28;-0.15;0.15;-0.08;-0.32;-0.01;0.58;-0.64;0.43;-0.22;1.32;-0.45;-0.10;-0.34;-0.22;-0.41;-0.12;-0.10;1.13;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.65;-0.81;-0.31
521950;2.00;-0.28;-0.15;0.22;-0.08;0.06;-0.01;0.96;2.70;1.60;0.10;0.73;2.76;-0.10;2.35;-0.22;-0.41;0.30;-0.10;-0.24;-0.04;0.18;-0.26;-0.21;-0.44;-0.53;0.56;0.17;-0.31
430047;2.15;-0.28;-0.15;1.71;-0.08;-0.32;-0.01;1.04;-0.64;2.89;-0.22;0.89;2.60;-0.10;-0.17;-0.22;-0.25;1.18;-0.10;2.50;-0.04;-0.17;-0.26;-0.21;-0.44;2.22;-0.46;1.47;-0.31
520010;-0.24;-0.04;-0.15;-0.43;-0.08;0.03;-0.01;-0.00;0.40;-0.82;-0.22;-1.19;-0.72;-0.10;-0.43;-0.22;0.83;0.40;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;-0.44;-0.24;-0.30;-0.16;-0.31
241350;0.02;-0.28;-0.15;0.28;-0.08;-0.32;-0.01;-0.02;-0.64;-0.14;-0.22;0.84;0.38;-0.10;-1.00;-0.22;-0.41;0.36;-0.10;-0.56;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.62;-0.34;-0.31
412320;-1.21;0.78;-0.15;-0.02;2.32;-0.32;-0.01;2.00;-0.32;0.58;6.35;-0.39;-0.49;-0.10;0.31;-0.22;-0.41;-0.44;-0.10;-0.17;-0.04;-0.17;-0.26;-0.21;-0.44;0.35;-0.32;-0.81;-0.31
261470;-1.21;-0.28;-0.15;-0.58;-0.08;-0.32;-0.01;0.08;-0.64;-0.27;-0.22;0.07;0.84;-0.10;-0.42;-0.22;-0.25;-0.44;-0.10;-0.32;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.60;-0.09;-0.31
354190;-1.21;0.87;-0.15;-0.30;-0.08;-0.32;-0.01;-0.48;-0.64;-0.26;-0.22;-0.14;-0.16;1.11;0.42;-0.22;-0.41;-0.09;-0.10;-0.29;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;0.15;-0.81;-0.31
211130;-1.21;-0.28;1.51;-0.70;-0.08;0.58;-0.01;-0.81;1.29;0.09;-0.22;-1.00;-0.26;0.80;-0.14;-0.19;0.97;-0.39;-0.10;-0.45;-0.04;-0.17;-0.08;0.16;-0.44;-0.20;-0.27;0.50;0.12
431860;0.15;-0.28;-0.15;0.09;-0.08;-0.15;-0.01;0.18;-0.42;-0.39;-0.22;-0.47;-0.59;-0.10;-0.34;-0.01;-0.37;-0.44;-0.10;0.29;-0.04;-0.17;-0.26;-0.20;1.47;0.79;-0.45;-0.08;-0.31
290920;-1.00;-0.28;0.10;0.47;-0.08;-0.32;-0.01;-0.84;-0.64;-1.24;0.55;0.85;-0.39;-0.10;0.21;-0.22;-0.41;-0.44;-0.10;-0.02;-0.04;-0.17;-0.26;-0.21;-0.44;-0.27;-0.46;-0.56;-0.31
313375;-0.11;-0.28;-0.13;-0.29;-0.08;-0.18;-0.01;0.42;0.44;0.96;-0.22;-0.02;1.10;-0.10;0.13;-0.22;-0.31;-0.44;-0.10;-0.45;-0.04;-0.17;-0.24;0.95;1.97;-0.23;0.72;1.20;-0.31
354925;2.58;-0.28;-0.15;1.72;-0.08;-0.32;-0.01;1.34;2.73;2.23;-0.22;1.30;-0.73;-0.10;1.08;6.63;0.90;4.38;-0.10;5.56;-0.04;-0.17;-0.26;-0.21;-0.44;1.70;8.17;1.52;5.35
231320;-0.42;-0.28;0.24;-0.92;-0.08;-0.16;-0.01;-0.26;-0.64;-0.38;-0.22;0.15;0.69;-0.10;-0.16;-0.22;-0.35;-0.44;-0.10;-0.04;-0.04;-0.17;-0.26;-0.21;-0.44;-0.52;-0.53;-0.25;-0.31
150550;-0.57;-0.28;-0.15;-0.71;-0.08;-0.32;-0.01;-0.56;0.07;-0.40;-0.22;0.09;-0.33;-0.10;0.22;-0.22;0.20;0.61;-0.10;-0.38;-0.04;-0.16;-0.26;-0.21;-0.44;-0.38;-0.53;-0.81;0.56
350950;-0.32;-0.28;-0.15;-0.29;-0.08;1.85;0.05;-0.03;3.88;0.76;0.15;-0.53;0.17;-0.07;0.53;0.32;-0.41;-0.39;-0.00;-0.57;-0.04;-0.17;0.21;-0.21;-0.44;-0.03;-0.58;1.95;1.81
240500;-0.27;-0.28;-0.15;-0.46;-0.08;-0.32;-0.01;-0.20;-0.64;-0.76;-0.22;-0.96;-0.30;0.47;0.16;-0.22;-0.41;-0.44;-0.10;0.02;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.25;-0.81;-0.31
311130;-0.41;-0.28;-0.15;-0.85;-0.08;-0.20;-0.01;-0.44;-0.15;-0.06;-0.22;-0.96;-0.44;-0.10;-0.14;-0.21;1.08;-0.41;-0.10;-0.34;-0.04;0.12;0.77;-0.21;-0.44;-0.18;-0.07;-0.21;-0.31
314700;-0.51;0.59;-0.15;-0.59;-0.08;-0.15;-0.01;-0.69;0.81;0.06;-0.16;-0.99;-0.15;-0.10;-0.62;-0.15;0.76;-0.02;0.47;-0.21;-0.04;-0.17;-0.04;-0.21;-0.44;-0.19;0.15;0.31;2.35
250053;0.24;-0.28;-0.15;-0.39;-0.08;-0.32;-0.01;-0.23;-0.64;0.09;-0.22;0.01;0.30;-0.10;0.32;-0.22;-0.41;-0.44;-0.10;0.64;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;0.04;0.92;-0.31
412530;-1.21;-0.28;-0.15;0.49;2.63;-0.03;-0.01;0.35;-0.64;0.44;-0.22;-0.40;0.13;-0.10;0.28;-0.03;0.96;0.36;-0.10;-0.24;-0.04;-0.04;0.05;-0.21;-0.44;1.22;2.06;-0.81;-0.25
251615;0.69;-0.28;-0.15;1.23;-0.08;-0.32;-0.01;0.97;-0.16;0.43;-0.22;0.34;-0.12;-0.10;-0.89;-0.22;-0.41;0.99;-0.10;-0.52;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.14;-0.51;-0.31
220255;-0.05;0.90;-0.15;-0.33;-0.08;-0.32;-0.01;-0.18;0.02;-0.24;-0.22;1.11;-0.56;-0.10;-0.23;-0.22;0.93;-0.18;-0.10;-0.23;-0.04;-0.17;-0.26;0.25;0.15;-0.50;-0.45;-0.81;-0.31
220740;-0.08;-0.28;-0.15;-0.07;0.61;-0.32;-0.01;-0.55;-0.64;0.04;-0.22;0.09;-0.22;-0.10;-0.35;-0.22;-0.29;2.97;-0.10;-0.42;-0.04;-0.17;-0.26;-0.21;1.04;-0.42;0.31;0.02;-0.31
