#Codigo;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
430057;-0.07;-0.28;-0.15;2.04;-0.08;0.89;-0.01;-0.29;0.76;0.03;-0.22;1.61;0.40;-0.10;-1.10;-0.22;0.81;-0.06;-0.10;2.40;-0.04;-0.17;-0.26;-0.21;0.05;0.52;0.21;1.72;2.06
430510;-0.63;-0.28;1.01;-0.52;-0.08;1.32;-0.01;-0.29;-0.59;0.69;-0.15;-0.92;0.18;-0.07;0.25;0.47;2.51;1.24;-0.04;-0.44;-0.04;-0.17;-0.11;-0.21;-0.44;-0.39;0.01;6.94;3.01
420930;-0.43;0.55;-0.15;-0.48;-0.08;0.43;-0.01;-0.17;1.35;0.14;-0.22;-0.57;-0.14;-0.10;-0.59;0.06;2.48;0.63;-0.10;-0.20;-0.04;0.31;0.22;-0.21;-0.44;0.20;-0.05;0.70;0.76
110012;-0.48;-0.28;-0.15;-0.60;-0.08;-0.32;-0.01;-0.90;-0.24;-0.79;-0.22;-1.67;-0.59;-0.10;-0.34;-0.01;-0.33;-0.22;-0.10;-0.25;-0.04;-0.17;-0.26;-0.21;-0.44;0.06;-0.40;-0.35;0.23
314810;-0.24;0.24;-0.15;-0.19;-0.08;0.31;-0.01;-0.64;0.63;0.25;-0.22;-0.96;-0.16;-0.10;-0.67;-0.22;0.65;0.54;-0.10;-0.32;-0.04;-0.17;-0.26;-0.21;1.45;-0.46;-0.23;1.29;-0.31
430990;-0.09;-0.28;-0.15;-0.24;-0.08;-0.32;-0.01;-0.35;1.46;-0.02;-0.22;-0.93;-0.62;-0.10;-0.51;-0.22;-0.09;-0.44;-0.10;1.64;-0.04;-0.17;-0.26;-0.21;-0.44;0.76;0.08;0.80;2.20
431848;-0.68;-0.28;-0.15;0.66;-0.08;0.17;-0.01;0.04;-0.28;0.47;-0.22;-0.49;0.41;-0.10;-0.63;-0.22;0.00;-0.29;-0.10;0.93;-0.04;-0.17;-0.26;-0.21;0.25;0.90;-0.09;0.22;0.55
317020;-0.40;0.00;-0.15;-0.41;-0.08;0.92;-0.01;-0.55;0.65;0.39;-0.22;-0.88;-0.64;-0.10;-0.19;0.02;1.51;-0.37;0.02;-0.43;-0.04;-0.17;-0.23;-0.21;-0.44;-0.53;-0.03;-0.37;0.96
431800;0.08;-0.28;-0.15;-0.29;-0.08;-0.01;-0.01;-0.42;1.30;0.33;0.07;-0.75;-0.65;-0.09;-0.18;-0.20;-0.40;-0.42;-0.10;-0.45;-0.04;-0.17;-0.08;-0.21;-0.44;-0.51;-0.56;-0.09;1.93
351170;0.02;1.29;-0.15;-0.40;-0.08;-0.32;-0.01;-0.19;-0.64;-0.19;-0.22;0.67;-0.43;-0.10;0.01;-0.22;-0.41;-0.44;-0.10;-0.57;-0.04;-0.17;0.19;-0.21;-0.44;-0.34;-0.13;-0.54;-0.31
351310;-0.44;-0.28;-0.15;-0.43;-0.08;-0.19;-0.01;0.79;2.54;-0.14;-0.22;-0.11;0.67;-0.10;0.35;-0.22;1.47;-0.44;-0.10;-0.57;-0.04;-0.08;-0.26;-0.21;-0.44;-0.22;-0.04;1.02;-0.31
352070;1.55;-0.28;-0.15;0.57;-0.08;-0.32;-0.01;1.12;0.15;1.12;-0.22;1.57;1.21;1.71;1.74;6.35;-0.41;1.08;-0.10;0.32;-0.04;-0.17;0.19;-0.21;-0.44;-0.16;7.73;1.08;-0.31
430430;-0.26;-0.28;-0.15;-0.09;-0.08;-0.32;-0.01;-0.45;0.96;-0.18;-0.22;0.20;-0.11;-0.10;-0.99;-0.20;-0.13;-0.39;-0.10;0.51;-0.04;-0.17;-0.09;-0.21;0.76;0.21;0.48;0.57;2.33
410302;-1.21;-0.28;-0.15;1.74;-0.08;-0.32;-0.01;1.72;-0.64;1.27;-0.22;0.59;-0.73;-0.10;0.82;-0.22;-0.41;0.84;-0.10;1.85;-0.04;1.96;-0.26;-0.21;-0.44;4.69;0.54;-0.47;-0.31
411900;-1.21;-0.28;-0.15;0.01;-0.08;-0.32;-0.01;-0.02;-0.64;-0.06;-0.22;-0.90;-0.66;-0.10;0.07;-0.22;-0.13;0.00;-0.10;0.37;-0.04;-0.17;-0.26;-0.21;-0.44;0.34;-0.14;-0.81;-0.31
431040;-0.04;-0.28;-0.15;0.22;-0.08;-0.32;-0.01;-0.79;1.07;0.04;-0.22;-0.87;-0.47;-0.10;-0.86;-0.09;-0.27;-0.43;-0.10;-0.18;-0.04;-0.15;-0.22;-0.21;-0.44;-0.09;-0.59;1.68;2.32
355330;-0.61;-0.28;5.10;-0.24;-0.08;-0.23;-0.01;0.49;1.70;0.01;-0.22;-0.33;-0.15;-0.10;-0.11;-0.10;2.23;0.62;0.60;-0.47;-0.04;-0.17;0.39;-0.21;-0.44;-0.24;0.01;-0.07;-0.31
430595;-0.26;-0.28;-0.15;1.50;-0.08;-0.15;-0.01;-0.32;-0.64;0.70;-0.22;-0.36;1.22;-0.10;3.34;-0.22;0.56;-0.44;-0.10;1.57;-0.04;-0.17;0.04;-0.21;-0.44;0.27;3.17;1.89;-0.31
352360;0.46;-0.28;-0.15;0.47;-0.08;-0.32;-0.01;-0.39;-0.64;0.29;-0.22;0.15;-0.69;-0.10;0.69;-0.22;0.91;0.05;-0.10;-0.57;-0.04;-0.17;0.68;-0.21;-0.44;-0.27;-0.06;-0.11;-0.31
110004;-0.32;0.03;-0.15;-0.43;-0.08;-0.32;-0.01;-0.87;-0.64;-0.61;-0.22;-1.26;-0.58;-0.10;-0.30;-0.19;1.33;1.96;-0.10;-0.32;-0.04;-0.17;-0.25;0.16;-0.44;-0.21;0.02;-0.30;-0.31
412120;-1.21;-0.28;-0.15;-0.77;-0.08;-0.32;-0.01;-0.27;-0.64;-0.69;-0.22;-0.48;-0.73;-0.10;0.62;-0.22;-0.41;-0.44;-0.10;0.03;-0.04;-0.17;0.14;-0.21;-0.44;-0.34;0.58;0.22;0.44
430583;1.33;-0.28;-0.15;1.04;-0.08;0.19;-0.01;2.27;-0.64;2.56;-0.22;1.08;0.60;-0.10;0.44;-0.02;0.11;1.01;-0.10;6.22;-0.04;-0.17;-0.26;-0.12;-0.44;5.23;-0.21;0.94;-0.31
354410;-0.41;1.10;-0.15;-0.86;-0.08;-0.32;-0.01;-0.71;-0.10;-1.07;0.38;-1.67;-0.70;-0.10;4.17;-0.22;-0.41;-0.22;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.51;1.26;0.51
521410;1.31;0.45;-0.15;0.39;-0.08;0.02;-0.01;0.92;2.16;0.35;-0.22;0.45;-0.73;-0.10;-1.10;6.85;-0.41;0.27;-0.10;-0.26;-0.04;-0.17;-0.26;3.18;-0.44;0.68;0.62;-0.81;-0.31
410345;-1.21;-0.28;-0.15;-0.33;-0.08;-0.27;-0.01;0.34;0.51;0.32;-0.22;-0.46;-0.16;-0.10;0.73;-0.22;-0.41;-0.01;-0.10;-0.12;-0.04;-0.09;-0.26;-0.21;-0.44;0.23;0.83;0.69;0.84
312680;-0.05;1.26;-0.15;-0.14;-0.08;-0.32;-0.01;-0.32;0.12;-0.80;-0.22;-0.18;0.87;-0.10;-0.83;-0.22;-0.41;-0.23;-0.10;-0.11;-0.04;-0.17;-0.26;0.86;-0.44;-0.07;-0.65;-0.38;-0.31
352900;-0.43;-0.28;-0.15;-0.18;-0.08;0.30;-0.01;-0.52;2.00;0.65;-0.11;-0.57;-0.21;0.21;-0.02;-0.22;2.58;0.02;-0.10;-0.51;-0.04;-0.03;-0.26;-0.21;-0.44;-0.53;-0.35;0.50;1.71
354340;-0.24;0.61;-0.15;-0.55;0.36;1.07;-0.01;-0.40;2.88;0.33;-0.22;-0.74;-0.20;-0.10;0.05;-0.22;2.34;-0.10;2.20;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.39;3.99;2.92
110033;-1.21;3.17;-0.15;-0.32;-0.08;-0.32;-0.01;-0.39;-0.32;-0.77;-0.22;-0.38;-0.60;-0.10;-1.01;-0.22;-0.41;-0.42;-0.10;-0.53;-0.04;-0.17;-0.26;-0.21;0.39;-0.13;-0.59;-0.62;-0.31
354640;-1.21;-0.28;-0.15;-0.41;1.86;-0.32;-0.01;-0.25;-0.25;0.88;-0.22;-0.50;0.06;-0.10;-0.10;1.37;-0.41;0.52;-0.10;-0.02;-0.04;-0.17;-0.26;-0.21;1.12;-0.50;-0.09;-0.44;-0.31
353280;-0.56;-0.28;-0.15;-0.14;-0.08;-0.32;-0.01;0.23;0.41;0.71;-0.13;0.00;-0.43;-0.10;0.13;-0.22;1.39;-0.30;-0.10;-0.38;-0.04;-0.17;-0.26;-0.21;-0.44;0.07;0.23;1.37;-0.31
430675;0.69;-0.28;-0.15;0.74;-0.08;0.63;-0.01;2.31;-0.64;1.76;-0.22;0.34;1.48;-0.10;-0.60;-0.10;1.84;0.46;-0.10;3.77;-0.04;-0.08;1.28;0.98;-0.44;2.04;1.34;3.23;-0.31
354515;0.31;-0.28;2.85;-0.14;-0.08;-0.32;-0.01;0.61;-0.64;0.23;-0.22;0.15;-0.13;-0.10;1.06;-0.22;1.61;-0.42;-0.10;-0.02;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;0.15;-0.81;-0.31
150470;-0.73;-0.28;-0.15;-0.49;-0.08;-0.28;-0.01;-0.72;-0.57;-1.21;-0.22;1.16;-0.42;0.07;-1.07;-0.22;0.11;-0.26;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;-0.32;-0.53;-0.54;-0.81;-0.31
410322;0.67;-0.28;-0.15;0.63;-0.08;-0.32;-0.01;0.69;-0.64;0.72;-0.22;-0.39;-0.29;-0.10;1.14;-0.22;-0.41;-0.44;1.89;0.60;-0.04;4.63;0.31;-0.21;-0.44;2.31;-0.34;3.29;-0.31
431545;0.96;-0.28;-0.15;0.69;-0.08;0.23;-0.01;1.68;-0.64;1.77;-0.22;-0.11;0.13;-0.10;-0.70;0.03;0.55;1.00;-0.10;6.87;-0.04;0.22;-0.05;0.36;-0.44;4.26;-0.08;0.11;-0.31
330420;0.55;1.33;-0.15;0.55;-0.08;0.61;-0.01;-0.58;0.91;1.34;0.74;-0.06;0.24;-0.10;0.37;-0.21;0.39;0.42;-0.09;-0.54;-0.04;-0.17;-0.24;-0.21;1.45;-0.43;-0.09;0.74;1.38
355690;0.20;-0.28;-0.15;-0.02;-0.08;2.94;-0.01;-0.32;-0.04;0.72;-0.22;0.47;-0.60;-0.10;-0.21;-0.22;0.13;-0.42;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.22;0.22;-0.09;-0.31
410442;-1.21;-0.28;0.24;-0.39;-0.08;0.60;-0.01;0.29;-0.58;-0.29;-0.22;0.06;0.55;-0.10;-0.86;-0.04;-0.41;1.42;-0.10;0.81;-0.04;0.62;-0.26;-0.21;1.20;3.43;-0.00;0.62;-0.31
352940;-0.39;0.34;-0.15;-0.84;-0.08;1.15;-0.01;-0.90;-0.64;-0.19;1.41;-1.57;-0.67;1.22;0.02;0.18;1.24;-0.30;-0.10;-0.57;-0.04;-0.14;-0.26;1.08;-0.44;-0.53;-0.51;2.31;-0.30
520940;0.86;-0.28;-0.15;0.62;-0.08;-0.32;-0.01;1.43;0.85;0.07;-0.22;0.19;-0.73;-0.10;-0.52;-0.22;-0.29;2.06;-0.10;-0.44;-0.04;-0.17;-0.26;-0.21;1.12;0.70;-0.29;-0.81;-0.31
430260;0.86;-0.28;-0.15;1.58;-0.08;-0.30;-0.01;-0.77;-0.64;0.43;0.23;-0.25;-0.58;-0.10;-0.25;0.33;0.85;-0.44;-0.10;0.50;-0.04;-0.17;-0.26;-0.21;-0.44;0.23;-0.20;-0.81;-0.31
432100;-0.46;-0.28;-0.15;-0.47;-0.08;0.85;-0.01;-0.19;1.35;0.18;-0.22;-0.62;2.46;-0.10;0.71;-0.06;-0.41;-0.09;-0.10;-0.54;-0.04;0.01;-0.12;-0.21;-0.42;-0.18;0.49;0.90;2.14
350640;-0.17;-0.28;-0.15;-0.32;-0.08;-0.32;-0.01;0.65;2.56;0.71;-0.22;-0.18;-0.59;-0.10;0.27;-0.22;0.20;-0.43;-0.10;-0.07;-0.04;-0.17;-0.26;-0.21;-0.44;1.18;0.38;0.82;-0.31
411680;-1.21;-0.28;1.58;-0.04;1.17;-0.32;-0.01;-0.39;-0.42;-0.43;-0.22;-0.39;-0.73;-0.10;-0.09;-0.22;-0.41;0.45;-0.10;-0.29;-0.04;-0.17;-0.26;-0.21;-0.44;0.46;-0.43;-0.81;-0.31
350550;-0.26;-0.28;-0.15;0.13;-0.08;0.49;-0.01;2.40;2.00;0.37;-0.22;-0.04;-0.04;-0.05;0.17;-0.22;1.24;0.38;-0.10;-0.57;-0.04;0.37;-0.26;-0.21;-0.44;0.05;0.53;-0.78;1.59
432162;0.95;-0.28;-0.15;0.69;-0.08;-0.32;-0.01;0.34;-0.40;0.74;-0.22;0.28;0.19;-0.10;-0.36;0.12;-0.41;2.45;-0.10;8.20;-0.04;4.81;-0.26;-0.21;3.61;1.63;-0.08;-0.81;-0.31
350370;1.78;-0.28;-0.15;0.11;-0.08;-0.32;-0.01;1.51;0.30;1.85;-0.22;0.69;2.13;-0.10;0.09;-0.22;0.47;-0.03;-0.10;-0.40;-0.04;-0.17;-0.26;-0.21;-0.44;0.07;0.17;1.18;-0.31
354080;-0.50;0.21;-0.15;0.16;-0.08;2.90;-0.01;-0.48;0.98;-0.18;-0.22;0.33;2.08;-0.10;0.15;-0.22;0.55;-0.24;-0.10;-0.35;-0.04;-0.17;-0.26;-0.21;-0.44;-0.39;-0.32;-0.29;1.28
350610;-0.41;-0.28;1.53;-0.67;-0.08;2.25;-0.01;0.04;1.08;0.29;-0.22;-0.21;-0.47;-0.10;0.15;-0.05;2.11;-0.35;-0.10;-0.46;-0.04;-0.17;-0.26;-0.21;-0.44;-0.52;0.19;0.46;-0.31
431160;-1.21;0.06;-0.15;-0.26;-0.08;-0.32;-0.01;-0.49;2.60;-0.02;-0.22;-0.47;0.10;-0.10;-1.06;-0.22;-0.08;-0.23;-0.10;1.44;-0.04;3.51;-0.25;2.85;0.43;2.30;1.48;0.41;-0.31
260550;-0.14;-0.28;-0.15;-0.45;-0.08;-0.14;-0.01;-0.30;1.87;-0.59;-0.22;-0.22;1.02;-0.07;-0.54;-0.22;-0.41;-0.44;-0.10;-0.50;-0.04;-0.17;-0.26;-0.21;1.15;-0.53;-0.61;-0.37;-0.31
521040;-0.06;-0.28;-0.15;-0.55;-0.08;0.55;-0.01;1.13;0.34;-0.47;0.20;-0.63;-0.38;-0.10;-0.18;-0.20;-0.41;-0.22;-0.10;-0.43;-0.04;-0.17;-0.18;-0.21;0.55;-0.38;-0.39;-0.81;-0.31
110060;0.70;-0.28;-0.15;1.25;-0.08;-0.32;-0.01;-0.04;0.06;0.39;-0.22;0.69;-0.42;-0.10;-1.10;-0.22;-0.41;-0.44;-0.10;-0.14;-0.04;-0.17;-0.26;-0.21;-0.34;-0.03;-0.55;-0.81;-0.31
314560;-0.54;-0.28;-0.15;-0.62;-0.08;-0.17;-0.01;-0.37;1.25;-0.46;-0.22;-1.38;-0.09;-0.10;0.61;-0.22;2.47;-0.34;-0.10;-0.29;-0.04;-0.09;-0.15;-0.21;-0.44;-0.53;-0.54;-0.27;0.41
420980;1.38;-0.28;-0.15;0.01;-0.08;-0.32;-0.01;0.64;1.59;0.22;-0.22;-0.01;-0.29;-0.10;-0.85;-0.22;-0.41;-0.44;-0.10;0.64;-0.04;-0.17;-0.26;-0.21;-0.44;1.98;1.87;-0.12;2.01
314860;-1.04;0.30;-0.15;-0.47;-0.08;-0.32;-0.01;-0.59;0.06;-0.98;-0.22;-1.26;-0.39;-0.10;-0.20;-0.22;-0.33;-0.37;-0.10;-0.35;-0.04;-0.15;-0.26;-0.21;-0.44;-0.40;0.07;-0.62;-0.31
311850;3.09;1.02;-0.15;0.74;-0.08;0.23;-0.01;0.57;2.80;1.82;-0.22;0.55;3.14;-0.10;1.45;0.40;1.48;-0.44;-0.10;-0.16;-0.04;-0.17;0.40;-0.21;4.32;1.59;0.06;-0.16;-0.31
410510;-1.21;-0.28;-0.15;-0.07;-0.08;-0.32;-0.01;-0.93;-0.64;-0.34;-0.22;-0.98;0.06;-0.09;0.39;-0.22;-0.41;-0.41;-0.10;0.53;-0.04;1.35;0.18;-0.18;-0.44;-0.53;0.04;-0.32;-0.31
411725;0.52;-0.28;-0.15;-0.26;-0.08;-0.32;-0.01;0.01;-0.16;0.01;-0.22;0.60;-0.60;-0.10;1.34;-0.22;-0.41;-0.44;-0.10;1.10;-0.04;0.68;-0.26;-0.21;-0.44;1.93;-0.35;0.67;1.24
292935;0.13;-0.28;-0.15;-0.11;-0.08;-0.32;-0.01;-0.14;-0.58;-0.66;-0.22;-0.09;-0.09;-0.10;-0.30;-0.22;-0.14;-0.44;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.00;-0.43;-0.31
353600;-0.15;-0.28;-0.15;-0.05;-0.08;-0.32;-0.01;-0.34;0.45;-0.11;-0.22;-0.64;0.02;-0.10;1.17;-0.22;-0.41;-0.37;-0.10;0.00;-0.04;-0.17;-0.26;-0.21;-0.44;-0.37;-0.28;-0.55;-0.31
353500;0.32;-0.28;-0.15;-0.02;-0.08;-0.32;-0.01;-0.44;-0.64;0.46;-0.22;0.52;0.58;-0.10;-0.20;-0.22;-0.41;-0.44;-0.10;-0.36;-0.04;-0.17;-0.26;-0.21;-0.44;0.27;0.01;-0.38;-0.31
352820;1.29;-0.28;-0.15;0.43;-0.08;0.22;-0.01;1.28;-0.06;1.27;-0.07;0.41;-0.73;-0.10;1.17;-0.16;-0.41;-0.44;-0.10;-0.31;-0.04;-0.17;-0.26;-0.21;-0.44;1.00;2.54;0.46;-0.31
411530;-0.07;-0.28;-0.15;-0.07;-0.08;-0.32;-0.01;-0.35;1.33;-0.02;-0.22;-0.80;-0.51;-0.10;0.62;-0.03;-0.41;-0.38;-0.10;0.40;-0.04;1.37;-0.23;0.17;-0.44;1.85;1.19;0.45;0.98
430280;-0.15;-0.28;-0.11;-0.20;-0.08;-0.24;-0.01;-0.54;2.43;-0.79;-0.22;-1.01;-0.63;-0.10;-0.75;-0.19;-0.38;-0.35;-0.10;-0.41;-0.04;-0.17;-0.10;-0.13;-0.44;-0.47;-0.34;-0.73;3.18
353140;-0.14;-0.28;-0.15;-0.55;-0.08;-0.32;-0.01;0.01;-0.01;-0.28;-0.22;-0.15;0.68;-0.10;-0.14;-0.22;0.81;-0.28;-0.10;-0.48;-0.04;-0.17;-0.26;-0.21;-0.44;-0.34;0.30;0.65;-0.31
432253;-0.30;-0.28;-0.15;-0.00;-0.08;-0.17;-0.01;-0.76;-0.64;-0.76;-0.22;-0.79;-0.49;0.38;-1.10;-0.22;0.17;-0.29;-0.10;0.05;-0.04;-0.17;-0.20;-0.21;0.40;0.13;-0.57;0.87;1.14
420850;-0.39;-0.03;-0.05;-0.64;-0.08;0.82;-0.01;-0.54;-0.64;-0.61;-0.22;-0.52;-0.53;-0.10;0.63;-0.22;-0.33;-0.43;-0.10;0.01;-0.04;-0.17;3.20;-0.21;-0.44;0.08;-0.48;0.29;-0.31
412560;-1.21;-0.28;-0.15;-0.59;-0.08;-0.15;-0.01;-0.27;0.26;-0.50;-0.22;-0.93;-0.61;-0.10;-0.16;-0.22;-0.41;-0.25;-0.10;1.03;-0.04;-0.17;-0.03;-0.21;-0.44;-0.52;-0.29;-0.59;0.67
412665;-1.21;-0.28;-0.15;0.76;-0.08;-0.32;-0.01;2.14;-0.64;1.04;-0.22;-0.37;-0.36;-0.10;1.04;-0.22;-0.23;-0.44;-0.10;1.49;-0.04;-0.17;-0.24;-0.21;-0.44;4.13;0.63;1.16;-0.31
421917;1.48;-0.28;-0.15;0.11;-0.08;0.08;-0.01;0.15;-0.64;1.69;-0.22;0.57;0.23;-0.10;0.70;0.64;-0.41;-0.44;-0.10;2.30;-0.04;-0.17;-0.26;0.32;-0.44;2.94;1.70;0.74;-0.31
313860;-0.56;-0.28;-0.15;-0.48;-0.08;-0.06;-0.01;-0.53;-0.07;-0.40;-0.22;-1.19;-0.26;-0.10;-0.64;-0.14;1.60;-0.05;-0.10;-0.16;-0.04;-0.17;-0.16;-0.21;-0.44;-0.33;-0.17;-0.21;-0.31
410260;-1.21;-0.28;-0.15;-0.36;-0.08;-0.32;-0.01;0.48;-0.64;0.13;-0.22;-1.05;-0.60;-0.10;-0.08;-0.22;-0.37;-0.42;-0.10;0.57;-0.04;0.14;0.72;1.53;-0.44;0.11;0.10;-0.81;0.68
412010;-1.21;-0.28;-0.15;-0.08;-0.08;-0.32;-0.01;1.15;-0.64;0.65;-0.22;-0.45;0.47;-0.10;0.37;-0.22;-0.41;-0.44;-0.10;-0.26;-0.04;-0.17;-0.26;-0.21;-0.44;0.56;-0.45;-0.44;-0.31
150195;-1.21;0.32;-0.15;-0.93;-0.08;-0.32;-0.01;-0.40;-0.64;-1.30;-0.22;-0.40;-0.42;-0.10;-0.38;-0.22;-0.31;-0.13;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;0.10;-0.05;-0.63;-0.81;-0.31
110034;-0.33;-0.28;0.87;-0.41;-0.08;-0.32;-0.01;-0.86;-0.20;-0.68;-0.22;-0.68;-0.73;1.44;-0.79;-0.22;-0.10;-0.32;-0.10;-0.29;-0.04;-0.17;-0.26;-0.21;1.05;0.37;-0.62;-0.74;1.05
351970;-0.28;-0.28;1.38;-0.35;-0.08;2.46;-0.01;-1.10;-0.64;-0.21;-0.22;-0.75;-0.65;-0.10;-0.42;-0.15;-0.41;0.20;-0.10;-0.48;-0.04;-0.17;0.17;-0.21;-0.44;-0.53;-0.02;0.05;-0.31
351100;1.56;-0.28;-0.15;0.08;-0.08;-0.32;-0.01;0.53;-0.01;1.83;-0.22;1.61;-0.19;-0.10;0.62;-0.22;1.36;-0.07;-0.10;0.00;-0.04;-0.13;-0.02;-0.21;-0.44;-0.26;0.16;-0.81;-0.31
353880;-0.50;0.45;-0.15;-0.52;-0.08;0.32;-0.01;0.18;0.57;0.36;-0.22;-0.26;-0.34;-0.10;-0.14;-0.22;-0.41;-0.12;-0.10;0.42;-0.04;-0.17;1.73;-0.21;-0.44;-0.53;0.34;-0.42;-0.31
431990;-0.44;-0.28;-0.15;-0.63;-0.08;-0.12;-0.01;-0.96;0.33;-0.97;-0.22;-0.33;-0.28;-0.09;0.73;-0.15;-0.39;-0.24;-0.10;-0.55;-0.04;0.11;0.84;-0.21;1.64;-0.48;-0.44;-0.04;0.87
355680;-0.39;-0.28;-0.15;-0.47;-0.08;-0.32;-0.01;-0.22;0.45;-0.18;-0.22;0.02;0.26;-0.10;-0.37;-0.22;0.63;-0.44;-0.10;-0.55;-0.04;-0.17;-0.20;-0.21;-0.44;-0.45;-0.19;0.02;-0.31
430540;0.21;2.90;-0.15;0.10;-0.08;-0.29;-0.01;-0.19;-0.64;0.65;-0.22;0.37;-0.55;1.42;2.16;0.10;-0.39;0.71;-0.10;0.87;-0.04;-0.17;0.58;-0.21;1.82;0.67;-0.49;1.27;-0.31
432210;-0.18;-0.28;-0.15;0.93;-0.08;-0.32;-0.01;-0.60;2.19;0.32;-0.22;-1.03;-0.51;-0.10;-0.92;-0.12;-0.41;-0.44;-0.10;1.21;-0.04;0.82;-0.26;0.06;-0.44;0.28;-0.24;-0.81;-0.31
293330;-0.73;0.16;-0.15;-0.91;-0.02;-0.23;-0.01;-0.77;-0.64;-0.26;-0.20;-1.05;-0.66;-0.08;-0.19;-0.00;-0.41;-0.09;-0.10;-0.41;-0.04;-0.17;-0.06;-0.21;-0.44;-0.40;-0.54;0.38;-0.31
351270;0.89;-0.28;-0.15;0.05;-0.08;-0.32;-0.01;0.96;-0.64;2.21;-0.22;2.74;-0.68;-0.10;4.47;-0.22;1.89;-0.32;-0.10;-0.21;-0.04;-0.17;-0.23;-0.21;-0.44;-0.53;3.15;1.46;-0.31
353900;-0.25;-0.28;-0.15;-0.29;-0.08;-0.32;-0.01;0.33;-0.64;0.56;-0.22;-0.17;-0.60;-0.10;-0.14;2.50;-0.01;-0.25;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;-0.44;-0.19;0.08;-0.11;-0.31
410305;-1.21;-0.28;-0.15;0.02;-0.08;-0.32;-0.01;0.04;-0.64;0.14;-0.22;-0.29;-0.72;-0.10;0.92;-0.22;-0.41;-0.44;-0.10;0.38;-0.04;0.23;0.24;-0.21;-0.44;0.36;-0.44;2.22;-0.31
313050;-0.49;-0.28;-0.15;-0.00;-0.08;-0.32;-0.01;-0.65;-0.64;-0.13;-0.22;-0.46;0.33;-0.10;-1.05;-0.22;0.01;-0.40;-0.10;-0.50;-0.04;-0.17;-0.22;0.06;-0.44;-0.34;-0.61;-0.56;-0.31
520880;-0.32;-0.26;-0.15;-0.77;-0.08;0.15;-0.01;-0.43;0.40;-0.68;-0.22;-0.37;-0.73;-0.10;-0.05;-0.05;-0.41;-0.03;-0.10;-0.55;-0.04;-0.17;-0.26;0.13;-0.44;-0.06;-0.31;0.35;-0.31
521190;0.04;-0.28;-0.15;-0.55;-0.08;0.43;-0.01;-0.50;2.12;0.79;-0.22;-0.19;-0.39;-0.10;0.45;-0.08;-0.35;0.48;0.55;-0.29;-0.04;-0.01;0.07;-0.21;0.87;-0.13;-0.45;1.19;-0.31
352570;-0.35;-0.28;-0.15;-0.34;-0.08;1.06;-0.01;-0.16;-0.64;-0.14;-0.22;-0.23;0.20;-0.10;-0.31;-0.22;1.92;-0.44;-0.10;-0.57;-0.04;-0.17;-0.16;-0.21;-0.44;-0.00;-0.47;-0.40;-0.31
353730;-0.61;0.53;-0.15;-0.45;-0.08;-0.14;-0.01;-0.66;-0.34;0.54;-0.22;-0.51;-0.17;-0.10;-0.24;-0.22;-0.41;-0.44;-0.10;-0.30;-0.04;0.25;-0.26;-0.21;-0.44;-0.48;0.07;0.01;-0.31
351110;-0.18;-0.28;-0.15;-0.28;-0.08;-0.32;-0.01;-0.20;2.07;-0.34;0.27;-0.29;-0.15;-0.10;0.81;-0.10;2.09;3.14;-0.10;-0.52;-0.04;-0.17;0.33;-0.19;-0.44;-0.53;0.38;0.87;2.43
521180;-0.48;-0.28;-0.15;-0.70;-0.08;0.59;-0.01;-0.75;1.63;-0.96;-0.22;-0.99;-0.56;-0.10;-0.10;-0.22;-0.41;-0.30;0.19;-0.46;-0.04;-0.01;-0.26;-0.20;-0.44;-0.35;-0.40;0.01;-0.31
410910;-1.21;2.53;-0.15;1.36;5.13;-0.32;-0.01;-0.38;-0.64;2.68;-0.22;2.17;0.69;-0.10;1.11;0.86;-0.41;-0.44;-0.10;0.47;-0.04;8.51;-0.26;-0.21;-0.44;1.96;0.46;2.45;-0.31
412340;-1.21;1.06;-0.15;-0.35;1.46;-0.32;-0.01;0.08;-0.64;-0.12;0.26;-0.94;0.02;-0.10;-0.04;-0.22;-0.41;-0.09;-0.10;-0.35;-0.04;0.74;-0.26;-0.21;-0.44;0.01;-0.45;0.68;-0.31
355090;-0.38;-0.28;-0.15;0.42;-0.08;-0.32;-0.01;-0.53;-0.64;1.26;-0.22;0.88;0.23;-0.10;1.04;-0.21;0.68;-0.17;-0.10;-0.53;-0.04;-0.17;-0.19;-0.21;-0.44;-0.19;0.59;1.66;-0.31
