#Codigo;Cidade ;População 2013;Legislativa(2013);Judiciária(2013);Essencial à Justiça(2013);Administração(2013);Defesa Nacional(2013);Segurança Pública(2013);Relações Exteriores(2013);Assistência Social(2013);Previdência Social(2013);Saúde(2013);Trabalho(2013);Educação(2013);Cultura(2013);Direitos da Cidadania(2013);Urbanismo(2013);Habitação(2013);Saneamento(2013);Gestão Ambiental(2013);Ciência e Tecnologia(2013);Agricultura(2013);Organização Agrária(2013);Indústria(2013);Comércio e Serviços(2013);Comunicações(2013);Energia(2013);Transporte(2013);Desporto e Lazer(2013);Encargos Especiais(2013);Despesas (Intraorçamentárias)(2013);Legislativa(2014);Judiciária(2014);Essencial à Justiça(2014);Administração(2014);Defesa Nacional(2014);Segurança Pública(2014);Relações Exteriores(2014);Assistência Social(2014);Previdência Social(2014);Saúde(2014);Trabalho(2014);Educação(2014);Cultura(2014);Direitos da Cidadania(2014);Urbanismo(2014);Habitação(2014);Saneamento(2014);Gestão Ambiental(2014);Ciência e Tecnologia(2014);Agricultura(2014);Organização Agrária(2014);Indústria(2014);Comércio e Serviços(2014);Comunicações(2014);Energia(2014);Transporte(2014);Desporto e Lazer(2014);Encargos Especiais(2014);Despesas (Intraorçamentárias)(2014);Legislativa(2015);Judiciária(2015);Essencial à Justiça(2015);Administração(2015);Defesa Nacional(2015);Segurança Pública(2015);Relações Exteriores(2015);Assistência Social(2015);Previdência Social(2015);Saúde(2015);Trabalho(2015);Educação(2015);Cultura(2015);Direitos da Cidadania(2015);Urbanismo(2015);Habitação(2015);Saneamento(2015);Gestão Ambiental(2015);Ciência e Tecnologia(2015);Agricultura(2015);Organização Agrária(2015);Indústria(2015);Comércio e Serviços(2015);Comunicações(2015);Energia(2015);Transporte(2015);Desporto e Lazer(2015);Encargos Especiais(2015);Despesas (Intraorçamentárias)(2015);LOF_REL_NOR;LOF_SUA_NOR
352040;Ilhabela - SP;30983.0;2993194.65;0.00;0.00;26738564.03;0.00;2445176.30;0.00;1995721.86;3884464.78;37218189.99;0.00;39435374.80;3284614.10;0.00;16114303.87;35030.00;0.00;12357674.40;0.00;0.00;0.00;0.00;2919655.13;0.00;0.00;0.00;2825279.50;0.00;4500592.96;2991024.81;0.00;0.00;30751554.22;0.00;2861501.47;0.00;2248578.66;4777093.94;42880801.21;4594.00;46521448.96;5288194.26;0.00;60330926.29;96755.00;1774511.34;13760593.64;0.00;0.00;0.00;0.00;5426639.90;0.00;0.00;0.00;3377232.61;0.00;5206718.22;3671012.37;0.00;0.00;44572690.03;0.00;4860328.57;0.00;4929877.22;6446805.52;51789296.69;2918090.78;61291680.33;8626871.18;0.00;99039984.66;188000.00;1126134.01;18489222.54;0.00;0.00;0.00;0.00;14176131.86;0.00;0.00;0.00;5589288.27;0.00;0.00;2.99;1.20
420860;Jaborá - SC;4057.0;577567.36;0.00;0.00;1691431.75;0.00;22715.04;0.00;459904.31;0.00;3538242.08;0.00;3578959.62;51725.28;0.00;420970.26;93206.35;0.00;21300.00;0.00;1047314.42;0.00;1888.76;0.00;0.00;0.00;2041936.83;189758.46;115000.00;0.00;599187.59;0.00;0.00;1770536.87;0.00;26791.33;0.00;711626.28;0.00;4141905.05;0.00;3775631.11;38539.38;0.00;695947.53;182602.64;0.00;0.00;0.00;1477227.21;0.00;99998.00;0.00;0.00;0.00;2716238.08;228658.52;133117.06;0.00;591929.92;0.00;0.00;1710066.68;0.00;30324.00;0.00;845016.37;0.00;4060280.20;0.00;3975392.38;95147.90;0.00;645454.88;18700.00;0.00;17241.11;0.00;1164347.34;0.00;0.00;0.00;0.00;0.00;3536650.41;570359.53;126753.63;0.00;1.19;1.04
431490;Porto Alegre - RS;1467816.0;107486880.88;25850412.29;0.00;315648109.39;0.00;41073402.18;254022.40;164992448.97;278232894.96;1259951978.16;6339989.20;736108874.31;46332971.52;13593094.43;177500949.16;121920230.08;769314013.44;60123943.99;2399344.30;540613.51;0.00;0.00;33364056.74;0.00;0.00;26352053.06;15246285.75;341694915.67;311767714.41;122327411.62;25657468.78;0.00;341830166.58;295821.46;43919398.22;837320.99;183606291.56;298840402.81;1437376910.48;10228773.29;793020660.04;52615326.80;13367611.45;232889532.26;100102111.21;791150985.90;54490030.79;701605.64;726118.52;0.00;0.00;31083607.41;0.00;0.00;17990598.94;21437615.69;374099337.97;336454350.99;141368651.28;31092451.07;0.00;371270098.21;0.00;50233955.31;1111914.45;203441565.99;321830558.79;1450998702.29;7809393.63;859125691.07;44478007.41;13578985.22;172438489.55;102353487.52;804014259.21;55963287.71;402647.08;836993.60;0.00;0.00;33484878.10;0.00;0.00;21109959.39;16648302.62;364542537.20;361705176.82;1.69;3.09
220155;Bela Vista do Piauí - PI;3882.0;388239.86;0.00;0.00;1925820.07;0.00;0.00;0.00;328384.69;0.00;1832486.72;0.00;3260187.96;22509.26;0.00;434222.33;100000.00;91950.60;200368.33;0.00;63689.32;0.00;0.00;0.00;0.00;120778.04;96216.00;3482.00;0.00;0.00;389885.81;0.00;0.00;2319766.53;0.00;0.00;0.00;359380.25;0.00;2321022.24;0.00;3191699.57;13290.08;0.00;356907.95;0.00;0.00;378049.49;0.00;53451.90;0.00;0.00;0.00;0.00;0.00;1280.00;82798.96;0.00;0.00;440373.78;0.00;0.00;2211947.71;0.00;0.00;0.00;408826.66;0.00;2241740.68;0.00;3657789.88;27902.83;0.00;303994.07;528932.26;116223.57;325466.44;0.00;187535.06;0.00;0.00;0.00;0.00;22851.52;9987.64;1812.50;0.00;0.00;1.59;1.10
311880;Coração de Jesus - MG;26889.0;1314895.69;233047.39;0.00;3885597.27;9040.00;0.00;0.00;1502953.28;1443724.63;11375165.96;0.00;7104667.58;555405.47;0.00;2440131.63;0.00;531667.56;0.00;0.00;525497.41;0.00;0.00;0.00;0.00;0.00;1005646.10;171002.18;1389066.20;1331718.83;1493720.79;401620.74;0.00;4005924.29;0.00;4173.24;0.00;1638742.50;1512297.36;14777858.71;0.00;8015734.30;598201.46;0.00;3441614.64;321184.04;531647.10;70.54;0.00;824282.02;0.00;0.00;0.00;0.00;0.00;1357421.17;214540.26;1587169.49;1326411.16;1586136.80;21678.48;0.00;4612275.96;0.00;1785.00;0.00;2204837.38;2181146.61;15469069.71;0.00;9335733.45;716649.42;0.00;3336840.58;0.00;56399.70;2700.00;0.00;615955.53;0.00;0.00;0.00;0.00;0.00;1156974.10;645552.58;1583662.88;1158709.76;1.09;1.17
354530;Salto de Pirapora - SP;42710.0;1099036.60;0.00;0.00;16545907.05;0.00;1180184.18;0.00;2320983.49;6381945.08;23411804.25;200311.18;26939888.45;1218519.98;0.00;800342.29;0.00;0.00;85700.85;0.00;137351.37;0.00;0.00;0.00;0.00;0.00;196133.93;1014286.29;2764035.18;0.00;1193520.71;0.00;0.00;7785406.06;0.00;937247.36;0.00;2494304.52;6640021.16;27811460.20;210702.13;26382539.77;1588025.40;0.00;6968556.17;0.00;0.00;253285.22;0.00;275985.55;0.00;0.00;0.00;0.00;0.00;1948425.72;813419.43;1667036.10;8908000.86;1320758.45;0.00;0.00;9790351.87;0.00;1332066.66;0.00;3282311.51;7936249.18;33520040.32;245146.08;37127611.88;1864955.37;0.00;9307909.40;0.00;0.00;232950.31;0.00;80541.14;0.00;0.00;0.00;0.00;0.00;2262073.11;1056692.12;4912615.53;0.00;1.34;1.17
220110;Avelino Lopes - PI;11341.0;565791.54;0.00;0.00;3338824.07;0.00;28000.00;0.00;541503.89;0.00;3691846.00;0.00;6456909.59;21081.80;0.00;428242.98;0.00;372506.92;0.00;0.00;77816.53;0.00;0.00;0.00;0.00;146237.46;186537.99;123007.26;0.00;0.00;585957.49;0.00;0.00;3314824.27;0.00;14000.00;0.00;503480.12;0.00;3843614.31;0.00;6905791.65;48898.22;0.00;1325245.65;0.00;2376.36;0.00;0.00;31717.61;0.00;0.00;0.00;0.00;0.00;0.00;5430.00;0.00;0.00;660606.28;0.00;0.00;5402325.00;0.00;0.00;0.00;598955.91;0.00;5246029.12;0.00;8466090.54;30258.38;0.00;1716454.11;0.00;0.00;0.00;0.00;288023.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;93489.02;0.00;1.00;1.16
261330;São Joaquim do Monte - PE;21079.0;1105859.61;0.00;0.00;3602420.15;0.00;0.00;0.00;1237673.19;0.00;8930350.91;0.00;13674005.25;1189044.46;0.00;2763651.15;0.00;30586.50;0.00;0.00;326240.71;0.00;0.00;11000.00;0.00;0.00;14880.00;33217.49;592588.86;0.00;1195965.34;0.00;0.00;3750840.25;0.00;300.00;0.00;1736909.74;0.00;11439447.15;0.00;16205965.56;1403679.54;0.00;3372840.76;0.00;109815.50;0.00;0.00;2031801.42;0.00;0.00;13680.00;0.00;0.00;8920.00;22929.80;436443.64;0.00;1295308.86;0.00;0.00;3680209.97;0.00;0.00;0.00;2229668.17;0.00;10986151.93;0.00;15751558.52;1179475.58;0.00;3098913.44;0.00;26570.00;0.00;0.00;1706902.35;0.00;0.00;15200.00;0.00;280198.41;12210.00;31168.75;521062.79;0.00;1.07;1.01
431406;Passa Sete - RS;5421.0;436706.91;0.00;0.00;2607580.86;0.00;0.00;0.00;374775.55;321072.53;2232902.71;0.00;3347988.04;28184.45;0.00;64235.53;0.00;36290.99;295914.17;0.00;682270.14;0.00;0.00;0.00;0.00;0.00;746774.29;33457.93;197739.59;900839.83;465772.47;0.00;0.00;2700402.91;0.00;0.00;0.00;464530.32;365845.43;3242129.47;0.00;4064560.87;23095.55;0.00;77655.20;0.00;43179.96;235686.67;0.00;2483989.56;0.00;0.00;0.00;0.00;0.00;698188.17;0.00;22206.22;1011811.46;512807.45;0.00;0.00;2844175.70;0.00;0.00;0.00;454708.09;434965.43;2607825.31;0.00;3721306.06;145014.51;0.00;91143.59;0.00;170166.94;18891.26;0.00;905790.56;0.00;0.00;0.00;0.00;0.00;819335.15;6950.00;0.00;1154958.87;1.40;1.10
351110;Catanduva - SP;118209.0;7916631.09;0.00;0.00;33673686.89;0.00;0.00;0.00;10188512.58;26947108.38;51529482.56;670089.29;80593850.12;2851852.04;0.00;24641632.71;184710.71;25812415.46;11163016.91;0.00;492352.83;0.00;0.00;1937875.77;10101.78;0.00;0.00;4405502.03;10956475.96;22987212.51;8484322.59;0.00;0.00;38773368.68;0.00;0.00;0.00;11028848.68;29806965.38;63379486.36;995161.15;83310546.98;3030353.02;0.00;44990188.09;515039.19;26738677.01;14792218.37;0.00;589992.26;0.00;0.00;2569623.01;8385.41;0.00;0.00;5615676.64;11831530.35;27378088.66;7645736.80;0.00;0.00;44700246.40;0.00;0.00;0.00;11241972.78;33425032.13;70949110.37;960941.40;99621976.60;2827929.33;0.00;24304629.98;528899.61;35889929.26;16438876.11;0.00;541532.82;0.00;0.00;202737.85;34605.35;0.00;0.00;4451164.50;11283170.32;26370594.16;1.44;1.18
432032;Senador Salgado Filho - RS;2890.0;461839.51;0.00;0.00;1670506.66;0.00;5159.20;0.00;364544.73;540236.61;2103832.46;152593.85;2393047.91;36308.77;0.00;575103.58;0.00;245409.56;56692.88;0.00;679340.40;0.00;0.00;34200.00;0.00;0.00;817850.30;206430.08;0.00;0.00;523746.98;0.00;0.00;1901229.79;0.00;4807.60;0.00;401495.14;616024.86;2322203.26;130213.30;2363313.56;31898.04;0.00;603369.90;0.00;236068.54;86656.76;0.00;925289.27;0.00;0.00;18000.00;0.00;0.00;943188.45;191108.82;105394.98;0.00;587939.46;0.00;0.00;2020592.07;0.00;14460.00;0.00;433806.68;699549.00;2386217.83;188840.36;2928515.77;59974.42;0.00;753826.79;0.00;383610.22;113097.94;0.00;556841.45;0.00;0.00;74010.13;0.00;0.00;1006811.55;196810.39;3051.51;0.00;1.40;1.06
330205;Italva - RJ;14405.0;1701228.18;0.00;352702.80;3596636.55;0.00;1172706.31;0.00;1423777.23;2697347.10;11140943.30;0.00;8674007.66;856966.57;0.00;1796544.70;0.00;39300.00;2504255.26;0.00;1248353.03;0.00;0.00;0.00;0.00;0.00;635919.38;14117.83;1211266.05;1945075.34;1891272.07;0.00;413352.83;4376159.90;0.00;1395815.63;0.00;1839684.13;3088513.90;13054643.50;0.00;10065395.36;1546893.25;0.00;1987079.55;0.00;0.00;3132739.88;0.00;3045749.11;0.00;0.00;0.00;0.00;0.00;0.00;35665.83;1233441.01;1985627.46;1992498.65;0.00;388988.02;4597376.53;0.00;1280395.78;0.00;1655363.49;3857923.37;12596998.59;0.00;9996267.48;502545.15;0.00;2405073.99;0.00;0.00;2893198.10;0.00;1520344.78;0.00;0.00;0.00;0.00;0.00;0.00;10529.97;675813.28;2019180.93;1.57;1.16
431650;Salvador do Sul - RS;7182.0;495161.98;0.00;0.00;2216231.60;0.00;36000.00;0.00;219352.18;1300933.44;4494207.53;0.00;4720799.71;654083.68;0.00;758342.55;0.00;86398.00;1500.00;0.00;604015.62;0.00;127781.01;65305.40;0.00;7125.76;2107584.42;29733.04;0.00;1855042.47;485187.11;0.00;0.00;2620998.54;0.00;44000.00;0.00;325967.43;1381363.52;4552578.29;0.00;4742066.71;609867.57;0.00;683285.77;0.00;261677.65;7445.64;0.00;939609.25;0.00;85683.32;83715.85;120000.00;12568.55;2170900.09;296101.73;0.00;2197376.79;499425.73;0.00;0.00;2691567.14;0.00;30000.00;0.00;311579.35;1655408.89;4396912.35;0.00;5182503.38;576905.49;0.00;314820.00;0.00;143957.62;64192.36;0.00;776720.91;0.00;143099.91;103252.56;0.00;32369.26;2242434.24;81595.81;0.00;2782511.12;1.49;1.10
431480;Portão - RS;33212.0;2619395.76;0.00;0.00;13770726.61;0.00;0.00;0.00;2598832.58;5315129.11;10894205.46;0.00;14885310.86;0.00;0.00;0.00;0.00;1994812.79;0.00;0.00;669560.87;0.00;0.00;0.00;0.00;0.00;0.00;1712853.05;843976.16;2305229.18;2605525.24;0.00;0.00;13235904.35;0.00;0.00;0.00;2661235.23;5565607.30;12837145.81;0.00;24044583.67;0.00;0.00;0.00;136786.67;1909903.84;0.00;0.00;804252.67;0.00;0.00;0.00;0.00;0.00;0.00;1346512.64;933320.18;2935165.79;2850606.64;0.00;0.00;14472444.04;0.00;0.00;0.00;3014996.21;6552123.19;12087418.31;0.00;18737187.23;0.00;0.00;0.00;1544.03;0.00;1861998.38;0.00;488474.11;0.00;0.00;0.00;0.00;0.00;0.00;1322892.30;1929039.70;3198420.83;1.18;1.45
120040;Rio Branco - AC;357194.0;18420593.29;0.00;5333877.03;64446088.25;0.00;0.00;0.00;17048816.75;17809897.49;96031008.69;819259.86;111328588.25;3695428.59;370348.75;158600763.43;550480.44;10249967.21;19773037.25;0.00;8861418.78;0.00;0.00;0.00;0.00;0.00;7835562.53;0.00;12282648.95;0.00;19422000.29;0.00;8161773.87;120000114.47;0.00;4883341.00;0.00;10684622.45;6591462.25;113607886.96;1546244.00;126236677.93;2287862.37;315040.06;181935067.49;822439.53;10818214.04;16251335.73;0.00;12362089.08;0.00;0.00;0.00;0.00;0.00;10892937.25;914023.06;12809756.27;0.00;21765691.52;0.00;7731226.70;124117354.95;0.00;11426503.00;0.00;14707688.20;12100811.45;111079693.92;1911526.10;134147935.00;1491328.10;215455.30;190258383.85;550739.80;10973550.24;19458134.22;0.00;7460221.14;0.00;0.00;0.00;0.00;0.00;10570292.89;965313.14;14452831.34;0.00;1.69;1.22
430245;Boqueirão do Leão - RS;7910.0;0.00;0.00;0.00;3744475.39;0.00;0.00;0.00;0.00;1147470.37;2078584.92;0.00;3234605.75;26717.00;450734.38;173976.48;0.00;163267.52;0.00;0.00;485665.60;0.00;0.00;0.00;259.28;164633.87;2061490.26;17558.00;336600.75;311105.04;396753.35;0.00;0.00;4669637.94;0.00;0.00;0.00;86043.74;1107313.96;3084353.17;0.00;4058726.51;23461.45;505153.36;361002.55;0.00;171000.00;799.00;0.00;875790.39;0.00;0.00;0.00;0.00;139779.47;888330.89;33491.39;338735.62;0.00;0.00;0.00;0.00;5042932.08;0.00;0.00;0.00;30089.60;1283237.51;2872570.93;0.00;4051372.53;8716.10;400187.09;131105.80;0.00;150000.00;5197.50;0.00;535594.99;0.00;0.00;14082.64;2995.00;173655.31;760774.15;18743.80;293051.51;482521.75;2.38;1.71
421940;Witmarsum - SC;3769.0;472060.39;0.00;0.00;1599868.40;0.00;14184.49;0.00;246455.20;129789.23;2631456.79;0.00;2776667.18;96265.18;0.00;2390329.71;0.00;0.00;0.00;0.00;872847.71;0.00;0.00;5977.92;0.00;0.00;5414.80;200533.24;401850.45;0.00;506521.25;0.00;0.00;1339811.91;0.00;18711.86;0.00;367733.39;122891.20;3580912.73;0.00;2786709.47;123336.75;0.00;2116798.74;0.00;0.00;0.00;0.00;1161914.93;0.00;0.00;4691.96;0.00;0.00;0.00;134268.89;1215576.83;0.00;553942.96;0.00;0.00;1521666.82;0.00;29747.27;0.00;445340.60;117965.74;3495070.25;0.00;2862441.70;154462.58;0.00;1706752.08;0.00;0.00;0.00;0.00;1097193.82;0.00;0.00;1313.65;0.00;0.00;0.00;196268.51;974273.21;0.00;1.56;1.05
210950;Riachão - MA;20011.0;1493471.63;0.00;252978.12;5409436.79;0.00;0.00;0.00;491730.95;884935.72;8004897.65;0.00;13277466.08;503237.54;0.00;690151.49;0.00;1097541.94;11512.00;0.00;382731.94;0.00;0.00;109758.14;0.00;193085.85;2305605.70;6100.00;0.00;0.00;1432136.88;0.00;0.00;5555816.36;0.00;0.00;0.00;1490966.72;210921.24;8748700.61;0.00;17560346.05;729710.15;0.00;1682796.54;0.00;2038240.89;0.00;0.00;421109.86;0.00;0.00;149826.33;27749.43;155499.43;3396339.56;107025.95;0.00;0.00;0.00;0.00;0.00;5492029.39;0.00;0.00;0.00;1603741.40;333541.15;8829263.67;0.00;20434853.20;704217.71;0.00;1199788.83;0.00;2279619.69;0.00;0.00;316612.70;0.00;0.00;155338.00;54645.03;601568.87;1314777.47;90335.29;0.00;0.00;1.41;1.26
420475;Cunhataí - SC;1931.0;514400.97;0.00;0.00;1422485.38;0.00;19134.57;0.00;288934.38;0.00;1769121.65;0.00;1561592.27;63417.17;62084.47;71042.11;0.00;0.00;0.00;0.00;1015217.76;0.00;0.00;0.00;0.00;0.00;1008108.99;457257.45;296719.95;0.00;572682.39;0.00;0.00;1337624.42;0.00;0.00;0.00;365246.28;0.00;2202054.79;0.00;2075908.37;62086.30;0.00;1766374.14;0.00;0.00;0.00;0.00;1338968.44;0.00;0.00;337733.77;0.00;0.00;1331584.32;162440.63;419017.74;0.00;608663.56;0.00;0.00;1637168.64;0.00;0.00;0.00;376218.06;0.00;2312927.14;0.00;1843752.03;93578.82;0.00;376810.27;0.00;0.00;0.00;0.00;1151352.10;0.00;0.00;0.00;0.00;31500.00;1186593.21;269502.28;192172.84;0.00;1.42;1.15
430066;André da Rocha - RS;1278.0;358925.11;0.00;0.00;2742210.92;0.00;5500.00;0.00;293490.20;0.00;1896953.33;101494.40;1100488.61;11084.60;0.00;83091.87;0.00;105286.32;21861.58;0.00;534204.13;0.00;0.00;0.00;704.38;0.00;1052062.34;734724.79;0.00;0.00;502755.00;0.00;0.00;3088110.24;0.00;8056.00;0.00;520680.51;0.00;2442015.88;111005.97;1392040.38;23592.02;0.00;77534.55;0.00;70807.16;7621.83;0.00;671395.80;0.00;0.00;0.00;580.64;0.00;510259.07;155248.03;0.00;0.00;543784.09;0.00;0.00;2908543.53;0.00;18650.01;0.00;429068.65;0.00;2102889.67;437036.72;1362619.55;116868.03;0.00;112202.77;0.00;84399.81;7475.00;0.00;921951.37;0.00;0.00;0.00;1611.60;0.00;494622.99;166988.23;0.00;0.00;2.77;1.07
353350;Novo Horizonte - SP;38828.0;2060261.50;0.00;0.00;10580046.27;67440.34;129164.64;0.00;4489046.31;1893821.57;16109567.64;563644.55;26686396.18;98059.90;0.00;7845610.71;0.00;0.00;2403887.68;0.00;2057250.10;0.00;0.00;520302.46;0.00;0.00;1742733.78;1181445.31;5687030.31;0.00;2153531.88;0.00;0.00;11681427.64;120707.75;130563.85;0.00;4771006.56;2603848.49;19704042.85;768482.74;34757925.65;289286.70;0.00;8516656.83;0.00;0.00;4800153.26;0.00;2226107.57;0.00;41849.34;310290.73;0.00;0.00;1242440.04;1399240.49;3181568.47;0.00;2470708.52;0.00;0.00;11782216.57;91618.82;136914.45;0.00;4947994.49;2215674.23;23460546.14;645876.87;38831503.66;443266.89;0.00;10487746.91;0.00;0.00;4421230.17;0.00;2123007.07;0.00;17860.90;265333.02;0.00;0.00;1025905.87;1886440.80;1852777.29;0.00;1.35;1.13
410570;Clevelândia - PR;17501.0;0.00;0.00;0.00;3916791.05;0.00;0.00;0.00;814489.37;0.00;6831187.36;0.00;7841923.29;25349.81;0.00;0.00;0.00;0.00;428133.03;0.00;799043.13;0.00;203800.31;0.00;0.00;0.00;4874269.37;48002.71;1496192.51;0.00;0.00;0.00;0.00;4615713.62;0.00;0.00;0.00;1164179.33;0.00;9105517.42;0.00;10026999.67;78041.84;0.00;0.00;0.00;0.00;424128.23;0.00;924242.22;0.00;320164.00;0.00;0.00;0.00;7453929.49;229761.41;1624581.74;0.00;0.00;0.00;0.00;4992648.70;0.00;0.00;0.00;1272377.18;0.00;11410896.97;0.00;10925867.62;206129.94;0.00;0.00;0.00;41775.00;535942.68;0.00;735616.08;0.00;925455.00;0.00;0.00;0.00;7352570.23;205814.94;1823829.26;0.00;1.39;1.31
430605;Cristal - RS;7659.0;626583.82;0.00;0.00;1927352.80;0.00;0.00;0.00;435878.09;1171335.38;3566580.99;0.00;3262106.26;179810.68;0.00;539510.21;0.00;51882.92;349336.30;0.00;516240.55;0.00;0.00;5488.10;0.00;0.00;383420.51;132892.02;632492.11;1208640.69;682617.30;0.00;0.00;2337920.88;0.00;300.00;0.00;622752.82;1441235.56;4311266.61;0.00;4368719.34;165859.63;0.00;700116.87;0.00;1029797.23;805646.72;0.00;879708.43;0.00;8400.00;5073.08;0.00;0.00;432521.09;330902.61;345562.44;1522949.26;727926.11;0.00;0.00;2337204.70;0.00;0.00;0.00;811246.20;1562284.56;5433417.32;0.00;4830343.75;232109.10;0.00;810706.41;29849.03;871455.96;701545.00;0.00;1239949.51;0.00;0.00;21349.48;0.00;0.00;454645.15;326550.13;301246.70;1615820.39;1.22;1.02
421795;Tigrinhos - SC;1746.0;479604.84;0.00;0.00;1674996.22;0.00;8697.65;0.00;411636.87;0.00;2244676.03;0.00;1916878.21;28000.00;0.00;136004.41;0.00;0.00;478200.00;0.00;888352.04;0.00;0.00;0.00;0.00;0.00;735247.66;233968.24;245631.86;0.00;513746.40;0.00;0.00;1741932.71;0.00;12304.34;0.00;571800.63;0.00;2521297.85;0.00;1663311.41;17533.87;0.00;387366.58;0.00;0.00;82644.48;0.00;1019381.48;0.00;0.00;0.00;0.00;0.00;1973126.19;715459.26;174065.86;0.00;563299.26;0.00;0.00;1677859.73;0.00;14764.81;0.00;588633.10;0.00;2517875.07;0.00;2084520.23;10953.50;0.00;961151.65;0.00;0.00;0.00;0.00;1005151.48;0.00;0.00;0.00;0.00;0.00;702955.63;597826.92;421784.77;0.00;1.69;1.00
313090;Inhapim - MG;24882.0;1397730.34;184849.65;0.00;5942818.39;0.00;39278.81;0.00;906622.67;0.00;8805701.86;0.00;7204240.63;99058.49;0.00;1442548.94;0.00;14570.00;0.00;0.00;444858.06;0.00;0.00;30491.72;1008.00;125368.39;1813473.37;264295.78;1300725.16;0.00;1468831.21;236441.29;0.00;6364232.19;0.00;39249.21;0.00;1324622.55;689138.81;13324876.30;394316.89;8282603.93;105597.10;43821.49;1639795.59;0.00;3213.14;0.00;0.00;1039208.70;0.00;0.00;0.00;7338.00;248283.50;1555250.20;379354.82;254351.66;0.00;1663101.45;290967.64;0.00;6160886.59;0.00;54929.39;0.00;1727356.18;677517.88;14861971.97;385480.16;8633822.83;71362.95;51362.84;2014509.49;0.00;230866.91;0.00;0.00;576192.38;0.00;0.00;0.00;0.00;127161.00;2184930.43;837344.31;339707.78;0.00;1.17;1.17
221039;São Miguel do Fidalgo - PI;2995.0;356224.16;0.00;0.00;1571386.31;0.00;0.00;0.00;525166.41;0.00;1675590.75;0.00;2695944.11;49613.73;0.00;253277.70;249753.50;0.00;0.00;0.00;21748.99;0.00;0.00;0.00;0.00;21974.67;600.00;9266.85;41792.48;0.00;421891.35;0.00;0.00;2089218.75;0.00;0.00;0.00;700015.08;0.00;1904740.08;0.00;2746089.79;63692.56;0.00;389169.48;0.00;0.00;35915.66;0.00;32321.43;0.00;0.00;0.00;0.00;0.00;0.00;269826.02;35406.44;0.00;476541.96;0.00;0.00;2349893.44;0.00;0.00;0.00;708758.45;0.00;2140717.13;0.00;3541206.12;4160.00;0.00;407010.50;65645.51;0.00;182037.67;0.00;88984.52;0.00;0.00;0.00;0.00;0.00;28556.68;10928.00;47664.15;0.00;1.31;1.06
221070;Simões - PI;14372.0;689061.34;0.00;43166.66;2447863.55;0.00;0.00;0.00;995602.45;0.00;5986036.40;219034.13;11276644.13;81131.00;0.00;1106287.72;0.00;644163.99;191561.76;0.00;144883.93;0.00;0.00;0.00;127216.15;0.00;282157.59;120452.71;0.00;0.00;756174.04;0.00;0.00;3238727.25;0.00;0.00;0.00;1348582.81;0.00;6821597.67;171335.69;13139793.15;173561.00;0.00;1183482.16;0.00;1139113.52;292356.24;0.00;20300.38;0.00;0.00;0.00;11230.00;0.00;213165.98;554988.82;0.00;0.00;840462.52;0.00;0.00;3779806.84;0.00;0.00;0.00;1410607.94;0.00;7169904.25;325929.17;13354009.68;254793.10;0.00;2758069.84;0.00;715480.72;424912.69;0.00;57771.57;0.00;0.00;0.00;12930.46;0.00;723551.14;249123.79;0.00;0.00;1.43;1.15
354560;Santa Adélia - SP;15017.0;692809.83;0.00;0.00;4274266.32;0.00;0.00;0.00;1539850.15;0.00;8821210.22;0.00;10161763.77;801855.01;0.00;4340205.26;112228.19;1658925.38;214200.00;0.00;263444.87;0.00;0.00;0.00;0.00;0.00;838740.71;530257.86;963518.35;0.00;825092.60;0.00;0.00;4718633.93;0.00;0.00;0.00;1834269.11;0.00;9619616.44;0.00;13622386.61;1336355.33;0.00;3339492.39;9663613.29;2087470.72;224000.00;0.00;266202.65;0.00;0.00;0.00;0.00;0.00;847613.83;329228.52;791709.31;0.00;711573.80;0.00;0.00;4569700.50;0.00;0.00;0.00;1779190.17;0.00;9662011.66;0.00;12767122.86;827970.54;0.00;3285148.51;8211176.59;2244858.12;0.00;0.00;238346.56;0.00;0.00;0.00;0.00;0.00;827345.99;349409.80;785209.32;0.00;2.57;1.06
260620;Goiana - PE;77945.0;4594287.62;0.00;0.00;16851243.12;0.00;0.00;0.00;2899646.50;14029720.43;30925103.56;0.00;47477598.01;1897469.46;0.00;16652764.78;0.00;145507.91;0.00;234406.31;350960.53;0.00;44064.09;46939.67;0.00;0.00;0.00;0.00;0.00;7435395.88;5954806.48;0.00;0.00;25645331.43;0.00;0.00;0.00;4388180.19;17577148.51;37304603.78;0.00;47861899.89;6235580.30;0.00;24374088.88;0.00;0.00;0.00;329643.45;0.00;0.00;0.00;511608.74;336980.53;0.00;0.00;0.00;1404.10;11890528.77;0.00;0.00;0.00;24131385.51;0.00;0.00;0.00;3497677.54;21678228.81;39753189.15;0.00;52764676.86;4987125.87;0.00;35886238.11;0.00;0.00;84790.00;428869.81;632960.71;0.00;0.00;428278.37;1000000.00;0.00;0.00;0.00;0.00;0.00;1.62;1.52
