00 - Despesas (Exceto Intraorçamentárias)
01 - Legislativa
01.031 - Ação Legislativa
01.032 - Controle Externo
01.999 - Demais Subfunções Legislativa
02 - Judiciária
02.061 - Ação Judiciária
02.062 - Defesa do Interesse Público no Processo Judiciário
02.999 - Demais Subfunções Judiciária
03 - Essencial à Justiça
03.091 - Defesa da Ordem Jurídica
03.092 - Representação Judicial e Extrajudicial
03.999 - Demais Subfunções Essencial à Justiça
04 - Administração
04.121 - Planejamento e Orçamento
04.122 - Administração Geral
04.123 - Administração Financeira
04.124 - Controle Interno
04.125 - Normatização e Fiscalização
04.126 - Tecnologia da Informação
04.127 - Ordenamento Territorial
04.128 - Formação de Recursos Humanos
04.129 - Administração de Receitas
04.130 - Administração de Concessões
04.131 - Comunicação Social
04.999 - Demais Subfunções Administração
05 - Defesa Nacional
05.151 - Defesa Área
05.152 - Defesa Naval
05.153 - Defesa Terrestre
05.999 - Demais Subfunções Defesa Nacional
06 - Segurança Pública
06.181 - Policiamento
06.182 - Defesa Civil
06.183 - Informação e Inteligência
06.999 - Demais Subfunções Segurança Pública
07 - Relações Exteriores
07.211 - Relações Diplomáticas
07.212 - Cooperação Internacional
07.999 - Demais Subfunções Relações Exteriores
08 - Assistência Social
08.241 - Assistência ao Idoso
08.242 - Assistência ao Portador de Deficiência
08.243 - Assistência à Criança e ao Adolescente
08.244 - Assistência Comunitária
08.999 - Demais Subfunções Assistência Social
09 - Previdência Social
09.271 - Previdência Básica
09.272 - Previdência do Regime Estatutário
09.273 - Previdência Complementar
09.274 - Previdência Especial
09.999 - Demais Subfunções Previdência Social
10 - Saúde
10.301 - Atenção Básica
10.302 - Assistência Hospitalar e Ambulatorial
10.303 - Suporte Profilático e Terapêutico
10.304 - Vigilância Sanitária
10.305 - Vigilância Epidemiológica
10.306 - Alimentação e Nutrição
10.999 - Demais Subfunções Saúde
11 - Trabalho
11.331 - Proteção e Benefícios ao Trabalhador
11.332 - Relações de Trabalho
11.333 - Empregabilidade
11.334 - Fomento ao Trabalho
11.999 - Demais Subfunções Trabalho
12 - Educação
12.361 - Ensino Fundamental
12.362 - Ensino Médio
12.363 - Ensino Profissional
12.364 - Ensino Superior
12.365 - Educação Infantil
12.366 - Educação de Jovens e Adultos
12.367 - Educação Especial
12.368 - Educação Básica
12.999 - Demais Subfunções Educação
13 - Cultura
13.391 - Patrimônio Histórico, Artístico e Arqueológico
13.392 - Difusão Cultural
13.999 - Demais Subfunções Cultura
14 - Direitos da Cidadania
14.421 - Custódia e Reintegração Social
14.422 - Direitos Individuais, Coletivos e Difusos
14.423 - Assistência aos Povos Indígenas
14.999 - Demais Subfunções Direitos da Cidadania
15 - Urbanismo
15.451 - Infra-Estrutura Urbana
15.451 - Infraestrutura Urbana
15.452 - Serviços Urbanos
15.453 - Transportes Coletivos Urbanos
15.999 - Demais Subfunções Urbanismo
16 - Habitação
16.481 - Habitação Rural
16.482 - Habitação Urbana
16.999 - Demais Subfunções Habitação
17 - Saneamento
17.511 - Saneamento Básico Rural
17.512 - Saneamento Básico Urbano
17.999 - Demais Subfunções Saneamento
18 - Gestão Ambiental
18.541 - Preservação e Conservação Ambiental
18.542 - Controle Ambiental
18.543 - Recuperação de Áreas Degradadas
18.544 - Recursos Hídricos
18.545 - Meteorologia
18.999 - Demais Subfunções Gestão Ambiental
19 - Ciência e Tecnologia
19.571 - Desenvolvimento Científico
19.572 - Desenvolvimento Tecnológico e Engenharia
19.573 - Difusão do Conhecimento Científico e Tecnológico
19.999 - Demais Subfunções Ciência e Tecnologia
20 - Agricultura
20.601 - Promoção da Produção Vegetal
20.602 - Promoção da Produção Animal
20.603 - Defesa Sanitária Vegetal
20.604 - Defesa Sanitária Animal
20.605 - Abastecimento
20.606 - Extensão Rural
20.607 - Irrigação
20.608 - Promoção da Produção Agropecuária
20.609 - Defesa Agropecuária
20.999 - Demais Subfunções Agricultura
21 - Organização Agrária
21.631 - Reforma Agrária
21.632 - Colonização
21.999 - Demais Subfunções Organização Agrária
22 - Indústria
22.661 - Promoção Industrial
22.662 - Produção Industrial
22.663 - Mineração
22.664 - Propriedade Industrial
22.665 - Normalização e Qualidade
22.999 - Demais Subfunções Indústria
23 - Comércio e Serviços
23.691 - Promoção Comercial
23.692 - Comercialização
23.693 - Comércio Exterior
23.694 - Serviços Financeiros
23.695 - Turismo
23.999 - Demais Subfunções Comércio e Serviços
24 - Comunicações
24.721 - Comunicações Postais
24.722 - Telecomunicações
24.999 - Demais Subfunções Comunicações
25 - Energia
25.751 - Conservação de Energia
25.752 - Energia Elétrica
25.753 - Combustíveis Minerais
25.753 - Petróleo
25.754 - Biocombustíveis
25.999 - Demais Subfunções Energia
26 - Transporte
26.781 - Transporte Aéreo
26.781 - Transporte Áreo
26.782 - Transporte Rodoviário
26.783 - Transporte Ferroviário
26.784 - Transporte Hidroviário
26.785 - Transportes Especiais
26.999 - Demais Subfunções Transporte
27 - Desporto e Lazer
27.811 - Desporto de Rendimento
27.812 - Desporto Comunitário
27.813 - Lazer
27.999 - Demais Subfunções Desporto e Lazer
28 - Encargos Especiais
28.841 - Refinanciamento da Dívida Interna
28.842 - Refinanciamento da Dívida Externa
28.843 - Serviço da Dívida Interna
28.844 - Serviço da Dívida Externa
28.845 - Outras Transferências
28.845 - Transferências
28.846 - Outros Encargos Especiais
28.847 - Transferências para a Educação Básica
28.999 - Demais Subfunções Encargos Especiais
29 - Despesas (Intraorçamentárias)
