##Cod.IBGE;UF;Instituição;População;01 - Legislativa;02 - Judiciária;03 - Essencial à Justiça;04 - Administração;05 - Defesa Nacional;06 - Segurança Pública;07 - Relações Exteriores;08 - Assistência Social;09 - Previdência Social;10 - Saúde;11 - Trabalho;12 - Educação;13 - Cultura;14 - Direitos da Cidadania;15 - Urbanismo;16 - Habitação;17 - Saneamento;18 - Gestão Ambiental;19 - Ciência e Tecnologia;20 - Agricultura;21 - Organização Agrária;22 - Indústria;23 - Comércio e Serviços;24 - Comunicações;25 - Energia;26 - Transporte;27 - Desporto e Lazer;28 - Encargos Especiais;Despesas (Intraorçamentárias)
260730;PE;Ipubi;29338;1488537.20;0;168309.06;3403845.55;0;0;0;2080426.62;6460015.89;14954996.08;0;23402787.87;1127973.00;0;4441577.84;0;0;0;0;2003816.60;0;0;0;0;0;839265.38;137410.15;0;0
250080;PB;Araçagi;17186;990269.51;0;0;4392738.63;0;0;0;871332.48;0;7829811.46;4900.00;12187900.01;202097.93;0;14700.00;60000.00;0;200439.81;0;375923.42;0;0;0;35518.00;0;73636.00;188353.33;2005748.04;0
221130;PI;Valença do Piauí;20555;1132209.77;0;0;5133036.57;0;0;0;1142519.90;0;8220810.83;58628.09;13665427.30;623553.15;0;2759262.06;0;106383.42;123990.67;0;439728.82;0;0;0;0;0;71008.00;318412.38;92103.86;0
320140;ES;Castelo;37582;2611892.91;854337.10;0;10592980.63;0;1954.00;0;3218849.40;1673998.96;20016478.63;0;27085365.66;273562.11;16037.76;6226835.43;68018.67;0;601074.57;0;2336028.34;0;0;543054.65;61760.97;1402636.03;783267.88;1105428.08;1652985.17;0
280600;SE;Ribeirópolis;18218;1419221.25;404736.11;0;5531687.80;0;0;0;1489135.81;0;9062597.94;0;12764887.84;0;0;3160033.76;0;0;0;0;566557.54;0;0;369606.09;0;0;538820.48;845851.67;0;0
330450;RJ;Rio das Flores;8838;1761546.63;0;0;4563157.13;0;0;0;1246005.97;454840.27;11835591.59;0;11660742.03;579617.08;0;4774077.24;453716.95;991367.12;838445.09;0;0;0;0;191419.62;0;0;0;341165.54;423055.95;0
312300;MG;Dores de Campos;9882;595751.82;84682.73;0;1357447.78;0;31546.99;0;479430.26;658321.26;4759364.46;107789.97;6504727.93;136083.81;0;2367770.93;0;352030.16;284973.77;42.00;66596.61;0;0;226174.12;26854.87;653220.86;228315.44;146384.88;635966.60;0
430222;RS;Boa Vista do Cadeado;2522;639076.41;0;0;2567315.63;0;85402.21;0;721343.14;0;3697132.83;0;3380133.35;86274.39;0;610778.56;10603.20;201739.45;341302.89;0;1022460.65;0;0;156055.87;0;0;871615.12;116706.80;381685.01;0
220273;PI;Coivaras;3916;439369.11;0;0;3054116.62;0;0;0;397507.34;0;2166977.04;0;4115658.95;68751.35;0;5830.17;0;1696.00;1790.37;0;50996.22;0;0;0;3000.00;6155.00;153184.60;9552.26;96367.00;0
500350;MS;Douradina;5670;871576.73;0;0;5138515.13;0;0;0;891762.34;1319309.86;3798183.08;0;4486899.25;165770.00;7374.00;1113963.91;8668.00;0;149069.74;0;21055.21;0;0;0;0;0;982451.53;58413.44;0;0
293360;BA;Xique-Xique;48210;2501120.18;0;0;9834182.39;0;50000.00;0;3410662.13;0;17189428.23;0;46002794.95;1235467.00;0;4362315.39;0;1606363.24;2792459.51;0;196115.11;0;0;8798.00;0;1523256.65;0;210018.70;1402542.63;0
311995;MG;Córrego Fundo;6159;0;0;0;4531320.48;0;16997.04;0;482212.75;0;4472882.48;0;4029399.75;42179.96;0;1217642.11;0;1075771.58;126459.92;34290.36;60325.36;0;0;1894.51;5900.25;253667.28;0;62515.51;369107.09;0
320150;ES;Colatina;121670;5387881.51;0;0;35969866.07;0;26721.60;0;7114755.76;0;82340879.44;0;81584856.80;1356095.19;162608.27;26418822.54;1919920.84;36030562.07;1369544.87;0;1299523.78;0;0;78610.02;0;0;6124657.14;611741.75;15029110.61;0
210120;MA;Bacabal;102265;3100074.07;391462.96;0;26077939.90;0;254423.50;0;4481944.71;0;58826996.51;395349.69;71324684.33;704028.02;0;9390007.29;0;0;235914.43;0;28708.89;0;0;0;0;2199824.00;1882075.06;771758.80;4610815.69;0
431750;RS;Santo Ângelo;78908;5255532.55;0;0;15884212.13;0;1037933.14;0;20480214.99;18159463.99;22869858.52;0;16432476.64;1771218.49;241432.28;11241210.74;874707.19;0;2642866.57;0;1374549.43;0;0;2697078.26;0;0;2527108.80;1140289.03;9225925.39;13138657.06
522028;GO;São Patrício;2058;720560.30;0;0;2131812.78;0;39356.02;0;654447.38;605974.43;2436308.82;0;1572610.29;324100.66;0;975636.39;497299.76;0;121399.74;0;341046.12;0;0;0;0;0;80250.40;90436.19;429724.15;0
350390;SP;Arujá;82651;10900401.62;0;0;48233039.60;0;3921689.71;0;13082498.40;0;49826017.98;0;72031654.81;2180578.59;0;15304618.54;0;0;0;0;0;0;0;0;0;1475560.30;0;2697982.38;3947553.96;0
421145;SC;Nova Itaberaba;4338;694120.68;0;0;1891508.09;0;20073.47;0;690761.52;0;3343979.56;0;3669792.52;84392.96;0;1795763.31;0;0;0;0;1104959.85;0;0;0;0;0;1330011.04;241262.32;398475.24;0
260750;PE;Itaíba;26462;1547075.63;0;0;9001781.34;0;0;0;1136376.98;4631190.35;8495247.59;0;23725325.71;237832.26;0;1893931.84;0;141366.37;11268.40;0;0;0;0;0;0;0;109616.64;62426.46;2070259.07;0
315130;MG;Piraúba;11112;707854.64;0;0;2964100.33;0;0;0;716552.33;0;4191392.01;0;5889572.60;358798.76;0;2341614.06;0;0;0;0;631039.81;0;0;0;0;0;0;250086.97;517270.91;0
431308;RS;Nova Pádua;2551;344343.40;0;0;2140559.03;0;15000.00;0;101991.96;451450.99;2194247.40;0;1881534.33;120516.53;0;10398.22;3112.45;0;302331.99;0;490098.60;0;0;282702.50;0;229252.16;2819004.96;90043.49;232858.88;0
430510;RS;Caxias do Sul;470223;20922635.64;0;6088579.55;107355848.32;0;19292985.13;0;47264709.57;166944975.89;414724010.08;1019442.12;280238598.13;18653489.80;205868.06;134088474.80;9232810.10;154239279.26;28253642.13;52343.84;7268446.38;0;0;4642622.31;0;0;14293950.42;13137456.69;84467236.70;153279862.13
510030;MT;Alto Araguaia;17168;2515573.26;0;0;12796637.15;0;0;0;3844460.25;1953832.18;18281432.08;0;13775520.95;700043.50;0;5292748.57;221716.73;2447085.39;0;0;42592.00;0;50300.97;438118.70;0;934961.86;4128885.87;1378338.91;1801191.29;3185162.32
170600;TO;Couto Magalhães;5370;570200.10;0;0;1687504.82;0;0;0;529677.95;0;2506335.75;75862.79;5396722.76;158177.94;0;293422.79;0;0;258448.20;0;834932.83;0;0;84502.97;64729.88;0;791330.15;31149.07;61742.31;0
420850;SC;Ituporanga;23777;1633325.34;0;159338.81;5196059.04;0;829554.21;0;1779516.23;0;12109730.59;0;16653224.65;116665.46;0;6354748.51;0;82757.24;28024.66;0;1423338.97;0;0;844644.29;0;0;2652593.65;354927.60;1409032.75;0
420768;SC;Ipuaçu;7193;951601.93;0;0;2287330.57;0;61732.41;0;1283821.13;0;4360127.00;0;4948062.29;37219.33;0;544777.17;32851.85;0;0;0;1099903.34;0;130907.14;0;0;0;1647928.73;40276.19;845486.21;0
411750;PR;Paiçandu;38846;0;0;0;9845957.27;0;0;0;1732134.94;0;15952514.03;0;23118017.11;844751.17;0;17274428.79;0;0;483860.45;0;228699.82;0;0;0;0;0;0;625793.76;0;0
210235;MA;Buritirana;15055;801847.84;0;0;3814089.50;0;0;0;1041955.08;0;5218941.56;0;13990126.36;217558.38;0;0;0;217844.65;628069.59;0;0;0;0;3298.34;0;820848.05;337381.86;91614.86;651016.79;0
230700;CE;Jaguaruana;33324;2044969.02;0;0;3794712.80;0;0;0;2474789.25;4470344.19;13785928.69;0;20408891.46;1115948.46;6000.00;7866089.29;0;265038.80;181617.93;0;941191.81;0;0;0;0;0;0;1563234.53;1486893.13;1615554.28
250150;PB;Bananeiras;21276;1242631.29;75000.00;0;3555834.20;0;0;0;1166747.97;2645970.23;11337449.77;28500.00;14933022.28;909008.63;0;3641056.05;0;0;0;0;579841.09;0;0;1211589.47;0;0;66910.00;81568.99;999623.33;1620503.83
521060;GO;Itaguaru;5504;588633.83;525.00;149607.37;3896084.24;0;124482.86;0;676486.31;1438684.95;1763798.73;0;2705653.42;3560.03;0;1755931.39;0;0;0;0;0;0;81074.41;0;0;0;0;321154.43;358995.44;0
320320;ES;Linhares;160765;14663153.54;2447573.77;0;30772255.72;0;1409873.94;0;18356812.06;28062940.57;138134429.44;0;141189232.85;1267113.83;8824153.13;84773654.68;249480.00;20382395.15;2420207.44;0;5103164.88;0;0;5462575.59;3400923.61;0;0;5288844.56;16390790.06;29229666.21
420915;SC;José Boiteux;4850;627911.09;0;0;2372551.59;0;33756.64;0;721722.71;0;3561134.65;0;5357123.18;0;46900.60;0;0;115127.48;0;0;527774.15;0;0;0;0;167360.54;2296820.87;84509.56;0;0
250890;PB;Mamanguape;44030;2164805.80;0;0;8302454.79;0;0;0;3040382.17;0;17776717.21;503202.44;23344657.31;107722.50;297378.89;5028837.78;67806.67;0;176976.39;0;578517.80;0;0;443661.62;0;0;311343.03;202312.50;0;0
291465;BA;Itabela;30852;1984790.90;0;0;5394990.97;0;0;0;2260715.48;2798319.53;13771184.50;0;24004779.34;393266.37;0;2401256.92;0;3636579.52;140336.89;0;231552.68;0;0;0;0;0;0;56554.02;1180238.81;0
432380;RS;Xangri-lá;13951;2908314.93;0;0;21244079.32;0;48000.00;0;1989107.33;564722.06;18900624.52;0;25446651.04;0;0;10701523.18;0;0;83500.00;0;0;0;0;0;0;0;0;1157561.38;1946217.92;5211600.37
251630;PB;Sumé;16691;1115311.20;0;0;1578031.27;0;0;0;1093453.21;0;13338323.00;0;12535950.40;344920.89;0;3749106.63;0;21161.82;0;0;880858.07;0;0;0;0;0;221964.00;180000.39;578283.15;0
311910;MG;Corinto;24457;1797540.90;176640.70;0;5074737.99;0;68944.89;0;1174129.57;0;10728457.58;55790.40;12831724.69;278536.13;0;3608391.36;0;0;160167.41;41440.54;178988.17;0;0;491900.51;0;5535.28;1010174.54;438420.71;1248313.77;0
293280;BA;Utinga;19490;1278719.46;0;0;2731678.55;0;0;0;944667.57;0;9053780.71;0;14683138.72;604580.30;0;3358249.35;0;149440.88;119164.73;0;866988.44;0;0;0;0;0;71887.64;29659.37;479242.23;0
520880;GO;Goianira;38607;2666636.41;258.00;0;6328806.12;0;291370.46;0;2535985.63;4857008.75;16236467.96;0;29793649.73;3935.78;0;7952034.06;242516.83;0;922170.84;0;87395.31;0;0;0;155239.32;0;4235790.38;650210.45;3835841.72;0
310925;MG;Bugre;4128;478086.65;20059.67;0;3318214.30;0;28013.08;0;565715.22;408481.21;2704719.63;0;1917471.63;69492.29;0;950874.73;0;96375.71;0;0;372452.94;0;0;0;0;0;344668.63;30906.31;0;0
320465;ES;São Domingos do Norte;8652;925455.84;0;10322.53;4640994.49;0;0;0;1473181.24;1035904.15;5624534.99;0;9045559.16;113703.78;0;1532269.55;0;343822.67;221691.17;0;1821209.94;0;1699061.80;11213.79;23767.46;0;501429.35;187566.67;493261.78;0
310130;MG;Alagoa;2764;330430.78;1000029.35;0;1213412.68;0;13701.26;0;417285.73;1721866.26;3622897.15;0;2288678.70;85220.66;0;183676.75;0;63094.50;0;0;217990.37;0;0;114386.56;0;0;980630.51;111030.60;209459.78;0
410725;PR;Douradina;8120;0;0;0;2365444.14;0;0;0;870305.94;0;5805798.33;0;5726841.44;106422.14;0;1096678.72;0;0;175655.77;0;1050791.68;0;0;0;0;767230.82;549457.57;134387.99;838900.87;0
351050;SP;Caraguatatuba;111524;11315369.05;0;0;151058198.42;0;216376.89;0;8287012.61;10559595.50;36609505.94;0;137332467.53;5345691.19;0;90878051.77;899149.79;0;231029.95;0;0;0;0;7500212.58;0;0;0;5963889.12;3156702.39;0
211125;MA;São José dos Basílios;7501;0;0;0;3461797.27;0;0;0;646739.31;0;3905598.26;0;6594196.10;70000.00;0;502430.00;0;0;149370.60;0;0;0;0;0;0;76429.94;1600.00;152855.92;70822.78;0
350480;SP;Bálsamo;8703;618722.48;0;0;2523776.07;0;0;0;967733.11;192707.71;4638939.74;342918.45;5664988.01;79349.17;0;3187768.56;0;740319.29;0;0;15460.47;0;0;0;0;0;356695.06;268545.48;287305.08;0
355420;SP;Tejupá;4788;819144.39;0;0;2610155.27;0;0;0;1354752.76;0;3176084.46;0;5599337.19;950.39;0;676394.24;0;348247.17;0;0;108301.03;0;0;0;0;0;943916.91;173306.68;1358037.97;0
292750;BA;Santa Bárbara;20635;1239932.88;0;0;4095132.91;0;0;0;1194063.40;0;6188271.77;0;13314328.38;717726.84;0;3498558.13;0;0;1797.00;0;238530.74;0;0;0;0;605385.01;96432.48;83231.81;174301.45;0
352590;SP;Jundiaí;397965;25816797.47;0;893190.09;101628031.94;0;38852852.40;0;39752907.26;137257083.51;422502985.47;420546.82;392318067.20;14439743.86;878520.40;242774020.93;12179693.81;17461209.78;10829146.93;196562.78;6738467.06;0;0;2451711.91;14159608.51;0;0;28135087.51;45132237.19;70086941.30
220327;PI;Curral Novo do Piauí;5059;433500.77;0;0;3152449.35;0;10118.11;0;713694.24;0;2258930.40;0;5304905.05;40191.40;0;968526.24;0;15315.45;0;0;101807.24;0;0;0;0;0;51462.50;50861.03;0;0
316165;MG;São Geraldo do Baixio;3788;505629.38;75140.00;0;1211903.37;0;18513.83;0;511868.55;510107.48;2916636.66;115032.33;2219841.23;247828.88;0;1318064.60;0;261948.27;0;0;77743.42;0;0;0;0;251019.79;1445962.74;16523.88;116353.22;0
352710;SP;Lins;75612;5834723.12;0;0;31210693.91;0;972379.25;0;7284742.97;2911348.78;44837541.95;0;40991956.40;2168131.87;36607.67;24369064.99;275474.89;0;261449.01;0;3023863.23;0;0;0;0;0;2911582.07;4902666.98;2103777.71;0
316570;MG;Senador Firmino;7650;610729.74;201286.93;0;989276.90;0;11500.10;0;492596.06;395039.39;3519806.35;0;5365484.00;492911.64;0;1311336.45;0;3564063.32;1360.80;0;843140.01;0;0;0;2828.61;0;461097.78;242229.12;648193.09;0
221020;PI;São José do Piauí;6615;456000.00;0;0;2013074.91;0;0;0;625019.29;316197.42;2543641.15;87436.36;4129052.21;195063.81;0;315460.32;0;67102.99;7490.00;0;77894.34;0;0;0;24800.00;172264.60;67976.00;112814.97;0;0
412650;PR;Sertanópolis;16315;1085603.51;0;0;5646074.94;0;0;0;1572136.83;817117.08;10786426.96;0;10013019.29;444363.70;0;4125264.43;0;2924206.12;81011.30;0;224016.61;0;56920.98;0;0;0;1949190.85;834476.84;1944964.85;0
280220;SE;Feira Nova;5551;0;250091.82;0;3148736.98;0;0;0;520039.52;0;2774242.85;0;5116583.60;35902.00;0;791836.92;0;0;0;0;156482.98;0;0;0;0;0;0;1600.00;227510.25;0
250905;PB;Marcação;8241;586173.45;0;0;1783384.61;0;0;0;578180.79;77466.20;2874334.07;170053.06;7386549.30;91290.00;49226.82;1664487.16;0;0;62165.87;0;88439.98;0;0;0;341349.61;0;0;45578.50;0;0
510558;MT;Marcelândia;11090;1199573.02;164024.62;0;3054972.88;0;0;0;1345022.47;1496045.81;7081384.92;321433.45;8164410.15;0;10070.58;367200.21;0;0;818442.49;0;262649.97;0;0;0;0;151746.08;4768732.82;197860.30;553400.62;0
290330;BA;Barro Preto;6627;0;39000.00;0;4097301.17;0;0;0;636662.27;0;3157517.02;0;8062554.18;900.00;0;111955.78;0;96417.78;0;0;0;0;0;0;0;0;6736.30;2733.91;440076.73;0
290135;BA;Andorinha;14862;1310369.56;213912.40;0;4105584.34;0;0;0;1168755.99;0;6757966.83;0;18583577.93;1138881.80;0;4135862.29;0;0;30362.55;0;567646.54;0;0;0;0;0;643496.02;12485.00;341989.70;0
311580;MG;Centralina;10593;0;699770.18;0;3305255.00;0;0;0;1604926.19;147360.51;8740795.44;0;4692670.50;96451.60;0;3393452.16;0;0;299393.84;0;587804.08;0;0;217213.00;0;0;0;992740.58;130272.51;0
316447;MG;São Sebastião do Anta;6215;636720.43;0;0;2097189.85;0;16934.27;0;647979.13;0;3231030.22;133369.94;5639721.02;0;0;1766389.58;0;142292.12;0;0;594752.56;0;0;0;0;116479.44;533864.83;222839.28;329645.41;0
521950;GO;Santa Rosa de Goiás;2772;650958.64;0;0;1786816.62;0;40720.80;0;539152.77;1136676.05;3253626.39;33405.51;2703357.10;498962.64;0;897878.64;80000.00;0;0;0;167635.15;0;0;0;0;0;4025.46;118471.84;171700.94;0
280750;SE;Tomar do Geru;13196;916595.99;177892.22;0;5205571.18;0;4159.98;0;1662070.10;0;5970441.91;0;16907685.79;4300.00;0;2878456.27;0;0;0;0;497696.33;0;0;0;0;0;44340.00;0;0;0
430920;RS;Gravataí;270689;16680408.93;0;0;53501024.27;0;8984288.62;0;18445764.77;34191700.08;157158913.47;1151298.64;157390224.11;1983975.35;486.53;54287925.47;1861468.22;3676114.24;3627750.93;0;2349811.10;0;0;1727124.45;2754464.32;0;4495202.47;1324799.66;25653173.48;34198804.72
231160;CE;Redenção;27182;1559578.27;0;0;6307314.89;0;0;0;2318347.52;5915206.64;14989192.62;0;20507563.37;292296.23;0;1775203.58;0;59066.63;350505.58;0;408801.50;0;188505.75;0;15950.00;0;176151.30;123258.52;1752068.75;2509635.60
352280;SP;Itaporanga;15090;1208701.08;0;0;6854316.07;0;0;0;2108074.64;0;9652927.31;0;9473738.54;367912.84;0;944840.98;172711.10;0;1276.11;0;518546.73;0;0;0;22658.60;0;340577.41;241551.13;334263.21;0
170380;TO;Buriti do Tocantins;10681;0;0;0;1897845.58;0;25405.70;0;769110.84;160399.69;3744749.56;0;4750062.56;6000.00;0;691154.68;0;110083.52;0;0;127578.60;0;0;602819.64;431.80;0;123320.31;41137.84;22358.78;0
315645;MG;Rosário da Limeira;4495;655834.50;0;0;1944447.49;0;0;0;645909.44;460827.54;3176602.47;1256.00;3950718.38;50189.05;0;1167110.30;0;82815.33;223269.10;0;360227.31;0;0;63051.81;900.00;0;306857.25;24133.35;0;628562.25
314225;MG;Miravânia;4803;610669.34;104121.64;0;1796373.73;26661.34;14957.50;0;525152.10;0;3239674.29;0;4016187.17;698723.14;0;843693.30;0;488798.28;77200.67;0;254393.31;0;0;0;0;10663.42;523857.14;42979.25;153404.56;0
410990;PR;Icaraíma;8723;0;329462.99;0;3971331.82;0;0;0;929779.33;0;6814890.17;0;4567294.04;26630.52;0;3555371.44;0;33477.37;195275.72;0;460205.12;0;251599.03;0;0;0;887227.60;48256.28;915703.83;0
352044;SP;Ilha Solteira;26242;3461158.75;0;0;9036003.68;0;3715206.01;0;4435739.49;6712273.61;22518924.03;0;29416226.58;1649015.41;0;8887105.94;1745870.01;5456004.55;268871.36;0;1389609.77;0;307661.91;3443198.54;0;0;2014629.65;1228945.61;1328278.49;5872422.79
270260;AL;Feira Grande;22406;1241828.32;0;0;5348125.08;0;0;0;1976969.03;0;9070641.84;0;20866089.01;917559.79;0;7059763.80;0;0;333763.50;0;2404048.51;0;0;0;0;0;439205.76;103340.68;1092565.30;0
421520;SC;Romelândia;5320;566502.41;0;0;1921396.38;0;53372.61;0;723947.37;0;3889649.55;0;2989422.67;50555.47;0;624184.13;0;0;0;0;971806.44;0;154007.25;28064.38;0;0;963757.33;147824.07;544942.49;0
355670;SP;Vinhedo;71217;6731535.00;0;1660036.88;30670808.67;0;15703780.63;0;11081152.20;0;87968005.02;0;109262357.04;6651734.77;870005.45;43535148.81;779404.73;25472387.79;1354706.81;0;0;0;0;878068.55;0;0;0;7585599.93;10966742.45;0
160080;AP;Vitória do Jari;14045;0;0;0;5073672.97;0;0;0;1198503.22;0;3830414.01;0;13165740.09;303307.72;0;243236.33;0;0;96232.00;0;180942.80;0;0;0;0;0;0;1790.00;0;0
210125;MA;Bacabeira;16276;2051373.41;0;259200.00;6398354.24;0;405599.77;0;2279917.33;0;8116786.52;0;18231028.24;1479673.31;0;4496938.34;0;561181.03;0;0;669919.67;0;22863.00;0;928391.42;1058979.70;354421.34;485071.91;0;0
317140;MG;Vieiras;3777;628904.18;192264.25;0;1655823.62;11268.39;34348.98;0;329582.04;0;2332894.57;0;2876319.79;157174.01;0;1219618.19;733.78;52874.74;61784.04;0;840149.52;0;0;129708.01;6934.40;0;570149.75;49325.10;0;0
350300;SP;Aramina;5451;699713.24;0;0;2662333.85;0;0;0;980950.57;505076.11;4709165.66;0;5249213.82;0;0;4221984.28;0;273700.78;6399.48;0;100944.72;0;0;561159.36;0;0;492100.69;206209.46;220655.26;0
412800;PR;Ubiratã;21916;0;0;0;4881971.29;0;11104.57;0;3161948.02;3816476.77;11643469.22;9838.28;13150481.41;165944.53;0;9836095.07;59436.52;11648.25;789596.54;0;0;0;377041.34;0;0;0;3471636.84;1665284.96;2347720.62;0
240040;RN;Água Nova;3183;524892.79;0;0;2780754.98;0;0;0;593864.25;0;2818224.18;0;3766684.57;14790.00;0;1215040.85;0;0;0;0;282123.82;0;0;0;0;0;0;595575.42;579959.21;0
220940;PI;Santo Antônio de Lisboa;6215;495153.96;0;0;2068074.10;0;1056.00;0;614945.21;200776.32;2659996.75;9224.61;3839947.96;103100.50;0;192032.00;5125.00;790935.60;26340.00;0;81233.50;0;0;0;82875.02;121105.06;0;138455.03;0;0
314537;MG;Novorizonte;5226;634670.19;136371.59;0;1557192.92;22808.66;0;0;587587.93;0;2998283.65;0;3955166.77;227825.79;0;1386954.69;0;549851.81;0;0;243827.09;0;0;0;14235.60;0;411766.70;195533.66;713082.81;0
354090;SP;Pradópolis;19450;1707104.15;305704.28;0;4528407.72;0;168865.10;0;2492806.67;120364.69;11153104.19;0;23236093.16;134988.19;14681.49;2735282.86;0;1582868.49;128795.75;0;0;0;0;0;298965.60;1166273.89;1135462.23;2134124.64;1790089.13;0
260560;PE;Flores;22599;1440330.05;242914.95;0;3939465.04;0;0;0;1436812.17;3024908.85;8708611.23;0;16120444.94;672811.91;0;1161775.46;0;30306.25;1871931.37;0;713706.55;0;0;68449.33;0;598.00;0;127247.90;0;0
431842;RS;São João da Urtiga;4846;556401.28;0;0;3073586.59;0;0;0;434610.08;0;2646130.77;0;2623087.40;5973.21;0;1706394.67;0;0;0;0;867038.55;0;107242.09;0;0;0;1630565.15;0;0;964731.67
130290;AM;Maués;58834;0;0;246048.37;14180957.76;0;10560.52;0;4186698.06;3512274.49;22847875.43;148815.80;49939051.72;3357087.61;0;70903.84;0;2820202.18;679449.34;0;1969035.12;0;0;0;0;0;176311.64;667690.85;1978317.63;1511.20
171190;TO;Lagoa da Confusão;11859;1098544.16;21489.00;0;5118591.24;0;25762.33;0;1218587.25;0;4792752.81;160960.27;7212991.11;5000.00;0;366816.67;0;127500.00;1959639.45;0;46153.13;0;0;34756.42;7050.00;307724.87;285692.32;228043.18;125.13;0
510455;MT;Itaúba;4124;870280.00;191250.00;0;2769101.23;0;0;0;1075111.97;364203.96;4876146.93;216908.36;5345471.07;23759.52;0;988.86;0;443782.91;0;0;746260.03;0;19252.00;0;0;97915.64;2422995.42;341661.13;316878.64;0
260345;PE;Camaragibe;152840;7360602.83;1684447.04;0;38043050.37;0;0;0;2859199.06;7226981.96;80255673.15;408570.69;45420774.46;1627852.04;0;24452462.02;0;635861.71;0;0;1903225.21;0;0;0;0;0;660016.85;1797796.50;5631246.24;0
312400;MG;Ervália;18789;0;66393.21;0;5316539.99;0;73172.24;0;1427089.07;214801.21;10585376.11;0;7211351.79;291862.15;0;5504469.21;0;561509.97;281.02;0;750389.24;0;0;16880.36;14036.11;675184.98;249966.88;70320.02;0;0
520050;GO;Aloândia;2084;602868.94;16173.21;0;2327389.22;30112.66;0;0;815406.43;578593.88;2784295.40;0;1101475.03;1951.00;0;733019.90;0;12000.00;8555.00;0;0;0;0;0;0;0;458100.31;76977.58;11036.82;0
