110029;"RO";"SANTA LUZIA D'OESTE";9264,00;R$ 463586,62;R$ 0,00;R$ 0,00;R$ 2742268,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 185289,76;R$ 100963,35;R$ 2462460,04;R$ 173178,05;R$ 2158562,48;R$ 169996,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 177863,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 619338,86;R$ 0,00;R$ 0,00
110030;"RO";"VILHENA";66751,00;R$ 2938633,84;R$ 0,00;R$ 0,00;R$ 21435806,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1355417,63;R$ 323824,11;R$ 21003970,56;R$ 0,00;R$ 18075127,97;R$ 164354,69;R$ 0,00;R$ 1380871,35;R$ 0,00;R$ 163150,55;R$ 13653,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10000,00;R$ 0,00;R$ 0,00;R$ 567062,49;R$ 2134544,54;R$ 586856,95;R$ 3782612,05
110032;"RO";"SAO MIGUEL DO GUAPORE";22622,00;R$ 806065,03;R$ 0,00;R$ 0,00;R$ 3075941,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 659734,53;R$ 0,00;R$ 5049185,78;R$ 0,00;R$ 7406540,42;R$ 51068,78;R$ 0,00;R$ 943568,65;R$ 7368,71;R$ 0,00;R$ 26974,25;R$ 0,00;R$ 884899,13;R$ 0,00;R$ 0,00;R$ 19212,75;R$ 0,00;R$ 0,00;R$ 1354925,47;R$ 195268,43;R$ 0,00
110033;"RO";"NOVA MAMORE";21162,00;R$ 734772,93;R$ 2909,19;R$ 0,00;R$ 4257015,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 590485,86;R$ 0,00;R$ 3738927,06;R$ 0,00;R$ 6753404,58;R$ 11453,99;R$ 0,00;R$ 1663724,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 177221,84;R$ 0,00;R$ 0,00;R$ 77501,21;R$ 0,00;R$ 1638,00;R$ 1685534,43;R$ 150744,42;R$ 0,00
110034;"RO";"ALVORADA D'OESTE";16485,00;R$ 587705,52;R$ 0,00;R$ 0,00;R$ 2860478,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 634050,03;R$ 479508,43;R$ 3289909,63;R$ 0,00;R$ 5642702,20;R$ 9145,20;R$ 0,00;R$ 2919268,38;R$ 0,00;R$ 369746,53;R$ 0,00;R$ 0,00;R$ 170819,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65201,94;R$ 2159516,31;R$ 13266,80;R$ 0,00
110037;"RO";"ALTO ALEGRE DOS PARECIS";11615,00;R$ 536400,00;R$ 0,00;R$ 0,00;R$ 1726541,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 308959,83;R$ 0,00;R$ 2533681,41;R$ 0,00;R$ 4928255,86;R$ 2485,12;R$ 0,00;R$ 1923177,74;R$ 0,00;R$ 0,00;R$ 16275,91;R$ 0,00;R$ 294589,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 470434,66;R$ 255772,68;R$ 90849,62
110040;"RO";"ALTO PARAISO";16676,00;R$ 568000,00;R$ 0,00;R$ 0,00;R$ 6151744,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 478667,62;R$ 0,00;R$ 927500,48;R$ 0,00;R$ 5598693,83;R$ 0,00;R$ 0,00;R$ 1233771,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 203955,71;R$ 0,00
110045;"RO";"BURITIS";33072,00;R$ 1020515,33;R$ 0,00;R$ 0,00;R$ 4486434,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 434067,89;R$ 391333,50;R$ 3982853,08;R$ 0,00;R$ 11281025,85;R$ 33419,70;R$ 0,00;R$ 2590543,08;R$ 0,00;R$ 0,00;R$ 106,53;R$ 0,00;R$ 237059,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 431523,89;R$ 1471144,17;R$ 128914,85;R$ 358388,75
110050;"RO";"NOVO HORIZONTE DO OESTE";9648,00;R$ 471593,10;R$ 0,00;R$ 0,00;R$ 1850284,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 155579,73;R$ 79563,08;R$ 2535021,93;R$ 0,00;R$ 2898397,30;R$ 25193,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 79800,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 442190,32;R$ 33017,24;R$ 421807,08
110060;"RO";"CACAULANDIA";5553,00;R$ 395003,61;R$ 0,00;R$ 0,00;R$ 2594621,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 222876,40;R$ 0,00;R$ 1961239,37;R$ 0,00;R$ 2410961,98;R$ 44083,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 91990,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22631,83;R$ 229532,33;R$ 223127,08;R$ 0,00
110070;"RO";"CAMPO NOVO DE RONDONIA";12455,00;R$ 542296,73;R$ 0,00;R$ 0,00;R$ 1827606,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 430508,27;R$ 77568,78;R$ 2878093,63;R$ 75259,71;R$ 4530652,28;R$ 10525,00;R$ 0,00;R$ 222740,82;R$ 11132,00;R$ 97864,38;R$ 7506,10;R$ 0,00;R$ 279744,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1090098,90;R$ 620,00;R$ 155183,53
110080;"RO";"CANDEIAS DO JAMARI";16725,00;R$ 784322,98;R$ 23073,33;R$ 0,00;R$ 4015276,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 408811,75;R$ 0,00;R$ 4278489,83;R$ 51552,00;R$ 5871875,61;R$ 135777,19;R$ 9112,67;R$ 717158,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 135923,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 404084,47;R$ 36284,50;R$ 0,00
110090;"RO";"CASTANHEIRAS";3624,00;R$ 314820,00;R$ 0,00;R$ 0,00;R$ 1516014,71;R$ 0,00;R$ 0,00;R$ 0,00;R$ 106702,91;R$ 156034,99;R$ 1443250,28;R$ 0,00;R$ 1915623,20;R$ 2531,50;R$ 0,00;R$ 297434,72;R$ 0,00;R$ 0,00;R$ 1347,70;R$ 0,00;R$ 135215,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 506726,32;R$ 3818,20;R$ 120404,81
110092;"RO";"CHUPINGUAIA";7456,00;R$ 773400,00;R$ 0,00;R$ 0,00;R$ 4297042,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 258981,46;R$ 0,00;R$ 2586631,77;R$ 0,00;R$ 4459816,60;R$ 32360,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 225229,56;R$ 174330,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1395680,43;R$ 19925,00;R$ 0,00
110094;"RO";"CUJUBIM";13857,00;R$ 431520,00;R$ 0,00;R$ 0,00;R$ 1743053,57;R$ 0,00;R$ 0,00;R$ 0,00;R$ 103687,44;R$ 91830,51;R$ 1750661,05;R$ 0,00;R$ 4957396,18;R$ 11961,04;R$ 0,00;R$ 1531840,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 217150,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 797767,91;R$ 413,00;R$ 0,00
110100;"RO";"GOVERNADOR JORGE TEIXEIRA";11432,00;R$ 640299,24;R$ 0,00;R$ 0,00;R$ 3948297,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400501,98;R$ 0,00;R$ 2909585,87;R$ 0,00;R$ 4789893,24;R$ 0,00;R$ 0,00;R$ 390000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 216773,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 41602,94;R$ 0,00
110110;"RO";"ITAPUA DO OESTE";7905,00;R$ 474568,92;R$ 0,00;R$ 0,00;R$ 2730545,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 193781,83;R$ 0,00;R$ 2137769,81;R$ 0,00;R$ 3969047,50;R$ 36088,45;R$ 4276,05;R$ 187818,80;R$ 0,00;R$ 34489,66;R$ 0,00;R$ 0,00;R$ 181883,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 194111,29;R$ 0,00;R$ 61173,50
