#"CodIBGE";"uf";"nome caixa";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais"
110007;"RO";"CORUMBIARA";9569,00;R$ 359895,92;R$ 0,00;R$ 0,00;R$ 1404774,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 368125,65;R$ 0,00;R$ 1448433,56;R$ 0,00;R$ 2221894,55;R$ 0,00;R$ 0,00;R$ 21186,54;R$ 0,00;R$ 8006,60;R$ 0,00;R$ 0,00;R$ 369612,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 385800,00;R$ 821613,49;R$ 0,00;R$ 0,00
110008;"RO";"COSTA MARQUES";11349,00;R$ 335060,02;R$ 0,00;R$ 0,00;R$ 2521317,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 201996,42;R$ 0,00;R$ 1890889,50;R$ 0,00;R$ 3485440,27;R$ 25900,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7008,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7812,07;R$ 378681,21;R$ 55862,30;R$ 0,00
110009;"RO";"ESPIGAO D'OESTE";27274,00;R$ 821044,66;R$ 0,00;R$ 0,00;R$ 6130761,12;R$ 0,00;R$ 35984,30;R$ 0,00;R$ 883418,66;R$ 473626,86;R$ 4227747,20;R$ 0,00;R$ 4944571,38;R$ 0,00;R$ 0,00;R$ 85652,28;R$ 20331,66;R$ 83394,54;R$ 0,00;R$ 0,00;R$ 95964,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 52387,60;R$ 590712,17;R$ 332070,04;R$ 69621,62
110010;"RO";"GUAJARA-MIRIM";41467,00;R$ 1095567,48;R$ 352606,33;R$ 0,00;R$ 10747500,94;R$ 0,00;R$ 0,00;R$ 0,00;R$ 571014,65;R$ 0,00;R$ 3822565,80;R$ 0,00;R$ 6153129,52;R$ 0,00;R$ 1510649,05;R$ 598859,93;R$ 0,00;R$ 0,00;R$ 29283,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 303495,16;R$ 0,00;R$ 223888,98
110011;"RO";"JARU";55840,00;R$ 1634659,53;R$ 0,00;R$ 0,00;R$ 8709751,64;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1010933,76;R$ 0,00;R$ 11202821,25;R$ 0,00;R$ 14236842,23;R$ 0,00;R$ 0,00;R$ 4084430,08;R$ 175035,03;R$ 147900,00;R$ 0,00;R$ 0,00;R$ 98571,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1725108,71;R$ 232531,30;R$ 0,00
110012;"RO";"JI-PARANA";112439,0;R$ 2690070,03;R$ 0,00;R$ 0,00;R$ 14375369,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2166961,80;R$ 3150,00;R$ 20729796,66;R$ 958,44;R$ 12771447,52;R$ 0,00;R$ 0,00;R$ 1455977,69;R$ 0,00;R$ 727671,23;R$ 7680,64;R$ 0,00;R$ 1222453,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8959779,32;R$ 34991,80;R$ 1770908,15
110013;"RO";"MACHADINHO D'OESTE";28649,00;R$ 682766,40;R$ 0,00;R$ 0,00;R$ 3126870,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 728129,01;R$ 249642,28;R$ 3821579,59;R$ 0,00;R$ 8438833,69;R$ 26121,03;R$ 0,00;R$ 906078,53;R$ 203160,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 624698,46;R$ 0,00;R$ 260087,92;R$ 0,00;R$ 0,00;R$ 345626,90;R$ 1677934,48;R$ 0,00;R$ 0,00
110014;"RO";"NOVA BRASILANDIA D'OESTE";17862,00;R$ 519996,79;R$ 0,00;R$ 0,00;R$ 1907830,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 294996,14;R$ 0,00;R$ 3343334,30;R$ 0,00;R$ 5040780,01;R$ 114,65;R$ 0,00;R$ 77180,40;R$ 0,00;R$ 7865,00;R$ 0,00;R$ 0,00;R$ 210275,91;R$ 0,00;R$ 0,00;R$ 1020,00;R$ 0,00;R$ 0,00;R$ 2206268,60;R$ 160787,88;R$ 59127,53
110018;"RO";"PIMENTA BUENO";31466,00;R$ 1113336,76;R$ 0,00;R$ 0,00;R$ 3768727,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1127226,93;R$ 241574,86;R$ 6100236,14;R$ 0,00;R$ 5229375,22;R$ 0,00;R$ 0,00;R$ 661518,41;R$ 0,00;R$ 0,00;R$ 73078,78;R$ 0,00;R$ 240600,59;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 464403,84;R$ 252787,63;R$ 1229882,31
110020;"RO";"PORTO VELHO";373917,0;R$ 9032987,99;R$ 0,00;R$ 0,00;R$ 61211043,03;R$ 0,00;R$ 22600,00;R$ 0,00;R$ 6066215,07;R$ 8257353,88;R$ 47517018,64;R$ 2306747,00;R$ 56175243,29;R$ 273276,13;R$ 19334,50;R$ 11913452,09;R$ 451986,75;R$ 0,00;R$ 1112950,92;R$ 0,00;R$ 2770356,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6896366,70;R$ 2685479,62;R$ 898140,06;R$ 16616855,83
110026;"RO";"RIO CRESPO";3501,00;R$ 250000,00;R$ 0,00;R$ 0,00;R$ 801754,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 41856,60;R$ 7480,00;R$ 1069613,12;R$ 0,00;R$ 1525624,37;R$ 8360,00;R$ 0,00;R$ 270446,96;R$ 13167,36;R$ 0,00;R$ 0,00;R$ 0,00;R$ 16756,80;R$ 3355,86;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1675,69;R$ 580013,74;R$ 37500,66;R$ 50349,73
110028;"RO";"ROLIM DE MOURA";49522,00;R$ 1472846,79;R$ 0,00;R$ 0,00;R$ 5586031,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 593555,13;R$ 828484,19;R$ 9870363,02;R$ 0,00;R$ 6766893,19;R$ 142224,07;R$ 0,00;R$ 404372,81;R$ 0,00;R$ 0,00;R$ 2669,15;R$ 0,00;R$ 907813,76;R$ 0,00;R$ 1902,07;R$ 11229,92;R$ 0,00;R$ 0,00;R$ 1649066,02;R$ 132144,11;R$ 746943,68
110029;"RO";"SANTA LUZIA D'OESTE";11149,00;R$ 347836,85;R$ 0,00;R$ 0,00;R$ 1842960,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 281466,73;R$ 0,00;R$ 1893742,35;R$ 0,00;R$ 2127165,06;R$ 0,00;R$ 0,00;R$ 211784,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 49576,79;R$ 0,00;R$ 0,00;R$ 95540,82;R$ 0,00;R$ 0,00;R$ 447833,86;R$ 72326,29;R$ 0,00
110030;"RO";"VILHENA";63947,00;R$ 1886833,23;R$ 0,00;R$ 0,00;R$ 15860196,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1897948,56;R$ 0,00;R$ 16074920,49;R$ 1347,65;R$ 12235979,83;R$ 144573,63;R$ 0,00;R$ 1388852,92;R$ 0,00;R$ 87800,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 27000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2317096,97;R$ 343974,84;R$ 721650,96
110032;"RO";"SAO MIGUEL DO GUAPORE";30082,00;R$ 605857,78;R$ 0,00;R$ 0,00;R$ 2779986,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 352178,34;R$ 0,00;R$ 3651594,76;R$ 114662,91;R$ 6096958,11;R$ 125961,32;R$ 0,00;R$ 106105,55;R$ 0,00;R$ 497256,32;R$ 0,00;R$ 0,00;R$ 30583,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 29513,08;R$ 1157842,99;R$ 40677,61;R$ 6969,22
110033;"RO";"NOVA MAMORE";19496,00;R$ 479768,95;R$ 25751,69;R$ 0,00;R$ 3939206,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 230340,25;R$ 0,00;R$ 2762646,98;R$ 0,00;R$ 4406503,07;R$ 18566,10;R$ 0,00;R$ 224038,73;R$ 0,00;R$ 0,00;R$ 6358,04;R$ 0,00;R$ 30248,44;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9512,67;R$ 0,00
110001;"RO";"ALTA FLORESTA D'OESTE";28629,00;R$ 750000,00;R$ 0,00;R$ 0,00;R$ 3482004,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 452591,32;R$ 0,00;R$ 5057947,14;R$ 0,00;R$ 5732579,58;R$ 0,00;R$ 0,00;R$ 1331019,65;R$ 0,00;R$ 53581,53;R$ 0,00;R$ 0,00;R$ 284616,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 972161,23;R$ 68538,80;R$ 135184,14
110002;"RO";"ARIQUEMES";85031,00;R$ 2589887,90;R$ 1356970,71;R$ 0,00;R$ 11102802,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2525294,49;R$ 587136,03;R$ 13920556,99;R$ 0,00;R$ 19837526,30;R$ 200702,76;R$ 0,00;R$ 1810947,81;R$ 0,00;R$ 792773,73;R$ 1573829,62;R$ 0,00;R$ 1256261,57;R$ 0,00;R$ 0,00;R$ 49503,76;R$ 0,00;R$ 0,00;R$ 163381,41;R$ 777311,35;R$ 1705666,08
110003;"RO";"CABIXI";7436,00;R$ 270603,16;R$ 0,00;R$ 0,00;R$ 1118080,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 309295,77;R$ 0,00;R$ 1094822,99;R$ 0,00;R$ 1834248,49;R$ 0,00;R$ 0,00;R$ 85582,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13984,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 158786,90;R$ 276111,81;R$ 3425,93;R$ 175248,55
110004;"RO";"CACOAL";75988,00;R$ 2360575,13;R$ 20699,01;R$ 0,00;R$ 15987902,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1334425,90;R$ 0,00;R$ 14825940,74;R$ 0,00;R$ 13249230,98;R$ 141373,38;R$ 4574550,71;R$ 0,00;R$ 0,00;R$ 998637,52;R$ 714118,32;R$ 0,00;R$ 869294,63;R$ 0,00;R$ 49058,34;R$ 111056,72;R$ 309108,82;R$ 0,00;R$ 2271754,52;R$ 523343,57;R$ 625697,42
110034;"RO";"ALVORADA D'OESTE";19586,00;R$ 457610,32;R$ 0,00;R$ 0,00;R$ 3848820,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 536814,94;R$ 264720,50;R$ 2731744,90;R$ 0,00;R$ 4410678,27;R$ 0,00;R$ 0,00;R$ 261739,62;R$ 0,00;R$ 380582,69;R$ 0,00;R$ 0,00;R$ 107899,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 182255,37;R$ 200000,00;R$ 0,00
110037;"RO";"ALTO ALEGRE DOS PARECIS";15035,00;R$ 386072,16;R$ 61739,88;R$ 0,00;R$ 2103737,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 175832,71;R$ 0,00;R$ 1568483,71;R$ 0,00;R$ 3613146,22;R$ 0,00;R$ 0,00;R$ 454091,19;R$ 40000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 317563,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 28000,00;R$ 14857,40;R$ 0,00
110040;"RO";"ALTO PARAISO";15993,00;R$ 448738,73;R$ 0,00;R$ 0,00;R$ 2608501,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1552709,67;R$ 0,00;R$ 4061665,61;R$ 7780,00;R$ 0,00;R$ 1703254,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 106444,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 43123,86;R$ 0,00;R$ 0,00
110045;"RO";"BURITIS";40120,00;R$ 719145,16;R$ 0,00;R$ 0,00;R$ 5489581,41;R$ 0,00;R$ 0,00;R$ 0,00;R$ 579234,52;R$ 299749,87;R$ 3334290,90;R$ 0,00;R$ 7616411,05;R$ 27524,63;R$ 0,00;R$ 503961,28;R$ 0,00;R$ 43088,41;R$ 31002,81;R$ 0,00;R$ 436027,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48111,13;R$ 793672,09;R$ 72256,32;R$ 0,00
110070;"RO";"CAMPO NOVO DE RONDONIA";17529,00;R$ 385630,78;R$ 0,00;R$ 0,00;R$ 1995198,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 272971,99;R$ 174507,62;R$ 1644680,04;R$ 0,00;R$ 3478640,54;R$ 0,00;R$ 0,00;R$ 94946,39;R$ 143692,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 90537,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 837716,33;R$ 23240,10;R$ 0,00
110080;"RO";"CANDEIAS DO JAMARI";16700,00;R$ 575997,18;R$ 33699,28;R$ 0,00;R$ 2963247,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 319835,67;R$ 0,00;R$ 2936416,05;R$ 38259,14;R$ 4180866,25;R$ 84205,79;R$ 19408,64;R$ 918894,76;R$ 0,00;R$ 43898,16;R$ 0,00;R$ 0,00;R$ 5945,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 149000,00;R$ 230708,94;R$ 3987,50;R$ 117480,05
110005;"RO";"CEREJEIRAS";17366,00;R$ 622151,26;R$ 0,00;R$ 0,00;R$ 2832832,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 823583,35;R$ 0,00;R$ 3274209,71;R$ 0,00;R$ 3012708,28;R$ 53338,00;R$ 0,00;R$ 338066,91;R$ 0,00;R$ 0,00;R$ 5791,02;R$ 0,00;R$ 20000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 133950,19;R$ 1007988,53;R$ 61980,08;R$ 378121,62
110006;"RO";"COLORADO DO OESTE";18883,00;R$ 619746,00;R$ 0,00;R$ 0,00;R$ 4153014,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 742916,40;R$ 0,00;R$ 2684455,61;R$ 0,00;R$ 2991620,75;R$ 22965,40;R$ 0,00;R$ 963,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 119433,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 40000,00;R$ 3581436,85;R$ 347286,98;R$ 479991,12
110050;"RO";"NOVO HORIZONTE DO OESTE";12819,00;R$ 325200,00;R$ 0,00;R$ 0,00;R$ 1515489,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 63373,32;R$ 0,00;R$ 1889498,68;R$ 0,00;R$ 2333919,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 434108,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1105220,79;R$ 268670,96;R$ 303077,50
110060;"RO";"CACAULANDIA";5450,00;R$ 302543,71;R$ 0,00;R$ 0,00;R$ 2782653,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 152723,80;R$ 0,00;R$ 1048313,79;R$ 0,00;R$ 1960742,19;R$ 2193,00;R$ 0,00;R$ 75469,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 90013,63;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23763,32;R$ 374357,40;R$ 52318,76;R$ 0,00
110090;"RO";"CASTANHEIRAS";4110,00;R$ 216318,78;R$ 0,00;R$ 0,00;R$ 1408482,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 227898,08;R$ 1083793,36;R$ 0,00;R$ 0,00;R$ 1620931,51;R$ 4000,00;R$ 0,00;R$ 68539,00;R$ 0,00;R$ 0,00;R$ 1152,34;R$ 0,00;R$ 380,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 152919,85;R$ 1299,82;R$ 93397,02
110092;"RO";"CHUPINGUAIA";6477,00;R$ 446670,00;R$ 0,00;R$ 0,00;R$ 3096640,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 153081,94;R$ 0,00;R$ 1659419,28;R$ 0,00;R$ 3417524,73;R$ 21644,00;R$ 0,00;R$ 134269,94;R$ 0,00;R$ 83141,98;R$ 84263,70;R$ 0,00;R$ 8000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 940543,88;R$ 17172,20;R$ 26744,34
110094;"RO";"CUJUBIM";8827,00;R$ 327323,54;R$ 0,00;R$ 0,00;R$ 2092214,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 57919,74;R$ 4263,88;R$ 1568304,12;R$ 0,00;R$ 2778415,38;R$ 7200,00;R$ 0,00;R$ 103374,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5360,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 622490,21;R$ 18169,52;R$ 162638,71
110100;"RO";"GOVERNADOR JORGE TEIXEIRA";18002,00;R$ 409787,16;R$ 0,00;R$ 0,00;R$ 3211991,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 485303,07;R$ 0,00;R$ 2388230,71;R$ 0,00;R$ 4421959,75;R$ 0,00;R$ 0,00;R$ 860238,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 358960,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 21559,96;R$ 0,00
110110;"RO";"JAMARI";8413,00;R$ 343675,40;R$ 0,00;R$ 0,00;R$ 1537201,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 188532,89;R$ 0,00;R$ 1628001,03;R$ 0,00;R$ 3155863,33;R$ 0,00;R$ 0,00;R$ 854383,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 106203,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
110120;"RO";"MINISTRO ANDREAZZA";11241,00;R$ 379938,14;R$ 0,00;R$ 0,00;R$ 2155783,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 82658,86;R$ 90318,91;R$ 1577065,57;R$ 103990,47;R$ 3569636,07;R$ 11680,00;R$ 0,00;R$ 7994,00;R$ 0,00;R$ 0,00;R$ 15863,77;R$ 0,00;R$ 100077,42;R$ 0,00;R$ 0,00;R$ 62124,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 166047,12;R$ 157383,70
110140;"RO";"MONTE NEGRO";16233,00;R$ 408583,86;R$ 0,00;R$ 0,00;R$ 2396179,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 401250,81;R$ 200012,21;R$ 3425642,03;R$ 0,00;R$ 5616931,38;R$ 0,00;R$ 0,00;R$ 897053,11;R$ 14820,00;R$ 369810,88;R$ 0,00;R$ 0,00;R$ 158673,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 34939,90;R$ 1534579,99;R$ 150936,38;R$ 0,00
110145;"RO";"PARECIS";3268,00;R$ 239724,33;R$ 74749,56;R$ 0,00;R$ 1538420,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 291608,74;R$ 0,00;R$ 832142,00;R$ 0,00;R$ 1482763,83;R$ 3600,00;R$ 0,00;R$ 23400,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 25297,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200690,25;R$ 0,00;R$ 0,00
110146;"RO";"PIMENTEIRAS DO OESTE";2617,00;R$ 262322,26;R$ 0,00;R$ 0,00;R$ 1133181,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 199594,50;R$ 0,00;R$ 969403,50;R$ 0,00;R$ 1121692,87;R$ 5894,00;R$ 0,00;R$ 59794,80;R$ 0,00;R$ 0,00;R$ 174973,44;R$ 0,00;R$ 30537,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 41022,37;R$ 0,00;R$ 801606,64;R$ 0,00;R$ 0,00
110147;"RO";"PRIMAVERA DE RONDONIA";4381,00;R$ 208674,28;R$ 0,00;R$ 3380,00;R$ 1610727,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 138586,83;R$ 0,00;R$ 678455,98;R$ 0,00;R$ 1207716,39;R$ 0,00;R$ 0,00;R$ 28380,26;R$ 0,00;R$ 55322,71;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 70722,77;R$ 410922,08;R$ 63267,53;R$ 0,00
110148;"RO";"SAO FELIPE D'OESTE";7234,00;R$ 229006,68;R$ 0,00;R$ 0,00;R$ 1715667,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 328419,45;R$ 0,00;R$ 853732,53;R$ 0,00;R$ 1281644,31;R$ 3300,00;R$ 0,00;R$ 68676,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2765,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 38856,88;R$ 451869,45;R$ 13210,57;R$ 37826,44
110149;"RO";"SAO FRANCISCO DO GUAPORE";16764,00;R$ 516380,40;R$ 0,00;R$ 0,00;R$ 2792677,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 116816,37;R$ 0,00;R$ 2668502,32;R$ 0,00;R$ 4149521,35;R$ 0,00;R$ 0,00;R$ 948184,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 437902,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23146,77;R$ 180390,28;R$ 19110,20;R$ 0,00
110150;"RO";"SERINGUEIRAS";15535,00;R$ 383686,44;R$ 0,00;R$ 0,00;R$ 2585979,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 273349,53;R$ 0,00;R$ 2561575,53;R$ 0,00;R$ 4096886,58;R$ 0,00;R$ 0,00;R$ 67166,74;R$ 0,00;R$ 0,00;R$ 2834,00;R$ 0,00;R$ 177826,86;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6233,80;R$ 103091,64;R$ 19314,76;R$ 110000,00
110155;"RO";"TEIXEIROPOLIS";5852,00;R$ 236114,28;R$ 0,00;R$ 0,00;R$ 945025,86;R$ 0,00;R$ 0,00;R$ 0,00;R$ 134540,77;R$ 0,00;R$ 939580,62;R$ 0,00;R$ 1985951,29;R$ 0,00;R$ 9432,78;R$ 39143,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22594,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 387783,53;R$ 9061,60;R$ 71599,86
110160;"RO";"THEOBROMA";13840,00;R$ 344293,56;R$ 0,00;R$ 0,00;R$ 3106175,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 312802,52;R$ 180508,70;R$ 1919732,51;R$ 0,00;R$ 4540672,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 107935,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 172150,17;R$ 0,00;R$ 0,00
110170;"RO";"URUPA";17322,00;R$ 460175,67;R$ 9007,75;R$ 0,00;R$ 2828956,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 273328,46;R$ 0,00;R$ 648319,76;R$ 0,00;R$ 4220268,78;R$ 0,00;R$ 0,00;R$ 490712,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 882640,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 53253,83;R$ 1141,00;R$ 0,00
110175;"RO";"VALE DO ANARI";10471,00;R$ 242098,20;R$ 0,00;R$ 0,00;R$ 1934506,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 67735,57;R$ 0,00;R$ 1378916,51;R$ 0,00;R$ 2825220,03;R$ 0,00;R$ 0,00;R$ 66456,04;R$ 249416,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 174302,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 17620,99;R$ 368808,94;R$ 0,00;R$ 0,00
110180;"RO";"VALE DO PARAISO";10354,00;R$ 270507,75;R$ 15241,76;R$ 0,00;R$ 1794893,41;R$ 0,00;R$ 0,00;R$ 0,00;R$ 303172,46;R$ 0,00;R$ 1390820,30;R$ 0,00;R$ 3537703,73;R$ 43064,68;R$ 0,00;R$ 9332,67;R$ 12230,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5820,00;R$ 438,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 69947,97;R$ 453492,53;R$ 0,00;R$ 52877,69
120005;"AC";"ASSIS BRASIL";5063,00;R$ 204946,73;R$ 0,00;R$ 0,00;R$ 1581052,32;R$ 9250,00;R$ 0,00;R$ 0,00;R$ 229298,63;R$ 526321,77;R$ 1111158,93;R$ 500,00;R$ 1909648,52;R$ 0,00;R$ 3487,48;R$ 158203,54;R$ 0,00;R$ 296790,16;R$ 0,00;R$ 0,00;R$ 341227,59;R$ 0,00;R$ 0,00;R$ 26419,25;R$ 0,00;R$ 0,00;R$ 167472,23;R$ 104887,63;R$ 0,00
120010;"AC";"BRASILEIA";17721,00;R$ 523525,00;R$ 0,00;R$ 0,00;R$ 3781007,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 406719,07;R$ 149387,28;R$ 2499260,84;R$ 0,00;R$ 5247447,17;R$ 0,00;R$ 0,00;R$ 252030,90;R$ 0,00;R$ 45129,95;R$ 186947,90;R$ 0,00;R$ 191061,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24319,38;R$ 239552,53;R$ 33530,17;R$ 0,00
120013;"AC";"BUJARI";8423,00;R$ 184000,00;R$ 0,00;R$ 0,00;R$ 1060045,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 337882,36;R$ 0,00;R$ 1009824,83;R$ 2673,25;R$ 2501049,42;R$ 56225,52;R$ 0,00;R$ 201081,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 114184,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 510407,60;R$ 120914,43;R$ 0,00
120017;"AC";"CAPIXABA";7067,00;R$ 120358,98;R$ 0,00;R$ 0,00;R$ 1625042,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 172326,21;R$ 31372,95;R$ 901664,56;R$ 0,00;R$ 2576962,18;R$ 356,94;R$ 0,00;R$ 182713,81;R$ 0,00;R$ 7220,00;R$ 0,00;R$ 0,00;R$ 227162,22;R$ 0,00;R$ 0,00;R$ 16202,18;R$ 0,00;R$ 0,00;R$ 43186,93;R$ 11435,50;R$ 0,00
