#CodIBGE;uf;nome caixa;populacao;legislativa;judiciária;essencial à justiça;administração;defesa nacional;segurança pública;relações exteriores;assistência social;previdência social;saúde;trabalho;educação;cultura;direitos da cidadania;urbanismo;habitação;saneamento;gestão ambiental;ciência e tecnologia;agricultura;organização agrária;indústria;comércio e serviços;comunicações;energia;transporte;desporto e lazer;encargos especiais
110100;RO;GOVERNADOR JORGE TEIXEIRA;18777;R$ 358067,72;R$ 0,00;R$ 0,00;R$ 2450532,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 276096,41;R$ 0,00;R$ 2161775,89;R$ 0,00;R$ 3820957,44;R$ 0,00;R$ 0,00;R$ 35294,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 99181,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 346173,40;R$ 0,00;R$ 14356,70;R$ 0,00
110110;RO;JAMARI;8695;R$ 275464,70;R$ 0,00;R$ 0,00;R$ 1713945,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 148832,47;R$ 0,00;R$ 1447871,46;R$ 0,00;R$ 2543523,37;R$ 16833,20;R$ 0,00;R$ 195177,02;R$ 0,00;R$ 25471,00;R$ 0,00;R$ 0,00;R$ 769,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 138431,38;R$ 0,00;R$ 102565,82
110090;RO;CASTANHEIRAS;4092;R$ 189804,24;R$ 0,00;R$ 0,00;R$ 1164937,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 167517,55;R$ 35516,61;R$ 1132438,64;R$ 0,00;R$ 1193470,44;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 273959,06;R$ 0,00;R$ 0,00;R$ 143515,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 420496,80;R$ 0,00;R$ 77184,17
110094;RO;CUJUBIM;9233;R$ 262557,52;R$ 0,00;R$ 0,00;R$ 999089,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 86474,23;R$ 0,00;R$ 1424446,73;R$ 0,00;R$ 2571717,29;R$ 0,00;R$ 0,00;R$ 146740,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 677782,39;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 910103,96;R$ 100537,76;R$ 0,00
110120;RO;MINISTRO ANDREAZZA;11223;R$ 310150,00;R$ 0,00;R$ 0,00;R$ 2499236,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 187891,00;R$ 0,00;R$ 1550704,00;R$ 0,00;R$ 3182314,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 53247,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 49153,00;R$ 0,00;R$ 0,00
110130;RO;MIRANTE DA SERRA;14150;R$ 300214,98;R$ 0,00;R$ 0,00;R$ 1244871,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 205848,68;R$ 0,00;R$ 1806143,24;R$ 0,00;R$ 3557284,53;R$ 20201,46;R$ 0,00;R$ 375802,79;R$ 0,00;R$ 0,00;R$ 7854,00;R$ 0,00;R$ 138364,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 291528,53;R$ 0,00;R$ 0,00
110140;RO;MONTE NEGRO;16874;R$ 277358,92;R$ 0,00;R$ 0,00;R$ 2090094,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 391656,23;R$ 188289,63;R$ 2125467,78;R$ 0,00;R$ 4115862,90;R$ 0,00;R$ 0,00;R$ 502195,60;R$ 21876,16;R$ 389457,17;R$ 0,00;R$ 0,00;R$ 258884,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1615652,05;R$ 0,00;R$ 29365,58;R$ 0,00
110145;RO;PARECIS;3205;R$ 231987,30;R$ 0,00;R$ 0,00;R$ 1433268,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 133781,14;R$ 0,00;R$ 845410,54;R$ 0,00;R$ 1321992,87;R$ 2824,80;R$ 0,00;R$ 192917,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12055,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
110146;RO;PIMENTEIRAS DO OESTE;2633;R$ 236760,89;R$ 0,00;R$ 0,00;R$ 1333153,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 221599,82;R$ 0,00;R$ 1059460,83;R$ 0,00;R$ 918548,00;R$ 5127,70;R$ 0,00;R$ 214978,55;R$ 0,00;R$ 0,00;R$ 121120,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 26644,28;R$ 2495,34;R$ 44911,96;R$ 0,00;R$ 0,00
110147;RO;PRIMAVERA DE RONDONIA;4393;R$ 185795,96;R$ 0,00;R$ 0,00;R$ 865153,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 281513,55;R$ 0,00;R$ 815416,82;R$ 0,00;R$ 1090758,69;R$ 0,00;R$ 0,00;R$ 30719,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 47578,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9120,15;R$ 123229,20;R$ 12855,84;R$ 0,00
110148;RO;SAO FELIPE D'OESTE;7266;R$ 222214,73;R$ 0,00;R$ 0,00;R$ 559891,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 309324,55;R$ 0,00;R$ 1008001,74;R$ 0,00;R$ 1552085,18;R$ 4000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 459501,98;R$ 14351,65;R$ 33548,81
110149;RO;SAO FRANCISCO DO GUAPORE;17600;R$ 387709,80;R$ 0,00;R$ 0,00;R$ 2398426,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 35563,00;R$ 0,00;R$ 1870292,88;R$ 0,00;R$ 3765169,30;R$ 0,00;R$ 0,00;R$ 107877,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 126688,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 279160,00;R$ 81730,00;R$ 6693,54;R$ 0,00
110150;RO;SERINGUEIRAS;16217;R$ 314518,24;R$ 0,00;R$ 0,00;R$ 1352659,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 290983,99;R$ 0,00;R$ 2467504,73;R$ 0,00;R$ 3169331,23;R$ 0,00;R$ 0,00;R$ 109998,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 324987,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 162998,60;R$ 5706,80;R$ 0,00
110155;RO;TEIXEIROPOLIS;5894;R$ 156919,90;R$ 0,00;R$ 0,00;R$ 818396,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 62089,80;R$ 0,00;R$ 1056904,51;R$ 0,00;R$ 1767441,27;R$ 0,00;R$ 0,00;R$ 13376,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 98370,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8296,72;R$ 214305,07
110160;RO;THEOBROMA;14320;R$ 282000,00;R$ 0,00;R$ 0,00;R$ 2061014,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 140446,35;R$ 134372,49;R$ 1338700,30;R$ 0,00;R$ 3410047,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1119,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 63792,00;R$ 0,00;R$ 0,00
110175;RO;VALE DO ANARI;10957;R$ 189170,80;R$ 0,00;R$ 0,00;R$ 1297129,59;R$ 0,00;R$ 0,00;R$ 0,00;R$ 49708,94;R$ 0,00;R$ 797598,00;R$ 0,00;R$ 2107179,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1644,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 92380,00;R$ 158854,04;R$ 314438,40;R$ 0,00;R$ 0,00
110180;RO;VALE DO PARAISO;10441;R$ 232686,67;R$ 6593,00;R$ 0,00;R$ 1075559,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 215936,87;R$ 0,00;R$ 1159509,27;R$ 0,00;R$ 3123312,94;R$ 10447,76;R$ 0,00;R$ 109601,95;R$ 10000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8616,81;R$ 82676,64;R$ 0,00;R$ 0,00;R$ 0,00;R$ 87724,81;R$ 423312,91;R$ 0,00;R$ 37418,28
120001;AC;ACRELANDIA;10668;R$ 190942,20;R$ 0,00;R$ 0,00;R$ 860502,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 280934,62;R$ 0,00;R$ 844969,40;R$ 0,00;R$ 2505575,33;R$ 3662,35;R$ 0,00;R$ 654824,24;R$ 74512,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 926829,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 38625,76;R$ 0,00;R$ 57655,25;R$ 38190,70;R$ 0,00
120005;AC;ASSIS BRASIL;4852;R$ 186087,00;R$ 0,00;R$ 0,00;R$ 1142695,66;R$ 9135,44;R$ 0,00;R$ 0,00;R$ 54217,12;R$ 0,00;R$ 727436,03;R$ 0,00;R$ 1528673,34;R$ 0,00;R$ 0,00;R$ 308998,72;R$ 0,00;R$ 119142,82;R$ 0,00;R$ 0,00;R$ 11752,70;R$ 0,00;R$ 0,00;R$ 61461,80;R$ 13748,00;R$ 0,00;R$ 1100,00;R$ 49141,97;R$ 40723,14
120010;AC;BRASILEIA;16940;R$ 418495,32;R$ 0,00;R$ 0,00;R$ 3315559,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 380064,51;R$ 145209,59;R$ 2182670,09;R$ 0,00;R$ 4146278,70;R$ 0,00;R$ 0,00;R$ 225337,65;R$ 0,00;R$ 419661,44;R$ 92263,93;R$ 0,00;R$ 597041,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 43430,62;R$ 286426,98;R$ 28157,73;R$ 0,00
120013;AC;BUJARI;7654;R$ 161000,00;R$ 0,00;R$ 0,00;R$ 768094,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 427928,72;R$ 0,00;R$ 629439,07;R$ 143,03;R$ 1594986,85;R$ 14599,05;R$ 0,00;R$ 179744,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 90841,06;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 708448,62;R$ 2431,76;R$ 34720,00
120017;AC;CAPIXABA;6287;R$ 187206,00;R$ 0,00;R$ 0,00;R$ 1054301,49;R$ 1511,00;R$ 469,50;R$ 0,00;R$ 64111,57;R$ 24268,41;R$ 667468,24;R$ 0,00;R$ 2042640,75;R$ 413,00;R$ 0,00;R$ 33721,90;R$ 61420,50;R$ 1748,40;R$ 0,00;R$ 0,00;R$ 13560,49;R$ 0,00;R$ 0,00;R$ 18750,00;R$ 0,00;R$ 0,00;R$ 98884,40;R$ 299259,67;R$ 57908,46
120025;AC;EPITACIOLANDIA;12820;R$ 325422,40;R$ 0,00;R$ 0,00;R$ 1530041,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 112520,93;R$ 0,00;R$ 1562137,62;R$ 188507,08;R$ 2882839,09;R$ 72606,27;R$ 0,00;R$ 128163,31;R$ 40309,96;R$ 110556,87;R$ 0,00;R$ 0,00;R$ 116265,06;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 252500,68;R$ 1760,00;R$ 32800,53
120030;AC;FEIJO;35713;R$ 458138,95;R$ 0,00;R$ 0,00;R$ 2486052,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 279619,44;R$ 0,00;R$ 1831711,71;R$ 0,00;R$ 5028688,79;R$ 99591,68;R$ 244797,95;R$ 766845,62;R$ 4775,00;R$ 35295,00;R$ 0,00;R$ 0,00;R$ 178002,72;R$ 0,00;R$ 18030,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 115835,32;R$ 0,00;R$ 0,00
120032;AC;JORDAO;4564;R$ 180921,00;R$ 0,00;R$ 0,00;R$ 858827,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 38276,00;R$ 18208,00;R$ 880107,00;R$ 0,00;R$ 2752562,00;R$ 545,00;R$ 0,00;R$ 150498,00;R$ 0,00;R$ 157918,00;R$ 34282,00;R$ 0,00;R$ 7523,00;R$ 62811,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
120033;AC;MANCIO LIMA;11883;R$ 255264,00;R$ 0,00;R$ 0,00;R$ 1611004,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 437651,70;R$ 27653,80;R$ 1398514,61;R$ 0,00;R$ 2299875,45;R$ 22453,70;R$ 0,00;R$ 877081,61;R$ 568943,19;R$ 25725,19;R$ 0,00;R$ 0,00;R$ 226896,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 515131,01;R$ 89860,35
120034;AC;MANOEL URBANO;7152;R$ 186000,00;R$ 0,00;R$ 0,00;R$ 1381535,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 333188,85;R$ 0,00;R$ 743930,85;R$ 0,00;R$ 2065827,02;R$ 11602,24;R$ 0,00;R$ 106707,36;R$ 4631,00;R$ 19867,65;R$ 0,00;R$ 0,00;R$ 275940,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2243,00;R$ 72676,12
120035;AC;MARECHAL THAUMATURGO;8394;R$ 186269,19;R$ 0,00;R$ 0,00;R$ 1223062,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 376276,52;R$ 23062,95;R$ 1310118,27;R$ 0,00;R$ 5658422,78;R$ 8792,00;R$ 0,00;R$ 35060,00;R$ 13500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24095,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 155775,13
120038;AC;PLACIDO DE CASTRO;15931;R$ 380307,51;R$ 0,00;R$ 0,00;R$ 1391611,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 38896,01;R$ 0,00;R$ 1082503,66;R$ 92983,95;R$ 2667349,32;R$ 81298,08;R$ 0,00;R$ 325005,47;R$ 0,00;R$ 0,00;R$ 8371,95;R$ 0,00;R$ 342133,78;R$ 0,00;R$ 0,00;R$ 0,00;R$ 29466,71;R$ 13856,53;R$ 77641,86;R$ 105967,98;R$ 77142,83
120039;AC;PORTO WALTER;5220;R$ 107400,71;R$ 0,00;R$ 0,00;R$ 792200,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 64875,00;R$ 12232,37;R$ 578810,47;R$ 0,00;R$ 1867095,21;R$ 3250,00;R$ 0,00;R$ 123253,38;R$ 4380,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
120040;AC;RIO BRANCO;286082;R$ 8982993,00;R$ 2431052,00;R$ 0,00;R$ 31677482,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7017124,00;R$ 9780783,00;R$ 30962352,00;R$ 7939,00;R$ 31845242,00;R$ 1059166,00;R$ 38049,00;R$ 35340379,00;R$ 188013,00;R$ 9059433,00;R$ 318460,00;R$ 0,00;R$ 76510,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 790736,00;R$ 0,00;R$ 3734031,00
120042;AC;RODRIGUES ALVES;9347;R$ 184412,76;R$ 0,00;R$ 0,00;R$ 1262961,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 230631,79;R$ 24436,93;R$ 725598,20;R$ 0,00;R$ 3595924,35;R$ 33756,35;R$ 0,00;R$ 187952,63;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 237469,39;R$ 0,00;R$ 0,00;R$ 0,00
120043;AC;SANTA ROSA DO PURUS;2954;R$ 181170,00;R$ 0,00;R$ 0,00;R$ 1290860,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3850,00;R$ 0,00;R$ 861533,00;R$ 0,00;R$ 1434850,00;R$ 4918,00;R$ 0,00;R$ 30000,00;R$ 0,00;R$ 20599,00;R$ 0,00;R$ 0,00;R$ 48830,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
120045;AC;SENADOR GUIOMARD;19343;R$ 422039,00;R$ 0,00;R$ 0,00;R$ 2236201,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 402793,00;R$ 54913,00;R$ 1631415,00;R$ 0,00;R$ 3305039,00;R$ 0,00;R$ 0,00;R$ 274951,00;R$ 0,00;R$ 541,00;R$ 0,00;R$ 0,00;R$ 181605,00;R$ 0,00;R$ 0,00;R$ 900,00;R$ 0,00;R$ 0,00;R$ 91063,00;R$ 2994,00;R$ 0,00
110001;RO;ALTA FLORESTA D'OESTE;29001;R$ 689900,00;R$ 0,00;R$ 0,00;R$ 2928533,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 431295,00;R$ 0,00;R$ 4206441,52;R$ 0,00;R$ 5555474,27;R$ 0,00;R$ 0,00;R$ 1183401,05;R$ 0,00;R$ 47776,40;R$ 0,00;R$ 0,00;R$ 219154,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 340355,30;R$ 164953,34;R$ 182697,26
110002;RO;ARIQUEMES;86901;R$ 2340377,24;R$ 451537,90;R$ 0,00;R$ 7021611,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2186598,33;R$ 416641,99;R$ 9997434,61;R$ 416819,18;R$ 15041863,85;R$ 880450,32;R$ 0,00;R$ 3414575,99;R$ 0,00;R$ 378649,92;R$ 553308,13;R$ 0,00;R$ 1556714,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 983620,73
110003;RO;CABIXI;7421;R$ 232983,27;R$ 0,00;R$ 0,00;R$ 964941,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 344669,27;R$ 0,00;R$ 1095513,47;R$ 0,00;R$ 1362583,99;R$ 0,00;R$ 0,00;R$ 642461,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65332,60;R$ 0,00;R$ 15500,00;R$ 0,00;R$ 0,00;R$ 335,70;R$ 475424,57;R$ 2498,55;R$ 69940,64
110004;RO;CACOAL;76417;R$ 2049064,00;R$ 13587,00;R$ 0,00;R$ 11636674,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1423900,00;R$ 76330,00;R$ 11793264,00;R$ 0,00;R$ 11167866,00;R$ 28016,00;R$ 0,00;R$ 4188441,00;R$ 0,00;R$ 1110348,00;R$ 2940438,00;R$ 0,00;R$ 492947,00;R$ 0,00;R$ 0,00;R$ 4999,00;R$ 261445,00;R$ 0,00;R$ 1085012,00;R$ 942172,00;R$ 1138926,00
110005;RO;CEREJEIRAS;17217;R$ 605408,99;R$ 0,00;R$ 0,00;R$ 2699785,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 531764,45;R$ 0,00;R$ 2834236,33;R$ 0,00;R$ 2454272,81;R$ 55317,38;R$ 0,00;R$ 717208,65;R$ 0,00;R$ 0,00;R$ 8558,21;R$ 0,00;R$ 15436,90;R$ 0,00;R$ 0,00;R$ 1000,00;R$ 0,00;R$ 65753,60;R$ 536624,84;R$ 0,00;R$ 285051,27
110006;RO;COLORADO DO OESTE;18349;R$ 525571,14;R$ 0,00;R$ 0,00;R$ 3377361,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 413625,52;R$ 0,00;R$ 2173412,56;R$ 0,00;R$ 2620177,36;R$ 4141,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36076,66;R$ 0,00;R$ 0,00;R$ 1656,00;R$ 0,00;R$ 0,00;R$ 4000,00;R$ 0,00;R$ 14117,25;R$ 945985,46;R$ 12802,35;R$ 485783,46
110007;RO;CORUMBIARA;9411;R$ 278303,03;R$ 0,00;R$ 0,00;R$ 1240465,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 326236,76;R$ 0,00;R$ 1591331,66;R$ 0,00;R$ 1725955,52;R$ 4945,23;R$ 0,00;R$ 16757,08;R$ 0,00;R$ 2500,00;R$ 0,00;R$ 10779,00;R$ 7698,65;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24748,85;R$ 788585,81;R$ 0,00;R$ 208200,00
110008;RO;COSTA MARQUES;11731;R$ 280897,57;R$ 0,00;R$ 0,00;R$ 2349565,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1766841,28;R$ 0,00;R$ 2067896,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 891,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 130497,95;R$ 948,10;R$ 0,00
110009;RO;ESPIGAO D'OESTE;27556;R$ 645553,90;R$ 0,00;R$ 0,00;R$ 5257204,97;R$ 0,00;R$ 22150,96;R$ 0,00;R$ 394447,81;R$ 299972,23;R$ 3565503,69;R$ 0,00;R$ 4206814,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 57020,68;R$ 68522,97;R$ 3607,58;R$ 0,00;R$ 93455,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1013225,22;R$ 93299,65;R$ 57445,00
110010;RO;GUAJARA-MIRIM;42075;R$ 759478,05;R$ 443536,65;R$ 0,00;R$ 5637611,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 527672,60;R$ 0,00;R$ 6357887,02;R$ 0,00;R$ 5668910,85;R$ 0,00;R$ 0,00;R$ 739998,63;R$ 0,00;R$ 0,00;R$ 4374,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7980,80;R$ 0,00;R$ 0,00;R$ 3989,10;R$ 0,00;R$ 135326,62
110011;RO;JARU;56238;R$ 1324660,59;R$ 77048,49;R$ 0,00;R$ 8167695,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 672943,24;R$ 0,00;R$ 9057887,23;R$ 0,00;R$ 10517628,48;R$ 119325,50;R$ 0,00;R$ 3690313,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 232038,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 191800,09;R$ 688705,26;R$ 384867,80;R$ 0,00
110012;RO;JI-PARANA;113441;R$ 2409505,81;R$ 0,00;R$ 0,00;R$ 14597037,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1965625,03;R$ 1440,00;R$ 18411238,94;R$ 0,00;R$ 11883686,35;R$ 0,00;R$ 0,00;R$ 685347,86;R$ 0,00;R$ 272523,00;R$ 91699,95;R$ 0,00;R$ 733942,01;R$ 0,00;R$ 32685,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4251752,44;R$ 420508,61;R$ 1427998,29
110013;RO;MACHADINHO D'OESTE;29698;R$ 601794,00;R$ 0,00;R$ 0,00;R$ 2719805,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 387516,00;R$ 236525,00;R$ 3422446,00;R$ 0,00;R$ 6618755,00;R$ 0,00;R$ 0,00;R$ 133066,00;R$ 0,00;R$ 4466,00;R$ 0,00;R$ 0,00;R$ 512573,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 777771,00;R$ 11263,00;R$ 0,00
110014;RO;NOVA BRASILANDIA D'OESTE;18003;R$ 524466,96;R$ 0,00;R$ 0,00;R$ 1494759,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 269899,50;R$ 0,00;R$ 2760967,34;R$ 0,00;R$ 3840280,56;R$ 74460,96;R$ 0,00;R$ 115403,38;R$ 0,00;R$ 17568,15;R$ 0,00;R$ 0,00;R$ 198155,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1473092,75;R$ 27836,53;R$ 39837,96
110015;RO;OURO PRETO DO OESTE;40735;R$ 1095171,15;R$ 0,00;R$ 0,00;R$ 4498159,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 739965,30;R$ 0,00;R$ 7606973,62;R$ 0,00;R$ 6914529,87;R$ 747597,38;R$ 0,00;R$ 701777,20;R$ 0,00;R$ 171185,74;R$ 130778,40;R$ 0,00;R$ 295676,65;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 962245,55;R$ 93478,21;R$ 653562,86
110018;RO;PIMENTA BUENO;31416;R$ 1013634,00;R$ 0,00;R$ 0,00;R$ 3223097,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1095195,00;R$ 133814,00;R$ 6326670,00;R$ 0,00;R$ 4739960,00;R$ 0,00;R$ 0,00;R$ 1697751,00;R$ 0,00;R$ 149318,00;R$ 244040,00;R$ 377850,00;R$ 500226,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1335715,00;R$ 259467,00;R$ 726156,00
110020;RO;PORTO VELHO;380884;R$ 7918102,79;R$ 0,00;R$ 0,00;R$ 57560398,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6299171,60;R$ 6967905,41;R$ 44340530,86;R$ 0,00;R$ 46556029,50;R$ 7821245,00;R$ 0,00;R$ 21312425,81;R$ 5304558,44;R$ 492592,12;R$ 1187646,41;R$ 0,00;R$ 1355102,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 52621,20;R$ 3300914,76;R$ 2662058,78;R$ 85382,40;R$ 8938760,82
110025;RO;PRESIDENTE MEDICI;25314;R$ 572352,34;R$ 0,00;R$ 0,00;R$ 2502362,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 386020,28;R$ 0,00;R$ 4596295,31;R$ 0,00;R$ 4246946,34;R$ 772866,11;R$ 0,00;R$ 1760308,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2198458,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 411513,12;R$ 91665,34;R$ 338954,38
110026;RO;RIO CRESPO;3602;R$ 216420,00;R$ 0,00;R$ 0,00;R$ 598393,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 30490,54;R$ 6600,00;R$ 998251,82;R$ 0,00;R$ 1224562,59;R$ 3385,61;R$ 0,00;R$ 192430,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 210376,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 303917,77;R$ 22774,05;R$ 113536,71
