##Cod.IBGE;UF;Instituição;População;01 - Legislativa;02 - Judiciária;03 - Essencial à Justiça;04 - Administração;05 - Defesa Nacional;06 - Segurança Pública;07 - Relações Exteriores;08 - Assistência Social;09 - Previdência Social;10 - Saúde;11 - Trabalho;12 - Educação;13 - Cultura;14 - Direitos da Cidadania;15 - Urbanismo;16 - Habitação;17 - Saneamento;18 - Gestão Ambiental;19 - Ciência e Tecnologia;20 - Agricultura;21 - Organização Agrária;22 - Indústria;23 - Comércio e Serviços;24 - Comunicações;25 - Energia;26 - Transporte;27 - Desporto e Lazer;28 - Encargos Especiais;Despesas (Intraorçamentárias)
410980;PR;Ibiporã;51802;0;0;0;8467299.82;0;143965.80;0;3837321.78;9697532.25;27045072.22;899361.78;26663937.49;2162213.24;0;9290860.49;0;11839039.52;79466.24;0;874702.07;0;238018.59;0;0;0;0;2020020.07;2973362.27;12164129.15
311510;MG;Cássia;17991;891617.48;0;0;3958943.86;0;19788.84;0;1136910.20;0;11791574.04;0;8368913.90;614633.12;78312.31;2676710.10;0;150736.64;22101.82;0;855429.48;0;0;99270.13;193461.11;658080.24;1340425.72;307795.00;627947.19;0
315430;MG;Resplendor;17653;834682.62;63782.78;0;5283930.68;0;110125.58;0;1074468.29;1976886.41;10508548.48;0;10617475.77;108025.73;43177.02;3068230.09;0;0;317369.42;0;152881.81;0;0;3600.00;1444.30;0;2472436.02;468680.60;0;0
210740;MA;Olho d'Água das Cunhãs;19009;0;0;0;3248384.57;0;0;0;1437542.71;0;8991952.99;0;21466462.55;525406.80;0;2545334.37;0;513563.63;0;0;77804.03;0;0;0;0;239088.70;896858.73;406.80;372248.56;0
430740;RS;Esmeralda;3294;549591.38;167089.18;0;1953899.74;0;0;0;832928.28;0;3489694.06;0;4034961.09;366623.15;0;1167538.02;0;323136.60;66800.48;8864.26;576881.24;0;26891.41;81825.83;40558.97;104542.09;1495863.14;178621.78;511863.91;0
140020;RR;Caracaraí;19981;847167.99;0;0;5407184.48;0;0;0;1942947.65;0;9164615.98;0;17152782.20;272113.40;0;4930130.05;0;0;342916.66;0;637602.71;0;0;0;0;1326022.87;658741.72;14100.00;0;0
230550;CE;Iguatu;100733;4199914.42;0;0;12996517.16;0;0;0;7009053.62;0;56508334.06;333245.57;49482852.42;4292999.44;0;13057999.48;1448745.80;11564503.30;5981919.35;172800.27;996621.15;0;0;0;0;0;0;730175.17;2534282.29;697.74
293070;BA;Simões Filho;131630;11769684.00;0;0;77056201.13;0;0;0;1358977.34;0;46674954.41;0;90814221.09;5916571.92;0;38379541.41;0;1859878.09;0;0;0;0;0;0;0;0;0;1745239.87;7337880.07;0
240010;RN;Acari;11349;827767.67;0;0;3411042.39;0;0;0;936927.82;0;4614945.82;0;6254890.18;289900.99;0;2688441.36;0;0;0;0;33116.25;0;0;7529.78;0;0;2980.00;78919.67;0;0
521483;GO;Nova Crixás;12571;1601681.19;7937.04;0;7075088.58;0;91866.92;0;3753339.46;1409071.03;9543303.61;0;10212014.33;2050.00;0;4098908.52;0;30994.46;89525.72;0;287280.69;0;0;0;56486.41;0;2372535.27;1439384.11;0;0
314530;MG;Novo Cruzeiro;31760;1619963.34;104527.35;329892.84;2553389.39;0;1906236.85;0;2646132.07;0;11764759.71;0;17479838.47;823640.10;0;1931225.96;110716.68;99452.94;15594.88;0;1091933.08;0;0;0;14311.06;0;1179612.98;152288.38;1742542.29;0
431480;RS;Portão;33615;2605525.24;0;0;13235904.35;0;0;0;2661235.23;5565607.30;12837145.81;0;24044583.67;0;0;0;136786.67;1909903.84;0;0;804252.67;0;0;0;0;0;0;1346512.64;933320.18;2935165.79
420415;SC;Celso Ramos;2784;568392.66;0;0;1857266.22;0;6066.50;0;862432.85;0;2505163.90;0;3578688.84;0;60200.65;792252.25;0;2165.60;0;0;1392679.14;0;0;0;0;0;1364045.15;239817.96;848545.92;0
290470;BA;Buerarema;19297;1167607.02;0;0;5423517.31;0;0;0;1144378.13;0;6339567.03;0;10757665.57;458870.42;0;3954350.29;0;0;1945.86;0;150490.34;0;0;0;7919.48;0;0;107766.65;0;0
260730;PE;Ipubi;29338;1407706.75;0;254730.77;3428695.18;0;0;0;2647612.65;5817846.22;14807897.93;0;23176572.54;1175580.63;0;4112709.65;0;0;0;0;2185962.68;0;0;0;0;0;996635.96;910535.04;0;0
221130;PI;Valença do Piauí;20555;1007140.37;0;0;4113195.78;0;0;0;1004680.47;0;8227488.11;98271.05;14564512.98;673878.38;550.00;2629942.89;0;7437.48;104031.54;0;432601.05;0;0;3624.85;0;0;39216.00;150829.96;0;0
250080;PB;Araçagi;17186;889963.05;0;0;4642820.84;0;0;0;826332.39;0;7073399.90;4300.00;12121918.70;193805.16;0;14564.00;0;0;179891.35;0;106726.24;0;0;0;49364.00;0;72496.25;61890.40;1462997.98;0
280600;SE;Ribeirópolis;18218;1264881.24;362788.50;0;4753716.52;0;0;0;1607715.20;0;8091806.15;0;9887706.47;0;0;2590203.14;0;81115.94;0;0;648906.47;0;0;629415.00;0;0;415214.37;328211.09;0;0
312300;MG;Dores de Campos;9882;527341.18;62024.32;0;1065622.52;0;45056.79;0;455562.56;623008.94;4171246.80;171634.29;4784614.47;139931.10;0;1545039.78;0;285150.39;131798.32;0;57457.26;0;0;439821.44;32524.66;165966.57;237997.87;66540.27;218292.39;0
330450;RJ;Rio das Flores;8838;1839199.37;0;0;7175792.24;0;0;0;1683796.40;455900.00;15198636.01;0;12466049.47;2724439.74;0;6246372.74;807779.91;1631276.09;1092690.83;0;0;0;0;307406.67;83591.65;0;0;725102.56;393507.48;0
430222;RS;Boa Vista do Cadeado;2522;569028.14;0;0;2506487.93;0;74512.87;0;534796.53;0;4215105.84;0;3540140.89;64176.69;0;1435504.57;7128.21;116035.28;293041.58;0;1107076.90;0;2000.00;177000.13;0;0;1021002.47;146420.37;487947.97;0
220273;PI;Coivaras;3916;395878.55;0;0;2930805.58;0;0;0;353474.90;0;2018550.40;0;4112738.51;60797.14;0;105367.41;0;108614.08;54827.73;0;1484.54;0;0;0;17000.00;0;249557.14;5593.56;67789.82;0
316240;MG;São João da Ponte;25933;1469638.10;0;0;6823645.36;0;0;0;1745177.39;1067839.70;15782220.31;0;16983862.06;344421.88;0;1784620.84;0;25487.99;0;0;397365.10;0;0;0;0;100.00;1110360.24;33671.00;2174929.98;0
211030;MA;Santo Antônio dos Lopes;14270;0;0;0;7066737.70;0;0;0;1060653.91;0;16636808.68;0;26416633.84;1911669.69;0;10698730.83;0;250000.00;0;0;137230.71;0;0;0;0;1265000.00;8766030.12;293646.24;0;0
293360;BA;Xique-Xique;48210;2300302.57;0;0;10564528.55;0;0;0;2822028.05;0;13599546.33;0;44737240.34;994190.50;0;1400233.17;0;1359915.22;2332868.27;0;135093.44;0;0;0;0;1043314.01;0;201877.88;1447794.19;0
311995;MG;Córrego Fundo;6159;753282.79;0;0;4673857.78;0;17897.35;0;306977.33;0;4484316.58;0;3961243.27;46424.70;0;1368850.22;0;966814.42;96136.76;31026.64;48450.00;0;0;662.89;4046.74;151566.88;0;118247.22;315355.98;0
320150;ES;Colatina;121670;0;0;796917.28;33906165.19;0;2541767.68;0;6920439.85;0;77226753.43;0;80871186.02;1550460.80;376522.50;23393848.20;542366.00;34586078.01;593610.52;0;1566674.30;0;0;196459.27;0;0;4087683.00;2204368.66;11972577.84;29333.92
210120;MA;Bacabal;102265;2863267.83;0;709943.71;22825208.28;0;1131550.23;0;5305478.76;0;51094939.44;517503.26;60865146.54;2748324.84;0;10748633.75;0;8082433.51;356247.77;0;11603.42;0;0;0;0;0;0;899606.63;1770701.84;0
522028;GO;São Patrício;2058;707961.44;720.00;0;1883316.56;0;22028.06;0;589525.81;532660.21;2405902.85;112313.00;1470368.31;0;0;2004951.70;0;0;114220.00;0;662355.65;0;0;0;0;0;24600.00;2172.00;481444.46;0
350390;SP;Arujá;82651;10407908.92;0;0;44269109.95;0;3293839.73;0;11087484.59;770339.13;43743827.74;0;63953988.60;1530155.92;0;30347573.74;0;0;0;0;0;0;0;0;0;1731750.64;0;1533657.77;4155416.30;0
421145;SC;Nova Itaberaba;4338;588334.40;0;0;1737719.00;0;15857.47;0;839853.03;0;3430188.58;0;3597179.52;84687.61;0;989058.98;0;0;0;0;1186968.32;0;0;0;0;0;1768312.55;202120.17;538720.43;0
260750;PE;Itaíba;26462;1403541.52;0;0;6197037.20;0;0;0;1358753.23;3720643.45;8780360.15;0;23816578.45;432611.34;0;1523506.21;0;0;43279.90;0;1234910.28;0;0;0;0;0;451144.32;97652.00;2026169.72;0
315130;MG;Piraúba;11112;627236.24;0;0;3359776.17;0;0;0;796874.26;0;4415352.87;0;5807951.68;318870.25;0;1638572.48;0;0;7742.12;0;466204.98;0;0;0;0;0;0;12072.60;499677.55;0
431308;RS;Nova Pádua;2551;326117.51;0;0;2210481.15;0;18000.00;0;68644.62;402215.31;2153428.84;0;1526356.10;90397.01;0;1116.72;0;11324.30;306561.40;0;502342.65;0;0;133432.04;0;151665.74;3343276.91;98320.37;506384.42;0
430510;RS;Caxias do Sul;470223;19027133.75;393.84;5796242.33;113881319.84;0;17076745.26;0;39883990.53;2214290.20;395866306.97;555382.96;240683097.23;18653635.03;160257.41;126060480.32;11798962.69;123776779.84;27442133.08;85448.55;6723265.13;0;0;2630411.68;0;0;13001936.52;14168083.06;216372689.44;131434991.02
510030;MT;Alto Araguaia;17168;0;0;0;13056887.68;0;0;0;4334785.17;0;21132897.82;0;15204614.78;716871.04;0;6253100.64;206537.94;1191150.94;90901.47;0;316888.78;0;27411.88;60000.00;0;716360.44;3265375.24;1009993.71;967612.88;0
170600;TO;Couto Magalhães;5370;480851.90;0;6000.00;1667707.38;0;0;0;456408.13;0;2817433.49;67875.78;5091889.74;239508.99;0;441178.46;0;0;183710.86;0;954192.81;0;0;107231.88;66771.55;0;783581.30;97844.28;53070.34;0
420850;SC;Ituporanga;23777;1347344.41;89990.00;27183.77;4739751.49;0;596474.02;0;1507444.26;0;10731543.85;0;15035319.78;214333.82;0;8180695.90;0;171311.86;5457.92;0;1570749.80;0;0;3024048.18;0;0;2792932.49;185937.45;1548171.67;0
420768;SC;Ipuaçu;7193;840637.80;0;0;2664975.66;0;72684.83;0;1268206.50;0;4194383.98;0;5935165.54;51148.75;0;2846246.07;0;8787.20;3819.24;0;1221168.42;0;162222.11;0;0;0;2088130.52;66069.00;668059.29;0
411750;PR;Paiçandu;38846;0;0;0;8005037.16;0;0;0;1879494.37;0;13201825.34;0;19107966.28;440172.23;0;7408080.64;0;0;520655.52;0;158445.07;0;0;0;0;0;0;302133.37;0;0
210235;MA;Buritirana;15055;0;0;235869.02;4022575.51;0;0;0;904654.31;1494.62;5296205.03;0;10288416.29;263669.42;0;454263.07;0;308919.31;761944.17;0;0;0;0;10531.42;0;1592157.59;0;146919.81;335011.42;0
230700;CE;Jaguaruana;33324;1910639.22;0;0;3441134.19;0;0;0;2338112.03;3307066.62;13444004.45;0;18766247.20;1344352.13;1750.00;7060517.75;0;52261.73;438187.09;0;678290.90;0;0;55626.30;0;0;422370.28;574064.51;2941946.56;1265820.41
250150;PB;Bananeiras;21276;1166115.36;0;67291.67;7658142.46;0;0;0;816502.66;1821934.06;9697415.05;0;13709250.52;703248.00;0;300600.00;0;0;0;0;651828.63;0;0;135557.92;0;0;4264.80;115204.43;174029.04;533616.76
521060;GO;Itaguaru;5504;640427.15;21941.13;50842.46;2684792.20;0;79501.91;0;1140725.12;1167054.27;3305945.77;0;2775457.16;37929.99;0;1472964.51;0;0;15966.67;0;148750.08;0;48054.40;0;46950.35;575324.28;0;497099.90;331807.94;0
420915;SC;José Boiteux;4850;590588.80;0;0;1567395.07;0;133863.04;0;672188.49;0;3352993.35;0;4867888.34;0;48443.35;0;0;82469.35;0;0;545036.20;0;0;0;0;177003.27;2772439.87;80952.35;0;0
250890;PB;Mamanguape;44030;2109664.64;0;0;7100049.00;0;0;0;2527679.30;0;18185483.04;586953.74;23070473.49;0;287540.56;4911741.94;64912.00;0;162009.47;0;607210.21;0;0;662850.21;0;59167.78;298102.75;150376.03;0;0
291465;BA;Itabela;30852;1728855.30;0;0;5750069.84;0;0;0;2574590.34;2290504.26;13333715.24;0;23015198.49;976008.46;0;3696344.54;0;3521659.52;178044.88;0;425617.22;0;0;0;0;0;0;62351.60;836514.34;0
432380;RS;Xangri-lá;13951;2663780.73;0;0;17254466.64;0;65101.25;0;1901123.22;0;17294131.45;0;26205678.49;4135.00;0;5205071.84;0;0;79153.00;0;0;0;0;0;0;0;4434.00;1080361.54;1766552.92;1727461.75
251630;PB;Sumé;16691;151373.76;0;0;1548980.45;0;0;0;1064704.23;2183577.33;11676973.26;0;9258301.25;610598.28;0;3655907.67;0;339604.22;0;0;1039681.83;0;0;0;0;0;585136.16;521456.96;530485.76;505594.04
311910;MG;Corinto;24457;1683244.74;218536.63;0;4977727.29;0;47736.74;0;1176251.40;0;10070886.36;52128.00;11849833.88;251892.29;0;5225021.25;0;0;153654.92;45858.86;180532.48;0;0;570449.46;0;11430.13;1427562.44;361366.75;515357.78;0
293280;BA;Utinga;19490;1170537.52;0;0;2544191.67;0;319.50;0;1000358.72;0;7654696.01;0;13583882.83;1528778.20;0;3341041.40;0;1923.00;299120.27;0;140024.57;0;0;0;0;0;69524.08;15769.07;400289.90;0
520880;GO;Goianira;38607;2382498.57;11094.99;0;5896492.08;0;401224.83;0;2816952.83;3697147.56;16694085.05;0;26124112.36;1950.00;0;8026147.73;242677.52;0;552890.17;0;63353.58;0;0;0;73058.88;0;3452609.25;594146.69;2647768.65;0
310925;MG;Bugre;4128;466615.41;0;0;2971827.65;0;22267.64;0;574761.30;211625.00;3243089.68;0;2080688.21;205361.04;0;2100535.32;0;430735.43;2100.00;0;79240.97;0;0;0;0;0;841761.30;182330.79;0;0
320465;ES;São Domingos do Norte;8652;896074.59;0;12701.27;5054326.84;0;0;0;1208619.73;954827.42;5183900.85;217.00;10246777.25;140131.32;0;2917766.95;0;367980.26;264727.64;0;1259336.18;0;671660.45;44009.95;35171.13;0;1097614.52;244318.39;516163.16;0
170980;TO;Ipueiras;1843;401738.89;0;0;1238526.71;0;6935.04;0;418393.71;343691.14;1667432.28;69185.29;2291884.95;102217.90;0;471076.98;0;0;68100.26;0;229604.44;0;0;605054.31;8449.75;0;15609.40;117098.00;0;0
310130;MG;Alagoa;2764;341280.51;516017.82;0;1219587.38;0;18865.33;0;356892.05;1375462.40;3112652.81;0;2515788.08;204307.28;0;214373.75;0;25078.90;0;0;174889.97;0;0;38744.75;0;0;841465.58;127446.28;326473.72;0
410725;PR;Douradina;8120;0;0;0;2684477.67;0;0;0;722795.15;0;4940506.24;0;4833405.58;57143.80;0;1488412.10;0;0;82127.18;0;839639.03;0;10618.13;2000.00;0;401738.19;611993.61;167358.92;815349.21;0
351050;SP;Caraguatatuba;111524;9493330.79;0;0;51961108.95;0;217439.60;0;16163363.01;8052883.24;94474573.83;0;126774546.80;4909684.38;0;79089984.83;290089.39;0;3735650.65;225065.37;3321.00;0;0;3525469.55;0;0;0;6107950.20;4152972.66;16495034.53
211125;MA;São José dos Basílios;7501;0;0;0;3553272.22;0;0;0;619813.80;0;3270997.79;0;7266298.99;50000.00;0;1736796.83;0;280200.32;75799.89;0;0;0;0;0;0;0;0;0;70000.00;0
350480;SP;Bálsamo;8703;539685.52;0;0;2360990.64;0;0;0;977313.03;191979.97;4703881.46;350070.60;6803639.04;127117.71;0;4122816.38;0;1109192.53;0;0;21735.76;0;0;0;0;0;296326.25;230274.09;290981.52;0
355420;SP;Tejupá;4788;758582.56;0;0;2139736.97;0;0;0;1292785.38;0;3208619.33;0;5288912.07;1214.27;0;530370.52;0;464673.73;0;0;90659.76;0;0;0;0;0;1110874.82;739337.00;960117.80;0
292750;BA;Santa Bárbara;20635;1046828.50;0;0;3645704.82;0;0;0;933757.20;0;6308769.36;0;11750640.50;956220.58;0;3987047.29;0;0;2946.00;0;247634.85;0;0;0;0;398036.48;212669.08;79980.00;192478.94;0
352590;SP;Jundiaí;397965;20902366.50;0;352398.05;87162125.14;0;36188096.83;0;37506211.08;111952009.10;408420960.08;537769.27;341161355.59;13094707.65;1067547.09;203794410.88;12422661.74;16686973.57;9770812.97;186100.00;7183604.86;0;0;2428553.00;11721922.53;0;0;25633800.15;49259676.12;104767659.41
220327;PI;Curral Novo do Piauí;5059;0;0;0;2574246.13;0;0;0;600980.49;0;2397711.27;0;4865735.95;0;0;395966.25;0;0;0;0;125022.91;0;0;0;0;0;13268.00;234604.80;0;0
316165;MG;São Geraldo do Baixio;3788;463820.76;38500.00;0;1173873.19;0;257141.61;0;504290.14;505226.83;3421492.48;107512.05;2416666.84;462613.79;0;1194612.55;0;174792.37;0;0;101131.20;0;0;0;0;170280.61;487658.07;32782.50;0;0
221020;PI;São José do Piauí;6615;408314.65;0;0;1956075.65;0;0;0;578496.77;355851.08;2915818.53;87147.44;4124521.22;18930.00;0;264077.30;0;400833.65;33433.00;0;81978.42;0;0;0;150657.60;132299.88;56020.00;44786.64;0;0
352710;SP;Lins;75612;5559002.59;909103.34;0;29603269.26;0;689597.58;0;7745163.54;5945524.74;39724978.77;672886.18;37358188.96;1590056.61;60325.24;26697984.40;379892.93;0;250000.00;0;2569238.94;0;0;0;0;0;3014212.49;3768230.39;0;0
316570;MG;Senador Firmino;7650;592485.34;129804.09;0;906593.91;0;8182.99;0;411021.62;410433.89;3260610.67;0;4411884.81;657105.94;0;1559884.70;0;1195466.98;8969.40;0;312118.37;0;0;0;2119.74;0;424314.91;198329.22;657822.48;0
412650;PR;Sertanópolis;16315;1048507.81;0;0;5637005.15;0;0;0;1245801.05;758035.08;10310817.86;0;8480842.38;482990.54;0;2914136.41;0;78603.28;84357.20;0;423124.77;0;51822.07;5910.76;0;0;2250652.44;542910.45;1739397.20;0
280220;SE;Feira Nova;5551;624688.05;303552.35;0;4638849.02;0;0;0;173615.11;0;2720642.44;0;4704600.71;0;0;441074.31;0;0;0;0;0;0;0;0;0;0;0;301415.34;0;0
250905;PB;Marcação;8241;534471.87;0;0;1981419.09;0;0;0;633023.62;0;2663649.35;163604.06;6717503.99;232673.89;0;1324526.74;0;0;0;0;69663.43;0;0;0;0;0;35947.19;6528.55;0;0
510558;MT;Marcelândia;11090;952360.74;146914.01;0;2923716.48;0;0;0;1617789.45;1221828.26;7438884.92;286084.73;8608735.38;19788.59;0;544470.80;0;295543.00;281925.17;0;401906.46;0;0;0;0;115933.46;2818303.03;231739.39;487441.08;0
290330;BA;Barro Preto;6627;0;39000.00;0;4173624.36;0;0;0;371458.17;0;4456942.30;0;7053881.00;1009.00;0;56250.00;0;0;0;0;0;0;0;0;0;0;0;300.00;258793.62;0
290135;BA;Andorinha;14862;1275174.20;144335.00;0;4099020.97;0;0;0;1175041.85;0;6984689.54;0;13116544.41;1164970.84;0;3134353.32;0;94671.18;0;0;360969.62;0;0;0;0;0;88505.81;65091.56;344175.39;0
150285;PA;Curuá;13333;0;0;0;5526595.68;0;0;0;820786.82;0;5251442.93;0;14873523.65;106194.57;0;78437.94;0;112217.17;119656.09;0;327738.78;0;0;0;0;0;0;27750.00;298194.15;0
311580;MG;Centralina;10593;972221.14;342752.21;0;3490047.81;0;0;0;1046397.85;140629.58;6261437.25;0;4598488.37;293609.10;0;2088571.58;0;0;186388.54;0;186671.39;0;0;43020.49;0;0;0;293789.65;137860.25;0
521950;GO;Santa Rosa de Goiás;2772;614691.06;0;0;1391723.55;0;23523.09;0;538155.87;857569.80;3091014.62;15092.98;2788438.05;423108.34;0;1902093.49;0;0;70874.97;0;104569.42;0;21337.76;0;0;0;0;153359.11;160624.44;0
316447;MG;São Sebastião do Anta;6215;611273.33;0;0;2198299.61;0;11443.09;0;728000.29;0;3019135.46;125795.62;4818180.32;0;0;1457505.01;64552.10;247514.16;0;0;205020.74;0;0;0;0;70356.88;417322.51;417845.09;192656.96;0
280750;SE;Tomar do Geru;13196;804624.60;95770.32;0;11272582.85;0;0;0;851865.75;0;2930417.69;0;12672088.13;13575.00;0;475476.57;0;0;0;0;191459.35;0;0;0;0;0;0;0;0;0
430920;RS;Gravataí;270689;16159922.16;0;0;56843515.71;0;8073966.60;0;17969942.33;29763572.85;158894943.18;1108051.66;148018181.95;2735131.75;523.09;51669383.84;2038148.61;4881480.07;3076211.33;0;2700500.66;0;0;1698176.00;979519.04;0;4578355.14;1852724.25;23802437.15;32688973.17
231160;CE;Redenção;27182;1521000.00;0;0;6402189.54;0;0;0;2270675.02;4391260.78;13778732.04;0;20214014.10;305518.85;0;1762165.17;0;65424.17;31995.00;0;370997.58;0;525000.00;0;0;0;147656.99;186471.57;1118429.93;0
170380;TO;Buriti do Tocantins;10681;0;0;0;1760198.35;0;474.60;0;0;145874.33;18789.70;0;4397584.12;0;0;492707.91;0;0;536864.69;0;146128.43;0;0;0;0;0;75257.97;76552.62;0;0
352280;SP;Itaporanga;15090;1190978.97;0;0;6442571.55;0;0;0;2607944.13;7109.96;9766738.73;0;9500207.80;345020.15;0;1611652.05;1339744.45;0;19311.55;0;630899.80;0;0;0;16611.76;0;1491422.63;304823.77;335954.26;0
315645;MG;Rosário da Limeira;4495;585935.03;0;0;2303037.79;0;119984.44;0;716339.92;194244.00;3923381.49;0;3876774.07;20196.74;0;1223271.15;0;84246.66;79420.89;0;471739.03;0;0;131622.59;0;0;303671.71;100036.66;0;0
314225;MG;Miravânia;4803;588876.53;100217.85;0;1868858.90;22093.34;8871.53;0;504792.07;0;2696230.45;0;4944394.45;587087.83;0;1298405.39;0;689583.84;61076.58;0;144098.00;0;0;0;0;0;585853.24;91025.16;189898.04;0
353300;SP;Nova Granada;20534;1196575.35;0;0;5139778.50;0;0;0;2131674.55;0;12598328.41;0;12477226.83;512051.96;0;7124591.82;0;0;0;0;64511.05;0;0;0;0;0;96706.34;157168.36;304112.21;0
410990;PR;Icaraíma;8723;0;340947.10;0;3428338.93;0;0;0;754831.00;0;6054714.18;0;4175982.13;18206.89;0;2695454.82;0;0;98114.76;0;526661.41;0;75113.06;0;0;0;918228.00;44326.16;636944.98;0
352044;SP;Ilha Solteira;26242;3333679.92;0;0;8324223.21;0;3798870.02;0;3774773.57;5172261.73;22392900.54;0;27722514.64;2112675.22;0;8864437.49;2310682.51;5231064.95;224917.44;0;1316194.57;0;392276.15;2841806.36;0;0;2188057.36;1106691.41;1443373.54;5402020.01
315410;MG;Recreio;10651;840000.00;80753.30;0;4160620.09;12233.70;13187.88;0;495197.40;0;5191319.18;0;3485697.12;617952.81;0;3076877.07;0;715923.77;212997.21;59173.00;98543.01;0;0;0;6362.25;0;724.00;117532.17;309204.51;0
270260;AL;Feira Grande;22406;1157222.22;0;0;5839221.40;0;0;0;1247720.03;0;8430032.15;0;20356369.99;621971.74;0;2770939.68;0;0;60974.00;0;999570.35;0;0;0;0;0;332265.15;92248.29;1075215.17;0
421520;SC;Romelândia;5320;605137.06;0;0;1795460.66;0;32150.98;0;766377.06;0;3667503.75;0;2857471.52;60128.98;0;890872.94;0;0;3231.50;0;1493490.64;0;95000.00;17615.50;0;0;2859414.63;117173.91;386958.95;0
355670;SP;Vinhedo;71217;6044117.97;0;1876554.89;22540464.90;0;18114792.99;0;10296159.93;0;94083221.90;0;112898531.92;6445165.10;450913.34;45507297.07;603830.79;26343646.87;1144729.86;0;0;0;0;1234389.95;0;0;209007.09;7342468.12;10495100.78;0
160080;AP;Vitória do Jari;14045;594906.90;0;0;6197022.17;14690.00;0;0;891419.21;0;4834244.69;0;12036945.87;138718.00;0;709650.17;0;0;149950.97;0;478815.67;0;0;0;0;0;0;18824.40;0;0
210125;MA;Bacabeira;16276;1935307.12;0;216000.00;6652510.88;0;468583.59;0;2218986.94;0;9149923.78;0;23446685.10;2457062.77;0;6565056.26;0;716255.60;27023.65;0;858731.47;0;0;0;944559.17;1055645.69;270359.47;690975.70;0;0
317140;MG;Vieiras;3777;598461.31;234365.63;0;1578238.58;10618.67;36064.08;0;363303.79;0;2401143.97;0;3560657.44;30145.47;0;598339.51;981.60;41137.24;6000.00;0;519368.93;0;0;663753.03;0;0;473121.22;146103.29;0;0
412800;PR;Ubiratã;21916;0;0;0;5010038.21;0;35562.97;0;2548732.61;2325724.78;11161290.20;4415.61;12357881.93;148347.34;0;7803263.20;53910.57;26919.50;812472.99;0;0;0;132278.99;0;0;0;3182024.24;1853960.53;1491155.15;0
350300;SP;Aramina;5451;722252.77;0;0;2191851.13;0;0;0;1096422.08;472358.86;4745859.84;0;5254320.69;0;0;3495209.80;0;573979.99;3000.00;0;126912.38;0;0;842379.19;0;0;598032.43;206042.55;468383.93;0
240040;RN;Água Nova;3183;554473.04;0;0;2401383.45;0;0;0;730642.38;0;2846117.85;0;3143413.34;52416.00;0;1073696.22;0;0;0;0;581637.57;0;0;0;0;0;0;49818.06;550130.42;0
220940;PI;Santo Antônio de Lisboa;6215;436423.29;0;0;1832739.87;0;4250.00;0;512021.62;210056.00;3168622.03;8972.35;3161216.64;143620.00;0;114238.97;23500.00;788414.02;28612.00;0;66077.89;0;0;0;84929.03;141229.84;0;435967.86;0;0
354090;SP;Pradópolis;19450;1560343.27;0;0;5464723.28;0;188930.42;0;2690965.15;115747.89;11930046.07;0;23382294.30;149490.93;63892.30;4265782.33;0;1301979.67;335449.20;0;0;0;0;0;261288.47;757730.86;1304770.61;1941638.71;1486130.36;0
314537;MG;Novorizonte;5226;604145.57;127930.86;0;1526117.73;21178.18;0;0;494978.63;0;2815417.09;0;3444021.58;245196.23;0;1209752.80;2376.50;411286.30;0;0;239211.93;0;0;0;7392.00;0;391372.22;80058.41;781665.11;0
130290;AM;Maués;58834;3149117.27;0;315459.75;15443152.23;0;2100.00;0;4421344.55;3223646.32;25746759.29;329087.90;43666821.81;3647603.14;0;101825.80;0;2662849.14;640126.44;0;2077769.08;0;0;0;0;0;152442.08;614319.39;2371032.13;1163.33
171190;TO;Lagoa da Confusão;11859;944952.16;3795.99;0;4377006.01;0;30275.25;0;1119220.05;0;4672066.74;153196.21;6745387.47;97061.14;0;211397.18;0;0;1792994.66;0;58155.07;0;0;289924.78;19150.00;308571.60;221355.09;75403.20;32892.95;0
510455;MT;Itaúba;4124;749670.77;181100.00;0;2507924.18;0;0;0;1108375.92;308159.13;3961338.55;166839.29;4105026.53;161589.32;0;239712.76;0;279078.44;0;0;974969.27;0;0;0;0;62476.64;1326979.98;231132.17;204395.96;0
260345;PE;Camaragibe;152840;0;239850.36;0;16691453.53;0;9807904.01;0;7426735.52;6319115.58;78535532.37;540.00;41853325.63;2396771.94;0;24236943.42;0;52685.12;0;0;3221877.71;0;0;1073569.35;0;0;13087.68;62092.78;0;0
312400;MG;Ervália;18789;1304273.06;52052.46;0;13108235.00;0;292788.03;0;608139.14;221244.58;6404694.51;0;8352521.84;86971.31;0;1923827.00;0;448049.17;1341.11;0;558251.05;0;0;0;18290.69;0;437400.21;668285.76;0;0
520050;GO;Aloândia;2084;532832.52;1077.41;0;2377044.46;50575.48;0;0;598008.51;448167.60;3361979.67;0;1064922.33;0;0;665336.19;143680.00;0;26423.99;0;0;0;0;0;0;0;456998.73;22600.17;28264.56;0
110004;RO;Cacoal;86556;5319051.34;400814.27;0;23561629.90;0;0;0;2963931.98;0;39255979.87;0;35521874.20;595918.99;0;13640047.41;87703.02;13575359.89;7223548.30;0;2491984.62;0;0;51101.00;178696.48;0;5338690.67;2663849.94;2602383.67;0
220730;PI;Paes Landim;4074;410700.27;0;0;2670638.84;0;0;0;308894.30;62860.19;2522167.57;0;3643109.51;47077.65;0;214619.53;3992.00;1094.00;8633.00;0;40836.33;0;0;0;3100.00;46768.92;268655.41;0;0;0
