#"CodIBGE";"uf";"municipio";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais";"desp por função intra-orçamentária"
330240;"RJ";"Macaé";217951;R$ 44973705,00;R$ 1710115,80;R$ 0,00;R$ 654015751,00;R$ 0,00;R$ 1177085,10;R$ 0,00;R$ 26056228,90;R$ 17565151,00;R$ 293884396,90;R$ 3075893,10;R$ 290617473,30;R$ 12359307,10;R$ 110,90;R$ 141974566,60;R$ 6600,00;R$ 40521595,10;R$ 781231,70;R$ 3761207,10;R$ 2190301,70;R$ 0,00;R$ 13337,20;R$ 1338601,00;R$ 8171885,80;R$ 0,00;R$ 34546436,10;R$ 17963791,20;R$ 6073842,50;R$ 41588422,64
330245;"RJ";"Macuco";5327;R$ 1392605,70;R$ 0,00;R$ 0,00;R$ 5489992,80;R$ 0,00;R$ 59987,60;R$ 0,00;R$ 1263774,10;R$ 0,00;R$ 7672162,70;R$ 0,00;R$ 5857496,00;R$ 313621,10;R$ 138910,70;R$ 5042465,90;R$ 51210,90;R$ 0,00;R$ 1551079,40;R$ 0,00;R$ 689646,20;R$ 0,00;R$ 0,00;R$ 1449274,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 52219,50;R$ 0,00;R$ 0,00
330260;"RJ";"Mangaratiba";38201;R$ 8330337,62;R$ 0,00;R$ 0,00;R$ 59085275,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631666,31;R$ 7201619,94;R$ 43401008,58;R$ 2360098,83;R$ 54716925,65;R$ 142973,73;R$ 337471,43;R$ 0,00;R$ 33031797,78;R$ 86839,39;R$ 0,00;R$ 0,00;R$ 27152,00;R$ 0,00;R$ 0,00;R$ 6495767,44;R$ 0,00;R$ 6410565,96;R$ 5036732,70;R$ 622716,36;R$ 3724129,90;R$ 0,00
330270;"RJ";"Maricá";135121;R$ 6718884,00;R$ 6790,00;R$ 0,00;R$ 64811041,00;R$ 0,00;R$ 117959,00;R$ 0,00;R$ 2808937,00;R$ 10412007,00;R$ 50621615,00;R$ 1559843,00;R$ 69584608,00;R$ 655183,00;R$ 166548,00;R$ 63626713,00;R$ 4703,00;R$ 13750,00;R$ 9382245,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 425502,00;R$ 0,00;R$ 10293977,00;R$ 357785,00;R$ 7293006,00;R$ 14305662,00;R$ 0,00
330280;"RJ";"Mendes";18024;R$ 1816019,34;R$ 117390,18;R$ 0,00;R$ 6446756,82;R$ 0,00;R$ 27720,31;R$ 0,00;R$ 3123170,29;R$ 1987011,12;R$ 11922420,90;R$ 0,00;R$ 11055409,11;R$ 338459,76;R$ 0,00;R$ 2142300,94;R$ 0,00;R$ 84437,50;R$ 209239,48;R$ 0,00;R$ 377012,57;R$ 0,00;R$ 0,00;R$ 947599,88;R$ 0,00;R$ 0,00;R$ 2463519,68;R$ 245451,50;R$ 1057036,15;R$ 0,00
330285;"RJ";"Mesquita";169537;R$ 0,00;R$ 0,00;R$ 0,00;R$ 39102232,49;R$ 0,00;R$ 4220,62;R$ 0,00;R$ 4741996,36;R$ 180783,38;R$ 34726862,65;R$ 0,00;R$ 61196640,97;R$ 2264427,20;R$ 0,00;R$ 12495728,24;R$ 499920,50;R$ 18994144,20;R$ 76770,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3199804,78;R$ 0,00;R$ 77928,49;R$ 0,00;R$ 0,00
330290;"RJ";"Miguel Pereira";24754;R$ 2464737,98;R$ 0,00;R$ 0,00;R$ 7590299,45;R$ 0,00;R$ 52383,86;R$ 0,00;R$ 2717281,19;R$ 2756910,70;R$ 19902081,05;R$ 0,00;R$ 15564093,31;R$ 425728,47;R$ 0,00;R$ 7047266,15;R$ 0,00;R$ 396050,17;R$ 4171930,27;R$ 0,00;R$ 536018,44;R$ 0,00;R$ 0,00;R$ 1647287,73;R$ 0,00;R$ 0,00;R$ 2760661,38;R$ 190140,81;R$ 0,00;R$ 0,00
330300;"RJ";"Miracema";26810;R$ 1949954,06;R$ 0,00;R$ 0,00;R$ 15538781,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1864413,02;R$ 4984951,32;R$ 12563010,92;R$ 0,00;R$ 13674058,03;R$ 162765,71;R$ 0,00;R$ 3724296,14;R$ 0,00;R$ 387062,72;R$ 1519044,93;R$ 0,00;R$ 1524738,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 965938,94;R$ 200000,00;R$ 153000,47;R$ 0,00
330310;"RJ";"Natividade";15076;R$ 1436979,89;R$ 145374,73;R$ 0,00;R$ 12931445,81;R$ 0,00;R$ 1801673,33;R$ 0,00;R$ 852628,02;R$ 2588901,32;R$ 10117574,57;R$ 0,00;R$ 9030737,29;R$ 4240,00;R$ 0,00;R$ 6690917,70;R$ 602761,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1376073,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 83461,44;R$ 0,00;R$ 0,00
330320;"RJ";"Nilópolis";157986;R$ 6224826,00;R$ 0,00;R$ 3315749,00;R$ 40042500,00;R$ 0,00;R$ 2873361,00;R$ 0,00;R$ 2799272,00;R$ 0,00;R$ 59051259,00;R$ 0,00;R$ 49359960,00;R$ 2813012,00;R$ 2975501,00;R$ 34317157,00;R$ 488116,00;R$ 0,00;R$ 1034111,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 90701,00;R$ 0,00;R$ 0,00;R$ 1512563,00;R$ 2633340,00;R$ 3817230,00;R$ 0,00
330330;"RJ";"Niterói";491807;R$ 38793040,34;R$ 0,00;R$ 0,00;R$ 100880555,25;R$ 0,00;R$ 12044180,39;R$ 0,00;R$ 12237336,41;R$ 202959493,75;R$ 326172660,14;R$ 956123,25;R$ 235956266,02;R$ 19972871,30;R$ 519994,70;R$ 130482116,82;R$ 8671353,42;R$ 154806262,49;R$ 0,00;R$ 840341,22;R$ 1000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 42293,40;R$ 0,00;R$ 26468545,25;R$ 16251233,52;R$ 98461504,55;R$ 0,00
330340;"RJ";"Nova Friburgo";183391;R$ 9740026,40;R$ 0,00;R$ 0,00;R$ 50914112,63;R$ 0,00;R$ 1792481,33;R$ 0,00;R$ 1651301,86;R$ 10970617,46;R$ 108682705,04;R$ 19293,00;R$ 86321328,15;R$ 317030,96;R$ 0,00;R$ 16811118,57;R$ 792447,91;R$ 0,00;R$ 132000,00;R$ 132995,92;R$ 1427100,00;R$ 0,00;R$ 0,00;R$ 1345649,52;R$ 0,00;R$ 0,00;R$ 1497380,04;R$ 739308,59;R$ 15174227,00;R$ 0,00
330350;"RJ";"Nova Iguaçu";801746;R$ 13899854,46;R$ 0,00;R$ 0,00;R$ 92177073,00;R$ 0,00;R$ 638444,08;R$ 0,00;R$ 15458685,72;R$ 113092136,74;R$ 239670939,39;R$ 0,00;R$ 274845476,05;R$ 4013839,40;R$ 0,00;R$ 68914945,88;R$ 60737,50;R$ 365614,76;R$ 258188,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 17382020,49;R$ 875550,71;R$ 1305920,30;R$ 56545168,50;R$ 0,00
330360;"RJ";"Paracambi";48129;R$ 2056689,94;R$ 204065,67;R$ 0,00;R$ 8959155,09;R$ 0,00;R$ 1118502,87;R$ 0,00;R$ 1128896,01;R$ 1649934,29;R$ 35451193,73;R$ 343130,40;R$ 23659524,80;R$ 2273045,09;R$ 0,00;R$ 13323459,20;R$ 0,00;R$ 7900,00;R$ 477942,12;R$ 0,00;R$ 256042,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 758533,75;R$ 221861,35;R$ 0,00;R$ 1043586,33;R$ 0,00
330370;"RJ";"Paraíba do Sul";41639;R$ 2727611,40;R$ 100000,00;R$ 0,00;R$ 13831075,25;R$ 0,00;R$ 82424,89;R$ 0,00;R$ 446882,22;R$ 4519799,94;R$ 20292537,17;R$ 819371,74;R$ 24602777,48;R$ 10725,47;R$ 59434,86;R$ 3480846,52;R$ 0,00;R$ 474421,20;R$ 900965,75;R$ 13830,00;R$ 114236,12;R$ 0,00;R$ 0,00;R$ 1022921,96;R$ 0,00;R$ 399344,85;R$ 1171898,51;R$ 149059,54;R$ 1570544,22;R$ 0,00
330380;"RJ";"Parati";38740;R$ 4328000,00;R$ 0,00;R$ 1617817,30;R$ 20469154,47;R$ 0,00;R$ 2836884,30;R$ 0,00;R$ 2776201,17;R$ 0,00;R$ 42771487,98;R$ 0,00;R$ 31277613,54;R$ 1626084,66;R$ 0,00;R$ 34041295,76;R$ 0,00;R$ 104145,00;R$ 997265,94;R$ 0,00;R$ 1449372,94;R$ 0,00;R$ 0,00;R$ 3995878,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1171857,37;R$ 3536403,61;R$ 0,00
330385;"RJ";"Paty do Alferes";26575;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15060580,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1664933,18;R$ 1812094,50;R$ 15255500,00;R$ 0,00;R$ 14740266,83;R$ 182675,90;R$ 0,00;R$ 2708704,95;R$ 0,00;R$ 328921,89;R$ 1547459,34;R$ 303,90;R$ 742765,87;R$ 0,00;R$ 0,00;R$ 2512722,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 466178,15;R$ 90944,88;R$ 0,00
330390;"RJ";"Petrópolis";297192;R$ 17351030,91;R$ 0,00;R$ 0,00;R$ 80734811,81;R$ 0,00;R$ 1002917,37;R$ 0,00;R$ 15165447,55;R$ 76888541,02;R$ 225214291,88;R$ 595539,16;R$ 190071593,82;R$ 9592193,99;R$ 0,00;R$ 118520458,03;R$ 941733,08;R$ 0,00;R$ 114542,22;R$ 298355,43;R$ 807452,36;R$ 0,00;R$ 0,00;R$ 563658,42;R$ 0,00;R$ 0,00;R$ 0,00;R$ 380728,35;R$ 9555497,69;R$ 0,00
330395;"RJ";"Pinheiral";23208;R$ 1963390,90;R$ 0,00;R$ 245913,10;R$ 3667224,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2086110,60;R$ 1713465,90;R$ 16494222,10;R$ 58097,70;R$ 12591003,50;R$ 924774,50;R$ 387065,10;R$ 7670749,20;R$ 0,00;R$ 0,00;R$ 292966,20;R$ 0,00;R$ 1279204,40;R$ 0,00;R$ 140545,40;R$ 251704,50;R$ 415722,20;R$ 655558,90;R$ 0,00;R$ 60134,20;R$ 1522699,06;R$ 2773644,80
330400;"RJ";"Piraí";26948;R$ 4816693,79;R$ 0,00;R$ 0,00;R$ 22991787,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2086994,81;R$ 7778888,96;R$ 34105222,52;R$ 117900,00;R$ 31499390,16;R$ 1322420,43;R$ 0,00;R$ 8731039,31;R$ 41733,38;R$ 5110566,07;R$ 3416819,10;R$ 0,00;R$ 1131610,21;R$ 0,00;R$ 11723731,01;R$ 205491,66;R$ 4635,76;R$ 0,00;R$ 3211554,91;R$ 7448727,60;R$ 2016762,66;R$ 0,00
330410;"RJ";"Porciúncula";18034;R$ 1832730,71;R$ 0,00;R$ 0,00;R$ 5455046,18;R$ 3810,75;R$ 95897,52;R$ 0,00;R$ 1855335,15;R$ 3932485,25;R$ 11535477,24;R$ 94923,10;R$ 11220827,88;R$ 541077,21;R$ 0,00;R$ 3476806,76;R$ 2600,00;R$ 0,00;R$ 43991,61;R$ 0,00;R$ 2566916,57;R$ 0,00;R$ 0,00;R$ 649423,51;R$ 0,00;R$ 0,00;R$ 2682621,96;R$ 5027,05;R$ 326145,33;R$ 0,00
330411;"RJ";"Porto Real";17272;R$ 9114806,67;R$ 0,00;R$ 0,00;R$ 70942278,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2787499,94;R$ 0,00;R$ 50944485,80;R$ 1074104,00;R$ 36371658,76;R$ 3217202,87;R$ 0,00;R$ 13995666,11;R$ 1575951,17;R$ 3522945,93;R$ 815393,64;R$ 0,00;R$ 472585,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1813853,01;R$ 2813971,86;R$ 933434,00;R$ 0,00
330412;"RJ";"Quatis";13105;R$ 1318800,52;R$ 0,00;R$ 0,00;R$ 10821941,68;R$ 0,00;R$ 1357582,90;R$ 0,00;R$ 1564185,62;R$ 585889,67;R$ 11438378,71;R$ 213165,85;R$ 11781727,56;R$ 1126703,14;R$ 493623,86;R$ 1824752,17;R$ 0,00;R$ 1465776,90;R$ 570219,50;R$ 0,00;R$ 2138793,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 552096,61;R$ 176496,38;R$ 1147992,17;R$ 0,00
330414;"RJ";"Queimados";140374;R$ 4464938,38;R$ 0,00;R$ 0,00;R$ 42912232,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4895166,24;R$ 6158613,74;R$ 57133878,49;R$ 275067,02;R$ 55236244,42;R$ 1122238,38;R$ 0,00;R$ 20299847,14;R$ 1693089,57;R$ 437368,71;R$ 0,00;R$ 0,00;R$ 3120800,00;R$ 0,00;R$ 0,00;R$ 2343033,00;R$ 0,00;R$ 0,00;R$ 902951,85;R$ 1415320,08;R$ 0,00;R$ 0,00
330415;"RJ";"Quissamã";21234;R$ 7852287,20;R$ 1208411,27;R$ 0,00;R$ 67096495,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11883798,06;R$ 0,00;R$ 50134914,19;R$ 2695266,85;R$ 46946228,14;R$ 9263982,34;R$ 0,00;R$ 18418561,77;R$ 3769430,15;R$ 5461687,46;R$ 0,00;R$ 0,00;R$ 3898054,49;R$ 0,00;R$ 8878658,68;R$ 151339,00;R$ 0,00;R$ 0,00;R$ 6424910,56;R$ 4819349,24;R$ 1903910,21;R$ 0,00
330420;"RJ";"Resende";122068;R$ 12231479,11;R$ 1570054,51;R$ 0,00;R$ 57404083,26;R$ 0,00;R$ 1153110,49;R$ 0,00;R$ 6311692,87;R$ 12121749,46;R$ 91940015,93;R$ 420,86;R$ 70490267,53;R$ 3738321,76;R$ 0,00;R$ 28453594,28;R$ 149964,30;R$ 3132524,44;R$ 2847170,71;R$ 17388,00;R$ 200274,20;R$ 0,00;R$ 49569,96;R$ 35557,37;R$ 0,00;R$ 3789251,41;R$ 7860940,18;R$ 3024946,78;R$ 11097715,43;R$ 10903631,17
330430;"RJ";"Rio Bonito";56436;R$ 4526863,00;R$ 0,00;R$ 0,00;R$ 25838648,82;R$ 0,00;R$ 474635,90;R$ 0,00;R$ 1881227,50;R$ 6864672,10;R$ 61222232,30;R$ 0,00;R$ 36089461,30;R$ 7800,00;R$ 196213,00;R$ 11141537,30;R$ 152191,30;R$ 0,00;R$ 708000,90;R$ 0,00;R$ 406280,00;R$ 0,00;R$ 15000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2092165,00;R$ 103154,30;R$ 804143,40;R$ 3821540,20
330440;"RJ";"Rio Claro";17606;R$ 0,00;R$ 0,00;R$ 722410,00;R$ 16458858,00;R$ 0,00;R$ 12270,00;R$ 0,00;R$ 1215763,00;R$ 2807035,00;R$ 15767043,00;R$ 0,00;R$ 13725691,00;R$ 1103217,00;R$ 0,00;R$ 3032816,00;R$ 0,00;R$ 0,00;R$ 2247154,00;R$ 0,00;R$ 348800,00;R$ 0,00;R$ 0,00;R$ 2418107,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 303599,00;R$ 1594627,00;R$ 0,00
330450;"RJ";"Rio das Flores";8703;R$ 1492584,41;R$ 0,00;R$ 0,00;R$ 4201270,92;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1245259,52;R$ 348219,43;R$ 9015593,30;R$ 0,00;R$ 10371684,43;R$ 1210534,64;R$ 0,00;R$ 4824297,41;R$ 1497901,16;R$ 1109943,96;R$ 718965,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 240426,13;R$ 64355,23;R$ 0,00;R$ 0,00;R$ 436951,23;R$ 691475,82;R$ 0,00
330452;"RJ";"Rio das Ostras";116134;R$ 9868300,00;R$ 7762300,00;R$ 0,00;R$ 101746900,00;R$ 0,00;R$ 25338300,00;R$ 0,00;R$ 16747400,00;R$ 8995800,00;R$ 124760600,00;R$ 0,00;R$ 128891900,00;R$ 6425700,00;R$ 415100,00;R$ 100734900,00;R$ 0,00;R$ 129384500,00;R$ 56447800,00;R$ 4264300,00;R$ 2283400,00;R$ 0,00;R$ 202100,00;R$ 29699900,00;R$ 0,00;R$ 0,00;R$ 56500,00;R$ 8410500,00;R$ 3443602,65;R$ 13428800,00
330455;"RJ";"Rio de Janeiro";6390290;R$ 505407728,17;R$ 69302501,09;R$ 0,00;R$ 1441633095,38;R$ 0,00;R$ 305521104,67;R$ 0,00;R$ 565052833,18;R$ 2600903856,05;R$ 3621063270,98;R$ 7855287,42;R$ 3183179819,98;R$ 222141588,09;R$ 1397100,92;R$ 3411488818,26;R$ 546937298,87;R$ 620437684,68;R$ 139760690,71;R$ 14805208,15;R$ 0,00;R$ 0,00;R$ 8633638,69;R$ 195773942,56;R$ 0,00;R$ 0,00;R$ 253743940,47;R$ 41307220,80;R$ 945977667,14;R$ 2148367839,75
330460;"RJ";"Santa Maria Madalena";10298;R$ 2088957,88;R$ 15531,26;R$ 0,00;R$ 11582725,10;R$ 0,00;R$ 214827,80;R$ 0,00;R$ 1421322,49;R$ 2623397,88;R$ 9482856,44;R$ 824126,83;R$ 11794122,21;R$ 100445,60;R$ 0,00;R$ 3694122,33;R$ 0,00;R$ 0,00;R$ 360194,11;R$ 0,00;R$ 1249519,97;R$ 0,00;R$ 0,00;R$ 321095,97;R$ 214897,21;R$ 0,00;R$ 1025108,76;R$ 45169,98;R$ 0,00;R$ 0,00
330470;"RJ";"Santo Antônio de Pádua";40876;R$ 3072575,49;R$ 97140,37;R$ 38832,41;R$ 14153852,06;R$ 0,00;R$ 798,50;R$ 0,00;R$ 2499552,82;R$ 3266974,66;R$ 20838611,33;R$ 0,00;R$ 23069071,70;R$ 25117,65;R$ 33000,00;R$ 11727391,31;R$ 84992,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 393030,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3980449,04;R$ 1466801,54;R$ 0,00;R$ 0,00
330480;"RJ";"São Fidélis";37657;R$ 2653542,31;R$ 0,00;R$ 0,00;R$ 8993551,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5465301,80;R$ 4780384,19;R$ 14103349,26;R$ 0,00;R$ 17119363,36;R$ 3708656,51;R$ 0,00;R$ 8345696,88;R$ 0,00;R$ 200406,16;R$ 5655,00;R$ 0,00;R$ 1346208,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 859559,73;R$ 0,00;R$ 0,00;R$ 605985,26;R$ 1589020,98;R$ 0,00
330475;"RJ";"São Francisco de Itabapoana";41386;R$ 3891729,67;R$ 0,00;R$ 0,00;R$ 38083932,94;R$ 0,00;R$ 0,00;R$ 3500,00;R$ 2558197,06;R$ 0,00;R$ 6762982,85;R$ 0,00;R$ 29573516,60;R$ 74090,84;R$ 0,00;R$ 4418084,58;R$ 183538,45;R$ 3214,33;R$ 0,00;R$ 0,00;R$ 32605,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 83050,70;R$ 0,00;R$ 0,00
330490;"RJ";"São Gonçalo";1016128;R$ 13672694,98;R$ 0,00;R$ 0,00;R$ 114859357,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20930909,96;R$ 65469152,03;R$ 279832374,00;R$ 3375347,18;R$ 200982435,28;R$ 1348765,05;R$ 0,00;R$ 158547425,14;R$ 0,00;R$ 0,00;R$ 11927355,28;R$ 0,00;R$ 27380,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1361155,11;R$ 5344278,33;R$ 16929459,88;R$ 0,00
330500;"RJ";"São João da Barra";33512;R$ 4836353,51;R$ 3727959,65;R$ 0,00;R$ 54187732,03;R$ 0,00;R$ 3657670,88;R$ 0,00;R$ 27425981,64;R$ 0,00;R$ 101534419,13;R$ 0,00;R$ 57795507,25;R$ 3280566,44;R$ 0,00;R$ 79737504,49;R$ 514316,96;R$ 7270076,35;R$ 15017477,93;R$ 0,00;R$ 3491958,30;R$ 0,00;R$ 0,00;R$ 25027955,82;R$ 0,00;R$ 0,00;R$ 9548238,39;R$ 9371174,52;R$ 6130167,20;R$ 0,00
330510;"RJ";"São João de Meriti";460062;R$ 0,00;R$ 0,00;R$ 0,00;R$ 84149454,82;R$ 0,00;R$ 5601881,81;R$ 0,00;R$ 4527643,11;R$ 0,00;R$ 94698817,27;R$ 1980883,25;R$ 102484581,84;R$ 3778950,12;R$ 281713,67;R$ 57008386,51;R$ 17000,00;R$ 30500816,25;R$ 4395240,40;R$ 367701,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2196183,23;R$ 1455132,04;R$ 10168938,96;R$ 2902997,22;R$ 0,00;R$ 12875840,03;R$ 0,00
330513;"RJ";"São José de Ubá";7093;R$ 1318298,01;R$ 0,00;R$ 0,00;R$ 8343457,86;R$ 0,00;R$ 0,00;R$ 0,00;R$ 879241,79;R$ 172691,61;R$ 7570229,24;R$ 0,00;R$ 6027961,56;R$ 263761,18;R$ 0,00;R$ 2266079,94;R$ 740705,80;R$ 0,00;R$ 200879,37;R$ 0,00;R$ 796550,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 650680,83;R$ 54924,00;R$ 38674,08;R$ 0,00
330515;"RJ";"São José do Vale do Rio Preto";20540;R$ 1627339,01;R$ 0,00;R$ 0,00;R$ 9493993,56;R$ 0,00;R$ 346925,08;R$ 0,00;R$ 691286,18;R$ 1376101,73;R$ 14299829,91;R$ 0,00;R$ 14790651,39;R$ 27130,56;R$ 0,00;R$ 537186,53;R$ 200,00;R$ 0,00;R$ 786055,59;R$ 0,00;R$ 1708918,75;R$ 0,00;R$ 81785,32;R$ 289989,12;R$ 0,00;R$ 1846875,12;R$ 1486181,54;R$ 236788,84;R$ 0,00;R$ 0,00
330520;"RJ";"São Pedro da Aldeia";91542;R$ 4437740,58;R$ 0,00;R$ 0,00;R$ 23742884,87;R$ 0,00;R$ 11587,40;R$ 0,00;R$ 3225216,01;R$ 6720213,86;R$ 33824444,53;R$ 0,00;R$ 42958806,94;R$ 846012,06;R$ 295854,00;R$ 14164986,53;R$ 0,00;R$ 0,00;R$ 65843,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 17500,00;R$ 37500,00;R$ 0,00;R$ 0,00;R$ 592162,03;R$ 5453686,80;R$ 3818831,10
330530;"RJ";"São Sebastião do Alto";8970;R$ 1674844,66;R$ 0,00;R$ 0,00;R$ 5513828,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9073705,71;R$ 0,00;R$ 8710519,58;R$ 0,00;R$ 0,00;R$ 14677353,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
330540;"RJ";"Sapucaia";17581;R$ 2710320,00;R$ 0,00;R$ 71200,53;R$ 14528368,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2205924,62;R$ 3737357,51;R$ 12347712,57;R$ 0,00;R$ 11932788,50;R$ 826920,00;R$ 0,00;R$ 2135876,77;R$ 0,00;R$ 0,00;R$ 1666616,94;R$ 0,00;R$ 1107905,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1092649,24;R$ 634690,47;R$ 0,00
330550;"RJ";"Saquarema";77522;R$ 5626809,10;R$ 0,00;R$ 0,00;R$ 18501367,64;R$ 0,00;R$ 3945408,10;R$ 0,00;R$ 2379891,20;R$ 7642750,00;R$ 54556300,90;R$ 0,00;R$ 47522808,70;R$ 110469,30;R$ 0,00;R$ 34267445,50;R$ 48880,00;R$ 0,00;R$ 23206,50;R$ 0,00;R$ 30160,00;R$ 0,00;R$ 0,00;R$ 705677,10;R$ 270901,60;R$ 0,00;R$ 0,00;R$ 806334,50;R$ 2279495,40;R$ 4978399,50
330555;"RJ";"Seropédica";80138;R$ 4153606,69;R$ 0,00;R$ 0,00;R$ 21006102,41;R$ 0,00;R$ 1995630,19;R$ 0,00;R$ 2610222,55;R$ 4112822,45;R$ 31365854,63;R$ 248070,66;R$ 60034593,67;R$ 0,00;R$ 0,00;R$ 12308122,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4989185,94;R$ 0,00;R$ 0,00;R$ 0,00
330560;"RJ";"Silva Jardim";21362;R$ 2955002,18;R$ 0,00;R$ 0,00;R$ 18849072,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1011053,53;R$ 4092716,42;R$ 23315921,83;R$ 0,00;R$ 25247508,16;R$ 221547,96;R$ 0,00;R$ 9020485,51;R$ 103300,00;R$ 0,00;R$ 551686,22;R$ 15975,65;R$ 499954,30;R$ 0,00;R$ 0,00;R$ 3265510,71;R$ 0,00;R$ 1595078,81;R$ 4365753,26;R$ 291280,00;R$ 2405046,72;R$ 0,00
330570;"RJ";"Sumidouro";15010;R$ 1742009,98;R$ 0,00;R$ 0,00;R$ 8568087,07;R$ 0,00;R$ 81304,01;R$ 0,00;R$ 1534164,75;R$ 2781168,41;R$ 13264916,11;R$ 0,00;R$ 10365076,76;R$ 28500,00;R$ 0,00;R$ 7369438,46;R$ 0,00;R$ 0,00;R$ 1224500,00;R$ 0,00;R$ 1138979,46;R$ 0,00;R$ 30000,00;R$ 0,00;R$ 0,00;R$ 19877,00;R$ 387740,00;R$ 1917268,88;R$ 0,00;R$ 0,00
330575;"RJ";"Tanguá";31438;R$ 1962308,11;R$ 0,00;R$ 0,00;R$ 13682634,08;R$ 0,00;R$ 5300,65;R$ 0,00;R$ 816263,02;R$ 0,00;R$ 14378662,70;R$ 98974,06;R$ 19410364,24;R$ 316328,83;R$ 0,00;R$ 2615154,22;R$ 122770,64;R$ 735002,89;R$ 458852,40;R$ 724687,43;R$ 690907,35;R$ 0,00;R$ 0,00;R$ 7155,34;R$ 0,00;R$ 750000,00;R$ 123744,43;R$ 57222,00;R$ 835248,83;R$ 0,00
330580;"RJ";"Teresópolis";167622;R$ 9969493,36;R$ 0,00;R$ 0,00;R$ 24963948,72;R$ 0,00;R$ 4248462,97;R$ 0,00;R$ 10379831,56;R$ 33607785,20;R$ 80273148,19;R$ 346984,64;R$ 105550070,61;R$ 1487592,49;R$ 0,00;R$ 29833483,18;R$ 0,00;R$ 0,00;R$ 7215147,23;R$ 0,00;R$ 2116734,00;R$ 0,00;R$ 0,00;R$ 2911457,73;R$ 573401,30;R$ 0,00;R$ 0,00;R$ 1164556,53;R$ 11542653,62;R$ 9059809,64
