#"CodIBGE";"uf";"municipio";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais";"desp por função intra-orçamentária"
120001;"AC";"Acrelândia";13011;R$ 585154,89;R$ 0,00;R$ 0,00;R$ 3026068,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1117066,84;R$ 0,00;R$ 3951663,30;R$ 0,00;R$ 11492929,83;R$ 0,00;R$ 0,00;R$ 288313,53;R$ 1352816,26;R$ 0,00;R$ 18523,79;R$ 0,00;R$ 262088,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7862,60;R$ 0,00;R$ 60353,15;R$ 1242717,26;R$ 28916,63;R$ 0,00
120005;"AC";"Assis Brasil";6308;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3163943,33;R$ 18951,70;R$ 0,00;R$ 0,00;R$ 627725,62;R$ 0,00;R$ 2310338,07;R$ 0,00;R$ 5654093,63;R$ 850,00;R$ 0,00;R$ 315533,95;R$ 254281,00;R$ 0,00;R$ 82487,54;R$ 0,00;R$ 400322,11;R$ 0,00;R$ 47304,84;R$ 26691,00;R$ 0,00;R$ 0,00;R$ 74609,00;R$ 0,00;R$ 0,00;R$ 0,00
120010;"AC";"Brasiléia";22261;R$ 1065000,00;R$ 0,00;R$ 0,00;R$ 8392377,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1095713,80;R$ 470792,67;R$ 5980777,51;R$ 0,00;R$ 12058270,01;R$ 0,00;R$ 0,00;R$ 2534646,13;R$ 126159,16;R$ 199056,21;R$ 408000,00;R$ 0,00;R$ 674494,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 495866,57;R$ 133572,10;R$ 58075,14;R$ 0,00;R$ 0,00
120013;"AC";"Bujari";8782;R$ 420000,00;R$ 0,00;R$ 0,00;R$ 1729056,59;R$ 0,00;R$ 0,00;R$ 0,00;R$ 496935,88;R$ 0,00;R$ 2309339,57;R$ 0,00;R$ 6349637,73;R$ 0,00;R$ 0,00;R$ 587228,86;R$ 130821,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 329776,17;R$ 0,00;R$ 119730,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 398048,40;R$ 262643,43;R$ 149036,08;R$ 0,00
120017;"AC";"Capixaba";9368;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3338513,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 369735,48;R$ 87592,91;R$ 2335499,14;R$ 0,00;R$ 6742931,67;R$ 0,00;R$ 0,00;R$ 83866,40;R$ 0,00;R$ 0,00;R$ 37335,10;R$ 0,00;R$ 72948,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 110387,22;R$ 14735,00;R$ 14726,59;R$ 0,00
120020;"AC";"Cruzeiro do Sul";79819;R$ 2801813,12;R$ 64642,81;R$ 0,00;R$ 15163676,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3583653,78;R$ 954167,79;R$ 20196477,59;R$ 0,00;R$ 31669484,73;R$ 279898,42;R$ 0,00;R$ 18139748,24;R$ 0,00;R$ 1469642,06;R$ 21593,07;R$ 0,00;R$ 2860922,63;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 213308,58;R$ 0,00;R$ 1727948,66;R$ 1870510,83;R$ 0,00
120025;"AC";"Epitaciolândia";15679;R$ 689500,00;R$ 0,00;R$ 0,00;R$ 3756369,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 997896,61;R$ 0,00;R$ 4365916,62;R$ 0,00;R$ 8652623,50;R$ 0,00;R$ 0,00;R$ 306584,90;R$ 167360,96;R$ 0,00;R$ 427375,60;R$ 0,00;R$ 700320,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 909980,91;R$ 908277,74;R$ 0,00;R$ 0,00
120032;"AC";"Jordão";6898;R$ 450824,00;R$ 0,00;R$ 0,00;R$ 3219367,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 544828,05;R$ 74987,47;R$ 2198051,14;R$ 0,00;R$ 9582200,54;R$ 99331,90;R$ 58970,75;R$ 260872,90;R$ 115000,00;R$ 220947,25;R$ 11576,50;R$ 0,00;R$ 218580,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
120033;"AC";"Mâncio Lima";15890;R$ 378809,08;R$ 0,00;R$ 56237,50;R$ 5898322,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1828152,27;R$ 0,00;R$ 4736740,38;R$ 0,00;R$ 12209361,87;R$ 159872,90;R$ 0,00;R$ 2414462,75;R$ 0,00;R$ 217945,52;R$ 328610,08;R$ 0,00;R$ 723845,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 28267,55;R$ 0,00;R$ 582862,51;R$ 84189,36;R$ 10893,54
120034;"AC";"Manoel Urbano";8224;R$ 538521,76;R$ 0,00;R$ 0,00;R$ 3067824,63;R$ 0,00;R$ 0,00;R$ 0,00;R$ 640973,72;R$ 0,00;R$ 2724451,55;R$ 0,00;R$ 7325398,70;R$ 6261,03;R$ 0,00;R$ 743309,21;R$ 0,00;R$ 85764,97;R$ 0,00;R$ 0,00;R$ 493691,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 82919,45;R$ 262833,89;R$ 0,00
120035;"AC";"Marechal Thaumaturgo";15123;R$ 592286,60;R$ 108323,73;R$ 0,00;R$ 4830245,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 840460,84;R$ 0,00;R$ 3706137,33;R$ 0,00;R$ 17863664,02;R$ 103195,69;R$ 0,00;R$ 581624,41;R$ 28800,00;R$ 112438,00;R$ 83505,13;R$ 0,00;R$ 803493,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 87924,86;R$ 100540,00;R$ 0,00;R$ 0,00
120038;"AC";"Plácido de Castro";17587;R$ 836016,12;R$ 157607,36;R$ 0,00;R$ 10698734,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 621366,48;R$ 0,00;R$ 4184731,15;R$ 153690,67;R$ 9436802,80;R$ 189890,85;R$ 0,00;R$ 442662,83;R$ 20424,20;R$ 200527,64;R$ 0,00;R$ 0,00;R$ 156000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 233879,71;R$ 291270,92;R$ 1140711,69;R$ 361185,01;R$ 0,00
120080;"AC";"Porto Acre";15534;R$ 577816,08;R$ 0,00;R$ 0,00;R$ 4561027,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 670985,59;R$ 0,00;R$ 4577732,07;R$ 0,00;R$ 7874703,05;R$ 0,00;R$ 0,00;R$ 263207,22;R$ 234772,85;R$ 0,00;R$ 25937,19;R$ 0,00;R$ 487333,36;R$ 0,00;R$ 0,00;R$ 600,00;R$ 0,00;R$ 0,00;R$ 915783,72;R$ 425115,06;R$ 0,00;R$ 0,00
120039;"AC";"Porto Walter";9711;R$ 33119,42;R$ 0,00;R$ 0,00;R$ 3574368,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 348686,03;R$ 0,00;R$ 2857563,12;R$ 0,00;R$ 7842803,38;R$ 71127,90;R$ 0,00;R$ 197617,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 587695,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22865,00;R$ 169976,03;R$ 65694,70;R$ 158270,57;R$ 0,00
120040;"AC";"Rio Branco";348354;R$ 17182334,18;R$ 0,00;R$ 5169284,16;R$ 50915274,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 18704895,80;R$ 19364173,68;R$ 83940365,57;R$ 478246,29;R$ 93332689,91;R$ 3719516,92;R$ 467254,79;R$ 128412036,80;R$ 863756,46;R$ 22884377,16;R$ 23024590,80;R$ 0,00;R$ 8426884,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6507521,27;R$ 0,00;R$ 12467878,39;R$ 0,00
120042;"AC";"Rodrigues Alves";15260;R$ 632088,00;R$ 0,00;R$ 0,00;R$ 4832561,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 411070,65;R$ 102520,71;R$ 3825136,40;R$ 0,00;R$ 9593921,52;R$ 169131,57;R$ 0,00;R$ 30763,79;R$ 0,00;R$ 3240,00;R$ 6300,00;R$ 0,00;R$ 106023,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 72638,21;R$ 4025,00;R$ 192524,97;R$ 424316,79;R$ 0,00
120043;"AC";"Santa Rosa do Purus";5061;R$ 391490,00;R$ 0,00;R$ 0,00;R$ 3484564,64;R$ 0,00;R$ 0,00;R$ 0,00;R$ 850220,48;R$ 0,00;R$ 2628914,15;R$ 0,00;R$ 7856380,22;R$ 319174,68;R$ 0,00;R$ 827705,47;R$ 0,00;R$ 0,00;R$ 81396,18;R$ 0,00;R$ 448357,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
120050;"AC";"Sena Madureira";39366;R$ 1326721,82;R$ 0,00;R$ 0,00;R$ 8289351,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2000916,35;R$ 0,00;R$ 8807544,49;R$ 0,00;R$ 24296953,52;R$ 591513,52;R$ 191947,99;R$ 2538899,86;R$ 0,00;R$ 163787,24;R$ 1104906,82;R$ 0,00;R$ 236641,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 206697,05;R$ 50860,64;R$ 0,00;R$ 0,00
120045;"AC";"Senador Guiomard";20588;R$ 996330,26;R$ 209629,65;R$ 0,00;R$ 5775779,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 997109,46;R$ 286053,89;R$ 5961525,80;R$ 0,00;R$ 13147578,89;R$ 0,00;R$ 0,00;R$ 2788626,67;R$ 0,00;R$ 0,00;R$ 40905,03;R$ 0,00;R$ 5147297,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 636714,02;R$ 136507,28;R$ 2550337,06;R$ 0,00
120060;"AC";"Tarauacá";36763;R$ 1284933,00;R$ 0,00;R$ 0,00;R$ 8634160,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1243425,13;R$ 418690,75;R$ 8106827,80;R$ 0,00;R$ 26701812,27;R$ 0,00;R$ 0,00;R$ 946598,34;R$ 0,00;R$ 493673,99;R$ 65720,69;R$ 0,00;R$ 1147349,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4190,00;R$ 0,00;R$ 0,00;R$ 0,00
120070;"AC";"Xapuri";16639;R$ 0,00;R$ 0,00;R$ 16801,63;R$ 3423944,92;R$ 100228,53;R$ 0,00;R$ 0,00;R$ 474872,15;R$ 0,00;R$ 4463318,06;R$ 0,00;R$ 6170383,70;R$ 745113,88;R$ 0,00;R$ 2321805,19;R$ 23872,00;R$ 0,00;R$ 87857,03;R$ 0,00;R$ 1475243,14;R$ 0,00;R$ 0,00;R$ 1244,00;R$ 0,00;R$ 0,00;R$ 1418303,99;R$ 250184,00;R$ 188069,21;R$ 0,00
270010;"AL";"Água Branca";19763;R$ 1009744,29;R$ 0,00;R$ 0,00;R$ 3425926,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1181802,26;R$ 0,00;R$ 6765014,07;R$ 0,00;R$ 14288825,42;R$ 1575978,09;R$ 0,00;R$ 6729115,92;R$ 316026,88;R$ 0,00;R$ 819472,61;R$ 0,00;R$ 20650,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 243073,53;R$ 613646,18;R$ 268934,49;R$ 0,00
270020;"AL";"Anadia";17360;R$ 907556,39;R$ 0,00;R$ 0,00;R$ 3707038,71;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2115228,64;R$ 0,00;R$ 8254975,40;R$ 0,00;R$ 10244912,86;R$ 5000,00;R$ 0,00;R$ 1147635,46;R$ 66232,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3068676,59;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 153649,57;R$ 152470,00;R$ 119707,73;R$ 834342,39;R$ 0,00
270030;"AL";"Arapiraca";218140;R$ 7725115,17;R$ 16362,15;R$ 0,00;R$ 60465431,59;R$ 20015,28;R$ 0,00;R$ 0,00;R$ 5172728,53;R$ 24156610,70;R$ 146887968,66;R$ 0,00;R$ 97975664,54;R$ 2713980,01;R$ 448279,55;R$ 27519390,43;R$ 967257,70;R$ 785950,98;R$ 2734454,85;R$ 0,00;R$ 2782227,73;R$ 0,00;R$ 396388,05;R$ 20245,85;R$ 0,00;R$ 0,00;R$ 2655993,74;R$ 1550171,07;R$ 1682216,64;R$ 0,00
270040;"AL";"Atalaia";44892;R$ 2130025,08;R$ 18090,13;R$ 0,00;R$ 11016232,76;R$ 4500,00;R$ 0,00;R$ 0,00;R$ 1500230,62;R$ 8640602,00;R$ 14699933,81;R$ 67844,44;R$ 27903308,58;R$ 1191304,72;R$ 0,00;R$ 4144958,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 210302,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 536117,87;R$ 964711,42;R$ 0,00;R$ 0,00
270050;"AL";"Barra de Santo Antônio";14665;R$ 0,00;R$ 0,00;R$ 121723,30;R$ 3335828,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 637551,20;R$ 1903400,28;R$ 4671076,01;R$ 60215,50;R$ 10537290,00;R$ 552311,13;R$ 0,00;R$ 6625095,24;R$ 0,00;R$ 1681519,39;R$ 39572,08;R$ 0,00;R$ 56695,72;R$ 0,00;R$ 30319,00;R$ 0,00;R$ 118637,92;R$ 0,00;R$ 96752,32;R$ 59967,17;R$ 764655,46;R$ 0,00
270060;"AL";"Barra de São Miguel";7755;R$ 900939,85;R$ 66607,27;R$ 0,00;R$ 3865598,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750743,47;R$ 0,00;R$ 3584909,61;R$ 0,00;R$ 5980637,89;R$ 202220,00;R$ 0,00;R$ 4037101,72;R$ 0,00;R$ 4598293,63;R$ 420125,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 151846,40;R$ 458213,37;R$ 0,00
270070;"AL";"Batalha";17420;R$ 1055761,94;R$ 0,00;R$ 0,00;R$ 5152102,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 835924,18;R$ 1471336,08;R$ 7819585,59;R$ 0,00;R$ 9897230,53;R$ 0,00;R$ 0,00;R$ 1850744,14;R$ 0,00;R$ 0,00;R$ 26870,00;R$ 0,00;R$ 448791,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 103535,63;R$ 0,00;R$ 0,00;R$ 168511,57;R$ 0,00;R$ 553846,24
270090;"AL";"Belo Monte";6499;R$ 556823,41;R$ 0,00;R$ 0,00;R$ 1730362,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 668728,66;R$ 0,00;R$ 2873038,81;R$ 0,00;R$ 7561976,78;R$ 50474,00;R$ 0,00;R$ 1093382,70;R$ 0,00;R$ 0,00;R$ 429317,43;R$ 0,00;R$ 324667,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 535436,89;R$ 97752,97;R$ 130500,03;R$ 0,00
270100;"AL";"Boca da Mata";26010;R$ 1515706,32;R$ 179855,85;R$ 0,00;R$ 4809977,12;R$ 0,00;R$ 42111,00;R$ 0,00;R$ 1927284,12;R$ 1727035,83;R$ 10851491,58;R$ 0,00;R$ 17683179,84;R$ 789567,99;R$ 0,00;R$ 4125761,49;R$ 0,00;R$ 5610913,01;R$ 172510,27;R$ 0,00;R$ 609451,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20205,00;R$ 367898,86;R$ 943484,80;R$ 0,00
270110;"AL";"Branquinha";10471;R$ 620574,80;R$ 0,00;R$ 40929,00;R$ 2689307,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 965583,36;R$ 752051,15;R$ 4147261,14;R$ 0,00;R$ 8939899,33;R$ 476986,46;R$ 0,00;R$ 1809231,27;R$ 0,00;R$ 134606,96;R$ 102530,00;R$ 0,00;R$ 414060,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 103688,84;R$ 189490,39;R$ 248743,13;R$ 0,00
270120;"AL";"Cacimbinhas";10307;R$ 600000,00;R$ 0,00;R$ 0,00;R$ 2074317,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 622492,72;R$ 8776,42;R$ 4364122,63;R$ 0,00;R$ 8179171,17;R$ 219646,66;R$ 0,00;R$ 2331517,13;R$ 1348754,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 497745,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 128374,16;R$ 36700,00;R$ 253970,16;R$ 0,00
270135;"AL";"Campestre";6655;R$ 568964,98;R$ 0,00;R$ 0,00;R$ 5913609,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 462863,64;R$ 0,00;R$ 788624,64;R$ 0,00;R$ 4815161,05;R$ 769143,47;R$ 0,00;R$ 1614863,56;R$ 0,00;R$ 242346,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 126303,44;R$ 0,00;R$ 0,00
270140;"AL";"Campo Alegre";52327;R$ 1854504,84;R$ 815101,66;R$ 0,00;R$ 5966740,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1783187,57;R$ 2638740,72;R$ 9966729,80;R$ 0,00;R$ 29422744,44;R$ 517629,14;R$ 0,00;R$ 7300849,37;R$ 0,00;R$ 310198,91;R$ 206103,20;R$ 0,00;R$ 52812,61;R$ 0,00;R$ 165138,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 694412,69;R$ 285895,84;R$ 466624,51;R$ 0,00
270150;"AL";"Campo Grande";9273;R$ 546876,00;R$ 0,00;R$ 0,00;R$ 2052858,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 602301,64;R$ 0,00;R$ 4352450,09;R$ 0,00;R$ 10303038,71;R$ 83347,46;R$ 0,00;R$ 2495869,45;R$ 148695,24;R$ 10600,00;R$ 0,00;R$ 0,00;R$ 126152,63;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 83217,27;R$ 79997,12;R$ 553878,13;R$ 0,00
270160;"AL";"Canapi";17238;R$ 952581,02;R$ 0,00;R$ 0,00;R$ 4471500,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 862799,98;R$ 1414622,04;R$ 5232250,48;R$ 0,00;R$ 13754000,93;R$ 454544,91;R$ 0,00;R$ 2286962,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 692150,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1243946,65;R$ 215657,84;R$ 550337,20;R$ 0,00
270170;"AL";"Capela";16728;R$ 1070119,82;R$ 0,00;R$ 0,00;R$ 2845263,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1586571,45;R$ 0,00;R$ 7008309,76;R$ 0,00;R$ 15575174,70;R$ 266348,57;R$ 0,00;R$ 3901630,63;R$ 0,00;R$ 30000,00;R$ 0,00;R$ 0,00;R$ 82716,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 388080,91;R$ 135600,75;R$ 355520,38;R$ 0,00
270200;"AL";"Coité do Nóia";10765;R$ 706709,54;R$ 0,00;R$ 0,00;R$ 1932382,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1062706,96;R$ 1147025,50;R$ 4289914,62;R$ 0,00;R$ 9106618,06;R$ 471934,72;R$ 0,00;R$ 1187530,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 740696,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 80703,80;R$ 0,00;R$ 135693,22;R$ 326365,43;R$ 0,00
270210;"AL";"Colônia Leopoldina";20401;R$ 1016411,92;R$ 168890,76;R$ 0,00;R$ 3198234,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1732437,14;R$ 3078413,03;R$ 8219120,31;R$ 0,00;R$ 13985433,21;R$ 948008,61;R$ 0,00;R$ 4191211,08;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1184215,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 220,00;R$ 0,00;R$ 34551,02;R$ 0,00
270220;"AL";"Coqueiro Seco";5586;R$ 529791,61;R$ 0,00;R$ 0,00;R$ 2795916,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 522845,50;R$ 0,00;R$ 3156077,21;R$ 0,00;R$ 4268852,41;R$ 397728,51;R$ 0,00;R$ 931986,17;R$ 1275913,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 114642,36;R$ 3127,00;R$ 21623,80;R$ 0,00
270230;"AL";"Coruripe";53224;R$ 2789591,93;R$ 247706,18;R$ 0,00;R$ 14212844,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2742833,51;R$ 1322312,63;R$ 30973906,50;R$ 0,00;R$ 41073054,62;R$ 3647331,25;R$ 0,00;R$ 16780576,27;R$ 674036,07;R$ 4289139,60;R$ 1294969,10;R$ 0,00;R$ 1997749,88;R$ 0,00;R$ 1395558,55;R$ 0,00;R$ 0,00;R$ 106236,80;R$ 821825,38;R$ 1115600,50;R$ 2157843,48;R$ 0,00
270235;"AL";"Craíbas";22921;R$ 1007191,02;R$ 0,00;R$ 0,00;R$ 3812083,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1648274,62;R$ 558533,79;R$ 7411597,50;R$ 0,00;R$ 18930020,96;R$ 311290,55;R$ 0,00;R$ 3014657,67;R$ 0,00;R$ 0,00;R$ 214163,56;R$ 0,00;R$ 337124,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3700,00;R$ 415965,88;R$ 0,00
270240;"AL";"Delmiro Gouveia";48876;R$ 3563474,13;R$ 214145,44;R$ 0,00;R$ 15989121,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1884651,58;R$ 0,00;R$ 19883856,40;R$ 0,00;R$ 28842446,84;R$ 3014475,60;R$ 0,00;R$ 9556524,16;R$ 0,00;R$ 57439,97;R$ 3013616,06;R$ 0,00;R$ 628330,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 765737,55;R$ 191064,49;R$ 2095904,16;R$ 0,00
270250;"AL";"Dois Riachos";10838;R$ 623864,34;R$ 0,00;R$ 0,00;R$ 1508120,42;R$ 0,00;R$ 0,00;R$ 0,00;R$ 563916,51;R$ 0,00;R$ 4022429,99;R$ 0,00;R$ 10049901,63;R$ 453744,39;R$ 0,00;R$ 2745331,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 778188,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 64139,75;R$ 100183,74;R$ 187850,33;R$ 0,00
270255;"AL";"Estrela de Alagoas";17410;R$ 921398,61;R$ 0,00;R$ 29180,00;R$ 2750790,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 590540,07;R$ 0,00;R$ 5220450,49;R$ 0,00;R$ 10708362,55;R$ 0,00;R$ 0,00;R$ 3649863,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 433334,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 241747,24;R$ 950,00;R$ 266014,70;R$ 0,00
270260;"AL";"Feira Grande";21342;R$ 962566,25;R$ 0,00;R$ 0,00;R$ 5038964,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1082835,19;R$ 0,00;R$ 7323801,67;R$ 0,00;R$ 19153447,58;R$ 564497,90;R$ 0,00;R$ 2852481,82;R$ 0,00;R$ 24797,78;R$ 25653,19;R$ 0,00;R$ 248326,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 33340,00;R$ 308340,03;R$ 32651,50;R$ 457797,61;R$ 0,00
270270;"AL";"Feliz Deserto";4482;R$ 580336,35;R$ 0,00;R$ 0,00;R$ 2464523,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 464536,04;R$ 0,00;R$ 2606654,04;R$ 0,00;R$ 3206726,73;R$ 476935,38;R$ 0,00;R$ 1893637,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 84556,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 14900,00;R$ 181406,88;R$ 135324,83;R$ 0,00
270290;"AL";"Girau do Ponciano";37858;R$ 1265327,93;R$ 0,00;R$ 0,00;R$ 3935108,71;R$ 0,00;R$ 1212402,54;R$ 0,00;R$ 2013335,71;R$ 3581356,30;R$ 10541036,23;R$ 0,00;R$ 32466510,38;R$ 840081,94;R$ 0,00;R$ 4854811,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 555914,18;R$ 0,00;R$ 878084,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500891,07;R$ 0,00;R$ 125798,19;R$ 0,00
270300;"AL";"Ibateguara";15180;R$ 920038,62;R$ 0,00;R$ 0,00;R$ 3492388,36;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1057526,01;R$ 378651,72;R$ 6661619,64;R$ 0,00;R$ 9142929,74;R$ 492865,93;R$ 0,00;R$ 1787959,07;R$ 0,00;R$ 97787,92;R$ 72182,54;R$ 0,00;R$ 982352,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60383,34;R$ 875762,72;R$ 0,00
270310;"AL";"Igaci";25129;R$ 1164928,80;R$ 53745,49;R$ 0,00;R$ 2265250,58;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1431726,40;R$ 2861655,82;R$ 9203683,03;R$ 0,00;R$ 14531689,83;R$ 246864,50;R$ 0,00;R$ 3094841,81;R$ 221394,17;R$ 0,00;R$ 76701,00;R$ 0,00;R$ 405737,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 436620,14;R$ 1012114,94;R$ 0,00
270320;"AL";"Igreja Nova";23570;R$ 1461743,71;R$ 0,00;R$ 0,00;R$ 8048870,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1239249,77;R$ 0,00;R$ 8027016,74;R$ 0,00;R$ 15444531,86;R$ 524235,39;R$ 0,00;R$ 3362154,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 529598,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1400949,00;R$ 46105,00;R$ 27295,01;R$ 0,00
