##Cod.IBGE;UF;Instituição;População;01 - Legislativa;02 - Judiciária;03 - Essencial à Justiça;04 - Administração;05 - Defesa Nacional;06 - Segurança Pública;07 - Relações Exteriores;08 - Assistência Social;09 - Previdência Social;10 - Saúde;11 - Trabalho;12 - Educação;13 - Cultura;14 - Direitos da Cidadania;15 - Urbanismo;16 - Habitação;17 - Saneamento;18 - Gestão Ambiental;19 - Ciência e Tecnologia;20 - Agricultura;21 - Organização Agrária;22 - Indústria;23 - Comércio e Serviços;24 - Comunicações;25 - Energia;26 - Transporte;27 - Desporto e Lazer;28 - Encargos Especiais;Despesas (Intra-Orçamentárias)
292240;BA;Mutuípe;22928;1133619.02;0;0;5218466.42;0;52594.77;0;1085663.84;0;7357705.99;0;13882855.31;168430.69;0;859291.24;1331.59;0;11080.00;0;359370.39;0;0;0;0;0;120767.07;1153028.83;1050932.19;0
316300;MG;São José da Safira;4241;572125.45;63974.55;0;1157541.31;0;23913.53;0;466721.45;458008.83;2376234.92;112959.38;2941015.49;425031.93;0;1100108.40;186105.19;0;0;0;99042.74;0;1636.56;0;68107.00;101095.93;1066999.56;137820.59;92902.74;0
250160;PB;Barra de Santa Rosa;14847;824275.99;0;0;1719209.62;0;0;0;903508.40;1958007.79;6519949.44;0;10390020.17;8505.00;0;2459293.24;0;0;0;0;391818.89;0;0;0;10183.36;0;8061.66;1047.20;389116.85;0
412135;PR;Rancho Alegre D'Oeste;2868;0;0;0;2840651.92;0;0;0;440284.78;0;2271600.79;0;1838298.54;73644.74;0;160604.74;1537.54;0;0;0;370005.46;0;0;0;0;0;853183.14;46730.22;0;730835.45
431164;RS;Linha Nova;1692;156954.91;0;0;3370354.33;0;0;0;61950.95;22580.20;1400421.10;0;1337176.80;225848.54;0;59927.49;0;119165.83;195263.00;0;316235.58;0;0;0;170.00;57065.86;16867.58;0;0;0
230750;CE;Lavras da Mangabeira;31435;1451955.26;0;0;4822430.15;0;0;0;2480774.30;0;10540839.11;74898.00;18285958.37;419373.84;0;3342539.96;17878.50;280076.59;220795.66;0;371207.67;0;0;30900.00;0;0;450250.13;23205.00;1582803.27;0
430350;RS;Camaquã;65409;3567663.12;0;0;17579146.89;0;785924.98;0;6080368.80;9491201.66;16431078.02;0;31370593.45;44510.95;0;4116224.21;102904.50;492605.15;214758.18;0;1055759.07;0;309000.00;354302.82;0;0;1122066.41;464591.28;2791120.30;10428726.87
292303;BA;Novo Horizonte;11786;680702.09;0;0;2342658.20;0;0;0;321360.16;220813.08;3910614.48;0;7958956.86;548804.30;0;2735156.59;0;380384.39;0;0;294360.09;0;0;0;0;683044.94;513313.32;30876.00;108321.55;0
292905;BA;São Félix do Coribe;15443;876124.76;0;0;5061926.21;0;20165.60;0;273751.22;222597.33;6017829.61;128756.98;9223126.84;455166.95;0;917645.76;351274.77;2167346.61;102842.54;0;0;0;0;0;0;0;383435.18;230267.39;279019.20;0
510050;MT;Alto Paraguai;10476;518712.11;0;0;2369647.86;0;0;0;1082551.72;0;3703496.00;159228.36;4895272.87;153443.69;0;1306406.53;964.26;712426.62;31818.37;0;477591.35;16465.23;0;220000.00;0;110787.97;602483.04;118438.65;0;0
520990;GO;Iaciara;13159;799648.01;0;0;2981160.14;0;0;0;722141.84;1192392.88;3954048.77;0;7547740.42;11686.95;11128.95;1543847.37;0;640053.42;20.00;0;85466.67;0;0;0;0;0;638278.99;67911.68;859010.48;0
355600;SP;Urupês;13345;600396.41;0;0;4678056.50;0;0;0;1398038.28;0;6832837.47;0;10048598.02;580578.20;0;2901903.32;0;800058.31;0;0;68750.10;0;0;0;0;0;665666.15;312524.24;663523.71;0
411090;PR;Itaguajé;4659;574276.55;0;0;2310057.12;22133.96;0;0;456641.34;692022.71;3269008.03;0;2403402.21;0;0;1435290.75;34573.38;0;0;0;98601.48;0;0;0;0;0;602484.34;182647.54;354750.68;462018.41
270450;AL;Maragogi;31299;1655865.93;0;0;4670648.52;0;0;0;1535562.79;3639043.85;10205150.14;0;19544111.28;1161463.52;0;7250603.25;0;262019.54;165286.45;0;356069.26;0;0;270625.18;0;0;0;0;304605.46;1886231.02
410300;PR;Boa Esperança;4559;464699.35;0;97895.62;2348068.20;0;0;0;774432.41;0;2788757.43;0;2905534.87;842043.04;0;1878591.56;2689503.49;0;129962.29;0;1509574.09;0;0;0;0;0;659996.69;310562.93;0;571492.26
292550;BA;Prado;29095;1669094.06;198828.00;0;6770971.09;0;107869.09;0;1342450.28;0;12529429.09;0;21019914.59;50884.16;0;3348675.77;0;67393.49;234774.91;0;300.00;0;0;1224957.37;0;869890.46;0;978553.38;1042765.07;0
432345;RS;Vila Nova do Sul;4359;497510.41;43975.89;0;1239591.19;0;8890.16;0;335089.54;488396.36;2958629.46;0;2936644.24;36894.58;74553.76;1380752.90;0;60522.82;8818.78;0;712298.84;0;0;0;0;0;29267.38;283816.28;428197.85;718075.41
420775;SC;Iraceminha;4212;636227.94;0;0;1558045.75;0;25041.35;0;414495.97;80992.96;2837179.30;46065.00;2242186.29;16833.41;0;615275.71;0;0;4573.05;0;908031.22;0;51968.96;0;0;0;1215776.16;88400.41;256232.31;0
290560;BA;Camacan;33068;1650494.40;0;0;6365439.88;0;69527.73;0;1549680.67;0;9727577.14;0;20731109.81;616623.27;0;1681894.89;133298.60;450759.28;53697.64;0;343788.16;0;0;60895.04;0;0;0;177158.67;2718894.66;0
351900;SP;Herculândia;9154;635485.73;0;0;1562642.27;0;0;0;1192531.09;1048097.53;5208889.87;0;3230935.78;29467.64;0;2237616.02;230000.00;669305.38;120104.75;0;191229.64;0;253005.00;0;0;0;829422.81;243535.37;491682.71;0
211230;MA;Tuntum;40273;0;0;0;1.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210830;MA;Penalva;36520;0;0;0;6370701.51;0;0;0;1642506.42;0;9407874.78;0;24647158.00;104000.00;0;98045.40;0;55523.57;60457.00;0;0;0;0;0;0;213374.04;382372.90;925087.69;0;0
172130;TO;Tupiratins;2342;402630.45;0;0;877520.18;0;1182.02;0;399332.75;201274.43;1607106.21;0;2650973.27;13623.76;0;933475.26;0;175000.00;43598.17;0;580227.13;0;0;17820.30;0;0;13172.91;281361.85;0;0
270310;AL;Igaci;26051;1215237.58;106592.00;0;3237947.17;0;0;0;1201818.07;3272001.52;11397843.73;0;16601121.17;331945.36;0;2407391.30;0;0;973.18;0;824161.36;0;0;0;0;0;29450.00;542475.34;714435.57;0
410010;PR;Abatiá;7881;0;53491.82;0;652922.61;0;0;0;394854.29;0;2585903.08;2020863.04;3414652.29;44910.44;0;999440.07;0;782865.31;0;0;20051.99;0;33040.29;0;0;0;0;810.70;268005.10;0
431730;RS;Santa Vitória do Palmar;31618;1408830.44;0;0;11209992.89;0;266293.27;0;2823366.93;4732722.52;12832063.75;0;20823060.39;652700.15;3347.00;2322447.29;2013.37;351052.83;267700.64;0;1430964.02;0;0;0;28920.00;0;0;154914.39;4776203.11;3488770.93
314360;MG;Morro da Garça;2669;565309.36;0;0;1938079.09;0;4533.67;0;582249.94;436321.87;2639748.88;0;3174161.84;375178.52;0;623367.69;0;84164.74;25517.66;0;0;0;0;9018.93;738.10;72230.89;175131.15;109889.57;390012.11;0
431340;RS;Novo Hamburgo;247781;8848613.88;3080547.33;0;55263063.69;0;10066181.03;0;14384395.62;54052149.69;172108540.63;352732.24;122603066.54;5261301.35;112270.84;13932104.03;14314221.44;70127287.78;24334688.73;0;3170489.66;0;5429698.75;550847.40;0;0;3727032.08;913156.10;26113497.72;36604757.95
350530;SP;Barra Bonita;36310;1883582.08;0;0;23899444.00;0;8615.12;0;3642912.74;0;18686208.84;0;20538133.80;517621.77;0;6135541.29;0;0;4159316.72;0;0;0;0;1021286.89;0;0;13845.25;1299324.25;674295.19;0
260140;PE;Barreiros;41987;2099954.43;0;0;5445539.15;0;22170.00;0;2583011.20;2479858.88;17612557.24;0;24271830.09;1690704.75;0;8622849.43;0;0;2169.86;0;347803.10;227002.80;0;1459.50;0;0;361411.16;97905.44;0;0
260550;PE;Ferreiros;11850;0;0;0;3141149.76;0;0;0;1031725.93;2530237.91;5350291.09;0;7815269.14;336128.74;229548.25;2717839.04;0;70931.01;0;0;301652.46;0;0;0;0;0;0;15507.60;350399.24;0
430485;RS;Carlos Gomes;1604;416676.72;0;0;1400962.04;0;6261.06;0;261092.63;8136.00;1917273.60;23680.94;1178999.04;102018.84;0;421006.41;53584.70;205504.99;46316.19;21949.11;1451140.14;0;64767.46;0;220.00;46850.23;902675.22;23913.05;196439.48;0
431930;RS;São Paulo das Missões;6425;323258.50;0;0;1926567.81;0;0;0;112384.25;2770279.43;2328535.84;0;4310437.04;20605.20;0;533839.37;186941.64;174639.90;312.00;0;515539.69;0;0;1200.71;34102.88;0;1649540.38;17522.70;8301.96;0
251170;PB;Pilõezinhos;5159;441857.25;0;0;1663981.80;0;0;0;878317.28;1043809.09;2701620.03;0;3318668.68;143667.28;0;745026.02;0;120262.67;0;0;0;0;0;0;0;2000.00;80145.00;29172.53;163697.24;176000.00
351990;SP;Iepê;7966;746674.85;0;0;2714590.13;0;0;0;962246.16;568714.59;8409770.19;0;7168858.31;197533.16;0;1881534.18;478208.75;593877.22;0;0;404065.66;0;0;62469.41;0;242149.50;623070.94;216015.36;348472.49;0
210945;MA;Raposa;28543;1062382.63;0;0;6302962.03;0;0;0;610376.52;0;6637117.80;0;16727067.39;9247.06;0;3004320.92;0;3591025.48;0;0;0;0;0;0;0;0;0;1574.19;395923.19;0
250880;PB;Malta;5679;498961.05;127987.00;0;2526968.97;0;0;0;495408.66;0;2166574.72;0;3325034.24;520.00;0;419676.78;0;28140.15;0;0;0;0;0;0;0;0;17500.00;48323.15;167510.02;0
421775;SC;Sul Brasil;2698;282313.92;0;0;1322497.55;0;8476.00;0;333188.05;0;2242519.94;0;2169221.85;120709.52;0;473608.44;0;2771615.32;0;0;1445824.92;0;37304.85;0;2700.00;50810.24;1045201.71;126717.33;109837.85;0
521570;GO;Palmeiras de Goiás;25437;2305668.52;7279.48;0;7671977.47;0;360932.09;0;1374401.74;3393373.28;11116920.92;0;12268819.73;374202.42;0;5774919.44;0;0;87438.77;0;1992959.80;0;0;10268.00;0;0;2015008.30;838020.44;1085502.33;0
270050;AL;Barra de Santo Antônio;15377;1837139.35;0;110615.00;4892744.51;0;0;0;765109.55;2125107.23;6803609.69;91296.91;11199112.86;900548.04;0;2972029.20;0;1593645.27;42711.00;0;185941.82;0;21600.00;0;54102.41;0;109932.09;37702.87;200028.34;0
352100;SP;Iperó;31745;1844460.45;75099.80;307808.30;5712033.73;0;737281.83;0;2818373.55;523080.06;12487240.91;0;28468115.86;1315880.24;0;5637938.55;1186224.28;3834267.60;30637.52;0;57733.50;0;1589635.51;0;171716.58;0;4615.00;822153.45;312225.57;0
231000;CE;Palhano;9126;600000.00;0;0;3469730.02;0;0;0;728775.78;650143.64;4079625.81;0;6105104.49;67140.00;0;312251.44;0;126004.76;0;0;355122.04;0;0;0;0;105937.58;22200.00;10208.00;343727.31;0
291740;BA;Jacaraci;15350;874566.20;8869.37;0;1901997.09;0;62961.00;0;344734.99;224406.27;5562901.56;0;8796352.16;174017.00;0;1879107.88;0;405297.38;0;0;42230.33;0;0;0;0;356350.52;795747.13;6779.04;613305.34;0
150548;PA;Pacajá;43057;1725713.93;0;0;11362775.90;0;101594.62;0;1858886.71;0;13475509.05;0;33897522.32;598998.22;0;323644.07;0;0;1338096.58;0;764304.95;0;0;0;1598.00;21388.00;0;0;698244.13;0
421320;SC;Pomerode;30009;1883576.70;0;0;12071018.77;0;225300.00;0;2276555.68;4535527.20;17275890.34;0;23667384.58;1500948.78;0;10163595.08;0;4220904.35;67638.07;0;1376663.63;0;2214790.03;1258904.78;0;0;5799631.03;1578519.50;51530.59;5007566.89
431447;RS;Pinhal Grande;4577;700646.00;0;0;5664179.28;0;102535.92;0;397490.12;227418.18;3664640.31;0;3851222.07;234341.57;60257.00;0;49000.00;644292.24;0;0;1083128.44;0;0;8656.20;0;0;490465.33;29530.65;260581.46;0
420209;SC;Barra Bonita;1842;379221.77;0;0;1537801.93;0;5562.82;0;518194.73;0;1647188.91;0;1621163.92;13288.15;0;117045.70;0;208862.89;180.00;0;1190057.66;0;2679.00;0;11732.09;26518.50;731250.65;106230.80;180287.70;0
350020;SP;Adolfo;3639;682458.45;0;0;2497112.84;0;0;0;713475.08;918995.30;3635993.54;0;4294319.63;38260.09;0;1446003.48;11784.00;299684.30;440.00;0;231395.41;0;0;0;0;0;213973.37;210649.19;631108.77;0
521925;GO;Santa Fé de Goiás;5073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627802.49
354640;SP;Santa Cruz do Rio Pardo;46092;2682825.79;0;0;13440153.34;199098.23;0;0;5487470.35;1529765.00;29784385.01;0;25920497.98;1223645.87;0;9238563.73;0;0;765929.54;0;970368.32;0;0;0;0;0;398206.64;1496963.80;2022458.00;0
411890;PR;Pérola;10765;0;0;0;2634090.96;0;0;0;742367.50;0;6096288.01;179451.32;5702047.62;164653.58;0;2762401.88;0;0;503938.51;0;199573.36;0;0;43242.52;0;0;0;194944.70;973353.08;1662809.59
351590;SP;Floreal;3042;610705.43;0;0;3601948.30;0;0;0;403699.30;966512.01;2539856.78;0;2008522.10;25784.90;0;181429.61;0;0;0;0;175342.10;0;0;0;0;0;570108.22;0;0;1140185.28
250200;PB;Belém do Brejo do Cruz;7291;457702.94;0;0;1613640.35;0;0;0;832689.38;75343.57;5048520.15;0;5650347.03;25790.38;0;1173142.16;0;0;55179.81;0;220907.69;0;0;46014.00;0;0;0;105284.95;1080625.71;0
411995;PR;Pontal do Paraná;23261;0;592741.43;0;10457394.47;0;597812.92;0;541258.00;0;9630676.18;0;17365693.73;17975.17;25831.40;4391764.28;88842.30;0;332719.37;0;0;0;0;265077.24;0;0;0;183942.81;703070.20;0
292590;BA;Quijingue;28996;1381798.74;0;0;3673683.81;0;20983.22;0;1659365.26;404763.70;9174996.91;304596.40;23147723.14;945462.68;0;4870694.89;0;0;0;0;0;0;0;0;0;0;0;168482.87;747091.74;0
311160;MG;Campos Gerais;28683;1298649.20;0;0;5259945.09;0;94512.19;0;999921.16;3690878.62;9228704.58;0;9807715.34;167967.47;0;3346112.94;0;52819.65;197900.00;0;432261.29;0;0;847713.41;0;0;2426400.25;187707.22;416623.50;2439977.14
241030;RN;Presidente Juscelino;9515;539061.19;0;0;2713797.04;0;0;0;616872.63;14430.91;3684876.77;0;8925605.75;29944.01;0;830120.04;0;0;0;0;163283.23;0;0;41394.29;0;0;0;156467.84;0;0
313130;MG;Ipatinga;253098;19190063.87;0;0;38981843.70;0;140000.00;0;9254233.69;3000000.00;194743050.86;0;114081892.94;1231509.69;11008.39;41253406.20;387187.55;10007.45;5027.98;0;112000.00;0;0;35059.49;1482572.11;5680731.10;2156802.02;3815178.70;67094119.19;0
140010;RR;Boa Vista;308996;18206575.52;0;576.00;92351287.96;0;1739822.71;0;14302038.03;7290964.18;134387942.32;0;163761396.27;2846164.94;44043.00;104528712.67;837692.92;3562765.29;514026.40;0;2825212.95;0;0;103731.32;0;0;6770786.12;4675520.52;14328444.09;0
140045;RR;Pacaraima;11423;470234.28;0;0;4138179.14;0;0;0;846945.42;0;4243219.92;0;7999313.21;209487.58;0;701804.33;102136.10;0;0;0;0;0;0;20576.13;0;0;41661.78;0;0;0
330475;RJ;São Francisco de Itabapoana;41397;4191005.53;0;0;23360570.29;0;0;0;1314915.66;0;20927062.26;0;36622951.58;0;2346120.23;5691778.84;748150.00;0;399.80;0;588592.52;0;0;0;110735.10;0;7502.87;2516772.71;0;0
150795;PA;Tailândia;90552;2612761.13;0;0;7020041.08;0;0;0;3987980.27;0;17060491.50;0;54180194.80;902960.79;0;6937135.66;0;34000.00;2050932.88;0;1561228.27;0;0;0;0;222732.99;1903486.14;843704.28;1627119.56;0
420480;SC;Curitibanos;38890;1920126.79;0;0;5472660.50;0;553037.37;0;1661342.71;5521425.92;13639562.23;0;19266845.85;407820.79;0;8913159.42;0;0;512970.31;0;1843975.14;0;288255.96;8552.68;0;1336809.25;457628.48;828488.68;1683103.36;4691023.31
430260;RS;Braga;3735;468885.89;0;0;3575720.57;0;3284.67;0;206801.71;0;2944040.73;26400.00;2592059.84;10083.20;0;161532.76;94472.42;157513.94;31.24;0;222389.94;0;0;53.72;0;0;623719.70;12814.08;0;0
431575;RS;Riozinho;4531;414966.17;0;0;1718754.00;0;32400.00;0;272975.94;1310662.05;2824588.10;0;3198262.31;254268.75;0;2644.59;0;4042.10;50857.50;0;934204.80;0;0;0;0;85916.22;2613527.31;112242.35;117443.93;0
316310;MG;São José da Varginha;4556;634044.70;0;0;2270150.10;0;29252.43;0;508187.40;454771.58;2003585.40;0;3179040.38;129302.71;0;882004.25;0;575368.89;0;0;123577.33;0;0;0;0;4538.80;287252.68;189390.18;739672.12;0
410310;PR;Bocaiúva do Sul;11826;0;0;0;2028735.73;0;0;0;762316.60;0;5210571.57;0;6061849.65;46768.16;51705.94;184748.58;0;0;182427.88;0;591388.42;0;17044.35;223.40;0;0;1760895.19;295983.26;671329.51;0
410970;PR;Ibaiti;30242;0;0;0;6289562.19;0;3284.01;0;982499.64;0;341653.39;0;12820425.46;53029.87;0;5788532.32;0;0;114563.58;0;122568.83;0;269476.28;0;0;0;26.49;178515.26;430852.68;0
432195;RS;Trindade do Sul;5962;628700.71;0;0;1826589.75;0;19533.18;0;547879.22;482824.85;3961111.56;0;3310650.15;5562.39;0;112330.30;156419.64;58959.15;12401.66;0;642597.00;0;130069.75;0;0;58195.34;1259617.17;229294.54;1195609.74;0
521210;GO;Joviânia;7374;802904.69;2933.08;0;2693627.07;0;176882.37;0;668406.45;1121759.96;3811589.80;130264.04;4773038.18;26149.80;12125.46;1469688.42;0;0;170039.38;0;143576.81;0;0;0;0;25939.93;379714.62;82037.11;203181.35;0
311660;MG;Cláudio;27321;1097782.06;300693.60;0;3596628.81;0;81152.47;0;1471599.57;131431.17;10674086.03;0;13795135.75;720197.01;0;5168535.09;0;56802.04;135225.13;0;787107.65;0;0;0;28449.23;885001.23;41444.20;290069.54;714073.19;0
314010;MG;Marilac;4297;497205.14;168581.78;0;3797445.89;3499.39;5823.76;0;965221.61;304815.69;2248659.60;83488.56;3397548.66;72978.18;0;797666.97;0;0;0;0;0;0;0;3600.00;0;7853.52;244300.07;0;68775.37;0
241060;RN;Rafael Godeiro;3191;513144.72;0;0;922251.19;0;0;0;317072.07;556500.73;3037772.56;0;3492181.73;0;0;1307506.32;0;0;0;0;236459.87;0;0;0;0;0;0;2232.64;0;0
231395;CE;Varjota;18024;1020000.00;0;0;2596979.33;0;0;0;1205944.12;0;7205256.61;0;13721427.35;755981.03;0;3027063.87;58015.40;574882.20;0;0;341462.95;0;0;130478.82;0;0;506583.93;722631.08;703423.11;0
291990;BA;Macururé;8417;613607.11;0;0;1904232.76;0;0;0;436850.85;0;4249807.69;0;6506126.48;294047.47;0;555148.92;0;300199.10;0;0;50400.08;0;0;0;0;0;856873.48;2950.00;817375.87;0
420790;SC;Irineópolis;10843;833074.95;0;0;1638859.51;0;59644.29;0;932748.00;0;6294371.80;0;8129655.65;30110.76;0;989043.09;59912.48;0;0;0;902135.31;0;0;0;0;20319.81;1653846.96;103554.10;0;309701.45
410335;PR;Braganey;5799;559678.66;0;106615.12;2490643.49;0;0;0;686416.14;0;2904973.71;0;4079029.81;222623.29;0;1179136.30;0;0;60532.04;0;379855.59;0;67754.52;37671.85;0;0;1423016.99;213604.42;0;0
431775;RS;Santo Antônio do Planalto;2053;606197.94;0;0;2366933.83;0;4269.97;0;291341.06;639624.79;2488356.02;19600.00;2631448.03;64836.30;98418.78;3769.66;4267.40;40.98;57882.29;0;698212.31;0;125000.00;0;52126.82;123131.73;888402.41;344292.39;32294.21;0
311560;MG;Cedro do Abaeté;1227;446599.32;0;456737.55;550683.76;476.19;10474.84;0;316647.81;524163.42;1935786.08;0;1521069.88;319802.62;0;574862.81;33209.23;0;215575.00;0;45146.89;0;0;3200.00;0;0;551882.11;40692.68;110340.17;0
410370;PR;Cambé;102222;0;0;1428654.82;19111245.85;0;130449.24;0;10019188.96;3216.32;44343698.34;1212056.93;41329514.87;1405027.50;0;11339303.69;0;7704555.13;690126.03;0;1026207.29;0;47.60;554.04;0;0;0;4148884.70;2539585.90;0
291050;BA;Entre Rios;42640;2492167.59;0;0;9815959.75;0;0;0;1748659.60;0;15235031.98;0;28658513.57;1707909.72;277121.33;8501102.18;77041.14;0;0;0;287292.39;0;50000.00;156915.00;0;683952.96;1011546.73;162610.32;1368340.59;0
150030;PA;Afuá;36598;0;0;0;6802497.12;0;34006.36;0;1534816.01;3063325.08;5976246.09;0;46980048.01;916350.95;0;1806646.98;0;34225.81;27601.91;0;26098.85;0;0;0;0;189179.62;11280.00;461432.05;805274.80;0
353240;SP;Nazaré Paulista;17451;1229345.26;0;0;4959502.13;0;0;0;976704.17;0;7733160.99;778298.82;12442816.40;218773.73;0;2236471.34;232894.14;0;0;0;0;0;0;0;0;0;3296626.72;627608.40;0;0
310710;MG;Boa Esperança;40018;1487052.18;0;199602.65;8037622.84;0;164529.79;0;2090315.62;7043892.05;16620270.84;127291.40;15319909.79;527827.53;0;3653427.48;0;5671639.06;19078.21;0;859846.07;0;0;514690.22;0;0;450975.25;381615.14;1948782.65;3900672.10
521860;GO;Rialma;10899;861979.14;2798.09;0;2421402.52;0;262336.43;0;1272677.94;0;4623509.23;153779.48;5436794.76;17728.42;0;1157524.84;0;336270.51;36047.22;0;105005.24;0;133368.76;58.77;0;314750.02;618218.67;309846.11;1019317.14;0
351350;SP;Cubatão;125178;25968421.06;0;0;157666315.89;0;930955.82;0;54093320.22;110316435.84;176463025.20;0;204011361.55;6771958.86;133500.00;19849838.68;3930302.88;892900.69;24204698.71;0;0;0;0;0;0;0;0;7232655.90;34777375.97;95054142.90
312890;MG;Guimarânia;7693;0;0;0;3248984.31;0;0;0;546994.24;0;4556293.42;0;3466149.27;409222.06;0;2315093.18;0;302930.80;0;0;535294.52;0;0;0;0;0;252987.28;804900.18;561030.05;180161.07
310940;MG;Buritizeiro;27974;1660952.58;0;0;5404696.41;0;0;0;1449485.80;3204437.43;9955708.41;0;10802497.83;270742.64;0;1421708.03;16674.97;2310397.48;0;0;142328.53;0;0;0;0;470219.57;825473.91;215272.31;1082578.18;1858725.25
430537;RS;Charrua;3532;334137.10;0;0;1409114.91;0;0;0;268467.11;0;1800572.22;0;2529887.32;54032.40;0;374862.46;25100.00;292391.72;40959.17;0;797443.66;0;11834.25;0;697.10;0;965228.11;19165.24;395319.06;0
313620;MG;João Monlevade;77474;4452302.00;899320.00;0;12370062.00;0;873242.00;0;5608149.00;2522788.00;51804934.00;24799.00;35696202.00;307505.00;0;14243824.00;588214.00;11828068.00;1384164.00;0;0;0;0;5000.00;47860.00;0;822958.00;587355.00;3035637.00;332585.00
220207;PI;Cajazeiras do Piauí;3438;363320.34;0;0;2416629.32;0;1800.00;0;273132.43;0;1400032.02;0;2470853.24;28659.00;0;546342.11;0;0;0;0;48114.54;0;0;0;0;0;13195.00;11420.00;0;0
250960;PB;Monte Horebe;4688;499152.48;0;0;3506420.38;0;0;0;276472.35;0;2246063.51;0;3590280.86;39500.00;0;150418.01;20000.00;0;5000.00;0;0;0;0;0;0;0;163000.00;70759.45;11429.41;41132.77
210100;MA;Arari;28986;0;0;0;1.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
315680;MG;Sabinópolis;16042;913471.05;36942.01;0;3322235.02;0;0;0;983772.52;1914281.97;6559798.70;0;4999211.74;357741.90;0;1630054.62;0;1316530.44;5219.33;0;125835.50;0;0;0;1637496.19;0;743685.30;145937.34;575886.01;0
330620;RJ;Vassouras;35112;572606.75;0;0;14378288.66;0;0;0;2798234.88;4296561.56;37583651.56;972025.54;17135767.41;1460750.96;0;3683352.05;0;3245693.52;384095.50;0;1580347.84;0;0;258345.48;0;0;3225384.81;492422.24;1698424.08;3854163.55
210960;MA;Rosário;40983;0;0;0;10683803.61;0;7238.00;0;2564457.18;0;13225593.58;0;25632635.89;796553.04;90262.07;6900485.38;0;837888.50;15.71;113669.85;461863.19;0;0;0;0;746142.29;0;136282.57;0;0
521710;GO;Piracanjuba;24708;1970689.01;4018.30;0;5549878.21;760.79;170210.60;0;2725812.75;6237186.21;10882622.98;0;15495247.26;37094.00;0;3772261.99;0;0;46607.21;0;157374.14;0;124311.31;732863.11;0;0;1384504.58;303252.48;2075627.72;0
354085;SP;Pracinha;3315;481550.90;0;0;1380918.26;0;0;0;620861.21;0;2056068.58;0;2427190.94;19271.20;0;1773350.81;0;0;0;0;329388.26;0;0;0;0;0;241912.13;60558.60;0;0
251465;PB;São José do Brejo do Cruz;1753;476351.39;0;0;1143993.71;0;0;0;540202.40;53838.64;1843845.69;0;2547753.75;85279.13;0;1489601.12;0;0;0;0;316391.45;0;0;0;0;0;0;15864.00;0;0
140030;RR;Mucajaí;15890;0;0;0;5455311.96;0;0;0;369061.50;0;3856663.08;0;6864672.46;46130.00;0;2173402.13;0;0;1456.00;0;76025.04;0;0;0;0;0;25000.00;5000.00;0;0
421625;SC;São João do Oeste;6211;393804.33;0;0;1711817.69;0;37472.31;0;682131.73;22532.57;3434349.63;0;3809100.09;375252.24;0;814939.05;227039.74;856921.14;198789.23;0;2165529.99;0;165798.35;65728.00;3710.81;115637.91;2122896.65;340148.02;201119.95;0
314620;MG;Ouro Verde de Minas;6148;475496.09;0;377074.65;1751250.71;16997.56;17312.31;0;346502.32;502894.91;2708082.40;0;3253042.22;332021.12;0;523727.07;1500.86;0;424086.88;0;66751.48;0;0;8597.53;21971.03;0;298496.22;22304.79;123287.33;0
314990;MG;Perdões;21013;1278032.81;75808.97;0;5260873.24;0;10267.22;0;841541.36;2781194.81;9554489.04;0;7608231.07;509479.44;0;1959008.44;0;2539615.08;0;0;520946.67;0;0;0;575.00;410892.35;581718.00;3000.00;836724.20;2384265.18
230540;CE;Icó;66885;2141328.03;0;0;20835408.02;0;0;0;1250468.86;271938.24;21176885.19;11000.00;38804089.09;2953788.00;0;2952924.32;0;2795211.58;145857.19;0;0;0;0;194.50;0;0;2348612.98;44630.22;3418723.24;0
500600;MS;Nova Alvorada do Sul;18503;2121462.84;26160.42;0;9524318.80;0;0;0;2291016.74;0;12433173.38;0;16168564.81;52501.59;0;5638395.47;0;0;52300.00;0;245135.78;0;0;0;0;829920.76;355886.51;148818.76;502989.36;0
316830;MG;Taquaraçu de Minas;3980;554261.82;0;0;2095159.20;0;0;0;350932.37;0;2666924.78;0;4291013.23;650584.69;0;1278121.14;0;30679.69;3556.24;0;260897.47;0;0;0;0;0;104271.76;2597.94;187615.63;0
240140;RN;Baía Formosa;9048;1232032.44;0;0;2855685.38;0;0;0;979530.60;0;4809135.50;0;6055544.23;304585.32;0;2474912.36;0;541576.51;7500.00;0;278133.73;0;0;524314.85;0;0;0;206360.81;0;0
313530;MG;Japaraíba;4168;392888.71;61780.39;0;2111582.23;0;18732.88;0;408867.07;146777.26;1930177.74;0;3393547.57;51278.88;0;1149547.36;210000.00;450556.35;67494.02;0;74066.00;0;0;0;0;189349.25;69766.35;104926.89;406693.18;369925.78
210725;MA;Nova Colinas;5120;61968.55;0;0;1645422.37;0;160.00;0;542656.24;0;2289663.27;0;4546255.57;238918.22;0;272419.07;0;553908.24;0;0;97532.19;0;0;0;0;25241.87;739803.36;50323.38;0;0
