#"CodIBGE";"uf";"nome caixa";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais"
110011;"RO";"JARU";53955,00;R$ 2159611,12;R$ 0,00;R$ 0,00;R$ 12544713,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 899841,99;R$ 1809969,43;R$ 11066835,25;R$ 0,00;R$ 16466351,81;R$ 0,00;R$ 0,00;R$ 386618,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 49713,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 128541,19;R$ 121904,63;R$ 0,00
110012;"RO";"JI-PARANA";110707,0;R$ 4191577,91;R$ 0,00;R$ 0,00;R$ 19974850,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3504479,04;R$ 2737659,07;R$ 32719244,98;R$ 0,00;R$ 19162382,17;R$ 488705,32;R$ 0,00;R$ 9924481,37;R$ 6000,00;R$ 398814,00;R$ 43500,00;R$ 0,00;R$ 1447788,71;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 26201336,10;R$ 719476,96;R$ 3020713,25
110013;"RO";"MACHADINHO D'OESTE";32214,00;R$ 1065929,92;R$ 0,00;R$ 0,00;R$ 6335261,59;R$ 0,00;R$ 0,00;R$ 0,00;R$ 958218,06;R$ 548109,70;R$ 7681413,04;R$ 0,00;R$ 14627288,20;R$ 356478,67;R$ 535035,24;R$ 1042642,19;R$ 593965,01;R$ 547819,76;R$ 0,00;R$ 0,00;R$ 1405783,93;R$ 0,00;R$ 388105,00;R$ 0,00;R$ 0,00;R$ 34202,58;R$ 3958907,99;R$ 281185,19;R$ 0,00
110014;"RO";"NOVA BRASILANDIA D'OESTE";17653,00;R$ 673326,41;R$ 0,00;R$ 0,00;R$ 3037689,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 410626,12;R$ 740612,51;R$ 5293616,85;R$ 0,00;R$ 6473698,28;R$ 447794,44;R$ 0,00;R$ 350843,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 805186,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2712140,36;R$ 42995,97;R$ 85300,00
110015;"RO";"OURO PRETO DO OESTE";37142,00;R$ 1456588,58;R$ 0,00;R$ 0,00;R$ 6538720,92;R$ 0,00;R$ 0,00;R$ 0,00;R$ 802656,10;R$ 1270153,78;R$ 9397983,05;R$ 0,00;R$ 9930718,42;R$ 204464,21;R$ 0,00;R$ 548803,63;R$ 343007,92;R$ 0,00;R$ 107809,81;R$ 0,00;R$ 235863,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 155293,37;R$ 1458856,63;R$ 50875,25;R$ 2655365,00
110018;"RO";"PIMENTA BUENO";33803,00;R$ 1540662,00;R$ 0,00;R$ 0,00;R$ 7035632,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1551917,00;R$ 0,00;R$ 8719132,00;R$ 0,00;R$ 8869951,00;R$ 83620,00;R$ 0,00;R$ 6465614,00;R$ 40000,00;R$ 0,00;R$ 577,00;R$ 0,00;R$ 847957,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1770589,00;R$ 505814,00;R$ 0,00
110020;"RO";"PORTO VELHO";379186,0;R$ 13960498,85;R$ 107891,97;R$ 0,00;R$ 91803032,64;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13157728,33;R$ 15713020,56;R$ 89403892,17;R$ 709941,51;R$ 101160224,90;R$ 921399,98;R$ 404977,95;R$ 98307249,36;R$ 40510471,65;R$ 400616,00;R$ 1935935,91;R$ 136008,83;R$ 7252815,22;R$ 0,00;R$ 14800,00;R$ 74544,00;R$ 0,00;R$ 6975403,22;R$ 4356362,87;R$ 1611012,80;R$ 28625393,97
110025;"RO";"PRESIDENTE MEDICI";22896,00;R$ 835695,71;R$ 0,00;R$ 0,00;R$ 3730448,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 301503,90;R$ 0,00;R$ 6712970,10;R$ 0,00;R$ 5509144,26;R$ 17055,71;R$ 0,00;R$ 855869,74;R$ 523355,11;R$ 0,00;R$ 50000,00;R$ 0,00;R$ 22692,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1446417,50;R$ 10029,61;R$ 607651,52
110026;"RO";"RIO CRESPO";3260,00;R$ 409500,00;R$ 0,00;R$ 0,00;R$ 1541687,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 85131,51;R$ 10650,00;R$ 1564781,52;R$ 0,00;R$ 2386634,79;R$ 14925,00;R$ 0,00;R$ 102305,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65088,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 541177,43;R$ 32491,22;R$ 139316,16
110028;"RO";"ROLIM DE MOURA";50249,00;R$ 1750347,77;R$ 0,00;R$ 0,00;R$ 9894795,65;R$ 0,00;R$ 56650,00;R$ 0,00;R$ 372785,51;R$ 1348010,31;R$ 18317419,17;R$ 0,00;R$ 12731686,83;R$ 290917,63;R$ 0,00;R$ 4414282,54;R$ 750671,52;R$ 29006,09;R$ 2487,75;R$ 0,00;R$ 1002427,60;R$ 0,00;R$ 652098,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1562148,70;R$ 853256,21;R$ 2036955,01
110029;"RO";"SANTA LUZIA D'OESTE";9566,00;R$ 491115,16;R$ 0,00;R$ 0,00;R$ 2574577,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 441998,90;R$ 0,00;R$ 2792741,11;R$ 0,00;R$ 2490421,00;R$ 34268,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 454614,03;R$ 0,00;R$ 0,00;R$ 7520,04;R$ 0,00;R$ 0,00;R$ 521219,64;R$ 88579,90;R$ 0,00
110030;"RO";"VILHENA";68405,00;R$ 4157591,29;R$ 0,00;R$ 0,00;R$ 24867678,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1600645,42;R$ 498015,52;R$ 25415197,94;R$ 0,00;R$ 21756671,66;R$ 189063,62;R$ 0,00;R$ 4698490,38;R$ 57493,40;R$ 153887,12;R$ 5254,00;R$ 0,00;R$ 299740,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 252360,14;R$ 2124059,62;R$ 607736,61;R$ 2994845,65
110032;"RO";"SAO MIGUEL DO GUAPORE";23283,00;R$ 1006303,12;R$ 0,00;R$ 0,00;R$ 3207195,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 293900,08;R$ 0,00;R$ 5667097,28;R$ 0,00;R$ 7647391,05;R$ 80800,90;R$ 0,00;R$ 662896,56;R$ 0,00;R$ 0,00;R$ 29911,83;R$ 0,00;R$ 486335,27;R$ 0,00;R$ 0,00;R$ 15429,06;R$ 0,00;R$ 0,00;R$ 2089968,53;R$ 737795,92;R$ 0,00
110033;"RO";"NOVA MAMORE";21650,00;R$ 914878,62;R$ 0,00;R$ 0,00;R$ 4966036,44;R$ 0,00;R$ 0,00;R$ 0,00;R$ 507847,56;R$ 0,00;R$ 4873115,53;R$ 0,00;R$ 8477684,89;R$ 6623,50;R$ 0,00;R$ 1180857,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 43582,11;R$ 0,00;R$ 0,00;R$ 25878,28;R$ 0,00;R$ 78812,80;R$ 1292492,57;R$ 33560,37;R$ 0,00
110034;"RO";"ALVORADA D'OESTE";17009,00;R$ 676561,21;R$ 0,00;R$ 0,00;R$ 2863147,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 832519,12;R$ 476594,38;R$ 4651976,72;R$ 0,00;R$ 6861027,48;R$ 2800,00;R$ 0,00;R$ 1749092,44;R$ 0,00;R$ 648627,78;R$ 110142,49;R$ 0,00;R$ 5018,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 25270439,43;R$ 17799,82;R$ 0,00
110037;"RO";"ALTO ALEGRE DOS PARECIS";11962,00;R$ 622300,00;R$ 0,00;R$ 0,00;R$ 2485476,58;R$ 0,00;R$ 0,00;R$ 0,00;R$ 455467,46;R$ 0,00;R$ 3439883,57;R$ 0,00;R$ 5534118,41;R$ 0,00;R$ 0,00;R$ 2449649,28;R$ 0,00;R$ 0,00;R$ 3900,00;R$ 0,00;R$ 165871,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1181740,85;R$ 55115,36;R$ 215617,28
110040;"RO";"ALTO PARAISO";17169,00;R$ 703273,56;R$ 0,00;R$ 0,00;R$ 4324288,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 433522,68;R$ 0,00;R$ 2695545,45;R$ 0,00;R$ 6349549,04;R$ 511101,39;R$ 0,00;R$ 2711251,40;R$ 0,00;R$ 0,00;R$ 7518,00;R$ 0,00;R$ 508043,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 31385,97;R$ 793870,88;R$ 7809,30;R$ 0,00
110045;"RO";"BURITIS";33879,00;R$ 1111326,02;R$ 0,00;R$ 0,00;R$ 5688727,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 309405,36;R$ 645801,87;R$ 4702503,42;R$ 0,00;R$ 11445584,64;R$ 28961,52;R$ 0,00;R$ 2081037,54;R$ 0,00;R$ 0,00;R$ 9040,00;R$ 0,00;R$ 764075,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 431523,89;R$ 2299815,42;R$ 116529,09;R$ 670958,58
110050;"RO";"NOVO HORIZONTE DO OESTE";9966,00;R$ 476095,69;R$ 0,00;R$ 0,00;R$ 1699399,08;R$ 0,00;R$ 0,00;R$ 0,00;R$ 116362,09;R$ 160851,19;R$ 3280295,52;R$ 0,00;R$ 3008809,71;R$ 7804,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 179260,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23795,85;R$ 1811225,77;R$ 2535,50;R$ 366323,41
110060;"RO";"CACAULANDIA";5707,00;R$ 475047,02;R$ 0,00;R$ 0,00;R$ 3036996,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 291417,04;R$ 116582,01;R$ 2033606,51;R$ 0,00;R$ 2974016,16;R$ 46721,86;R$ 0,00;R$ 382988,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 480550,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 101931,61;R$ 901647,20;R$ 57021,00;R$ 0,00
110070;"RO";"CAMPO NOVO DE RONDONIA";12790,00;R$ 638984,93;R$ 0,00;R$ 0,00;R$ 2883660,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 195488,77;R$ 36205,93;R$ 2668842,46;R$ 80473,00;R$ 4512959,08;R$ 6450,00;R$ 0,00;R$ 136867,40;R$ 25393,22;R$ 72862,23;R$ 0,00;R$ 0,00;R$ 9600,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 762281,29;R$ 2012,23;R$ 248847,91
110080;"RO";"CANDEIAS DO JAMARI";17147,00;R$ 937048,04;R$ 4870,51;R$ 0,00;R$ 4487145,78;R$ 0,00;R$ 0,00;R$ 0,00;R$ 730630,93;R$ 0,00;R$ 4953270,55;R$ 20209,95;R$ 6447990,09;R$ 622245,18;R$ 728,35;R$ 3965395,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 301631,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 270745,31;R$ 1026519,43;R$ 0,00
110090;"RO";"CASTANHEIRAS";3737,00;R$ 344900,00;R$ 0,00;R$ 0,00;R$ 1553329,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 66882,46;R$ 170528,14;R$ 1812545,24;R$ 0,00;R$ 2354712,62;R$ 7789,22;R$ 0,00;R$ 321589,89;R$ 0,00;R$ 147418,39;R$ 145934,54;R$ 0,00;R$ 655415,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 650680,04;R$ 7902,50;R$ 90539,89
110092;"RO";"CHUPINGUAIA";7633,00;R$ 966021,79;R$ 0,00;R$ 0,00;R$ 4670749,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 433132,07;R$ 0,00;R$ 2957695,04;R$ 0,00;R$ 5618045,39;R$ 20701,40;R$ 0,00;R$ 352490,32;R$ 0,00;R$ 668981,10;R$ 177441,00;R$ 0,00;R$ 4936,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1718690,16;R$ 464397,12;R$ 0,00
110094;"RO";"CUJUBIM";14122,00;R$ 467412,41;R$ 0,00;R$ 0,00;R$ 2643339,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 150256,82;R$ 81975,10;R$ 2274012,29;R$ 0,00;R$ 6585983,44;R$ 22399,16;R$ 0,00;R$ 848451,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 393436,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3421821,98;R$ 413,00;R$ 0,00
110100;"RO";"GOVERNADOR JORGE TEIXEIRA";11793,00;R$ 713331,61;R$ 0,00;R$ 0,00;R$ 3683460,42;R$ 0,00;R$ 0,00;R$ 0,00;R$ 320767,89;R$ 0,00;R$ 2808800,17;R$ 0,00;R$ 4884688,43;R$ 0,00;R$ 0,00;R$ 830677,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 155706,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 903429,64;R$ 8372,05;R$ 0,00
110110;"RO";"ITAPUA DO OESTE";8110,00;R$ 554341,90;R$ 0,00;R$ 0,00;R$ 3027168,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 233209,84;R$ 0,00;R$ 2788737,87;R$ 0,00;R$ 4598009,30;R$ 31916,44;R$ 9814,67;R$ 353442,11;R$ 0,00;R$ 39995,80;R$ 0,00;R$ 0,00;R$ 41807,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 357833,36;R$ 0,00;R$ 287525,34
110120;"RO";"MINISTRO ANDREAZZA";10653,00;R$ 528126,87;R$ 0,00;R$ 0,00;R$ 3788437,19;R$ 0,00;R$ 4846,30;R$ 0,00;R$ 379989,48;R$ 0,00;R$ 2474846,65;R$ 130000,00;R$ 4453613,94;R$ 0,00;R$ 0,00;R$ 891658,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 230608,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60730,00;R$ 0,00;R$ 714499,48;R$ 97225,13;R$ 178868,01
110130;"RO";"MIRANTE DA SERRA";12446,00;R$ 582594,96;R$ 0,00;R$ 0,00;R$ 2134440,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 617983,55;R$ 515973,14;R$ 3342441,18;R$ 0,00;R$ 5106975,11;R$ 56529,14;R$ 0,00;R$ 1332064,17;R$ 0,00;R$ 0,00;R$ 1597,20;R$ 0,00;R$ 485550,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 70117,21;R$ 1029571,32;R$ 0,00;R$ 0,00
110140;"RO";"MONTE NEGRO";12710,00;R$ 696219,43;R$ 0,00;R$ 0,00;R$ 2421129,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 568330,92;R$ 403058,14;R$ 4588315,50;R$ 0,00;R$ 6719583,16;R$ 48165,56;R$ 0,00;R$ 2529577,27;R$ 0,00;R$ 0,00;R$ 76353,01;R$ 0,00;R$ 170847,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 78774,34;R$ 1848248,07;R$ 23105,39;R$ 0,00
110143;"RO";"NOVA UNIAO";7978,00;R$ 361046,92;R$ 0,00;R$ 0,00;R$ 1728925,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 209882,32;R$ 148741,32;R$ 1783980,74;R$ 0,00;R$ 4050117,75;R$ 24467,51;R$ 0,00;R$ 149016,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 648000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1533827,31;R$ 34768,18;R$ 278865,06
110145;"RO";"PARECIS";4696,00;R$ 373616,87;R$ 0,00;R$ 0,00;R$ 2876155,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 318653,30;R$ 0,00;R$ 1230926,45;R$ 0,00;R$ 2069561,51;R$ 5000,00;R$ 0,00;R$ 130901,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7875,00;R$ 345652,20;R$ 2500,00;R$ 0,00
110146;"RO";"PIMENTEIRAS DO OESTE";2427,00;R$ 390077,82;R$ 0,00;R$ 0,00;R$ 2032113,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 303780,36;R$ 0,00;R$ 1538999,89;R$ 0,00;R$ 1466632,98;R$ 326591,99;R$ 0,00;R$ 641358,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65677,08;R$ 822363,79;R$ 0,00;R$ 0,00
110147;"RO";"PRIMAVERA DE RONDONIA";3819,00;R$ 352176,05;R$ 0,00;R$ 0,00;R$ 2120834,86;R$ 0,00;R$ 0,00;R$ 0,00;R$ 483819,78;R$ 0,00;R$ 1519171,67;R$ 0,00;R$ 1915211,32;R$ 13171,90;R$ 0,00;R$ 384892,00;R$ 0,00;R$ 102720,90;R$ 0,00;R$ 0,00;R$ 119205,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 50948,41;R$ 96548,40;R$ 129004,10;R$ 0,00
110148;"RO";"SAO FELIPE D'OESTE";6477,00;R$ 370408,76;R$ 0,00;R$ 0,00;R$ 2390420,71;R$ 0,00;R$ 0,00;R$ 0,00;R$ 445930,95;R$ 0,00;R$ 2010383,00;R$ 0,00;R$ 2452047,28;R$ 0,00;R$ 0,00;R$ 469017,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 44800,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36266,70;R$ 227721,75;R$ 18910,60;R$ 0,00
110149;"RO";"SAO FRANCISCO DO GUAPORE";16091,00;R$ 926697,12;R$ 0,00;R$ 1551,30;R$ 4264127,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 250778,12;R$ 0,00;R$ 3829302,29;R$ 0,00;R$ 8037635,93;R$ 0,00;R$ 0,00;R$ 408044,94;R$ 0,00;R$ 213765,00;R$ 0,00;R$ 0,00;R$ 281551,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36216,16;R$ 717545,14;R$ 1800,00;R$ 0,00
110150;"RO";"SERINGUEIRAS";12088,00;R$ 616969,56;R$ 0,00;R$ 0,00;R$ 2072804,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 267175,25;R$ 0,00;R$ 3121319,69;R$ 0,00;R$ 5335087,56;R$ 0,00;R$ 0,00;R$ 1285943,76;R$ 0,00;R$ 152635,74;R$ 0,00;R$ 0,00;R$ 323110,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1092887,18;R$ 160073,11;R$ 300976,44
110155;"RO";"TEIXEIROPOLIS";5070,00;R$ 371442,06;R$ 0,00;R$ 0,00;R$ 1492694,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 318788,87;R$ 0,00;R$ 1616436,24;R$ 0,00;R$ 3294630,31;R$ 0,00;R$ 0,00;R$ 1275171,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 152117,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24525,66;R$ 836937,85;R$ 299149,95;R$ 0,00
110160;"RO";"THEOBROMA";10254,00;R$ 597253,41;R$ 0,00;R$ 0,00;R$ 3987438,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 273918,53;R$ 207755,45;R$ 2460103,99;R$ 0,00;R$ 5062484,75;R$ 0,00;R$ 0,00;R$ 499356,79;R$ 0,00;R$ 76306,40;R$ 0,00;R$ 0,00;R$ 282553,57;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 75193,00;R$ 217000,29;R$ 65190,85;R$ 0,00
110170;"RO";"URUPA";13785,00;R$ 561548,67;R$ 0,00;R$ 0,00;R$ 2346495,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 797537,39;R$ 0,00;R$ 2338662,58;R$ 0,00;R$ 5526952,44;R$ 0,00;R$ 0,00;R$ 528870,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 566932,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1851731,47;R$ 0,00;R$ 0,00
