#"CodIBGE";"uf";"nome caixa";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais"
170390;"TO";"CASEARA";4813,00;R$ 317277,16;R$ 28165,52;R$ 0,00;R$ 1174327,78;R$ 0,00;R$ 11206,01;R$ 0,00;R$ 301299,95;R$ 38122,87;R$ 1339143,75;R$ 0,00;R$ 1731382,42;R$ 4629,23;R$ 0,00;R$ 687751,21;R$ 103284,84;R$ 0,00;R$ 25524,00;R$ 0,00;R$ 136777,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1282,64;R$ 0,00;R$ 348290,31;R$ 64243,68;R$ 0,00
170410;"TO";"CENTENARIO";2457,00;R$ 245054,71;R$ 0,00;R$ 0,00;R$ 791157,53;R$ 0,00;R$ 2880,00;R$ 0,00;R$ 322789,07;R$ 37588,10;R$ 1018859,63;R$ 0,00;R$ 1661225,95;R$ 0,00;R$ 0,00;R$ 228159,42;R$ 0,00;R$ 23962,90;R$ 0,00;R$ 0,00;R$ 42331,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2223,42;R$ 35000,00;R$ 415658,99;R$ 4769,57;R$ 133224,17
170460;"TO";"CHAPADA DE AREIA";1274,00;R$ 245123,90;R$ 0,00;R$ 0,00;R$ 634184,47;R$ 0,00;R$ 743,98;R$ 0,00;R$ 219992,66;R$ 125338,62;R$ 1014758,96;R$ 32584,26;R$ 952696,41;R$ 0,00;R$ 0,00;R$ 364669,47;R$ 0,00;R$ 43782,97;R$ 0,00;R$ 0,00;R$ 309751,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 144328,01;R$ 182714,98;R$ 102426,00;R$ 0,00
170510;"TO";"CHAPADA DA NATIVIDADE";3791,00;R$ 268000,15;R$ 0,00;R$ 0,00;R$ 1077632,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 373321,37;R$ 0,00;R$ 1027616,97;R$ 0,00;R$ 1775347,84;R$ 17129,17;R$ 0,00;R$ 503477,29;R$ 56200,03;R$ 0,00;R$ 27732,72;R$ 0,00;R$ 253186,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 236075,25;R$ 39182,11;R$ 0,00
170550;"TO";"COLINAS DO TOCANTINS";30190,00;R$ 1054007,89;R$ 0,00;R$ 150,00;R$ 3869549,34;R$ 0,00;R$ 700,00;R$ 0,00;R$ 1685709,56;R$ 1531287,54;R$ 5363014,57;R$ 0,00;R$ 7629249,11;R$ 116494,47;R$ 0,00;R$ 4961551,24;R$ 1327,00;R$ 58007,30;R$ 0,00;R$ 0,00;R$ 495592,57;R$ 0,00;R$ 45309,17;R$ 14866,30;R$ 3000,00;R$ 0,00;R$ 1034871,47;R$ 282787,39;R$ 456834,04
170555;"TO";"COMBINADO";5023,00;R$ 266145,58;R$ 0,00;R$ 0,00;R$ 359597,82;R$ 0,00;R$ 15839,97;R$ 0,00;R$ 214683,32;R$ 114130,87;R$ 1753627,42;R$ 29667,64;R$ 769930,69;R$ 0,00;R$ 0,00;R$ 278395,12;R$ 319457,35;R$ 37,28;R$ 154639,20;R$ 0,00;R$ 25088,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7054,10;R$ 0,00;R$ 469701,67;R$ 441168,06;R$ 9613,89
170560;"TO";"CONCEIÇAO DO TOCANTINS";4529,00;R$ 264570,24;R$ 0,00;R$ 0,00;R$ 1146384,42;R$ 0,00;R$ 8775,45;R$ 0,00;R$ 255591,48;R$ 35408,56;R$ 1549090,86;R$ 0,00;R$ 1270679,89;R$ 7000,00;R$ 0,00;R$ 494284,65;R$ 56000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48256,50;R$ 0,00;R$ 0,00;R$ 13650,00;R$ 1572,30;R$ 82001,42;R$ 201809,99;R$ 89225,57;R$ 0,00
170600;"TO";"COUTO DE MAGALHAES";5035,00;R$ 300146,74;R$ 13056,00;R$ 0,00;R$ 939205,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 256877,34;R$ 187865,89;R$ 1283985,99;R$ 71973,52;R$ 2231612,17;R$ 15628,15;R$ 0,00;R$ 850332,68;R$ 0,00;R$ 126124,42;R$ 48103,42;R$ 0,00;R$ 177333,38;R$ 0,00;R$ 0,00;R$ 36,23;R$ 24630,36;R$ 0,00;R$ 196261,41;R$ 0,00;R$ 22032,64
170610;"TO";"CRISTALANDIA";6698,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1534920,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 625290,46;R$ 27667,51;R$ 2289844,58;R$ 53877,93;R$ 1867355,51;R$ 109333,93;R$ 0,00;R$ 34851,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 437227,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 160040,80;R$ 45704,82;R$ 339170,82;R$ 2175,26
170625;"TO";"CRIXAS DO TOCANTINS";1299,00;R$ 265382,65;R$ 0,00;R$ 0,00;R$ 653016,64;R$ 0,00;R$ 4140,00;R$ 0,00;R$ 307772,37;R$ 171072,49;R$ 1111968,96;R$ 0,00;R$ 1404497,33;R$ 0,00;R$ 0,00;R$ 63878,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 85665,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 41126,28;R$ 405092,77;R$ 29857,31;R$ 0,00
170650;"TO";"DARCINOPOLIS";5288,00;R$ 301037,77;R$ 58960,00;R$ 0,00;R$ 584696,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 416056,26;R$ 423745,04;R$ 1225930,42;R$ 0,00;R$ 1975782,63;R$ 0,00;R$ 0,00;R$ 603903,87;R$ 221182,16;R$ 16096,61;R$ 33705,46;R$ 0,00;R$ 74357,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 142901,80;R$ 251800,17;R$ 50782,02;R$ 0,00
170700;"TO";"DIANOPOLIS";19158,00;R$ 977135,29;R$ 86693,95;R$ 0,00;R$ 1783734,80;R$ 458,25;R$ 0,00;R$ 0,00;R$ 1078795,02;R$ 487024,63;R$ 4966827,99;R$ 10649,29;R$ 6590680,07;R$ 343163,00;R$ 0,00;R$ 1512345,26;R$ 13957,12;R$ 14141,68;R$ 640103,37;R$ 213413,97;R$ 693462,01;R$ 0,00;R$ 0,00;R$ 42757,78;R$ 9490,96;R$ 265635,75;R$ 408415,22;R$ 336427,08;R$ 0,00
170710;"TO";"DIVINOPOLIS DO TOCANTINS";6549,00;R$ 352454,24;R$ 0,00;R$ 0,00;R$ 647348,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 805732,09;R$ 304738,56;R$ 3595220,04;R$ 0,00;R$ 2732817,19;R$ 0,00;R$ 0,00;R$ 1486198,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 402422,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1062,20;R$ 0,00;R$ 1437213,20;R$ 83033,57;R$ 243983,57
170720;"TO";"DOIS IRMAOS DO TOCANTINS";7261,00;R$ 321793,76;R$ 32015,00;R$ 0,00;R$ 790783,67;R$ 0,00;R$ 340,00;R$ 0,00;R$ 316529,78;R$ 37023,32;R$ 1948097,87;R$ 0,00;R$ 2193016,03;R$ 0,00;R$ 0,00;R$ 744600,68;R$ 0,00;R$ 0,00;R$ 7146,00;R$ 2056,00;R$ 1219787,23;R$ 0,00;R$ 0,00;R$ 16446,76;R$ 7000,00;R$ 25452,95;R$ 289788,96;R$ 168342,00;R$ 182593,63
170730;"TO";"DUERE";4617,00;R$ 366105,07;R$ 0,00;R$ 0,00;R$ 960541,94;R$ 0,00;R$ 0,00;R$ 0,00;R$ 304612,07;R$ 191608,31;R$ 1945045,18;R$ 0,00;R$ 1448403,38;R$ 29873,69;R$ 0,00;R$ 858629,37;R$ 0,00;R$ 0,00;R$ 38260,88;R$ 0,00;R$ 244855,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 518825,04;R$ 97134,33;R$ 0,00
170740;"TO";"ESPERANTINA";8375,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1316309,92;R$ 0,00;R$ 6646,48;R$ 0,00;R$ 1483789,07;R$ 74281,00;R$ 537406,12;R$ 0,00;R$ 4743437,01;R$ 2250,00;R$ 0,00;R$ 606834,73;R$ 11036,90;R$ 4425,83;R$ 0,00;R$ 0,00;R$ 63317,37;R$ 0,00;R$ 0,00;R$ 7000,00;R$ 0,00;R$ 0,00;R$ 7025,16;R$ 14970,04;R$ 0,00
170755;"TO";"FATIMA";4101,00;R$ 267943,37;R$ 0,00;R$ 0,00;R$ 1238759,51;R$ 0,00;R$ 10329,25;R$ 0,00;R$ 279071,08;R$ 40507,11;R$ 1251401,97;R$ 0,00;R$ 1665606,31;R$ 1180,00;R$ 0,00;R$ 547823,55;R$ 13754,65;R$ 7950,00;R$ 0,00;R$ 0,00;R$ 340795,70;R$ 0,00;R$ 0,00;R$ 380,64;R$ 0,00;R$ 65497,70;R$ 75256,75;R$ 37283,56;R$ 0,00
170765;"TO";"FIGUEIROPOLIS";4950,00;R$ 264705,92;R$ 0,00;R$ 0,00;R$ 2884895,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 321840,40;R$ 0,00;R$ 1186719,63;R$ 0,00;R$ 1605557,87;R$ 0,00;R$ 0,00;R$ 438263,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 226219,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6000,00;R$ 699964,41;R$ 2383,68
170770;"TO";"FILADELFIA";8007,00;R$ 337458,67;R$ 0,00;R$ 0,00;R$ 1125322,96;R$ 0,00;R$ 18285,71;R$ 0,00;R$ 261144,56;R$ 0,00;R$ 2114234,34;R$ 0,00;R$ 3274764,08;R$ 118,08;R$ 0,00;R$ 697067,49;R$ 293197,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24978,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 471722,84;R$ 83046,75;R$ 0,00
170820;"TO";"FORMOSO DO ARAGUAIA";18743,00;R$ 1029747,00;R$ 0,00;R$ 0,00;R$ 2030146,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 705096,00;R$ 669027,00;R$ 5578480,00;R$ 6444,00;R$ 6442088,00;R$ 74787,00;R$ 14876,00;R$ 2700529,00;R$ 208132,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 120695,00;R$ 0,00;R$ 0,00;R$ 311285,00;R$ 0,00;R$ 0,00;R$ 1058966,00;R$ 210948,00;R$ 115907,00
170825;"TO";"FORTALEZA DO TABOCAO";2160,00;R$ 282475,88;R$ 0,00;R$ 0,00;R$ 727980,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 344241,84;R$ 349086,53;R$ 975832,21;R$ 0,00;R$ 1111303,08;R$ 10042,62;R$ 0,00;R$ 1319215,62;R$ 10504,30;R$ 0,00;R$ 38504,00;R$ 0,00;R$ 287070,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 139771,88;R$ 669278,12;R$ 136601,20
170830;"TO";"GOIANORTE";5376,00;R$ 313861,17;R$ 0,00;R$ 0,00;R$ 751998,64;R$ 0,00;R$ 0,00;R$ 0,00;R$ 127234,14;R$ 147570,89;R$ 1366275,88;R$ 32084,21;R$ 1340712,03;R$ 0,00;R$ 0,00;R$ 79122,57;R$ 145296,85;R$ 270467,28;R$ 172075,28;R$ 0,00;R$ 7600,00;R$ 33338,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1040452,85;R$ 12956,83;R$ 68293,07
170900;"TO";"GOIATINS";11982,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3588850,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 639265,02;R$ 0,00;R$ 2220419,57;R$ 0,00;R$ 4781170,32;R$ 4620,00;R$ 0,00;R$ 2880816,68;R$ 0,00;R$ 0,00;R$ 12575,00;R$ 0,00;R$ 100039,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 482446,07;R$ 0,00
170930;"TO";"GUARAI";22314,00;R$ 909987,51;R$ 0,00;R$ 0,00;R$ 2106879,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 851291,66;R$ 0,00;R$ 6108310,13;R$ 5978,00;R$ 9983178,01;R$ 26244,60;R$ 0,00;R$ 2960759,78;R$ 246405,72;R$ 0,00;R$ 26268,91;R$ 0,00;R$ 177415,04;R$ 0,00;R$ 0,00;R$ 134069,11;R$ 0,00;R$ 0,00;R$ 1309768,41;R$ 244258,94;R$ 513831,50
170950;"TO";"GURUPI";73548,00;R$ 0,00;R$ 0,00;R$ 796315,93;R$ 9266355,41;R$ 0,00;R$ 4526,00;R$ 0,00;R$ 1392996,61;R$ 879523,54;R$ 17924774,10;R$ 0,00;R$ 15745910,04;R$ 694613,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 14023,57;R$ 0,00;R$ 707183,01;R$ 0,00;R$ 107697,96;R$ 64062,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
170980;"TO";"IPUEIRAS";1754,00;R$ 264056,45;R$ 0,00;R$ 0,00;R$ 938973,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 229979,40;R$ 41888,04;R$ 830150,36;R$ 36490,54;R$ 1263565,49;R$ 7980,00;R$ 0,00;R$ 586883,98;R$ 0,00;R$ 0,00;R$ 72074,72;R$ 0,00;R$ 133433,00;R$ 0,00;R$ 0,00;R$ 89485,34;R$ 1200,00;R$ 0,00;R$ 244189,10;R$ 38959,86;R$ 0,00
171050;"TO";"ITACAJA";6565,00;R$ 320276,94;R$ 913,84;R$ 0,00;R$ 812615,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 472358,01;R$ 510276,37;R$ 1958914,60;R$ 55417,00;R$ 2129538,51;R$ 1000,00;R$ 0,00;R$ 809808,05;R$ 0,00;R$ 385445,48;R$ 369127,31;R$ 0,00;R$ 36573,34;R$ 0,00;R$ 1300,00;R$ 296528,51;R$ 3980,97;R$ 0,00;R$ 159217,83;R$ 48788,60;R$ 0,00
171070;"TO";"ITAGUATINS";6246,00;R$ 321793,76;R$ 0,00;R$ 0,00;R$ 748033,67;R$ 0,00;R$ 0,00;R$ 0,00;R$ 316529,78;R$ 37023,32;R$ 1604869,69;R$ 0,00;R$ 2376794,20;R$ 0,00;R$ 0,00;R$ 741100,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 718966,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 289788,96;R$ 168117,79;R$ 182593,63
171090;"TO";"ITAPIRATINS";3521,00;R$ 280632,72;R$ 0,00;R$ 0,00;R$ 543860,62;R$ 0,00;R$ 1983,51;R$ 0,00;R$ 281315,13;R$ 225201,24;R$ 1392962,96;R$ 0,00;R$ 1567047,80;R$ 0,00;R$ 0,00;R$ 1885157,75;R$ 0,00;R$ 5182,44;R$ 4780,00;R$ 0,00;R$ 4440,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 272,35;R$ 0,00;R$ 841579,08;R$ 8666,19;R$ 350204,25
171110;"TO";"ITAPORA DO TOCANTINS";3080,00;R$ 316018,99;R$ 28796,01;R$ 0,00;R$ 1052898,67;R$ 0,00;R$ 0,00;R$ 0,00;R$ 422642,18;R$ 92231,32;R$ 1256945,93;R$ 0,00;R$ 1181222,91;R$ 1834,61;R$ 0,00;R$ 498035,92;R$ 0,00;R$ 0,00;R$ 250,00;R$ 0,00;R$ 56158,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 821,29;R$ 0,00;R$ 1195559,60;R$ 76224,55;R$ 0,00
171150;"TO";"JAU DO TOCANTINS";3906,00;R$ 316569,47;R$ 0,00;R$ 0,00;R$ 1311297,46;R$ 0,00;R$ 10834,40;R$ 0,00;R$ 471436,33;R$ 0,00;R$ 1489107,65;R$ 0,00;R$ 2633484,57;R$ 25489,12;R$ 0,00;R$ 235757,11;R$ 0,00;R$ 5000,00;R$ 0,00;R$ 0,00;R$ 438995,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 42199,05;R$ 535825,05;R$ 128031,35;R$ 0,00
171180;"TO";"JUARINA";2200,00;R$ 254554,27;R$ 0,00;R$ 0,00;R$ 916229,46;R$ 0,00;R$ 3882,38;R$ 0,00;R$ 80071,60;R$ 33723,13;R$ 1042084,75;R$ 0,00;R$ 1195662,65;R$ 0,00;R$ 0,00;R$ 462296,26;R$ 0,00;R$ 3749,00;R$ 19301,44;R$ 0,00;R$ 7752,00;R$ 0,00;R$ 0,00;R$ 600,00;R$ 242,11;R$ 0,00;R$ 41381,87;R$ 19586,46;R$ 0,00
171190;"TO";"LAGOA DA CONFUSAO";8481,00;R$ 661023,54;R$ 50080,00;R$ 0,00;R$ 2262791,07;R$ 0,00;R$ 7908,79;R$ 0,00;R$ 516036,22;R$ 0,00;R$ 2579068,87;R$ 79218,62;R$ 3321738,31;R$ 409734,68;R$ 0,00;R$ 359854,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 207340,32;R$ 0,00;R$ 0,00;R$ 508591,06;R$ 0,00;R$ 110637,90;R$ 1104135,06;R$ 127661,41;R$ 43269,71
171195;"TO";"LAGOA DO TOCANTINS";3278,00;R$ 268376,93;R$ 0,00;R$ 19524,15;R$ 1384279,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 285965,13;R$ 32759,87;R$ 1307632,00;R$ 0,00;R$ 2302097,08;R$ 7925,85;R$ 0,00;R$ 402789,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 54566,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 130175,96;R$ 11366,40;R$ 102450,18
171200;"TO";"LAJEADO";2219,00;R$ 243168,50;R$ 0,00;R$ 0,00;R$ 2569316,09;R$ 0,00;R$ 4421,80;R$ 0,00;R$ 262171,81;R$ 550767,31;R$ 1515788,59;R$ 0,00;R$ 2684941,68;R$ 12365,16;R$ 0,00;R$ 907472,49;R$ 14367,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 101241,30;R$ 0,00;R$ 0,00;R$ 160497,32;R$ 5354,22;R$ 10000,00;R$ 686819,62;R$ 38020,57;R$ 147183,40
171215;"TO";"LAVANDEIRA";1640,00;R$ 279310,04;R$ 0,00;R$ 0,00;R$ 976515,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 161960,47;R$ 0,00;R$ 888642,94;R$ 0,00;R$ 700600,68;R$ 0,00;R$ 0,00;R$ 330746,03;R$ 0,00;R$ 0,00;R$ 19541,81;R$ 0,00;R$ 253728,33;R$ 0,00;R$ 0,00;R$ 19439,54;R$ 0,00;R$ 0,00;R$ 176616,71;R$ 626320,27;R$ 0,00
171240;"TO";"LIZARDA";3737,00;R$ 275295,30;R$ 0,00;R$ 0,00;R$ 1314406,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 57868,60;R$ 150516,58;R$ 1225453,99;R$ 0,00;R$ 1983200,92;R$ 0,00;R$ 0,00;R$ 99360,00;R$ 0,00;R$ 0,00;R$ 52072,00;R$ 0,00;R$ 192868,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 194800,07;R$ 31348,59;R$ 0,00
171245;"TO";"LUZINOPOLIS";2874,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1047015,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 364338,00;R$ 38929,34;R$ 983209,69;R$ 0,00;R$ 1989505,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 31705,54;R$ 12320,79;R$ 0,00;R$ 41225,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 222182,14;R$ 27455,72;R$ 0,00
171250;"TO";"MARIANOPOLIS DO TOCANTINS";4616,00;R$ 311715,09;R$ 0,00;R$ 0,00;R$ 751773,41;R$ 0,00;R$ 15373,46;R$ 0,00;R$ 657025,59;R$ 300925,18;R$ 1561815,87;R$ 43833,36;R$ 2254942,44;R$ 18196,77;R$ 0,00;R$ 326397,58;R$ 0,00;R$ 219,55;R$ 0,00;R$ 0,00;R$ 26964,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 597801,69;R$ 406807,38;R$ 0,00
171270;"TO";"MATEIROS";1788,00;R$ 373957,00;R$ 0,00;R$ 0,00;R$ 1589910,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 433337,00;R$ 33685,00;R$ 1276250,00;R$ 0,00;R$ 1307225,00;R$ 14824,00;R$ 0,00;R$ 45980,00;R$ 0,00;R$ 1100,00;R$ 0,00;R$ 0,00;R$ 144337,00;R$ 0,00;R$ 0,00;R$ 21248,00;R$ 56139,00;R$ 0,00;R$ 0,00;R$ 178705,00;R$ 138843,00
171280;"TO";"MAURILANDIA DO TOCANTINS";3281,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1689009,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 479123,57;R$ 61122,63;R$ 1170732,61;R$ 0,00;R$ 1816083,76;R$ 0,00;R$ 0,00;R$ 224987,32;R$ 0,00;R$ 0,00;R$ 1940,00;R$ 0,00;R$ 97221,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 58218,06;R$ 353518,27;R$ 145834,52;R$ 0,00
171320;"TO";"MIRACEMA DO TOCANTINS";20194,00;R$ 1637194,13;R$ 650528,05;R$ 0,00;R$ 4393829,41;R$ 0,00;R$ 0,00;R$ 0,00;R$ 815470,14;R$ 278390,45;R$ 6176803,35;R$ 94797,93;R$ 6973443,87;R$ 27144,82;R$ 0,00;R$ 3731475,27;R$ 1060806,13;R$ 5045212,15;R$ 192317,99;R$ 1680,20;R$ 872750,10;R$ 0,00;R$ 0,00;R$ 330568,71;R$ 16523,20;R$ 0,00;R$ 1913793,98;R$ 420719,40;R$ 0,00
171330;"TO";"MIRANORTE";12200,00;R$ 426170,10;R$ 0,00;R$ 0,00;R$ 1644239,83;R$ 0,00;R$ 1480,92;R$ 0,00;R$ 253107,00;R$ 387385,28;R$ 3049859,09;R$ 52461,82;R$ 3739140,09;R$ 26717,60;R$ 0,00;R$ 943113,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 93420,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1224,39;R$ 0,00;R$ 613373,43;R$ 191942,43;R$ 390675,72
171360;"TO";"MONTE DO CARMO";6586,00;R$ 299715,44;R$ 0,00;R$ 0,00;R$ 981406,24;R$ 0,00;R$ 14211,22;R$ 0,00;R$ 556901,21;R$ 345679,97;R$ 2094711,49;R$ 42878,63;R$ 3034318,57;R$ 7638,99;R$ 0,00;R$ 248808,42;R$ 0,00;R$ 0,00;R$ 1830,09;R$ 0,00;R$ 322057,86;R$ 0,00;R$ 0,00;R$ 2500,00;R$ 3820,00;R$ 80319,07;R$ 344217,96;R$ 31280,44;R$ 0,00
171370;"TO";"MONTE SANTO DO TOCANTINS";1911,00;R$ 237917,71;R$ 0,00;R$ 0,00;R$ 711139,03;R$ 0,00;R$ 3723,11;R$ 0,00;R$ 146764,21;R$ 25301,24;R$ 679687,71;R$ 34866,92;R$ 1764940,06;R$ 1432,00;R$ 0,00;R$ 742096,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10645,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 42611,11;R$ 892644,74;R$ 13134,92;R$ 10645,00
171380;"TO";"PALMEIRAS DO TOCANTINS";4672,00;R$ 302553,61;R$ 0,00;R$ 0,00;R$ 1315193,04;R$ 0,00;R$ 3557,36;R$ 0,00;R$ 312093,37;R$ 276048,51;R$ 1711115,95;R$ 0,00;R$ 1642382,20;R$ 500,00;R$ 0,00;R$ 431246,66;R$ 0,00;R$ 4239,01;R$ 0,00;R$ 0,00;R$ 158631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 86075,43;R$ 271616,65;R$ 128866,08;R$ 34909,60
171395;"TO";"MURICILANDIA";2935,00;R$ 0,00;R$ 50566,75;R$ 0,00;R$ 958418,95;R$ 0,00;R$ 19568,94;R$ 0,00;R$ 361476,25;R$ 303320,08;R$ 1296890,21;R$ 0,00;R$ 1823446,42;R$ 10591,17;R$ 550,00;R$ 383483,81;R$ 0,00;R$ 19772,00;R$ 5294,00;R$ 0,00;R$ 36444,08;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3424,46;R$ 0,00;R$ 71569,61;R$ 1900,00;R$ 255777,37
171420;"TO";"NATIVIDADE";9355,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1692833,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 422214,58;R$ 19680,00;R$ 2621743,97;R$ 38407,64;R$ 2209458,92;R$ 56024,30;R$ 0,00;R$ 592299,64;R$ 0,00;R$ 0,00;R$ 233489,39;R$ 0,00;R$ 114828,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 91974,36;R$ 54121,92;R$ 0,00
171430;"TO";"NAZARE";4652,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 814737,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 299787,09;R$ 212061,97;R$ 1663468,46;R$ 0,00;R$ 475149,81;R$ 0,00;R$ 0,00;R$ 246727,35;R$ 0,00;R$ 0,00;R$ 34654,61;R$ 0,00;R$ 113017,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 107144,81;R$ 233713,16;R$ 63845,90;R$ 190198,50
171488;"TO";"NOVA OLINDA";10835,00;R$ 434196,12;R$ 229936,23;R$ 0,00;R$ 908602,97;R$ 0,00;R$ 2476,20;R$ 0,00;R$ 231867,98;R$ 238425,72;R$ 2646349,72;R$ 49022,14;R$ 3173260,20;R$ 270,12;R$ 0,00;R$ 555301,62;R$ 0,00;R$ 3015,39;R$ 15962,68;R$ 0,00;R$ 174707,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 188,82;R$ 0,00;R$ 1671017,79;R$ 0,00;R$ 121289,28
171500;"TO";"NOVA ROSALANDIA";3888,00;R$ 283619,22;R$ 0,00;R$ 0,00;R$ 728751,17;R$ 0,00;R$ 19706,81;R$ 0,00;R$ 389118,56;R$ 34813,85;R$ 1289715,60;R$ 0,00;R$ 1182811,06;R$ 11502,12;R$ 0,00;R$ 274418,66;R$ 0,00;R$ 26181,28;R$ 0,00;R$ 0,00;R$ 60774,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10178,71;R$ 0,00;R$ 196784,13;R$ 46967,40;R$ 0,00
