#"CodIBGE";"uf";"nome caixa";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais"
110001;"RO";"ALTA FLORESTA D'OESTE";29005,00;R$ 882000,00;R$ 0,00;R$ 0,00;R$ 3951404,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 641025,76;R$ 0,00;R$ 5928034,79;R$ 0,00;R$ 6147327,19;R$ 0,00;R$ 0,00;R$ 2238719,28;R$ 0,00;R$ 87897,74;R$ 0,00;R$ 0,00;R$ 190779,22;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 838538,56;R$ 69159,42;R$ 258529,15
110002;"RO";"ARIQUEMES";86924,00;R$ 2914426,68;R$ 109863,62;R$ 0,00;R$ 7745099,71;R$ 0,00;R$ 591920,68;R$ 0,00;R$ 2457793,82;R$ 765392,50;R$ 15344034,84;R$ 0,00;R$ 23568447,65;R$ 480017,39;R$ 18000,00;R$ 13788915,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2290312,71;R$ 0,00;R$ 0,00;R$ 53175,44;R$ 0,00;R$ 0,00;R$ 1258528,80;R$ 161174,42;R$ 1782639,62
110003;"RO";"CABIXI";7421,00;R$ 312834,20;R$ 0,00;R$ 0,00;R$ 1224988,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 358260,97;R$ 0,00;R$ 1409934,28;R$ 0,00;R$ 1666985,21;R$ 0,00;R$ 0,00;R$ 313853,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 125426,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48536,59;R$ 572483,28;R$ 4050,35;R$ 333564,42
110004;"RO";"CACOAL";76422,00;R$ 2941352,47;R$ 42034,76;R$ 0,00;R$ 20505084,27;R$ 0,00;R$ 5199,78;R$ 0,00;R$ 1247512,16;R$ 0,00;R$ 17887258,66;R$ 0,00;R$ 15854470,02;R$ 5049,40;R$ 0,00;R$ 5803026,26;R$ 635976,68;R$ 887019,90;R$ 3208704,63;R$ 0,00;R$ 880528,12;R$ 0,00;R$ 0,00;R$ 29835,00;R$ 285908,10;R$ 0,00;R$ 1724936,15;R$ 582756,52;R$ 995731,39
110005;"RO";"CEREJEIRAS";17215,00;R$ 732952,15;R$ 0,00;R$ 0,00;R$ 4643219,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 526719,61;R$ 0,00;R$ 2238139,12;R$ 0,00;R$ 3338687,76;R$ 17559,75;R$ 0,00;R$ 2020207,42;R$ 0,00;R$ 148839,06;R$ 4500,00;R$ 0,00;R$ 114680,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 42271,08;R$ 0,00;R$ 1321517,65;R$ 45274,32;R$ 504751,43
110006;"RO";"COLORADO DO OESTE";18342,00;R$ 689900,24;R$ 0,00;R$ 0,00;R$ 3727274,63;R$ 0,00;R$ 0,00;R$ 0,00;R$ 343584,40;R$ 0,00;R$ 3614969,71;R$ 0,00;R$ 3732111,66;R$ 42136,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20138,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7796,00;R$ 672694,00;R$ 390453,87;R$ 679142,69
110007;"RO";"CORUMBIARA";9409,00;R$ 425858,64;R$ 0,00;R$ 0,00;R$ 1762852,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 244842,32;R$ 0,00;R$ 1607412,55;R$ 0,00;R$ 2331949,52;R$ 0,00;R$ 0,00;R$ 126565,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 331459,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 34828,53;R$ 933847,17;R$ 24391,83;R$ 236730,37
110008;"RO";"COSTA MARQUES";11735,00;R$ 443255,32;R$ 0,00;R$ 0,00;R$ 2115557,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 163014,98;R$ 0,00;R$ 2540822,66;R$ 0,00;R$ 4957248,58;R$ 59259,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 277250,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 172101,04;R$ 1047153,91;R$ 55343,70;R$ 0,00
110009;"RO";"ESPIGAO D'OESTE";27559,00;R$ 922868,07;R$ 0,00;R$ 0,00;R$ 6346305,36;R$ 0,00;R$ 42928,00;R$ 0,00;R$ 828282,44;R$ 549447,87;R$ 4629617,59;R$ 0,00;R$ 5667043,87;R$ 0,00;R$ 0,00;R$ 743008,69;R$ 17131,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 478710,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 782449,03;R$ 208394,64;R$ 54120,80
110010;"RO";"GUAJARA-MIRIM";42082,00;R$ 1279600,08;R$ 162908,84;R$ 0,00;R$ 12084629,59;R$ 0,00;R$ 104478,96;R$ 0,00;R$ 653390,06;R$ 0,00;R$ 5714443,72;R$ 0,00;R$ 6850072,95;R$ 0,00;R$ 0,00;R$ 1316136,87;R$ 0,00;R$ 272084,98;R$ 26733,20;R$ 0,00;R$ 193714,70;R$ 0,00;R$ 0,00;R$ 3000,00;R$ 0,00;R$ 0,00;R$ 751945,50;R$ 0,00;R$ 407560,21
110032;"RO";"SAO MIGUEL DO GUAPORE";31198,00;R$ 787799,76;R$ 0,00;R$ 0,00;R$ 2710132,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 634589,35;R$ 0,00;R$ 4492195,52;R$ 0,00;R$ 6011848,82;R$ 81666,62;R$ 0,00;R$ 1997768,09;R$ 0,00;R$ 0,00;R$ 14897,40;R$ 0,00;R$ 293150,95;R$ 0,00;R$ 0,00;R$ 28748,57;R$ 0,00;R$ 0,00;R$ 1216574,32;R$ 94216,83;R$ 0,00
110033;"RO";"NOVA MAMORE";20343,00;R$ 619227,91;R$ 6946,47;R$ 0,00;R$ 3500928,63;R$ 0,00;R$ 0,00;R$ 0,00;R$ 513084,95;R$ 0,00;R$ 3429609,00;R$ 0,00;R$ 5349077,97;R$ 56938,09;R$ 0,00;R$ 1440768,87;R$ 0,00;R$ 0,00;R$ 8618,04;R$ 0,00;R$ 461561,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 529769,00;R$ 0,00;R$ 0,00
110034;"RO";"ALVORADA D'OESTE";19542,00;R$ 526399,55;R$ 0,00;R$ 0,00;R$ 3386783,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 589050,09;R$ 321249,04;R$ 3182604,40;R$ 0,00;R$ 5305372,41;R$ 0,00;R$ 0,00;R$ 1512130,37;R$ 13840,00;R$ 307815,86;R$ 0,00;R$ 0,00;R$ 144395,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 435864,48;R$ 1474657,90;R$ 0,00;R$ 0,00
110037;"RO";"ALTO ALEGRE DOS PARECIS";15454,00;R$ 480000,00;R$ 63600,00;R$ 0,00;R$ 2538047,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 458390,97;R$ 0,00;R$ 2209670,08;R$ 0,00;R$ 3939121,78;R$ 2100,80;R$ 0,00;R$ 1484364,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 301802,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 377937,94;R$ 209048,53;R$ 0,00
110011;"RO";"JARU";56242,00;R$ 1939883,52;R$ 0,00;R$ 0,00;R$ 9692047,92;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1001926,35;R$ 1346089,21;R$ 10601935,62;R$ 0,00;R$ 14050430,41;R$ 0,00;R$ 0,00;R$ 1785414,78;R$ 0,00;R$ 8316,11;R$ 0,00;R$ 0,00;R$ 635144,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 32187,70;R$ 2246165,63;R$ 169555,20;R$ 0,00
110012;"RO";"JI-PARANA";113453,0;R$ 3255763,13;R$ 0,00;R$ 0,00;R$ 12961797,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2162851,56;R$ 299142,14;R$ 24817984,18;R$ 0,00;R$ 15513815,16;R$ 337846,86;R$ 0,00;R$ 7723883,87;R$ 0,00;R$ 1133384,49;R$ 0,00;R$ 0,00;R$ 2488128,95;R$ 0,00;R$ 0,00;R$ 400,00;R$ 0,00;R$ 0,00;R$ 17436855,33;R$ 734260,89;R$ 1853334,77
110040;"RO";"ALTO PARAISO";16510,00;R$ 499403,73;R$ 0,00;R$ 0,00;R$ 2728939,06;R$ 0,00;R$ 0,00;R$ 0,00;R$ 250974,43;R$ 0,00;R$ 2083980,90;R$ 0,00;R$ 4859093,33;R$ 0,00;R$ 0,00;R$ 2222054,42;R$ 0,00;R$ 0,00;R$ 82419,07;R$ 0,00;R$ 296762,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
110045;"RO";"BURITIS";42717,00;R$ 895474,24;R$ 0,00;R$ 0,00;R$ 7185036,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 359402,91;R$ 370686,07;R$ 1432072,13;R$ 0,00;R$ 8609023,92;R$ 16514,00;R$ 0,00;R$ 2781653,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 305087,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1803458,06;R$ 142378,80;R$ 0,00
110050;"RO";"NOVO HORIZONTE DO OESTE";12916,00;R$ 418800,00;R$ 0,00;R$ 0,00;R$ 1988239,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 115073,29;R$ 0,00;R$ 2437418,58;R$ 0,00;R$ 2636146,72;R$ 13035,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 72350,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 864715,75;R$ 30236,85;R$ 358744,28
110060;"RO";"CACAULANDIA";5464,00;R$ 353814,19;R$ 0,00;R$ 0,00;R$ 2266087,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 427015,91;R$ 0,00;R$ 1635567,70;R$ 0,00;R$ 2364695,83;R$ 0,00;R$ 0,00;R$ 12000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 418576,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 309421,08;R$ 145128,77;R$ 0,00
110070;"RO";"CAMPO NOVO DE RONDONIA";18619,00;R$ 498883,36;R$ 0,00;R$ 0,00;R$ 2905468,65;R$ 0,00;R$ 0,00;R$ 0,00;R$ 159661,36;R$ 100378,30;R$ 1798921,98;R$ 0,00;R$ 4500550,14;R$ 1290,30;R$ 0,00;R$ 196171,30;R$ 4335,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 417088,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100000,00;R$ 873315,99;R$ 0,00;R$ 0,00
110080;"RO";"CANDEIAS DO JAMARI";17346,00;R$ 746713,09;R$ 1773,52;R$ 0,00;R$ 3321387,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 477427,09;R$ 0,00;R$ 3639174,19;R$ 51622,00;R$ 4218801,87;R$ 92112,45;R$ 0,00;R$ 966126,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 322365,00;R$ 0,00;R$ 0,00;R$ 4120,00;R$ 0,00;R$ 12655,69;R$ 477557,65;R$ 21069,73;R$ 0,00
110090;"RO";"CASTANHEIRAS";4092,00;R$ 273440,00;R$ 0,00;R$ 0,00;R$ 1513649,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 155804,88;R$ 84571,31;R$ 1076819,50;R$ 0,00;R$ 1680247,82;R$ 0,00;R$ 0,00;R$ 10000,00;R$ 0,00;R$ 0,00;R$ 19009,00;R$ 0,00;R$ 240052,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 812924,64;R$ 56090,70;R$ 103449,63
110092;"RO";"CHUPINGUAIA";6649,00;R$ 600000,00;R$ 0,00;R$ 0,00;R$ 3639633,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 158825,35;R$ 0,00;R$ 2314840,23;R$ 0,00;R$ 4517019,55;R$ 4670,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 499791,64;R$ 142820,00;R$ 0,00;R$ 96372,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1160895,79;R$ 14390,82;R$ 0,00
110094;"RO";"CUJUBIM";9238,00;R$ 398202,00;R$ 0,00;R$ 0,00;R$ 2347096,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 40824,64;R$ 143032,11;R$ 1314295,75;R$ 0,00;R$ 3559682,50;R$ 0,00;R$ 0,00;R$ 755708,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 416578,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 689804,22;R$ 0,00;R$ 0,00
110100;"RO";"GOVERNADOR JORGE TEIXEIRA";18786,00;R$ 564448,20;R$ 0,00;R$ 0,00;R$ 4639010,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 438011,58;R$ 0,00;R$ 3106949,78;R$ 0,00;R$ 4578599,34;R$ 0,00;R$ 0,00;R$ 415507,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 222564,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 19100,59;R$ 0,00
110110;"RO";"ITAPUA DO OESTE";8699,00;R$ 404486,53;R$ 0,00;R$ 0,00;R$ 2629500,99;R$ 0,00;R$ 0,00;R$ 0,00;R$ 93912,73;R$ 0,00;R$ 2291794,32;R$ 0,00;R$ 3410904,58;R$ 43022,04;R$ 10787,06;R$ 118531,98;R$ 0,00;R$ 40698,80;R$ 0,00;R$ 0,00;R$ 138939,54;R$ 0,00;R$ 1574,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 164068,93;R$ 0,00;R$ 102004,74
110120;"RO";"MINISTRO ANDREAZZA";11223,00;R$ 436679,37;R$ 0,00;R$ 0,00;R$ 3064236,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 270767,79;R$ 0,00;R$ 1884121,84;R$ 0,00;R$ 3899350,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 308890,13;R$ 242650,00;R$ 0,00;R$ 0,00;R$ 50600,00;R$ 0,00;R$ 0,00;R$ 64819,33;R$ 0,00
110130;"RO";"MIRANTE DA SERRA";14152,00;R$ 467031,00;R$ 0,00;R$ 0,00;R$ 2247132,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 69155,07;R$ 0,00;R$ 2750792,82;R$ 0,00;R$ 4017002,18;R$ 47774,00;R$ 0,00;R$ 744053,45;R$ 80000,00;R$ 0,00;R$ 636,00;R$ 225678,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 865005,92;R$ 92423,58;R$ 0,00
110140;"RO";"MONTE NEGRO";16881,00;R$ 415394,86;R$ 0,00;R$ 0,00;R$ 4893517,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 374095,88;R$ 257833,27;R$ 3278316,25;R$ 0,00;R$ 5425281,85;R$ 121604,50;R$ 0,00;R$ 673048,36;R$ 7191,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 26837,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22230,00;R$ 0,00
110143;"RO";"NOVA UNIAO";9526,00;R$ 311348,79;R$ 0,00;R$ 0,00;R$ 1485070,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 279278,44;R$ 0,00;R$ 1239229,94;R$ 0,00;R$ 3050025,40;R$ 47906,29;R$ 0,00;R$ 13942,21;R$ 0,00;R$ 250701,16;R$ 0,00;R$ 0,00;R$ 185140,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 66856,24;R$ 521832,27;R$ 201693,99;R$ 0,00
110145;"RO";"PARECIS";3204,00;R$ 279184,76;R$ 0,00;R$ 0,00;R$ 1641122,71;R$ 0,00;R$ 0,00;R$ 0,00;R$ 264847,73;R$ 0,00;R$ 1000850,91;R$ 0,00;R$ 1752635,98;R$ 3000,00;R$ 0,00;R$ 33278,00;R$ 0,00;R$ 0,00;R$ 65816,39;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 374924,85;R$ 0,00;R$ 0,00
110146;"RO";"PIMENTEIRAS DO OESTE";2633,00;R$ 305306,18;R$ 0,00;R$ 0,00;R$ 1667235,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 243057,70;R$ 0,00;R$ 958502,45;R$ 0,00;R$ 1004728,50;R$ 9957,75;R$ 0,00;R$ 74623,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 51686,50;R$ 537946,82;R$ 0,00;R$ 0,00
110147;"RO";"PRIMAVERA DE RONDONIA";4393,00;R$ 269103,29;R$ 0,00;R$ 0,00;R$ 1431612,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 330734,37;R$ 0,00;R$ 1317861,43;R$ 0,00;R$ 1494724,06;R$ 16438,50;R$ 0,00;R$ 152325,02;R$ 0,00;R$ 64657,34;R$ 54538,99;R$ 0,00;R$ 75000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 98707,53;R$ 81011,97;R$ 19703,02;R$ 37054,30
110148;"RO";"SAO FELIPE D'OESTE";7266,00;R$ 279712,27;R$ 0,00;R$ 0,00;R$ 1979797,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 483438,03;R$ 0,00;R$ 1411827,21;R$ 0,00;R$ 1899328,96;R$ 0,00;R$ 0,00;R$ 10350,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 25000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 127710,00;R$ 527037,73;R$ 10249,60;R$ 7137,65
110149;"RO";"SAO FRANCISCO DO GUAPORE";17610,00;R$ 726193,56;R$ 0,00;R$ 3184,80;R$ 3578374,57;R$ 0,00;R$ 0,00;R$ 0,00;R$ 315894,27;R$ 0,00;R$ 3155989,08;R$ 0,00;R$ 5429394,84;R$ 0,00;R$ 0,00;R$ 717987,24;R$ 0,00;R$ 0,00;R$ 24000,00;R$ 0,00;R$ 408098,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36801,26;R$ 775556,70;R$ 76735,18;R$ 0,00
110150;"RO";"SERINGUEIRAS";16225,00;R$ 502563,25;R$ 964,80;R$ 0,00;R$ 2048184,80;R$ 0,00;R$ 1088,80;R$ 0,00;R$ 371951,01;R$ 0,00;R$ 2959637,40;R$ 0,00;R$ 4588875,08;R$ 0,00;R$ 0,00;R$ 183681,65;R$ 0,00;R$ 0,00;R$ 2809,85;R$ 0,00;R$ 469341,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 921186,01;R$ 298889,19;R$ 254099,54
110155;"RO";"TEIXEIROPOLIS";5894,00;R$ 283416,60;R$ 0,00;R$ 0,00;R$ 843870,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 207205,80;R$ 0,00;R$ 1116751,53;R$ 0,00;R$ 2050396,58;R$ 550,00;R$ 0,00;R$ 626636,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 297738,64;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1174548,30;R$ 24213,00;R$ 61763,57
110160;"RO";"THEOBROMA";14326,00;R$ 474885,48;R$ 0,00;R$ 0,00;R$ 3010240,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 525864,79;R$ 146697,61;R$ 2011088,40;R$ 0,00;R$ 5020261,35;R$ 0,00;R$ 0,00;R$ 429084,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 480350,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13494,77;R$ 33564,55;R$ 0,00
110170;"RO";"URUPA";17761,00;R$ 511430,52;R$ 0,00;R$ 0,00;R$ 2240920,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 664938,07;R$ 0,00;R$ 2020156,15;R$ 0,00;R$ 4490111,07;R$ 0,00;R$ 0,00;R$ 473486,03;R$ 0,00;R$ 3600,00;R$ 50000,00;R$ 0,00;R$ 479101,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13173,52;R$ 0,00;R$ 905433,33;R$ 9193,20;R$ 0,00
110175;"RO";"VALE DO ANARI";10962,00;R$ 350810,04;R$ 0,00;R$ 0,00;R$ 1902954,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 248325,48;R$ 120682,72;R$ 1683458,11;R$ 0,00;R$ 3825529,83;R$ 15700,00;R$ 0,00;R$ 597201,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 259731,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 850427,21;R$ 8092,75;R$ 0,00
